	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034655_Botryozyma_nematodophila
1569	OG0001569	YHR164C	snap_masked-NODE_92_length_8461_cov_3.91625_ID_183-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_92_length_8461_cov_3.91625_ID_183-processed-gene-0.3&CDS=1-4404
1570	OG0001570	YHR165C	genemark-NODE_536_length_4838_cov_3.44177_ID_1071-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_536_length_4838_cov_3.44177_ID_1071-processed-gene-0.1&CDS=1-3771
1571	OG0001571	YHR166C	snap_masked-NODE_377_length_5538_cov_4.69086_ID_753-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_377_length_5538_cov_4.69086_ID_753-processed-gene-0.3&CDS=1-2166
1572	OG0001572	YHR168W	snap_masked-NODE_510_length_4965_cov_5.73666_ID_1019-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_510_length_4965_cov_5.73666_ID_1019-processed-gene-0.0&CDS=1-1278
1573	OG0001573	YHR170W	augustus_masked-NODE_3330_length_1737_cov_3.34245_ID_6659-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_3330_length_1737_cov_3.34245_ID_6659-processed-gene-0.4&CDS=1-681
1574	OG0001574	YHR171W	augustus_masked-NODE_2625_length_2104_cov_4.22011_ID_5249-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2625_length_2104_cov_4.22011_ID_5249-processed-gene-0.1&CDS=1-1947
1575	OG0001575	YHR172W	augustus_masked-NODE_6462_length_763_cov_3.46045_ID_12923-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6462_length_763_cov_3.46045_ID_12923-processed-gene-0.1&CDS=1-681
1576	OG0001576	YHR175W	snap_masked-NODE_1802_length_2706_cov_3.38966_ID_3603-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1802_length_2706_cov_3.38966_ID_3603-processed-gene-0.2&CDS=1-312
1577	OG0001577	YHR176W	augustus_masked-NODE_157_length_7187_cov_4.3037_ID_313-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_157_length_7187_cov_4.3037_ID_313-processed-gene-0.7&CDS=1-1704
1578	OG0001578	YHR181W	genemark-NODE_4263_length_1337_cov_3.88066_ID_8525-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_4263_length_1337_cov_3.88066_ID_8525-processed-gene-0.1&CDS=1-303
1579	OG0001579	YHR183W	augustus_masked-NODE_1951_length_2575_cov_3.19206_ID_3901-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1951_length_2575_cov_3.19206_ID_3901-processed-gene-0.1&CDS=1-1464
1580	OG0001580	YHR186C	genemark-NODE_3276_length_1765_cov_4.48713_ID_6551-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_3276_length_1765_cov_4.48713_ID_6551-processed-gene-0.1&CDS=1-1668
1581	OG0001581	YHR187W	snap_masked-NODE_407_length_5412_cov_3.9916_ID_813-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_407_length_5412_cov_3.9916_ID_813-processed-gene-0.5&CDS=1-1008
1582	OG0001582	YHR188C	augustus_masked-NODE_3900_length_1490_cov_3.78815_ID_7799-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3900_length_1490_cov_3.78815_ID_7799-processed-gene-0.2&CDS=1-1374
1583	OG0001583	YHR189W	genemark-NODE_5946_length_866_cov_3.4402_ID_11891-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_5946_length_866_cov_3.4402_ID_11891-processed-gene-0.1&CDS=1-321
1584	OG0001584	YHR190W	maker-NODE_1640_length_2860_cov_3.07879_ID_3279-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_1640_length_2860_cov_3.07879_ID_3279-augustus-gene-0.4&CDS=1-1011
1585	OG0001585	YHR193C	snap_masked-NODE_1950_length_2575_cov_4.52579_ID_3899-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1950_length_2575_cov_4.52579_ID_3899-processed-gene-0.1&CDS=1-684
1586	OG0001586	YHR194W	snap_masked-NODE_830_length_4036_cov_3.15373_ID_1659-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_830_length_4036_cov_3.15373_ID_1659-processed-gene-0.3&CDS=1-2283
1587	OG0001587	YHR200W	maker-NODE_6690_length_717_cov_3.44713_ID_13379-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_6690_length_717_cov_3.44713_ID_13379-augustus-gene-0.0&CDS=1-537
1588	OG0001588	YHR201C	snap_masked-NODE_61_length_9553_cov_4.94894_ID_121-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_61_length_9553_cov_4.94894_ID_121-processed-gene-0.0&CDS=1-1230
1589	OG0001589	YHR202W	snap_masked-NODE_2822_length_1986_cov_3.24961_ID_5643-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2822_length_1986_cov_3.24961_ID_5643-processed-gene-0.1&CDS=1-1452
1590	OG0001590	YHR204W	snap_masked-NODE_181_length_6857_cov_4.08174_ID_361-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_181_length_6857_cov_4.08174_ID_361-processed-gene-0.0&CDS=1-729
1591	OG0001591	YHR205W	genemark-NODE_720_length_4281_cov_3.45883_ID_1439-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_720_length_4281_cov_3.45883_ID_1439-processed-gene-0.5&CDS=1-3036
1592	OG0001592	YHR206W	genemark-NODE_4631_length_1212_cov_2.27744_ID_9261-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4631_length_1212_cov_2.27744_ID_9261-processed-gene-0.0&CDS=1-1020
1593	OG0001593	YHR209W	augustus_masked-NODE_5885_length_878_cov_5.28311_ID_11769-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5885_length_878_cov_5.28311_ID_11769-processed-gene-0.0&CDS=1-249
1594	OG0001594	YIL001W	snap_masked-NODE_2272_length_2320_cov_4.12627_ID_4543-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_2272_length_2320_cov_4.12627_ID_4543-processed-gene-0.2&CDS=1-1704
1595	OG0001595	YIL003W	snap_masked-NODE_2137_length_2412_cov_3.46924_ID_4273-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2137_length_2412_cov_3.46924_ID_4273-processed-gene-0.1&CDS=1-906
1596	OG0001596	YIL004C	augustus_masked-NODE_1978_length_2552_cov_3.39567_ID_3955-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1978_length_2552_cov_3.39567_ID_3955-processed-gene-0.5&CDS=1-441
1597	OG0001597	YIL005W	snap_masked-NODE_103_length_8181_cov_3.48006_ID_205-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_103_length_8181_cov_3.48006_ID_205-processed-gene-0.1&CDS=1-2439
1598	OG0001598	YIL007C	augustus_masked-NODE_2188_length_2379_cov_3.68417_ID_4375-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_2188_length_2379_cov_3.68417_ID_4375-processed-gene-0.5&CDS=1-507
1599	OG0001599	YIL008W	augustus_masked-NODE_2740_length_2033_cov_4.69565_ID_5479-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2740_length_2033_cov_4.69565_ID_5479-processed-gene-0.3&CDS=1-222
1600	OG0001600	YIL020C	augustus_masked-NODE_6300_length_793_cov_2.69106_ID_12599-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_6300_length_793_cov_2.69106_ID_12599-processed-gene-0.0&CDS=1-636
1601	OG0001601	YIL021W	maker-NODE_1181_length_3415_cov_3.66696_ID_2361-snap-gene-0.10-mRNA-1_1&gene=maker-NODE_1181_length_3415_cov_3.66696_ID_2361-snap-gene-0.10&CDS=1-789
1602	OG0001602	YIL022W	augustus_masked-NODE_1341_length_3172_cov_3.75906_ID_2681-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1341_length_3172_cov_3.75906_ID_2681-processed-gene-0.5&CDS=1-405
1603	OG0001603	YIL023C	augustus_masked-NODE_126_length_7661_cov_3.95924_ID_251-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_126_length_7661_cov_3.95924_ID_251-processed-gene-0.4&CDS=1-687
1604	OG0001604	YIL026C	augustus_masked-NODE_4981_length_1106_cov_5.33968_ID_9961-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4981_length_1106_cov_5.33968_ID_9961-processed-gene-0.1&CDS=1-1050
1605	OG0001605	YIL030C	snap_masked-NODE_1534_length_2965_cov_3.27835_ID_3067-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1534_length_2965_cov_3.27835_ID_3067-processed-gene-0.1&CDS=1-2760
1606	OG0001606	YIL031W	snap_masked-NODE_540_length_4815_cov_4.30882_ID_1079-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_540_length_4815_cov_4.30882_ID_1079-processed-gene-0.3&CDS=1-4128
1607	OG0001607	YIL033C	snap_masked-NODE_1680_length_2818_cov_4.83388_ID_3359-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_1680_length_2818_cov_4.83388_ID_3359-processed-gene-0.3&CDS=1-1035
1608	OG0001608	YIL034C	genemark-NODE_1697_length_2799_cov_4.57398_ID_3393-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_1697_length_2799_cov_4.57398_ID_3393-processed-gene-0.6&CDS=1-414
1609	OG0001609	YIL035C	genemark-NODE_6226_length_809_cov_4.68833_ID_12451-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_6226_length_809_cov_4.68833_ID_12451-processed-gene-0.3&CDS=1-552
1610	OG0001610	YIL041W	maker-NODE_5425_length_986_cov_2.68206_ID_10849-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_5425_length_986_cov_2.68206_ID_10849-augustus-gene-0.2&CDS=1-468
1611	OG0001611	YIL042C	genemark-NODE_238_length_6394_cov_4.42877_ID_475-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_238_length_6394_cov_4.42877_ID_475-processed-gene-0.0&CDS=1-2181
1612	OG0001612	YIL043C	genemark-NODE_3754_length_1544_cov_2.7777_ID_7507-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_3754_length_1544_cov_2.7777_ID_7507-processed-gene-0.3&CDS=1-753
1613	OG0001613	YIL044C	snap_masked-NODE_356_length_5617_cov_3.8274_ID_711-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_356_length_5617_cov_3.8274_ID_711-processed-gene-0.5&CDS=1-1317
1614	OG0001614	YIL046W	snap_masked-NODE_283_length_6054_cov_4.10668_ID_565-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_283_length_6054_cov_4.10668_ID_565-processed-gene-0.2&CDS=1-2742
1615	OG0001615	YIL047C	genemark-NODE_1007_length_3692_cov_3.82513_ID_2013-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_1007_length_3692_cov_3.82513_ID_2013-processed-gene-0.2&CDS=1-3024
1616	OG0001616	YIL048W	augustus_masked-NODE_314_length_5854_cov_3.81393_ID_627-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_314_length_5854_cov_3.81393_ID_627-processed-gene-0.6&CDS=1-2709
1617	OG0001617	YIL049W	augustus_masked-NODE_1768_length_2733_cov_2.32711_ID_3535-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1768_length_2733_cov_2.32711_ID_3535-processed-gene-0.3&CDS=1-912
1618	OG0001618	YIL061C	maker-NODE_587_length_4676_cov_4.07639_ID_1173-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_587_length_4676_cov_4.07639_ID_1173-augustus-gene-0.0&CDS=1-1347
1619	OG0001619	YIL062C	augustus_masked-NODE_2978_length_1909_cov_3.48058_ID_5955-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2978_length_1909_cov_3.48058_ID_5955-processed-gene-0.2&CDS=1-585
1620	OG0001620	YIL063C	snap_masked-NODE_388_length_5497_cov_3.70544_ID_775-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_388_length_5497_cov_3.70544_ID_775-processed-gene-0.4&CDS=1-1452
1621	OG0001621	YIL064W	augustus_masked-NODE_8021_length_515_cov_2.06957_ID_16041-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_8021_length_515_cov_2.06957_ID_16041-processed-gene-0.2&CDS=1-327
1622	OG0001622	YIL065C	augustus_masked-NODE_876_length_3929_cov_3.6572_ID_1751-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_876_length_3929_cov_3.6572_ID_1751-processed-gene-0.0&CDS=1-462
1623	OG0001623	YIL066C	augustus_masked-NODE_2442_length_2217_cov_2.84921_ID_4883-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2442_length_2217_cov_2.84921_ID_4883-processed-gene-0.0&CDS=1-1890
1624	OG0001624	YIL067C	augustus_masked-NODE_882_length_3922_cov_4.51384_ID_1763-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_882_length_3922_cov_4.51384_ID_1763-processed-gene-0.2&CDS=1-1800
1625	OG0001625	YIL068C	augustus_masked-NODE_343_length_5688_cov_4.58299_ID_685-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_343_length_5688_cov_4.58299_ID_685-processed-gene-0.0&CDS=1-2559
1626	OG0001626	YIL070C	augustus_masked-NODE_3174_length_1812_cov_2.53159_ID_6347-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3174_length_1812_cov_2.53159_ID_6347-processed-gene-0.2&CDS=1-861
1627	OG0001627	YIL072W	snap_masked-NODE_519_length_4924_cov_4.48039_ID_1037-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_519_length_4924_cov_4.48039_ID_1037-processed-gene-0.3&CDS=1-2049
1628	OG0001628	YIL075C	maker-NODE_63_length_9411_cov_3.95661_ID_125-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_63_length_9411_cov_3.95661_ID_125-snap-gene-0.4&CDS=1-3096
1629	OG0001629	YIL078W	genemark-NODE_5177_length_1049_cov_3.50604_ID_10353-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_5177_length_1049_cov_3.50604_ID_10353-processed-gene-0.1&CDS=1-1008
1630	OG0001630	YIL083C	maker-NODE_1033_length_3642_cov_3.60887_ID_2065-snap-gene-0.7-mRNA-1_1&gene=maker-NODE_1033_length_3642_cov_3.60887_ID_2065-snap-gene-0.7&CDS=1-1035
1631	OG0001631	YIL084C	snap_masked-NODE_126_length_7661_cov_3.95924_ID_251-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_126_length_7661_cov_3.95924_ID_251-processed-gene-0.9&CDS=1-5130
1632	OG0001632	YIL090W	snap_masked-NODE_1568_length_2926_cov_3.56078_ID_3135-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_1568_length_2926_cov_3.56078_ID_3135-processed-gene-0.5&CDS=1-1227
1633	OG0001633	YIL091C	snap_masked-NODE_454_length_5207_cov_3.05493_ID_907-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_454_length_5207_cov_3.05493_ID_907-processed-gene-0.6&CDS=1-888
1634	OG0001634	YIL093C	genemark-NODE_146_length_7340_cov_3.78614_ID_291-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_146_length_7340_cov_3.78614_ID_291-processed-gene-0.13&CDS=1-600
1635	OG0001635	YIL094C	maker-NODE_2184_length_2381_cov_4.12081_ID_4367-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_2184_length_2381_cov_4.12081_ID_4367-augustus-gene-0.4&CDS=1-1149
1636	OG0001636	YIL096C	genemark-NODE_2280_length_2316_cov_3.01415_ID_4559-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_2280_length_2316_cov_3.01415_ID_4559-processed-gene-0.0&CDS=1-774
1637	OG0001637	YIL097W	snap_masked-NODE_2280_length_2316_cov_3.01415_ID_4559-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_2280_length_2316_cov_3.01415_ID_4559-processed-gene-0.8&CDS=1-993
1638	OG0001638	YIL099W	augustus_masked-NODE_3994_length_1451_cov_2.97851_ID_7987-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3994_length_1451_cov_2.97851_ID_7987-processed-gene-0.1&CDS=1-1104
1639	OG0001639	YIL101C	genemark-NODE_1086_length_3557_cov_4.89292_ID_2171-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_1086_length_3557_cov_4.89292_ID_2171-processed-gene-0.3&CDS=1-756
1640	OG0001640	YIL103W	snap_masked-NODE_1338_length_3177_cov_3.2303_ID_2675-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1338_length_3177_cov_3.2303_ID_2675-processed-gene-0.1&CDS=1-810
1641	OG0001641	YIL104C	augustus_masked-NODE_778_length_4159_cov_4.32919_ID_1555-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_778_length_4159_cov_4.32919_ID_1555-processed-gene-0.3&CDS=1-1392
1642	OG0001642	YIL106W	snap_masked-NODE_1401_length_3091_cov_3.40152_ID_2801-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_1401_length_3091_cov_3.40152_ID_2801-processed-gene-0.3&CDS=1-633
1643	OG0001643	YIL107C	augustus_masked-NODE_2930_length_1936_cov_3.73791_ID_5859-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2930_length_1936_cov_3.73791_ID_5859-processed-gene-0.1&CDS=1-1722
1644	OG0001644	YIL108W	snap_masked-NODE_1323_length_3210_cov_7.23201_ID_2645-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1323_length_3210_cov_7.23201_ID_2645-processed-gene-0.0&CDS=1-1056
1645	OG0001645	YIL110W	augustus_masked-NODE_4136_length_1387_cov_4.28904_ID_8271-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4136_length_1387_cov_4.28904_ID_8271-processed-gene-0.1&CDS=1-1077
1646	OG0001646	YIL116W	augustus_masked-NODE_863_length_3951_cov_3.72972_ID_1725-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_863_length_3951_cov_3.72972_ID_1725-processed-gene-0.2&CDS=1-915
1647	OG0001647	YIL118W	maker-NODE_3925_length_1478_cov_4.70836_ID_7849-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_3925_length_1478_cov_4.70836_ID_7849-snap-gene-0.3&CDS=1-753
1648	OG0001648	YIL125W	augustus_masked-NODE_1678_length_2822_cov_3.32851_ID_3355-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1678_length_2822_cov_3.32851_ID_3355-processed-gene-0.1&CDS=1-2493
1649	OG0001649	YIL126W	augustus_masked-NODE_745_length_4227_cov_3.60762_ID_1489-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_745_length_4227_cov_3.60762_ID_1489-processed-gene-0.0&CDS=1-3501
1650	OG0001650	YIL129C	snap_masked-NODE_728_length_4255_cov_4.24548_ID_1455-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_728_length_4255_cov_4.24548_ID_1455-processed-gene-0.1&CDS=1-3651
1651	OG0001651	YIL130W	snap_masked-NODE_441_length_5270_cov_4.1465_ID_881-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_441_length_5270_cov_4.1465_ID_881-processed-gene-0.0&CDS=1-4059
1652	OG0001652	YIL133C	augustus_masked-NODE_106_length_8099_cov_4.07571_ID_211-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_106_length_8099_cov_4.07571_ID_211-processed-gene-0.4&CDS=1-600
1653	OG0001653	YIL134W	genemark-NODE_2711_length_2048_cov_5.50728_ID_5421-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_2711_length_2048_cov_5.50728_ID_5421-processed-gene-0.4&CDS=1-1182
1654	OG0001654	YIL142W	augustus_masked-NODE_58_length_9738_cov_4.88609_ID_115-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_58_length_9738_cov_4.88609_ID_115-processed-gene-0.7&CDS=1-1581
1655	OG0001655	YIL143C	snap_masked-NODE_52_length_10239_cov_4.58729_ID_103-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_52_length_10239_cov_4.58729_ID_103-processed-gene-0.8&CDS=1-2475
1656	OG0001656	YIL144W	genemark-NODE_850_length_3986_cov_3.74434_ID_1699-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_850_length_3986_cov_3.74434_ID_1699-processed-gene-0.0&CDS=1-2490
1657	OG0001657	YIL145C	maker-NODE_4448_length_1276_cov_3.64865_ID_8895-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_4448_length_1276_cov_3.64865_ID_8895-augustus-gene-0.2&CDS=1-606
1658	OG0001658	YIL147C	augustus_masked-NODE_374_length_5554_cov_4.17021_ID_747-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_374_length_5554_cov_4.17021_ID_747-processed-gene-0.0&CDS=1-4842
1659	OG0001659	YIL150C	augustus_masked-NODE_1384_length_3116_cov_3.47664_ID_2767-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1384_length_3116_cov_3.47664_ID_2767-processed-gene-0.0&CDS=1-1767
1660	OG0001660	YIL153W	genemark-NODE_5803_length_898_cov_2.26572_ID_11605-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_5803_length_898_cov_2.26572_ID_11605-processed-gene-0.0&CDS=1-798
1661	OG0001661	YIL155C	snap_masked-NODE_1047_length_3615_cov_3.38371_ID_2093-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1047_length_3615_cov_3.38371_ID_2093-processed-gene-0.1&CDS=1-1986
1662	OG0001662	YIL156W-B	augustus_masked-NODE_542_length_4807_cov_3.83859_ID_1083-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_542_length_4807_cov_3.83859_ID_1083-processed-gene-0.5&CDS=1-213
1663	OG0001663	YIL157C	snap_masked-NODE_6079_length_840_cov_2.32866_ID_12157-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_6079_length_840_cov_2.32866_ID_12157-processed-gene-0.2&CDS=1-651
1664	OG0001664	YIL160C	augustus_masked-NODE_152_length_7262_cov_4.88331_ID_303-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_152_length_7262_cov_4.88331_ID_303-processed-gene-0.2&CDS=1-930
1665	OG0001665	YIL166C	augustus_masked-NODE_1197_length_3390_cov_5.07736_ID_2393-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1197_length_3390_cov_5.07736_ID_2393-processed-gene-0.1&CDS=1-1278
1666	OG0001666	YIR002C	augustus_masked-NODE_739_length_4234_cov_3.61283_ID_1477-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_739_length_4234_cov_3.61283_ID_1477-processed-gene-0.4&CDS=1-1917
1667	OG0001667	YIR004W	augustus_masked-NODE_5913_length_873_cov_3.67971_ID_11825-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5913_length_873_cov_3.67971_ID_11825-processed-gene-0.1&CDS=1-798
1668	OG0001668	YIR005W	maker-NODE_1323_length_3210_cov_7.23201_ID_2645-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_1323_length_3210_cov_7.23201_ID_2645-augustus-gene-0.2&CDS=1-345
1669	OG0001669	YIR006C	augustus_masked-NODE_151_length_7267_cov_3.95494_ID_301-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_151_length_7267_cov_3.95494_ID_301-processed-gene-0.5&CDS=1-4326
1670	OG0001670	YIR007W	snap_masked-NODE_434_length_5318_cov_3.49895_ID_867-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_434_length_5318_cov_3.49895_ID_867-processed-gene-0.8&CDS=1-2226
1671	OG0001671	YIR008C	snap_masked-NODE_6453_length_763_cov_2.38701_ID_12905-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_6453_length_763_cov_2.38701_ID_12905-processed-gene-0.2&CDS=1-615
1672	OG0001672	YIR009W	maker-NODE_674_length_4428_cov_4.25109_ID_1347-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_674_length_4428_cov_4.25109_ID_1347-augustus-gene-0.0&CDS=1-402
1673	OG0001673	YIR011C	snap_masked-NODE_1570_length_2922_cov_3.86502_ID_3139-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_1570_length_2922_cov_3.86502_ID_3139-processed-gene-0.5&CDS=1-1068
1674	OG0001674	YIR012W	augustus_masked-NODE_2530_length_2167_cov_3.14252_ID_5059-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2530_length_2167_cov_3.14252_ID_5059-processed-gene-0.1&CDS=1-969
1675	OG0001675	YIR022W	snap_masked-NODE_797_length_4108_cov_4.24032_ID_1593-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_797_length_4108_cov_4.24032_ID_1593-processed-gene-0.3&CDS=1-588
1676	OG0001676	YIR023W	genemark-NODE_1019_length_3668_cov_4.04705_ID_2037-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1019_length_3668_cov_4.04705_ID_2037-processed-gene-0.1&CDS=1-2982
1677	OG0001677	YIR026C	genemark-NODE_6772_length_701_cov_6.62848_ID_13543-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_6772_length_701_cov_6.62848_ID_13543-processed-gene-0.0&CDS=1-342
1678	OG0001678	YIR027C	maker-NODE_391_length_5479_cov_4.83628_ID_781-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_391_length_5479_cov_4.83628_ID_781-snap-gene-0.4&CDS=1-1494
1679	OG0001679	YIR029W	augustus_masked-NODE_783_length_4138_cov_4.62944_ID_1565-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_783_length_4138_cov_4.62944_ID_1565-processed-gene-0.2&CDS=1-828
1680	OG0001680	YIR030C	snap_masked-NODE_529_length_4870_cov_349.627_ID_1057-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_529_length_4870_cov_349.627_ID_1057-processed-gene-0.1&CDS=1-696
1681	OG0001681	YIR034C	genemark-NODE_2883_length_1959_cov_2.96849_ID_5765-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_2883_length_1959_cov_2.96849_ID_5765-processed-gene-0.3&CDS=1-1092
1682	OG0001682	YIR038C	genemark-NODE_2303_length_2304_cov_3.31258_ID_4605-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_2303_length_2304_cov_3.31258_ID_4605-processed-gene-0.0&CDS=1-645
1683	OG0001683	YJL001W	maker-NODE_6630_length_733_cov_2.10767_ID_13259-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_6630_length_733_cov_2.10767_ID_13259-augustus-gene-0.0&CDS=1-234
1684	OG0001684	YJL002C	snap_masked-NODE_1093_length_3540_cov_4.93773_ID_2185-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1093_length_3540_cov_4.93773_ID_2185-processed-gene-0.0&CDS=1-1485
1685	OG0001685	YJL003W	augustus_masked-NODE_6253_length_803_cov_2.62032_ID_12505-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6253_length_803_cov_2.62032_ID_12505-processed-gene-0.1&CDS=1-357
1686	OG0001686	YJL004C	maker-NODE_1672_length_2827_cov_3.41919_ID_3343-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_1672_length_2827_cov_3.41919_ID_3343-augustus-gene-0.8&CDS=1-816
