	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034749_Lipomyces_mesembrius
268	OG0000268	YGL076C, YPL198W	genemark-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-3.37-mRNA-1_1&gene=genemark-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-3.37&CDS=1-750
269	OG0000269	YGL082W, YPL191C	augustus_masked-NODE_77_length_49436_cov_15.5109_ID_153-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_77_length_49436_cov_15.5109_ID_153-processed-gene-0.78&CDS=1-1851
270	OG0000270	YGL096W, YPL177C	augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-2.193-mRNA-1_1&gene=augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-2.193&CDS=1-915
271	OG0000271	YGL133W, YPL216W	snap_masked-NODE_22_length_236444_cov_14.7802_ID_43-processed-gene-1.172-mRNA-1_1&gene=snap_masked-NODE_22_length_236444_cov_14.7802_ID_43-processed-gene-1.172&CDS=1-3186
272	OG0000272	YGL135W, YPL220W	maker-NODE_62_length_67569_cov_15.8204_ID_123-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_62_length_67569_cov_15.8204_ID_123-augustus-gene-0.4&CDS=1-651
273	OG0000273	YGL140C	genemark-NODE_33_length_172057_cov_17.0907_ID_65-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_33_length_172057_cov_17.0907_ID_65-processed-gene-0.124&CDS=1-2673, maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.1&CDS=1-3171
274	OG0000274	YGL147C, YNL067W	maker-NODE_16_length_279401_cov_15.9753_ID_31-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_16_length_279401_cov_15.9753_ID_31-augustus-gene-0.6&CDS=1-564
275	OG0000275	YGR004W, YLR324W	augustus_masked-NODE_22_length_236444_cov_14.7802_ID_43-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_22_length_236444_cov_14.7802_ID_43-processed-gene-1.53&CDS=1-1569
276	OG0000276	YGR008C, YLR327C	maker-NODE_26_length_214215_cov_16.6163_ID_51-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_26_length_214215_cov_16.6163_ID_51-augustus-gene-0.8&CDS=1-318
277	OG0000277	YGR010W, YLR328W	augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-2.24&CDS=1-1233
278	OG0000278	YGR027C, YLR333C	augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-2.144&CDS=1-327
279	OG0000279	YGR034W, YLR344W	maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-0.0&CDS=1-387
280	OG0000280	YGR038W, YLR350W	genemark-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-3.132-mRNA-1_1&gene=genemark-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-3.132&CDS=1-582
281	OG0000281	YGR056W, YLR357W	maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-0.101-mRNA-1_1&gene=maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-0.101&CDS=1-2115
282	OG0000282	YGR070W, YLR371W	maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.243-mRNA-1_1&gene=maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.243&CDS=1-3582
283	OG0000283	YGR082W	maker-NODE_18_length_258954_cov_16.5537_ID_35-augustus-gene-1.320-mRNA-1_1&gene=maker-NODE_18_length_258954_cov_16.5537_ID_35-augustus-gene-1.320&CDS=1-423, maker-NODE_18_length_258954_cov_16.5537_ID_35-snap-gene-1.41-mRNA-1_1&gene=maker-NODE_18_length_258954_cov_16.5537_ID_35-snap-gene-1.41&CDS=1-468
284	OG0000284	YGR085C, YPR102C	genemark-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-0.99&CDS=1-518
285	OG0000285	YGR092W, YPR111W	maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-1.153-mRNA-1_1&gene=maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-1.153&CDS=1-1782
286	OG0000286	YGR108W, YPR119W	maker-NODE_9_length_460943_cov_15.6853_ID_17-snap-gene-3.167-mRNA-1_1&gene=maker-NODE_9_length_460943_cov_15.6853_ID_17-snap-gene-3.167&CDS=1-1527
287	OG0000287	YGR110W	augustus_masked-NODE_77_length_49436_cov_15.5109_ID_153-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_77_length_49436_cov_15.5109_ID_153-processed-gene-0.72&CDS=1-1404, maker-NODE_125_length_5120_cov_18.2954_ID_249-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_125_length_5120_cov_18.2954_ID_249-augustus-gene-0.2&CDS=1-1293
288	OG0000288	YGR118W, YPR132W	snap_masked-NODE_20_length_256387_cov_16.8461_ID_39-processed-gene-1.148-mRNA-1_1&gene=snap_masked-NODE_20_length_256387_cov_16.8461_ID_39-processed-gene-1.148&CDS=1-456
289	OG0000289	YGR121C, YPR138C	augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.137&CDS=1-1464
290	OG0000290	YGR131W, YPR149W	maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-0.165-mRNA-1_1&gene=maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-0.165&CDS=1-537
291	OG0000291	YGR136W, YPR154W	augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-0.154&CDS=1-741
292	OG0000292	YGR138C, YPR156C	augustus_masked-NODE_31_length_174790_cov_14.1834_ID_61-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_31_length_174790_cov_14.1834_ID_61-processed-gene-0.41&CDS=1-1929
293	OG0000293	YGR141W, YPR157W	genemark-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-1.78&CDS=1-1125
294	OG0000294	YGR143W, YPR159W	maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-2.118-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-2.118&CDS=1-1986
295	OG0000295	YGR197C, YJR015W	maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-3.10-mRNA-1_1&gene=maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-3.10&CDS=1-1554
296	OG0000296	YGR209C, YLR043C	augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_21_length_250742_cov_15.7371_ID_41-processed-gene-0.25&CDS=1-312
297	OG0000297	YGR212W	augustus_masked-NODE_19_length_258083_cov_16.6613_ID_37-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_19_length_258083_cov_16.6613_ID_37-processed-gene-0.89&CDS=1-1323, genemark-NODE_18_length_258954_cov_16.5537_ID_35-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_18_length_258954_cov_16.5537_ID_35-processed-gene-0.73&CDS=1-1344
298	OG0000298	YGR214W, YLR048W	maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-6.95-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-6.95&CDS=1-792
299	OG0000299	YGR238C, YHR158C	maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.247-mRNA-1_1&gene=maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.247&CDS=1-3102
300	OG0000300	YGR241C, YHR161C	maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-0.63-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-0.63&CDS=1-1755
301	OG0000301	YGR243W, YHR162W	maker-NODE_53_length_88061_cov_15.7777_ID_105-snap-gene-0.95-mRNA-1_1&gene=maker-NODE_53_length_88061_cov_15.7777_ID_105-snap-gene-0.95&CDS=1-378
302	OG0000302	YGR254W, YHR174W	snap_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-2.173-mRNA-1_1&gene=snap_masked-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-2.173&CDS=1-1434
303	OG0000303	YGR263C	maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-7.333-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-7.333&CDS=1-1554, maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-0.117-mRNA-1_1&gene=maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-0.117&CDS=1-915
304	OG0000304	YGR266W	augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-1.118&CDS=1-540, snap_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-4.74&CDS=1-2418
305	OG0000305	YGR273C, YMR295C	augustus_masked-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.192&CDS=1-621
306	OG0000306	YGR279C, YMR305C	maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-0.104-mRNA-1_1&gene=maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-0.104&CDS=1-1293
307	OG0000307	YHL001W, YKL006W	maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-1.163-mRNA-1_1&gene=maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-1.163&CDS=1-432
308	OG0000308	YHL013C	augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-1.185&CDS=1-522, augustus_masked-NODE_89_length_26950_cov_14.9929_ID_177-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_89_length_26950_cov_14.9929_ID_177-processed-gene-0.12&CDS=1-981
309	OG0000309	YHL017W, YKL039W	maker-NODE_1_length_877097_cov_15.4245_ID_1-snap-gene-7.14-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-snap-gene-7.14&CDS=1-1791
310	OG0000310	YHL023C	augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-2.291-mRNA-1_1&gene=augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-2.291&CDS=1-4164, snap_masked-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_25_length_224029_cov_16.3037_ID_49-processed-gene-0.140&CDS=1-624
311	OG0000311	YHL033C, YLL045C	augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-0.6&CDS=1-780
312	OG0000312	YHR021C, YKL156W	genemark-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-3.73&CDS=1-231
313	OG0000313	YHR115C, YNL116W	augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-1.25&CDS=1-1323
314	OG0000314	YHR117W, YNL121C	maker-NODE_45_length_120014_cov_17.0418_ID_89-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_45_length_120014_cov_17.0418_ID_89-augustus-gene-0.141&CDS=1-1890
315	OG0000315	YHR123W, YNL130C	maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-1.89-mRNA-1_1&gene=maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-1.89&CDS=1-1212
316	OG0000316	YHR131C, YNL144C	augustus_masked-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.177&CDS=1-1554
317	OG0000317	YHR133C, YNL156C	maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-2.8-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-2.8&CDS=1-1026
318	OG0000318	YHR141C, YNL162W	augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_9_length_460943_cov_15.6853_ID_17-processed-gene-1.141&CDS=1-318
319	OG0000319	YHR146W, YNL173C	maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-0.153-mRNA-1_1&gene=maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-0.153&CDS=1-1305
320	OG0000320	YHR155W, YNL257C	maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-0.54-mRNA-1_1&gene=maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-0.54&CDS=1-3903
321	OG0000321	YHR198C, YHR199C	genemark-NODE_48_length_111463_cov_15.638_ID_95-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_48_length_111463_cov_15.638_ID_95-processed-gene-0.137&CDS=1-981
322	OG0000322	YHR203C, YJR145C	genemark-NODE_30_length_182192_cov_15.3438_ID_59-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_30_length_182192_cov_15.3438_ID_59-processed-gene-0.57&CDS=1-813
323	OG0000323	YHR210C, YNR071C	augustus_masked-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-5.134-mRNA-1_1&gene=augustus_masked-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-5.134&CDS=1-1077
324	OG0000324	YIL085C, YNL029C	augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-3.123&CDS=1-1482
325	OG0000325	YIL095W, YNL020C	maker-NODE_19_length_258083_cov_16.6613_ID_37-snap-gene-1.294-mRNA-1_1&gene=maker-NODE_19_length_258083_cov_16.6613_ID_37-snap-gene-1.294&CDS=1-3609
326	OG0000326	YIL105C, YNL047C	genemark-NODE_49_length_110114_cov_14.4297_ID_97-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_49_length_110114_cov_14.4297_ID_97-processed-gene-0.26&CDS=1-2019
327	OG0000327	YIL111W, YNL052W	maker-NODE_46_length_118822_cov_18.328_ID_91-augustus-gene-0.190-mRNA-1_1&gene=maker-NODE_46_length_118822_cov_18.328_ID_91-augustus-gene-0.190&CDS=1-552
328	OG0000328	YIL113W, YNL053W	augustus_masked-NODE_76_length_49739_cov_16.5948_ID_151-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_76_length_49739_cov_16.5948_ID_151-processed-gene-0.7&CDS=1-1131
329	OG0000329	YIL114C, YNL055C	maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.121-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.121&CDS=1-846
330	OG0000330	YIL117C, YNL058C	augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.220-mRNA-1_1&gene=augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.220&CDS=1-1065
331	OG0000331	YIL130W, YJL206C	snap_masked-NODE_70_length_55765_cov_13.9521_ID_139-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_70_length_55765_cov_13.9521_ID_139-processed-gene-0.7&CDS=1-2226
332	OG0000332	YIL131C, YNL068C	snap_masked-NODE_50_length_109880_cov_16.4944_ID_99-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_50_length_109880_cov_16.4944_ID_99-processed-gene-0.74&CDS=1-1965
333	OG0000333	YIL149C, YKR095W	snap_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.140-mRNA-1_1&gene=snap_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.140&CDS=1-5781
334	OG0000334	YIL154C	augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-0.4&CDS=1-1851, maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-2.213-mRNA-1_1&gene=maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-2.213&CDS=1-1266
335	OG0000335	YIR009W	maker-NODE_26_length_214215_cov_16.6163_ID_51-augustus-gene-1.155-mRNA-1_1&gene=maker-NODE_26_length_214215_cov_16.6163_ID_51-augustus-gene-1.155&CDS=1-708, maker-NODE_59_length_80342_cov_15.3537_ID_117-augustus-gene-0.37-mRNA-1_1&gene=maker-NODE_59_length_80342_cov_15.3537_ID_117-augustus-gene-0.37&CDS=1-681
336	OG0000336	YIR013C, YLR013W	augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.154&CDS=1-1320
337	OG0000337	YIR031C, YNL117W	augustus_masked-NODE_53_length_88061_cov_15.7777_ID_105-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_53_length_88061_cov_15.7777_ID_105-processed-gene-0.25&CDS=1-1623
338	OG0000338	YIR032C	maker-NODE_24_length_235071_cov_15.251_ID_47-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_24_length_235071_cov_15.251_ID_47-augustus-gene-0.10&CDS=1-588, snap_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-1.52&CDS=1-672
339	OG0000339	YIR033W, YKL020C	augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-0.87&CDS=1-3903
340	OG0000340	YIR035C, YIR036C	maker-NODE_1_length_877097_cov_15.4245_ID_1-snap-gene-4.84-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-snap-gene-4.84&CDS=1-1518
341	OG0000341	YJL055W	maker-NODE_43_length_130487_cov_14.9211_ID_85-augustus-gene-0.172-mRNA-1_1&gene=maker-NODE_43_length_130487_cov_14.9211_ID_85-augustus-gene-0.172&CDS=1-837, snap_masked-NODE_142_length_2907_cov_21.3595_ID_283-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_142_length_2907_cov_21.3595_ID_283-processed-gene-0.4&CDS=1-228
342	OG0000342	YJL082W, YKR018C	augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.141&CDS=1-2142
343	OG0000343	YJL083W, YKR019C	genemark-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-3.5-mRNA-1_1&gene=genemark-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-3.5&CDS=1-2265
344	OG0000344	YJL084C, YKR021W	snap_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-1.94&CDS=1-1719
345	OG0000345	YJL093C	augustus_masked-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-5.123-mRNA-1_1&gene=augustus_masked-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-5.123&CDS=1-1863, maker-NODE_65_length_63175_cov_16.894_ID_129-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_65_length_63175_cov_16.894_ID_129-augustus-gene-0.2&CDS=1-1722
346	OG0000346	YJL098W, YKR028W	maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-3.258-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-3.258&CDS=1-2703
347	OG0000347	YJL127C	augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.204-mRNA-1_1&gene=augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.204&CDS=1-1248, maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-1.30-mRNA-1_1&gene=maker-NODE_20_length_256387_cov_16.8461_ID_39-augustus-gene-1.30&CDS=1-747
348	OG0000348	YJL133W, YKR052C	maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-1.146-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-1.146&CDS=1-1056
349	OG0000349	YJL134W, YKR053C	maker-NODE_9_length_460943_cov_15.6853_ID_17-snap-gene-0.85-mRNA-1_1&gene=maker-NODE_9_length_460943_cov_15.6853_ID_17-snap-gene-0.85&CDS=1-1467
350	OG0000350	YJL136C, YKR057W	augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_24_length_235071_cov_15.251_ID_47-processed-gene-1.37&CDS=1-261
351	OG0000351	YJL137C, YKR058W	snap_masked-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.211-mRNA-1_1&gene=snap_masked-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.211&CDS=1-2175
352	OG0000352	YJL141C	genemark-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-2.170-mRNA-1_1&gene=genemark-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-2.170&CDS=1-2577, snap_masked-NODE_48_length_111463_cov_15.638_ID_95-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_48_length_111463_cov_15.638_ID_95-processed-gene-0.82&CDS=1-2274
353	OG0000353	YJL177W, YKL180W	augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-4.37&CDS=1-501
354	OG0000354	YJR040W	augustus_masked-NODE_29_length_193584_cov_15.3448_ID_57-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_29_length_193584_cov_15.3448_ID_57-processed-gene-0.68&CDS=1-2484, maker-NODE_91_length_24129_cov_15.8094_ID_181-augustus-gene-0.27-mRNA-1_1&gene=maker-NODE_91_length_24129_cov_15.8094_ID_181-augustus-gene-0.27&CDS=1-2385
355	OG0000355	YJR061W, YKL201C	augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-1.120&CDS=1-1188
356	OG0000356	YJR085C	augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-2.29&CDS=1-309, maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-1.91-mRNA-1_1&gene=maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-1.91&CDS=1-246
357	OG0000357	YJR091C, YPR042C	genemark-NODE_29_length_193584_cov_15.3448_ID_57-processed-gene-0.280-mRNA-1_1&gene=genemark-NODE_29_length_193584_cov_15.3448_ID_57-processed-gene-0.280&CDS=1-3465
358	OG0000358	YJR094W-A, YPR043W	maker-NODE_29_length_193584_cov_15.3448_ID_57-augustus-gene-0.84-mRNA-1_1&gene=maker-NODE_29_length_193584_cov_15.3448_ID_57-augustus-gene-0.84&CDS=1-273
359	OG0000359	YJR126C	maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.266-mRNA-1_1&gene=maker-NODE_17_length_260486_cov_14.3054_ID_33-augustus-gene-1.266&CDS=1-2793, maker-NODE_24_length_235071_cov_15.251_ID_47-augustus-gene-1.20-mRNA-1_1&gene=maker-NODE_24_length_235071_cov_15.251_ID_47-augustus-gene-1.20&CDS=1-2724
360	OG0000360	YJR130C, YML082W	maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.25-mRNA-1_1&gene=maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.25&CDS=1-1755
361	OG0000361	YJR152W, YLR004C	augustus_masked-NODE_32_length_173686_cov_17.543_ID_63-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_32_length_173686_cov_17.543_ID_63-processed-gene-0.218&CDS=1-318
362	OG0000362	YKL002W	augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-5.130&CDS=1-603, maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-4.17-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-4.17&CDS=1-609
363	OG0000363	YKL004W	augustus_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.213&CDS=1-1275, augustus_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.233&CDS=1-1227
364	OG0000364	YKL050C, YMR031C	genemark-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-2.12&CDS=1-2409
365	OG0000365	YKL072W, YMR053C	augustus_masked-NODE_18_length_258954_cov_16.5537_ID_35-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_18_length_258954_cov_16.5537_ID_35-processed-gene-1.121&CDS=1-3072
366	OG0000366	YKL089W	genemark-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_10_length_459778_cov_14.8991_ID_19-processed-gene-0.33&CDS=1-1785, maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.7&CDS=1-1410
367	OG0000367	YKL103C	augustus_masked-NODE_96_length_21920_cov_17.9762_ID_191-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_96_length_21920_cov_17.9762_ID_191-processed-gene-0.29&CDS=1-1602, maker-NODE_53_length_88061_cov_15.7777_ID_105-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_53_length_88061_cov_15.7777_ID_105-augustus-gene-0.5&CDS=1-1611
