	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035629_Yueomyces_sinensis
1899	OG0001899	YHR151C	genemark-NODE_24_length_162449_cov_32.5493_ID_47-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_24_length_162449_cov_32.5493_ID_47-processed-gene-0.131&CDS=1-1590
1900	OG0001900	YHR154W	genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-0.102&CDS=1-2868
1901	OG0001901	YHR156C	augustus_masked-NODE_19_length_213047_cov_31.9787_ID_37-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_19_length_213047_cov_31.9787_ID_37-processed-gene-1.10&CDS=1-930
1902	OG0001902	YHR158C	genemark-NODE_43_length_101809_cov_35.2577_ID_85-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_43_length_101809_cov_35.2577_ID_85-processed-gene-0.50&CDS=1-3435
1903	OG0001903	YHR164C	genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-0.83&CDS=1-6282
1904	OG0001904	YHR165C	genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-0.82&CDS=1-7245
1905	OG0001905	YHR166C	genemark-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.53&CDS=1-1896
1906	OG0001906	YHR167W	augustus_masked-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.127&CDS=1-726
1907	OG0001907	YHR169W	genemark-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.78&CDS=1-1305
1908	OG0001908	YHR170W	genemark-NODE_43_length_101809_cov_35.2577_ID_85-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_43_length_101809_cov_35.2577_ID_85-processed-gene-0.66&CDS=1-3810
1909	OG0001909	YHR171W	genemark-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.76&CDS=1-1866
1910	OG0001910	YHR172W	augustus_masked-NODE_43_length_101809_cov_35.2577_ID_85-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_43_length_101809_cov_35.2577_ID_85-processed-gene-0.103&CDS=1-2238
1911	OG0001911	YHR178W	snap_masked-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_38_length_113570_cov_32.1419_ID_75-processed-gene-0.24&CDS=1-2235
1912	OG0001912	YHR181W	genemark-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.22&CDS=1-678
1913	OG0001913	YHR182W	augustus_masked-NODE_69_length_44591_cov_37.6029_ID_137-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_69_length_44591_cov_37.6029_ID_137-processed-gene-0.62&CDS=1-2442
1914	OG0001914	YHR183W	genemark-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.23&CDS=1-1467
1915	OG0001915	YHR184W	snap_masked-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.3&CDS=1-2211
1916	OG0001916	YHR186C	genemark-NODE_50_length_80908_cov_32.8116_ID_99-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_50_length_80908_cov_32.8116_ID_99-processed-gene-0.54&CDS=1-4602
1917	OG0001917	YHR187W	genemark-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.25&CDS=1-906
1918	OG0001918	YHR188C	genemark-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_92_length_23170_cov_29.9974_ID_183-processed-gene-0.28&CDS=1-2001
1919	OG0001919	YHR190W	genemark-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-3.137-mRNA-1_1&gene=genemark-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-3.137&CDS=1-1281
1920	OG0001920	YHR192W	augustus_masked-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.14&CDS=1-1107
1921	OG0001921	YHR193C	genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.117&CDS=1-498
1922	OG0001922	YHR194W	snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.36&CDS=1-1746
1923	OG0001923	YHR196W	augustus_masked-NODE_50_length_80908_cov_32.8116_ID_99-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_50_length_80908_cov_32.8116_ID_99-processed-gene-0.9&CDS=1-3249
1924	OG0001924	YHR197W	maker-NODE_37_length_114221_cov_29.9171_ID_73-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_37_length_114221_cov_29.9171_ID_73-augustus-gene-0.1&CDS=1-2910
1925	OG0001925	YHR200W	genemark-NODE_69_length_44591_cov_37.6029_ID_137-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_69_length_44591_cov_37.6029_ID_137-processed-gene-0.18&CDS=1-774
1926	OG0001926	YHR201C	augustus_masked-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.36&CDS=1-1179
1927	OG0001927	YHR202W	genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.104&CDS=1-1938
1928	OG0001928	YHR204W	genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.105&CDS=1-2481
1929	OG0001929	YHR205W	genemark-NODE_69_length_44591_cov_37.6029_ID_137-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_69_length_44591_cov_37.6029_ID_137-processed-gene-0.15&CDS=1-2370
1930	OG0001930	YHR206W	genemark-NODE_69_length_44591_cov_37.6029_ID_137-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_69_length_44591_cov_37.6029_ID_137-processed-gene-0.14&CDS=1-1818
1931	OG0001931	YHR207C	genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_37_length_114221_cov_29.9171_ID_73-processed-gene-0.123&CDS=1-1584
1932	OG0001932	YIL001W	augustus_masked-NODE_6_length_349846_cov_31.3347_ID_11-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_6_length_349846_cov_31.3347_ID_11-processed-gene-2.121&CDS=1-1332
1933	OG0001933	YIL002C	augustus_masked-NODE_6_length_349846_cov_31.3347_ID_11-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_6_length_349846_cov_31.3347_ID_11-processed-gene-2.96&CDS=1-2913
1934	OG0001934	YIL003W	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.74&CDS=1-819
1935	OG0001935	YIL004C	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.93&CDS=1-387
1936	OG0001936	YIL005W	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.73&CDS=1-2958
1937	OG0001937	YIL007C	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.91&CDS=1-705
1938	OG0001938	YIL008W	augustus_masked-NODE_4_length_371285_cov_29.1512_ID_7-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_371285_cov_29.1512_ID_7-processed-gene-2.127&CDS=1-285
1939	OG0001939	YIL010W	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.71&CDS=1-687
1940	OG0001940	YIL011W	genemark-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-1.69&CDS=1-780
1941	OG0001941	YIL013C	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.82&CDS=1-4221
1942	OG0001942	YIL014W	snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-0.30&CDS=1-1938
1943	OG0001943	YIL015W	genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.69&CDS=1-1185
1944	OG0001944	YIL016W	genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.68&CDS=1-531
1945	OG0001945	YIL017C	genemark-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.32&CDS=1-2772
1946	OG0001946	YIL019W	genemark-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.48&CDS=1-1044
1947	OG0001947	YIL021W	genemark-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.49&CDS=1-837
1948	OG0001948	YIL022W	genemark-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_16_length_242723_cov_30.036_ID_31-processed-gene-0.50&CDS=1-1281
1949	OG0001949	YIL023C	augustus_masked-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.109&CDS=1-1320
1950	OG0001950	YIL024C	augustus_masked-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.110&CDS=1-645
1951	OG0001951	YIL026C	genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.64&CDS=1-3219
1952	OG0001952	YIL027C	genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.65&CDS=1-411
1953	OG0001953	YIL030C	genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.66&CDS=1-3837
1954	OG0001954	YIL031W	augustus_masked-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.133&CDS=1-3261
1955	OG0001955	YIL033C	genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.85&CDS=1-1194
1956	OG0001956	YIL034C	genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.82&CDS=1-846
1957	OG0001957	YIL035C	genemark-NODE_70_length_44253_cov_30.1301_ID_139-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_70_length_44253_cov_30.1301_ID_139-processed-gene-0.38&CDS=1-1149
1958	OG0001958	YIL036W	genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.57&CDS=1-1416
1959	OG0001959	YIL038C	augustus_masked-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_42_length_108384_cov_33.9154_ID_83-processed-gene-0.128&CDS=1-2487
1960	OG0001960	YIL041W	genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.111&CDS=1-1011
1961	OG0001961	YIL042C	augustus_masked-NODE_70_length_44253_cov_30.1301_ID_139-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_70_length_44253_cov_30.1301_ID_139-processed-gene-0.17&CDS=1-1158
1962	OG0001962	YIL043C	genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.92&CDS=1-876
1963	OG0001963	YIL044C	genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.93&CDS=1-1014
1964	OG0001964	YIL046W	genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_39_length_111511_cov_29.3839_ID_77-processed-gene-0.96&CDS=1-1953
1965	OG0001965	YIL047C	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.49-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.49&CDS=1-2496
1966	OG0001966	YIL055C	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.160-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.160&CDS=1-1455
1967	OG0001967	YIL056W	genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.184-mRNA-1_1&gene=genemark-NODE_7_length_328208_cov_29.0134_ID_13-processed-gene-2.184&CDS=1-2493
1968	OG0001968	YIL057C	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.47&CDS=1-474
1969	OG0001969	YIL061C	snap_masked-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.134&CDS=1-954
1970	OG0001970	YIL062C	genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.73&CDS=1-462
1971	OG0001971	YIL063C	genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.74&CDS=1-1056
1972	OG0001972	YIL064W	genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.106&CDS=1-696
1973	OG0001973	YIL065C	genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.75&CDS=1-465
1974	OG0001974	YIL067C	augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.126&CDS=1-2145
1975	OG0001975	YIL068C	genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.77&CDS=1-2424
1976	OG0001976	YIL070C	genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.80&CDS=1-852
1977	OG0001977	YIL071C	augustus_masked-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.17&CDS=1-1212
1978	OG0001978	YIL072W	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.5&CDS=1-1953
1979	OG0001979	YIL073C	augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.88&CDS=1-3573
1980	OG0001980	YIL075C	genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.84&CDS=1-2832
1981	OG0001981	YIL076W	genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.111&CDS=1-903
1982	OG0001982	YIL077C	augustus_masked-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_27_length_142789_cov_29.7098_ID_53-processed-gene-0.22&CDS=1-792
1983	OG0001983	YIL078W	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.0&CDS=1-2208
1984	OG0001984	YIL083C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.100&CDS=1-1089
1985	OG0001985	YIL085C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.72-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.72&CDS=1-1653
1986	OG0001986	YIL087C	genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.123&CDS=1-450
1987	OG0001987	YIL088C	genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.122-mRNA-1_1&gene=genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.122&CDS=1-1413
1988	OG0001988	YIL090W	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-3.130&CDS=1-1266
1989	OG0001989	YIL091C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.41&CDS=1-2118
1990	OG0001990	YIL093C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.40-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.40&CDS=1-771
1991	OG0001991	YIL095W	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.22-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.22&CDS=1-2085
1992	OG0001992	YIL096C	genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.120-mRNA-1_1&gene=genemark-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.120&CDS=1-984
1993	OG0001993	YIL097W	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.115&CDS=1-1512
1994	OG0001994	YIL099W	augustus_masked-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_9_length_304672_cov_29.8186_ID_17-processed-gene-2.57&CDS=1-1584
1995	OG0001995	YIL101C	snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.55&CDS=1-2229
1996	OG0001996	YIL103W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.178-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.178&CDS=1-1281
1997	OG0001997	YIL104C	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.203-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.203&CDS=1-1494
1998	OG0001998	YIL106W	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.113&CDS=1-2406
1999	OG0001999	YIL107C	augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.127&CDS=1-2766
2000	OG0002000	YIL108W	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.112&CDS=1-2061
2001	OG0002001	YIL110W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.175-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.175&CDS=1-1098
2002	OG0002002	YIL112W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.174-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.174&CDS=1-3279
2003	OG0002003	YIL115C	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.127&CDS=1-3999
2004	OG0002004	YIL119C	snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.50&CDS=1-810
2005	OG0002005	YIL122W	snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.13&CDS=1-1062
2006	OG0002006	YIL124W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.169-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.169&CDS=1-906
2007	OG0002007	YIL125W	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.10&CDS=1-3048
2008	OG0002008	YIL127C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.28&CDS=1-678
2009	OG0002009	YIL128W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.167-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.167&CDS=1-3078
2010	OG0002010	YIL129C	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.121&CDS=1-7197
2011	OG0002011	YIL130W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.166&CDS=1-2775
2012	OG0002012	YIL132C	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.119&CDS=1-681
2013	OG0002013	YIL134W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.165&CDS=1-921
2014	OG0002014	YIL136W	snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.2&CDS=1-1131
2015	OG0002015	YIL137C	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-2.98&CDS=1-2787
2016	OG0002016	YIL139C	augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.104&CDS=1-702
2017	OG0002017	YIL140W	augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-0.83&CDS=1-2799
2018	OG0002018	YIL142W	genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.206-mRNA-1_1&gene=genemark-NODE_11_length_296710_cov_29.98_ID_21-processed-gene-1.206&CDS=1-1578
2019	OG0002019	YIL143C	genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-1.61&CDS=1-2589
2020	OG0002020	YIL144W	augustus_masked-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-1.7&CDS=1-2094
2021	OG0002021	YIL145C	genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_8_length_308350_cov_29.7871_ID_15-processed-gene-1.60&CDS=1-918
