	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034627_Pichia_heedii
136	OG0000136	YOL055C, YPL258C, YPR121W	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.4&CDS=1-1644
137	OG0000137	YOL119C	genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.32&CDS=1-1584, snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.8&CDS=1-1317, snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.37&CDS=1-1617
138	OG0000138	YOR390W, YPL279C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.30&CDS=1-1152, snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.36&CDS=1-1515
139	OG0000139	YAL015C, YOL043C	genemark-NODE_64_length_47798_cov_12.929_ID_127-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_64_length_47798_cov_12.929_ID_127-processed-gene-0.10&CDS=1-1098
140	OG0000140	YAL017W, YOL045W	genemark-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.22&CDS=1-6219
141	OG0000141	YAL023C	genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.18&CDS=1-2226, snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.207-mRNA-1_1&gene=snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.207&CDS=1-2313
142	OG0000142	YAL030W, YOR327C	snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.71&CDS=1-495
143	OG0000143	YAL034C, YOR338W	snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.142&CDS=1-1395
144	OG0000144	YAL056W, YOR371C	snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_34_length_97442_cov_12.6926_ID_67-processed-gene-0.86&CDS=1-2883
145	OG0000145	YAR042W, YDL019C	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.199-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.199&CDS=1-4425
146	OG0000146	YBL002W, YDR224C	snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.79&CDS=1-384
147	OG0000147	YBL003C, YDR225W	snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.99&CDS=1-393
148	OG0000148	YBL016W	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.248-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.248&CDS=1-1044, snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_83_length_39434_cov_12.3393_ID_165-processed-gene-0.76&CDS=1-1053
149	OG0000149	YBL027W, YBR084C-A	snap_masked-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.45&CDS=1-600
150	OG0000150	YBL054W	augustus_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.78&CDS=1-1035, maker-NODE_123_length_11695_cov_13.072_ID_245-snap-gene-0.15-mRNA-1_1&gene=maker-NODE_123_length_11695_cov_13.072_ID_245-snap-gene-0.15&CDS=1-771
151	OG0000151	YBL068W, YER099C	genemark-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.16&CDS=1-981
152	OG0000152	YBL072C, YER102W	snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.10&CDS=1-597
153	OG0000153	YBL087C, YER117W	genemark-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.68&CDS=1-9435
154	OG0000154	YBL091C-A, YER120W	genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.23&CDS=1-966
155	OG0000155	YBL097W	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.143&CDS=1-2445, snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.144&CDS=1-2457
156	OG0000156	YBL101C, YPR030W	genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.10&CDS=1-3975
157	OG0000157	YBL106C, YPR032W	genemark-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.264-mRNA-1_1&gene=genemark-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.264&CDS=1-3606
158	OG0000158	YBR001C, YDR001C	genemark-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.33&CDS=1-3642
159	OG0000159	YBR005W, YDR003W	augustus_masked-NODE_146_length_5216_cov_13.9143_ID_291-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_146_length_5216_cov_13.9143_ID_291-processed-gene-0.7&CDS=1-717
160	OG0000160	YBR006W	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-1.3&CDS=1-1530, snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.201-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.201&CDS=1-1500
161	OG0000161	YBR009C, YNL030W	genemark-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.184-mRNA-1_1&gene=genemark-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.184&CDS=1-309
162	OG0000162	YBR014C, YDL010W	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.247-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.247&CDS=1-960
163	OG0000163	YBR031W, YDR012W	snap_masked-NODE_85_length_38678_cov_11.7766_ID_169-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_85_length_38678_cov_11.7766_ID_169-processed-gene-0.46&CDS=1-1056
164	OG0000164	YBR033W, YKL038W	maker-NODE_14_length_174362_cov_12.8702_ID_27-snap-gene-0.168-mRNA-1_1&gene=maker-NODE_14_length_174362_cov_12.8702_ID_27-snap-gene-0.168&CDS=1-3333
165	OG0000165	YBR042C, YDR018C	genemark-NODE_86_length_37966_cov_11.775_ID_171-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_86_length_37966_cov_11.775_ID_171-processed-gene-0.62&CDS=1-915
166	OG0000166	YBR048W, YDR025W	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.246-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.246&CDS=1-462
167	OG0000167	YBR078W, YDR055W	snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.69&CDS=1-1347
168	OG0000168	YBR084W	genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.121-mRNA-1_1&gene=genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.121&CDS=1-1965, snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.190-mRNA-1_1&gene=snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.190&CDS=1-2955
169	OG0000169	YBR089C-A, YPR052C	snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.155&CDS=1-303
170	OG0000170	YBR104W, YPR058W	snap_masked-NODE_85_length_38678_cov_11.7766_ID_169-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_85_length_38678_cov_11.7766_ID_169-processed-gene-0.55&CDS=1-948
171	OG0000171	YBR109C, YOR257W	maker-NODE_20_length_137300_cov_13.1447_ID_39-snap-gene-0.138-mRNA-1_1&gene=maker-NODE_20_length_137300_cov_13.1447_ID_39-snap-gene-0.138&CDS=1-375
172	OG0000172	YBR118W, YPR080W	snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.17&CDS=1-1377
173	OG0000173	YBR132C	maker-NODE_17_length_158134_cov_12.4545_ID_33-snap-gene-0.142-mRNA-1_1&gene=maker-NODE_17_length_158134_cov_12.4545_ID_33-snap-gene-0.142&CDS=1-3540, snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.20&CDS=1-1923
174	OG0000174	YBR140C, YOL081W	genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.24&CDS=1-8847
175	OG0000175	YBR147W, YOL092W	snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.44&CDS=1-1059
176	OG0000176	YBR150C, YOL089C	augustus_masked-NODE_89_length_33577_cov_12.774_ID_177-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_89_length_33577_cov_12.774_ID_177-processed-gene-0.35&CDS=1-3186
177	OG0000177	YBR161W, YPL057C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.180-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.180&CDS=1-1101
178	OG0000178	YBR169C, YPL106C	genemark-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.99&CDS=1-3798
179	OG0000179	YBR172C, YPL105C	genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.12-mRNA-1_1&gene=genemark-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.12&CDS=1-3054
180	OG0000180	YBR177C, YPL095C	genemark-NODE_120_length_13043_cov_13.6155_ID_239-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_120_length_13043_cov_13.6155_ID_239-processed-gene-0.0&CDS=1-1368
181	OG0000181	YBR181C, YPL090C	augustus_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.143&CDS=1-708
182	OG0000182	YBR182C, YPL089C	snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.28&CDS=1-2523
183	OG0000183	YBR183W, YPL087W	snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.17&CDS=1-831
184	OG0000184	YBR191W, YPL079W	snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.121&CDS=1-471
185	OG0000185	YBR214W, YGL056C	snap_masked-NODE_58_length_64814_cov_12.7505_ID_115-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_58_length_64814_cov_12.7505_ID_115-processed-gene-0.68&CDS=1-1728
186	OG0000186	YBR216C, YGL060W	augustus_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.69&CDS=1-2184
187	OG0000187	YBR241C, YGL104C	snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.29&CDS=1-1449
188	OG0000188	YBR242W, YGL101W	snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_21_length_132620_cov_14.5818_ID_41-processed-gene-0.31&CDS=1-687
189	OG0000189	YBR244W, YIR037W	augustus_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-0.100&CDS=1-525
190	OG0000190	YBR273C, YJL048C	snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.144&CDS=1-1797
191	OG0000191	YBR289W, YBR290W	maker-NODE_25_length_121520_cov_12.8026_ID_49-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_25_length_121520_cov_12.8026_ID_49-augustus-gene-0.59&CDS=1-2391
192	OG0000192	YCL011C, YNL004W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.38&CDS=1-1575
193	OG0000193	YCL036W, YDR514C	genemark-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_81_length_39527_cov_13.9207_ID_161-processed-gene-0.40&CDS=1-1329
194	OG0000194	YCL037C, YDR515W	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.212-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.212&CDS=1-1611
195	OG0000195	YCL040W, YDR516C	snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.120&CDS=1-1425
196	OG0000196	YCL050C, YDR530C	genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.127&CDS=1-1047
197	OG0000197	YCL068C, YCR038C	snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.195&CDS=1-4653
198	OG0000198	YCR004C, YDR032C	genemark-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.173-mRNA-1_1&gene=genemark-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.173&CDS=1-606
199	OG0000199	YCR010C, YNR002C	snap_masked-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.74&CDS=1-840
200	OG0000200	YCR026C, YEL016C	augustus_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.165&CDS=1-2082
201	OG0000201	YCR031C, YJL191W	maker-NODE_61_length_53777_cov_13.058_ID_121-snap-gene-0.61-mRNA-1_1&gene=maker-NODE_61_length_53777_cov_13.058_ID_121-snap-gene-0.61&CDS=1-426
202	OG0000202	YCR073C, YNR031C	maker-NODE_50_length_77460_cov_13.7336_ID_99-snap-gene-0.91-mRNA-1_1&gene=maker-NODE_50_length_77460_cov_13.7336_ID_99-snap-gene-0.91&CDS=1-5055
203	OG0000203	YCR073W-A, YNR034W	snap_masked-NODE_68_length_46308_cov_13.724_ID_135-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_68_length_46308_cov_13.724_ID_135-processed-gene-0.62&CDS=1-1038
204	OG0000204	YCR091W, YNR047W	genemark-NODE_41_length_87757_cov_13.3219_ID_81-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_41_length_87757_cov_13.3219_ID_81-processed-gene-0.108&CDS=1-3783
205	OG0000205	YDL042C, YOL068C	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.192&CDS=1-1755
206	OG0000206	YDL048C, YLR375W	snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.130&CDS=1-1035
207	OG0000207	YDL049C, YJL174W	snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.17&CDS=1-816
208	OG0000208	YDL075W, YLR406C	snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.107&CDS=1-342
209	OG0000209	YDL082W, YMR142C	augustus_masked-NODE_60_length_54447_cov_13.8149_ID_119-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_60_length_54447_cov_13.8149_ID_119-processed-gene-0.73&CDS=1-558
210	OG0000210	YDL083C, YMR143W	snap_masked-NODE_60_length_54447_cov_13.8149_ID_119-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_60_length_54447_cov_13.8149_ID_119-processed-gene-0.4&CDS=1-444
211	OG0000211	YDL085W, YMR145C	genemark-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.2&CDS=1-1734
212	OG0000212	YDL088C, YMR153W	snap_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.35&CDS=1-1515
213	OG0000213	YDL109C, YGL144C	snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.55&CDS=1-2520
214	OG0000214	YDL127W, YDL179W	snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_10_length_188970_cov_12.9931_ID_19-processed-gene-0.29&CDS=1-1128
215	OG0000215	YDL130W-A, YDL181W	snap_masked-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.51&CDS=1-240
216	OG0000216	YDL131W	snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.123&CDS=1-1230, snap_masked-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.48&CDS=1-1314
217	OG0000217	YDL136W, YDL191W	maker-NODE_79_length_40442_cov_14.374_ID_157-augustus-gene-0.55-mRNA-1_1&gene=maker-NODE_79_length_40442_cov_14.374_ID_157-augustus-gene-0.55&CDS=1-360
218	OG0000218	YDL137W, YDL192W	augustus_masked-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.20&CDS=1-543
219	OG0000219	YDL138W, YDL194W	snap_masked-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.39&CDS=1-2535
220	OG0000220	YDL144C	genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.61-mRNA-1_1&gene=genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.61&CDS=1-1017, maker-NODE_22_length_129666_cov_12.7811_ID_43-snap-gene-0.119-mRNA-1_1&gene=maker-NODE_22_length_129666_cov_12.7811_ID_43-snap-gene-0.119&CDS=1-2040
221	OG0000221	YDL161W, YLR206W	snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.238-mRNA-1_1&gene=snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.238&CDS=1-1599
222	OG0000222	YDL170W	maker-NODE_18_length_141908_cov_21.1969_ID_35-snap-gene-0.65-mRNA-1_1&gene=maker-NODE_18_length_141908_cov_21.1969_ID_35-snap-gene-0.65&CDS=1-1428, snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.164-mRNA-1_1&gene=snap_masked-NODE_18_length_141908_cov_21.1969_ID_35-processed-gene-0.164&CDS=1-1986
223	OG0000223	YDL174C	snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.163&CDS=1-1698, snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.194-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.194&CDS=1-1683
224	OG0000224	YDL175C, YIL079C	snap_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.137&CDS=1-1218
225	OG0000225	YDL204W, YDR233C	snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.262-mRNA-1_1&gene=snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.262&CDS=1-927
226	OG0000226	YDL210W	snap_masked-NODE_105_length_24070_cov_26.0973_ID_209-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_105_length_24070_cov_26.0973_ID_209-processed-gene-0.26&CDS=1-1650, snap_masked-NODE_55_length_67186_cov_14.0589_ID_109-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_55_length_67186_cov_14.0589_ID_109-processed-gene-0.70&CDS=1-1686
227	OG0000227	YDL222C, YNL194C	snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_39_length_92419_cov_14.4235_ID_77-processed-gene-0.27&CDS=1-870
228	OG0000228	YDL224C, YNL197C	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.23&CDS=1-2109
229	OG0000229	YDL229W, YNL209W	genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.101&CDS=1-3681
230	OG0000230	YDL246C, YJR159W	snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.153&CDS=1-1074
231	OG0000231	YDR066C, YER139C	snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.51&CDS=1-450
232	OG0000232	YDR069C, YER144C	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.156-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-1.156&CDS=1-2643
233	OG0000233	YDR098C, YER174C	genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_56_length_65598_cov_12.9897_ID_111-processed-gene-0.1&CDS=1-741
234	OG0000234	YDR107C, YLR083C	snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.187-mRNA-1_1&gene=snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.187&CDS=1-1902
235	OG0000235	YDR122W, YLR096W	snap_masked-NODE_108_length_23704_cov_12.086_ID_215-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_108_length_23704_cov_12.086_ID_215-processed-gene-0.1&CDS=1-3807
236	OG0000236	YDR132C, YLR108C	snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-0.26&CDS=1-1332
237	OG0000237	YDR134C, YLR110C	snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.149&CDS=1-1368
238	OG0000238	YDR147W, YLR133W	snap_masked-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.140&CDS=1-2160
239	OG0000239	YDR151C, YLR136C	genemark-NODE_38_length_92699_cov_13.1741_ID_75-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_38_length_92699_cov_13.1741_ID_75-processed-gene-0.70&CDS=1-981
240	OG0000240	YDR178W, YLR164W	snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_30_length_111773_cov_13.7438_ID_59-processed-gene-0.109&CDS=1-501
