	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii
768	OG0000768	YDL149W	genemark-flattened_line_34-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.45&CDS=1-2295
769	OG0000769	YDL150W	augustus_masked-flattened_line_34-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.165&CDS=1-1296
770	OG0000770	YDL153C	augustus_masked-flattened_line_34-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.142&CDS=1-1815
771	OG0000771	YDL154W	augustus_masked-flattened_line_34-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.166&CDS=1-2541
772	OG0000772	YDL156W	augustus_masked-flattened_line_90-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.44&CDS=1-1506
773	OG0000773	YDL157C	augustus_masked-flattened_line_90-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.56&CDS=1-315
774	OG0000774	YDL159W	augustus_masked-flattened_line_90-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.43&CDS=1-1620
775	OG0000775	YDL160C	augustus_masked-flattened_line_10-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.32&CDS=1-1419
776	OG0000776	YDL164C	augustus_masked-flattened_line_10-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.27&CDS=1-2043
777	OG0000777	YDL165W	augustus_masked-flattened_line_10-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.7&CDS=1-612
778	OG0000778	YDL166C	augustus_masked-flattened_line_10-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.5&CDS=1-705
779	OG0000779	YDL167C	augustus_masked-flattened_line_10-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.4&CDS=1-1455
780	OG0000780	YDL168W	augustus_masked-flattened_line_10-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.3&CDS=1-1176
781	OG0000781	YDL171C	augustus_masked-flattened_line_10-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.71&CDS=1-6504
782	OG0000782	YDL174C	augustus_masked-flattened_line_12-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.57&CDS=1-1704
783	OG0000783	YDL177C	augustus_masked-flattened_line_118-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.5&CDS=1-378
784	OG0000784	YDL178W	augustus_masked-flattened_line_118-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.14&CDS=1-1629
785	OG0000785	YDL180W	genemark-flattened_line_118-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.49&CDS=1-2889
786	OG0000786	YDL183C	augustus_masked-flattened_line_34-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.155&CDS=1-1029
787	OG0000787	YDL185W	augustus_masked-flattened_line_0-processed-gene-5.226-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.226&CDS=1-1863
788	OG0000788	YDL190C	augustus_masked-flattened_line_34-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.152&CDS=1-3138
789	OG0000789	YDL193W	augustus_masked-flattened_line_34-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.157&CDS=1-1143
790	OG0000790	YDL195W	augustus_masked-flattened_line_34-processed-gene-0.159-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.159&CDS=1-3951
791	OG0000791	YDL198C	augustus_masked-flattened_line_18-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.118&CDS=1-855
792	OG0000792	YDL201W	augustus_masked-flattened_line_18-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.119&CDS=1-894
793	OG0000793	YDL203C	augustus_masked-flattened_line_18-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.120&CDS=1-1587
794	OG0000794	YDL205C	augustus_masked-flattened_line_18-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.118&CDS=1-987
795	OG0000795	YDL208W	augustus_masked-flattened_line_18-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.132&CDS=1-498
796	OG0000796	YDL212W	augustus_masked-flattened_line_28-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.32&CDS=1-612
797	OG0000797	YDL213C	augustus_masked-flattened_line_28-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.37&CDS=1-636
798	OG0000798	YDL215C	augustus_masked-flattened_line_26-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.161&CDS=1-3063
799	OG0000799	YDL217C	augustus_masked-flattened_line_26-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.160&CDS=1-570
800	OG0000800	YDL218W	augustus_masked-flattened_line_26-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.118&CDS=1-1284
801	OG0000801	YDL225W	snap_masked-flattened_line_26-processed-gene-0.233-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.233&CDS=1-1569
802	OG0000802	YDL226C	augustus_masked-flattened_line_58-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.71&CDS=1-1050
803	OG0000803	YDL230W	augustus_masked-flattened_line_42-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.132&CDS=1-1671
804	OG0000804	YDL231C	genemark-flattened_line_42-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.25&CDS=1-3471
805	OG0000805	YDL233W	augustus_masked-flattened_line_26-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.95&CDS=1-1434
806	OG0000806	YDL234C	augustus_masked-flattened_line_26-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.140&CDS=1-1947
807	OG0000807	YDL235C	augustus_masked-flattened_line_26-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.139&CDS=1-567
808	OG0000808	YDL236W	snap_masked-flattened_line_26-processed-gene-0.172-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.172&CDS=1-2868
809	OG0000809	YDL237W	augustus_masked-flattened_line_38-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.66&CDS=1-1950
810	OG0000810	YDL238C	augustus_masked-flattened_line_58-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.58&CDS=1-1380
811	OG0000811	YDL240W	augustus_masked-flattened_line_58-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.64&CDS=1-3273
812	OG0000812	YDR002W	augustus_masked-flattened_line_32-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.29&CDS=1-654
813	OG0000813	YDR005C	augustus_masked-flattened_line_32-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.27&CDS=1-1416
814	OG0000814	YDR006C	augustus_masked-flattened_line_32-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.25&CDS=1-2463
815	OG0000815	YDR007W	augustus_masked-flattened_line_46-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.14&CDS=1-726
816	OG0000816	YDR013W	augustus_masked-flattened_line_20-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.80&CDS=1-711
817	OG0000817	YDR017C	augustus_masked-flattened_line_22-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.106&CDS=1-1704
818	OG0000818	YDR019C	augustus_masked-flattened_line_22-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.104&CDS=1-1200
819	OG0000819	YDR023W	augustus_masked-flattened_line_22-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.122&CDS=1-1386
820	OG0000820	YDR027C	augustus_masked-flattened_line_22-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.99&CDS=1-2856
821	OG0000821	YDR028C	augustus_masked-flattened_line_22-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.98&CDS=1-2814
822	OG0000822	YDR034C	augustus_masked-flattened_line_22-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.116&CDS=1-2427
823	OG0000823	YDR035W	augustus_masked-flattened_line_22-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.114&CDS=1-1122
824	OG0000824	YDR036C	augustus_masked-flattened_line_22-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.92&CDS=1-1923
825	OG0000825	YDR044W	augustus_masked-flattened_line_22-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.120&CDS=1-993
826	OG0000826	YDR045C	augustus_masked-flattened_line_22-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.96&CDS=1-336
827	OG0000827	YDR047W	augustus_masked-flattened_line_12-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.106&CDS=1-1107
828	OG0000828	YDR049W	augustus_masked-flattened_line_12-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.105&CDS=1-1728
829	OG0000829	YDR050C	augustus_masked-flattened_line_12-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.87&CDS=1-756
830	OG0000830	YDR052C	augustus_masked-flattened_line_76-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.7&CDS=1-2703
831	OG0000831	YDR054C	augustus_masked-flattened_line_12-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.117&CDS=1-759
832	OG0000832	YDR056C	augustus_masked-flattened_line_32-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.46&CDS=1-621
833	OG0000833	YDR057W	augustus_masked-flattened_line_0-processed-gene-4.112-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.112&CDS=1-1311
834	OG0000834	YDR058C	augustus_masked-flattened_line_6-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.114&CDS=1-1047
835	OG0000835	YDR060W	augustus_masked-flattened_line_0-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.113&CDS=1-3075
836	OG0000836	YDR061W	augustus_masked-flattened_line_88-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.54&CDS=1-1557
837	OG0000837	YDR062W	augustus_masked-flattened_line_88-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.55&CDS=1-1737
838	OG0000838	YDR064W	maker-flattened_line_88-snap-gene-0.24-mRNA-1_1&gene=maker-flattened_line_88-snap-gene-0.24&CDS=1-840
839	OG0000839	YDR067C	augustus_masked-flattened_line_88-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.71&CDS=1-666
840	OG0000840	YDR071C	augustus_masked-flattened_line_56-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.21&CDS=1-570
841	OG0000841	YDR072C	augustus_masked-flattened_line_56-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.1&CDS=1-1422
842	OG0000842	YDR074W	augustus_masked-flattened_line_56-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.23&CDS=1-2754
843	OG0000843	YDR078C	genemark-flattened_line_56-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.128&CDS=1-795
844	OG0000844	YDR079C-A	augustus_masked-flattened_line_56-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.29&CDS=1-240
845	OG0000845	YDR079W	augustus_masked-flattened_line_56-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.5&CDS=1-402
846	OG0000846	YDR081C	augustus_masked-flattened_line_56-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.6&CDS=1-2742
847	OG0000847	YDR083W	augustus_masked-flattened_line_56-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.32&CDS=1-1164
848	OG0000848	YDR084C	augustus_masked-flattened_line_56-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.9&CDS=1-546
849	OG0000849	YDR086C	snap_masked-flattened_line_56-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.55&CDS=1-198
850	OG0000850	YDR087C	augustus_masked-flattened_line_56-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.33&CDS=1-822
851	OG0000851	YDR090C	augustus_masked-flattened_line_56-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.37&CDS=1-771
852	OG0000852	YDR091C	augustus_masked-flattened_line_56-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.38&CDS=1-1827
853	OG0000853	YDR092W	augustus_masked-flattened_line_56-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.47&CDS=1-471
854	OG0000854	YDR097C	augustus_masked-flattened_line_56-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.18&CDS=1-3000
855	OG0000855	YDR101C	augustus_masked-flattened_line_56-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.40&CDS=1-1851
856	OG0000856	YDR103W	augustus_masked-flattened_line_56-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.14&CDS=1-2931
857	OG0000857	YDR105C	augustus_masked-flattened_line_56-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.12&CDS=1-1449
858	OG0000858	YDR109C	augustus_masked-flattened_line_66-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.45&CDS=1-2157
859	OG0000859	YDR115W	genemark-flattened_line_18-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.45&CDS=1-342
860	OG0000860	YDR116C	augustus_masked-flattened_line_18-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.159&CDS=1-975
861	OG0000861	YDR117C	augustus_masked-flattened_line_18-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.160&CDS=1-1923
862	OG0000862	YDR120C	augustus_masked-flattened_line_14-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.139&CDS=1-1560
863	OG0000863	YDR121W	augustus_masked-flattened_line_14-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.120&CDS=1-372
864	OG0000864	YDR126W	augustus_masked-flattened_line_14-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.147&CDS=1-861
865	OG0000865	YDR127W	augustus_masked-flattened_line_14-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.125&CDS=1-4764
866	OG0000866	YDR128W	maker-flattened_line_14-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.3&CDS=1-3324
867	OG0000867	YDR129C	augustus_masked-flattened_line_14-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.148&CDS=1-1941
868	OG0000868	YDR135C	augustus_masked-flattened_line_14-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.42&CDS=1-5553
869	OG0000869	YDR140W	augustus_masked-flattened_line_14-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.37&CDS=1-645
870	OG0000870	YDR141C	augustus_masked-flattened_line_14-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.35&CDS=1-4989
871	OG0000871	YDR143C	snap_masked-flattened_line_14-processed-gene-1.106-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.106&CDS=1-1455
872	OG0000872	YDR145W	augustus_masked-flattened_line_14-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.14&CDS=1-1449
873	OG0000873	YDR148C	augustus_masked-flattened_line_14-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.46&CDS=1-2577
874	OG0000874	YDR150W	snap_masked-flattened_line_14-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.86&CDS=1-5298
875	OG0000875	YDR152W	augustus_masked-flattened_line_14-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.48&CDS=1-981
876	OG0000876	YDR153C	augustus_masked-flattened_line_14-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.49&CDS=1-1089
877	OG0000877	YDR155C	augustus_masked-flattened_line_14-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.27&CDS=1-492
878	OG0000878	YDR158W	augustus_masked-flattened_line_14-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.57&CDS=1-1089
879	OG0000879	YDR159W	snap_masked-flattened_line_14-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.129&CDS=1-3195
880	OG0000880	YDR160W	augustus_masked-flattened_line_4-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.72&CDS=1-2766
881	OG0000881	YDR161W	augustus_masked-flattened_line_14-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.25&CDS=1-1140
882	OG0000882	YDR162C	augustus_masked-flattened_line_14-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.53&CDS=1-405
883	OG0000883	YDR164C	augustus_masked-flattened_line_14-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.50&CDS=1-2256
884	OG0000884	YDR165W	augustus_masked-flattened_line_14-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.24&CDS=1-1266
885	OG0000885	YDR167W	genemark-flattened_line_14-processed-gene-1.166-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.166&CDS=1-717
886	OG0000886	YDR168W	augustus_masked-flattened_line_14-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.30&CDS=1-1434
887	OG0000887	YDR169C	augustus_masked-flattened_line_14-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.59&CDS=1-723
888	OG0000888	YDR170C	augustus_masked-flattened_line_14-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.62&CDS=1-5958
889	OG0000889	YDR172W	augustus_masked-flattened_line_14-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.33&CDS=1-2169
890	OG0000890	YDR173C	augustus_masked-flattened_line_14-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.63&CDS=1-1080
891	OG0000891	YDR174W	augustus_masked-flattened_line_66-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.73&CDS=1-867
892	OG0000892	YDR175C	augustus_masked-flattened_line_66-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.58&CDS=1-1005
893	OG0000893	YDR176W	augustus_masked-flattened_line_66-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.72&CDS=1-2499
894	OG0000894	YDR177W	augustus_masked-flattened_line_22-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.5&CDS=1-825
895	OG0000895	YDR180W	snap_masked-flattened_line_66-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.103&CDS=1-3705
896	OG0000896	YDR182W	augustus_masked-flattened_line_66-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.69&CDS=1-1275
897	OG0000897	YDR188W	augustus_masked-flattened_line_66-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.51&CDS=1-1641
898	OG0000898	YDR189W	augustus_masked-flattened_line_66-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.52&CDS=1-2061
899	OG0000899	YDR190C	augustus_masked-flattened_line_66-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.68&CDS=1-1338
900	OG0000900	YDR191W	augustus_masked-flattened_line_14-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.132&CDS=1-1443
901	OG0000901	YDR196C	augustus_masked-flattened_line_14-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.110&CDS=1-813
902	OG0000902	YDR198C	genemark-flattened_line_14-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.10&CDS=1-1341
903	OG0000903	YDR204W	augustus_masked-flattened_line_14-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.129&CDS=1-999
904	OG0000904	YDR205W	augustus_masked-flattened_line_14-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.128&CDS=1-1983
905	OG0000905	YDR207C	snap_masked-flattened_line_18-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.44&CDS=1-1989
906	OG0000906	YDR208W	genemark-flattened_line_18-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.18&CDS=1-2166
907	OG0000907	YDR211W	augustus_masked-flattened_line_18-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.84&CDS=1-2307
908	OG0000908	YDR212W	augustus_masked-flattened_line_18-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.86&CDS=1-1683
909	OG0000909	YDR214W	augustus_masked-flattened_line_18-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.88&CDS=1-1071
910	OG0000910	YDR218C	augustus_masked-flattened_line_18-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.105&CDS=1-1305
911	OG0000911	YDR221W	snap_masked-flattened_line_18-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.72&CDS=1-2298
912	OG0000912	YDR226W	augustus_masked-flattened_line_18-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.90&CDS=1-675
913	OG0000913	YDR228C	augustus_masked-flattened_line_18-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.89&CDS=1-1701
914	OG0000914	YDR231C	augustus_masked-flattened_line_18-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.155&CDS=1-672
915	OG0000915	YDR232W	augustus_masked-flattened_line_18-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.121&CDS=1-1641
916	OG0000916	YDR233C	augustus_masked-flattened_line_18-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.156&CDS=1-690
917	OG0000917	YDR234W	augustus_masked-flattened_line_66-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.64&CDS=1-2058
918	OG0000918	YDR235W	augustus_masked-flattened_line_66-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.63&CDS=1-1101
919	OG0000919	YDR236C	augustus_masked-flattened_line_66-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.48&CDS=1-582
920	OG0000920	YDR237W	augustus_masked-flattened_line_66-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.50&CDS=1-900
921	OG0000921	YDR238C	augustus_masked-flattened_line_66-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.67&CDS=1-3204
922	OG0000922	YDR242W	augustus_masked-flattened_line_12-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.111&CDS=1-1761
923	OG0000923	YDR245W	augustus_masked-flattened_line_18-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.101&CDS=1-1038
924	OG0000924	YDR246W	augustus_masked-flattened_line_18-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.104&CDS=1-663
925	OG0000925	YDR248C	augustus_masked-flattened_line_18-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.139&CDS=1-774
926	OG0000926	YDR257C	augustus_masked-flattened_line_12-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.67&CDS=1-1323
927	OG0000927	YDR258C	snap_masked-flattened_line_12-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.32&CDS=1-2418
928	OG0000928	YDR262W	augustus_masked-flattened_line_12-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.85&CDS=1-678
929	OG0000929	YDR265W	augustus_masked-flattened_line_76-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.25&CDS=1-741
930	OG0000930	YDR266C	snap_masked-flattened_line_76-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.41&CDS=1-1890
931	OG0000931	YDR267C	augustus_masked-flattened_line_4-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.101&CDS=1-1026
932	OG0000932	YDR268W	genemark-flattened_line_4-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.24&CDS=1-2280
