	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034611_Saturnispora_mendoncae
641	OG0000641	YCL008C	snap_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.116&CDS=1-972
642	OG0000642	YCL009C	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-1.101&CDS=1-885
643	OG0000643	YCL014W	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.164-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.164&CDS=1-3930
644	OG0000644	YCL016C	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.25&CDS=1-1056
645	OG0000645	YCL017C	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.6-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.6&CDS=1-1332
646	OG0000646	YCL018W	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.3-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.3&CDS=1-1098
647	OG0000647	YCL029C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.117-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.117&CDS=1-906
648	OG0000648	YCL031C	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.70&CDS=1-849
649	OG0000649	YCL032W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.0-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.0&CDS=1-822
650	OG0000650	YCL033C	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.58&CDS=1-408
651	OG0000651	YCL034W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.322-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.322&CDS=1-1263
652	OG0000652	YCL038C	genemark-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.90&CDS=1-1482
653	OG0000653	YCL043C	augustus_masked-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.67&CDS=1-1506
654	OG0000654	YCL045C	augustus_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-2.81&CDS=1-2460
655	OG0000655	YCL047C	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.128-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.128&CDS=1-753
656	OG0000656	YCL054W	genemark-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.77&CDS=1-2532
657	OG0000657	YCL055W	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.165-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.165&CDS=1-906
658	OG0000658	YCL057C-A	augustus_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.40&CDS=1-228
659	OG0000659	YCL057W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.173-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.173&CDS=1-3132
660	OG0000660	YCL059C	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-0.142&CDS=1-1050
661	OG0000661	YCL061C	snap_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-0.90&CDS=1-3780
662	OG0000662	YCR002C	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.9&CDS=1-999
663	OG0000663	YCR003W	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.8-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.8&CDS=1-519
664	OG0000664	YCR008W	augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.104&CDS=1-1548
665	OG0000665	YCR009C	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.251-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.251&CDS=1-789
666	OG0000666	YCR011C	augustus_masked-NODE_34_length_60141_cov_41.4034_ID_67-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_34_length_60141_cov_41.4034_ID_67-processed-gene-0.76&CDS=1-2958
667	OG0000667	YCR012W	genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.23&CDS=1-1248
668	OG0000668	YCR016W	snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.264-mRNA-1_1&gene=snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.264&CDS=1-612
669	OG0000669	YCR017C	augustus_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.77&CDS=1-2871
670	OG0000670	YCR020C-A	snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.163&CDS=1-192
671	OG0000671	YCR024C	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-1.67&CDS=1-1437
672	OG0000672	YCR028C-A	snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.134&CDS=1-381
673	OG0000673	YCR032W	maker-NODE_11_length_258595_cov_41.7728_ID_21-augustus-gene-0.104-mRNA-1_1&gene=maker-NODE_11_length_258595_cov_41.7728_ID_21-augustus-gene-0.104&CDS=1-6024
674	OG0000674	YCR033W	augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.74&CDS=1-2742
675	OG0000675	YCR034W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.38-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.38&CDS=1-921
676	OG0000676	YCR035C	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.12&CDS=1-4095
677	OG0000677	YCR036W	maker-NODE_2_length_712999_cov_40.8768_ID_3-snap-gene-2.104-mRNA-1_1&gene=maker-NODE_2_length_712999_cov_40.8768_ID_3-snap-gene-2.104&CDS=1-1047
678	OG0000678	YCR044C	genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.213-mRNA-1_1&gene=genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.213&CDS=1-1011
679	OG0000679	YCR046C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.118&CDS=1-462
680	OG0000680	YCR047C	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.40&CDS=1-828
681	OG0000681	YCR051W	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.14&CDS=1-660
682	OG0000682	YCR053W	genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.19&CDS=1-1530
683	OG0000683	YCR054C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.17&CDS=1-1533
684	OG0000684	YCR057C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.34&CDS=1-2760
685	OG0000685	YCR059C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.35&CDS=1-837
686	OG0000686	YCR060W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.33&CDS=1-798
687	OG0000687	YCR061W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.145&CDS=1-1755
688	OG0000688	YCR063W	snap_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.131&CDS=1-264
689	OG0000689	YCR066W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-0.138&CDS=1-972
690	OG0000690	YCR072C	maker-NODE_11_length_258595_cov_41.7728_ID_21-snap-gene-1.79-mRNA-1_1&gene=maker-NODE_11_length_258595_cov_41.7728_ID_21-snap-gene-1.79&CDS=1-2832
691	OG0000691	YCR075C	snap_masked-NODE_29_length_89722_cov_41.7838_ID_57-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_29_length_89722_cov_41.7838_ID_57-processed-gene-0.106&CDS=1-771
692	OG0000692	YCR077C	maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-6.9-mRNA-1_1&gene=maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-6.9&CDS=1-3330
693	OG0000693	YCR079W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-1.5&CDS=1-1353
694	OG0000694	YCR081W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.121-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.121&CDS=1-4677
695	OG0000695	YCR088W	genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.77&CDS=1-1863
696	OG0000696	YCR090C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-2.111-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-2.111&CDS=1-456
697	OG0000697	YCR091W	maker-NODE_2_length_712999_cov_40.8768_ID_3-snap-gene-2.102-mRNA-1_1&gene=maker-NODE_2_length_712999_cov_40.8768_ID_3-snap-gene-2.102&CDS=1-2799
698	OG0000698	YCR092C	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-2.53&CDS=1-2751
699	OG0000699	YCR093W	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.115&CDS=1-6702
700	OG0000700	YCR097W	genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.36&CDS=1-858
701	OG0000701	YCR106W, YLL054C	
702	OG0000702	YDL001W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-1.20&CDS=1-1302
703	OG0000703	YDL003W	snap_masked-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.250-mRNA-1_1&gene=snap_masked-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.250&CDS=1-1629
704	OG0000704	YDL004W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-3.96-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-3.96&CDS=1-474
705	OG0000705	YDL013W	augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.124&CDS=1-1248
706	OG0000706	YDL014W	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.62-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-6.62&CDS=1-966
707	OG0000707	YDL015C	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.247-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.247&CDS=1-948
708	OG0000708	YDL017W	genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.189-mRNA-1_1&gene=genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.189&CDS=1-1638
709	OG0000709	YDL020C	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.75-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.75&CDS=1-1599
710	OG0000710	YDL028C	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.50&CDS=1-1659
711	OG0000711	YDL029W	maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-0.115-mRNA-1_1&gene=maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-0.115&CDS=1-1845
712	OG0000712	YDL030W	augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-0.35&CDS=1-1476
713	OG0000713	YDL031W	genemark-NODE_32_length_66154_cov_41.4276_ID_63-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_32_length_66154_cov_41.4276_ID_63-processed-gene-0.14&CDS=1-2805
714	OG0000714	YDL035C	augustus_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.40&CDS=1-1692
715	OG0000715	YDL040C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-1.154&CDS=1-2451
716	OG0000716	YDL043C	genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-0.40&CDS=1-669
717	OG0000717	YDL045C	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.185-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.185&CDS=1-975
718	OG0000718	YDL045W-A	snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.252-mRNA-1_1&gene=snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.252&CDS=1-273
719	OG0000719	YDL046W	genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.69&CDS=1-477
720	OG0000720	YDL047W	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.192-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.192&CDS=1-945
721	OG0000721	YDL051W	genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.51&CDS=1-702
722	OG0000722	YDL052C	augustus_masked-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.169&CDS=1-1236
723	OG0000723	YDL054C	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.82-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.82&CDS=1-2796
724	OG0000724	YDL057W	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.94-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.94&CDS=1-1752
725	OG0000725	YDL060W	maker-NODE_2_length_712999_cov_40.8768_ID_3-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_2_length_712999_cov_40.8768_ID_3-snap-gene-0.4&CDS=1-3501
726	OG0000726	YDL067C	snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.44&CDS=1-183
727	OG0000727	YDL072C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.13-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.13&CDS=1-516
728	OG0000728	YDL074C	snap_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.146&CDS=1-2109
729	OG0000729	YDL077C	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-5.126&CDS=1-2652
730	OG0000730	YDL081C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.122-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.122&CDS=1-318
731	OG0000731	YDL084W	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.148&CDS=1-1338
732	OG0000732	YDL087C	augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.64&CDS=1-666
733	OG0000733	YDL090C	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.143&CDS=1-1269
734	OG0000734	YDL095W	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.5-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-2.5&CDS=1-2292
735	OG0000735	YDL097C	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.91&CDS=1-2523
736	OG0000736	YDL098C	augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.153&CDS=1-342
737	OG0000737	YDL099W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.27&CDS=1-840
738	OG0000738	YDL101C	genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.16&CDS=1-1497
739	OG0000739	YDL102W	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.9&CDS=1-3288
740	OG0000740	YDL103C	genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.41&CDS=1-1404
741	OG0000741	YDL104C	augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.87&CDS=1-1122
742	OG0000742	YDL105W	snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.18&CDS=1-1050
743	OG0000743	YDL106C	augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.65&CDS=1-3354
744	OG0000744	YDL107W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.47-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-4.47&CDS=1-1155
745	OG0000745	YDL108W	maker-NODE_34_length_60141_cov_41.4034_ID_67-augustus-gene-0.34-mRNA-1_1&gene=maker-NODE_34_length_60141_cov_41.4034_ID_67-augustus-gene-0.34&CDS=1-2145
746	OG0000746	YDL111C	genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.16&CDS=1-882
747	OG0000747	YDL112W	genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.48&CDS=1-4347
748	OG0000748	YDL113C	genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.50&CDS=1-1563
749	OG0000749	YDL114W	snap_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.117&CDS=1-987
750	OG0000750	YDL116W	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.68&CDS=1-2157
751	OG0000751	YDL119C	maker-NODE_28_length_106324_cov_41.1752_ID_55-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_28_length_106324_cov_41.1752_ID_55-snap-gene-0.0&CDS=1-1392
752	OG0000752	YDL122W	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.322-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.322&CDS=1-1872
753	OG0000753	YDL124W	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.99-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.99&CDS=1-939
754	OG0000754	YDL125C	genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.34&CDS=1-435
755	OG0000755	YDL128W	genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.36&CDS=1-1290
756	OG0000756	YDL132W	augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.42&CDS=1-3171
757	OG0000757	YDL134C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.110-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.110&CDS=1-981
758	OG0000758	YDL135C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.135-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-5.135&CDS=1-579
759	OG0000759	YDL139C	snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.97&CDS=1-585
760	OG0000760	YDL140C	genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-0.86&CDS=1-5175
761	OG0000761	YDL141W	snap_masked-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.265-mRNA-1_1&gene=snap_masked-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.265&CDS=1-1998
762	OG0000762	YDL142C	augustus_masked-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.118&CDS=1-765
763	OG0000763	YDL143W	genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.72&CDS=1-1581
764	OG0000764	YDL145C	maker-NODE_4_length_635359_cov_41.4667_ID_7-augustus-gene-5.214-mRNA-1_1&gene=maker-NODE_4_length_635359_cov_41.4667_ID_7-augustus-gene-5.214&CDS=1-4854
765	OG0000765	YDL147W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.21-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.21&CDS=1-1326
