	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034629_Pichia_exigua
491	OG0000491	YAL062W	augustus_masked-flattened_line_22-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.157&CDS=1-1383
492	OG0000492	YAR002W	augustus_masked-flattened_line_64-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.7&CDS=1-1740
493	OG0000493	YAR003W	augustus_masked-flattened_line_124-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.0&CDS=1-1410
494	OG0000494	YAR007C	augustus_masked-flattened_line_2-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.163&CDS=1-1908
495	OG0000495	YAR009C, YPR137C-B	
496	OG0000496	YAR014C	augustus_masked-flattened_line_12-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.112&CDS=1-1911
497	OG0000497	YAR015W	augustus_masked-flattened_line_16-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.79&CDS=1-903
498	OG0000498	YAR018C	augustus_masked-flattened_line_16-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.80&CDS=1-1290
499	OG0000499	YBL001C	augustus_masked-flattened_line_32-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.43&CDS=1-312
500	OG0000500	YBL004W	augustus_masked-flattened_line_4-processed-gene-3.92-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.92&CDS=1-7653
501	OG0000501	YBL007C	augustus_masked-flattened_line_8-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.35&CDS=1-3792
502	OG0000502	YBL008W	augustus_masked-flattened_line_2-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.59&CDS=1-2970
503	OG0000503	YBL011W	augustus_masked-flattened_line_48-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.46&CDS=1-2223
504	OG0000504	YBL013W	genemark-flattened_line_46-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.47&CDS=1-981
505	OG0000505	YBL015W	augustus_masked-flattened_line_8-processed-gene-3.171-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.171&CDS=1-1569
506	OG0000506	YBL019W	snap_masked-flattened_line_0-processed-gene-4.106-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.106&CDS=1-1779
507	OG0000507	YBL021C	genemark-flattened_line_74-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.7&CDS=1-1113
508	OG0000508	YBL022C	augustus_masked-flattened_line_4-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.74&CDS=1-3447
509	OG0000509	YBL023C	augustus_masked-flattened_line_2-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.77&CDS=1-3396
510	OG0000510	YBL024W	augustus_masked-flattened_line_12-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.71&CDS=1-2124
511	OG0000511	YBL029W	genemark-flattened_line_2-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.20&CDS=1-909
512	OG0000512	YBL032W	augustus_masked-flattened_line_10-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.90&CDS=1-1077
513	OG0000513	YBL033C	augustus_masked-flattened_line_62-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.163&CDS=1-999
514	OG0000514	YBL034C	maker-flattened_line_50-augustus-gene-0.222-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.222&CDS=1-4533
515	OG0000515	YBL035C	augustus_masked-flattened_line_8-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.161&CDS=1-1800
516	OG0000516	YBL036C	maker-flattened_line_8-augustus-gene-3.0-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.0&CDS=1-3096
517	OG0000517	YBL038W	augustus_masked-flattened_line_24-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.88&CDS=1-657
518	OG0000518	YBL039C	augustus_masked-flattened_line_48-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.43&CDS=1-1725
519	OG0000519	YBL040C	augustus_masked-flattened_line_48-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.39&CDS=1-639
520	OG0000520	YBL041W	augustus_masked-flattened_line_48-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.12&CDS=1-726
521	OG0000521	YBL045C	augustus_masked-flattened_line_46-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.170&CDS=1-1338
522	OG0000522	YBL047C	snap_masked-flattened_line_90-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.21&CDS=1-4008
523	OG0000523	YBL050W	augustus_masked-flattened_line_0-processed-gene-2.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.6&CDS=1-897
524	OG0000524	YBL051C	snap_masked-flattened_line_6-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.66&CDS=1-2595
525	OG0000525	YBL055C	maker-flattened_line_136-snap-gene-0.15-mRNA-1_1&gene=maker-flattened_line_136-snap-gene-0.15&CDS=1-2157
526	OG0000526	YBL057C	augustus_masked-flattened_line_136-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.31&CDS=1-3555
527	OG0000527	YBL059C-A	augustus_masked-flattened_line_2-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.126&CDS=1-336
528	OG0000528	YBL061C	augustus_masked-flattened_line_8-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.66&CDS=1-1698
529	OG0000529	YBL066C	augustus_masked-flattened_line_2-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.108&CDS=1-3018
530	OG0000530	YBL076C	augustus_masked-flattened_line_24-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.16&CDS=1-3222
531	OG0000531	YBL078C	augustus_masked-flattened_line_24-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.96&CDS=1-1173
532	OG0000532	YBL079W	augustus_masked-flattened_line_80-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.112&CDS=1-4527
533	OG0000533	YBL080C	augustus_masked-flattened_line_24-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.128&CDS=1-1473
534	OG0000534	YBL084C	genemark-flattened_line_0-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.30&CDS=1-2238
535	OG0000535	YBL086C	augustus_masked-flattened_line_12-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.128&CDS=1-1332
536	OG0000536	YBL088C	maker-flattened_line_86-augustus-gene-0.106-mRNA-1_1&gene=maker-flattened_line_86-augustus-gene-0.106&CDS=1-9036
537	OG0000537	YBL090W	augustus_masked-flattened_line_0-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.56&CDS=1-537
538	OG0000538	YBL091C	augustus_masked-flattened_line_0-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.69&CDS=1-1236
539	OG0000539	YBL092W	augustus_masked-flattened_line_78-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.93&CDS=1-390
540	OG0000540	YBL093C	genemark-flattened_line_78-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.26&CDS=1-528
541	OG0000541	YBL095W	augustus_masked-flattened_line_8-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.84&CDS=1-2202
542	OG0000542	YBL097W	augustus_masked-flattened_line_28-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.51&CDS=1-2343
543	OG0000543	YBL099W	maker-flattened_line_12-augustus-gene-2.67-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.67&CDS=1-1632
544	OG0000544	YBL102W	augustus_masked-flattened_line_18-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.51&CDS=1-648
545	OG0000545	YBL103C	augustus_masked-flattened_line_18-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.50&CDS=1-1722
546	OG0000546	YBL104C	maker-flattened_line_70-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_70-snap-gene-0.49&CDS=1-5136
547	OG0000547	YBL107C	snap_masked-flattened_line_62-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.98&CDS=1-657
548	OG0000548	YBR003W	augustus_masked-flattened_line_22-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.46&CDS=1-1467
549	OG0000549	YBR004C	augustus_masked-flattened_line_64-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.30&CDS=1-1203
550	OG0000550	YBR011C	snap_masked-flattened_line_52-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.147&CDS=1-855
551	OG0000551	YBR017C	augustus_masked-flattened_line_12-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.113&CDS=1-2820
552	OG0000552	YBR022W	augustus_masked-flattened_line_156-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.12&CDS=1-567
553	OG0000553	YBR023C	augustus_masked-flattened_line_2-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.60&CDS=1-3876
554	OG0000554	YBR026C	maker-flattened_line_6-snap-gene-3.90-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.90&CDS=1-1503
555	OG0000555	YBR028C	maker-flattened_line_156-augustus-gene-0.9-mRNA-1_1&gene=maker-flattened_line_156-augustus-gene-0.9&CDS=1-2580
556	OG0000556	YBR029C	augustus_masked-flattened_line_4-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.120&CDS=1-1323
557	OG0000557	YBR030W	genemark-flattened_line_26-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.130&CDS=1-3384
558	OG0000558	YBR034C	snap_masked-flattened_line_24-processed-gene-1.57-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.57&CDS=1-1605
559	OG0000559	YBR035C	augustus_masked-flattened_line_0-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.64&CDS=1-717
560	OG0000560	YBR039W	augustus_masked-flattened_line_30-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.212&CDS=1-2673
561	OG0000561	YBR041W	snap_masked-flattened_line_20-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.68&CDS=1-2028
562	OG0000562	YBR043C	augustus_masked-flattened_line_68-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.38&CDS=1-4809
563	OG0000563	YBR046C	augustus_masked-flattened_line_28-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.67&CDS=1-1023
564	OG0000564	YBR056W	augustus_masked-flattened_line_4-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.110&CDS=1-1503
565	OG0000565	YBR057C	snap_masked-flattened_line_58-processed-gene-0.174-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.174&CDS=1-1329
566	OG0000566	YBR058C	snap_masked-flattened_line_58-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.145&CDS=1-2346
567	OG0000567	YBR060C	augustus_masked-flattened_line_34-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.117&CDS=1-1893
568	OG0000568	YBR061C	augustus_masked-flattened_line_116-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.65&CDS=1-903
569	OG0000569	YBR062C	augustus_masked-flattened_line_116-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.66&CDS=1-558
570	OG0000570	YBR065C	augustus_masked-flattened_line_116-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.67&CDS=1-920
571	OG0000571	YBR070C	genemark-flattened_line_116-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.15&CDS=1-639
572	OG0000572	YBR074W	augustus_masked-flattened_line_14-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.64&CDS=1-2841
573	OG0000573	YBR079C	augustus_masked-flattened_line_46-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.145&CDS=1-2811
574	OG0000574	YBR080C	augustus_masked-flattened_line_8-processed-gene-3.198-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.198&CDS=1-2283
575	OG0000575	YBR081C	augustus_masked-flattened_line_54-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.183&CDS=1-3699
576	OG0000576	YBR082C	augustus_masked-flattened_line_66-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.12&CDS=1-441
577	OG0000577	YBR085W	augustus_masked-flattened_line_36-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.48&CDS=1-918
578	OG0000578	YBR086C	snap_masked-flattened_line_8-processed-gene-3.127-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.127&CDS=1-2091
579	OG0000579	YBR087W	augustus_masked-flattened_line_24-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.121&CDS=1-1167
580	OG0000580	YBR088C	maker-flattened_line_44-augustus-gene-0.211-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.211&CDS=1-777
581	OG0000581	YBR095C	augustus_masked-flattened_line_0-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.111&CDS=1-954
582	OG0000582	YBR097W	augustus_masked-flattened_line_24-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.5&CDS=1-6354
583	OG0000583	YBR101C	augustus_masked-flattened_line_24-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.110&CDS=1-921
584	OG0000584	YBR103W	augustus_masked-flattened_line_0-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.58&CDS=1-1704
585	OG0000585	YBR106W	augustus_masked-flattened_line_10-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.91&CDS=1-570
586	OG0000586	YBR110W	augustus_masked-flattened_line_54-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.134&CDS=1-1437
587	OG0000587	YBR111C	augustus_masked-flattened_line_14-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.21&CDS=1-645
588	OG0000588	YBR114W	augustus_masked-flattened_line_4-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.84&CDS=1-6618
589	OG0000589	YBR115C	augustus_masked-flattened_line_32-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.79&CDS=1-4164
590	OG0000590	YBR120C	augustus_masked-flattened_line_12-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.125&CDS=1-474
591	OG0000591	YBR121C	snap_masked-flattened_line_70-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.84&CDS=1-1968
592	OG0000592	YBR122C	augustus_masked-flattened_line_68-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.28&CDS=1-549
593	OG0000593	YBR123C	genemark-flattened_line_64-processed-gene-0.180-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.180&CDS=1-1695
594	OG0000594	YBR127C	maker-flattened_line_10-augustus-gene-1.6-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.6&CDS=1-3609
595	OG0000595	YBR133C	augustus_masked-flattened_line_68-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.30&CDS=1-2478
596	OG0000596	YBR136W	augustus_masked-flattened_line_68-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.5&CDS=1-7206
597	OG0000597	YBR141C	augustus_masked-flattened_line_16-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.101&CDS=1-1065
598	OG0000598	YBR142W	augustus_masked-flattened_line_16-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.86&CDS=1-2514
599	OG0000599	YBR143C	augustus_masked-flattened_line_16-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.102&CDS=1-1293
600	OG0000600	YBR146W	maker-flattened_line_38-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.5&CDS=1-4866
601	OG0000601	YBR149W	augustus_masked-flattened_line_78-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.105&CDS=1-942
602	OG0000602	YBR153W	augustus_masked-flattened_line_38-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.160&CDS=1-705
603	OG0000603	YBR154C	augustus_masked-flattened_line_38-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.120&CDS=1-642
604	OG0000604	YBR155W	augustus_masked-flattened_line_4-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.115&CDS=1-1269
605	OG0000605	YBR158W	augustus_masked-flattened_line_54-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.146&CDS=1-1935
606	OG0000606	YBR160W	maker-flattened_line_2-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.0&CDS=1-1959
607	OG0000607	YBR162C	maker-flattened_line_38-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.0&CDS=1-2670
608	OG0000608	YBR163W	augustus_masked-flattened_line_56-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.170&CDS=1-2382
609	OG0000609	YBR164C	augustus_masked-flattened_line_0-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.85&CDS=1-528
610	OG0000610	YBR166C	augustus_masked-flattened_line_0-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.86&CDS=1-1332
611	OG0000611	YBR167C	augustus_masked-flattened_line_10-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.82&CDS=1-372
612	OG0000612	YBR171W	augustus_masked-flattened_line_32-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.76&CDS=1-732
613	OG0000613	YBR173C	snap_masked-flattened_line_32-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.124&CDS=1-438
614	OG0000614	YBR176W	augustus_masked-flattened_line_22-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.131&CDS=1-906
615	OG0000615	YBR179C	augustus_masked-flattened_line_92-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.11&CDS=1-2568
616	OG0000616	YBR185C	augustus_masked-flattened_line_6-processed-gene-3.249-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.249&CDS=1-870
617	OG0000617	YBR192W	augustus_masked-flattened_line_90-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.54&CDS=1-1137
618	OG0000618	YBR196C	augustus_masked-flattened_line_32-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.86&CDS=1-3069
619	OG0000619	YBR198C	snap_masked-flattened_line_32-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.137&CDS=1-2502
620	OG0000620	YBR201W	augustus_masked-flattened_line_62-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.190&CDS=1-912
621	OG0000621	YBR203W	snap_masked-flattened_line_0-processed-gene-2.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.72&CDS=1-3039
622	OG0000622	YBR204C	augustus_masked-flattened_line_0-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.68&CDS=1-1869
623	OG0000623	YBR208C	maker-flattened_line_84-augustus-gene-0.63-mRNA-1_1&gene=maker-flattened_line_84-augustus-gene-0.63&CDS=1-6921
624	OG0000624	YBR212W	augustus_masked-flattened_line_22-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.122&CDS=1-1872
625	OG0000625	YBR213W	maker-flattened_line_22-augustus-gene-1.5-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-1.5&CDS=1-840
626	OG0000626	YBR215W	snap_masked-flattened_line_20-processed-gene-1.68-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.68&CDS=1-1341
627	OG0000627	YBR218C	augustus_masked-flattened_line_72-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.83&CDS=1-3546
628	OG0000628	YBR220C	augustus_masked-flattened_line_72-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.82&CDS=1-2184
629	OG0000629	YBR221C	augustus_masked-flattened_line_64-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.18&CDS=1-1080
630	OG0000630	YBR223C	augustus_masked-flattened_line_16-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.142&CDS=1-1917
631	OG0000631	YBR228W	augustus_masked-flattened_line_74-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.65&CDS=1-1017
632	OG0000632	YBR229C	augustus_masked-flattened_line_8-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.91&CDS=1-2832
633	OG0000633	YBR231C	augustus_masked-flattened_line_24-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.115&CDS=1-1005
634	OG0000634	YBR233W	snap_masked-flattened_line_24-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.17&CDS=1-1446
635	OG0000635	YBR234C	augustus_masked-flattened_line_68-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.16&CDS=1-1086
636	OG0000636	YBR235W	snap_masked-flattened_line_2-processed-gene-4.88-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.88&CDS=1-3960
637	OG0000637	YBR239C	maker-flattened_line_110-snap-gene-0.29-mRNA-1_1&gene=maker-flattened_line_110-snap-gene-0.29&CDS=1-1722
638	OG0000638	YBR243C	augustus_masked-flattened_line_110-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.44&CDS=1-1197
639	OG0000639	YBR246W	augustus_masked-flattened_line_62-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.195&CDS=1-1113
640	OG0000640	YBR247C	augustus_masked-flattened_line_62-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.145&CDS=1-1503
641	OG0000641	YBR248C	augustus_masked-flattened_line_62-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.144&CDS=1-1677
642	OG0000642	YBR251W	augustus_masked-flattened_line_0-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.40&CDS=1-933
643	OG0000643	YBR254C	augustus_masked-flattened_line_10-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.72&CDS=1-426
644	OG0000644	YBR255C-A	augustus_masked-flattened_line_14-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.37&CDS=1-432
645	OG0000645	YBR256C	augustus_masked-flattened_line_30-processed-gene-0.263-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.263&CDS=1-705
646	OG0000646	YBR257W	augustus_masked-flattened_line_20-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.77&CDS=1-879
647	OG0000647	YBR260C	maker-flattened_line_80-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.1&CDS=1-2649
648	OG0000648	YBR261C	augustus_masked-flattened_line_8-processed-gene-3.199-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.199&CDS=1-756
649	OG0000649	YBR265W	augustus_masked-flattened_line_4-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.31&CDS=1-927
650	OG0000650	YBR267W	augustus_masked-flattened_line_118-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_118-processed-gene-0.6&CDS=1-1203
651	OG0000651	YBR268W	maker-flattened_line_52-augustus-gene-0.16-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.16&CDS=1-1905
652	OG0000652	YBR269C	augustus_masked-flattened_line_6-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.63&CDS=1-390
653	OG0000653	YBR271W	augustus_masked-flattened_line_6-processed-gene-3.221-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.221&CDS=1-1248
654	OG0000654	YBR274W	snap_masked-flattened_line_84-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.12&CDS=1-1650
655	OG0000655	YBR276C	snap_masked-flattened_line_46-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.101&CDS=1-3501
656	OG0000656	YBR279W	augustus_masked-flattened_line_38-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.152&CDS=1-1191
657	OG0000657	YBR281C	augustus_masked-flattened_line_4-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.108&CDS=1-2877
