	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034939_Komagataella_pseudopastoris
645	OG0000645	YBR203W	snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.109&CDS=1-1557
646	OG0000646	YBR204C	augustus_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.53&CDS=1-1137
647	OG0000647	YBR208C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-0.30&CDS=1-5496
648	OG0000648	YBR213W	augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.59&CDS=1-822
649	OG0000649	YBR215W	snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-0.104&CDS=1-1521
650	OG0000650	YBR217W	snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-0.103&CDS=1-426
651	OG0000651	YBR220C	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.131-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.131&CDS=1-1731
652	OG0000652	YBR221C	snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.218-mRNA-1_1&gene=snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.218&CDS=1-1095
653	OG0000653	YBR223C	augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.12&CDS=1-1683
654	OG0000654	YBR227C	augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-4.97&CDS=1-3090
655	OG0000655	YBR228W	augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-4.142&CDS=1-660
656	OG0000656	YBR229C	snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-0.118&CDS=1-2703
657	OG0000657	YBR234C	genemark-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-2.43-mRNA-1_1&gene=genemark-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-2.43&CDS=1-2124
658	OG0000658	YBR235W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-1.124&CDS=1-3483
659	OG0000659	YBR236C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-1.123&CDS=1-1389
660	OG0000660	YBR241C	snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.26&CDS=1-1479
661	OG0000661	YBR243C	augustus_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.145&CDS=1-1260
662	OG0000662	YBR246W	snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.61&CDS=1-1053
663	OG0000663	YBR247C	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.243-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.243&CDS=1-1407
664	OG0000664	YBR248C	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.244-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.244&CDS=1-1683
665	OG0000665	YBR251W	augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.109&CDS=1-891
666	OG0000666	YBR254C	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-0.58&CDS=1-396
667	OG0000667	YBR255W	augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-0.35&CDS=1-2025
668	OG0000668	YBR256C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.83&CDS=1-705
669	OG0000669	YBR257W	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.238-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.238&CDS=1-861
670	OG0000670	YBR260C	maker-NODE_8_length_499880_cov_32.4034_ID_15-augustus-gene-3.7-mRNA-1_1&gene=maker-NODE_8_length_499880_cov_32.4034_ID_15-augustus-gene-3.7&CDS=1-3000
671	OG0000671	YBR261C	snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.246-mRNA-1_1&gene=snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.246&CDS=1-711
672	OG0000672	YBR265W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.75-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.75&CDS=1-942
673	OG0000673	YBR268W	snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.11&CDS=1-306
674	OG0000674	YBR269C	snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.18&CDS=1-414
675	OG0000675	YBR272C	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-4.130&CDS=1-1440
676	OG0000676	YBR274W	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.154-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.154&CDS=1-1638
677	OG0000677	YBR275C	augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.132&CDS=1-2853
678	OG0000678	YBR276C	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.103&CDS=1-3042
679	OG0000679	YBR278W	augustus_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-1.111&CDS=1-327
680	OG0000680	YBR279W	augustus_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.88&CDS=1-1182
681	OG0000681	YBR280C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-9.151-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-9.151&CDS=1-1623
682	OG0000682	YBR281C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.103&CDS=1-2628
683	OG0000683	YBR282W	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-1.56&CDS=1-447
684	OG0000684	YBR286W	snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.254-mRNA-1_1&gene=snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.254&CDS=1-1524
685	OG0000685	YBR287W	snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.97&CDS=1-1362
686	OG0000686	YBR288C	snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-0.111&CDS=1-1377
687	OG0000687	YBR291C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-2.47&CDS=1-879
688	OG0000688	YBR293W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.59-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.59&CDS=1-1662
689	OG0000689	YBR296C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.28&CDS=1-1719
690	OG0000690	YCL001W	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-4.107&CDS=1-567
691	OG0000691	YCL004W	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-4.108&CDS=1-1473
692	OG0000692	YCL005W-A	maker-NODE_7_length_555879_cov_32.5039_ID_13-snap-gene-2.49-mRNA-1_1&gene=maker-NODE_7_length_555879_cov_32.5039_ID_13-snap-gene-2.49&CDS=1-216
693	OG0000693	YCL008C	genemark-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-2.108&CDS=1-1257
694	OG0000694	YCL009C	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.90&CDS=1-891
695	OG0000695	YCL010C	augustus_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.237&CDS=1-1980
696	OG0000696	YCL014W	snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.125-mRNA-1_1&gene=snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.125&CDS=1-2868
697	OG0000697	YCL016C	snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.165&CDS=1-1017
698	OG0000698	YCL017C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.3&CDS=1-1395
699	OG0000699	YCL018W	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-0.5&CDS=1-1125
700	OG0000700	YCL029C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.94&CDS=1-1173
701	OG0000701	YCL030C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.95-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.95&CDS=1-2550
702	OG0000702	YCL031C	snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.75&CDS=1-846
703	OG0000703	YCL032W	snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.47&CDS=1-1083
704	OG0000704	YCL033C	snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.102&CDS=1-372
705	OG0000705	YCL034W	snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.142&CDS=1-1134
706	OG0000706	YCL038C	snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-0.49&CDS=1-1659
707	OG0000707	YCL039W	snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.98&CDS=1-1551
708	OG0000708	YCL043C	snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.101&CDS=1-1545
709	OG0000709	YCL045C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.43&CDS=1-2496
710	OG0000710	YCL048W	genemark-NODE_25_length_32070_cov_47.9328_ID_49-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_25_length_32070_cov_47.9328_ID_49-processed-gene-0.12&CDS=1-1332
711	OG0000711	YCL054W	snap_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.20&CDS=1-2472
712	OG0000712	YCL055W	snap_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.67&CDS=1-1104
713	OG0000713	YCL057C-A	snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.20&CDS=1-249
714	OG0000714	YCL057W	snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.9&CDS=1-2181
715	OG0000715	YCL059C	snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.19&CDS=1-942
716	OG0000716	YCL061C	snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_23_length_42618_cov_34.8587_ID_45-processed-gene-0.7&CDS=1-3099
717	OG0000717	YCR003W	snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.100&CDS=1-537
718	OG0000718	YCR008W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.91&CDS=1-1617
719	OG0000719	YCR009C	maker-NODE_4_length_670543_cov_35.4121_ID_7-snap-gene-4.2-mRNA-1_1&gene=maker-NODE_4_length_670543_cov_35.4121_ID_7-snap-gene-4.2&CDS=1-792
720	OG0000720	YCR011C	maker-NODE_2_length_799181_cov_33.4065_ID_3-augustus-gene-4.8-mRNA-1_1&gene=maker-NODE_2_length_799181_cov_33.4065_ID_3-augustus-gene-4.8&CDS=1-7017
721	OG0000721	YCR012W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.166-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.166&CDS=1-1248
722	OG0000722	YCR014C	augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.118&CDS=1-3009
723	OG0000723	YCR016W	augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.119&CDS=1-2160
724	OG0000724	YCR017C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.93&CDS=1-2895
725	OG0000725	YCR023C	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.132-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.132&CDS=1-1719
726	OG0000726	YCR027C	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.186-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.186&CDS=1-552
727	OG0000727	YCR028C-A	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.47&CDS=1-381
728	OG0000728	YCR030C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.30&CDS=1-2640
729	OG0000729	YCR032W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.103&CDS=1-6492
730	OG0000730	YCR033W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.104-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.104&CDS=1-2568
731	OG0000731	YCR035C	augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.25&CDS=1-1101
732	OG0000732	YCR036W	augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.44&CDS=1-1023
733	OG0000733	YCR042C	augustus_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-2.62&CDS=1-6990
734	OG0000734	YCR044C	snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.47&CDS=1-366
735	OG0000735	YCR047C	augustus_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.125&CDS=1-2388
736	OG0000736	YCR053W	maker-NODE_6_length_584922_cov_32.2926_ID_11-snap-gene-4.0-mRNA-1_1&gene=maker-NODE_6_length_584922_cov_32.2926_ID_11-snap-gene-4.0&CDS=1-2883
737	OG0000737	YCR054C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.46-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.46&CDS=1-1515
738	OG0000738	YCR057C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.45-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.45&CDS=1-2610
739	OG0000739	YCR059C	augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.153&CDS=1-891
740	OG0000740	YCR060W	genemark-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.300-mRNA-1_1&gene=genemark-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.300&CDS=1-738
741	OG0000741	YCR061W	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.98-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.98&CDS=1-1953
742	OG0000742	YCR063W	snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.20&CDS=1-423
743	OG0000743	YCR066W	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.102&CDS=1-1005
744	OG0000744	YCR068W	maker-NODE_11_length_354078_cov_37.7079_ID_21-snap-gene-0.143-mRNA-1_1&gene=maker-NODE_11_length_354078_cov_37.7079_ID_21-snap-gene-0.143&CDS=1-2847
745	OG0000745	YCR072C	augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-6.135&CDS=1-2103
746	OG0000746	YCR075C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-1.105&CDS=1-732
747	OG0000747	YCR077C	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.76&CDS=1-2532
748	OG0000748	YCR079W	genemark-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.219-mRNA-1_1&gene=genemark-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-2.219&CDS=1-1593
749	OG0000749	YCR081W	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.84&CDS=1-4614
750	OG0000750	YCR084C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.158-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-5.158&CDS=1-1785
751	OG0000751	YCR086W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-10.56-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-10.56&CDS=1-1008
752	OG0000752	YCR088W	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-2.141&CDS=1-1680
753	OG0000753	YCR090C	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-3.177-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-3.177&CDS=1-465
754	OG0000754	YCR092C	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-4.63&CDS=1-3015
755	OG0000755	YCR093W	augustus_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_18_length_156365_cov_33.01_ID_35-processed-gene-0.132&CDS=1-8634
756	OG0000756	YCR097W	snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.123&CDS=1-612
757	OG0000757	YDL001W	snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.122-mRNA-1_1&gene=snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.122&CDS=1-1233
758	OG0000758	YDL003W	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-2.93&CDS=1-1689
759	OG0000759	YDL004W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-4.95-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-4.95&CDS=1-483
760	OG0000760	YDL006W	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.196-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.196&CDS=1-1185
761	OG0000761	YDL007W	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.195-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.195&CDS=1-1314
762	OG0000762	YDL008W	maker-NODE_7_length_555879_cov_32.5039_ID_13-snap-gene-4.14-mRNA-1_1&gene=maker-NODE_7_length_555879_cov_32.5039_ID_13-snap-gene-4.14&CDS=1-387
763	OG0000763	YDL014W	genemark-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_20_length_144930_cov_36.6757_ID_39-processed-gene-0.76&CDS=1-960
764	OG0000764	YDL015C	genemark-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.151-mRNA-1_1&gene=genemark-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.151&CDS=1-960
765	OG0000765	YDL017W	genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.23-mRNA-1_1&gene=genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.23&CDS=1-2061
