	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034999_Cephaloascus_fragrans
483	OG0000483	YML085C	augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-1.110&CDS=1-1341, snap_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.173-mRNA-1_1&gene=snap_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.173&CDS=1-1335
484	OG0000484	YML100W, YMR261C	augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-1.39&CDS=1-3150
485	OG0000485	YML106W, YMR271C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-3.7&CDS=1-660
486	OG0000486	YML109W, YMR273C	augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-1.1&CDS=1-3414
487	OG0000487	YMR020W	augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.176&CDS=1-1455, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.30&CDS=1-1416
488	OG0000488	YMR119W, YNL008C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.44&CDS=1-2022
489	OG0000489	YMR155W	augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-0.3&CDS=1-1440, genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-8.136-mRNA-1_1&gene=genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-8.136&CDS=1-1437
490	OG0000490	YMR177W, YPL224C	augustus_masked-NODE_20_length_180764_cov_12.2714_ID_39-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-NODE_20_length_180764_cov_12.2714_ID_39-processed-gene-0.212&CDS=1-1470
491	OG0000491	YMR182C, YPL230W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-12.22&CDS=1-1539
492	OG0000492	YMR183C, YPL232W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-8.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-8.83&CDS=1-873
493	OG0000493	YMR199W, YPL256C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-6.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-6.12&CDS=1-1452
494	OG0000494	YMR215W	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-2.197-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-2.197&CDS=1-1491, augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-8.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-8.25&CDS=1-1719
495	OG0000495	YMR222C, YOR280C	augustus_masked-NODE_32_length_58435_cov_13.1255_ID_63-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_32_length_58435_cov_13.1255_ID_63-processed-gene-0.5&CDS=1-759
496	OG0000496	YMR230W, YOR293W	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.124&CDS=1-363
497	OG0000497	YMR233W, YOR295W	maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-0.30-mRNA-1_1&gene=maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-0.30&CDS=1-762
498	OG0000498	YMR237W, YOR299W	maker-NODE_1_length_1709425_cov_12.0966_ID_1-snap-gene-8.9-mRNA-1_1&gene=maker-NODE_1_length_1709425_cov_12.0966_ID_1-snap-gene-8.9&CDS=1-2487
499	OG0000499	YMR238W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-16.50&CDS=1-894, augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-NODE_27_length_134901_cov_12.4581_ID_53-processed-gene-0.161&CDS=1-1149
500	OG0000500	YMR242C, YOR312C	genemark-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.32-mRNA-1_1&gene=genemark-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.32&CDS=1-516
501	OG0000501	YMR243C, YOR316C	genemark-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.108&CDS=1-1347
502	OG0000502	YMR253C, YPL264C	augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.1&CDS=1-1248
503	OG0000503	YNL020C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-4.3&CDS=1-2307, maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-1.105-mRNA-1_1&gene=maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-1.105&CDS=1-2808
504	OG0000504	YNL027W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.113&CDS=1-1395, augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-3.119&CDS=1-1848
505	OG0000505	YNL042W	augustus_masked-NODE_33_length_54555_cov_12.285_ID_65-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_33_length_54555_cov_12.285_ID_65-processed-gene-0.54&CDS=1-891, snap_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.59&CDS=1-1902
506	OG0000506	YNL108C, YOR110W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.226-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-2.226&CDS=1-1302
507	OG0000507	YNL125C	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-0.33&CDS=1-1659, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-0.38&CDS=1-1791
508	OG0000508	YNL192W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.27-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.27&CDS=1-4791, snap_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.114-mRNA-1_1&gene=snap_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.114&CDS=1-3618
509	OG0000509	YNL208W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.23&CDS=1-714, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.25&CDS=1-600
510	OG0000510	YNL231C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-3.161-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-3.161&CDS=1-1071, augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.130&CDS=1-1014
511	OG0000511	YNL274C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-3.8&CDS=1-1068, augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-6.84&CDS=1-1032
512	OG0000512	YNL283C, YOL105C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-1.23&CDS=1-1203
513	OG0000513	YNL301C, YOL120C	maker-NODE_8_length_448648_cov_12.3749_ID_15-snap-gene-3.134-mRNA-1_1&gene=maker-NODE_8_length_448648_cov_12.3749_ID_15-snap-gene-3.134&CDS=1-978
514	OG0000514	YOL075C	augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-1.103&CDS=1-3888, augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.15&CDS=1-3852
515	OG0000515	YOL116W	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.57&CDS=1-1338, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.65-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.65&CDS=1-1053
516	OG0000516	YOL119C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.186-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.186&CDS=1-1542, maker-NODE_4_length_1243373_cov_12.0868_ID_7-snap-gene-3.58-mRNA-1_1&gene=maker-NODE_4_length_1243373_cov_12.0868_ID_7-snap-gene-3.58&CDS=1-3126
517	OG0000517	YOL152W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-0.2&CDS=1-2004, augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.7&CDS=1-2034
518	OG0000518	YOR049C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-1.14&CDS=1-1317, augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-1.15&CDS=1-1110
519	OG0000519	YOR059C	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-0.19&CDS=1-1539, augustus_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-0.102&CDS=1-1857
520	OG0000520	YOR084W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-3.23&CDS=1-1125, augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-4.18&CDS=1-615
521	OG0000521	YOR126C	augustus_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-0.114&CDS=1-741, maker-NODE_13_length_301457_cov_12.8257_ID_25-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_13_length_301457_cov_12.8257_ID_25-augustus-gene-0.3&CDS=1-729
522	OG0000522	YOR197W	augustus_masked-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_30_length_77561_cov_103.49_ID_59-processed-gene-0.4&CDS=1-1581, maker-NODE_6_length_814577_cov_12.2606_ID_11-snap-gene-0.115-mRNA-1_1&gene=maker-NODE_6_length_814577_cov_12.2606_ID_11-snap-gene-0.115&CDS=1-2652
523	OG0000523	YOR222W, YPL134C	maker-NODE_34_length_52672_cov_12.626_ID_67-augustus-gene-0.52-mRNA-1_1&gene=maker-NODE_34_length_52672_cov_12.626_ID_67-augustus-gene-0.52&CDS=1-864
524	OG0000524	YOR226C, YPL135W	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.41&CDS=1-552
525	OG0000525	YOR231W, YPL140C	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.77&CDS=1-1431
526	OG0000526	YOR233W, YPL141C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-1.103&CDS=1-2490
527	OG0000527	YOR234C, YPL143W	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.29&CDS=1-321
528	OG0000528	YOR237W, YPL145C	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.28&CDS=1-1272
529	OG0000529	YOR256C, YPL176C	augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-1.94&CDS=1-2475
530	OG0000530	YOR270C	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-2.120&CDS=1-2580, maker-NODE_19_length_196446_cov_12.3899_ID_37-augustus-gene-0.189-mRNA-1_1&gene=maker-NODE_19_length_196446_cov_12.3899_ID_37-augustus-gene-0.189&CDS=1-2472
531	OG0000531	YOR388C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-13.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-13.64&CDS=1-1167, augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.204-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.204&CDS=1-1089
532	OG0000532	YOR390W, YPL279C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-5.3&CDS=1-1248
533	OG0000533	YPL088W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-3.24&CDS=1-1041, augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-9.127&CDS=1-1020
534	OG0000534	YPL113C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-9.133&CDS=1-1089, maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-9.101-mRNA-1_1&gene=maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-9.101&CDS=1-1137
535	OG0000535	YPL123C	augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.4&CDS=1-1236, augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.6&CDS=1-819
536	OG0000536	YPL262W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.37-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.37&CDS=1-1470, genemark-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.141&CDS=1-1392
537	OG0000537	YPR003C	augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.22&CDS=1-2262, augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-4.8&CDS=1-2235
538	OG0000538	YPR013C, YPR015C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-3.80&CDS=1-1266
539	OG0000539	YPR159W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-9.8&CDS=1-2073, augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-3.127&CDS=1-2127
540	OG0000540	YPR161C	augustus_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_13_length_301457_cov_12.8257_ID_25-processed-gene-1.132&CDS=1-2700, augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.31&CDS=1-2364
541	OG0000541	YPR169W-A, YPR170W-B	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.22&CDS=1-255
542	OG0000542	YPR181C	maker-NODE_10_length_360733_cov_12.93_ID_19-augustus-gene-2.4-mRNA-1_1&gene=maker-NODE_10_length_360733_cov_12.93_ID_19-augustus-gene-2.4&CDS=1-2262, maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-4.38-mRNA-1_1&gene=maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-4.38&CDS=1-2253
543	OG0000543	YAL001C	maker-NODE_7_length_529925_cov_12.1952_ID_13-augustus-gene-4.8-mRNA-1_1&gene=maker-NODE_7_length_529925_cov_12.1952_ID_13-augustus-gene-4.8&CDS=1-3621
544	OG0000544	YAL002W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.19-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.19&CDS=1-4305
545	OG0000545	YAL003W	maker-NODE_7_length_529925_cov_12.1952_ID_13-augustus-gene-4.6-mRNA-1_1&gene=maker-NODE_7_length_529925_cov_12.1952_ID_13-augustus-gene-4.6&CDS=1-636
546	OG0000546	YAL008W	augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.9&CDS=1-645
547	OG0000547	YAL009W	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.17&CDS=1-1182
548	OG0000548	YAL010C	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.69&CDS=1-1344
549	OG0000549	YAL011W	augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.40&CDS=1-2571
550	OG0000550	YAL012W	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.1&CDS=1-1182
551	OG0000551	YAL013W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-2.105&CDS=1-1419
552	OG0000552	YAL016W	maker-NODE_3_length_1365740_cov_12.258_ID_5-augustus-gene-9.91-mRNA-1_1&gene=maker-NODE_3_length_1365740_cov_12.258_ID_5-augustus-gene-9.91&CDS=1-1887
553	OG0000553	YAL019W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-1.57&CDS=1-3141
554	OG0000554	YAL020C	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-1.77&CDS=1-1086
555	OG0000555	YAL021C	genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.76-mRNA-1_1&gene=genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-9.76&CDS=1-2244
556	OG0000556	YAL022C	maker-NODE_3_length_1365740_cov_12.258_ID_5-snap-gene-12.9-mRNA-1_1&gene=maker-NODE_3_length_1365740_cov_12.258_ID_5-snap-gene-12.9&CDS=1-1662
557	OG0000557	YAL024C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-8.5&CDS=1-4314
558	OG0000558	YAL025C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-3.140&CDS=1-909
559	OG0000559	YAL026C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-4.0-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-4.0&CDS=1-3987
560	OG0000560	YAL027W	augustus_masked-NODE_35_length_37639_cov_12.4365_ID_69-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_35_length_37639_cov_12.4365_ID_69-processed-gene-0.3&CDS=1-639
561	OG0000561	YAL031C	augustus_masked-NODE_31_length_73414_cov_12.5368_ID_61-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_31_length_73414_cov_12.5368_ID_61-processed-gene-0.114&CDS=1-2805
562	OG0000562	YAL032C	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.42&CDS=1-936
563	OG0000563	YAL033W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.43-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-9.43&CDS=1-486
564	OG0000564	YAL034W-A	augustus_masked-NODE_31_length_73414_cov_12.5368_ID_61-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_31_length_73414_cov_12.5368_ID_61-processed-gene-0.112&CDS=1-930
565	OG0000565	YAL035W	augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.43&CDS=1-3120
566	OG0000566	YAL036C	augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.8&CDS=1-1101
567	OG0000567	YAL038W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-0.109&CDS=1-1509
568	OG0000568	YAL039C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-3.31&CDS=1-798
569	OG0000569	YAL041W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-4.116&CDS=1-2247
570	OG0000570	YAL042W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-4.115&CDS=1-1233
571	OG0000571	YAL043C	maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-5.77-mRNA-1_1&gene=maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-5.77&CDS=1-2322
572	OG0000572	YAL044C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.185-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-12.185&CDS=1-525
