	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035018_Candida_canberraensis
547	OG0000547	YBL086C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.130-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-3.130&CDS=1-1254
548	OG0000548	YBL090W	snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-1.152&CDS=1-513
549	OG0000549	YBL091C	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-6.13-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-6.13&CDS=1-1254
550	OG0000550	YBL092W	augustus_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.88&CDS=1-396
551	OG0000551	YBL093C	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.40&CDS=1-510
552	OG0000552	YBL095W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.213-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.213&CDS=1-651
553	OG0000553	YBL097W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-3.51&CDS=1-2259
554	OG0000554	YBL098W	genemark-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-2.74-mRNA-1_1&gene=genemark-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-2.74&CDS=1-1401
555	OG0000555	YBL099W	maker-NODE_17_length_419275_cov_12.6388_ID_33-snap-gene-3.174-mRNA-1_1&gene=maker-NODE_17_length_419275_cov_12.6388_ID_33-snap-gene-3.174&CDS=1-1635
556	OG0000556	YBL102W	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.112&CDS=1-630
557	OG0000557	YBL103C	genemark-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.144&CDS=1-1512
558	OG0000558	YBL107C	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-1.37&CDS=1-516
559	OG0000559	YBR003W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-1.75&CDS=1-1431
560	OG0000560	YBR004C	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.126&CDS=1-1281
561	OG0000561	YBR006W	genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-5.0-mRNA-1_1&gene=genemark-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-5.0&CDS=1-1476
562	OG0000562	YBR007C	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-0.31&CDS=1-1965
563	OG0000563	YBR008C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-0.14&CDS=1-1644
564	OG0000564	YBR011C	genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-0.83&CDS=1-861
565	OG0000565	YBR017C	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.209-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.209&CDS=1-2766
566	OG0000566	YBR018C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.6&CDS=1-1191
567	OG0000567	YBR019C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-3.4&CDS=1-2037
568	OG0000568	YBR022W	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-1.59&CDS=1-504
569	OG0000569	YBR023C	snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_24_length_232095_cov_14.0762_ID_47-processed-gene-1.96&CDS=1-3576
570	OG0000570	YBR026C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-2.49&CDS=1-1131
571	OG0000571	YBR028C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-0.91&CDS=1-1320
572	OG0000572	YBR029C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.44&CDS=1-1302
573	OG0000573	YBR030W	snap_masked-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_25_length_210459_cov_14.7801_ID_49-processed-gene-1.76&CDS=1-1989
574	OG0000574	YBR034C	snap_masked-NODE_30_length_88583_cov_14.424_ID_59-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_30_length_88583_cov_14.424_ID_59-processed-gene-0.19&CDS=1-1005
575	OG0000575	YBR035C	genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-6.6-mRNA-1_1&gene=genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-6.6&CDS=1-690
576	OG0000576	YBR037C	snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.198-mRNA-1_1&gene=snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.198&CDS=1-897
577	OG0000577	YBR039W	maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-4.114-mRNA-1_1&gene=maker-NODE_6_length_695809_cov_13.1576_ID_11-snap-gene-4.114&CDS=1-1095
578	OG0000578	YBR041W	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.74&CDS=1-1962
579	OG0000579	YBR042C	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.25&CDS=1-1221
580	OG0000580	YBR043C	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.47&CDS=1-2082
581	OG0000581	YBR046C	genemark-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.125-mRNA-1_1&gene=genemark-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-4.125&CDS=1-1002
582	OG0000582	YBR053C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-6.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-6.89&CDS=1-969
583	OG0000583	YBR055C	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-2.64&CDS=1-2658
584	OG0000584	YBR056W	augustus_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_20_length_325768_cov_22.689_ID_39-processed-gene-0.78&CDS=1-1500
585	OG0000585	YBR057C	genemark-NODE_32_length_66078_cov_14.8893_ID_63-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_32_length_66078_cov_14.8893_ID_63-processed-gene-0.74&CDS=1-801
586	OG0000586	YBR058C	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.159-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.159&CDS=1-2358
587	OG0000587	YBR060C	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.145-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.145&CDS=1-2256
588	OG0000588	YBR061C	genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-1.127&CDS=1-894
589	OG0000589	YBR065C	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.77-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.77&CDS=1-1014
590	OG0000590	YBR070C	maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-8.120-mRNA-1_1&gene=maker-NODE_2_length_957285_cov_16.5771_ID_3-snap-gene-8.120&CDS=1-2670
591	OG0000591	YBR073W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.101-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.101&CDS=1-2622
592	OG0000592	YBR074W	snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.100-mRNA-1_1&gene=snap_masked-NODE_2_length_957285_cov_16.5771_ID_3-processed-gene-8.100&CDS=1-2898
593	OG0000593	YBR079C	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.102-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.102&CDS=1-2670
594	OG0000594	YBR080C	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.107&CDS=1-2388
595	OG0000595	YBR081C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.149-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.149&CDS=1-3627
596	OG0000596	YBR082C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.148-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-5.148&CDS=1-441
597	OG0000597	YBR083W	snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_16_length_462514_cov_13.0784_ID_31-processed-gene-2.92&CDS=1-2412
598	OG0000598	YBR085W	genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-1.78-mRNA-1_1&gene=genemark-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-1.78&CDS=1-903
599	OG0000599	YBR086C	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-4.49&CDS=1-2457
600	OG0000600	YBR087W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-0.86&CDS=1-1083
601	OG0000601	YBR088C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.6-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.6&CDS=1-777
602	OG0000602	YBR091C	genemark-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.122-mRNA-1_1&gene=genemark-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.122&CDS=1-318
603	OG0000603	YBR094W	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.3-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.3&CDS=1-2121
604	OG0000604	YBR095C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.27-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.27&CDS=1-879
605	OG0000605	YBR096W	snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_4_length_881975_cov_16.5187_ID_7-processed-gene-2.64&CDS=1-729
606	OG0000606	YBR097W	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.45&CDS=1-4395
607	OG0000607	YBR098W	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.59&CDS=1-2088
608	OG0000608	YBR101C	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-0.73&CDS=1-852
609	OG0000609	YBR102C	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.24&CDS=1-2202
610	OG0000610	YBR103W	snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_23_length_252339_cov_12.3514_ID_45-processed-gene-1.46&CDS=1-1650
611	OG0000611	YBR106W	snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.199-mRNA-1_1&gene=snap_masked-NODE_26_length_182433_cov_12.5761_ID_51-processed-gene-0.199&CDS=1-576
612	OG0000612	YBR110W	snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_13_length_496732_cov_18.5747_ID_25-processed-gene-3.112&CDS=1-1410
613	OG0000613	YBR111C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.62&CDS=1-618
614	OG0000614	YBR111W-A	genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.83-mRNA-1_1&gene=genemark-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.83&CDS=1-300
615	OG0000615	YBR112C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.47&CDS=1-2514
616	OG0000616	YBR114W	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-2.91&CDS=1-2445
617	OG0000617	YBR115C	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-2.89&CDS=1-4173
618	OG0000618	YBR120C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-2.43&CDS=1-336
619	OG0000619	YBR121C	snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-0.7&CDS=1-1959
620	OG0000620	YBR122C	snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_8_length_661647_cov_16.5428_ID_15-processed-gene-3.22&CDS=1-501
621	OG0000621	YBR123C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.48-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.48&CDS=1-1749
622	OG0000622	YBR125C	augustus_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.171-mRNA-1_1&gene=augustus_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.171&CDS=1-1029
623	OG0000623	YBR126C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-8.87&CDS=1-1425
624	OG0000624	YBR127C	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-2.72&CDS=1-1515
625	OG0000625	YBR130C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.34-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.34&CDS=1-1611
626	OG0000626	YBR131W	genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-2.105&CDS=1-2187
627	OG0000627	YBR132C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.12-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-6.12&CDS=1-1659
628	OG0000628	YBR133C	genemark-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.18-mRNA-1_1&gene=genemark-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.18&CDS=1-1470
629	OG0000629	YBR135W	genemark-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.8-mRNA-1_1&gene=genemark-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.8&CDS=1-303
630	OG0000630	YBR136W	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-3.38&CDS=1-7029
631	OG0000631	YBR137W	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.46-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.46&CDS=1-477
632	OG0000632	YBR141C	genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.30&CDS=1-1206
633	OG0000633	YBR142W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.219-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.219&CDS=1-2346
634	OG0000634	YBR143C	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.184-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.184&CDS=1-1314
635	OG0000635	YBR146W	genemark-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.168-mRNA-1_1&gene=genemark-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.168&CDS=1-915
636	OG0000636	YBR149W	genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-0.85&CDS=1-981
637	OG0000637	YBR151W	snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_19_length_335725_cov_15.726_ID_37-processed-gene-1.40&CDS=1-894
638	OG0000638	YBR153W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.99-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-4.99&CDS=1-738
639	OG0000639	YBR154C	maker-NODE_10_length_566260_cov_17.1707_ID_19-snap-gene-4.129-mRNA-1_1&gene=maker-NODE_10_length_566260_cov_17.1707_ID_19-snap-gene-4.129&CDS=1-642
640	OG0000640	YBR155W	maker-NODE_17_length_419275_cov_12.6388_ID_33-snap-gene-2.50-mRNA-1_1&gene=maker-NODE_17_length_419275_cov_12.6388_ID_33-snap-gene-2.50&CDS=1-6294
641	OG0000641	YBR158W	snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.155-mRNA-1_1&gene=snap_masked-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-3.155&CDS=1-1764
642	OG0000642	YBR159W	snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-2.86-mRNA-1_1&gene=snap_masked-NODE_15_length_463217_cov_12.2587_ID_29-processed-gene-2.86&CDS=1-1023
643	OG0000643	YBR160W	maker-NODE_15_length_463217_cov_12.2587_ID_29-snap-gene-2.71-mRNA-1_1&gene=maker-NODE_15_length_463217_cov_12.2587_ID_29-snap-gene-2.71&CDS=1-2835
644	OG0000644	YBR162C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-0.61&CDS=1-1446
645	OG0000645	YBR162W-A	genemark-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-1.2&CDS=1-186
646	OG0000646	YBR163W	augustus_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-4.23&CDS=1-1842
647	OG0000647	YBR164C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-8.51-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-8.51&CDS=1-555
648	OG0000648	YBR166C	snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-8.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1418990_cov_15.6188_ID_1-processed-gene-8.69&CDS=1-1329
649	OG0000649	YBR167C	genemark-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_22_length_273261_cov_24.3239_ID_43-processed-gene-1.63&CDS=1-354
650	OG0000650	YBR170C	snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.13-mRNA-1_1&gene=snap_masked-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-5.13&CDS=1-1743
651	OG0000651	YBR171W	snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_11_length_523697_cov_18.1994_ID_21-processed-gene-3.46&CDS=1-630
652	OG0000652	YBR173C	genemark-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_28_length_115578_cov_13.6458_ID_55-processed-gene-0.47&CDS=1-444
653	OG0000653	YBR176W	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.41-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-5.41&CDS=1-918
654	OG0000654	YBR179C	genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-2.9-mRNA-1_1&gene=genemark-NODE_14_length_488644_cov_13.1912_ID_27-processed-gene-2.9&CDS=1-2595
655	OG0000655	YBR182C	snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.73&CDS=1-1683
656	OG0000656	YBR185C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-1.73&CDS=1-837
657	OG0000657	YBR187W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.51&CDS=1-954
658	OG0000658	YBR192W	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.67&CDS=1-1080
659	OG0000659	YBR193C	snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_7_length_663911_cov_18.1544_ID_13-processed-gene-0.66&CDS=1-639
660	OG0000660	YBR195C	genemark-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_21_length_279017_cov_21.0683_ID_41-processed-gene-0.70&CDS=1-1233
661	OG0000661	YBR196C	snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_6_length_695809_cov_13.1576_ID_11-processed-gene-1.32&CDS=1-1656
662	OG0000662	YBR198C	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-5.132-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-5.132&CDS=1-2340
663	OG0000663	YBR199W	genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.141-mRNA-1_1&gene=genemark-NODE_12_length_500968_cov_12.9947_ID_23-processed-gene-3.141&CDS=1-1395
664	OG0000664	YBR200W	augustus_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-NODE_5_length_764123_cov_13.2646_ID_9-processed-gene-5.99&CDS=1-1716
665	OG0000665	YBR202W	snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_10_length_566260_cov_17.1707_ID_19-processed-gene-1.18&CDS=1-2376
666	OG0000666	YBR203W	genemark-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_9_length_607260_cov_13.454_ID_17-processed-gene-1.113&CDS=1-2079
667	OG0000667	YBR204C	snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.167-mRNA-1_1&gene=snap_masked-NODE_17_length_419275_cov_12.6388_ID_33-processed-gene-3.167&CDS=1-1926
668	OG0000668	YBR208C	maker-NODE_16_length_462514_cov_13.0784_ID_31-snap-gene-3.58-mRNA-1_1&gene=maker-NODE_16_length_462514_cov_13.0784_ID_31-snap-gene-3.58&CDS=1-10284
669	OG0000669	YBR212W	snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_3_length_931105_cov_16.3301_ID_5-processed-gene-3.63&CDS=1-1995
