	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034615_Saturnispora_zaruensis
110	OG0000110	YHL019C, YPL259C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.154-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.154&CDS=1-1374, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.52-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.52&CDS=1-1764
111	OG0000111	YHL033C, YLL045C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.60-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.60&CDS=1-789, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.32&CDS=1-795
112	OG0000112	YHR028C, YOR219C	maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-0.2&CDS=1-3489, snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.278-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.278&CDS=1-2850
113	OG0000113	YHR031C, YML061C	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.192&CDS=1-1797, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-9.121-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-9.121&CDS=1-2643
114	OG0000114	YHR036W, YPL189C-A	maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-2.156-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-2.156&CDS=1-1212, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.127&CDS=1-987
115	OG0000115	YHR179W, YPL171C	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.133&CDS=1-2379, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.31&CDS=1-285
116	OG0000116	YIL038C, YPR072W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-1.149-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-1.149&CDS=1-2013, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.44-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.44&CDS=1-1932
117	OG0000117	YIL121W, YNL065W	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.79&CDS=1-1554, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.128&CDS=1-1572
118	OG0000118	YIR013C, YLR013W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.296-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.296&CDS=1-558, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.108&CDS=1-1470
119	OG0000119	YJL065C, YOR358W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.9&CDS=1-405, snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.247-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.247&CDS=1-471
120	OG0000120	YJL089W, YMR280C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.14&CDS=1-3096, snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.59&CDS=1-3276
121	OG0000121	YJL116C, YNL066W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.51&CDS=1-1233, snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.15&CDS=1-1056
122	OG0000122	YJL190C, YLR367W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-5.153-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-5.153&CDS=1-390, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.15&CDS=1-390
123	OG0000123	YJL194W, YML065W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.133-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.133&CDS=1-1578, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.44&CDS=1-2253
124	OG0000124	YJL200C, YLR304C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.126-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.126&CDS=1-2334, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.143&CDS=1-2340
125	OG0000125	YJR059W, YKL198C	augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.53&CDS=1-1953, augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.81&CDS=1-1764
126	OG0000126	YJR075W	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.74-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.74&CDS=1-1245, snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.176-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.176&CDS=1-1221, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.135-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.135&CDS=1-1260
127	OG0000127	YJR152W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.48-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.48&CDS=1-1545, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.19&CDS=1-1593, snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.118&CDS=1-1572
128	OG0000128	YKL029C	augustus_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.77&CDS=1-1884, augustus_masked-NODE_54_length_848_cov_100.542_ID_107-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_54_length_848_cov_100.542_ID_107-processed-gene-0.1&CDS=1-786, snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.215-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.215&CDS=1-1809
129	OG0000129	YKL088W, YKR072C	maker-NODE_8_length_383177_cov_39.865_ID_15-augustus-gene-2.217-mRNA-1_1&gene=maker-NODE_8_length_383177_cov_39.865_ID_15-augustus-gene-2.217&CDS=1-3132, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.29&CDS=1-915
130	OG0000130	YKL124W, YMR171C	augustus_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.118&CDS=1-927, augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.80&CDS=1-1413
131	OG0000131	YKL221W, YNL125C	maker-NODE_6_length_515559_cov_44.7286_ID_11-augustus-gene-4.0-mRNA-1_1&gene=maker-NODE_6_length_515559_cov_44.7286_ID_11-augustus-gene-4.0&CDS=1-2931, snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-0.24&CDS=1-1683
132	OG0000132	YKL222C, YLR266C, YOR162C, YOR172W	
133	OG0000133	YKR001C, YLL001W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-12.216-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-12.216&CDS=1-5241, snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.9&CDS=1-2109
134	OG0000134	YKR039W	maker-NODE_1_length_1371552_cov_40.6037_ID_1-augustus-gene-6.96-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-augustus-gene-6.96&CDS=1-3639, maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-3.91-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-3.91&CDS=1-4350, snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.48-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.48&CDS=1-1770
135	OG0000135	YLL057C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.34&CDS=1-1302, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.108&CDS=1-1305, snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.42-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.42&CDS=1-1311
136	OG0000136	YLR146C, YPR069C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.39-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.39&CDS=1-864, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.154-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.154&CDS=1-876
137	OG0000137	YLR152C, YNL095C, YOR092W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-0.126&CDS=1-3891
138	OG0000138	YLR188W, YPL270W	augustus_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.23&CDS=1-3498, snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.153&CDS=1-2211
139	OG0000139	YLR300W, YOR190W	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.72-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.72&CDS=1-1338, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.155-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.155&CDS=1-1272
140	OG0000140	YLR433C, YML057W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.109-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.109&CDS=1-1599, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.128&CDS=1-1689
141	OG0000141	YLR454W, YPR117W	augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.89&CDS=1-8040, genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.70&CDS=1-7611
142	OG0000142	YML116W, YMR279C, YOR378W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.45&CDS=1-1635
143	OG0000143	YMR215W, YOL030W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.75&CDS=1-1374, maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-5.97-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-5.97&CDS=1-3099
144	OG0000144	YMR237W, YOR299W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.55&CDS=1-2088, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.11&CDS=1-2085
145	OG0000145	YMR266W, YOL084W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.120-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.120&CDS=1-2700, snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.128-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-7.128&CDS=1-2520
146	OG0000146	YNL104C, YOR108W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.26&CDS=1-1740, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.76&CDS=1-1758
147	OG0000147	YNL183C, YOR267C	maker-NODE_3_length_1190395_cov_43.5002_ID_5-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_3_length_1190395_cov_43.5002_ID_5-snap-gene-0.49&CDS=1-1872, snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.51&CDS=1-2046
148	OG0000148	YOL087C, YOR269W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.137&CDS=1-1461, snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.29&CDS=1-2907
149	OG0000149	YOR334W, YPL060W	augustus_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.95&CDS=1-1227, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.141-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.141&CDS=1-1149
150	OG0000150	YAL015C, YOL043C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.143-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.143&CDS=1-1161
151	OG0000151	YAL017W, YOL045W	genemark-NODE_20_length_39510_cov_45.3143_ID_39-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_20_length_39510_cov_45.3143_ID_39-processed-gene-0.22&CDS=1-3108
152	OG0000152	YAL030W, YOR327C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.129-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.129&CDS=1-378
153	OG0000153	YAL034C, YOR338W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.142&CDS=1-1236
154	OG0000154	YAL051W, YLL054C, YOR363C	
155	OG0000155	YAL060W, YAL061W	maker-NODE_8_length_383177_cov_39.865_ID_15-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_8_length_383177_cov_39.865_ID_15-snap-gene-0.49&CDS=1-3390
156	OG0000156	YAL062W, YOR375C	maker-NODE_7_length_395067_cov_41.3947_ID_13-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_7_length_395067_cov_41.3947_ID_13-augustus-gene-0.98&CDS=1-2628
157	OG0000157	YAR042W, YDL019C	maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-5.53-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-5.53&CDS=1-4038
158	OG0000158	YBL002W, YDR224C	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.121&CDS=1-381
159	OG0000159	YBL003C, YDR225W	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.144&CDS=1-393
160	OG0000160	YBL009W, YGL021W	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.46&CDS=1-2106
161	OG0000161	YBL027W, YBR084C-A	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.38&CDS=1-573
162	OG0000162	YBL064C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.114-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.114&CDS=1-675, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.119-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.119&CDS=1-726
163	OG0000163	YBL072C, YER102W	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.294-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.294&CDS=1-591
164	OG0000164	YBL079W, YER105C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.105&CDS=1-4443
165	OG0000165	YBL085W, YER114C	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.46&CDS=1-2745
166	OG0000166	YBL087C, YER117W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.129&CDS=1-411
167	OG0000167	YBL091C-A, YER120W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.4-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.4&CDS=1-681
168	OG0000168	YBL097W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.7-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.7&CDS=1-2316, snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.99&CDS=1-2415
169	OG0000169	YBL101C, YPR030W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-2.43&CDS=1-3237
170	OG0000170	YBL106C, YPR032W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.8&CDS=1-3321
171	OG0000171	YBR001C, YDR001C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.309-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.309&CDS=1-2415
172	OG0000172	YBR009C, YNL030W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.28&CDS=1-309
173	OG0000173	YBR010W, YNL031C	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.63&CDS=1-405
174	OG0000174	YBR014C, YDL010W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.122-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.122&CDS=1-801
175	OG0000175	YBR016W, YDL012C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.146-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-5.146&CDS=1-288
176	OG0000176	YBR028C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.42&CDS=1-1266, snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.52&CDS=1-1290
177	OG0000177	YBR031W, YDR012W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.68-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.68&CDS=1-1056
178	OG0000178	YBR033W, YKL038W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.138-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.138&CDS=1-2466
179	OG0000179	YBR042C, YDR018C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.45-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.45&CDS=1-1185
180	OG0000180	YBR048W, YDR025W	maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-8.149-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-8.149&CDS=1-465
181	OG0000181	YBR067C, YIL011W	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-1.36&CDS=1-585
182	OG0000182	YBR078W, YDR055W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.2-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.2&CDS=1-1317
183	OG0000183	YBR084W, YGR204W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.31-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.31&CDS=1-1974
184	OG0000184	YBR089C-A, YPR052C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.149-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.149&CDS=1-330
185	OG0000185	YBR104W, YPR058W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-1.33&CDS=1-912
186	OG0000186	YBR118W, YPR080W	snap_masked-NODE_42_length_1357_cov_78.7961_ID_83-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_42_length_1357_cov_78.7961_ID_83-processed-gene-0.0&CDS=1-1335
187	OG0000187	YBR132C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.34&CDS=1-1737, snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.105&CDS=1-1836
