	OrthologID	Saccharomyces_cerevisiae	yHAB136_Kazachstania_bromeliacearum
604	OG0000604	YBR141C	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.186-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.186&CDS=1-1011
605	OG0000605	YBR142W	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.163-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.163&CDS=1-2208
606	OG0000606	YBR143C	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.187-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.187&CDS=1-1308
607	OG0000607	YBR146W	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.165-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.165&CDS=1-765
608	OG0000608	YBR149W	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.190-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.190&CDS=1-969
609	OG0000609	YBR151W	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.189-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.189&CDS=1-951
610	OG0000610	YBR152W	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.188-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.188&CDS=1-750
611	OG0000611	YBR153W	augustus_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.121&CDS=1-714
612	OG0000612	YBR154C	augustus_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-5.102&CDS=1-645
613	OG0000613	YBR155W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.18&CDS=1-1146
614	OG0000614	YBR156C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.57&CDS=1-2241
615	OG0000615	YBR157C	augustus_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.127&CDS=1-774
616	OG0000616	YBR158W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.19&CDS=1-1602
617	OG0000617	YBR160W	maker-NODE_26_length_129937_cov_20.3153_ID_51-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_26_length_129937_cov_20.3153_ID_51-snap-gene-0.5&CDS=1-1911
618	OG0000618	YBR162C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.59&CDS=1-1440
619	OG0000619	YBR162W-A	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.23&CDS=1-192
620	OG0000620	YBR163W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.24&CDS=1-1425
621	OG0000621	YBR164C	snap_masked-NODE_37_length_99903_cov_20.9673_ID_73-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_37_length_99903_cov_20.9673_ID_73-processed-gene-0.35&CDS=1-549
622	OG0000622	YBR165W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.76&CDS=1-774
623	OG0000623	YBR166C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.44&CDS=1-1380
624	OG0000624	YBR167C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.43&CDS=1-420
625	OG0000625	YBR168W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.75&CDS=1-972
626	OG0000626	YBR171W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.74&CDS=1-684
627	OG0000627	YBR173C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.39&CDS=1-474
628	OG0000628	YBR176W	maker-NODE_26_length_129937_cov_20.3153_ID_51-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_26_length_129937_cov_20.3153_ID_51-augustus-gene-0.4&CDS=1-1785
629	OG0000629	YBR177C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.37&CDS=1-1365
630	OG0000630	YBR179C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.36&CDS=1-2541
631	OG0000631	YBR185C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.34&CDS=1-768
632	OG0000632	YBR186W	maker-NODE_37_length_99903_cov_20.9673_ID_73-snap-gene-0.91-mRNA-1_1&gene=maker-NODE_37_length_99903_cov_20.9673_ID_73-snap-gene-0.91&CDS=1-1680
633	OG0000633	YBR187W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.70&CDS=1-849
634	OG0000634	YBR192W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.67&CDS=1-1101
635	OG0000635	YBR193C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.31&CDS=1-663
636	OG0000636	YBR194W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.66&CDS=1-384
637	OG0000637	YBR195C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.30&CDS=1-1272
638	OG0000638	YBR196C	augustus_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.98&CDS=1-1644
639	OG0000639	YBR198C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.28&CDS=1-2346
640	OG0000640	YBR200W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.65&CDS=1-1815
641	OG0000641	YBR201W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.64&CDS=1-321
642	OG0000642	YBR202W	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.63&CDS=1-2490
643	OG0000643	YBR203W	augustus_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.131&CDS=1-2589
644	OG0000644	YBR204C	augustus_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.95&CDS=1-1065
645	OG0000645	YBR205W	maker-NODE_26_length_129937_cov_20.3153_ID_51-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_26_length_129937_cov_20.3153_ID_51-augustus-gene-0.1&CDS=1-2559
646	OG0000646	YBR208C	snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_26_length_129937_cov_20.3153_ID_51-processed-gene-0.25&CDS=1-5484
647	OG0000647	YBR211C	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.18&CDS=1-504
648	OG0000648	YBR212W	augustus_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.59&CDS=1-1203
649	OG0000649	YBR215W	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.27&CDS=1-1368
650	OG0000650	YBR217W	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.26&CDS=1-501
651	OG0000651	YBR222C	maker-NODE_51_length_67151_cov_20.3142_ID_101-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_51_length_67151_cov_20.3142_ID_101-augustus-gene-0.6&CDS=1-2625
652	OG0000652	YBR225W	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.25&CDS=1-2580
653	OG0000653	YBR227C	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.11&CDS=1-1527
654	OG0000654	YBR228W	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.24&CDS=1-867
655	OG0000655	YBR229C	snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_51_length_67151_cov_20.3142_ID_101-processed-gene-0.10&CDS=1-2781
656	OG0000656	YBR230C	augustus_masked-NODE_90_length_14960_cov_22.0048_ID_179-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_90_length_14960_cov_22.0048_ID_179-processed-gene-0.6&CDS=1-405
657	OG0000657	YBR231C	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.159-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.159&CDS=1-909
658	OG0000658	YBR233W-A	genemark-NODE_12_length_246126_cov_21.8889_ID_23-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_12_length_246126_cov_21.8889_ID_23-processed-gene-0.20&CDS=1-300
659	OG0000659	YBR234C	augustus_masked-NODE_12_length_246126_cov_21.8889_ID_23-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_12_length_246126_cov_21.8889_ID_23-processed-gene-0.102&CDS=1-3021
660	OG0000660	YBR235W	augustus_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.18&CDS=1-4479
661	OG0000661	YBR236C	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.160&CDS=1-1257
662	OG0000662	YBR237W	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.109&CDS=1-2559
663	OG0000663	YBR238C	augustus_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.65&CDS=1-2484
664	OG0000664	YBR239C	augustus_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.66&CDS=1-1656
665	OG0000665	YBR243C	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.163&CDS=1-1344
666	OG0000666	YBR246W	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.114&CDS=1-1140
667	OG0000667	YBR247C	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.165&CDS=1-1407
668	OG0000668	YBR248C	maker-NODE_10_length_278180_cov_22.5073_ID_19-augustus-gene-1.198-mRNA-1_1&gene=maker-NODE_10_length_278180_cov_22.5073_ID_19-augustus-gene-1.198&CDS=1-2757
669	OG0000669	YBR251W	augustus_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.91&CDS=1-1215
670	OG0000670	YBR254C	snap_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.136-mRNA-1_1&gene=snap_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.136&CDS=1-516
671	OG0000671	YBR255C-A	snap_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.135&CDS=1-369
672	OG0000672	YBR255W	augustus_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.90&CDS=1-2172
673	OG0000673	YBR256C	snap_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_18_length_183210_cov_20.8765_ID_35-processed-gene-0.133&CDS=1-702
674	OG0000674	YBR257W	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-3.84&CDS=1-843
675	OG0000675	YBR258C	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.84&CDS=1-372
676	OG0000676	YBR260C	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.85&CDS=1-2121
677	OG0000677	YBR261C	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.86&CDS=1-705
678	OG0000678	YBR262C	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.87&CDS=1-309
679	OG0000679	YBR265W	maker-NODE_56_length_57615_cov_21.2126_ID_111-augustus-gene-0.103-mRNA-1_1&gene=maker-NODE_56_length_57615_cov_21.2126_ID_111-augustus-gene-0.103&CDS=1-1239
680	OG0000680	YBR267W	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.92&CDS=1-1197
681	OG0000681	YBR268W	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.91&CDS=1-330
682	OG0000682	YBR270C	maker-NODE_56_length_57615_cov_21.2126_ID_111-snap-gene-0.100-mRNA-1_1&gene=maker-NODE_56_length_57615_cov_21.2126_ID_111-snap-gene-0.100&CDS=1-2091
683	OG0000683	YBR271W	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.90&CDS=1-1221
684	OG0000684	YBR272C	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.72&CDS=1-1422
685	OG0000685	YBR273C	snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NODE_1_length_611906_cov_21.093_ID_1-processed-gene-3.82&CDS=1-1296
686	OG0000686	YBR274W	augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.56&CDS=1-1614
687	OG0000687	YBR275C	augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.38&CDS=1-5313
688	OG0000688	YBR276C	augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.61&CDS=1-2355
689	OG0000689	YBR278W	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.75&CDS=1-708
690	OG0000690	YBR279W	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.76&CDS=1-1269
691	OG0000691	YBR280C	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.96&CDS=1-1773
692	OG0000692	YBR281C	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.97&CDS=1-2589
693	OG0000693	YBR282W	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.77&CDS=1-435
694	OG0000694	YBR283C	augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.64&CDS=1-1473
695	OG0000695	YBR286W	snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.80&CDS=1-1611
696	OG0000696	YBR287W	augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_56_length_57615_cov_21.2126_ID_111-processed-gene-0.49&CDS=1-2496
697	OG0000697	YBR289W	maker-NODE_40_length_94096_cov_21.267_ID_79-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_40_length_94096_cov_21.267_ID_79-snap-gene-0.1&CDS=1-3375
698	OG0000698	YBR291C	snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.74&CDS=1-894
699	OG0000699	YCL001W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.52-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.52&CDS=1-564
700	OG0000700	YCL002C	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.65&CDS=1-282
701	OG0000701	YCL004W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.51&CDS=1-1464
702	OG0000702	YCL005W-A	maker-NODE_2_length_515064_cov_21.8181_ID_3-snap-gene-3.134-mRNA-1_1&gene=maker-NODE_2_length_515064_cov_21.8181_ID_3-snap-gene-3.134&CDS=1-246
703	OG0000703	YCL009C	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.47&CDS=1-927
704	OG0000704	YCL014W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-3.44&CDS=1-4944
705	OG0000705	YCL017C	augustus_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.106&CDS=1-2619
706	OG0000706	YCL018W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-2.136&CDS=1-1089
707	OG0000707	YCL026C-B	snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.160&CDS=1-585
708	OG0000708	YCL027W	augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.74&CDS=1-1413
709	OG0000709	YCL028W	augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.71&CDS=1-1263
710	OG0000710	YCL030C	maker-NODE_29_length_115528_cov_22.4131_ID_57-augustus-gene-0.176-mRNA-1_1&gene=maker-NODE_29_length_115528_cov_22.4131_ID_57-augustus-gene-0.176&CDS=1-3831
711	OG0000711	YCL031C	snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.155&CDS=1-888
712	OG0000712	YCL032W	snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.128&CDS=1-900
713	OG0000713	YCL033C	augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.98&CDS=1-435
714	OG0000714	YCL034W	snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.127&CDS=1-1068
715	OG0000715	YCL035C	snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.153&CDS=1-327
716	OG0000716	YCL037C	snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.152&CDS=1-1350
717	OG0000717	YCL038C	augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.95&CDS=1-1524
718	OG0000718	YCL039W	augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.67&CDS=1-2139
719	OG0000719	YCL043C	snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.150&CDS=1-1527
720	OG0000720	YCL044C	snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.149-mRNA-1_1&gene=snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.149&CDS=1-945
721	OG0000721	YCL045C	genemark-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.34&CDS=1-2190
722	OG0000722	YCL047C	augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.91&CDS=1-798
723	OG0000723	YCL048W	snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.122&CDS=1-1368
724	OG0000724	YCL051W	augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_29_length_115528_cov_22.4131_ID_57-processed-gene-0.63&CDS=1-1575
