	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034761_Lipomyces_lipofer
249	OG0000249	YER054C, YIL045W	augustus_masked-flattened_line_38-processed-gene-0.244-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.244&CDS=1-2580
250	OG0000250	YER056C-A, YIL052C	augustus_masked-flattened_line_2-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.98&CDS=1-372
251	OG0000251	YER057C, YIL051C	maker-flattened_line_2-augustus-gene-0.8-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.8&CDS=1-378
252	OG0000252	YER058W	maker-flattened_line_8-augustus-gene-0.45-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.45&CDS=1-237, maker-flattened_line_8-augustus-gene-2.164-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.164&CDS=1-237
253	OG0000253	YER062C, YIL053W	maker-flattened_line_38-augustus-gene-0.13-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.13&CDS=1-774
254	OG0000254	YER074W, YIL069C	augustus_masked-flattened_line_15-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.85&CDS=1-393
255	OG0000255	YER081W, YIL074C	snap_masked-flattened_line_148-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.20&CDS=1-1545
256	OG0000256	YER107C	augustus_masked-flattened_line_19-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.156&CDS=1-1089, maker-flattened_line_166-augustus-gene-0.35-mRNA-1_1&gene=maker-flattened_line_166-augustus-gene-0.35&CDS=1-1089
257	OG0000257	YER131W, YGL189C	maker-flattened_line_664-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_664-augustus-gene-0.5&CDS=1-363
258	OG0000258	YER136W	maker-flattened_line_0-snap-gene-1.168-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.168&CDS=1-1329, maker-flattened_line_0-snap-gene-3.164-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.164&CDS=1-1329
259	OG0000259	YER143W	maker-flattened_line_0-snap-gene-1.169-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.169&CDS=1-1266, maker-flattened_line_0-snap-gene-3.163-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.163&CDS=1-1326
260	OG0000260	YER159C	augustus_masked-flattened_line_1-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.79&CDS=1-396, maker-flattened_line_1-augustus-gene-3.76-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.76&CDS=1-396
261	OG0000261	YFL004W, YPL019C	maker-flattened_line_284-augustus-gene-0.32-mRNA-1_1&gene=maker-flattened_line_284-augustus-gene-0.32&CDS=1-2361
262	OG0000262	YFL025C	maker-flattened_line_208-snap-gene-0.85-mRNA-1_1&gene=maker-flattened_line_208-snap-gene-0.85&CDS=1-2010, maker-flattened_line_292-snap-gene-0.49-mRNA-1_1&gene=maker-flattened_line_292-snap-gene-0.49&CDS=1-4146
263	OG0000263	YFL034C-A, YLR061W	maker-flattened_line_68-augustus-gene-0.84-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.84&CDS=1-354
264	OG0000264	YFL042C, YLR072W	maker-flattened_line_44-snap-gene-0.221-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.221&CDS=1-2586
265	OG0000265	YFL048C, YLR080W	maker-flattened_line_78-augustus-gene-0.83-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.83&CDS=1-1227
266	OG0000266	YFL050C, YOL130W	augustus_masked-flattened_line_110-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.81&CDS=1-2199
267	OG0000267	YFL053W	augustus_masked-flattened_line_102-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.35&CDS=1-1788, maker-flattened_line_114-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_114-snap-gene-0.1&CDS=1-1821
268	OG0000268	YFL061W, YNL335W	augustus_masked-flattened_line_162-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.3&CDS=1-714
269	OG0000269	YFR004W	maker-flattened_line_1-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.47&CDS=1-936, maker-flattened_line_1-augustus-gene-3.102-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.102&CDS=1-936
270	OG0000270	YFR031C-A, YIL018W	augustus_masked-flattened_line_29-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.118&CDS=1-762
271	OG0000271	YFR048W	augustus_masked-flattened_line_1-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.70&CDS=1-1758, snap_masked-flattened_line_1-processed-gene-2.143-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.143&CDS=1-1812
272	OG0000272	YGL020C	augustus_masked-flattened_line_1-processed-gene-3.229-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.229&CDS=1-609, snap_masked-flattened_line_1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-0.37&CDS=1-636
273	OG0000273	YGL035C	augustus_masked-flattened_line_35-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.0&CDS=1-1524, augustus_masked-flattened_line_35-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.75&CDS=1-1524
274	OG0000274	YGL049C, YGR162W	snap_masked-flattened_line_86-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.153&CDS=1-3171
275	OG0000275	YGL076C, YPL198W	augustus_masked-flattened_line_13-processed-gene-1.183-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.183&CDS=1-750
276	OG0000276	YGL082W, YPL191C	genemark-flattened_line_56-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.36&CDS=1-2013
277	OG0000277	YGL087C	augustus_masked-flattened_line_8-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.129&CDS=1-417, maker-flattened_line_8-augustus-gene-2.169-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.169&CDS=1-417
278	OG0000278	YGL092W	maker-flattened_line_8-augustus-gene-0.55-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.55&CDS=1-5517, maker-flattened_line_8-augustus-gene-2.151-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.151&CDS=1-5517
279	OG0000279	YGL096W, YPL177C	augustus_masked-flattened_line_300-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_300-processed-gene-0.17&CDS=1-807
280	OG0000280	YGL099W	augustus_masked-flattened_line_1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-0.89&CDS=1-1464, augustus_masked-flattened_line_1-processed-gene-3.265-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.265&CDS=1-1464
281	OG0000281	YGL133W, YPL216W	genemark-flattened_line_188-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.66&CDS=1-3066
282	OG0000282	YGL135W, YPL220W	maker-flattened_line_208-augustus-gene-0.22-mRNA-1_1&gene=maker-flattened_line_208-augustus-gene-0.22&CDS=1-651
283	OG0000283	YGL140C	genemark-flattened_line_46-processed-gene-0.224-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.224&CDS=1-3072, maker-flattened_line_134-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_134-augustus-gene-0.70&CDS=1-3063
284	OG0000284	YGL147C, YNL067W	augustus_masked-flattened_line_70-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.101&CDS=1-564
285	OG0000285	YGL150C	augustus_masked-flattened_line_1-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.64&CDS=1-4542, maker-flattened_line_1-augustus-gene-3.92-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.92&CDS=1-4542
286	OG0000286	YGL198W	augustus_masked-flattened_line_131-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.35&CDS=1-813, augustus_masked-flattened_line_131-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.6&CDS=1-813
287	OG0000287	YGL201C	maker-flattened_line_1-augustus-gene-0.42-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.42&CDS=1-2751, maker-flattened_line_1-augustus-gene-3.106-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.106&CDS=1-2751
288	OG0000288	YGL205W	maker-flattened_line_0-augustus-gene-1.6-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.6&CDS=1-2160, maker-flattened_line_0-augustus-gene-3.310-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.310&CDS=1-2160
289	OG0000289	YGL215W	augustus_masked-flattened_line_0-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.113&CDS=1-1341, augustus_masked-flattened_line_0-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.102&CDS=1-1341
290	OG0000290	YGL232W	maker-flattened_line_8-augustus-gene-0.57-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.57&CDS=1-627, maker-flattened_line_8-augustus-gene-2.149-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.149&CDS=1-723
291	OG0000291	YGL247W	augustus_masked-flattened_line_128-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.16&CDS=1-1455, augustus_masked-flattened_line_128-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.31&CDS=1-1455
292	OG0000292	YGL256W	maker-flattened_line_1-augustus-gene-0.43-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-0.43&CDS=1-1461, maker-flattened_line_1-augustus-gene-3.105-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-3.105&CDS=1-1461
293	OG0000293	YGR004W, YLR324W	augustus_masked-flattened_line_126-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.93&CDS=1-1518
294	OG0000294	YGR008C, YLR327C	maker-flattened_line_473-augustus-gene-0.22-mRNA-1_1&gene=maker-flattened_line_473-augustus-gene-0.22&CDS=1-348
295	OG0000295	YGR009C, YMR017W	augustus_masked-flattened_line_120-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.160&CDS=1-1371
296	OG0000296	YGR019W	maker-flattened_line_8-augustus-gene-1.12-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.12&CDS=1-1533, maker-flattened_line_8-augustus-gene-2.140-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.140&CDS=1-1533
297	OG0000297	YGR020C	maker-flattened_line_0-augustus-gene-0.141-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.141&CDS=1-357, maker-flattened_line_0-augustus-gene-3.297-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.297&CDS=1-357
298	OG0000298	YGR027C, YLR333C	augustus_masked-flattened_line_9-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-0.20&CDS=1-327
299	OG0000299	YGR034W, YLR344W	maker-flattened_line_17-augustus-gene-1.241-mRNA-1_1&gene=maker-flattened_line_17-augustus-gene-1.241&CDS=1-375
300	OG0000300	YGR038W, YLR350W	augustus_masked-flattened_line_31-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.85&CDS=1-558
301	OG0000301	YGR056W, YLR357W	maker-flattened_line_33-augustus-gene-0.10-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.10&CDS=1-2178
302	OG0000302	YGR070W, YLR371W	snap_masked-flattened_line_184-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_184-processed-gene-0.0&CDS=1-3699
303	OG0000303	YGR085C, YPR102C	augustus_masked-flattened_line_82-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.50&CDS=1-522
304	OG0000304	YGR089W	augustus_masked-flattened_line_0-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.144&CDS=1-2922, augustus_masked-flattened_line_0-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.90&CDS=1-2922
305	OG0000305	YGR092W, YPR111W	maker-flattened_line_68-augustus-gene-0.104-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.104&CDS=1-1782
306	OG0000306	YGR098C	maker-flattened_line_0-augustus-gene-0.139-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.139&CDS=1-4608, maker-flattened_line_0-augustus-gene-3.299-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.299&CDS=1-4566
307	OG0000307	YGR121C, YPR138C	augustus_masked-flattened_line_116-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.97&CDS=1-1482
308	OG0000308	YGR131W, YPR149W	augustus_masked-flattened_line_195-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_195-processed-gene-0.27&CDS=1-516
309	OG0000309	YGR136W, YPR154W	maker-flattened_line_195-augustus-gene-0.71-mRNA-1_1&gene=maker-flattened_line_195-augustus-gene-0.71&CDS=1-801
310	OG0000310	YGR138C, YPR156C	augustus_masked-flattened_line_19-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-1.162&CDS=1-1761
311	OG0000311	YGR141W, YPR157W	maker-flattened_line_195-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_195-augustus-gene-0.76&CDS=1-1272
312	OG0000312	YGR144W	augustus_masked-flattened_line_1-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.62&CDS=1-963, augustus_masked-flattened_line_1-processed-gene-3.246-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.246&CDS=1-963
313	OG0000313	YGR189C	maker-flattened_line_798-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_798-augustus-gene-0.0&CDS=1-1065, snap_masked-flattened_line_106-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.39&CDS=1-1701
314	OG0000314	YGR194C	maker-flattened_line_0-augustus-gene-1.18-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.18&CDS=1-1734, maker-flattened_line_0-augustus-gene-3.288-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.288&CDS=1-1734
315	OG0000315	YGR197C, YJR015W	augustus_masked-flattened_line_136-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.104&CDS=1-1497
316	OG0000316	YGR209C, YLR043C	augustus_masked-flattened_line_158-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.66&CDS=1-315
317	OG0000317	YGR214W, YLR048W	maker-flattened_line_142-augustus-gene-0.17-mRNA-1_1&gene=maker-flattened_line_142-augustus-gene-0.17&CDS=1-792
318	OG0000318	YGR230W	augustus_masked-flattened_line_8-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.140&CDS=1-312, augustus_masked-flattened_line_8-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.33&CDS=1-312
319	OG0000319	YGR238C, YHR158C	maker-flattened_line_4-augustus-gene-2.181-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.181&CDS=1-3069
320	OG0000320	YGR241C, YHR161C	augustus_masked-flattened_line_38-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.193&CDS=1-1842
321	OG0000321	YGR243W, YHR162W	maker-flattened_line_150-snap-gene-0.71-mRNA-1_1&gene=maker-flattened_line_150-snap-gene-0.71&CDS=1-387
322	OG0000322	YGR246C	snap_masked-flattened_line_35-processed-gene-0.240-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.240&CDS=1-1458, snap_masked-flattened_line_35-processed-gene-0.307-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.307&CDS=1-1458
323	OG0000323	YGR273C, YMR295C	maker-flattened_line_11-augustus-gene-2.154-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-2.154&CDS=1-663
324	OG0000324	YGR279C, YMR305C	augustus_masked-flattened_line_33-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.222&CDS=1-1326
325	OG0000325	YHL001W, YKL006W	augustus_masked-flattened_line_68-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.178&CDS=1-432
326	OG0000326	YHL003C, YKL008C	augustus_masked-flattened_line_38-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.213&CDS=1-1335
327	OG0000327	YHL010C	augustus_masked-flattened_line_8-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.132&CDS=1-1878, maker-flattened_line_8-augustus-gene-2.168-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.168&CDS=1-1878
328	OG0000328	YHL016C	snap_masked-flattened_line_1-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.107&CDS=1-2145, snap_masked-flattened_line_1-processed-gene-2.125-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-2.125&CDS=1-2145
329	OG0000329	YHL017W, YKL039W	augustus_masked-flattened_line_11-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.88&CDS=1-1797
330	OG0000330	YHL033C, YLL045C	augustus_masked-flattened_line_38-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.225&CDS=1-786
331	OG0000331	YHL039W, YPL208W	maker-flattened_line_48-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.69&CDS=1-1692
332	OG0000332	YHR001W, YKR003W	augustus_masked-flattened_line_33-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.237&CDS=1-1230
333	OG0000333	YHR008C	maker-flattened_line_8-augustus-gene-1.20-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.20&CDS=1-753, maker-flattened_line_8-augustus-gene-1.7-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.7&CDS=1-753
334	OG0000334	YHR013C	augustus_masked-flattened_line_36-processed-gene-0.282-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.282&CDS=1-573, snap_masked-flattened_line_340-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_340-processed-gene-0.7&CDS=1-624
335	OG0000335	YHR021C, YKL156W	augustus_masked-flattened_line_25-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.25&CDS=1-246
336	OG0000336	YHR038W	augustus_masked-flattened_line_8-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.148&CDS=1-744, augustus_masked-flattened_line_8-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.21&CDS=1-744
337	OG0000337	YHR039C	maker-flattened_line_8-augustus-gene-0.58-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-0.58&CDS=1-1866, maker-flattened_line_8-augustus-gene-2.148-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.148&CDS=1-1866
338	OG0000338	YHR039C-A	maker-flattened_line_8-snap-gene-0.87-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-0.87&CDS=1-345, maker-flattened_line_8-snap-gene-2.109-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.109&CDS=1-345
339	OG0000339	YHR115C, YNL116W	maker-flattened_line_152-augustus-gene-0.93-mRNA-1_1&gene=maker-flattened_line_152-augustus-gene-0.93&CDS=1-1287
340	OG0000340	YHR117W, YNL121C	maker-flattened_line_60-snap-gene-0.230-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.230&CDS=1-1842
341	OG0000341	YHR123W, YNL130C	augustus_masked-flattened_line_170-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.71&CDS=1-1215
342	OG0000342	YHR131C, YNL144C	augustus_masked-flattened_line_11-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.8&CDS=1-1311
343	OG0000343	YHR132W-A, YNL157W	maker-flattened_line_220-augustus-gene-0.55-mRNA-1_1&gene=maker-flattened_line_220-augustus-gene-0.55&CDS=1-375
344	OG0000344	YHR133C, YNL156C	augustus_masked-flattened_line_199-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_199-processed-gene-0.30&CDS=1-993
345	OG0000345	YHR141C, YNL162W	augustus_masked-flattened_line_110-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.76&CDS=1-318
346	OG0000346	YHR151C	maker-flattened_line_0-snap-gene-0.13-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.13&CDS=1-1743, snap_masked-flattened_line_0-processed-gene-3.243-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.243&CDS=1-1722
347	OG0000347	YHR155W, YNL257C	augustus_masked-flattened_line_164-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.63&CDS=1-3903
348	OG0000348	YHR189W	maker-flattened_line_74-augustus-gene-0.149-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.149&CDS=1-588, snap_masked-flattened_line_74-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.134&CDS=1-804
349	OG0000349	YHR203C, YJR145C	augustus_masked-flattened_line_2-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.187&CDS=1-783
350	OG0000350	YHR210C, YNR071C	augustus_masked-flattened_line_124-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.102&CDS=1-1077
351	OG0000351	YIL026C	maker-flattened_line_0-augustus-gene-2.129-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.129&CDS=1-3390, maker-flattened_line_0-augustus-gene-2.141-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.141&CDS=1-3390
352	OG0000352	YIL033C	augustus_masked-flattened_line_0-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.49&CDS=1-1209, augustus_masked-flattened_line_0-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.80&CDS=1-1209
353	OG0000353	YIL063C	maker-flattened_line_0-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.2&CDS=1-1503, maker-flattened_line_0-augustus-gene-3.314-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.314&CDS=1-1503
354	OG0000354	YIL085C, YNL029C	maker-flattened_line_13-augustus-gene-1.43-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.43&CDS=1-1509
355	OG0000355	YIL095W, YNL020C	snap_masked-flattened_line_68-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.33&CDS=1-3693
356	OG0000356	YIL105C, YNL047C	maker-flattened_line_154-augustus-gene-0.98-mRNA-1_1&gene=maker-flattened_line_154-augustus-gene-0.98&CDS=1-1971
357	OG0000357	YIL111W, YNL052W	maker-flattened_line_112-augustus-gene-0.110-mRNA-1_1&gene=maker-flattened_line_112-augustus-gene-0.110&CDS=1-393
358	OG0000358	YIL113W, YNL053W	genemark-flattened_line_166-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.82&CDS=1-1137
359	OG0000359	YIL114C, YNL055C	maker-flattened_line_25-augustus-gene-1.125-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-1.125&CDS=1-849
360	OG0000360	YIL117C, YNL058C	genemark-flattened_line_64-processed-gene-0.208-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.208&CDS=1-972
361	OG0000361	YIL124W	augustus_masked-flattened_line_354-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_354-processed-gene-0.1&CDS=1-909, snap_masked-flattened_line_692-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_692-processed-gene-0.3&CDS=1-909
362	OG0000362	YIL131C, YNL068C	maker-flattened_line_90-augustus-gene-0.189-mRNA-1_1&gene=maker-flattened_line_90-augustus-gene-0.189&CDS=1-1998
363	OG0000363	YIL151C, YKR096W	augustus_masked-flattened_line_218-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_218-processed-gene-0.41&CDS=1-2061
364	OG0000364	YIL160C	augustus_masked-flattened_line_8-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.133&CDS=1-1248, augustus_masked-flattened_line_8-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.40&CDS=1-1248
365	OG0000365	YIR013C, YLR013W	snap_masked-flattened_line_116-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.25&CDS=1-1356
366	OG0000366	YIR031C, YNL117W	augustus_masked-flattened_line_150-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.47&CDS=1-1620
367	OG0000367	YIR033W, YKL020C	augustus_masked-flattened_line_439-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_439-processed-gene-0.9&CDS=1-2691
368	OG0000368	YIR035C, YIR036C	maker-flattened_line_104-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_104-snap-gene-0.1&CDS=1-1290
369	OG0000369	YJL053W	maker-flattened_line_0-augustus-gene-1.5-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.5&CDS=1-882, maker-flattened_line_0-augustus-gene-3.311-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.311&CDS=1-882
370	OG0000370	YJL082W, YKR018C	snap_masked-flattened_line_33-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.113&CDS=1-2160
371	OG0000371	YJL083W, YKR019C	augustus_masked-flattened_line_23-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.77&CDS=1-2157
372	OG0000372	YJL084C, YKR021W	snap_masked-flattened_line_76-processed-gene-0.188-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.188&CDS=1-1866
373	OG0000373	YJL092W	genemark-flattened_line_35-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_35-processed-gene-0.113&CDS=1-3339, maker-flattened_line_35-augustus-gene-0.211-mRNA-1_1&gene=maker-flattened_line_35-augustus-gene-0.211&CDS=1-3024
