	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034757_Lipomyces_doorenjongii
323	OG0000323	YJR130C, YML082W	snap_masked-NODE_25_length_159947_cov_39.9757_ID_49-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_25_length_159947_cov_39.9757_ID_49-processed-gene-0.5&CDS=1-1779
324	OG0000324	YKL046C	augustus_masked-NODE_7_length_553805_cov_38.9959_ID_13-processed-gene-4.153-mRNA-1_1&gene=augustus_masked-NODE_7_length_553805_cov_38.9959_ID_13-processed-gene-4.153&CDS=1-1353, maker-NODE_22_length_197649_cov_39.6061_ID_43-augustus-gene-0.105-mRNA-1_1&gene=maker-NODE_22_length_197649_cov_39.6061_ID_43-augustus-gene-0.105&CDS=1-1293
325	OG0000325	YKL050C, YMR031C	maker-NODE_20_length_198982_cov_39.0335_ID_39-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_20_length_198982_cov_39.0335_ID_39-augustus-gene-0.71&CDS=1-2202
326	OG0000326	YKL072W, YMR053C	augustus_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-2.118&CDS=1-2916
327	OG0000327	YKL089W	snap_masked-NODE_25_length_159947_cov_39.9757_ID_49-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_25_length_159947_cov_39.9757_ID_49-processed-gene-0.2&CDS=1-1191, snap_masked-NODE_45_length_31186_cov_45.468_ID_89-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_45_length_31186_cov_45.468_ID_89-processed-gene-0.55&CDS=1-1917
328	OG0000328	YKL121W, YMR102C	maker-NODE_15_length_292928_cov_39.1004_ID_29-augustus-gene-1.87-mRNA-1_1&gene=maker-NODE_15_length_292928_cov_39.1004_ID_29-augustus-gene-1.87&CDS=1-2679
329	OG0000329	YKL126W, YMR104C	genemark-NODE_49_length_22312_cov_41.9005_ID_97-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_49_length_22312_cov_41.9005_ID_97-processed-gene-0.2&CDS=1-1785
330	OG0000330	YKL132C, YMR113W	augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.372-mRNA-1_1&gene=augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.372&CDS=1-1275
331	OG0000331	YKL133C, YMR115W	maker-NODE_50_length_17341_cov_42.2271_ID_99-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_50_length_17341_cov_42.2271_ID_99-augustus-gene-0.0&CDS=1-1242
332	OG0000332	YKL141W, YMR118C	augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-2.75&CDS=1-543
333	OG0000333	YKR066C	augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.174&CDS=1-1086, maker-NODE_11_length_429286_cov_39.6439_ID_21-snap-gene-2.133-mRNA-1_1&gene=maker-NODE_11_length_429286_cov_39.6439_ID_21-snap-gene-2.133&CDS=1-855
334	OG0000334	YKR076W, YMR251W	maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-6.315-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-6.315&CDS=1-1005
335	OG0000335	YKR089C, YOR081C	maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-6.94-mRNA-1_1&gene=maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-6.94&CDS=1-3081
336	OG0000336	YLL012W, YLR020C	snap_masked-NODE_6_length_613793_cov_40.4829_ID_11-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_6_length_613793_cov_40.4829_ID_11-processed-gene-3.146&CDS=1-1281
337	OG0000337	YLL028W	augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.244-mRNA-1_1&gene=augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.244&CDS=1-1851, augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.275-mRNA-1_1&gene=augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-3.275&CDS=1-1737
338	OG0000338	YLR029C, YMR121C	augustus_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-2.120&CDS=1-624
339	OG0000339	YLR188W	genemark-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-5.49-mRNA-1_1&gene=genemark-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-5.49&CDS=1-2073, maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-6.2-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-6.2&CDS=1-2223
340	OG0000340	YLR260W, YOR171C	maker-NODE_14_length_308588_cov_40.2987_ID_27-augustus-gene-0.126-mRNA-1_1&gene=maker-NODE_14_length_308588_cov_40.2987_ID_27-augustus-gene-0.126&CDS=1-1548
341	OG0000341	YLR264W, YOR167C	augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.196&CDS=1-201
342	OG0000342	YLR270W, YOR173W	maker-NODE_52_length_15665_cov_55.7737_ID_103-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_52_length_15665_cov_55.7737_ID_103-augustus-gene-0.7&CDS=1-930
343	OG0000343	YLR287C-A, YOR182C	genemark-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-4.33-mRNA-1_1&gene=genemark-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-4.33&CDS=1-189
344	OG0000344	YLR300W, YOR190W	maker-NODE_13_length_312738_cov_40.3274_ID_25-snap-gene-1.75-mRNA-1_1&gene=maker-NODE_13_length_312738_cov_40.3274_ID_25-snap-gene-1.75&CDS=1-1248
345	OG0000345	YLR307W, YLR308W	maker-NODE_18_length_224789_cov_39.7186_ID_35-snap-gene-1.210-mRNA-1_1&gene=maker-NODE_18_length_224789_cov_39.7186_ID_35-snap-gene-1.210&CDS=1-891
346	OG0000346	YLR449W, YML074C	augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.342-mRNA-1_1&gene=augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.342&CDS=1-1371
347	OG0000347	YLR450W, YML075C	maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.240-mRNA-1_1&gene=maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.240&CDS=1-3066
348	OG0000348	YLR456W, YPR172W	maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-3.27-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-3.27&CDS=1-597
349	OG0000349	YML106W, YMR271C	maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-0.141&CDS=1-672
350	OG0000350	YML109W, YMR273C	maker-NODE_5_length_661308_cov_39.7071_ID_9-augustus-gene-1.208-mRNA-1_1&gene=maker-NODE_5_length_661308_cov_39.7071_ID_9-augustus-gene-1.208&CDS=1-2718
351	OG0000351	YMR023C	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-2.32&CDS=1-3222, maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-6.110-mRNA-1_1&gene=maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-6.110&CDS=1-1776
352	OG0000352	YMR111C	augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.146&CDS=1-1989, snap_masked-NODE_27_length_141600_cov_39.6097_ID_53-processed-gene-0.203-mRNA-1_1&gene=snap_masked-NODE_27_length_141600_cov_39.6097_ID_53-processed-gene-0.203&CDS=1-1113
353	OG0000353	YMR119W, YNL008C	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-3.97&CDS=1-2361
354	OG0000354	YMR177W, YPL224C	augustus_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-0.27&CDS=1-981
355	OG0000355	YMR183C, YPL232W	augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.113&CDS=1-1698
356	OG0000356	YMR194W, YPL249C-A	augustus_masked-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-3.148&CDS=1-300
357	OG0000357	YMR230W, YOR293W	augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-3.105&CDS=1-327
358	OG0000358	YMR233W, YOR295W	augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-6.66&CDS=1-750
359	OG0000359	YMR237W, YOR299W	maker-NODE_11_length_429286_cov_39.6439_ID_21-augustus-gene-3.193-mRNA-1_1&gene=maker-NODE_11_length_429286_cov_39.6439_ID_21-augustus-gene-3.193&CDS=1-2049
360	OG0000360	YMR242C, YOR312C	maker-NODE_14_length_308588_cov_40.2987_ID_27-augustus-gene-2.153-mRNA-1_1&gene=maker-NODE_14_length_308588_cov_40.2987_ID_27-augustus-gene-2.153&CDS=1-525
361	OG0000361	YMR253C, YPL264C	snap_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-5.63&CDS=1-1422
362	OG0000362	YNL087W, YOR086C	maker-NODE_15_length_292928_cov_39.1004_ID_29-augustus-gene-1.75-mRNA-1_1&gene=maker-NODE_15_length_292928_cov_39.1004_ID_29-augustus-gene-1.75&CDS=1-3711
363	OG0000363	YNL095C, YOR092W	maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-1.98-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-1.98&CDS=1-1554
364	OG0000364	YNL096C, YOR096W	maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-4.69-mRNA-1_1&gene=maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-4.69&CDS=1-579
365	OG0000365	YNL104C, YOR108W	maker-NODE_47_length_29859_cov_40.255_ID_93-augustus-gene-0.17-mRNA-1_1&gene=maker-NODE_47_length_29859_cov_40.255_ID_93-augustus-gene-0.17&CDS=1-1686
366	OG0000366	YNL106C, YOR109W	maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-4.63-mRNA-1_1&gene=maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-4.63&CDS=1-3702
367	OG0000367	YNL108C, YOR110W	maker-NODE_42_length_42368_cov_39.6833_ID_83-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_42_length_42368_cov_39.6833_ID_83-augustus-gene-0.50&CDS=1-771
368	OG0000368	YNL299W, YOL115W	augustus_masked-NODE_52_length_15665_cov_55.7737_ID_103-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_52_length_15665_cov_55.7737_ID_103-processed-gene-0.2&CDS=1-2043
369	OG0000369	YNL301C, YOL120C	maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-5.91-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-5.91&CDS=1-561
370	OG0000370	YNL302C, YOL121C	maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-1.65-mRNA-1_1&gene=maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-1.65&CDS=1-435
371	OG0000371	YNL330C	augustus_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.19&CDS=1-1428, augustus_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-0.100&CDS=1-1239
372	OG0000372	YNR055C	augustus_masked-NODE_7_length_553805_cov_38.9959_ID_13-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_7_length_553805_cov_38.9959_ID_13-processed-gene-2.38&CDS=1-1617, maker-NODE_31_length_106054_cov_39.6293_ID_61-augustus-gene-0.73-mRNA-1_1&gene=maker-NODE_31_length_106054_cov_39.6293_ID_61-augustus-gene-0.73&CDS=1-2046
373	OG0000373	YOL132W	maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.249-mRNA-1_1&gene=maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.249&CDS=1-1539, maker-NODE_16_length_276531_cov_39.2154_ID_31-snap-gene-0.103-mRNA-1_1&gene=maker-NODE_16_length_276531_cov_39.2154_ID_31-snap-gene-0.103&CDS=1-2091
374	OG0000374	YOL137W	augustus_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.146&CDS=1-1272, maker-NODE_16_length_276531_cov_39.2154_ID_31-snap-gene-0.93-mRNA-1_1&gene=maker-NODE_16_length_276531_cov_39.2154_ID_31-snap-gene-0.93&CDS=1-1452
375	OG0000375	YOR049C	augustus_masked-NODE_16_length_276531_cov_39.2154_ID_31-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-NODE_16_length_276531_cov_39.2154_ID_31-processed-gene-1.178&CDS=1-978, augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.282-mRNA-1_1&gene=augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.282&CDS=1-939
376	OG0000376	YOR059C	maker-NODE_26_length_149516_cov_39.4994_ID_51-augustus-gene-0.160-mRNA-1_1&gene=maker-NODE_26_length_149516_cov_39.4994_ID_51-augustus-gene-0.160&CDS=1-1335, maker-NODE_8_length_512697_cov_40.1668_ID_15-augustus-gene-0.137-mRNA-1_1&gene=maker-NODE_8_length_512697_cov_40.1668_ID_15-augustus-gene-0.137&CDS=1-1473
377	OG0000377	YOR196C	augustus_masked-NODE_38_length_56926_cov_38.3952_ID_75-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_38_length_56926_cov_38.3952_ID_75-processed-gene-0.72&CDS=1-3396, maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-3.155-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-3.155&CDS=1-1992
378	OG0000378	YOR234C, YPL143W	maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-4.125-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-snap-gene-4.125&CDS=1-330
379	OG0000379	YOR237W, YPL145C	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-7.66&CDS=1-2337
380	OG0000380	YOR246C	augustus_masked-NODE_84_length_2478_cov_49.1905_ID_167-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_84_length_2478_cov_49.1905_ID_167-processed-gene-0.4&CDS=1-951, maker-NODE_58_length_6490_cov_42.0743_ID_115-augustus-gene-0.13-mRNA-1_1&gene=maker-NODE_58_length_6490_cov_42.0743_ID_115-augustus-gene-0.13&CDS=1-945
381	OG0000381	YOR311C	maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-6.109-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-6.109&CDS=1-894, maker-NODE_49_length_22312_cov_41.9005_ID_97-augustus-gene-0.35-mRNA-1_1&gene=maker-NODE_49_length_22312_cov_41.9005_ID_97-augustus-gene-0.35&CDS=1-897
382	OG0000382	YOR378W	maker-NODE_11_length_429286_cov_39.6439_ID_21-augustus-gene-3.219-mRNA-1_1&gene=maker-NODE_11_length_429286_cov_39.6439_ID_21-augustus-gene-3.219&CDS=1-1500, maker-NODE_17_length_258504_cov_40.0266_ID_33-augustus-gene-0.76-mRNA-1_1&gene=maker-NODE_17_length_258504_cov_40.0266_ID_33-augustus-gene-0.76&CDS=1-1497
383	OG0000383	YOR390W, YPL279C	maker-NODE_18_length_224789_cov_39.7186_ID_35-augustus-gene-1.75-mRNA-1_1&gene=maker-NODE_18_length_224789_cov_39.7186_ID_35-augustus-gene-1.75&CDS=1-1245
384	OG0000384	YPL031C	snap_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.238-mRNA-1_1&gene=snap_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.238&CDS=1-945, snap_masked-NODE_31_length_106054_cov_39.6293_ID_61-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_31_length_106054_cov_39.6293_ID_61-processed-gene-0.26&CDS=1-999
385	OG0000385	YPL092W	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-4.164-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-4.164&CDS=1-1170, maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.65-mRNA-1_1&gene=maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.65&CDS=1-1125
386	OG0000386	YPL242C	snap_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-1.175&CDS=1-4593, snap_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.297-mRNA-1_1&gene=snap_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.297&CDS=1-2340
387	OG0000387	YPR013C, YPR015C	augustus_masked-NODE_24_length_163499_cov_40.3896_ID_47-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_24_length_163499_cov_40.3896_ID_47-processed-gene-0.62&CDS=1-735
388	OG0000388	YPR159W	augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-6.60&CDS=1-1821, maker-NODE_24_length_163499_cov_40.3896_ID_47-augustus-gene-0.177-mRNA-1_1&gene=maker-NODE_24_length_163499_cov_40.3896_ID_47-augustus-gene-0.177&CDS=1-1953
389	OG0000389	YPR169W-A, YPR170W-B	snap_masked-NODE_18_length_224789_cov_39.7186_ID_35-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_18_length_224789_cov_39.7186_ID_35-processed-gene-0.42&CDS=1-252
390	OG0000390	YAL001C	maker-NODE_12_length_316152_cov_39.7624_ID_23-snap-gene-2.21-mRNA-1_1&gene=maker-NODE_12_length_316152_cov_39.7624_ID_23-snap-gene-2.21&CDS=1-4176
391	OG0000391	YAL002W	maker-NODE_15_length_292928_cov_39.1004_ID_29-snap-gene-1.33-mRNA-1_1&gene=maker-NODE_15_length_292928_cov_39.1004_ID_29-snap-gene-1.33&CDS=1-4824
392	OG0000392	YAL003W	augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-5.2&CDS=1-2010
393	OG0000393	YAL009W	maker-NODE_12_length_316152_cov_39.7624_ID_23-snap-gene-1.12-mRNA-1_1&gene=maker-NODE_12_length_316152_cov_39.7624_ID_23-snap-gene-1.12&CDS=1-714
394	OG0000394	YAL010C	maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-6.130-mRNA-1_1&gene=maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-6.130&CDS=1-1176
395	OG0000395	YAL011W	maker-NODE_25_length_159947_cov_39.9757_ID_49-snap-gene-0.177-mRNA-1_1&gene=maker-NODE_25_length_159947_cov_39.9757_ID_49-snap-gene-0.177&CDS=1-1518
396	OG0000396	YAL012W	augustus_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-1.158&CDS=1-1176
397	OG0000397	YAL013W	augustus_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-1.156&CDS=1-1509
398	OG0000398	YAL016W	augustus_masked-NODE_40_length_44733_cov_38.1864_ID_79-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_40_length_44733_cov_38.1864_ID_79-processed-gene-0.66&CDS=1-1878
399	OG0000399	YAL019W	augustus_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-0.96&CDS=1-3120
400	OG0000400	YAL020C	augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-3.156&CDS=1-1089
401	OG0000401	YAL022C	augustus_masked-NODE_6_length_613793_cov_40.4829_ID_11-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_613793_cov_40.4829_ID_11-processed-gene-0.99&CDS=1-1419
402	OG0000402	YAL023C	maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-1.111-mRNA-1_1&gene=maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-1.111&CDS=1-2193
403	OG0000403	YAL024C	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-7.35&CDS=1-3132
404	OG0000404	YAL025C	augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.134&CDS=1-2658
405	OG0000405	YAL026C	maker-NODE_12_length_316152_cov_39.7624_ID_23-augustus-gene-1.153-mRNA-1_1&gene=maker-NODE_12_length_316152_cov_39.7624_ID_23-augustus-gene-1.153&CDS=1-4080
406	OG0000406	YAL032C	snap_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-0.156-mRNA-1_1&gene=snap_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-0.156&CDS=1-1353
407	OG0000407	YAL033W	maker-NODE_15_length_292928_cov_39.1004_ID_29-augustus-gene-1.104-mRNA-1_1&gene=maker-NODE_15_length_292928_cov_39.1004_ID_29-augustus-gene-1.104&CDS=1-534
408	OG0000408	YAL034W-A	augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-0.158&CDS=1-822
409	OG0000409	YAL035W	augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-2.153&CDS=1-3069
410	OG0000410	YAL036C	maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-2.13-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-2.13&CDS=1-1089
411	OG0000411	YAL038W	augustus_masked-NODE_27_length_141600_cov_39.6097_ID_53-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_27_length_141600_cov_39.6097_ID_53-processed-gene-0.34&CDS=1-2142
412	OG0000412	YAL041W	maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-0.115-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-0.115&CDS=1-2745
413	OG0000413	YAL042W	snap_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-6.331-mRNA-1_1&gene=snap_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-6.331&CDS=1-1188
414	OG0000414	YAL043C	augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-3.136&CDS=1-2136
415	OG0000415	YAL044C	augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-2.104&CDS=1-588
416	OG0000416	YAL044W-A	snap_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-1.57&CDS=1-372
417	OG0000417	YAL046C	augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-2.80&CDS=1-396
418	OG0000418	YAL048C	maker-NODE_5_length_661308_cov_39.7071_ID_9-augustus-gene-1.223-mRNA-1_1&gene=maker-NODE_5_length_661308_cov_39.7071_ID_9-augustus-gene-1.223&CDS=1-1944
419	OG0000419	YAL053W	snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-1.93&CDS=1-1887
420	OG0000420	YAL058W	augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.165&CDS=1-1746
421	OG0000421	YAL060W	augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.377-mRNA-1_1&gene=augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.377&CDS=1-1083
422	OG0000422	YAL062W	augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-0.24&CDS=1-1365
423	OG0000423	YAR003W	maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-6.107-mRNA-1_1&gene=maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-6.107&CDS=1-1311
424	OG0000424	YAR007C	maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-4.160-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-4.160&CDS=1-1812
