	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034998_Cephaloascus_albidus
256	OG0000256	YDR348C, YHR097C	maker-flattened_line_339-snap-gene-0.14-mRNA-1_1&gene=maker-flattened_line_339-snap-gene-0.14&CDS=1-1455
257	OG0000257	YDR351W, YHR103W	augustus_masked-flattened_line_211-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_211-processed-gene-0.68&CDS=1-1902
258	OG0000258	YDR353W, YHR106W	maker-flattened_line_20-snap-gene-1.77-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.77&CDS=1-1461
259	OG0000259	YDR358W, YHR108W	augustus_masked-flattened_line_20-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.139&CDS=1-1665
260	OG0000260	YDR375C	augustus_masked-flattened_line_653-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_653-processed-gene-0.2&CDS=1-1338, augustus_masked-flattened_line_689-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_689-processed-gene-0.3&CDS=1-1338
261	OG0000261	YDR379W, YOR127W	maker-flattened_line_231-augustus-gene-0.52-mRNA-1_1&gene=maker-flattened_line_231-augustus-gene-0.52&CDS=1-3153
262	OG0000262	YDR385W, YOR133W	augustus_masked-flattened_line_113-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.56&CDS=1-2526
263	OG0000263	YDR389W, YOR134W	augustus_masked-flattened_line_263-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_263-processed-gene-0.9&CDS=1-1947
264	OG0000264	YDR402C	augustus_masked-flattened_line_39-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.73&CDS=1-1527, augustus_masked-flattened_line_61-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.47&CDS=1-1713
265	OG0000265	YDR409W, YOR156C	maker-flattened_line_49-snap-gene-0.130-mRNA-1_1&gene=maker-flattened_line_49-snap-gene-0.130&CDS=1-7410
266	OG0000266	YDR418W, YEL054C	snap_masked-flattened_line_139-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.43&CDS=1-495
267	OG0000267	YDR447C, YML024W	snap_masked-flattened_line_217-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_217-processed-gene-0.12&CDS=1-477
268	OG0000268	YDR450W, YML026C	augustus_masked-flattened_line_12-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.181&CDS=1-435
269	OG0000269	YDR451C, YML027W	augustus_masked-flattened_line_12-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.209&CDS=1-987
270	OG0000270	YDR453C, YML028W	augustus_masked-flattened_line_20-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.102&CDS=1-591
271	OG0000271	YDR458C, YML034W	maker-flattened_line_93-augustus-gene-0.98-mRNA-1_1&gene=maker-flattened_line_93-augustus-gene-0.98&CDS=1-3000
272	OG0000272	YDR463W, YHR006W	snap_masked-flattened_line_2-processed-gene-2.126-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.126&CDS=1-1875
273	OG0000273	YDR471W, YHR010W	maker-flattened_line_127-augustus-gene-0.102-mRNA-1_1&gene=maker-flattened_line_127-augustus-gene-0.102&CDS=1-408
274	OG0000274	YDR475C, YOR019W	augustus_masked-flattened_line_32-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.9&CDS=1-2325
275	OG0000275	YDR500C, YLR185W	augustus_masked-flattened_line_6-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.177&CDS=1-264
276	OG0000276	YDR501W, YLR183C	snap_masked-flattened_line_6-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.48&CDS=1-2142
277	OG0000277	YDR505C, YLR177W	augustus_masked-flattened_line_6-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.179&CDS=1-1230
278	OG0000278	YEL006W, YIL006W	augustus_masked-flattened_line_337-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_337-processed-gene-0.38&CDS=1-1071
279	OG0000279	YEL022W, YJR031C	augustus_masked-flattened_line_133-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.80&CDS=1-4545
280	OG0000280	YEL034W, YJR047C	augustus_masked-flattened_line_165-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_165-processed-gene-0.16&CDS=1-471
281	OG0000281	YEL039C, YJR048W	augustus_masked-flattened_line_4-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.29&CDS=1-330
282	OG0000282	YEL040W	augustus_masked-flattened_line_0-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.94&CDS=1-1320, augustus_masked-flattened_line_0-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.16&CDS=1-1395
283	OG0000283	YEL041W, YJR049C	augustus_masked-flattened_line_87-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.116&CDS=1-1716
284	OG0000284	YEL047C, YJR051W	augustus_masked-flattened_line_522-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_522-processed-gene-0.4&CDS=1-1926
285	OG0000285	YER019C-A, YER087C-B	augustus_masked-flattened_line_117-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.65&CDS=1-273
286	OG0000286	YER031C, YGL210W	augustus_masked-flattened_line_10-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.53&CDS=1-660
287	OG0000287	YER041W	augustus_masked-flattened_line_34-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.178&CDS=1-2763, augustus_masked-flattened_line_34-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.186&CDS=1-2763
288	OG0000288	YER045C, YIL036W	augustus_masked-flattened_line_0-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.86&CDS=1-1176
289	OG0000289	YER054C, YIL045W	augustus_masked-flattened_line_115-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.82&CDS=1-1743
290	OG0000290	YER056C-A	augustus_masked-flattened_line_24-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.115&CDS=1-354, maker-flattened_line_0-augustus-gene-1.157-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.157&CDS=1-336
291	OG0000291	YER057C, YIL051C	maker-flattened_line_0-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.2&CDS=1-615
292	OG0000292	YER062C, YIL053W	augustus_masked-flattened_line_235-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_235-processed-gene-0.10&CDS=1-765
293	OG0000293	YER064C, YIL056W	augustus_masked-flattened_line_75-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.81&CDS=1-1698
294	OG0000294	YER066W, YFL009W	augustus_masked-flattened_line_10-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.114&CDS=1-2265
295	OG0000295	YER067W, YIL057C	augustus_masked-flattened_line_221-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_221-processed-gene-0.36&CDS=1-519
296	OG0000296	YER074W, YIL069C	augustus_masked-flattened_line_63-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.10&CDS=1-405
297	OG0000297	YER131W, YGL189C	augustus_masked-flattened_line_14-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.51&CDS=1-354
298	OG0000298	YER132C, YGL197W	augustus_masked-flattened_line_65-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.59&CDS=1-3291
299	OG0000299	YER175C	genemark-flattened_line_2-processed-gene-2.17-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.17&CDS=1-594, maker-flattened_line_273-snap-gene-0.24-mRNA-1_1&gene=maker-flattened_line_273-snap-gene-0.24&CDS=1-2118
300	OG0000300	YER185W, YGR213C	augustus_masked-flattened_line_18-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.5&CDS=1-1029
301	OG0000301	YFL004W, YPL019C	augustus_masked-flattened_line_45-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.152&CDS=1-2151
302	OG0000302	YFL025C	augustus_masked-flattened_line_737-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_737-processed-gene-0.0&CDS=1-1086, augustus_masked-flattened_line_909-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_909-processed-gene-0.2&CDS=1-1086
303	OG0000303	YFL034C-A, YLR061W	augustus_masked-flattened_line_24-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.155&CDS=1-357
304	OG0000304	YFL048C, YLR080W	augustus_masked-flattened_line_43-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.208&CDS=1-1389
305	OG0000305	YFR007W	augustus_masked-flattened_line_570-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_570-processed-gene-0.4&CDS=1-684, augustus_masked-flattened_line_99-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.71&CDS=1-684
306	OG0000306	YFR013W, YOL017W	augustus_masked-flattened_line_285-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_285-processed-gene-0.12&CDS=1-2589
307	OG0000307	YFR015C, YLR258W	augustus_masked-flattened_line_157-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_157-processed-gene-0.73&CDS=1-2148
308	OG0000308	YFR031C-A, YIL018W	augustus_masked-flattened_line_101-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_101-processed-gene-0.95&CDS=1-762
309	OG0000309	YFR040W, YGL229C	augustus_masked-flattened_line_295-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_295-processed-gene-0.31&CDS=1-2577
310	OG0000310	YFR049W	maker-flattened_line_526-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_526-augustus-gene-0.4&CDS=1-312, maker-flattened_line_619-augustus-gene-0.7-mRNA-1_1&gene=maker-flattened_line_619-augustus-gene-0.7&CDS=1-318
311	OG0000311	YGL008C	augustus_masked-flattened_line_287-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_287-processed-gene-0.16&CDS=1-2709, augustus_masked-flattened_line_71-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.22&CDS=1-2685
312	OG0000312	YGL031C, YGR148C	snap_masked-flattened_line_32-processed-gene-0.232-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.232&CDS=1-465
313	OG0000313	YGL049C, YGR162W	augustus_masked-flattened_line_131-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.19&CDS=1-2745
314	OG0000314	YGL055W	augustus_masked-flattened_line_10-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.81&CDS=1-1446, augustus_masked-flattened_line_83-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.41&CDS=1-1473
315	OG0000315	YGL071W, YPL202C	augustus_masked-flattened_line_79-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.30&CDS=1-1335
316	OG0000316	YGL076C, YPL198W	maker-flattened_line_185-snap-gene-0.73-mRNA-1_1&gene=maker-flattened_line_185-snap-gene-0.73&CDS=1-753
317	OG0000317	YGL077C	augustus_masked-flattened_line_22-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.42&CDS=1-1665, maker-flattened_line_16-snap-gene-1.73-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.73&CDS=1-3255
318	OG0000318	YGL095C	genemark-flattened_line_1341-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_1341-processed-gene-0.1&CDS=1-834, genemark-flattened_line_743-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_743-processed-gene-0.1&CDS=1-834
319	OG0000319	YGL096W, YPL177C	augustus_masked-flattened_line_28-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.223&CDS=1-621
320	OG0000320	YGL135W, YPL220W	augustus_masked-flattened_line_245-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_245-processed-gene-0.30&CDS=1-654
321	OG0000321	YGL139W, YPL221W	augustus_masked-flattened_line_73-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.40&CDS=1-2445
322	OG0000322	YGL147C, YNL067W	augustus_masked-flattened_line_18-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.21&CDS=1-570
323	OG0000323	YGL162W, YPR009W	augustus_masked-flattened_line_351-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_351-processed-gene-0.12&CDS=1-933
324	OG0000324	YGL224C	augustus_masked-flattened_line_197-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_197-processed-gene-0.15&CDS=1-819, maker-flattened_line_149-snap-gene-0.117-mRNA-1_1&gene=maker-flattened_line_149-snap-gene-0.117&CDS=1-1035
325	OG0000325	YGR008C, YLR327C	augustus_masked-flattened_line_14-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.158&CDS=1-279
326	OG0000326	YGR010W, YLR328W	augustus_masked-flattened_line_4-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.19&CDS=1-1296
327	OG0000327	YGR027C, YLR333C	augustus_masked-flattened_line_283-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_283-processed-gene-0.2&CDS=1-321
328	OG0000328	YGR034W, YLR344W	augustus_masked-flattened_line_165-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_165-processed-gene-0.2&CDS=1-381
329	OG0000329	YGR038W, YLR350W	augustus_masked-flattened_line_279-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_279-processed-gene-0.0&CDS=1-516
330	OG0000330	YGR056W, YLR357W	augustus_masked-flattened_line_357-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_357-processed-gene-0.12&CDS=1-2274
331	OG0000331	YGR070W, YLR371W	augustus_masked-flattened_line_99-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.66&CDS=1-3969
332	OG0000332	YGR085C, YPR102C	augustus_masked-flattened_line_14-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.208&CDS=1-522
333	OG0000333	YGR092W, YPR111W	augustus_masked-flattened_line_125-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.86&CDS=1-1815
334	OG0000334	YGR108W, YPR119W	augustus_masked-flattened_line_16-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.163&CDS=1-1326
335	OG0000335	YGR111W	augustus_masked-flattened_line_183-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_183-processed-gene-0.58&CDS=1-1179, augustus_masked-flattened_line_253-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.52&CDS=1-1179
336	OG0000336	YGR118W, YPR132W	augustus_masked-flattened_line_16-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.108&CDS=1-435
337	OG0000337	YGR121C, YPR138C	augustus_masked-flattened_line_39-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.65&CDS=1-1461
338	OG0000338	YGR131W, YPR149W	augustus_masked-flattened_line_313-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_313-processed-gene-0.37&CDS=1-507
339	OG0000339	YGR136W, YPR154W	augustus_masked-flattened_line_313-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_313-processed-gene-0.36&CDS=1-738
340	OG0000340	YGR138C, YPR156C	augustus_masked-flattened_line_61-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.7&CDS=1-1851
341	OG0000341	YGR141W, YPR157W	augustus_masked-flattened_line_129-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_129-processed-gene-0.22&CDS=1-1284
342	OG0000342	YGR175C	maker-flattened_line_249-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_249-snap-gene-0.51&CDS=1-5454, snap_masked-flattened_line_28-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.137&CDS=1-1743
343	OG0000343	YGR186W	snap_masked-flattened_line_1057-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_1057-processed-gene-0.2&CDS=1-708, snap_masked-flattened_line_1175-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_1175-processed-gene-0.3&CDS=1-708
344	OG0000344	YGR189C	augustus_masked-flattened_line_147-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_147-processed-gene-0.70&CDS=1-1320, augustus_masked-flattened_line_299-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_299-processed-gene-0.7&CDS=1-1356
345	OG0000345	YGR209C, YLR043C	augustus_masked-flattened_line_63-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.41&CDS=1-309
346	OG0000346	YGR214W, YLR048W	maker-flattened_line_115-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_115-augustus-gene-0.3&CDS=1-819
347	OG0000347	YGR238C, YHR158C	maker-flattened_line_0-snap-gene-0.79-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.79&CDS=1-3654
348	OG0000348	YGR241C, YHR161C	augustus_masked-flattened_line_95-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.113&CDS=1-2103
349	OG0000349	YGR243W, YHR162W	augustus_masked-flattened_line_121-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_121-processed-gene-0.21&CDS=1-408
350	OG0000350	YGR248W, YHR163W	augustus_masked-flattened_line_95-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.93&CDS=1-765
351	OG0000351	YGR254W, YHR174W	augustus_masked-flattened_line_51-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.180&CDS=1-1344
352	OG0000352	YHL001W, YKL006W	maker-flattened_line_177-augustus-gene-0.62-mRNA-1_1&gene=maker-flattened_line_177-augustus-gene-0.62&CDS=1-396
353	OG0000353	YHL003C, YKL008C	augustus_masked-flattened_line_55-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.39&CDS=1-1221
354	OG0000354	YHL009W-B, YJL113W, YPL060C-A	
355	OG0000355	YHL028W	augustus_masked-flattened_line_141-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.15&CDS=1-1251, augustus_masked-flattened_line_55-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.33&CDS=1-1074
356	OG0000356	YHR030C	maker-flattened_line_34-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.0&CDS=1-2667, maker-flattened_line_34-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.7&CDS=1-2667
357	OG0000357	YHR115C, YNL116W	maker-flattened_line_53-snap-gene-0.166-mRNA-1_1&gene=maker-flattened_line_53-snap-gene-0.166&CDS=1-1275
358	OG0000358	YHR117W, YNL121C	augustus_masked-flattened_line_113-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.55&CDS=1-1797
359	OG0000359	YHR131C, YNL144C	augustus_masked-flattened_line_30-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.190&CDS=1-1788
360	OG0000360	YHR133C, YNL156C	augustus_masked-flattened_line_207-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_207-processed-gene-0.73&CDS=1-828
361	OG0000361	YHR141C, YNL162W	augustus_masked-flattened_line_365-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_365-processed-gene-0.9&CDS=1-318
362	OG0000362	YHR146W, YNL173C	snap_masked-flattened_line_141-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.61&CDS=1-1668
363	OG0000363	YHR155W, YNL257C	augustus_masked-flattened_line_155-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_155-processed-gene-0.64&CDS=1-3618
364	OG0000364	YHR164C	snap_masked-flattened_line_542-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_542-processed-gene-0.2&CDS=1-2289, snap_masked-flattened_line_562-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_562-processed-gene-0.5&CDS=1-2289
365	OG0000365	YHR203C, YJR145C	maker-flattened_line_20-augustus-gene-1.68-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.68&CDS=1-897
366	OG0000366	YIL047C	maker-flattened_line_0-snap-gene-1.10-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.10&CDS=1-3006, maker-flattened_line_87-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_87-augustus-gene-0.47&CDS=1-2592
367	OG0000367	YIL085C, YNL029C	genemark-flattened_line_0-processed-gene-2.179-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.179&CDS=1-1827
368	OG0000368	YIL105C, YNL047C	augustus_masked-flattened_line_183-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_183-processed-gene-0.62&CDS=1-2136
369	OG0000369	YIL111W, YNL052W	genemark-flattened_line_253-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_253-processed-gene-0.21&CDS=1-453
370	OG0000370	YIL117C, YNL058C	augustus_masked-flattened_line_331-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_331-processed-gene-0.9&CDS=1-912
371	OG0000371	YIL131C, YNL068C	augustus_masked-flattened_line_73-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.0&CDS=1-2343
372	OG0000372	YIL147C	augustus_masked-flattened_line_34-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.174&CDS=1-3525, augustus_masked-flattened_line_34-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.190&CDS=1-3525
373	OG0000373	YIL151C, YKR096W	augustus_masked-flattened_line_311-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_311-processed-gene-0.14&CDS=1-3552
374	OG0000374	YIL156W, YKR098C	augustus_masked-flattened_line_39-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.89&CDS=1-3096
375	OG0000375	YIL160C	augustus_masked-flattened_line_34-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.175&CDS=1-1257, augustus_masked-flattened_line_34-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.189&CDS=1-1257
376	OG0000376	YIR031C, YNL117W	snap_masked-flattened_line_53-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.67&CDS=1-1674
377	OG0000377	YIR033W, YKL020C	augustus_masked-flattened_line_163-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_163-processed-gene-0.49&CDS=1-3162
378	OG0000378	YJL020C	snap_masked-flattened_line_1243-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_1243-processed-gene-0.0&CDS=1-429, snap_masked-flattened_line_905-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_905-processed-gene-0.0&CDS=1-429
379	OG0000379	YJL039C	augustus_masked-flattened_line_34-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.157&CDS=1-6492, augustus_masked-flattened_line_34-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.208&CDS=1-6492
380	OG0000380	YJL082W, YKR018C	augustus_masked-flattened_line_99-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.48&CDS=1-2259
381	OG0000381	YJL083W, YKR019C	augustus_masked-flattened_line_99-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.47&CDS=1-1443
382	OG0000382	YJL093C	augustus_masked-flattened_line_73-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.16&CDS=1-1830, maker-flattened_line_10-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-0.47&CDS=1-1917
383	OG0000383	YJL095W	augustus_masked-flattened_line_147-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_147-processed-gene-0.71&CDS=1-1200, genemark-flattened_line_147-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_147-processed-gene-0.36&CDS=1-5835
384	OG0000384	YJL098W, YKR028W	augustus_masked-flattened_line_257-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_257-processed-gene-0.15&CDS=1-3120
385	OG0000385	YJL105W, YKR029C	augustus_masked-flattened_line_171-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_171-processed-gene-0.72&CDS=1-2826
386	OG0000386	YJL116C, YKR042W	augustus_masked-flattened_line_77-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_77-processed-gene-0.135&CDS=1-1191
387	OG0000387	YJL133W, YKR052C	augustus_masked-flattened_line_0-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.99&CDS=1-1074
388	OG0000388	YJL134W, YKR053C	augustus_masked-flattened_line_413-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_413-processed-gene-0.6&CDS=1-1365
389	OG0000389	YJL138C, YKR059W	maker-flattened_line_135-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_135-snap-gene-0.80&CDS=1-2820
390	OG0000390	YJL177W, YKL180W	augustus_masked-flattened_line_10-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.148&CDS=1-552
391	OG0000391	YJR054W, YML047C	augustus_masked-flattened_line_12-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.101&CDS=1-2553
392	OG0000392	YJR059W, YKL198C	augustus_masked-flattened_line_35-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.201&CDS=1-2148
