	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034710_Kluyveromyces_dobzhanskii
1090	OG0001090	YDR270W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-10.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-10.61&CDS=1-2925
1091	OG0001091	YDR279W	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.109&CDS=1-1011
1092	OG0001092	YDR280W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.56&CDS=1-915
1093	OG0001093	YDR282C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.61&CDS=1-1050
1094	OG0001094	YDR283C	genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.43-mRNA-1_1&gene=genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.43&CDS=1-5631
1095	OG0001095	YDR284C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.90&CDS=1-888
1096	OG0001096	YDR285W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.72&CDS=1-2262
1097	OG0001097	YDR286C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.91&CDS=1-333
1098	OG0001098	YDR288W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-9.9-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-9.9&CDS=1-930
1099	OG0001099	YDR289C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.71&CDS=1-1092
1100	OG0001100	YDR291W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.88&CDS=1-3258
1101	OG0001101	YDR292C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.70&CDS=1-1818
1102	OG0001102	YDR293C	genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.19-mRNA-1_1&gene=genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.19&CDS=1-3561
1103	OG0001103	YDR294C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.65&CDS=1-1746
1104	OG0001104	YDR295C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.64&CDS=1-1899
1105	OG0001105	YDR296W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.84&CDS=1-657
1106	OG0001106	YDR297W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.83&CDS=1-1017
1107	OG0001107	YDR298C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.62&CDS=1-618
1108	OG0001108	YDR299W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.82&CDS=1-1563
1109	OG0001109	YDR300C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.60&CDS=1-1254
1110	OG0001110	YDR301W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.80&CDS=1-3900
1111	OG0001111	YDR302W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.79&CDS=1-651
1112	OG0001112	YDR304C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-2.58&CDS=1-603
1113	OG0001113	YDR306C	maker-NODE_1_length_1607026_cov_17.9001_ID_1-snap-gene-2.50-mRNA-1_1&gene=maker-NODE_1_length_1607026_cov_17.9001_ID_1-snap-gene-2.50&CDS=1-1917
1114	OG0001114	YDR308C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.39-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.39&CDS=1-429
1115	OG0001115	YDR309C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.40&CDS=1-1110
1116	OG0001116	YDR310C	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.149&CDS=1-2838
1117	OG0001117	YDR311W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.22&CDS=1-1860
1118	OG0001118	YDR313C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.48&CDS=1-609
1119	OG0001119	YDR315C	snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.92&CDS=1-795
1120	OG0001120	YDR316W	snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-0.114&CDS=1-1341
1121	OG0001121	YDR317W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-0.67&CDS=1-1038
1122	OG0001122	YDR320C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-0.41&CDS=1-1857
1123	OG0001123	YDR320C-A	snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-2.84&CDS=1-216
1124	OG0001124	YDR321W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.76&CDS=1-1188
1125	OG0001125	YDR322C-A	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.56-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.56&CDS=1-285
1126	OG0001126	YDR322W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.73&CDS=1-1089
1127	OG0001127	YDR323C	augustus_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.96&CDS=1-1575
1128	OG0001128	YDR324C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.53-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.53&CDS=1-2208
1129	OG0001129	YDR325W	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.71&CDS=1-3012
1130	OG0001130	YDR328C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.142-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.142&CDS=1-546
1131	OG0001131	YDR329C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.143-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.143&CDS=1-1449
1132	OG0001132	YDR330W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.118-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.118&CDS=1-1551
1133	OG0001133	YDR331W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.119&CDS=1-1167
1134	OG0001134	YDR332W	augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-1.21&CDS=1-1968
1135	OG0001135	YDR333C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-5.43-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-5.43&CDS=1-2154
1136	OG0001136	YDR334W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.62&CDS=1-4767
1137	OG0001137	YDR335W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.46&CDS=1-3663
1138	OG0001138	YDR336W	genemark-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.85-mRNA-1_1&gene=genemark-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.85&CDS=1-1029
1139	OG0001139	YDR337W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.44-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.44&CDS=1-846
1140	OG0001140	YDR339C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.89-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.89&CDS=1-567
1141	OG0001141	YDR341C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-5.90&CDS=1-1818
1142	OG0001142	YDR346C	snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.49-mRNA-1_1&gene=snap_masked-NODE_2_length_1173375_cov_22.3644_ID_3-processed-gene-5.49&CDS=1-1248
1143	OG0001143	YDR347W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.70&CDS=1-882
1144	OG0001144	YDR349C	augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.15&CDS=1-1677
1145	OG0001145	YDR352W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.54&CDS=1-936
1146	OG0001146	YDR353W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.52&CDS=1-957
1147	OG0001147	YDR354W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.51&CDS=1-1086
1148	OG0001148	YDR356W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.49&CDS=1-2571
1149	OG0001149	YDR357C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.15&CDS=1-378
1150	OG0001150	YDR359C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.14&CDS=1-3045
1151	OG0001151	YDR361C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.13&CDS=1-819
1152	OG0001152	YDR362C	augustus_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.155&CDS=1-1803
1153	OG0001153	YDR363W	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.43&CDS=1-1179
1154	OG0001154	YDR363W-A	augustus_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.185&CDS=1-246
1155	OG0001155	YDR364C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.9&CDS=1-1287
1156	OG0001156	YDR365C	snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.8&CDS=1-1878
1157	OG0001157	YDR367W	augustus_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.182-mRNA-1_1&gene=augustus_masked-NODE_14_length_237296_cov_18.7603_ID_27-processed-gene-1.182&CDS=1-657
1158	OG0001158	YDR369C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.96&CDS=1-2442
1159	OG0001159	YDR370C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.94&CDS=1-1188
1160	OG0001160	YDR371W	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.116&CDS=1-1356
1161	OG0001161	YDR372C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.91&CDS=1-975
1162	OG0001162	YDR373W	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.115&CDS=1-570
1163	OG0001163	YDR374C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.88&CDS=1-789
1164	OG0001164	YDR375C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.87&CDS=1-1338
1165	OG0001165	YDR376W	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-1.121&CDS=1-1434
1166	OG0001166	YDR377W	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.113&CDS=1-300
1167	OG0001167	YDR378C	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.85&CDS=1-240
1168	OG0001168	YDR379C-A	snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_15_length_222901_cov_30.7808_ID_29-processed-gene-0.84&CDS=1-237
1169	OG0001169	YDR380W	genemark-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.97-mRNA-1_1&gene=genemark-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.97&CDS=1-1893
1170	OG0001170	YDR381C-A	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.59-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.59&CDS=1-321
1171	OG0001171	YDR381W	maker-NODE_4_length_935921_cov_18.6927_ID_7-snap-gene-8.142-mRNA-1_1&gene=maker-NODE_4_length_935921_cov_18.6927_ID_7-snap-gene-8.142&CDS=1-669
1172	OG0001172	YDR382W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.33-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.33&CDS=1-327
1173	OG0001173	YDR383C	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.209-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.209&CDS=1-633
1174	OG0001174	YDR386W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.36-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.36&CDS=1-1845
1175	OG0001175	YDR387C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.65-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.65&CDS=1-1620
1176	OG0001176	YDR388W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.37-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.37&CDS=1-1266
1177	OG0001177	YDR389W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.38-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.38&CDS=1-1665
1178	OG0001178	YDR390C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.66-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.66&CDS=1-1875
1179	OG0001179	YDR391C	snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NODE_8_length_332845_cov_20.4717_ID_15-processed-gene-2.124&CDS=1-720
1180	OG0001180	YDR392W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.55-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-8.55&CDS=1-981
1181	OG0001181	YDR393W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.93&CDS=1-1242
1182	OG0001182	YDR394W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.92-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.92&CDS=1-1284
1183	OG0001183	YDR395W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.91&CDS=1-2850
1184	OG0001184	YDR397C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.64&CDS=1-462
1185	OG0001185	YDR398W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.63&CDS=1-1893
1186	OG0001186	YDR399W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.62-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.62&CDS=1-645
1187	OG0001187	YDR400W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.61&CDS=1-1014
1188	OG0001188	YDR402C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.58&CDS=1-1401
1189	OG0001189	YDR403W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-14.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-14.100&CDS=1-1587
1190	OG0001190	YDR404C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-14.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-14.79&CDS=1-513
1191	OG0001191	YDR405W	snap_masked-NODE_10_length_295244_cov_19.1389_ID_19-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_10_length_295244_cov_19.1389_ID_19-processed-gene-1.81&CDS=1-717
1192	OG0001192	YDR407C	augustus_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.13&CDS=1-3630
1193	OG0001193	YDR408C	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.58&CDS=1-645
1194	OG0001194	YDR410C	genemark-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.108&CDS=1-1419
1195	OG0001195	YDR411C	augustus_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.9&CDS=1-849
1196	OG0001196	YDR412W	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.86&CDS=1-720
1197	OG0001197	YDR414C	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.53&CDS=1-1128
1198	OG0001198	YDR415C	maker-NODE_24_length_103904_cov_21.7932_ID_47-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_24_length_103904_cov_21.7932_ID_47-augustus-gene-0.0&CDS=1-1929
1199	OG0001199	YDR416W	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.84&CDS=1-2394
1200	OG0001200	YDR419W	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.80&CDS=1-1926
1201	OG0001201	YDR421W	snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_24_length_103904_cov_21.7932_ID_47-processed-gene-0.77&CDS=1-2835
1202	OG0001202	YDR425W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.7&CDS=1-1725
1203	OG0001203	YDR427W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.8&CDS=1-1182
1204	OG0001204	YDR429C	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.43&CDS=1-807
1205	OG0001205	YDR430C	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.46&CDS=1-2946
1206	OG0001206	YDR432W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.11&CDS=1-987
1207	OG0001207	YDR434W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.12&CDS=1-1560
1208	OG0001208	YDR435C	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.49&CDS=1-1011
1209	OG0001209	YDR437W	genemark-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.80&CDS=1-411
