	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034973_Danielozyma_ontarioensis
750	OG0000750	YCL014W	augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.238-mRNA-1_1&gene=augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.238&CDS=1-4485
751	OG0000751	YCL017C	augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.200&CDS=1-3327
752	OG0000752	YCL018W	augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.201&CDS=1-1125
753	OG0000753	YCL029C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.140-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.140&CDS=1-1596
754	OG0000754	YCL030C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.74&CDS=1-2532
755	OG0000755	YCL031C	augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-0.13&CDS=1-831
756	OG0000756	YCL032W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-1.155&CDS=1-1329
757	OG0000757	YCL033C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-0.70&CDS=1-450
758	OG0000758	YCL034W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.66&CDS=1-1335
759	OG0000759	YCL039W	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-1.123&CDS=1-2103
760	OG0000760	YCL044C	augustus_masked-NODE_16_length_227770_cov_29.655_ID_31-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_16_length_227770_cov_29.655_ID_31-processed-gene-0.82&CDS=1-1032
761	OG0000761	YCL045C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-2.20&CDS=1-2502
762	OG0000762	YCL047C	snap_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-2.101&CDS=1-804
763	OG0000763	YCL054W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-9.93&CDS=1-2442
764	OG0000764	YCL055W	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.116&CDS=1-1041
765	OG0000765	YCL057C-A	snap_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.193-mRNA-1_1&gene=snap_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.193&CDS=1-252
766	OG0000766	YCL059C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.149-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.149&CDS=1-1089
767	OG0000767	YCL061C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-5.129&CDS=1-3288
768	OG0000768	YCR002C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.49&CDS=1-1041
769	OG0000769	YCR003W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.21&CDS=1-603
770	OG0000770	YCR009C	augustus_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-2.212-mRNA-1_1&gene=augustus_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-2.212&CDS=1-798
771	OG0000771	YCR011C	augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.230&CDS=1-2997
772	OG0000772	YCR012W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.8&CDS=1-1248
773	OG0000773	YCR015C	augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.159&CDS=1-810
774	OG0000774	YCR016W	augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.193&CDS=1-912
775	OG0000775	YCR017C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.36&CDS=1-2877
776	OG0000776	YCR019W	augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.69&CDS=1-1008
777	OG0000777	YCR020C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-1.10&CDS=1-666
778	OG0000778	YCR020C-A	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.47&CDS=1-249
779	OG0000779	YCR021C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.83&CDS=1-960
780	OG0000780	YCR024C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.71-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.71&CDS=1-1401
781	OG0000781	YCR028C	augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-NODE_18_length_169719_cov_41.7299_ID_35-processed-gene-0.220&CDS=1-1428
782	OG0000782	YCR028C-A	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-1.5&CDS=1-408
783	OG0000783	YCR030C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-0.22&CDS=1-2637
784	OG0000784	YCR032W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-3.69&CDS=1-6390
785	OG0000785	YCR033W	snap_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.26&CDS=1-2769
786	OG0000786	YCR035C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-3.70&CDS=1-1014
787	OG0000787	YCR042C	maker-NODE_9_length_386304_cov_31.4917_ID_17-augustus-gene-2.7-mRNA-1_1&gene=maker-NODE_9_length_386304_cov_31.4917_ID_17-augustus-gene-2.7&CDS=1-7998
788	OG0000788	YCR046C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.48&CDS=1-510
789	OG0000789	YCR047C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.49&CDS=1-807
790	OG0000790	YCR051W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-5.26&CDS=1-627
791	OG0000791	YCR053W	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-0.27&CDS=1-1542
792	OG0000792	YCR054C	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-0.8&CDS=1-1476
793	OG0000793	YCR057C	augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.107&CDS=1-2700
794	OG0000794	YCR059C	snap_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.52&CDS=1-903
795	OG0000795	YCR061W	augustus_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-1.76&CDS=1-1833
796	OG0000796	YCR063W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.82&CDS=1-441
797	OG0000797	YCR065W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.99&CDS=1-1887
798	OG0000798	YCR066W	snap_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_10_length_329645_cov_33.732_ID_19-processed-gene-2.18&CDS=1-1248
799	OG0000799	YCR068W	maker-NODE_10_length_329645_cov_33.732_ID_19-snap-gene-2.71-mRNA-1_1&gene=maker-NODE_10_length_329645_cov_33.732_ID_19-snap-gene-2.71&CDS=1-2562
800	OG0000800	YCR071C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.116&CDS=1-369
801	OG0000801	YCR072C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.114&CDS=1-1539
802	OG0000802	YCR079W	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-0.87&CDS=1-1299
803	OG0000803	YCR084C	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.147-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.147&CDS=1-1866
804	OG0000804	YCR086W	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.146&CDS=1-927
805	OG0000805	YCR088W	augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-2.106&CDS=1-1953
806	OG0000806	YCR090C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.71&CDS=1-480
807	OG0000807	YCR091W	augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-1.71&CDS=1-2148
808	OG0000808	YCR092C	augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-0.136&CDS=1-3123
809	OG0000809	YCR093W	maker-NODE_15_length_228130_cov_31.8965_ID_29-augustus-gene-1.223-mRNA-1_1&gene=maker-NODE_15_length_228130_cov_31.8965_ID_29-augustus-gene-1.223&CDS=1-6489
810	OG0000810	YCR095C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-7.77&CDS=1-1317
811	OG0000811	YCR097W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-10.151-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-10.151&CDS=1-888
812	OG0000812	YCR098C	augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-1.76&CDS=1-1521
813	OG0000813	YDL001W	snap_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-9.32-mRNA-1_1&gene=snap_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-9.32&CDS=1-1308
814	OG0000814	YDL002C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-9.87&CDS=1-924
815	OG0000815	YDL003W	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.172-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.172&CDS=1-1473
816	OG0000816	YDL004W	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.138-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.138&CDS=1-477
817	OG0000817	YDL006W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.135&CDS=1-948
818	OG0000818	YDL007W	maker-NODE_13_length_279400_cov_36.0067_ID_25-augustus-gene-1.107-mRNA-1_1&gene=maker-NODE_13_length_279400_cov_36.0067_ID_25-augustus-gene-1.107&CDS=1-1320
819	OG0000819	YDL008W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.276-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.276&CDS=1-366
820	OG0000820	YDL013W	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-4.58&CDS=1-1239
821	OG0000821	YDL014W	snap_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-4.110&CDS=1-975
822	OG0000822	YDL015C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-0.88&CDS=1-918
823	OG0000823	YDL017W	augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-1.171-mRNA-1_1&gene=augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-1.171&CDS=1-1737
824	OG0000824	YDL018C	augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-1.131&CDS=1-636
825	OG0000825	YDL028C	augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.96&CDS=1-2079
826	OG0000826	YDL029W	maker-NODE_11_length_327135_cov_28.3393_ID_21-augustus-gene-0.60-mRNA-1_1&gene=maker-NODE_11_length_327135_cov_28.3393_ID_21-augustus-gene-0.60&CDS=1-1176
827	OG0000827	YDL030W	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-5.135&CDS=1-1431
828	OG0000828	YDL031W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.28&CDS=1-2778
829	OG0000829	YDL033C	genemark-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.56&CDS=1-1185
830	OG0000830	YDL035C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-2.39&CDS=1-2127
831	OG0000831	YDL040C	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-5.118&CDS=1-2319
832	OG0000832	YDL043C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-6.61&CDS=1-720
833	OG0000833	YDL045C	maker-NODE_3_length_1123224_cov_32.4581_ID_5-augustus-gene-6.158-mRNA-1_1&gene=maker-NODE_3_length_1123224_cov_32.4581_ID_5-augustus-gene-6.158&CDS=1-825
834	OG0000834	YDL045W-A	genemark-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-6.20-mRNA-1_1&gene=genemark-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-6.20&CDS=1-1785
835	OG0000835	YDL046W	augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-1.169&CDS=1-576
836	OG0000836	YDL051W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-11.83&CDS=1-822
837	OG0000837	YDL052C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.41&CDS=1-873
838	OG0000838	YDL054C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-6.20&CDS=1-1422
839	OG0000839	YDL055C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-6.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-6.21&CDS=1-1086
840	OG0000840	YDL057W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.168-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.168&CDS=1-1923
841	OG0000841	YDL058W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.120&CDS=1-6594
842	OG0000842	YDL059C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.102&CDS=1-495
843	OG0000843	YDL060W	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.128&CDS=1-3438
844	OG0000844	YDL063C	genemark-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.83-mRNA-1_1&gene=genemark-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.83&CDS=1-2055
845	OG0000845	YDL064W	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.126&CDS=1-474
846	OG0000846	YDL067C	snap_masked-NODE_15_length_228130_cov_31.8965_ID_29-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_15_length_228130_cov_31.8965_ID_29-processed-gene-1.78&CDS=1-183
847	OG0000847	YDL072C	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.262-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.262&CDS=1-603
848	OG0000848	YDL073W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.106&CDS=1-2928
849	OG0000849	YDL074C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.162-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.162&CDS=1-2061
850	OG0000850	YDL077C	snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.74-mRNA-1_1&gene=snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.74&CDS=1-2538
851	OG0000851	YDL084W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.135-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.135&CDS=1-1305
852	OG0000852	YDL087C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.133&CDS=1-714
853	OG0000853	YDL089W	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.93&CDS=1-1611
854	OG0000854	YDL090C	snap_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.20&CDS=1-3180
855	OG0000855	YDL091C	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.154&CDS=1-1326
856	OG0000856	YDL092W	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.188-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.188&CDS=1-360
857	OG0000857	YDL095W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.36&CDS=1-2460
858	OG0000858	YDL097C	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.69&CDS=1-1263
859	OG0000859	YDL098C	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.267-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.267&CDS=1-654
860	OG0000860	YDL100C	maker-NODE_1_length_1880460_cov_31.0834_ID_1-augustus-gene-11.67-mRNA-1_1&gene=maker-NODE_1_length_1880460_cov_31.0834_ID_1-augustus-gene-11.67&CDS=1-1296
861	OG0000861	YDL101C	snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-15.138-mRNA-1_1&gene=snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-15.138&CDS=1-3384
862	OG0000862	YDL102W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.33&CDS=1-3231
863	OG0000863	YDL103C	augustus_masked-NODE_21_length_78284_cov_38.8249_ID_41-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_21_length_78284_cov_38.8249_ID_41-processed-gene-0.76&CDS=1-1434
864	OG0000864	YDL104C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.138&CDS=1-1239
865	OG0000865	YDL105W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.102-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.102&CDS=1-1095
866	OG0000866	YDL106C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-16.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-16.60&CDS=1-1599
867	OG0000867	YDL107W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-16.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-16.59&CDS=1-1086
868	OG0000868	YDL111C	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.92&CDS=1-849
