	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035662_Meyerozyma_caribbica
115	OG0000115	YJL116C, YNL066W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-5.73&CDS=1-1191, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-4.121-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-4.121&CDS=1-1155
116	OG0000116	YJL130C, YJR109C	augustus_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-2.126&CDS=1-3444, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.113&CDS=1-6606
117	OG0000117	YJL190C, YLR367W	maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-13.110-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-13.110&CDS=1-390, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.139-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.139&CDS=1-390
118	OG0000118	YJL200C, YLR304C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.75&CDS=1-6714, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-1.113&CDS=1-2337
119	OG0000119	YJR019C	snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.24&CDS=1-966, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-5.110&CDS=1-966, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-5.111&CDS=1-1002
120	OG0000120	YKL046C, YMR238W	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.63&CDS=1-1374, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.52-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.52&CDS=1-1341
121	OG0000121	YKL222C, YLR266C, YOR162C, YOR172W	
122	OG0000122	YLL062C, YMR321C, YPL273W	genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.247-mRNA-1_1&gene=genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.247&CDS=1-939
123	OG0000123	YLR090W, YNL064C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-5.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-5.79&CDS=1-1221, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-0.59&CDS=1-1323
124	OG0000124	YLR188W, YPL270W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-12.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-12.99&CDS=1-2268, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-2.94&CDS=1-3018
125	OG0000125	YLR361C, YOR137C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.128-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.128&CDS=1-1491, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.33-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.33&CDS=1-2127
126	OG0000126	YMR266W, YOL084W	snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.165&CDS=1-2577, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.57-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.57&CDS=1-2748
127	OG0000127	YMR303C, YOL086C	snap_masked-NODE_15_length_185063_cov_26.2943_ID_1655-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_15_length_185063_cov_26.2943_ID_1655-processed-gene-0.51&CDS=1-1164, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.22&CDS=1-1044
128	OG0000128	YNL027W	snap_masked-NODE_15_length_185063_cov_26.2943_ID_1655-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_15_length_185063_cov_26.2943_ID_1655-processed-gene-0.111&CDS=1-699, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.106-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.106&CDS=1-1854, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.152-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.152&CDS=1-786
129	OG0000129	YNL148C, YPL174C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.49-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.49&CDS=1-2343, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.135-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.135&CDS=1-735
130	OG0000130	YNL183C, YOR267C	maker-NODE_7_length_691971_cov_18.1586_ID_999-augustus-gene-5.118-mRNA-1_1&gene=maker-NODE_7_length_691971_cov_18.1586_ID_999-augustus-gene-5.118&CDS=1-3714, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-4.105-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-4.105&CDS=1-1932
131	OG0000131	YNL274C, YPL113C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.18-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.18&CDS=1-1089, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.65-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.65&CDS=1-1002
132	OG0000132	YNL283C, YOL105C, YOR008C	snap_masked-NODE_17_length_82857_cov_25.8618_ID_1723-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_17_length_82857_cov_25.8618_ID_1723-processed-gene-0.128&CDS=1-1164
133	OG0000133	YOL055C, YPL258C, YPR121W	maker-NODE_11_length_366366_cov_17.326_ID_1157-augustus-gene-1.163-mRNA-1_1&gene=maker-NODE_11_length_366366_cov_17.326_ID_1157-augustus-gene-1.163&CDS=1-6162
134	OG0000134	YOR018W, YPL094C	maker-NODE_4_length_887185_cov_24.1062_ID_1360-augustus-gene-3.158-mRNA-1_1&gene=maker-NODE_4_length_887185_cov_24.1062_ID_1360-augustus-gene-3.158&CDS=1-2577, snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.41-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.41&CDS=1-2898
135	OG0000135	YOR049C	maker-NODE_15_length_185063_cov_26.2943_ID_1655-snap-gene-0.113-mRNA-1_1&gene=maker-NODE_15_length_185063_cov_26.2943_ID_1655-snap-gene-0.113&CDS=1-2694, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-13.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-13.128&CDS=1-1266, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-8.166-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-8.166&CDS=1-1470
136	OG0000136	YOR153W	augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.62&CDS=1-10281, maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-4.126-mRNA-1_1&gene=maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-4.126&CDS=1-5553, snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.190-mRNA-1_1&gene=snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.190&CDS=1-4473
137	OG0000137	YOR334W, YPL060W	genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.133-mRNA-1_1&gene=genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-9.133&CDS=1-1095, snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.133&CDS=1-1233
138	OG0000138	YPR194C	maker-NODE_3_length_1034512_cov_18.7206_ID_919-snap-gene-4.160-mRNA-1_1&gene=maker-NODE_3_length_1034512_cov_18.7206_ID_919-snap-gene-4.160&CDS=1-5409, snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.69&CDS=1-2670, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.0&CDS=1-2544
139	OG0000139	Q0045, Q0065, Q0070	maker-NODE_20_length_35865_cov_1015.54_ID_3212-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_20_length_35865_cov_1015.54_ID_3212-snap-gene-0.0&CDS=1-231
140	OG0000140		augustus_masked-NODE_23_length_7262_cov_37.9623_ID_2055-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_23_length_7262_cov_37.9623_ID_2055-processed-gene-0.2&CDS=1-852, maker-NODE_10_length_506719_cov_18.9381_ID_1110-snap-gene-4.196-mRNA-1_1&gene=maker-NODE_10_length_506719_cov_18.9381_ID_1110-snap-gene-4.196&CDS=1-2607, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.2&CDS=1-2022, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.5&CDS=1-3219
141	OG0000141	YAL015C, YOL043C	augustus_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.145&CDS=1-1260
142	OG0000142	YAL017W, YOL045W	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.89&CDS=1-3501
143	OG0000143	YAL034C, YOR338W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-13.137-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-13.137&CDS=1-990
144	OG0000144	YAL040C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-0.60&CDS=1-1311, snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.13&CDS=1-1272
145	OG0000145	YAL056W, YOR371C	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.60&CDS=1-2946
146	OG0000146	YAL061W	maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-4.125-mRNA-1_1&gene=maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-4.125&CDS=1-1395, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.78-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.78&CDS=1-1146
147	OG0000147	YBL002W, YDR224C	augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.83&CDS=1-387
148	OG0000148	YBL003C, YDR225W	augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.70&CDS=1-390
149	OG0000149	YBL011W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.119-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.119&CDS=1-2361, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.194-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.194&CDS=1-2019
150	OG0000150	YBL027W, YBR084C-A	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-4.154-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-4.154&CDS=1-621
151	OG0000151	YBL067C, YER098W	maker-NODE_6_length_736192_cov_18.5434_ID_1264-augustus-gene-0.161-mRNA-1_1&gene=maker-NODE_6_length_736192_cov_18.5434_ID_1264-augustus-gene-0.161&CDS=1-2574
152	OG0000152	YBL068W, YER099C	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-0.126-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-0.126&CDS=1-969
153	OG0000153	YBL072C, YER102W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.35&CDS=1-603
154	OG0000154	YBL087C, YER117W	snap_masked-NODE_17_length_82857_cov_25.8618_ID_1723-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_17_length_82857_cov_25.8618_ID_1723-processed-gene-0.127&CDS=1-411
155	OG0000155	YBL101C, YPR030W	genemark-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-0.6&CDS=1-3504
156	OG0000156	YBL106C, YPR032W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-4.84-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-4.84&CDS=1-3207
157	OG0000157	YBR001C, YDR001C	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.94&CDS=1-2460
158	OG0000158	YBR005W, YDR003W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.58-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.58&CDS=1-726
159	OG0000159	YBR015C	genemark-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.224-mRNA-1_1&gene=genemark-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-7.224&CDS=1-1566, snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-4.5&CDS=1-2757
160	OG0000160	YBR016W, YDL012C	genemark-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.40-mRNA-1_1&gene=genemark-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.40&CDS=1-369
161	OG0000161	YBR020W, YDR009W	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.114&CDS=1-1551
162	OG0000162	YBR026C	augustus_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-2.136&CDS=1-1161, snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.14-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-6.14&CDS=1-1074
163	OG0000163	YBR031W, YDR012W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-11.120&CDS=1-10740
164	OG0000164	YBR048W, YDR025W	maker-NODE_16_length_162208_cov_25.2841_ID_1753-snap-gene-0.74-mRNA-1_1&gene=maker-NODE_16_length_162208_cov_25.2841_ID_1753-snap-gene-0.74&CDS=1-465
165	OG0000165	YBR082C, YDR059C	genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-5.147-mRNA-1_1&gene=genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-5.147&CDS=1-330
166	OG0000166	YBR089C-A, YPR052C	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-1.104-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-1.104&CDS=1-2049
167	OG0000167	YBR105C, YGR066C	augustus_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-3.113&CDS=1-711
168	OG0000168	YBR114W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.76&CDS=1-4026, snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.3-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-7.3&CDS=1-1536
169	OG0000169	YBR118W, YPR080W	augustus_masked-NODE_35_length_1226_cov_43.3659_ID_3170-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_35_length_1226_cov_43.3659_ID_3170-processed-gene-0.2&CDS=1-1215
170	OG0000170	YBR132C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.178-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.178&CDS=1-1782, snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-0.14&CDS=1-1689
171	OG0000171	YBR137W	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-1.95&CDS=1-480, snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-1.96&CDS=1-510
172	OG0000172	YBR140C, YOL081W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.86-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.86&CDS=1-7785
173	OG0000173	YBR147W, YOL092W	maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-0.35-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-0.35&CDS=1-894
174	OG0000174	YBR181C, YPL090C	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.90-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.90&CDS=1-708
175	OG0000175	YBR183W, YPL087W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.20&CDS=1-897
176	OG0000176	YBR189W, YPL081W	maker-NODE_3_length_1034512_cov_18.7206_ID_919-snap-gene-6.2-mRNA-1_1&gene=maker-NODE_3_length_1034512_cov_18.7206_ID_919-snap-gene-6.2&CDS=1-1017
177	OG0000177	YBR210W, YGL054C	maker-NODE_15_length_185063_cov_26.2943_ID_1655-snap-gene-0.116-mRNA-1_1&gene=maker-NODE_15_length_185063_cov_26.2943_ID_1655-snap-gene-0.116&CDS=1-1116
178	OG0000178	YBR214W, YGL056C	snap_masked-NODE_21_length_33955_cov_14.8703_ID_2015-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_21_length_33955_cov_14.8703_ID_2015-processed-gene-0.19&CDS=1-1608
179	OG0000179	YBR216C, YGL060W	augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-4.17&CDS=1-1989
180	OG0000180	YBR238C, YGL107C	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.119&CDS=1-2052
181	OG0000181	YBR241C, YGL104C	maker-NODE_5_length_847748_cov_16.1536_ID_963-augustus-gene-5.121-mRNA-1_1&gene=maker-NODE_5_length_847748_cov_16.1536_ID_963-augustus-gene-5.121&CDS=1-2661
182	OG0000182	YBR242W, YGL101W	maker-NODE_5_length_847748_cov_16.1536_ID_963-augustus-gene-5.122-mRNA-1_1&gene=maker-NODE_5_length_847748_cov_16.1536_ID_963-augustus-gene-5.122&CDS=1-1059
183	OG0000183	YBR273C, YJL048C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.47&CDS=1-1308
184	OG0000184	YCL011C, YNL004W	augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-2.84&CDS=1-5895
185	OG0000185	YCL035C, YDR513W	genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.155-mRNA-1_1&gene=genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.155&CDS=1-321
186	OG0000186	YCL040W, YDR516C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.102&CDS=1-1521
187	OG0000187	YCL048W, YDR522C	snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.25&CDS=1-1221
188	OG0000188	YCL050C, YDR530C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.28-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-1.28&CDS=1-942
189	OG0000189	YCR010C, YNR002C	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.56&CDS=1-1101
190	OG0000190	YCR023C	genemark-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-0.41&CDS=1-1623, snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.26-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.26&CDS=1-1734
191	OG0000191	YCR026C, YEL016C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.58-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-9.58&CDS=1-1992
192	OG0000192	YCR031C, YJL191W	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.140-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-5.140&CDS=1-3135
193	OG0000193	YCR061W	genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.301-mRNA-1_1&gene=genemark-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.301&CDS=1-1710, snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-5.121-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-5.121&CDS=1-1596
194	OG0000194	YCR067C, YNR026C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.31&CDS=1-2994
195	OG0000195	YCR073W-A, YNR034W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.134-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.134&CDS=1-930
196	OG0000196	YCR094W, YNR048W	snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_12_length_294675_cov_21.9903_ID_1250-processed-gene-1.121&CDS=1-1173
197	OG0000197	YDL020C	maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-14.192-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-14.192&CDS=1-2739, snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.68&CDS=1-1251
