	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035679_Candida_rhagii
126	OG0000126	YER133W, YML016C	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-0.124&CDS=1-1548, maker-NODE_16_length_334566_cov_48_ID_2018-snap-gene-2.224-mRNA-1_1&gene=maker-NODE_16_length_334566_cov_48_ID_2018-snap-gene-2.224&CDS=1-1215
127	OG0000127	YER172C, YGR271W	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.29&CDS=1-5760, augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-5.57&CDS=1-6339
128	OG0000128	YFL011W, YMR011W	augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-0.92&CDS=1-1656, snap_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.157-mRNA-1_1&gene=snap_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.157&CDS=1-1659
129	OG0000129	YFL060C, YMR095C, YNL334C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.216-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.216&CDS=1-681
130	OG0000130	YFR031C-A, YIL018W	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.9&CDS=1-762, snap_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.27&CDS=1-762
131	OG0000131	YGL003C, YGL116W	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.195-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.195&CDS=1-1737, genemark-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.91-mRNA-1_1&gene=genemark-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.91&CDS=1-1851
132	OG0000132	YGL044C, YGR156W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.105&CDS=1-1083, augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.16&CDS=1-699
133	OG0000133	YGL083W, YOR112W	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-0.82&CDS=1-2352, augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-0.7&CDS=1-2568
134	OG0000134	YGL194C, YOR346W	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.185-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.185&CDS=1-1359, augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.212&CDS=1-4572
135	OG0000135	YGR032W	augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.20&CDS=1-4983, augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.120&CDS=1-5661, genemark-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-4.70-mRNA-1_1&gene=genemark-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-4.70&CDS=1-4953
136	OG0000136	YGR048W, YJR132W	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-1.21&CDS=1-4095, augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-5.5&CDS=1-3156
137	OG0000137	YGR052W, YHR082C	augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.59&CDS=1-2766, snap_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.7-mRNA-1_1&gene=snap_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.7&CDS=1-1368
138	OG0000138	YGR070W, YLR371W	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.178-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.178&CDS=1-4080, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-5.107&CDS=1-693
139	OG0000139	YGR184C, YLR024C	augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-1.15&CDS=1-5298, augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-1.34&CDS=1-5772
140	OG0000140	YGR240C, YMR205C	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-4.100&CDS=1-2865, augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.7&CDS=1-2964
141	OG0000141	YHL028W, YNL283C	augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-0.85&CDS=1-1278, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-4.35&CDS=1-1365
142	OG0000142	YHR023W, YOR326W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.207-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-8.207&CDS=1-5460, augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.100&CDS=1-4722
143	OG0000143	YHR031C, YML061C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-2.121&CDS=1-2151, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.58-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.58&CDS=1-2034
144	OG0000144	YHR150W, YJL141C	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-0.28&CDS=1-2067, genemark-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-1.75&CDS=1-4170
145	OG0000145	YHR176W	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.23&CDS=1-1512, augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.76&CDS=1-1362, snap_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-1.159-mRNA-1_1&gene=snap_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-1.159&CDS=1-1560
146	OG0000146	YHR179W, YPL171C	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.116&CDS=1-1317, augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_20_length_252601_cov_47.633_ID_2704-processed-gene-0.80&CDS=1-1224
147	OG0000147	YHR216W, YLR432W, YML056C	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-6.59&CDS=1-2037
148	OG0000148	YIL035C, YOR061W	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.114&CDS=1-999, augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-0.26&CDS=1-987
149	OG0000149	YIL038C, YPR072W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.155&CDS=1-2118, augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.22&CDS=1-1794
150	OG0000150	YIL095W, YNL020C	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.111&CDS=1-2304, augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-5.4&CDS=1-2733
151	OG0000151	YIL151C, YKR096W	augustus_masked-NODE_121_length_419_cov_0.701342_ID_4365-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_121_length_419_cov_0.701342_ID_4365-processed-gene-0.0&CDS=1-417, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.17&CDS=1-3741
152	OG0000152	YIL166C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.207-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.207&CDS=1-1650, augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.248-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.248&CDS=1-1653, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.35&CDS=1-1713
153	OG0000153	YIR031C, YNL117W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-4.100&CDS=1-1653, augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-2.119&CDS=1-3567
154	OG0000154	YJL081C, YPR034W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.261-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.261&CDS=1-1428, augustus_masked-NODE_24_length_110387_cov_53.1016_ID_2847-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_24_length_110387_cov_53.1016_ID_2847-processed-gene-0.11&CDS=1-1452
155	OG0000155	YJL089W, YMR280C	augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.3&CDS=1-3075, augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.1&CDS=1-3399
156	OG0000156	YJL092W, YOL095C	augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.38&CDS=1-2655, snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-3.116&CDS=1-2490
157	OG0000157	YJL200C, YLR304C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-3.37&CDS=1-2349, augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-1.135&CDS=1-2421
158	OG0000158	YJR005W, YKL135C	augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-1.18&CDS=1-2058, augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-7.18&CDS=1-2172
159	OG0000159	YJR107W, YMR065W	maker-NODE_7_length_686333_cov_41.9281_ID_1972-augustus-gene-5.176-mRNA-1_1&gene=maker-NODE_7_length_686333_cov_41.9281_ID_1972-augustus-gene-5.176&CDS=1-1758, snap_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.105&CDS=1-2115
160	OG0000160	YKL096W	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.30&CDS=1-924, augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-1.100&CDS=1-939, snap_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.165-mRNA-1_1&gene=snap_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.165&CDS=1-834
161	OG0000161	YKL124W, YMR171C	augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-1.37&CDS=1-1536, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.115&CDS=1-1641
162	OG0000162	YLL057C	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-1.138&CDS=1-1125, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.37&CDS=1-1155, maker-NODE_14_length_382939_cov_48.858_ID_2359-snap-gene-0.36-mRNA-1_1&gene=maker-NODE_14_length_382939_cov_48.858_ID_2359-snap-gene-0.36&CDS=1-2130
163	OG0000163	YLL062C, YMR321C, YPL273W	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-2.0&CDS=1-969
164	OG0000164	YLR098C, YOR337W	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-5.118&CDS=1-1920, augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.21&CDS=1-2370
165	OG0000165	YLR188W, YPL270W	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.120&CDS=1-2427, maker-NODE_13_length_385540_cov_42.6626_ID_2160-augustus-gene-2.248-mRNA-1_1&gene=maker-NODE_13_length_385540_cov_42.6626_ID_2160-augustus-gene-2.248&CDS=1-4239
166	OG0000166	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.13&CDS=1-1773
167	OG0000167	YLR284C, YOR180C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.192&CDS=1-822, augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-0.101&CDS=1-840
168	OG0000168	YLR287C-A, YOR182C	augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-1.165&CDS=1-684, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.36&CDS=1-465
169	OG0000169	YLR361C, YOR137C	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-0.98&CDS=1-1869, augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-6.168-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-6.168&CDS=1-1662
170	OG0000170	YLR454W, YPR117W	augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-1.105&CDS=1-7542, augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_6_length_723125_cov_44.3351_ID_1383-processed-gene-2.21&CDS=1-7905
171	OG0000171	YML017W, YPR163C	augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_13_length_385540_cov_42.6626_ID_2160-processed-gene-2.8&CDS=1-2412, maker-NODE_6_length_723125_cov_44.3351_ID_1383-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_6_length_723125_cov_44.3351_ID_1383-augustus-gene-1.49&CDS=1-1839
172	OG0000172	YML054C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-3.49&CDS=1-1566, augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-2.17&CDS=1-1614, augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.99-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.99&CDS=1-1707
173	OG0000173	YMR020W, YPL225W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-0.2&CDS=1-1389, maker-NODE_17_length_319834_cov_46.5835_ID_2197-augustus-gene-1.48-mRNA-1_1&gene=maker-NODE_17_length_319834_cov_46.5835_ID_2197-augustus-gene-1.48&CDS=1-1830
174	OG0000174	YMR303C, YOL086C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-1.21&CDS=1-1140, augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.16&CDS=1-1044
175	OG0000175	YNL104C, YOR108W	augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_23_length_115203_cov_43.2049_ID_3069-processed-gene-0.48&CDS=1-1713, maker-NODE_3_length_984103_cov_43.6458_ID_5856-augustus-gene-3.103-mRNA-1_1&gene=maker-NODE_3_length_984103_cov_43.6458_ID_5856-augustus-gene-3.103&CDS=1-2352
176	OG0000176	YNL274C, YPL113C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.29&CDS=1-2700, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-4.111&CDS=1-1047
177	OG0000177	YOL087C, YOR272W	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-4.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-4.125&CDS=1-3288, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-5.109&CDS=1-1398
178	OG0000178	YOL154W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.14&CDS=1-1377, augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.54&CDS=1-1311, augustus_masked-NODE_27_length_9005_cov_59.0489_ID_5206-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_27_length_9005_cov_59.0489_ID_5206-processed-gene-0.0&CDS=1-2523
179	OG0000179	YOR153W	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.205&CDS=1-4476, augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.28&CDS=1-4431, maker-NODE_1_length_1078932_cov_44.3637_ID_1562-augustus-gene-6.47-mRNA-1_1&gene=maker-NODE_1_length_1078932_cov_44.3637_ID_1562-augustus-gene-6.47&CDS=1-5490
180	OG0000180	YOR197W	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.47&CDS=1-942, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-2.138&CDS=1-1272, augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.232-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.232&CDS=1-1230
181	OG0000181	YOR389W, YPL277C, YPL278C	snap_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.64&CDS=1-1812
182	OG0000182	YPR143W	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-7.124&CDS=1-3387, augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-0.81&CDS=1-1641, augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-2.120&CDS=1-1416
183	OG0000183	YPR194C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.244-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-9.244&CDS=1-2745, augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-6.16&CDS=1-2679, genemark-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-0.24&CDS=1-3324
184	OG0000184	Q0045, Q0065, Q0070	maker-NODE_26_length_23717_cov_1893.67_ID_6539-snap-gene-0.14-mRNA-1_1&gene=maker-NODE_26_length_23717_cov_1893.67_ID_6539-snap-gene-0.14&CDS=1-390
