	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035244_Candida_incommunis
560	OG0000560	YBR023C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.153-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.153&CDS=1-3549
561	OG0000561	YBR025C	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.14&CDS=1-1182
562	OG0000562	YBR026C	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-0.62&CDS=1-1068
563	OG0000563	YBR029C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-8.76-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-8.76&CDS=1-1266
564	OG0000564	YBR030W	snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.206-mRNA-1_1&gene=snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.206&CDS=1-1458
565	OG0000565	YBR034C	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.142-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.142&CDS=1-1002
566	OG0000566	YBR035C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-5.19-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-5.19&CDS=1-684
567	OG0000567	YBR037C	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.34&CDS=1-1002
568	OG0000568	YBR039W	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.122-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.122&CDS=1-858
569	OG0000569	YBR040W	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.156-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.156&CDS=1-666
570	OG0000570	YBR041W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.75&CDS=1-1884
571	OG0000571	YBR042C	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.129&CDS=1-1293
572	OG0000572	YBR043C	augustus_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.95&CDS=1-1872
573	OG0000573	YBR046C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.3-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.3&CDS=1-993
574	OG0000574	YBR055C	augustus_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.83&CDS=1-2574
575	OG0000575	YBR056W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.59-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.59&CDS=1-1554
576	OG0000576	YBR057C	augustus_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.82&CDS=1-1032
577	OG0000577	YBR058C	maker-NODE_3_length_1052257_cov_11.8842_ID_2282-augustus-gene-7.53-mRNA-1_1&gene=maker-NODE_3_length_1052257_cov_11.8842_ID_2282-augustus-gene-7.53&CDS=1-3648
578	OG0000578	YBR060C	snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-3.89-mRNA-1_1&gene=snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-3.89&CDS=1-1527
579	OG0000579	YBR061C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.30&CDS=1-939
580	OG0000580	YBR062C	augustus_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-10.130-mRNA-1_1&gene=augustus_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-10.130&CDS=1-522
581	OG0000581	YBR070C	snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.160&CDS=1-603
582	OG0000582	YBR074W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.58&CDS=1-2898
583	OG0000583	YBR079C	snap_masked-NODE_25_length_100678_cov_12.664_ID_3598-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_25_length_100678_cov_12.664_ID_3598-processed-gene-0.18&CDS=1-2988
584	OG0000584	YBR080C	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.106&CDS=1-2295
585	OG0000585	YBR081C	snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.124&CDS=1-3255
586	OG0000586	YBR082C	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-3.152-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-3.152&CDS=1-441
587	OG0000587	YBR083W	augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.84&CDS=1-2064
588	OG0000588	YBR085W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-5.77-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-5.77&CDS=1-903
589	OG0000589	YBR086C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-2.72&CDS=1-1989
590	OG0000590	YBR087W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.120&CDS=1-1038
591	OG0000591	YBR094W	augustus_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.62&CDS=1-2091
592	OG0000592	YBR095C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.135-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.135&CDS=1-912
593	OG0000593	YBR096W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-13.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-13.73&CDS=1-639
594	OG0000594	YBR097W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-6.49-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-6.49&CDS=1-4104
595	OG0000595	YBR101C	snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.74&CDS=1-804
596	OG0000596	YBR102C	snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-3.98&CDS=1-2016
597	OG0000597	YBR103W	snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-3.132&CDS=1-1647
598	OG0000598	YBR106W	snap_masked-NODE_38_length_36535_cov_13.4818_ID_6257-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_38_length_36535_cov_13.4818_ID_6257-processed-gene-0.12&CDS=1-573
599	OG0000599	YBR109C	augustus_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-2.48&CDS=1-447
600	OG0000600	YBR110W	snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-1.43&CDS=1-1389
601	OG0000601	YBR111C	snap_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-0.133&CDS=1-627
602	OG0000602	YBR112C	snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.113&CDS=1-3039
603	OG0000603	YBR115C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-3.104-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-3.104&CDS=1-4230
604	OG0000604	YBR121C	maker-NODE_1_length_1840166_cov_12.6323_ID_4854-augustus-gene-6.51-mRNA-1_1&gene=maker-NODE_1_length_1840166_cov_12.6323_ID_4854-augustus-gene-6.51&CDS=1-2454
605	OG0000605	YBR122C	genemark-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-0.26&CDS=1-435
606	OG0000606	YBR123C	augustus_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-0.70&CDS=1-1641
607	OG0000607	YBR126C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.68-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.68&CDS=1-1542
608	OG0000608	YBR127C	snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.46&CDS=1-1521
609	OG0000609	YBR129C	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-2.50&CDS=1-1014
610	OG0000610	YBR132C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-1.87&CDS=1-1662
611	OG0000611	YBR133C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-0.9&CDS=1-1983
612	OG0000612	YBR135W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-0.26&CDS=1-312
613	OG0000613	YBR136W	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-4.156-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-4.156&CDS=1-6693
614	OG0000614	YBR141C	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-0.4&CDS=1-801
615	OG0000615	YBR142W	snap_masked-NODE_32_length_67095_cov_11.6072_ID_3962-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_32_length_67095_cov_11.6072_ID_3962-processed-gene-0.15&CDS=1-2007
616	OG0000616	YBR143C	snap_masked-NODE_32_length_67095_cov_11.6072_ID_3962-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_32_length_67095_cov_11.6072_ID_3962-processed-gene-0.1&CDS=1-1302
617	OG0000617	YBR146W	genemark-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-1.128&CDS=1-969
618	OG0000618	YBR150C, YOL089C	
619	OG0000619	YBR151W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-0.7&CDS=1-876
620	OG0000620	YBR153W	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.85&CDS=1-717
621	OG0000621	YBR154C	maker-NODE_13_length_312288_cov_11.694_ID_2990-snap-gene-2.62-mRNA-1_1&gene=maker-NODE_13_length_312288_cov_11.694_ID_2990-snap-gene-2.62&CDS=1-648
622	OG0000622	YBR155W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.90-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.90&CDS=1-1119
623	OG0000623	YBR156C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.63-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.63&CDS=1-1854
624	OG0000624	YBR158W	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-0.108&CDS=1-1704
625	OG0000625	YBR159W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-3.146-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-3.146&CDS=1-1017
626	OG0000626	YBR162C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-10.52-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-10.52&CDS=1-1353
627	OG0000627	YBR162W-A	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-10.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-10.76&CDS=1-189
628	OG0000628	YBR166C	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-1.83&CDS=1-1344
629	OG0000629	YBR167C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.146-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.146&CDS=1-435
630	OG0000630	YBR170C	genemark-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.191-mRNA-1_1&gene=genemark-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.191&CDS=1-1671
631	OG0000631	YBR171W	genemark-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.227-mRNA-1_1&gene=genemark-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.227&CDS=1-462
632	OG0000632	YBR173C	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.109-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.109&CDS=1-411
633	OG0000633	YBR176W	snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-0.24&CDS=1-969
634	OG0000634	YBR179C	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.75&CDS=1-2541
635	OG0000635	YBR182C	maker-NODE_2_length_1412833_cov_13.0169_ID_4150-snap-gene-1.50-mRNA-1_1&gene=maker-NODE_2_length_1412833_cov_13.0169_ID_4150-snap-gene-1.50&CDS=1-1575
636	OG0000636	YBR185C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-17.154-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-17.154&CDS=1-1260
637	OG0000637	YBR187W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-5.72-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-5.72&CDS=1-1605
638	OG0000638	YBR192W	snap_masked-NODE_39_length_31310_cov_13.5456_ID_4517-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_39_length_31310_cov_13.5456_ID_4517-processed-gene-0.49&CDS=1-969
639	OG0000639	YBR193C	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-4.178-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-4.178&CDS=1-564
640	OG0000640	YBR196C	snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.67&CDS=1-1653
641	OG0000641	YBR198C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-0.70&CDS=1-2337
642	OG0000642	YBR200W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.17-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.17&CDS=1-2388
643	OG0000643	YBR202W	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.101&CDS=1-2343
644	OG0000644	YBR204C	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-1.71&CDS=1-1509
645	OG0000645	YBR208C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.126&CDS=1-7725
646	OG0000646	YBR213W	snap_masked-NODE_29_length_73783_cov_12.348_ID_4430-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_29_length_73783_cov_12.348_ID_4430-processed-gene-0.58&CDS=1-693
647	OG0000647	YBR215W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.52-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.52&CDS=1-987
648	OG0000648	YBR217W	genemark-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-0.8&CDS=1-420
649	OG0000649	YBR218C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-16.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-16.2&CDS=1-3507
650	OG0000650	YBR220C	augustus_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-7.87&CDS=1-1578
651	OG0000651	YBR221C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-7.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-7.41&CDS=1-1134
652	OG0000652	YBR222C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-7.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-7.25&CDS=1-1533
653	OG0000653	YBR223C	snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.179&CDS=1-1401
654	OG0000654	YBR227C	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-3.35&CDS=1-1428
655	OG0000655	YBR229C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.184-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.184&CDS=1-2739
656	OG0000656	YBR231C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-13.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-13.67&CDS=1-741
657	OG0000657	YBR233W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.22&CDS=1-1338
658	OG0000658	YBR233W-A	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.110-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.110&CDS=1-213
659	OG0000659	YBR234C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.39-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.39&CDS=1-1059
660	OG0000660	YBR235W	snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.138-mRNA-1_1&gene=snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.138&CDS=1-3480
661	OG0000661	YBR236C	snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-1.52&CDS=1-1431
662	OG0000662	YBR243C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.90-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.90&CDS=1-1284
663	OG0000663	YBR246W	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.93&CDS=1-954
664	OG0000664	YBR247C	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-3.142-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-3.142&CDS=1-1284
665	OG0000665	YBR248C	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-3.143-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-3.143&CDS=1-1638
666	OG0000666	YBR249C	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-0.25&CDS=1-1119
667	OG0000667	YBR251W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-3.101&CDS=1-951
668	OG0000668	YBR254C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.139-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.139&CDS=1-423
669	OG0000669	YBR255W	augustus_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.19&CDS=1-2067
670	OG0000670	YBR256C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-2.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-2.64&CDS=1-687
671	OG0000671	YBR257W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-5.95-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-5.95&CDS=1-633
672	OG0000672	YBR261C	genemark-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.30-mRNA-1_1&gene=genemark-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.30&CDS=1-693
673	OG0000673	YBR265W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.154-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.154&CDS=1-996
674	OG0000674	YBR267W	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-1.73&CDS=1-1278
675	OG0000675	YBR268W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.9&CDS=1-309
676	OG0000676	YBR269C	genemark-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.182-mRNA-1_1&gene=genemark-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.182&CDS=1-306
677	OG0000677	YBR271W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-12.7-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-12.7&CDS=1-876
678	OG0000678	YBR274W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-16.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-16.47&CDS=1-1503
