	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035252_Yamadazyma_nakazawae
664	OG0000664	YBR199W	genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.25&CDS=1-1353
665	OG0000665	YBR200W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.135&CDS=1-1833
666	OG0000666	YBR202W	genemark-NODE_43_length_70399_cov_12.9179_ID_10329-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_43_length_70399_cov_12.9179_ID_10329-processed-gene-0.6&CDS=1-2403
667	OG0000667	YBR203W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.22-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.22&CDS=1-1707
668	OG0000668	YBR204C	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.84&CDS=1-1932
669	OG0000669	YBR208C	augustus_masked-NODE_55_length_44365_cov_12.9979_ID_9501-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_55_length_44365_cov_12.9979_ID_9501-processed-gene-0.37&CDS=1-6618
670	OG0000670	YBR212W	genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.28&CDS=1-1926
671	OG0000671	YBR213W	genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.39&CDS=1-804
672	OG0000672	YBR215W	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.35&CDS=1-1347
673	OG0000673	YBR217W	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.34&CDS=1-384
674	OG0000674	YBR220C	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.210-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.210&CDS=1-1638
675	OG0000675	YBR221C	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.209-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.209&CDS=1-1143
676	OG0000676	YBR228W	snap_masked-NODE_37_length_84456_cov_13.2154_ID_22714-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_37_length_84456_cov_13.2154_ID_22714-processed-gene-0.40&CDS=1-795
677	OG0000677	YBR229C	genemark-NODE_37_length_84456_cov_13.2154_ID_22714-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_37_length_84456_cov_13.2154_ID_22714-processed-gene-0.22&CDS=1-2676
678	OG0000678	YBR231C	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.168&CDS=1-963
679	OG0000679	YBR233W	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.167-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.167&CDS=1-1752
680	OG0000680	YBR233W-A	genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.61&CDS=1-399
681	OG0000681	YBR234C	augustus_masked-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.39&CDS=1-1929
682	OG0000682	YBR235W	maker-NODE_23_length_167091_cov_13.5911_ID_21877-augustus-gene-0.174-mRNA-1_1&gene=maker-NODE_23_length_167091_cov_13.5911_ID_21877-augustus-gene-0.174&CDS=1-6288
683	OG0000683	YBR236C	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.52&CDS=1-1461
684	OG0000684	YBR241C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.148-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.148&CDS=1-1443
685	OG0000685	YBR243C	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.152-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.152&CDS=1-1479
686	OG0000686	YBR246W	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.131&CDS=1-996
687	OG0000687	YBR248C	maker-NODE_71_length_17956_cov_14.2976_ID_5074-augustus-gene-0.24-mRNA-1_1&gene=maker-NODE_71_length_17956_cov_14.2976_ID_5074-augustus-gene-0.24&CDS=1-5826
688	OG0000688	YBR254C	augustus_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.191&CDS=1-459
689	OG0000689	YBR255W	snap_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.10&CDS=1-1890
690	OG0000690	YBR256C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.46&CDS=1-759
691	OG0000691	YBR257W	genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.44&CDS=1-825
692	OG0000692	YBR258C	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.75&CDS=1-585
693	OG0000693	YBR260C	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.42&CDS=1-1875
694	OG0000694	YBR261C	genemark-NODE_59_length_34424_cov_15.0861_ID_9882-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_59_length_34424_cov_15.0861_ID_9882-processed-gene-0.60&CDS=1-738
695	OG0000695	YBR265W	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.124&CDS=1-939
696	OG0000696	YBR267W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.122&CDS=1-1155
697	OG0000697	YBR268W	snap_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.137-mRNA-1_1&gene=snap_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.137&CDS=1-291
698	OG0000698	YBR269C	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.96&CDS=1-414
699	OG0000699	YBR271W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.97&CDS=1-1176
700	OG0000700	YBR276C	snap_masked-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.123&CDS=1-2838
701	OG0000701	YBR279W	maker-NODE_2_length_730450_cov_12.7368_ID_12397-augustus-gene-6.2-mRNA-1_1&gene=maker-NODE_2_length_730450_cov_12.7368_ID_12397-augustus-gene-6.2&CDS=1-1812
702	OG0000702	YBR280C	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.20&CDS=1-1701
703	OG0000703	YBR281C	snap_masked-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.186-mRNA-1_1&gene=snap_masked-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.186&CDS=1-2640
704	OG0000704	YBR282W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.125&CDS=1-474
705	OG0000705	YBR283C	genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.184-mRNA-1_1&gene=genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.184&CDS=1-1458
706	OG0000706	YBR286W	genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.118&CDS=1-1551
707	OG0000707	YBR287W	maker-NODE_4_length_415900_cov_12.7607_ID_11117-snap-gene-2.119-mRNA-1_1&gene=maker-NODE_4_length_415900_cov_12.7607_ID_11117-snap-gene-2.119&CDS=1-1851
708	OG0000708	YBR289W	snap_masked-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.72&CDS=1-2139
709	OG0000709	YBR291C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.10&CDS=1-882
710	OG0000710	YBR294W	genemark-NODE_72_length_17714_cov_13.3572_ID_11993-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_72_length_17714_cov_13.3572_ID_11993-processed-gene-0.22&CDS=1-2469
711	OG0000711	YBR296C	genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.28&CDS=1-1758
712	OG0000712	YCL004W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.11&CDS=1-1662
713	OG0000713	YCL005W-A	snap_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.70&CDS=1-210
714	OG0000714	YCL009C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.132&CDS=1-903
715	OG0000715	YCL010C	snap_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.103&CDS=1-774
716	OG0000716	YCL012C	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.13&CDS=1-462
717	OG0000717	YCL014W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.14&CDS=1-4296
718	OG0000718	YCL017C	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.34&CDS=1-1419
719	OG0000719	YCL018W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.33&CDS=1-1137
720	OG0000720	YCL027W	genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.26&CDS=1-1149
721	OG0000721	YCL029C	maker-NODE_4_length_415900_cov_12.7607_ID_11117-snap-gene-3.1-mRNA-1_1&gene=maker-NODE_4_length_415900_cov_12.7607_ID_11117-snap-gene-3.1&CDS=1-1647
722	OG0000722	YCL030C	genemark-NODE_39_length_83989_cov_12.3709_ID_11766-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_39_length_83989_cov_12.3709_ID_11766-processed-gene-0.32&CDS=1-2568
723	OG0000723	YCL031C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.89-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.89&CDS=1-852
724	OG0000724	YCL032W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.15&CDS=1-1296
725	OG0000725	YCL033C	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.160-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.160&CDS=1-465
726	OG0000726	YCL034W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.54-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.54&CDS=1-1392
727	OG0000727	YCL043C	maker-NODE_17_length_225366_cov_13.4869_ID_18054-snap-gene-1.68-mRNA-1_1&gene=maker-NODE_17_length_225366_cov_13.4869_ID_18054-snap-gene-1.68&CDS=1-2319
728	OG0000728	YCL045C	augustus_masked-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.135&CDS=1-2427
729	OG0000729	YCL047C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.38&CDS=1-717
730	OG0000730	YCL054W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.49&CDS=1-2469
731	OG0000731	YCL055W	genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.211-mRNA-1_1&gene=genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.211&CDS=1-897
732	OG0000732	YCL057C-A	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.16-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.16&CDS=1-246
733	OG0000733	YCL057W	genemark-NODE_70_length_18626_cov_12.9774_ID_12501-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_70_length_18626_cov_12.9774_ID_12501-processed-gene-0.9&CDS=1-2034
734	OG0000734	YCL059C	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.9&CDS=1-1017
735	OG0000735	YCL061C	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.35-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.35&CDS=1-3111
736	OG0000736	YCR002C	genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.183&CDS=1-1017
737	OG0000737	YCR003W	genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.217-mRNA-1_1&gene=genemark-NODE_26_length_159190_cov_12.3925_ID_9832-processed-gene-0.217&CDS=1-531
738	OG0000738	YCR009C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.278-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.278&CDS=1-795
739	OG0000739	YCR011C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.43&CDS=1-6903
740	OG0000740	YCR012W	augustus_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.183&CDS=1-942
741	OG0000741	YCR015C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.118&CDS=1-768
742	OG0000742	YCR016W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.116&CDS=1-846
743	OG0000743	YCR017C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.105&CDS=1-2958
744	OG0000744	YCR019W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.110&CDS=1-1002
745	OG0000745	YCR020C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.16-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.16&CDS=1-678
746	OG0000746	YCR020C-A	snap_masked-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.67&CDS=1-231
747	OG0000747	YCR021C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.31&CDS=1-924
748	OG0000748	YCR023C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.139-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.139&CDS=1-1788
749	OG0000749	YCR024C	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.180&CDS=1-1479
750	OG0000750	YCR028C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.18&CDS=1-1383
751	OG0000751	YCR028C-A	genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.156&CDS=1-393
752	OG0000752	YCR030C	snap_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.106&CDS=1-2691
753	OG0000753	YCR032W	augustus_masked-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.123&CDS=1-8646
754	OG0000754	YCR033W	snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-4.74&CDS=1-3126
755	OG0000755	YCR035C	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.34&CDS=1-882
756	OG0000756	YCR036W	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.208-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.208&CDS=1-1005
757	OG0000757	YCR042C	augustus_masked-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.83&CDS=1-6840
758	OG0000758	YCR044C	genemark-NODE_37_length_84456_cov_13.2154_ID_22714-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_37_length_84456_cov_13.2154_ID_22714-processed-gene-0.29&CDS=1-1071
759	OG0000759	YCR045C	snap_masked-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.198-mRNA-1_1&gene=snap_masked-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.198&CDS=1-1230
760	OG0000760	YCR047C	augustus_masked-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.147&CDS=1-1341
761	OG0000761	YCR051W	genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.187-mRNA-1_1&gene=genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.187&CDS=1-663
762	OG0000762	YCR053W	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.60&CDS=1-1506
763	OG0000763	YCR054C	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.28&CDS=1-1296
764	OG0000764	YCR057C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.20&CDS=1-2769
765	OG0000765	YCR059C	snap_masked-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.200-mRNA-1_1&gene=snap_masked-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.200&CDS=1-903
766	OG0000766	YCR061W	snap_masked-NODE_38_length_84095_cov_12.2823_ID_6850-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_38_length_84095_cov_12.2823_ID_6850-processed-gene-0.32&CDS=1-1734
767	OG0000767	YCR063W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.8&CDS=1-429
768	OG0000768	YCR068W	maker-NODE_1_length_754808_cov_12.3332_ID_9967-snap-gene-6.6-mRNA-1_1&gene=maker-NODE_1_length_754808_cov_12.3332_ID_9967-snap-gene-6.6&CDS=1-2538
769	OG0000769	YCR071C	maker-NODE_3_length_599222_cov_12.9438_ID_5790-snap-gene-1.95-mRNA-1_1&gene=maker-NODE_3_length_599222_cov_12.9438_ID_5790-snap-gene-1.95&CDS=1-2310
770	OG0000770	YCR072C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.70&CDS=1-1554
771	OG0000771	YCR077C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.66&CDS=1-2529
772	OG0000772	YCR079W	augustus_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.204&CDS=1-3111
773	OG0000773	YCR081W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-1.72&CDS=1-4863
774	OG0000774	YCR084C	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.203-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.203&CDS=1-1911
775	OG0000775	YCR086W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.130-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.130&CDS=1-897
776	OG0000776	YCR088W	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.61&CDS=1-2016
777	OG0000777	YCR090C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.49&CDS=1-486
778	OG0000778	YCR091W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.142&CDS=1-2268
779	OG0000779	YCR092C	genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.169-mRNA-1_1&gene=genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.169&CDS=1-2724
780	OG0000780	YCR093W	genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.153&CDS=1-8229
781	OG0000781	YCR095C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-0.7&CDS=1-1497
782	OG0000782	YCR098C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.145&CDS=1-1662
783	OG0000783	YDL001W	genemark-NODE_42_length_71676_cov_12.6699_ID_6741-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_42_length_71676_cov_12.6699_ID_6741-processed-gene-0.71&CDS=1-1215
784	OG0000784	YDL002C	genemark-NODE_42_length_71676_cov_12.6699_ID_6741-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_42_length_71676_cov_12.6699_ID_6741-processed-gene-0.70&CDS=1-3372
785	OG0000785	YDL003W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.33&CDS=1-1605
786	OG0000786	YDL004W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.8&CDS=1-477
