	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034665_Kodamaea_laetipori
1704	OG0001704	YGR267C	snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.87&CDS=1-795
1705	OG0001705	YGR268C	augustus_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.41&CDS=1-927
1706	OG0001706	YGR270W	maker-NODE_22_length_139433_cov_17.7072_ID_43-snap-gene-0.98-mRNA-1_1&gene=maker-NODE_22_length_139433_cov_17.7072_ID_43-snap-gene-0.98&CDS=1-4074
1707	OG0001707	YGR271C-A	snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.91&CDS=1-672
1708	OG0001708	YGR271W	snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.58&CDS=1-5829
1709	OG0001709	YGR274C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-14.7-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-14.7&CDS=1-3318
1710	OG0001710	YGR276C	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.45&CDS=1-1884
1711	OG0001711	YGR277C	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-4.19&CDS=1-885
1712	OG0001712	YGR279C	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-5.46-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-5.46&CDS=1-1095
1713	OG0001713	YGR280C	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-0.60&CDS=1-792
1714	OG0001714	YGR282C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.175-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.175&CDS=1-921
1715	OG0001715	YGR284C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.192-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.192&CDS=1-927
1716	OG0001716	YGR285C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.184-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.184&CDS=1-1257
1717	OG0001717	YGR286C	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.79-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.79&CDS=1-1143
1718	OG0001718	YHL002W	augustus_masked-NODE_30_length_35554_cov_20.4154_ID_59-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_30_length_35554_cov_20.4154_ID_59-processed-gene-0.9&CDS=1-1473
1719	OG0001719	YHL004W	snap_masked-NODE_30_length_35554_cov_20.4154_ID_59-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_30_length_35554_cov_20.4154_ID_59-processed-gene-0.22&CDS=1-1335
1720	OG0001720	YHL007C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.63-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.63&CDS=1-3990
1721	OG0001721	YHL008C	genemark-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.108-mRNA-1_1&gene=genemark-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.108&CDS=1-1506
1722	OG0001722	YHL009C	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.79-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.79&CDS=1-1104
1723	OG0001723	YHL011C	augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.73&CDS=1-960
1724	OG0001724	YHL013C	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-2.24&CDS=1-879
1725	OG0001725	YHL014C	snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.177-mRNA-1_1&gene=snap_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.177&CDS=1-1245
1726	OG0001726	YHL015W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-7.37-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-7.37&CDS=1-351
1727	OG0001727	YHL016C	snap_masked-NODE_25_length_107399_cov_18.061_ID_49-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_25_length_107399_cov_18.061_ID_49-processed-gene-0.130&CDS=1-2205
1728	OG0001728	YHL018W	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-5.11-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-5.11&CDS=1-489
1729	OG0001729	YHL020C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.122&CDS=1-1113
1730	OG0001730	YHL021C	snap_masked-NODE_28_length_73821_cov_17.8765_ID_55-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_28_length_73821_cov_17.8765_ID_55-processed-gene-0.0&CDS=1-1266
1731	OG0001731	YHL022C	maker-NODE_5_length_958524_cov_18.379_ID_9-augustus-gene-8.125-mRNA-1_1&gene=maker-NODE_5_length_958524_cov_18.379_ID_9-augustus-gene-8.125&CDS=1-1539
1732	OG0001732	YHL024W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.249-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.249&CDS=1-1554
1733	OG0001733	YHL027W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-3.21&CDS=1-1656
1734	OG0001734	YHL028W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-3.20&CDS=1-1248
1735	OG0001735	YHL029C	augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.143&CDS=1-1878
1736	OG0001736	YHL030W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.105&CDS=1-5493
1737	OG0001737	YHL031C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-9.86-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-9.86&CDS=1-639
1738	OG0001738	YHL032C	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-4.75&CDS=1-1890
1739	OG0001739	YHL036W	snap_masked-NODE_27_length_84593_cov_17.7132_ID_53-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_27_length_84593_cov_17.7132_ID_53-processed-gene-0.46&CDS=1-1635
1740	OG0001740	YHL040C	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.102-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.102&CDS=1-1773
1741	OG0001741	YHR001W-A	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-4.96&CDS=1-234
1742	OG0001742	YHR002W	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-6.32-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-6.32&CDS=1-1206
1743	OG0001743	YHR004C	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-3.112&CDS=1-1239
1744	OG0001744	YHR005C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-2.69&CDS=1-1317
1745	OG0001745	YHR005C-A	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.229-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.229&CDS=1-270
1746	OG0001746	YHR007C	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.103-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.103&CDS=1-1572
1747	OG0001747	YHR008C	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-2.1&CDS=1-681
1748	OG0001748	YHR009C	snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.54&CDS=1-1770
1749	OG0001749	YHR011W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-9.100-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-9.100&CDS=1-1380
1750	OG0001750	YHR012W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-18.124-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-18.124&CDS=1-963
1751	OG0001751	YHR013C	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.5&CDS=1-642
1752	OG0001752	YHR016C	maker-NODE_2_length_1366927_cov_17.7151_ID_3-snap-gene-7.43-mRNA-1_1&gene=maker-NODE_2_length_1366927_cov_17.7151_ID_3-snap-gene-7.43&CDS=1-1254
1753	OG0001753	YHR017W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.128&CDS=1-1263
1754	OG0001754	YHR018C	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.46&CDS=1-1389
1755	OG0001755	YHR019C	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.45&CDS=1-1650
1756	OG0001756	YHR020W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-2.61&CDS=1-2040
1757	OG0001757	YHR023W	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.86&CDS=1-5760
1758	OG0001758	YHR024C	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-3.98&CDS=1-1527
1759	OG0001759	YHR025W	maker-NODE_8_length_789900_cov_17.6408_ID_15-augustus-gene-3.114-mRNA-1_1&gene=maker-NODE_8_length_789900_cov_17.6408_ID_15-augustus-gene-3.114&CDS=1-2478
1760	OG0001760	YHR026W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-12.35-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-12.35&CDS=1-588
1761	OG0001761	YHR027C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-12.15-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-12.15&CDS=1-2886
1762	OG0001762	YHR028C	augustus_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-1.13&CDS=1-2517
1763	OG0001763	YHR030C	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-7.95-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-7.95&CDS=1-1665
1764	OG0001764	YHR031C	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.124-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.124&CDS=1-1941
1765	OG0001765	YHR032W	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.62&CDS=1-1767
1766	OG0001766	YHR034C	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-3.121-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-3.121&CDS=1-1002
1767	OG0001767	YHR036W	augustus_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-2.139&CDS=1-1572
1768	OG0001768	YHR037W	snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.61&CDS=1-1761
1769	OG0001769	YHR038W	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-2.78-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-2.78&CDS=1-735
1770	OG0001770	YHR039C	maker-NODE_1_length_1927655_cov_18.0257_ID_1-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_1_length_1927655_cov_18.0257_ID_1-augustus-gene-1.1&CDS=1-1884
1771	OG0001771	YHR039C-A	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-2.100&CDS=1-339
1772	OG0001772	YHR040W	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-5.51-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-5.51&CDS=1-1206
1773	OG0001773	YHR041C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.113-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.113&CDS=1-690
1774	OG0001774	YHR042W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.207-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.207&CDS=1-2037
1775	OG0001775	YHR045W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-2.68&CDS=1-1512
1776	OG0001776	YHR047C	snap_masked-NODE_25_length_107399_cov_18.061_ID_49-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_25_length_107399_cov_18.061_ID_49-processed-gene-0.121&CDS=1-2703
1777	OG0001777	YHR049W	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-1.57&CDS=1-768
1778	OG0001778	YHR051W	maker-NODE_9_length_763489_cov_17.7826_ID_17-snap-gene-2.79-mRNA-1_1&gene=maker-NODE_9_length_763489_cov_17.7826_ID_17-snap-gene-2.79&CDS=1-444
1779	OG0001779	YHR058C	snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-3.68&CDS=1-861
1780	OG0001780	YHR059W	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-2.27&CDS=1-465
1781	OG0001781	YHR062C	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.7-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-5.7&CDS=1-897
1782	OG0001782	YHR063C	genemark-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-2.21&CDS=1-1059
1783	OG0001783	YHR064C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-10.122&CDS=1-1635
1784	OG0001784	YHR065C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-0.54&CDS=1-1407
1785	OG0001785	YHR067W	augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.131-mRNA-1_1&gene=augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.131&CDS=1-825
1786	OG0001786	YHR068W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-4.24-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-4.24&CDS=1-1134
1787	OG0001787	YHR069C	snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.45&CDS=1-972
1788	OG0001788	YHR070W	snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.66&CDS=1-1386
1789	OG0001789	YHR071W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-2.71&CDS=1-960
1790	OG0001790	YHR072W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.115-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.115&CDS=1-2184
1791	OG0001791	YHR073W	snap_masked-NODE_21_length_147534_cov_18.2628_ID_41-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_21_length_147534_cov_18.2628_ID_41-processed-gene-0.1&CDS=1-2559
1792	OG0001792	YHR074W	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-3.94&CDS=1-2163
1793	OG0001793	YHR075C	genemark-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-3.49-mRNA-1_1&gene=genemark-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-3.49&CDS=1-1089
1794	OG0001794	YHR076W	augustus_masked-NODE_24_length_108921_cov_21.3027_ID_47-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_24_length_108921_cov_21.3027_ID_47-processed-gene-0.68&CDS=1-1173
1795	OG0001795	YHR077C	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-2.12&CDS=1-3003
1796	OG0001796	YHR078W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-6.78&CDS=1-1872
1797	OG0001797	YHR079C	augustus_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.117&CDS=1-3624
1798	OG0001798	YHR081W	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.57&CDS=1-528
1799	OG0001799	YHR082C	maker-NODE_7_length_873225_cov_18.4267_ID_13-snap-gene-4.45-mRNA-1_1&gene=maker-NODE_7_length_873225_cov_18.4267_ID_13-snap-gene-4.45&CDS=1-2454
1800	OG0001800	YHR083W	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-5.76&CDS=1-897
1801	OG0001801	YHR084W	augustus_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-4.51&CDS=1-1869
1802	OG0001802	YHR085W	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-2.77&CDS=1-1083
1803	OG0001803	YHR087W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.110&CDS=1-342
1804	OG0001804	YHR088W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.245-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.245&CDS=1-888
1805	OG0001805	YHR089C	augustus_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.141&CDS=1-624
1806	OG0001806	YHR090C	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-2.6&CDS=1-939
1807	OG0001807	YHR098C	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-2.5&CDS=1-2952
1808	OG0001808	YHR099W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.18-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.18&CDS=1-11385
1809	OG0001809	YHR100C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.36&CDS=1-588
1810	OG0001810	YHR102W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.131-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-7.131&CDS=1-2382
1811	OG0001811	YHR104W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.68-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.68&CDS=1-957
1812	OG0001812	YHR105W	augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.147-mRNA-1_1&gene=augustus_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-10.147&CDS=1-474
1813	OG0001813	YHR107C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-16.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-16.133&CDS=1-1176
1814	OG0001814	YHR108W	maker-NODE_1_length_1927655_cov_18.0257_ID_1-augustus-gene-16.2-mRNA-1_1&gene=maker-NODE_1_length_1927655_cov_18.0257_ID_1-augustus-gene-16.2&CDS=1-1662
1815	OG0001815	YHR109W	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.2&CDS=1-1626
1816	OG0001816	YHR111W	genemark-NODE_21_length_147534_cov_18.2628_ID_41-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_21_length_147534_cov_18.2628_ID_41-processed-gene-0.196&CDS=1-1302
1817	OG0001817	YHR112C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-1.33&CDS=1-1119
1818	OG0001818	YHR113W	snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.53&CDS=1-1446
1819	OG0001819	YHR114W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-7.71-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-7.71&CDS=1-1767
1820	OG0001820	YHR116W	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-1.40&CDS=1-360
1821	OG0001821	YHR118C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-2.110&CDS=1-1053
1822	OG0001822	YHR119W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-2.128&CDS=1-3171
1823	OG0001823	YHR120W	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-3.81&CDS=1-2601
