	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034881_Torulaspora_pretoriensis
243	OG0000243	YDR305C	genemark-flattened_line_0-processed-gene-2.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.1&CDS=1-537, genemark-flattened_line_0-processed-gene-6.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.5&CDS=1-537
244	OG0000244	YDR306C	genemark-flattened_line_0-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.0&CDS=1-1344, genemark-flattened_line_0-processed-gene-6.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.6&CDS=1-1344
245	OG0000245	YDR307W	augustus_masked-flattened_line_0-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.49&CDS=1-1968, augustus_masked-flattened_line_0-processed-gene-6.218-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.218&CDS=1-1968
246	OG0000246	YDR308C	snap_masked-flattened_line_0-processed-gene-1.131-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.131&CDS=1-447, snap_masked-flattened_line_0-processed-gene-6.109-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.109&CDS=1-447
247	OG0000247	YDR309C	augustus_masked-flattened_line_0-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.29&CDS=1-1005, augustus_masked-flattened_line_0-processed-gene-6.224-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.224&CDS=1-1005
248	OG0000248	YDR311W	genemark-flattened_line_0-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.102&CDS=1-1830, genemark-flattened_line_0-processed-gene-6.10-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.10&CDS=1-1830
249	OG0000249	YDR313C	genemark-flattened_line_0-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.75&CDS=1-855, genemark-flattened_line_0-processed-gene-6.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.59&CDS=1-855
250	OG0000250	YDR315C	snap_masked-flattened_line_0-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.123&CDS=1-909, snap_masked-flattened_line_0-processed-gene-6.159-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.159&CDS=1-909
251	OG0000251	YDR317W	snap_masked-flattened_line_0-processed-gene-1.145-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.145&CDS=1-1098, snap_masked-flattened_line_0-processed-gene-6.117-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.117&CDS=1-1098
252	OG0000252	YDR318W	augustus_masked-flattened_line_0-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.42&CDS=1-1047, augustus_masked-flattened_line_0-processed-gene-6.231-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.231&CDS=1-1047
253	OG0000253	YDR320C	genemark-flattened_line_0-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.72&CDS=1-1707, genemark-flattened_line_0-processed-gene-6.62-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.62&CDS=1-1707
254	OG0000254	YDR320C-A	snap_masked-flattened_line_0-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.120&CDS=1-216, snap_masked-flattened_line_0-processed-gene-6.162-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.162&CDS=1-216
255	OG0000255	YDR322C-A	augustus_masked-flattened_line_0-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.20&CDS=1-282, augustus_masked-flattened_line_0-processed-gene-6.270-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.270&CDS=1-282
256	OG0000256	YDR322W	genemark-flattened_line_0-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.92&CDS=1-1065, genemark-flattened_line_0-processed-gene-6.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.20&CDS=1-1065
257	OG0000257	YDR324C	genemark-flattened_line_0-processed-gene-1.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.68&CDS=1-2241, genemark-flattened_line_0-processed-gene-6.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.66&CDS=1-2241
258	OG0000258	YDR325W	genemark-flattened_line_0-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.89&CDS=1-2991, genemark-flattened_line_0-processed-gene-6.23-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.23&CDS=1-2991
259	OG0000259	YDR328C	genemark-flattened_line_0-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.66&CDS=1-570, genemark-flattened_line_0-processed-gene-6.68-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.68&CDS=1-570
260	OG0000260	YDR329C	genemark-flattened_line_0-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.65&CDS=1-1419, genemark-flattened_line_0-processed-gene-6.69-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.69&CDS=1-1419
261	OG0000261	YDR330W	maker-flattened_line_0-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.4&CDS=1-2052, maker-flattened_line_0-snap-gene-6.197-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.197&CDS=1-2052
262	OG0000262	YDR331W	genemark-flattened_line_0-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.86&CDS=1-1188, genemark-flattened_line_0-processed-gene-6.26-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.26&CDS=1-1188
263	OG0000263	YDR332W	genemark-flattened_line_0-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.85&CDS=1-1971, genemark-flattened_line_0-processed-gene-6.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.27&CDS=1-1971
264	OG0000264	YDR333C	genemark-flattened_line_0-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.62&CDS=1-2142, genemark-flattened_line_0-processed-gene-6.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.72&CDS=1-2142
265	OG0000265	YDR334W	genemark-flattened_line_0-processed-gene-6.32-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.32&CDS=1-4437, snap_masked-flattened_line_0-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.107&CDS=1-4437
266	OG0000266	YDR335W	snap_masked-flattened_line_0-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.105&CDS=1-4482, snap_masked-flattened_line_0-processed-gene-6.135-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.135&CDS=1-4482
267	OG0000267	YDR337W	genemark-flattened_line_0-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.82&CDS=1-852, genemark-flattened_line_0-processed-gene-6.37-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.37&CDS=1-852
268	OG0000268	YDR338C	augustus_masked-flattened_line_0-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.17&CDS=1-2901, augustus_masked-flattened_line_0-processed-gene-6.281-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.281&CDS=1-2901
269	OG0000269	YDR339C	genemark-flattened_line_0-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.60&CDS=1-567, genemark-flattened_line_0-processed-gene-6.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.77&CDS=1-567
270	OG0000270	YDR341C	genemark-flattened_line_0-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.59&CDS=1-1827, genemark-flattened_line_0-processed-gene-6.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.78&CDS=1-1827
271	OG0000271	YDR346C	genemark-flattened_line_0-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.54&CDS=1-1281, genemark-flattened_line_0-processed-gene-6.83-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.83&CDS=1-1281
272	OG0000272	YDR347W	genemark-flattened_line_0-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.80&CDS=1-921, genemark-flattened_line_0-processed-gene-6.39-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.39&CDS=1-921
273	OG0000273	YDR350C	augustus_masked-flattened_line_0-processed-gene-6.292-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.292&CDS=1-1884, genemark-flattened_line_0-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.46&CDS=1-2097
274	OG0000274	YDR353W	genemark-flattened_line_0-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.73&CDS=1-963, genemark-flattened_line_0-processed-gene-6.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.46&CDS=1-963
275	OG0000275	YDR354W	genemark-flattened_line_0-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.72&CDS=1-1116, genemark-flattened_line_0-processed-gene-6.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.47&CDS=1-1116
276	OG0000276	YDR356W	genemark-flattened_line_0-processed-gene-6.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.48&CDS=1-2277, snap_masked-flattened_line_0-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.115&CDS=1-2277
277	OG0000277	YDR357C	genemark-flattened_line_0-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.44&CDS=1-336, snap_masked-flattened_line_0-processed-gene-6.191-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.191&CDS=1-336
278	OG0000278	YDR359C	genemark-flattened_line_0-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.43&CDS=1-3171, genemark-flattened_line_0-processed-gene-6.93-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.93&CDS=1-3171
279	OG0000279	YDR361C	genemark-flattened_line_0-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.42&CDS=1-843, genemark-flattened_line_0-processed-gene-6.94-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.94&CDS=1-843
280	OG0000280	YDR362C	genemark-flattened_line_0-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.41&CDS=1-1875, genemark-flattened_line_0-processed-gene-6.95-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.95&CDS=1-1875
281	OG0000281	YDR363W	snap_masked-flattened_line_0-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.109&CDS=1-1284, snap_masked-flattened_line_0-processed-gene-6.153-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.153&CDS=1-1284
282	OG0000282	YDR368W, YOR120W	genemark-flattened_line_22-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.57&CDS=1-933
283	OG0000283	YDR385W, YOR133W	maker-flattened_line_1-augustus-gene-5.2-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-5.2&CDS=1-4419
284	OG0000284	YDR391C, YOR013W	genemark-flattened_line_44-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.44&CDS=1-627
285	OG0000285	YDR406W, YOR153W	genemark-flattened_line_1-processed-gene-6.128-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.128&CDS=1-4527
286	OG0000286	YDR418W, YEL054C	genemark-flattened_line_1-processed-gene-6.136-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-6.136&CDS=1-495
287	OG0000287	YDR447C, YML024W	snap_masked-flattened_line_4-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.92&CDS=1-438
288	OG0000288	YDR450W, YML026C	snap_masked-flattened_line_4-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.73&CDS=1-438
289	OG0000289	YDR453C, YML028W	genemark-flattened_line_4-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.44&CDS=1-588
290	OG0000290	YDR471W, YHR010W	maker-flattened_line_4-snap-gene-1.56-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.56&CDS=1-408
291	OG0000291	YDR500C, YLR185W	snap_masked-flattened_line_30-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.101&CDS=1-264
292	OG0000292	YDR502C, YLR180W	genemark-flattened_line_30-processed-gene-1.165-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.165&CDS=1-1146
293	OG0000293	YDR525W-A, YJL151C	genemark-flattened_line_14-processed-gene-4.92-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.92&CDS=1-372
294	OG0000294	YEL002C	genemark-flattened_line_3-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.110&CDS=1-1284, genemark-flattened_line_3-processed-gene-7.243-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.243&CDS=1-1284
295	OG0000295	YEL004W	snap_masked-flattened_line_3-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.87&CDS=1-1173, snap_masked-flattened_line_3-processed-gene-7.131-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.131&CDS=1-1173
296	OG0000296	YEL005C	augustus_masked-flattened_line_3-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.7&CDS=1-864, snap_masked-flattened_line_3-processed-gene-7.165-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.165&CDS=1-864
297	OG0000297	YEL007W	snap_masked-flattened_line_3-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.90&CDS=1-1074, snap_masked-flattened_line_3-processed-gene-7.128-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.128&CDS=1-1074
298	OG0000298	YEL009C	genemark-flattened_line_3-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.112&CDS=1-642, genemark-flattened_line_3-processed-gene-7.241-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.241&CDS=1-642
299	OG0000299	YEL034W, YJR047C	genemark-flattened_line_38-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.43&CDS=1-471
300	OG0000300	YEL072W	augustus_masked-flattened_line_0-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.134&CDS=1-687, augustus_masked-flattened_line_0-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.134&CDS=1-687
301	OG0000301	YER002W	genemark-flattened_line_3-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.135&CDS=1-678, genemark-flattened_line_3-processed-gene-7.210-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.210&CDS=1-678
302	OG0000302	YER003C	genemark-flattened_line_3-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.106&CDS=1-1287, genemark-flattened_line_3-processed-gene-7.247-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.247&CDS=1-1287
303	OG0000303	YER005W	maker-flattened_line_3-augustus-gene-0.49-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-0.49&CDS=1-2604, maker-flattened_line_3-augustus-gene-7.81-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-7.81&CDS=1-2604
304	OG0000304	YER006W	genemark-flattened_line_3-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.132&CDS=1-1533, genemark-flattened_line_3-processed-gene-7.213-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.213&CDS=1-1533
305	OG0000305	YER007C-A	snap_masked-flattened_line_3-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-0.57&CDS=1-465, snap_masked-flattened_line_3-processed-gene-7.170-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.170&CDS=1-465
306	OG0000306	YER007W	augustus_masked-flattened_line_3-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-0.25&CDS=1-1518, snap_masked-flattened_line_3-processed-gene-7.137-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.137&CDS=1-1518
307	OG0000307	YER012W	genemark-flattened_line_3-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.116&CDS=1-588, genemark-flattened_line_3-processed-gene-7.237-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.237&CDS=1-588
308	OG0000308	YER013W	genemark-flattened_line_3-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.117&CDS=1-3384, genemark-flattened_line_3-processed-gene-7.236-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.236&CDS=1-3384
309	OG0000309	YER014W	genemark-flattened_line_3-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.118&CDS=1-1599, genemark-flattened_line_3-processed-gene-7.235-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.235&CDS=1-1599
310	OG0000310	YER015W	genemark-flattened_line_3-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.120&CDS=1-2223, genemark-flattened_line_3-processed-gene-7.233-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.233&CDS=1-2223
311	OG0000311	YER016W	genemark-flattened_line_3-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.121&CDS=1-930, genemark-flattened_line_3-processed-gene-7.232-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.232&CDS=1-930
312	OG0000312	YER017C	genemark-flattened_line_3-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-0.146&CDS=1-2217, genemark-flattened_line_3-processed-gene-7.199-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.199&CDS=1-2217
313	OG0000313	YER044C	snap_masked-flattened_line_3-processed-gene-1.101-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.101&CDS=1-444, snap_masked-flattened_line_3-processed-gene-7.98-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.98&CDS=1-444
314	OG0000314	YER044C-A	snap_masked-flattened_line_3-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.102&CDS=1-1122, snap_masked-flattened_line_3-processed-gene-7.97-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-7.97&CDS=1-1122
315	OG0000315	YER046W	genemark-flattened_line_3-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.144&CDS=1-798, genemark-flattened_line_3-processed-gene-7.215-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.215&CDS=1-798
316	OG0000316	YER049W	augustus_masked-flattened_line_3-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.16&CDS=1-2193, maker-flattened_line_3-augustus-gene-6.7-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-6.7&CDS=1-2193
317	OG0000317	YER050C	genemark-flattened_line_3-processed-gene-1.170-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.170&CDS=1-447, genemark-flattened_line_3-processed-gene-6.158-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.158&CDS=1-447
318	OG0000318	YER051W	maker-flattened_line_3-augustus-gene-1.51-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-1.51&CDS=1-2307, maker-flattened_line_3-augustus-gene-6.6-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-6.6&CDS=1-2307
319	OG0000319	YER052C	genemark-flattened_line_3-processed-gene-1.171-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.171&CDS=1-1554, genemark-flattened_line_3-processed-gene-6.157-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.157&CDS=1-1554
320	OG0000320	YER053C	maker-flattened_line_3-snap-gene-1.61-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-1.61&CDS=1-1083, maker-flattened_line_3-snap-gene-6.63-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-6.63&CDS=1-1083
321	OG0000321	YER054C	genemark-flattened_line_3-processed-gene-1.174-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.174&CDS=1-1365, genemark-flattened_line_3-processed-gene-6.154-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.154&CDS=1-1365
322	OG0000322	YER055C	genemark-flattened_line_3-processed-gene-1.176-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.176&CDS=1-891, genemark-flattened_line_3-processed-gene-6.152-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.152&CDS=1-891
323	OG0000323	YER058W	genemark-flattened_line_3-processed-gene-1.153-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.153&CDS=1-309, genemark-flattened_line_3-processed-gene-6.179-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.179&CDS=1-309
324	OG0000324	YER061C	genemark-flattened_line_3-processed-gene-6.144-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.144&CDS=1-1305, maker-flattened_line_3-augustus-gene-1.58-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-1.58&CDS=1-2013
325	OG0000325	YER065C	genemark-flattened_line_3-processed-gene-1.187-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-1.187&CDS=1-1665, genemark-flattened_line_3-processed-gene-6.141-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.141&CDS=1-1665
326	OG0000326	YER068W	maker-flattened_line_3-augustus-gene-2.46-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-2.46&CDS=1-2316, maker-flattened_line_3-augustus-gene-6.5-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-6.5&CDS=1-2316
327	OG0000327	YER069W	augustus_masked-flattened_line_3-processed-gene-2.2-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.2&CDS=1-3030, augustus_masked-flattened_line_3-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.49&CDS=1-3030
328	OG0000328	YER071C	genemark-flattened_line_3-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.92&CDS=1-351, genemark-flattened_line_3-processed-gene-6.139-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.139&CDS=1-351
329	OG0000329	YER072W	augustus_masked-flattened_line_3-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.8&CDS=1-381, augustus_masked-flattened_line_3-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.44&CDS=1-381
330	OG0000330	YER073W	maker-flattened_line_3-snap-gene-2.54-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-2.54&CDS=1-1920, maker-flattened_line_3-snap-gene-6.64-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-6.64&CDS=1-1920
331	OG0000331	YER074W-A	maker-flattened_line_3-snap-gene-2.53-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-2.53&CDS=1-243, maker-flattened_line_3-snap-gene-6.65-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-6.65&CDS=1-243
332	OG0000332	YER075C	genemark-flattened_line_3-processed-gene-2.93-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.93&CDS=1-2496, genemark-flattened_line_3-processed-gene-6.138-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.138&CDS=1-2496
333	OG0000333	YER077C	genemark-flattened_line_3-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.94&CDS=1-1902, genemark-flattened_line_3-processed-gene-6.137-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.137&CDS=1-1902
334	OG0000334	YER078C	augustus_masked-flattened_line_3-processed-gene-6.14-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-6.14&CDS=1-3198, genemark-flattened_line_3-processed-gene-2.95-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.95&CDS=1-3198
335	OG0000335	YER079W	snap_masked-flattened_line_3-processed-gene-2.132-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.132&CDS=1-708, snap_masked-flattened_line_3-processed-gene-6.101-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-6.101&CDS=1-708
336	OG0000336	YER080W	genemark-flattened_line_3-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.76&CDS=1-1851, genemark-flattened_line_3-processed-gene-6.161-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.161&CDS=1-1851
337	OG0000337	YER082C	genemark-flattened_line_3-processed-gene-2.96-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.96&CDS=1-1632, genemark-flattened_line_3-processed-gene-6.131-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.131&CDS=1-1632
338	OG0000338	YER083C	genemark-flattened_line_3-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.97&CDS=1-954, genemark-flattened_line_3-processed-gene-6.130-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.130&CDS=1-954
339	OG0000339	YER131W, YGL189C	genemark-flattened_line_6-processed-gene-2.88-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.88&CDS=1-357
340	OG0000340	YER151C	genemark-flattened_line_8-processed-gene-3.49-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.49&CDS=1-2355, genemark-flattened_line_8-processed-gene-4.87-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.87&CDS=1-2355
341	OG0000341	YER152C	augustus_masked-flattened_line_8-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.129&CDS=1-2196, maker-flattened_line_8-augustus-gene-4.102-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.102&CDS=1-2274
342	OG0000342	YER154W	genemark-flattened_line_8-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.45&CDS=1-1188, genemark-flattened_line_8-processed-gene-4.67-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.67&CDS=1-1188
343	OG0000343	YER155C	snap_masked-flattened_line_8-processed-gene-2.75-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.75&CDS=1-6156, snap_masked-flattened_line_8-processed-gene-4.42-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-4.42&CDS=1-6156
