	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035645_Yarrowia_divulgata
170	OG0000170	YDL042C, YOL068C	snap_masked-flattened_line_79-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.39&CDS=1-954
171	OG0000171	YDL048C, YLR375W	snap_masked-flattened_line_9-processed-gene-2.41-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.41&CDS=1-1038
172	OG0000172	YDL049C, YJL174W	snap_masked-flattened_line_43-processed-gene-1.157-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.157&CDS=1-864
173	OG0000173	YDL061C, YLR388W	genemark-flattened_line_29-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_29-processed-gene-1.44&CDS=1-228
174	OG0000174	YDL066W, YLR174W	snap_masked-flattened_line_99-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.6&CDS=1-1248
175	OG0000175	YDL075W, YLR406C	snap_masked-flattened_line_167-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.59&CDS=1-348
176	OG0000176	YDL082W, YMR142C	snap_masked-flattened_line_7-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.3&CDS=1-621
177	OG0000177	YDL083C, YMR143W	snap_masked-flattened_line_7-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.14&CDS=1-423
178	OG0000178	YDL085W, YMR145C	snap_masked-flattened_line_129-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.4&CDS=1-1749
179	OG0000179	YDL088C, YMR153W	augustus_masked-flattened_line_308-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_308-processed-gene-0.20&CDS=1-1599
180	OG0000180	YDL092W	snap_masked-flattened_line_4-processed-gene-2.2-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.2&CDS=1-312, snap_masked-flattened_line_4-processed-gene-2.43-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.43&CDS=1-312
181	OG0000181	YDL109C, YGL144C	snap_masked-flattened_line_47-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_47-processed-gene-1.63&CDS=1-2550
182	OG0000182	YDL135C	genemark-flattened_line_322-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_322-processed-gene-0.6&CDS=1-420, snap_masked-flattened_line_101-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.6&CDS=1-618
183	OG0000183	YDL136W, YDL191W	genemark-flattened_line_83-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.80&CDS=1-369
184	OG0000184	YDL137W, YDL192W	snap_masked-flattened_line_13-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.15&CDS=1-543
185	OG0000185	YDL139C	augustus_masked-flattened_line_4-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.85&CDS=1-495, snap_masked-flattened_line_4-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.46&CDS=1-495
186	OG0000186	YDL142C	snap_masked-flattened_line_4-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.33&CDS=1-894, snap_masked-flattened_line_4-processed-gene-2.26-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.26&CDS=1-894
187	OG0000187	YDL161W, YLR206W	maker-flattened_line_179-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_179-snap-gene-0.1&CDS=1-1728
188	OG0000188	YDL175C, YIL079C	snap_masked-flattened_line_25-processed-gene-1.8-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.8&CDS=1-1086
189	OG0000189	YDL222C, YNL194C	snap_masked-flattened_line_45-processed-gene-1.0-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-1.0&CDS=1-732
190	OG0000190	YDL224C, YNL197C	snap_masked-flattened_line_45-processed-gene-1.2-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-1.2&CDS=1-1968
191	OG0000191	YDL246C, YJR159W	snap_masked-flattened_line_155-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.83&CDS=1-1071
192	OG0000192	YDR031W	snap_masked-flattened_line_213-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_213-processed-gene-0.46&CDS=1-339, snap_masked-flattened_line_213-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_213-processed-gene-0.61&CDS=1-339
193	OG0000193	YDR062W	snap_masked-flattened_line_4-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.3&CDS=1-1623, snap_masked-flattened_line_4-processed-gene-3.51-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.51&CDS=1-1623
194	OG0000194	YDR066C, YER139C	snap_masked-flattened_line_270-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_270-processed-gene-0.9&CDS=1-747
195	OG0000195	YDR093W, YER166W	snap_masked-flattened_line_137-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.21&CDS=1-5265
196	OG0000196	YDR098C, YER174C	snap_masked-flattened_line_135-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.106&CDS=1-762
197	OG0000197	YDR099W, YER177W	genemark-flattened_line_127-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_127-processed-gene-0.4&CDS=1-831
198	OG0000198	YDR107C, YLR083C	snap_masked-flattened_line_155-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_155-processed-gene-0.62&CDS=1-1938
199	OG0000199	YDR122W, YLR096W	snap_masked-flattened_line_83-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.9&CDS=1-2967
200	OG0000200	YDR132C, YLR108C	snap_masked-flattened_line_125-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.85&CDS=1-987
201	OG0000201	YDR146C, YLR131C	snap_masked-flattened_line_268-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_268-processed-gene-0.34&CDS=1-1173
202	OG0000202	YDR151C, YLR136C	snap_masked-flattened_line_81-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.4&CDS=1-1227
203	OG0000203	YDR178W, YLR164W	genemark-flattened_line_25-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.53&CDS=1-495
204	OG0000204	YDR200C, YLR238W	snap_masked-flattened_line_33-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.29&CDS=1-1809
205	OG0000205	YDR208W	snap_masked-flattened_line_4-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.23&CDS=1-4068, snap_masked-flattened_line_4-processed-gene-3.10-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.10&CDS=1-4068
206	OG0000206	YDR213W, YLR228C	snap_masked-flattened_line_95-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.112&CDS=1-2100
207	OG0000207	YDR247W, YPL026C	snap_masked-flattened_line_29-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.119&CDS=1-1293
208	OG0000208	YDR251W, YPL032C	augustus_masked-flattened_line_248-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_248-processed-gene-0.40&CDS=1-2316
209	OG0000209	YDR252W, YPL037C	snap_masked-flattened_line_276-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_276-processed-gene-0.31&CDS=1-492
210	OG0000210	YDR254W	augustus_masked-flattened_line_258-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_258-processed-gene-0.8&CDS=1-1848, snap_masked-flattened_line_222-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_222-processed-gene-0.40&CDS=1-1617
211	OG0000211	YDR263C, YOR033C	snap_masked-flattened_line_31-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.91&CDS=1-1620
212	OG0000212	YDR264C, YOR034C	snap_masked-flattened_line_73-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.156&CDS=1-2106
213	OG0000213	YDR272W, YOR040W	snap_masked-flattened_line_75-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.32&CDS=1-774
214	OG0000214	YDR273W, YOR042W	augustus_masked-flattened_line_59-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_59-processed-gene-0.41&CDS=1-1428
215	OG0000215	YDR277C, YOR047C	snap_masked-flattened_line_35-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.137&CDS=1-780
216	OG0000216	YDR312W, YHR066W	snap_masked-flattened_line_384-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_384-processed-gene-0.9&CDS=1-1221
217	OG0000217	YDR326C, YHR080C	snap_masked-flattened_line_25-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.29&CDS=1-2481
218	OG0000218	YDR329C	snap_masked-flattened_line_0-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.12&CDS=1-1185, snap_masked-flattened_line_37-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.28&CDS=1-1293
219	OG0000219	YDR348C, YHR097C	snap_masked-flattened_line_0-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.23&CDS=1-1596
220	OG0000220	YDR349C	augustus_masked-flattened_line_11-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.15&CDS=1-2046, snap_masked-flattened_line_107-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.60&CDS=1-1803
221	OG0000221	YDR358W, YHR108W	snap_masked-flattened_line_141-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.10&CDS=1-1836
222	OG0000222	YDR379W, YOR127W	maker-flattened_line_7-augustus-gene-2.7-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-2.7&CDS=1-4179
223	OG0000223	YDR385W, YOR133W	snap_masked-flattened_line_222-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_222-processed-gene-0.42&CDS=1-2526
224	OG0000224	YDR389W, YOR134W	augustus_masked-flattened_line_103-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.51&CDS=1-2967
225	OG0000225	YDR409W, YOR156C	augustus_masked-flattened_line_27-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.85&CDS=1-2211
226	OG0000226	YDR418W, YEL054C	snap_masked-flattened_line_103-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.82&CDS=1-495
227	OG0000227	YDR428C	snap_masked-flattened_line_362-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_362-processed-gene-0.20&CDS=1-732, snap_masked-flattened_line_9-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.17&CDS=1-885
228	OG0000228	YDR447C, YML024W	genemark-flattened_line_81-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_81-processed-gene-0.69&CDS=1-414
229	OG0000229	YDR450W, YML026C	snap_masked-flattened_line_248-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_248-processed-gene-0.22&CDS=1-456
230	OG0000230	YDR451C, YML027W	snap_masked-flattened_line_21-processed-gene-2.8-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.8&CDS=1-1485
231	OG0000231	YDR453C, YML028W	snap_masked-flattened_line_95-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.119&CDS=1-588
232	OG0000232	YDR458C, YML034W	snap_masked-flattened_line_23-processed-gene-1.63-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.63&CDS=1-2712
233	OG0000233	YDR463W, YHR006W	snap_masked-flattened_line_11-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.79&CDS=1-1644
234	OG0000234	YDR471W, YHR010W	snap_masked-flattened_line_262-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_262-processed-gene-0.48&CDS=1-414
235	OG0000235	YDR500C, YLR185W	snap_masked-flattened_line_63-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.54&CDS=1-252
236	OG0000236	YDR501W, YLR183C	augustus_masked-flattened_line_63-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.93&CDS=1-1926
237	OG0000237	YDR505C, YLR177W	snap_masked-flattened_line_145-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_145-processed-gene-0.11&CDS=1-2100
238	OG0000238	YEL022W, YJR031C	maker-flattened_line_21-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-1.0&CDS=1-4377
239	OG0000239	YEL039C, YJR048W	snap_masked-flattened_line_354-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_354-processed-gene-0.1&CDS=1-321
240	OG0000240	YEL041W, YJR049C	snap_masked-flattened_line_15-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.30&CDS=1-2001
241	OG0000241	YEL060C	snap_masked-flattened_line_199-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.52&CDS=1-1551, snap_masked-flattened_line_228-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_228-processed-gene-0.56&CDS=1-1419
242	OG0000242	YEL066W, YPR193C	snap_masked-flattened_line_0-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.87&CDS=1-447
243	OG0000243	YER027C, YGL208W	snap_masked-flattened_line_5-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.62&CDS=1-1164
244	OG0000244	YER031C, YGL210W	snap_masked-flattened_line_216-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_216-processed-gene-0.3&CDS=1-636
245	OG0000245	YER037W, YGL224C	snap_masked-flattened_line_33-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.20&CDS=1-855
246	OG0000246	YER041W	augustus_masked-flattened_line_27-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.103&CDS=1-2268, snap_masked-flattened_line_153-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.19&CDS=1-1347
247	OG0000247	YER054C, YIL045W	augustus_masked-flattened_line_296-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_296-processed-gene-0.12&CDS=1-3252
248	OG0000248	YER056C-A, YIL052C	snap_masked-flattened_line_121-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_121-processed-gene-0.2&CDS=1-330
249	OG0000249	YER057C, YIL051C	snap_masked-flattened_line_358-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_358-processed-gene-0.9&CDS=1-375
250	OG0000250	YER064C, YIL056W	snap_masked-flattened_line_55-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-1.26&CDS=1-1473
251	OG0000251	YER066W, YFL009W	snap_masked-flattened_line_69-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.151&CDS=1-2094
252	OG0000252	YER074W, YIL069C	augustus_masked-flattened_line_103-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.66&CDS=1-402
253	OG0000253	YER081W, YIL074C	snap_masked-flattened_line_45-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.57&CDS=1-1407
254	OG0000254	YER095W	snap_masked-flattened_line_4-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.21&CDS=1-987, snap_masked-flattened_line_4-processed-gene-3.22-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.22&CDS=1-987
255	OG0000255	YER116C	snap_masked-flattened_line_270-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_270-processed-gene-0.12&CDS=1-561, snap_masked-flattened_line_39-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.21&CDS=1-597
256	OG0000256	YER131W, YGL189C	maker-flattened_line_21-snap-gene-1.3-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-1.3&CDS=1-369
257	OG0000257	YFL025C	snap_masked-flattened_line_17-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.77&CDS=1-2865, snap_masked-flattened_line_296-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_296-processed-gene-0.26&CDS=1-2625
258	OG0000258	YFL034C-A, YLR061W	genemark-flattened_line_181-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_181-processed-gene-0.85&CDS=1-345
259	OG0000259	YFL054C	snap_masked-flattened_line_113-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.111&CDS=1-1152, snap_masked-flattened_line_39-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.5&CDS=1-966
260	OG0000260	YFR022W, YOR018W	snap_masked-flattened_line_93-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.111&CDS=1-1908
261	OG0000261	YFR024C-A, YHR016C	snap_masked-flattened_line_113-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.113&CDS=1-1503
262	OG0000262	YFR031C-A, YIL018W	snap_masked-flattened_line_93-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.146&CDS=1-762
263	OG0000263	YFR053C, YGL253W	snap_masked-flattened_line_0-processed-gene-4.9-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.9&CDS=1-1602
264	OG0000264	YGL031C, YGR148C	genemark-flattened_line_27-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.26&CDS=1-465
265	OG0000265	YGL049C, YGR162W	snap_masked-flattened_line_189-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_189-processed-gene-0.14&CDS=1-2784
266	OG0000266	YGL066W	genemark-flattened_line_181-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_181-processed-gene-0.77&CDS=1-1068, genemark-flattened_line_250-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_250-processed-gene-0.15&CDS=1-747
267	OG0000267	YGL076C, YPL198W	snap_masked-flattened_line_5-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.20&CDS=1-750
268	OG0000268	YGL082W, YPL191C	augustus_masked-flattened_line_31-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.51&CDS=1-1653
269	OG0000269	YGL096W, YPL177C	snap_masked-flattened_line_15-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.12&CDS=1-1092
270	OG0000270	YGL133W, YPL216W	augustus_masked-flattened_line_71-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_71-processed-gene-0.122&CDS=1-2952
271	OG0000271	YGL135W, YPL220W	snap_masked-flattened_line_181-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.48&CDS=1-651
272	OG0000272	YGL138C	snap_masked-flattened_line_11-processed-gene-2.187-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-2.187&CDS=1-636, snap_masked-flattened_line_83-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.23&CDS=1-1044
273	OG0000273	YGL147C, YNL067W	snap_masked-flattened_line_15-processed-gene-2.34-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.34&CDS=1-564
274	OG0000274	YGL198W	snap_masked-flattened_line_4-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.16&CDS=1-681, snap_masked-flattened_line_4-processed-gene-3.27-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.27&CDS=1-681
275	OG0000275	YGL232W	augustus_masked-flattened_line_65-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.166&CDS=1-576, snap_masked-flattened_line_43-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.6&CDS=1-1119
276	OG0000276	YGR005C	snap_masked-flattened_line_4-processed-gene-1.4-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.4&CDS=1-1026, snap_masked-flattened_line_4-processed-gene-3.19-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.19&CDS=1-1026
277	OG0000277	YGR006W	augustus_masked-flattened_line_4-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.73&CDS=1-1098, snap_masked-flattened_line_4-processed-gene-3.41-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.41&CDS=1-1098
278	OG0000278	YGR008C, YLR327C	genemark-flattened_line_119-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_119-processed-gene-0.17&CDS=1-276
279	OG0000279	YGR010W, YLR328W	snap_masked-flattened_line_11-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.89&CDS=1-1410
280	OG0000280	YGR027C, YLR333C	snap_masked-flattened_line_171-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_171-processed-gene-0.59&CDS=1-324
281	OG0000281	YGR034W, YLR344W	snap_masked-flattened_line_73-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.146&CDS=1-384
282	OG0000282	YGR038W, YLR350W	genemark-flattened_line_205-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_205-processed-gene-0.26&CDS=1-552
283	OG0000283	YGR056W, YLR357W	snap_masked-flattened_line_336-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_336-processed-gene-0.24&CDS=1-2316
284	OG0000284	YGR070W, YLR371W	snap_masked-flattened_line_0-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.27&CDS=1-4026
285	OG0000285	YGR085C, YPR102C	augustus_masked-flattened_line_95-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.45&CDS=1-516
286	OG0000286	YGR088W	snap_masked-flattened_line_107-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.48&CDS=1-1596, snap_masked-flattened_line_107-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.58&CDS=1-1596
287	OG0000287	YGR092W, YPR111W	snap_masked-flattened_line_127-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.42&CDS=1-1743
288	OG0000288	YGR108W, YPR119W	snap_masked-flattened_line_95-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.95&CDS=1-1593
289	OG0000289	YGR118W, YPR132W	snap_masked-flattened_line_2-processed-gene-2.15-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.15&CDS=1-435
290	OG0000290	YGR121C, YPR138C	snap_masked-flattened_line_43-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.146&CDS=1-1554
291	OG0000291	YGR131W, YPR149W	snap_masked-flattened_line_185-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.49&CDS=1-522
292	OG0000292	YGR136W, YPR154W	maker-flattened_line_344-snap-gene-0.28-mRNA-1_1&gene=maker-flattened_line_344-snap-gene-0.28&CDS=1-801
293	OG0000293	YGR138C, YPR156C	snap_masked-flattened_line_0-processed-gene-2.124-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.124&CDS=1-1653
294	OG0000294	YGR141W, YPR157W	snap_masked-flattened_line_5-processed-gene-3.38-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.38&CDS=1-1215
295	OG0000295	YGR147C	genemark-flattened_line_4-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.40&CDS=1-744, genemark-flattened_line_4-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.83&CDS=1-744
296	OG0000296	YGR189C	snap_masked-flattened_line_167-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_167-processed-gene-0.40&CDS=1-1806, snap_masked-flattened_line_358-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_358-processed-gene-0.11&CDS=1-1479
297	OG0000297	YGR209C, YLR043C	snap_masked-flattened_line_13-processed-gene-2.31-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.31&CDS=1-312
298	OG0000298	YGR214W, YLR048W	maker-flattened_line_31-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-1.0&CDS=1-810
299	OG0000299	YGR238C, YHR158C	maker-flattened_line_53-snap-gene-1.96-mRNA-1_1&gene=maker-flattened_line_53-snap-gene-1.96&CDS=1-4998
300	OG0000300	YGR241C, YHR161C	maker-flattened_line_290-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_290-snap-gene-0.38&CDS=1-2181
301	OG0000301	YGR243W, YHR162W	snap_masked-flattened_line_119-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.94&CDS=1-405
302	OG0000302	YGR248W, YHR163W	snap_masked-flattened_line_23-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.61&CDS=1-744
303	OG0000303	YGR273C, YMR295C	snap_masked-flattened_line_9-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.13&CDS=1-657
304	OG0000304	YGR280C	snap_masked-flattened_line_4-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.2&CDS=1-891, snap_masked-flattened_line_4-processed-gene-3.52-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.52&CDS=1-891
305	OG0000305	YGR283C, YMR310C	augustus_masked-flattened_line_21-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.69&CDS=1-1152
306	OG0000306	YHL001W, YKL006W	maker-flattened_line_63-snap-gene-0.79-mRNA-1_1&gene=maker-flattened_line_63-snap-gene-0.79&CDS=1-417
307	OG0000307	YHL003C, YKL008C	augustus_masked-flattened_line_147-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_147-processed-gene-0.30&CDS=1-1248
308	OG0000308	YHL017W, YKL039W	snap_masked-flattened_line_91-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.92&CDS=1-1668
