	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034866_Zygosaccharomyces_bisporus
733	OG0000733	YDL137W	augustus_masked-flattened_line_92-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.31&CDS=1-543
734	OG0000734	YDL140C	augustus_masked-flattened_line_92-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.17&CDS=1-5211
735	OG0000735	YDL141W	augustus_masked-flattened_line_92-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.34&CDS=1-2070
736	OG0000736	YDL142C	augustus_masked-flattened_line_92-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.18&CDS=1-777
737	OG0000737	YDL143W	augustus_masked-flattened_line_92-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.35&CDS=1-1584
738	OG0000738	YDL144C	augustus_masked-flattened_line_92-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.20&CDS=1-1074
739	OG0000739	YDL145C	maker-flattened_line_24-snap-gene-0.82-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.82&CDS=1-5061
740	OG0000740	YDL146W	augustus_masked-flattened_line_24-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.10&CDS=1-1401
741	OG0000741	YDL147W	augustus_masked-flattened_line_24-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.9&CDS=1-1332
742	OG0000742	YDL148C	augustus_masked-flattened_line_24-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.26&CDS=1-2397
743	OG0000743	YDL149W	augustus_masked-flattened_line_24-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.8&CDS=1-2898
744	OG0000744	YDL150W	augustus_masked-flattened_line_24-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.7&CDS=1-1305
745	OG0000745	YDL153C	augustus_masked-flattened_line_24-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.25&CDS=1-1815
746	OG0000746	YDL155W	augustus_masked-flattened_line_24-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.6&CDS=1-1353
747	OG0000747	YDL156W	augustus_masked-flattened_line_24-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.5&CDS=1-1491
748	OG0000748	YDL157C	augustus_masked-flattened_line_24-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.24&CDS=1-318
749	OG0000749	YDL159W	augustus_masked-flattened_line_24-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.4&CDS=1-1500
750	OG0000750	YDL160C	augustus_masked-flattened_line_24-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.23&CDS=1-1533
751	OG0000751	YDL160C-A	augustus_masked-flattened_line_24-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.21&CDS=1-231
752	OG0000752	YDL164C	augustus_masked-flattened_line_24-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.20&CDS=1-2181
753	OG0000753	YDL165W	augustus_masked-flattened_line_136-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.56&CDS=1-573
754	OG0000754	YDL166C	augustus_masked-flattened_line_136-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.68&CDS=1-588
755	OG0000755	YDL167C	maker-flattened_line_136-snap-gene-0.23-mRNA-1_1&gene=maker-flattened_line_136-snap-gene-0.23&CDS=1-1500
756	OG0000756	YDL168W	augustus_masked-flattened_line_136-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.55&CDS=1-1146
757	OG0000757	YDL169C	augustus_masked-flattened_line_136-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.64&CDS=1-603
758	OG0000758	YDL170W	augustus_masked-flattened_line_136-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.51&CDS=1-1752
759	OG0000759	YDL171C	augustus_masked-flattened_line_136-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.61&CDS=1-6408
760	OG0000760	YDL173W	snap_masked-flattened_line_136-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.3&CDS=1-549
761	OG0000761	YDL176W	augustus_masked-flattened_line_48-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.178&CDS=1-2067
762	OG0000762	YDL177C	augustus_masked-flattened_line_48-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.152&CDS=1-453
763	OG0000763	YDL180W	augustus_masked-flattened_line_48-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.183&CDS=1-2148
764	OG0000764	YDL183C	augustus_masked-flattened_line_48-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.155&CDS=1-837
765	OG0000765	YDL185W	augustus_masked-flattened_line_48-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.187&CDS=1-3201
766	OG0000766	YDL186W	snap_masked-flattened_line_92-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.66&CDS=1-696
767	OG0000767	YDL189W	augustus_masked-flattened_line_92-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.29&CDS=1-1284
768	OG0000768	YDL190C	augustus_masked-flattened_line_92-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.15&CDS=1-2859
769	OG0000769	YDL195W	augustus_masked-flattened_line_92-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.33&CDS=1-3816
770	OG0000770	YDL198C	augustus_masked-flattened_line_44-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.187&CDS=1-903
771	OG0000771	YDL201W	augustus_masked-flattened_line_44-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.218&CDS=1-846
772	OG0000772	YDL202W	augustus_masked-flattened_line_44-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.219&CDS=1-702
773	OG0000773	YDL203C	augustus_masked-flattened_line_44-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.190&CDS=1-1797
774	OG0000774	YDL206W	snap_masked-flattened_line_6-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.112&CDS=1-1944
775	OG0000775	YDL207W	maker-flattened_line_6-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.47&CDS=1-2094
776	OG0000776	YDL208W	augustus_masked-flattened_line_138-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.23&CDS=1-468
777	OG0000777	YDL209C	augustus_masked-flattened_line_138-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.33&CDS=1-978
778	OG0000778	YDL212W	augustus_masked-flattened_line_48-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.188&CDS=1-789
779	OG0000779	YDL215C	augustus_masked-flattened_line_48-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.161&CDS=1-3120
780	OG0000780	YDL216C	augustus_masked-flattened_line_48-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.162&CDS=1-1350
781	OG0000781	YDL217C	augustus_masked-flattened_line_48-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.163&CDS=1-579
782	OG0000782	YDL220C	augustus_masked-flattened_line_48-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.164&CDS=1-2040
783	OG0000783	YDL225W	augustus_masked-flattened_line_48-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.198&CDS=1-1578
784	OG0000784	YDL226C	augustus_masked-flattened_line_48-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.169&CDS=1-1044
785	OG0000785	YDL227C	augustus_masked-flattened_line_82-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.117&CDS=1-1749
786	OG0000786	YDL230W	snap_masked-flattened_line_82-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.64&CDS=1-1020
787	OG0000787	YDL231C	augustus_masked-flattened_line_82-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.116&CDS=1-3270
788	OG0000788	YDL233W	snap_masked-flattened_line_82-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.61&CDS=1-1398
789	OG0000789	YDL234C	augustus_masked-flattened_line_82-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.114&CDS=1-2250
790	OG0000790	YDL235C	augustus_masked-flattened_line_82-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.113&CDS=1-495
791	OG0000791	YDL237W	augustus_masked-flattened_line_82-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.92&CDS=1-1218
792	OG0000792	YDL238C	augustus_masked-flattened_line_82-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.110&CDS=1-1464
793	OG0000793	YDL240W	augustus_masked-flattened_line_82-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.87&CDS=1-3207
794	OG0000794	YDR001C	augustus_masked-flattened_line_2-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.118&CDS=1-2472
795	OG0000795	YDR002W	augustus_masked-flattened_line_2-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.96&CDS=1-627
796	OG0000796	YDR004W	augustus_masked-flattened_line_2-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.100&CDS=1-1395
797	OG0000797	YDR005C	augustus_masked-flattened_line_2-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.121&CDS=1-1113
798	OG0000798	YDR006C	maker-flattened_line_2-snap-gene-3.128-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.128&CDS=1-2499
799	OG0000799	YDR013W	augustus_masked-flattened_line_2-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.76&CDS=1-624
800	OG0000800	YDR014W	snap_masked-flattened_line_2-processed-gene-3.3-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.3&CDS=1-1719
801	OG0000801	YDR014W-A	snap_masked-flattened_line_2-processed-gene-3.4-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.4&CDS=1-582
802	OG0000802	YDR016C	augustus_masked-flattened_line_2-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.78&CDS=1-279
803	OG0000803	YDR017C	augustus_masked-flattened_line_2-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.79&CDS=1-2613
804	OG0000804	YDR019C	augustus_masked-flattened_line_2-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.104&CDS=1-1182
805	OG0000805	YDR020C	augustus_masked-flattened_line_2-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.106&CDS=1-729
806	OG0000806	YDR021W	augustus_masked-flattened_line_2-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.83&CDS=1-1188
807	OG0000807	YDR022C	snap_masked-flattened_line_2-processed-gene-3.39-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.39&CDS=1-396
808	OG0000808	YDR023W	augustus_masked-flattened_line_2-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.84&CDS=1-1380
809	OG0000809	YDR027C	snap_masked-flattened_line_2-processed-gene-3.43-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.43&CDS=1-2694
810	OG0000810	YDR028C	snap_masked-flattened_line_2-processed-gene-3.44-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.44&CDS=1-3084
811	OG0000811	YDR030C	snap_masked-flattened_line_2-processed-gene-3.45-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.45&CDS=1-1230
812	OG0000812	YDR031W	augustus_masked-flattened_line_2-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.87&CDS=1-342
813	OG0000813	YDR032C	augustus_masked-flattened_line_2-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.111&CDS=1-597
814	OG0000814	YDR034C	augustus_masked-flattened_line_20-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.83&CDS=1-2166
815	OG0000815	YDR035W	augustus_masked-flattened_line_20-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.103&CDS=1-1116
816	OG0000816	YDR037W	augustus_masked-flattened_line_20-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.101&CDS=1-1782
817	OG0000817	YDR041W	augustus_masked-flattened_line_20-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.100&CDS=1-639
818	OG0000818	YDR043C	snap_masked-flattened_line_6-processed-gene-2.53-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.53&CDS=1-693
819	OG0000819	YDR044W	augustus_masked-flattened_line_6-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.117&CDS=1-948
820	OG0000820	YDR045C	augustus_masked-flattened_line_6-processed-gene-2.154-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.154&CDS=1-330
821	OG0000821	YDR047W	maker-flattened_line_34-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.2&CDS=1-2988
822	OG0000822	YDR050C	augustus_masked-flattened_line_34-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.61&CDS=1-744
823	OG0000823	YDR051C	augustus_masked-flattened_line_34-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.62&CDS=1-930
824	OG0000824	YDR052C	maker-flattened_line_34-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.1&CDS=1-2238
825	OG0000825	YDR054C	maker-flattened_line_34-snap-gene-0.247-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.247&CDS=1-729
826	OG0000826	YDR056C	snap_masked-flattened_line_34-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.91&CDS=1-603
827	OG0000827	YDR057W	snap_masked-flattened_line_34-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.137&CDS=1-1641
828	OG0000828	YDR060W	augustus_masked-flattened_line_34-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.54&CDS=1-3015
829	OG0000829	YDR061W	augustus_masked-flattened_line_38-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.204&CDS=1-1545
830	OG0000830	YDR062W	augustus_masked-flattened_line_38-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.203&CDS=1-2622
831	OG0000831	YDR065W	augustus_masked-flattened_line_38-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.202&CDS=1-954
832	OG0000832	YDR067C	snap_masked-flattened_line_38-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.99&CDS=1-648
833	OG0000833	YDR068W	augustus_masked-flattened_line_38-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.199&CDS=1-882
834	OG0000834	YDR069C	genemark-flattened_line_38-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.26&CDS=1-2895
835	OG0000835	YDR071C	genemark-flattened_line_38-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.25&CDS=1-570
836	OG0000836	YDR072C	augustus_masked-flattened_line_38-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.167&CDS=1-1494
837	OG0000837	YDR073W	augustus_masked-flattened_line_38-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.197&CDS=1-321
838	OG0000838	YDR074W	augustus_masked-flattened_line_38-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.196&CDS=1-2679
839	OG0000839	YDR075W	augustus_masked-flattened_line_38-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.194&CDS=1-924
840	OG0000840	YDR076W	snap_masked-flattened_line_38-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.130&CDS=1-891
841	OG0000841	YDR078C	snap_masked-flattened_line_8-processed-gene-2.37-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.37&CDS=1-639
842	OG0000842	YDR079C-A	snap_masked-flattened_line_8-processed-gene-2.42-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.42&CDS=1-216
843	OG0000843	YDR079W	augustus_masked-flattened_line_8-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.82&CDS=1-318
844	OG0000844	YDR080W	augustus_masked-flattened_line_8-processed-gene-2.84-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.84&CDS=1-2685
845	OG0000845	YDR081C	augustus_masked-flattened_line_8-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.109&CDS=1-2436
846	OG0000846	YDR082W	augustus_masked-flattened_line_8-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.85&CDS=1-1242
847	OG0000847	YDR083W	augustus_masked-flattened_line_8-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.86&CDS=1-1131
848	OG0000848	YDR084C	augustus_masked-flattened_line_8-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.111&CDS=1-600
849	OG0000849	YDR085C	snap_masked-flattened_line_8-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.46&CDS=1-2070
850	OG0000850	YDR087C	maker-flattened_line_8-augustus-gene-2.74-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-2.74&CDS=1-1041
851	OG0000851	YDR088C	augustus_masked-flattened_line_8-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.115&CDS=1-954
852	OG0000852	YDR091C	augustus_masked-flattened_line_8-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.119&CDS=1-1821
853	OG0000853	YDR092W	augustus_masked-flattened_line_8-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.89&CDS=1-462
854	OG0000854	YDR097C	augustus_masked-flattened_line_8-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.121&CDS=1-3570
855	OG0000855	YDR098C	snap_masked-flattened_line_8-processed-gene-2.58-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.58&CDS=1-702
856	OG0000856	YDR100W	augustus_masked-flattened_line_8-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.97&CDS=1-420
857	OG0000857	YDR101C	augustus_masked-flattened_line_8-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.124&CDS=1-1698
858	OG0000858	YDR103W	augustus_masked-flattened_line_8-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.99&CDS=1-2670
859	OG0000859	YDR104C	augustus_masked-flattened_line_8-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.125&CDS=1-3744
860	OG0000860	YDR105C	snap_masked-flattened_line_8-processed-gene-2.63-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.63&CDS=1-1248
861	OG0000861	YDR108W	augustus_masked-flattened_line_8-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.101&CDS=1-2061
862	OG0000862	YDR109C	augustus_masked-flattened_line_8-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.128&CDS=1-2214
863	OG0000863	YDR113C	snap_masked-flattened_line_26-processed-gene-1.97-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.97&CDS=1-837
864	OG0000864	YDR115W	snap_masked-flattened_line_26-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.71&CDS=1-291
865	OG0000865	YDR116C	snap_masked-flattened_line_26-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.98&CDS=1-831
866	OG0000866	YDR117C	augustus_masked-flattened_line_26-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.36&CDS=1-1671
867	OG0000867	YDR118W	snap_masked-flattened_line_26-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.72&CDS=1-1593
868	OG0000868	YDR120C	augustus_masked-flattened_line_10-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.4&CDS=1-1635
869	OG0000869	YDR121W	augustus_masked-flattened_line_10-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.1&CDS=1-594
870	OG0000870	YDR122W	augustus_masked-flattened_line_10-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.2&CDS=1-3519
871	OG0000871	YDR123C	snap_masked-flattened_line_10-processed-gene-1.102-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.102&CDS=1-822
872	OG0000872	YDR124W	augustus_masked-flattened_line_10-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.7&CDS=1-951
873	OG0000873	YDR125C	maker-flattened_line_10-augustus-gene-1.62-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.62&CDS=1-1251
874	OG0000874	YDR127W	augustus_masked-flattened_line_10-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.8&CDS=1-5991
875	OG0000875	YDR128W	maker-flattened_line_10-snap-gene-1.205-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-1.205&CDS=1-4419
876	OG0000876	YDR129C	maker-flattened_line_10-augustus-gene-1.63-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.63&CDS=1-2712
877	OG0000877	YDR130C	snap_masked-flattened_line_10-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.110&CDS=1-801
878	OG0000878	YDR131C	snap_masked-flattened_line_10-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.111&CDS=1-1578
879	OG0000879	YDR132C	augustus_masked-flattened_line_10-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.36&CDS=1-1497
880	OG0000880	YDR137W	augustus_masked-flattened_line_10-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.13&CDS=1-1941
881	OG0000881	YDR138W	augustus_masked-flattened_line_10-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.14&CDS=1-2454
882	OG0000882	YDR140W	augustus_masked-flattened_line_10-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.16&CDS=1-666
883	OG0000883	YDR141C	augustus_masked-flattened_line_10-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.42&CDS=1-5010
884	OG0000884	YDR142C	snap_masked-flattened_line_10-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.120&CDS=1-1110
885	OG0000885	YDR143C	snap_masked-flattened_line_10-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.121&CDS=1-2088
886	OG0000886	YDR146C	augustus_masked-flattened_line_2-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.90&CDS=1-2292
887	OG0000887	YDR148C	augustus_masked-flattened_line_2-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.88&CDS=1-1347
888	OG0000888	YDR150W	augustus_masked-flattened_line_2-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.106&CDS=1-7365
889	OG0000889	YDR152W	augustus_masked-flattened_line_30-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.146&CDS=1-777
890	OG0000890	YDR156W	augustus_masked-flattened_line_30-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.145&CDS=1-354
891	OG0000891	YDR158W	augustus_masked-flattened_line_30-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.144&CDS=1-1095
892	OG0000892	YDR159W	augustus_masked-flattened_line_30-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.143&CDS=1-4944
893	OG0000893	YDR160W	augustus_masked-flattened_line_30-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.141&CDS=1-3624
894	OG0000894	YDR162C	augustus_masked-flattened_line_30-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.101&CDS=1-756
895	OG0000895	YDR163W	augustus_masked-flattened_line_30-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.140&CDS=1-576
896	OG0000896	YDR164C	augustus_masked-flattened_line_30-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.99&CDS=1-2157
897	OG0000897	YDR165W	snap_masked-flattened_line_30-processed-gene-0.225-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.225&CDS=1-1305
898	OG0000898	YDR166C	augustus_masked-flattened_line_30-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.96&CDS=1-3099
