	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034891_Ogataea_pini
385	OG0000385	YIR001C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.23&CDS=1-753, augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.216-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.216&CDS=1-579
386	OG0000386	YIR031C, YNL117W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-4.24&CDS=1-1662
387	OG0000387	YIR033W, YKL020C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-0.38&CDS=1-3207
388	OG0000388	YJL055W	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-0.101&CDS=1-1722, augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.24-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.24&CDS=1-669
389	OG0000389	YJL079C, YKR013W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-5.142&CDS=1-828
390	OG0000390	YJL082W, YKR018C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.21&CDS=1-2286
391	OG0000391	YJL089W	augustus_masked-NODE_24_length_146870_cov_58.9014_ID_47-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_24_length_146870_cov_58.9014_ID_47-processed-gene-0.165&CDS=1-1941, augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.109&CDS=1-2946
392	OG0000392	YJL090C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.212-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.212&CDS=1-3639, augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-0.34&CDS=1-1797
393	OG0000393	YJL094C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-0.120&CDS=1-2301, augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.39&CDS=1-2331
394	OG0000394	YJL108C	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.10&CDS=1-2694, augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-0.94&CDS=1-2964
395	OG0000395	YJL127C	augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.176&CDS=1-585, augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.48-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.48&CDS=1-1572
396	OG0000396	YJL133W, YKR052C	augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-1.126&CDS=1-1089
397	OG0000397	YJL134W, YKR053C	maker-NODE_1_length_1522243_cov_38.1329_ID_1-snap-gene-12.0-mRNA-1_1&gene=maker-NODE_1_length_1522243_cov_38.1329_ID_1-snap-gene-12.0&CDS=1-2001
398	OG0000398	YJL137C, YKR058W	augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.46&CDS=1-1512
399	OG0000399	YJL139C, YKR061W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.175&CDS=1-2004
400	OG0000400	YJL177W, YKL180W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.176&CDS=1-555
401	OG0000401	YJR054W, YML047C	augustus_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.95&CDS=1-1281
402	OG0000402	YJR091C, YPR042C	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-1.38&CDS=1-3450
403	OG0000403	YJR094W-A, YPR043W	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-1.34&CDS=1-393
404	OG0000404	YJR096W	augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.87&CDS=1-867, augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.54&CDS=1-867
405	OG0000405	YJR107W	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-2.103&CDS=1-1155, augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-0.93&CDS=1-1134
406	OG0000406	YJR126C	augustus_masked-NODE_19_length_179620_cov_37.1937_ID_37-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_19_length_179620_cov_37.1937_ID_37-processed-gene-0.230&CDS=1-2277, maker-NODE_8_length_558977_cov_41.7585_ID_15-augustus-gene-3.109-mRNA-1_1&gene=maker-NODE_8_length_558977_cov_41.7585_ID_15-augustus-gene-3.109&CDS=1-2946
407	OG0000407	YJR130C, YML082W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.154-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.154&CDS=1-1710
408	OG0000408	YKL004W	augustus_masked-NODE_19_length_179620_cov_37.1937_ID_37-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_19_length_179620_cov_37.1937_ID_37-processed-gene-0.199&CDS=1-1206, augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-4.16&CDS=1-1233
409	OG0000409	YKL043W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.28&CDS=1-1755, augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-1.161&CDS=1-1419
410	OG0000410	YKL050C, YMR031C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-1.46&CDS=1-2760
411	OG0000411	YKL072W, YMR053C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-3.113&CDS=1-2526
412	OG0000412	YKL126W, YMR104C	genemark-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-0.65&CDS=1-2076
413	OG0000413	YKL133C, YMR115W	snap_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-2.31&CDS=1-1425
414	OG0000414	YKL140W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.10&CDS=1-1416, augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.23&CDS=1-1407
415	OG0000415	YKL141W, YMR118C	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.137&CDS=1-522
416	OG0000416	YKR091W, YOR083W	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-3.21&CDS=1-1431
417	OG0000417	YKR093W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-4.25&CDS=1-1719, augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-1.145&CDS=1-1809
418	OG0000418	YLL012W, YLR020C	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.266-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.266&CDS=1-1167
419	OG0000419	YLL016W, YLR310C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.266-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.266&CDS=1-3933
420	OG0000420	YLL029W	snap_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.138&CDS=1-2109, snap_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-4.119-mRNA-1_1&gene=snap_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-4.119&CDS=1-2202
421	OG0000421	YLR031W, YMR124W	snap_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.69&CDS=1-4140
422	OG0000422	YLR098C, YOR337W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-0.110&CDS=1-2235
423	OG0000423	YLR144C	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-0.53&CDS=1-2250, genemark-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-7.154-mRNA-1_1&gene=genemark-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-7.154&CDS=1-2142
424	OG0000424	YLR174W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-5.95&CDS=1-1350, augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.29&CDS=1-1233
425	OG0000425	YLR181C	augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.40&CDS=1-1401, augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.79&CDS=1-1155
426	OG0000426	YLR210W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-5.37&CDS=1-1284, augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-3.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-3.120&CDS=1-1290
427	OG0000427	YLR241W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.8&CDS=1-2529, augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-3.118&CDS=1-2616
428	OG0000428	YLR248W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.211-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.211&CDS=1-2268, maker-NODE_15_length_279896_cov_36.4395_ID_29-augustus-gene-1.211-mRNA-1_1&gene=maker-NODE_15_length_279896_cov_36.4395_ID_29-augustus-gene-1.211&CDS=1-1776
429	OG0000429	YLR260W, YOR171C	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.81&CDS=1-1512
430	OG0000430	YLR264W, YOR167C	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-1.42&CDS=1-201
431	OG0000431	YLR270W, YOR173W	augustus_masked-NODE_26_length_139161_cov_66.47_ID_51-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_26_length_139161_cov_66.47_ID_51-processed-gene-0.147&CDS=1-903
432	OG0000432	YLR284C, YOR180C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.237-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.237&CDS=1-792
433	OG0000433	YLR287C-A, YOR182C	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-1.19&CDS=1-1689
434	OG0000434	YLR307W, YLR308W	maker-NODE_16_length_268793_cov_37.6974_ID_31-augustus-gene-0.93-mRNA-1_1&gene=maker-NODE_16_length_268793_cov_37.6974_ID_31-augustus-gene-0.93&CDS=1-3063
435	OG0000435	YLR456W, YPR172W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.38&CDS=1-549
436	OG0000436	YML038C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.10&CDS=1-1347, augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.54&CDS=1-1836
437	OG0000437	YML054C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.280-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.280&CDS=1-1683, augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.51&CDS=1-1542
438	OG0000438	YML073C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-7.26&CDS=1-531, maker-NODE_11_length_471272_cov_37.9144_ID_21-augustus-gene-0.101-mRNA-1_1&gene=maker-NODE_11_length_471272_cov_37.9144_ID_21-augustus-gene-0.101&CDS=1-525
439	OG0000439	YML100W, YMR261C	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.121&CDS=1-3183
440	OG0000440	YML106W, YMR271C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.42&CDS=1-660
441	OG0000441	YML109W, YMR273C	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.65&CDS=1-2193
442	OG0000442	YMR020W	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.254-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.254&CDS=1-1500, maker-NODE_9_length_506043_cov_41.1641_ID_17-augustus-gene-3.4-mRNA-1_1&gene=maker-NODE_9_length_506043_cov_41.1641_ID_17-augustus-gene-3.4&CDS=1-3075
443	OG0000443	YMR089C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.135&CDS=1-2676, maker-NODE_18_length_230278_cov_46.9649_ID_35-augustus-gene-1.8-mRNA-1_1&gene=maker-NODE_18_length_230278_cov_46.9649_ID_35-augustus-gene-1.8&CDS=1-4638
444	OG0000444	YMR177W, YPL224C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.245-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.245&CDS=1-1098
445	OG0000445	YMR183C, YPL232W	augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.66&CDS=1-876
446	OG0000446	YMR194W, YPL249C-A	maker-NODE_24_length_146870_cov_58.9014_ID_47-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_24_length_146870_cov_58.9014_ID_47-augustus-gene-0.141&CDS=1-297
447	OG0000447	YMR216C	augustus_masked-NODE_19_length_179620_cov_37.1937_ID_37-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-NODE_19_length_179620_cov_37.1937_ID_37-processed-gene-0.209&CDS=1-2022, augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-3.13&CDS=1-2583
448	OG0000448	YMR221C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.226-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.226&CDS=1-1590, augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.4&CDS=1-1563
449	OG0000449	YMR222C, YOR280C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.3&CDS=1-750
450	OG0000450	YMR230W, YOR293W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.13&CDS=1-360
451	OG0000451	YMR237W, YOR299W	maker-NODE_16_length_268793_cov_37.6974_ID_31-snap-gene-1.295-mRNA-1_1&gene=maker-NODE_16_length_268793_cov_37.6974_ID_31-snap-gene-1.295&CDS=1-3243
452	OG0000452	YMR242C, YOR312C	snap_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.146&CDS=1-570
453	OG0000453	YMR244W	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.279-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-3.279&CDS=1-912, augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-2.33&CDS=1-909
454	OG0000454	YMR297W	augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-1.41&CDS=1-1638, maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-2.5-mRNA-1_1&gene=maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-2.5&CDS=1-2421
455	OG0000455	YNL020C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.124&CDS=1-2163, maker-NODE_13_length_372024_cov_42.924_ID_25-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_13_length_372024_cov_42.924_ID_25-augustus-gene-0.6&CDS=1-2685
456	OG0000456	YNL027W	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.67-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-6.67&CDS=1-2049, snap_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.72&CDS=1-1263
457	OG0000457	YNL098C, YOR101W	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.199-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.199&CDS=1-807
458	OG0000458	YNL125C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-7.5&CDS=1-1842, augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.201&CDS=1-1869
459	OG0000459	YNL216W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.17&CDS=1-2112, augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.51&CDS=1-1776
460	OG0000460	YNL234W	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.276-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.276&CDS=1-975, augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.20&CDS=1-1209
461	OG0000461	YNL239W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.32&CDS=1-1494, augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.108&CDS=1-1338
462	OG0000462	YNL271C	genemark-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.214-mRNA-1_1&gene=genemark-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.214&CDS=1-5388, snap_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-2.71&CDS=1-3972
463	OG0000463	YNL301C, YOL120C	maker-NODE_12_length_427407_cov_43.2622_ID_23-augustus-gene-1.160-mRNA-1_1&gene=maker-NODE_12_length_427407_cov_43.2622_ID_23-augustus-gene-1.160&CDS=1-996
464	OG0000464	YNR055C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.105&CDS=1-1707, augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-1.30&CDS=1-1692
465	OG0000465	YOL119C	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.68&CDS=1-1353, augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-3.153&CDS=1-1476
466	OG0000466	YOR008C	genemark-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.186-mRNA-1_1&gene=genemark-NODE_17_length_257521_cov_45.5208_ID_33-processed-gene-1.186&CDS=1-1299, genemark-NODE_26_length_139161_cov_66.47_ID_51-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_26_length_139161_cov_66.47_ID_51-processed-gene-0.15&CDS=1-1143
