	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035282_Trigonopsis_vinaria
115	OG0000115	YHR107C, YLR314C	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-augustus-gene-6.5-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-augustus-gene-6.5&CDS=1-1062, snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-5.211-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-5.211&CDS=1-1392
116	OG0000116	YHR206W, YOR140W	maker-NODE_18_length_247454_cov_44.7282_ID_3590-snap-gene-1.95-mRNA-1_1&gene=maker-NODE_18_length_247454_cov_44.7282_ID_3590-snap-gene-1.95&CDS=1-2115, maker-NODE_22_length_192448_cov_30.6168_ID_2871-snap-gene-0.126-mRNA-1_1&gene=maker-NODE_22_length_192448_cov_30.6168_ID_2871-snap-gene-0.126&CDS=1-2208
117	OG0000117	YIR013C, YLR013W, YMR136W	augustus_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-1.77&CDS=1-1812
118	OG0000118	YJL034W, YLL024C	snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-0.79&CDS=1-1929, snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.157&CDS=1-2013
119	OG0000119	YJL124C, YJR022W	maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-1.308-mRNA-1_1&gene=maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-1.308&CDS=1-462, snap_masked-NODE_33_length_80715_cov_28.7983_ID_4163-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_33_length_80715_cov_28.7983_ID_4163-processed-gene-0.69&CDS=1-282
120	OG0000120	YJL194W, YML065W	maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.97&CDS=1-2355, snap_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-0.129&CDS=1-1392
121	OG0000121	YJL200C, YLR304C	snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-2.319-mRNA-1_1&gene=snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-2.319&CDS=1-2433, snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-2.111-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-2.111&CDS=1-2343
122	OG0000122	YJR005W, YKL135C	maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-3.95-mRNA-1_1&gene=maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-3.95&CDS=1-2157, snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-6.98-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-6.98&CDS=1-2133
123	OG0000123	YJR040W	genemark-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-1.147&CDS=1-2337, genemark-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-3.36-mRNA-1_1&gene=genemark-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-3.36&CDS=1-2613, snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-1.123&CDS=1-2403
124	OG0000124	YKL088W, YKR072C	snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.139&CDS=1-1098, snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.133&CDS=1-834
125	OG0000125	YKL090W, YPL199C	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-2.59&CDS=1-1590, snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-3.52-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-3.52&CDS=1-723
126	OG0000126	YKL171W, YOR233W	augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-4.116&CDS=1-1923, maker-NODE_15_length_262765_cov_28.0125_ID_2801-snap-gene-0.28-mRNA-1_1&gene=maker-NODE_15_length_262765_cov_28.0125_ID_2801-snap-gene-0.28&CDS=1-2478
127	OG0000127	YKL188C, YPL147W	maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.94-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.94&CDS=1-2217, snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-1.43&CDS=1-2154
128	OG0000128	YLL052C, YLL053C, YPR192W	snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-0.85&CDS=1-903
129	OG0000129	YLL062C, YMR321C, YPL273W	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-4.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-4.41&CDS=1-1035
130	OG0000130	YLR222C, YPR085C	augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-13.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-13.123&CDS=1-1044, maker-NODE_7_length_436440_cov_31.2914_ID_5749-snap-gene-0.184-mRNA-1_1&gene=maker-NODE_7_length_436440_cov_31.2914_ID_5749-snap-gene-0.184&CDS=1-2427
131	OG0000131	YMR006C, YMR008C, YOL011W	maker-NODE_29_length_100643_cov_37.9226_ID_3916-snap-gene-0.70-mRNA-1_1&gene=maker-NODE_29_length_100643_cov_37.9226_ID_3916-snap-gene-0.70&CDS=1-4329
132	OG0000132	YMR152W	snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-2.134-mRNA-1_1&gene=snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-2.134&CDS=1-1038, snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-2.135&CDS=1-1083, snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-4.108&CDS=1-1038
133	OG0000133	YMR209C, YNL092W	augustus_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.97&CDS=1-1149, snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.203-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.203&CDS=1-1056
134	OG0000134	YNL154C, YPL204W	maker-NODE_15_length_262765_cov_28.0125_ID_2801-snap-gene-1.114-mRNA-1_1&gene=maker-NODE_15_length_262765_cov_28.0125_ID_2801-snap-gene-1.114&CDS=1-1368, maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-7.171-mRNA-1_1&gene=maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-7.171&CDS=1-1176
135	OG0000135	YOL055C, YPL258C, YPR121W	maker-NODE_20_length_193603_cov_27.0983_ID_9010-snap-gene-0.256-mRNA-1_1&gene=maker-NODE_20_length_193603_cov_27.0983_ID_9010-snap-gene-0.256&CDS=1-1617
136	OG0000136	YOR351C, YPR106W	augustus_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-0.17&CDS=1-1332, maker-NODE_23_length_180852_cov_49.0961_ID_2839-snap-gene-0.133-mRNA-1_1&gene=maker-NODE_23_length_180852_cov_49.0961_ID_2839-snap-gene-0.133&CDS=1-1428
137	OG0000137	Q0045, Q0065, Q0070	maker-NODE_37_length_43865_cov_678.383_ID_4868-snap-gene-0.32-mRNA-1_1&gene=maker-NODE_37_length_43865_cov_678.383_ID_4868-snap-gene-0.32&CDS=1-498
138	OG0000138	YAL007C, YOR016C	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-augustus-gene-6.0-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-augustus-gene-6.0&CDS=1-648
139	OG0000139	YAL015C, YOL043C	snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-3.50&CDS=1-987
140	OG0000140	YAL017W, YOL045W	maker-NODE_19_length_214413_cov_45.2145_ID_5203-snap-gene-0.38-mRNA-1_1&gene=maker-NODE_19_length_214413_cov_45.2145_ID_5203-snap-gene-0.38&CDS=1-3246
141	OG0000141	YAL034C, YOR338W	snap_masked-NODE_29_length_100643_cov_37.9226_ID_3916-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_29_length_100643_cov_37.9226_ID_3916-processed-gene-0.11&CDS=1-1032
142	OG0000142	YAL060W, YAL061W	snap_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-0.65&CDS=1-1092
143	OG0000143	YAR042W, YDL019C	genemark-NODE_24_length_163241_cov_27.3507_ID_3210-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_24_length_163241_cov_27.3507_ID_3210-processed-gene-0.4&CDS=1-3585
144	OG0000144	YBL002W, YDR224C	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-3.68&CDS=1-408
145	OG0000145	YBL003C, YDR225W	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-3.65&CDS=1-402
146	OG0000146	YBL009W, YGL021W	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-13.68-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-13.68&CDS=1-2433
147	OG0000147	YBL019W, YOR357C	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.69&CDS=1-1956
148	OG0000148	YBL027W, YBR084C-A	genemark-NODE_33_length_80715_cov_28.7983_ID_4163-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_33_length_80715_cov_28.7983_ID_4163-processed-gene-0.94&CDS=1-672
149	OG0000149	YBL039C, YJR103W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-13.45-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-13.45&CDS=1-1725
150	OG0000150	YBL043W, YJR115W	augustus_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_16_length_260129_cov_29.5363_ID_3859-processed-gene-1.157&CDS=1-885
151	OG0000151	YBL056W, YER089C	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-0.81&CDS=1-1110
152	OG0000152	YBL064C	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-1.146&CDS=1-1110, snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-2.100&CDS=1-690
153	OG0000153	YBL067C, YER098W	maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-2.230-mRNA-1_1&gene=maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-2.230&CDS=1-2214
154	OG0000154	YBL072C, YER102W	maker-NODE_25_length_119184_cov_27.9515_ID_3524-snap-gene-0.120-mRNA-1_1&gene=maker-NODE_25_length_119184_cov_27.9515_ID_3524-snap-gene-0.120&CDS=1-621
155	OG0000155	YBL079W, YER105C	maker-NODE_11_length_343405_cov_38.0855_ID_2620-snap-gene-0.53-mRNA-1_1&gene=maker-NODE_11_length_343405_cov_38.0855_ID_2620-snap-gene-0.53&CDS=1-4500
156	OG0000156	YBL087C, YER117W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-8.109-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-8.109&CDS=1-411
157	OG0000157	YBL089W, YER119C	maker-NODE_17_length_250191_cov_28.841_ID_2582-augustus-gene-1.97-mRNA-1_1&gene=maker-NODE_17_length_250191_cov_28.841_ID_2582-augustus-gene-1.97&CDS=1-1938
158	OG0000158	YBL091C-A, YER120W	snap_masked-NODE_23_length_180852_cov_49.0961_ID_2839-processed-gene-0.204-mRNA-1_1&gene=snap_masked-NODE_23_length_180852_cov_49.0961_ID_2839-processed-gene-0.204&CDS=1-921
159	OG0000159	YBL106C, YPR032W	augustus_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-3.73&CDS=1-2937
160	OG0000160	YBR001C, YDR001C	snap_masked-NODE_21_length_193487_cov_43.8223_ID_2763-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_21_length_193487_cov_43.8223_ID_2763-processed-gene-0.224&CDS=1-2322
161	OG0000161	YBR010W, YNL031C	snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-0.81&CDS=1-429
162	OG0000162	YBR014C, YDL010W	snap_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.206-mRNA-1_1&gene=snap_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.206&CDS=1-732
163	OG0000163	YBR020W, YDR009W	maker-NODE_15_length_262765_cov_28.0125_ID_2801-snap-gene-1.89-mRNA-1_1&gene=maker-NODE_15_length_262765_cov_28.0125_ID_2801-snap-gene-1.89&CDS=1-1584
164	OG0000164	YBR031W, YDR012W	snap_masked-NODE_31_length_87158_cov_27.2516_ID_4097-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_31_length_87158_cov_27.2516_ID_4097-processed-gene-0.106&CDS=1-1026
165	OG0000165	YBR033W, YKL038W	augustus_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-2.104&CDS=1-2457
166	OG0000166	YBR042C, YDR018C	genemark-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.25&CDS=1-1218
167	OG0000167	YBR048W, YDR025W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-5.52-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-5.52&CDS=1-465
168	OG0000168	YBR054W, YDR033W	snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.130&CDS=1-879
169	OG0000169	YBR078W, YDR055W	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.204-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.204&CDS=1-1251
170	OG0000170	YBR104W, YPR058W	maker-NODE_7_length_436440_cov_31.2914_ID_5749-snap-gene-2.127-mRNA-1_1&gene=maker-NODE_7_length_436440_cov_31.2914_ID_5749-snap-gene-2.127&CDS=1-915
171	OG0000171	YBR147W, YOL092W	genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-3.142-mRNA-1_1&gene=genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-3.142&CDS=1-873
172	OG0000172	YBR161W, YPL057C	maker-NODE_19_length_214413_cov_45.2145_ID_5203-snap-gene-0.44-mRNA-1_1&gene=maker-NODE_19_length_214413_cov_45.2145_ID_5203-snap-gene-0.44&CDS=1-918
173	OG0000173	YBR169C, YPL106C	maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-5.244-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-5.244&CDS=1-2094
174	OG0000174	YBR172C, YPL105C	snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-5.158-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-5.158&CDS=1-2925
175	OG0000175	YBR181C, YPL090C	snap_masked-NODE_27_length_107870_cov_37.3069_ID_4501-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_27_length_107870_cov_37.3069_ID_4501-processed-gene-0.74&CDS=1-708
176	OG0000176	YBR183W, YPL087W	maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.88-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.88&CDS=1-876
177	OG0000177	YBR191W, YPL079W	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-10.23-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-10.23&CDS=1-477
178	OG0000178	YBR214W, YGL056C	maker-NODE_13_length_312200_cov_40.1463_ID_9646-snap-gene-1.147-mRNA-1_1&gene=maker-NODE_13_length_312200_cov_40.1463_ID_9646-snap-gene-1.147&CDS=1-1239
179	OG0000179	YBR241C, YGL104C	snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-2.145&CDS=1-1110
180	OG0000180	YBR242W, YGL101W	snap_masked-NODE_18_length_247454_cov_44.7282_ID_3590-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_18_length_247454_cov_44.7282_ID_3590-processed-gene-1.50&CDS=1-627
181	OG0000181	YBR270C, YJL058C	augustus_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-1.26&CDS=1-1659
182	OG0000182	YBR273C, YJL048C	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.80&CDS=1-1455
183	OG0000183	YBR294W, YLR092W	snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-0.79&CDS=1-2217
184	OG0000184	YCL011C, YNL004W	snap_masked-NODE_18_length_247454_cov_44.7282_ID_3590-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_18_length_247454_cov_44.7282_ID_3590-processed-gene-1.35&CDS=1-996
185	OG0000185	YCL035C, YDR513W	snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-4.88&CDS=1-300
186	OG0000186	YCL036W, YDR514C	snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-4.107&CDS=1-1914
187	OG0000187	YCL037C, YDR515W	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-6.85-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-6.85&CDS=1-2058
188	OG0000188	YCL048W, YDR522C	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.174-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.174&CDS=1-1236
189	OG0000189	YCL050C, YDR530C	maker-NODE_29_length_100643_cov_37.9226_ID_3916-augustus-gene-0.136-mRNA-1_1&gene=maker-NODE_29_length_100643_cov_37.9226_ID_3916-augustus-gene-0.136&CDS=1-2277
190	OG0000190	YCL066W, YCR040W	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.71&CDS=1-873
191	OG0000191	YCR010C, YNR002C	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-0.54&CDS=1-867
192	OG0000192	YCR023C	snap_masked-NODE_24_length_163241_cov_27.3507_ID_3210-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_24_length_163241_cov_27.3507_ID_3210-processed-gene-0.130&CDS=1-1656, snap_masked-NODE_38_length_43514_cov_30.3968_ID_4754-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_38_length_43514_cov_30.3968_ID_4754-processed-gene-0.60&CDS=1-1557
193	OG0000193	YCR026C, YEL016C	snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.203-mRNA-1_1&gene=snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.203&CDS=1-2250
194	OG0000194	YCR031C, YJL191W	maker-NODE_14_length_303702_cov_28.9607_ID_7328-augustus-gene-2.6-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-augustus-gene-2.6&CDS=1-441
195	OG0000195	YCR067C, YNR026C	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-5.102&CDS=1-1206
196	OG0000196	YCR073C, YNR031C	snap_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-2.95-mRNA-1_1&gene=snap_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-2.95&CDS=1-4203
197	OG0000197	YCR073W-A, YNR034W	maker-NODE_36_length_43906_cov_32.2194_ID_4799-snap-gene-0.31-mRNA-1_1&gene=maker-NODE_36_length_43906_cov_32.2194_ID_4799-snap-gene-0.31&CDS=1-831
198	OG0000198	YCR094W, YNR048W	maker-NODE_6_length_498455_cov_30.6401_ID_2085-snap-gene-3.266-mRNA-1_1&gene=maker-NODE_6_length_498455_cov_30.6401_ID_2085-snap-gene-3.266&CDS=1-1227
199	OG0000199	YCR105W, YMR318C	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-7.139-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-7.139&CDS=1-2142
200	OG0000200	YDL022W, YOL059W	maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-1.303-mRNA-1_1&gene=maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-1.303&CDS=1-1206
201	OG0000201	YDL036C, YOL066C	snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-1.116&CDS=1-1356
202	OG0000202	YDL042C, YOL068C	snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-0.52&CDS=1-1722
203	OG0000203	YDL048C, YLR375W	snap_masked-NODE_18_length_247454_cov_44.7282_ID_3590-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_18_length_247454_cov_44.7282_ID_3590-processed-gene-1.57&CDS=1-612
204	OG0000204	YDL049C, YJL174W	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-5.49-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-5.49&CDS=1-774
205	OG0000205	YDL061C, YLR388W	genemark-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-2.95-mRNA-1_1&gene=genemark-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-2.95&CDS=1-168
206	OG0000206	YDL075W, YLR406C	maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-5.94-mRNA-1_1&gene=maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-5.94&CDS=1-366
207	OG0000207	YDL079C, YMR139W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-13.46-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-13.46&CDS=1-2367
208	OG0000208	YDL082W, YMR142C	snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-5.193-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-5.193&CDS=1-633
209	OG0000209	YDL083C, YMR143W	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-4.109&CDS=1-447
210	OG0000210	YDL085W, YMR145C	snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-1.57&CDS=1-1740
211	OG0000211	YDL088C, YMR153W	snap_masked-NODE_27_length_107870_cov_37.3069_ID_4501-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_27_length_107870_cov_37.3069_ID_4501-processed-gene-0.77&CDS=1-1311
