	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034597_Candida_stellimalicola
514	OG0000514	YAL048C	augustus_masked-flattened_line_42-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.192&CDS=1-1911
515	OG0000515	YAL049C	maker-flattened_line_0-snap-gene-3.59-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.59&CDS=1-2067
516	OG0000516	YAL053W	augustus_masked-flattened_line_0-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.80&CDS=1-2289
517	OG0000517	YAL059W	augustus_masked-flattened_line_165-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_165-processed-gene-0.2&CDS=1-534
518	OG0000518	YAR002C-A	genemark-flattened_line_14-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.24&CDS=1-639
519	OG0000519	YAR002W	snap_masked-flattened_line_4-processed-gene-3.148-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.148&CDS=1-1596
520	OG0000520	YAR003W	genemark-flattened_line_14-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.48&CDS=1-1200
521	OG0000521	YAR007C	augustus_masked-flattened_line_8-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.128&CDS=1-1809
522	OG0000522	YAR008W	genemark-flattened_line_8-processed-gene-2.285-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.285&CDS=1-735
523	OG0000523	YAR014C	augustus_masked-flattened_line_8-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.122&CDS=1-1167
524	OG0000524	YAR015W	augustus_masked-flattened_line_28-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.111&CDS=1-909
525	OG0000525	YAR018C	augustus_masked-flattened_line_28-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.130&CDS=1-1410
526	OG0000526	YBL001C	augustus_masked-flattened_line_32-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.124&CDS=1-336
527	OG0000527	YBL004W	augustus_masked-flattened_line_54-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.184&CDS=1-7323
528	OG0000528	YBL007C	augustus_masked-flattened_line_0-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.77&CDS=1-3624
529	OG0000529	YBL008W	maker-flattened_line_0-augustus-gene-1.72-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.72&CDS=1-2583
530	OG0000530	YBL010C	augustus_masked-flattened_line_48-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.131&CDS=1-735
531	OG0000531	YBL013W	augustus_masked-flattened_line_2-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.138&CDS=1-1074
532	OG0000532	YBL014C	snap_masked-flattened_line_88-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.46&CDS=1-2358
533	OG0000533	YBL015W	augustus_masked-flattened_line_86-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.50&CDS=1-1575
534	OG0000534	YBL019W	augustus_masked-flattened_line_22-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.6&CDS=1-1605
535	OG0000535	YBL020W	augustus_masked-flattened_line_98-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.64&CDS=1-1644
536	OG0000536	YBL021C	augustus_masked-flattened_line_22-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.21&CDS=1-942
537	OG0000537	YBL022C	augustus_masked-flattened_line_22-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.22&CDS=1-3192
538	OG0000538	YBL023C	augustus_masked-flattened_line_10-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.121&CDS=1-2610
539	OG0000539	YBL026W	genemark-flattened_line_0-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.124&CDS=1-279
540	OG0000540	YBL028C	augustus_masked-flattened_line_56-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.31&CDS=1-297
541	OG0000541	YBL029C-A	snap_masked-flattened_line_12-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.39&CDS=1-267
542	OG0000542	YBL033C	augustus_masked-flattened_line_40-processed-gene-0.264-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.264&CDS=1-975
543	OG0000543	YBL034C	snap_masked-flattened_line_122-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.19&CDS=1-3600
544	OG0000544	YBL035C	augustus_masked-flattened_line_34-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.16&CDS=1-1839
545	OG0000545	YBL036C	augustus_masked-flattened_line_34-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.17&CDS=1-747
546	OG0000546	YBL037W	augustus_masked-flattened_line_34-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.37&CDS=1-2817
547	OG0000547	YBL038W	augustus_masked-flattened_line_66-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.93&CDS=1-660
548	OG0000548	YBL039C	augustus_masked-flattened_line_62-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.205&CDS=1-1728
549	OG0000549	YBL040C	maker-flattened_line_62-augustus-gene-0.88-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.88&CDS=1-636
550	OG0000550	YBL041W	augustus_masked-flattened_line_52-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.109&CDS=1-726
551	OG0000551	YBL045C	augustus_masked-flattened_line_14-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.53&CDS=1-1338
552	OG0000552	YBL046W	augustus_masked-flattened_line_14-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.22&CDS=1-747
553	OG0000553	YBL047C	augustus_masked-flattened_line_14-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.50&CDS=1-3879
554	OG0000554	YBL049W	genemark-flattened_line_14-processed-gene-2.196-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.196&CDS=1-336
555	OG0000555	YBL050W	augustus_masked-flattened_line_14-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.49&CDS=1-876
556	OG0000556	YBL051C	genemark-flattened_line_20-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.68&CDS=1-402
557	OG0000557	YBL054W	augustus_masked-flattened_line_20-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.114&CDS=1-750
558	OG0000558	YBL055C	augustus_masked-flattened_line_6-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.124&CDS=1-981
559	OG0000559	YBL057C	augustus_masked-flattened_line_14-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.74&CDS=1-2649
560	OG0000560	YBL058W	augustus_masked-flattened_line_14-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.96&CDS=1-1074
561	OG0000561	YBL059C-A	augustus_masked-flattened_line_14-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.75&CDS=1-300
562	OG0000562	YBL060W	augustus_masked-flattened_line_14-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.100&CDS=1-1599
563	OG0000563	YBL061C	augustus_masked-flattened_line_14-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.9&CDS=1-1737
564	OG0000564	YBL064C	augustus_masked-flattened_line_14-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.102&CDS=1-729
565	OG0000565	YBL066C	augustus_masked-flattened_line_14-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.101&CDS=1-3195
566	OG0000566	YBL071W-A	augustus_masked-flattened_line_26-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.82&CDS=1-213
567	OG0000567	YBL074C	augustus_masked-flattened_line_22-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.168&CDS=1-1071
568	OG0000568	YBL076C	augustus_masked-flattened_line_22-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.129&CDS=1-3225
569	OG0000569	YBL078C	augustus_masked-flattened_line_22-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.130&CDS=1-405
570	OG0000570	YBL079W	genemark-flattened_line_24-processed-gene-1.208-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.208&CDS=1-4896
571	OG0000571	YBL080C	augustus_masked-flattened_line_42-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.200&CDS=1-1509
572	OG0000572	YBL082C	maker-flattened_line_24-augustus-gene-1.183-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.183&CDS=1-1362
573	OG0000573	YBL084C	augustus_masked-flattened_line_24-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.150&CDS=1-2151
574	OG0000574	YBL086C	augustus_masked-flattened_line_24-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.149&CDS=1-1035
575	OG0000575	YBL088C	augustus_masked-flattened_line_24-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.147&CDS=1-8382
576	OG0000576	YBL090W	augustus_masked-flattened_line_24-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.98&CDS=1-588
577	OG0000577	YBL091C	genemark-flattened_line_2-processed-gene-3.244-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.244&CDS=1-1302
578	OG0000578	YBL092W	augustus_masked-flattened_line_26-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.65&CDS=1-513
579	OG0000579	YBL093C	augustus_masked-flattened_line_26-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.90&CDS=1-477
580	OG0000580	YBL095W	augustus_masked-flattened_line_124-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.12&CDS=1-669
581	OG0000581	YBL099W	augustus_masked-flattened_line_12-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.54&CDS=1-2523
582	OG0000582	YBL102W	augustus_masked-flattened_line_10-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.119&CDS=1-627
583	OG0000583	YBL103C	augustus_masked-flattened_line_10-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.162&CDS=1-993
584	OG0000584	YBL105C	maker-flattened_line_10-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-2.0&CDS=1-8973
585	OG0000585	YBL107C	augustus_masked-flattened_line_10-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.118&CDS=1-555
586	OG0000586	YBR002C	augustus_masked-flattened_line_30-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.7&CDS=1-801
587	OG0000587	YBR003W	augustus_masked-flattened_line_30-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.42&CDS=1-1650
588	OG0000588	YBR004C	augustus_masked-flattened_line_54-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.186&CDS=1-1053
589	OG0000589	YBR006W	augustus_masked-flattened_line_54-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.222&CDS=1-1479
590	OG0000590	YBR017C	augustus_masked-flattened_line_18-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.48&CDS=1-3501
591	OG0000591	YBR019C	snap_masked-flattened_line_22-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.90&CDS=1-1155
592	OG0000592	YBR023C	augustus_masked-flattened_line_54-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.176&CDS=1-3513
593	OG0000593	YBR026C	augustus_masked-flattened_line_18-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.22&CDS=1-1122
594	OG0000594	YBR028C	augustus_masked-flattened_line_8-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.46&CDS=1-1296
595	OG0000595	YBR029C	maker-flattened_line_30-augustus-gene-1.158-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.158&CDS=1-2253
596	OG0000596	YBR030W	augustus_masked-flattened_line_2-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.43&CDS=1-1773
597	OG0000597	YBR034C	augustus_masked-flattened_line_2-processed-gene-2.33-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.33&CDS=1-1041
598	OG0000598	YBR035C	maker-flattened_line_50-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.2&CDS=1-654
599	OG0000599	YBR037C	augustus_masked-flattened_line_58-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.99&CDS=1-900
600	OG0000600	YBR039W	augustus_masked-flattened_line_34-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.4&CDS=1-864
601	OG0000601	YBR040W	augustus_masked-flattened_line_34-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.27&CDS=1-777
602	OG0000602	YBR041W	augustus_masked-flattened_line_28-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.115&CDS=1-1932
603	OG0000603	YBR042C	augustus_masked-flattened_line_28-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.90&CDS=1-1188
604	OG0000604	YBR043C	augustus_masked-flattened_line_34-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.28&CDS=1-1845
605	OG0000605	YBR047W	augustus_masked-flattened_line_112-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.31&CDS=1-489
606	OG0000606	YBR053C	augustus_masked-flattened_line_28-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.93&CDS=1-918
607	OG0000607	YBR055C	augustus_masked-flattened_line_46-processed-gene-0.277-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.277&CDS=1-2700
608	OG0000608	YBR056W	augustus_masked-flattened_line_16-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.137&CDS=1-1440
609	OG0000609	YBR057C	augustus_masked-flattened_line_30-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.74&CDS=1-693
610	OG0000610	YBR058C-A	snap_masked-flattened_line_60-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.16&CDS=1-288
611	OG0000611	YBR060C	augustus_masked-flattened_line_60-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.101&CDS=1-1890
612	OG0000612	YBR061C	augustus_masked-flattened_line_60-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.73&CDS=1-909
613	OG0000613	YBR065C	augustus_masked-flattened_line_60-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.71&CDS=1-1038
614	OG0000614	YBR070C	augustus_masked-flattened_line_26-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.199&CDS=1-678
615	OG0000615	YBR074W	snap_masked-flattened_line_52-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.24&CDS=1-2946
616	OG0000616	YBR076W	snap_masked-flattened_line_60-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.9&CDS=1-852
617	OG0000617	YBR079C	maker-flattened_line_12-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-0.5&CDS=1-2775
618	OG0000618	YBR080C	augustus_masked-flattened_line_56-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.60&CDS=1-2268
619	OG0000619	YBR081C	maker-flattened_line_74-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.101&CDS=1-3447
620	OG0000620	YBR083W	genemark-flattened_line_56-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.93&CDS=1-1773
621	OG0000621	YBR086C	augustus_masked-flattened_line_34-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.36&CDS=1-2811
622	OG0000622	YBR087W	maker-flattened_line_66-augustus-gene-0.219-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.219&CDS=1-1059
623	OG0000623	YBR088C	augustus_masked-flattened_line_66-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.97&CDS=1-777
624	OG0000624	YBR091C	maker-flattened_line_66-augustus-gene-0.222-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.222&CDS=1-246
625	OG0000625	YBR094W	augustus_masked-flattened_line_66-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.96&CDS=1-2142
626	OG0000626	YBR095C	augustus_masked-flattened_line_66-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.137&CDS=1-1026
627	OG0000627	YBR096W	augustus_masked-flattened_line_66-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.79&CDS=1-675
628	OG0000628	YBR097W	genemark-flattened_line_82-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.80&CDS=1-5802
629	OG0000629	YBR098W	augustus_masked-flattened_line_66-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.134&CDS=1-1485
630	OG0000630	YBR101C	augustus_masked-flattened_line_66-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.95&CDS=1-906
631	OG0000631	YBR102C	augustus_masked-flattened_line_66-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.94&CDS=1-2235
632	OG0000632	YBR103W	augustus_masked-flattened_line_66-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.133&CDS=1-1581
633	OG0000633	YBR105C	augustus_masked-flattened_line_82-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.41&CDS=1-876
634	OG0000634	YBR106W	augustus_masked-flattened_line_74-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.48&CDS=1-561
635	OG0000635	YBR109C	augustus_masked-flattened_line_14-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.35&CDS=1-441
636	OG0000636	YBR110W	snap_masked-flattened_line_14-processed-gene-2.129-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.129&CDS=1-1362
637	OG0000637	YBR111C	augustus_masked-flattened_line_0-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.84&CDS=1-624
638	OG0000638	YBR112C	augustus_masked-flattened_line_0-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.83&CDS=1-2517
639	OG0000639	YBR115C	augustus_masked-flattened_line_12-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.113&CDS=1-4185
640	OG0000640	YBR120C	augustus_masked-flattened_line_36-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.213&CDS=1-420
641	OG0000641	YBR121C	augustus_masked-flattened_line_36-processed-gene-1.214-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.214&CDS=1-2913
642	OG0000642	YBR123C	augustus_masked-flattened_line_36-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.215&CDS=1-1542
643	OG0000643	YBR125C	augustus_masked-flattened_line_48-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.111&CDS=1-1032
644	OG0000644	YBR126C	genemark-flattened_line_36-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.38&CDS=1-1416
645	OG0000645	YBR127C	augustus_masked-flattened_line_48-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.114&CDS=1-1515
646	OG0000646	YBR129C	augustus_masked-flattened_line_48-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.116&CDS=1-1026
647	OG0000647	YBR133C	snap_masked-flattened_line_40-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.155&CDS=1-1866
648	OG0000648	YBR136W	maker-flattened_line_40-augustus-gene-0.270-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.270&CDS=1-7020
649	OG0000649	YBR138C	snap_masked-flattened_line_2-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.119&CDS=1-3138
650	OG0000650	YBR141C	augustus_masked-flattened_line_4-processed-gene-3.205-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.205&CDS=1-921
651	OG0000651	YBR142W	augustus_masked-flattened_line_4-processed-gene-3.250-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.250&CDS=1-2361
652	OG0000652	YBR143C	augustus_masked-flattened_line_4-processed-gene-3.203-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.203&CDS=1-1308
653	OG0000653	YBR146W	augustus_masked-flattened_line_4-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.129&CDS=1-732
654	OG0000654	YBR151W	augustus_masked-flattened_line_4-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.147&CDS=1-885
655	OG0000655	YBR153W	genemark-flattened_line_4-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.85&CDS=1-777
656	OG0000656	YBR154C	augustus_masked-flattened_line_4-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.106&CDS=1-642
657	OG0000657	YBR155W	augustus_masked-flattened_line_12-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.57&CDS=1-1143
658	OG0000658	YBR156C	augustus_masked-flattened_line_12-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.79&CDS=1-2955
659	OG0000659	YBR158W	snap_masked-flattened_line_0-processed-gene-1.174-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.174&CDS=1-1620
660	OG0000660	YBR160W	maker-flattened_line_44-augustus-gene-0.268-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.268&CDS=1-2049
661	OG0000661	YBR162C	augustus_masked-flattened_line_16-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.199&CDS=1-1392
662	OG0000662	YBR163W	snap_masked-flattened_line_24-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.90&CDS=1-1383
663	OG0000663	YBR166C	maker-flattened_line_24-augustus-gene-1.186-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.186&CDS=1-1869
664	OG0000664	YBR170C	augustus_masked-flattened_line_88-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.112&CDS=1-1632
665	OG0000665	YBR171W	augustus_masked-flattened_line_88-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.90&CDS=1-1503
666	OG0000666	YBR173C	maker-flattened_line_88-augustus-gene-0.117-mRNA-1_1&gene=maker-flattened_line_88-augustus-gene-0.117&CDS=1-423
667	OG0000667	YBR176W	augustus_masked-flattened_line_44-processed-gene-0.250-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.250&CDS=1-924
668	OG0000668	YBR179C	augustus_masked-flattened_line_88-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.105&CDS=1-2316
669	OG0000669	YBR180W	augustus_masked-flattened_line_54-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.168&CDS=1-1587
670	OG0000670	YBR182C	augustus_masked-flattened_line_2-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.19&CDS=1-1734
671	OG0000671	YBR185C	augustus_masked-flattened_line_2-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.39&CDS=1-906
672	OG0000672	YBR187W	genemark-flattened_line_24-processed-gene-1.211-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.211&CDS=1-993
673	OG0000673	YBR192W	augustus_masked-flattened_line_24-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.113&CDS=1-1053
674	OG0000674	YBR193C	maker-flattened_line_24-augustus-gene-1.189-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.189&CDS=1-582
675	OG0000675	YBR196C	augustus_masked-flattened_line_24-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.159&CDS=1-1638
676	OG0000676	YBR198C	genemark-flattened_line_24-processed-gene-1.261-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.261&CDS=1-2097
677	OG0000677	YBR200W	augustus_masked-flattened_line_8-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.112&CDS=1-1785
678	OG0000678	YBR201W	augustus_masked-flattened_line_30-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.5&CDS=1-627
679	OG0000679	YBR202W	augustus_masked-flattened_line_62-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.213&CDS=1-2400
680	OG0000680	YBR203W	snap_masked-flattened_line_20-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.28&CDS=1-1377
