	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035665_Middelhovenomyces_tepae
600	OG0000600	YBR097W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-4.51-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-4.51&CDS=1-4104
601	OG0000601	YBR101C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.125&CDS=1-834
602	OG0000602	YBR102C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.126&CDS=1-1830
603	OG0000603	YBR103W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.102&CDS=1-1689
604	OG0000604	YBR105C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-4.50-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-4.50&CDS=1-768
605	OG0000605	YBR106W	augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-7.14&CDS=1-573
606	OG0000606	YBR109C	maker-NODE_5_length_1193255_cov_22.3319_ID_1222-snap-gene-10.93-mRNA-1_1&gene=maker-NODE_5_length_1193255_cov_22.3319_ID_1222-snap-gene-10.93&CDS=1-444
607	OG0000607	YBR110W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.199-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.199&CDS=1-1374
608	OG0000608	YBR111C	snap_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-5.29-mRNA-1_1&gene=snap_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-5.29&CDS=1-618
609	OG0000609	YBR111W-A	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-5.121-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-5.121&CDS=1-291
610	OG0000610	YBR112C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-0.47&CDS=1-2757
611	OG0000611	YBR114W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-10.93-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-10.93&CDS=1-2463
612	OG0000612	YBR115C	augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.15&CDS=1-4146
613	OG0000613	YBR121C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.196-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.196&CDS=1-1929
614	OG0000614	YBR122C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.194-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.194&CDS=1-597
615	OG0000615	YBR123C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.193-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.193&CDS=1-1470
616	OG0000616	YBR126C	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.105-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.105&CDS=1-1428
617	OG0000617	YBR127C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.104-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.104&CDS=1-1524
618	OG0000618	YBR132C	augustus_masked-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.118-mRNA-1_1&gene=augustus_masked-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.118&CDS=1-1725
619	OG0000619	YBR133C	augustus_masked-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.188&CDS=1-2097
620	OG0000620	YBR135W	genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.135&CDS=1-315
621	OG0000621	YBR136W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.95-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-8.95&CDS=1-6627
622	OG0000622	YBR137W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.256-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.256&CDS=1-552
623	OG0000623	YBR141C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-8.63-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-8.63&CDS=1-849
624	OG0000624	YBR142W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.93&CDS=1-2145
625	OG0000625	YBR143C	maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-1.54-mRNA-1_1&gene=maker-NODE_8_length_986125_cov_23.6789_ID_1757-snap-gene-1.54&CDS=1-1287
626	OG0000626	YBR146W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.18-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-9.18&CDS=1-948
627	OG0000627	YBR150C, YOL089C	
628	OG0000628	YBR151W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-8.56-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-8.56&CDS=1-960
629	OG0000629	YBR153W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.154-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.154&CDS=1-738
630	OG0000630	YBR154C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-9.57-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-9.57&CDS=1-621
631	OG0000631	YBR155W	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.76&CDS=1-1059
632	OG0000632	YBR156C	snap_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-0.56&CDS=1-2298
633	OG0000633	YBR158W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-9.46-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-9.46&CDS=1-1467
634	OG0000634	YBR160W	maker-NODE_1_length_1691314_cov_23.5033_ID_3491-augustus-gene-8.49-mRNA-1_1&gene=maker-NODE_1_length_1691314_cov_23.5033_ID_3491-augustus-gene-8.49&CDS=1-1998
635	OG0000635	YBR162C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.157-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.157&CDS=1-1278
636	OG0000636	YBR162W-A	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.123-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-9.123&CDS=1-195
637	OG0000637	YBR166C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.135-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.135&CDS=1-1302
638	OG0000638	YBR167C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.273-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.273&CDS=1-471
639	OG0000639	YBR170C	maker-NODE_7_length_1040589_cov_22.9083_ID_1654-snap-gene-0.83-mRNA-1_1&gene=maker-NODE_7_length_1040589_cov_22.9083_ID_1654-snap-gene-0.83&CDS=1-1695
640	OG0000640	YBR171W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-0.71&CDS=1-546
641	OG0000641	YBR173C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-0.56&CDS=1-441
642	OG0000642	YBR176W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.127&CDS=1-948
643	OG0000643	YBR179C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-4.90-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-4.90&CDS=1-2607
644	OG0000644	YBR182C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-1.107-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-1.107&CDS=1-1518
645	OG0000645	YBR185C	snap_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-1.67&CDS=1-876
646	OG0000646	YBR187W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.217-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.217&CDS=1-1425
647	OG0000647	YBR192W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.254-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-5.254&CDS=1-1086
648	OG0000648	YBR193C	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-0.15&CDS=1-555
649	OG0000649	YBR196C	augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-5.25&CDS=1-1662
650	OG0000650	YBR198C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.10-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.10&CDS=1-2277
651	OG0000651	YBR200W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.122-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.122&CDS=1-1692
652	OG0000652	YBR201W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.121-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-3.121&CDS=1-711
653	OG0000653	YBR202W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-0.18&CDS=1-2205
654	OG0000654	YBR203W	snap_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-7.114-mRNA-1_1&gene=snap_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-7.114&CDS=1-1527
655	OG0000655	YBR208C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.90-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.90&CDS=1-5475
656	OG0000656	YBR213W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.99-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.99&CDS=1-708
657	OG0000657	YBR215W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.84-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.84&CDS=1-912
658	OG0000658	YBR217W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.82-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.82&CDS=1-390
659	OG0000659	YBR218C	maker-NODE_4_length_1208358_cov_23.5021_ID_1139-snap-gene-10.35-mRNA-1_1&gene=maker-NODE_4_length_1208358_cov_23.5021_ID_1139-snap-gene-10.35&CDS=1-3444
660	OG0000660	YBR220C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-11.65-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-11.65&CDS=1-1719
661	OG0000661	YBR221C	snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-11.144-mRNA-1_1&gene=snap_masked-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-11.144&CDS=1-990
662	OG0000662	YBR222C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.31-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-13.31&CDS=1-1563
663	OG0000663	YBR223C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.114&CDS=1-1497
664	OG0000664	YBR227C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-7.88-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-7.88&CDS=1-1638
665	OG0000665	YBR228W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.143&CDS=1-849
666	OG0000666	YBR229C	snap_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.75&CDS=1-2910
667	OG0000667	YBR231C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.104-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.104&CDS=1-747
668	OG0000668	YBR233W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.89-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.89&CDS=1-1365
669	OG0000669	YBR233W-A	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.73-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.73&CDS=1-306
670	OG0000670	YBR234C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.76-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.76&CDS=1-1101
671	OG0000671	YBR235W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.1-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.1&CDS=1-3801
672	OG0000672	YBR236C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.0-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.0&CDS=1-1491
673	OG0000673	YBR240C	maker-NODE_3_length_1219547_cov_23.6558_ID_2013-augustus-gene-6.33-mRNA-1_1&gene=maker-NODE_3_length_1219547_cov_23.6558_ID_2013-augustus-gene-6.33&CDS=1-1662
674	OG0000674	YBR243C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.64&CDS=1-1377
675	OG0000675	YBR246W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-0.61&CDS=1-981
676	OG0000676	YBR247C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.20-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.20&CDS=1-1347
677	OG0000677	YBR248C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.18-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.18&CDS=1-1677
678	OG0000678	YBR249C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.17-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.17&CDS=1-1167
679	OG0000679	YBR251W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.20-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.20&CDS=1-981
680	OG0000680	YBR254C	augustus_masked-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.134&CDS=1-423
681	OG0000681	YBR255C-A	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-2.69&CDS=1-336
682	OG0000682	YBR255W	snap_masked-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-0.7&CDS=1-1548
683	OG0000683	YBR256C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.71&CDS=1-696
684	OG0000684	YBR257W	maker-NODE_19_length_184328_cov_26.1845_ID_2662-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_19_length_184328_cov_26.1845_ID_2662-snap-gene-0.67&CDS=1-507
685	OG0000685	YBR260C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-1.64&CDS=1-2088
686	OG0000686	YBR261C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.15-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-3.15&CDS=1-696
687	OG0000687	YBR263W	augustus_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.170-mRNA-1_1&gene=augustus_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.170&CDS=1-1494
688	OG0000688	YBR265W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.142&CDS=1-960
689	OG0000689	YBR268W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.61-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.61&CDS=1-354
690	OG0000690	YBR269C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.84-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-7.84&CDS=1-372
691	OG0000691	YBR271W	genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_19_length_184328_cov_26.1845_ID_2662-processed-gene-0.91&CDS=1-1017
692	OG0000692	YBR272C	snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.57-mRNA-1_1&gene=snap_masked-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.57&CDS=1-1392
693	OG0000693	YBR274W	maker-NODE_9_length_851872_cov_23.7286_ID_1923-augustus-gene-1.47-mRNA-1_1&gene=maker-NODE_9_length_851872_cov_23.7286_ID_1923-augustus-gene-1.47&CDS=1-1614
694	OG0000694	YBR276C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-6.64-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-6.64&CDS=1-2613
695	OG0000695	YBR279W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.94-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-6.94&CDS=1-1176
696	OG0000696	YBR280C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.116&CDS=1-2019
697	OG0000697	YBR281C	augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-14.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-14.19&CDS=1-2763
698	OG0000698	YBR282W	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.132&CDS=1-417
699	OG0000699	YBR286W	genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_14_length_356149_cov_25.4901_ID_2492-processed-gene-1.67&CDS=1-1578
700	OG0000700	YBR287W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.32-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.32&CDS=1-1431
701	OG0000701	YBR288C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-1.88&CDS=1-1329
702	OG0000702	YBR289W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.90-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-5.90&CDS=1-1905
703	OG0000703	YBR290W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.69-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.69&CDS=1-1092
704	OG0000704	YBR291C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.91-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-7.91&CDS=1-885
705	OG0000705	YBR293W	maker-NODE_6_length_1060276_cov_25.4502_ID_2229-augustus-gene-6.54-mRNA-1_1&gene=maker-NODE_6_length_1060276_cov_25.4502_ID_2229-augustus-gene-6.54&CDS=1-2508
706	OG0000706	YBR296C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.93-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.93&CDS=1-1812
707	OG0000707	YCL001W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.54-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-3.54&CDS=1-576
708	OG0000708	YCL001W-B	genemark-NODE_87_length_443_cov_0.736025_ID_3690-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_87_length_443_cov_0.736025_ID_3690-processed-gene-0.2&CDS=1-270
709	OG0000709	YCL002C	augustus_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-1.104&CDS=1-828
710	OG0000710	YCL004W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.54-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-5.54&CDS=1-1578
711	OG0000711	YCL005W-A	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.89-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.89&CDS=1-219
712	OG0000712	YCL008C	maker-NODE_12_length_626086_cov_24.2041_ID_1287-snap-gene-5.2-mRNA-1_1&gene=maker-NODE_12_length_626086_cov_24.2041_ID_1287-snap-gene-5.2&CDS=1-1464
713	OG0000713	YCL009C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.132-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.132&CDS=1-939
714	OG0000714	YCL010C	augustus_masked-NODE_107_length_435_cov_0.773885_ID_3730-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_107_length_435_cov_0.773885_ID_3730-processed-gene-0.0&CDS=1-372
715	OG0000715	YCL012C	maker-NODE_3_length_1219547_cov_23.6558_ID_2013-snap-gene-8.144-mRNA-1_1&gene=maker-NODE_3_length_1219547_cov_23.6558_ID_2013-snap-gene-8.144&CDS=1-369
716	OG0000716	YCL014W	maker-NODE_12_length_626086_cov_24.2041_ID_1287-augustus-gene-4.33-mRNA-1_1&gene=maker-NODE_12_length_626086_cov_24.2041_ID_1287-augustus-gene-4.33&CDS=1-3984
717	OG0000717	YCL016C	snap_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.82-mRNA-1_1&gene=snap_masked-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.82&CDS=1-1218
718	OG0000718	YCL017C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.13-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.13&CDS=1-1461
719	OG0000719	YCL018W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.62-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-5.62&CDS=1-1089
720	OG0000720	YCL029C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-1.118&CDS=1-1668
721	OG0000721	YCL030C	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.96-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-1.96&CDS=1-2565
