	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034631_Martiniozyma_abiesophila
315	OG0000315	YCR019W	augustus_masked-NODE_2981_length_1092_cov_6.48433_ID_106610-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2981_length_1092_cov_6.48433_ID_106610-processed-gene-0.2&CDS=1-597, augustus_masked-NODE_996_length_3255_cov_6.59772_ID_46851-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_996_length_3255_cov_6.59772_ID_46851-processed-gene-0.2&CDS=1-597
316	OG0000316	YCR024C	genemark-NODE_2004_length_1561_cov_7.64403_ID_147128-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_2004_length_1561_cov_7.64403_ID_147128-processed-gene-0.0&CDS=1-1347, genemark-NODE_258_length_7964_cov_8.39753_ID_45537-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_258_length_7964_cov_8.39753_ID_45537-processed-gene-0.11&CDS=1-1482
317	OG0000317	YCR026C, YEL016C	genemark-NODE_1068_length_3001_cov_13.0569_ID_437513-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_1068_length_3001_cov_13.0569_ID_437513-processed-gene-0.4&CDS=1-1287
318	OG0000318	YCR035C	augustus_masked-NODE_4747_length_758_cov_7.1084_ID_163143-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4747_length_758_cov_7.1084_ID_163143-processed-gene-0.0&CDS=1-357, genemark-NODE_932_length_3442_cov_10.1749_ID_162437-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_932_length_3442_cov_10.1749_ID_162437-processed-gene-0.7&CDS=1-1176
319	OG0000319	YCR042C	augustus_masked-NODE_5817_length_654_cov_9.26134_ID_366067-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_5817_length_654_cov_9.26134_ID_366067-processed-gene-0.2&CDS=1-633, genemark-NODE_60_length_13992_cov_12.4038_ID_325922-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_60_length_13992_cov_12.4038_ID_325922-processed-gene-0.17&CDS=1-5061
320	OG0000320	YCR065W	augustus_masked-NODE_1658_length_1864_cov_6.02101_ID_81734-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1658_length_1864_cov_6.02101_ID_81734-processed-gene-0.2&CDS=1-786, augustus_masked-NODE_517_length_5679_cov_9.4627_ID_344550-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_517_length_5679_cov_9.4627_ID_344550-processed-gene-0.1&CDS=1-792
321	OG0000321	YCR073W-A, YNR034W	snap_masked-NODE_63_length_13854_cov_9.33278_ID_355327-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_63_length_13854_cov_9.33278_ID_355327-processed-gene-0.2&CDS=1-759
322	OG0000322	YCR081W	augustus_masked-NODE_10347_length_429_cov_3.88037_ID_366329-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_10347_length_429_cov_3.88037_ID_366329-processed-gene-0.0&CDS=1-426, snap_masked-NODE_2928_length_1106_cov_8.40578_ID_217648-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_2928_length_1106_cov_8.40578_ID_217648-processed-gene-0.0&CDS=1-615
323	OG0000323	YCR091W, YNR047W	maker-NODE_1_length_261886_cov_12.5835_ID_37135-snap-gene-0.128-mRNA-1_1&gene=maker-NODE_1_length_261886_cov_12.5835_ID_37135-snap-gene-0.128&CDS=1-6396
324	OG0000324	YDL008W	augustus_masked-NODE_3078_length_1065_cov_9.45738_ID_201721-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3078_length_1065_cov_9.45738_ID_201721-processed-gene-0.2&CDS=1-291, augustus_masked-NODE_9265_length_469_cov_5.64208_ID_362355-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_9265_length_469_cov_5.64208_ID_362355-processed-gene-0.0&CDS=1-186
325	OG0000325	YDL042C, YOL068C	snap_masked-NODE_241_length_8362_cov_9.92336_ID_356769-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_241_length_8362_cov_9.92336_ID_356769-processed-gene-0.4&CDS=1-1485
326	OG0000326	YDL043C	genemark-NODE_1029_length_3118_cov_7.06136_ID_67910-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_1029_length_3118_cov_7.06136_ID_67910-processed-gene-0.3&CDS=1-660, genemark-NODE_597_length_5173_cov_9.24813_ID_135672-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_597_length_5173_cov_9.24813_ID_135672-processed-gene-0.0&CDS=1-660
327	OG0000327	YDL045W-A	augustus_masked-NODE_2666_length_1212_cov_6.40667_ID_96881-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2666_length_1212_cov_6.40667_ID_96881-processed-gene-0.0&CDS=1-237, augustus_masked-NODE_2715_length_1196_cov_7.6258_ID_98098-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2715_length_1196_cov_7.6258_ID_98098-processed-gene-0.0&CDS=1-237
328	OG0000328	YDL048C, YLR375W	maker-NODE_1425_length_2144_cov_5.65507_ID_60796-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_1425_length_2144_cov_5.65507_ID_60796-snap-gene-0.3&CDS=1-1320
329	OG0000329	YDL075W, YLR406C	genemark-NODE_6868_length_580_cov_10.1195_ID_360903-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_6868_length_580_cov_10.1195_ID_360903-processed-gene-0.2&CDS=1-342
330	OG0000330	YDL082W, YMR142C	genemark-NODE_2207_length_1443_cov_11.6619_ID_358617-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_2207_length_1443_cov_11.6619_ID_358617-processed-gene-0.1&CDS=1-576
331	OG0000331	YDL083C, YMR143W	genemark-NODE_1814_length_1705_cov_8.07366_ID_199929-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1814_length_1705_cov_8.07366_ID_199929-processed-gene-0.1&CDS=1-387
332	OG0000332	YDL085W, YMR145C	genemark-NODE_145_length_10273_cov_9.5002_ID_356949-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_145_length_10273_cov_9.5002_ID_356949-processed-gene-0.5&CDS=1-1662
333	OG0000333	YDL087C	augustus_masked-NODE_6124_length_630_cov_4.79696_ID_364147-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_6124_length_630_cov_4.79696_ID_364147-processed-gene-0.3&CDS=1-363, genemark-NODE_1005_length_3206_cov_9.06929_ID_352575-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_1005_length_3206_cov_9.06929_ID_352575-processed-gene-0.8&CDS=1-354
334	OG0000334	YDL091C	augustus_masked-NODE_2295_length_1388_cov_6.17899_ID_84756-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2295_length_1388_cov_6.17899_ID_84756-processed-gene-0.0&CDS=1-1161, augustus_masked-NODE_467_length_6013_cov_9.92386_ID_315860-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_467_length_6013_cov_9.92386_ID_315860-processed-gene-0.14&CDS=1-1161
335	OG0000335	YDL109C, YGL144C	genemark-NODE_32_length_17585_cov_11.5657_ID_192361-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_32_length_17585_cov_11.5657_ID_192361-processed-gene-0.7&CDS=1-2394
336	OG0000336	YDL113C	augustus_masked-NODE_3248_length_1025_cov_9.13341_ID_182777-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3248_length_1025_cov_9.13341_ID_182777-processed-gene-0.5&CDS=1-330, augustus_masked-NODE_3264_length_1021_cov_5.10131_ID_184205-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_3264_length_1021_cov_5.10131_ID_184205-processed-gene-0.5&CDS=1-330
337	OG0000337	YDL130W-A, YDL181W	maker-NODE_3_length_150416_cov_12.6129_ID_37234-snap-gene-0.227-mRNA-1_1&gene=maker-NODE_3_length_150416_cov_12.6129_ID_37234-snap-gene-0.227&CDS=1-249
338	OG0000338	YDL136W, YDL191W	augustus_masked-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.166&CDS=1-363
339	OG0000339	YDL138W, YDL194W	genemark-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.19&CDS=1-2286
340	OG0000340	YDL139C	augustus_masked-NODE_887_length_3585_cov_8.03331_ID_55968-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_887_length_3585_cov_8.03331_ID_55968-processed-gene-0.6&CDS=1-1050, snap_masked-NODE_6098_length_632_cov_6.98866_ID_367007-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_6098_length_632_cov_6.98866_ID_367007-processed-gene-0.3&CDS=1-291
341	OG0000341	YDL150W	augustus_masked-NODE_620_length_5048_cov_10.8979_ID_94805-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_620_length_5048_cov_10.8979_ID_94805-processed-gene-0.1&CDS=1-1338, augustus_masked-NODE_7846_length_528_cov_5.94353_ID_365677-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7846_length_528_cov_5.94353_ID_365677-processed-gene-0.1&CDS=1-528
342	OG0000342	YDL153C	augustus_masked-NODE_2822_length_1149_cov_5.90153_ID_101897-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2822_length_1149_cov_5.90153_ID_101897-processed-gene-0.0&CDS=1-180, snap_masked-NODE_620_length_5048_cov_10.8979_ID_94805-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_620_length_5048_cov_10.8979_ID_94805-processed-gene-0.6&CDS=1-1284
343	OG0000343	YDL157C	augustus_masked-NODE_1969_length_1586_cov_8.87593_ID_114517-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1969_length_1586_cov_8.87593_ID_114517-processed-gene-0.3&CDS=1-294, augustus_masked-NODE_3205_length_1034_cov_7.62836_ID_112556-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3205_length_1034_cov_7.62836_ID_112556-processed-gene-0.1&CDS=1-294
344	OG0000344	YDL161W	genemark-NODE_1224_length_2594_cov_9.56564_ID_146244-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_1224_length_2594_cov_9.56564_ID_146244-processed-gene-0.6&CDS=1-483, genemark-NODE_8524_length_498_cov_8.02532_ID_369309-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_8524_length_498_cov_8.02532_ID_369309-processed-gene-0.2&CDS=1-351
345	OG0000345	YDL165W	augustus_masked-NODE_9755_length_451_cov_5.3592_ID_362715-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_9755_length_451_cov_5.3592_ID_362715-processed-gene-0.1&CDS=1-447, snap_masked-NODE_310_length_7404_cov_9.81126_ID_307159-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_310_length_7404_cov_9.81126_ID_307159-processed-gene-0.10&CDS=1-873
346	OG0000346	YDL174C	genemark-NODE_261_length_7937_cov_9.68828_ID_354431-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_261_length_7937_cov_9.68828_ID_354431-processed-gene-0.0&CDS=1-1680, genemark-NODE_814_length_3938_cov_10.2269_ID_157061-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_814_length_3938_cov_10.2269_ID_157061-processed-gene-0.1&CDS=1-1746
347	OG0000347	YDL204W, YDR233C	genemark-NODE_1147_length_2791_cov_9.86161_ID_359781-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_1147_length_2791_cov_9.86161_ID_359781-processed-gene-0.4&CDS=1-894
348	OG0000348	YDL206W	augustus_masked-NODE_3682_length_930_cov_6.03628_ID_126650-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3682_length_930_cov_6.03628_ID_126650-processed-gene-0.2&CDS=1-534, snap_masked-NODE_3688_length_930_cov_6.82467_ID_126922-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_3688_length_930_cov_6.82467_ID_126922-processed-gene-0.0&CDS=1-438
349	OG0000349	YDL210W	genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.64-mRNA-1_1&gene=genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.64&CDS=1-1668, genemark-NODE_763_length_4161_cov_8.34845_ID_47761-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_763_length_4161_cov_8.34845_ID_47761-processed-gene-0.4&CDS=1-1671
350	OG0000350	YDL216C	augustus_masked-NODE_2471_length_1300_cov_6.04428_ID_90689-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2471_length_1300_cov_6.04428_ID_90689-processed-gene-0.0&CDS=1-912, snap_masked-NODE_2469_length_1300_cov_10.8421_ID_90645-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_2469_length_1300_cov_10.8421_ID_90645-processed-gene-0.0&CDS=1-981
351	OG0000351	YDL217C	genemark-NODE_4695_length_765_cov_7.95619_ID_161129-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4695_length_765_cov_7.95619_ID_161129-processed-gene-0.0&CDS=1-537, genemark-NODE_4699_length_765_cov_7.02719_ID_161291-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4699_length_765_cov_7.02719_ID_161291-processed-gene-0.0&CDS=1-537
352	OG0000352	YDL222C, YNL194C	genemark-NODE_960_length_3347_cov_10.1427_ID_153858-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_960_length_3347_cov_10.1427_ID_153858-processed-gene-0.7&CDS=1-864
353	OG0000353	YDR017C	augustus_masked-NODE_3773_length_911_cov_5.64356_ID_129836-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3773_length_911_cov_5.64356_ID_129836-processed-gene-0.0&CDS=1-909, genemark-NODE_378_length_6610_cov_11.1157_ID_129798-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_378_length_6610_cov_11.1157_ID_129798-processed-gene-0.8&CDS=1-2943
354	OG0000354	YDR034C	augustus_masked-NODE_3356_length_999_cov_10.2522_ID_309644-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3356_length_999_cov_10.2522_ID_309644-processed-gene-0.1&CDS=1-996, augustus_masked-NODE_9856_length_447_cov_6.82558_ID_368643-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_9856_length_447_cov_6.82558_ID_368643-processed-gene-0.1&CDS=1-435
355	OG0000355	YDR069C, YER144C	augustus_masked-NODE_4012_length_867_cov_15.9359_ID_361395-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4012_length_867_cov_15.9359_ID_361395-processed-gene-0.1&CDS=1-858
356	OG0000356	YDR071C	augustus_masked-NODE_3212_length_1033_cov_9.86022_ID_252194-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3212_length_1033_cov_9.86022_ID_252194-processed-gene-0.0&CDS=1-588, snap_masked-NODE_11141_length_261_cov_5.91772_ID_362009-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_11141_length_261_cov_5.91772_ID_362009-processed-gene-0.1&CDS=1-231
357	OG0000357	YDR086C	augustus_masked-NODE_427_length_6288_cov_10.8622_ID_252859-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_427_length_6288_cov_10.8622_ID_252859-processed-gene-0.2&CDS=1-198, augustus_masked-NODE_7526_length_544_cov_5.4059_ID_367603-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7526_length_544_cov_5.4059_ID_367603-processed-gene-0.1&CDS=1-198
358	OG0000358	YDR088C	augustus_masked-NODE_7763_length_532_cov_8.98834_ID_368549-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7763_length_532_cov_8.98834_ID_368549-processed-gene-0.0&CDS=1-531, genemark-NODE_427_length_6288_cov_10.8622_ID_252859-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_427_length_6288_cov_10.8622_ID_252859-processed-gene-0.11&CDS=1-1239
359	OG0000359	YDR103W	augustus_masked-NODE_2107_length_1496_cov_10.8234_ID_189111-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2107_length_1496_cov_10.8234_ID_189111-processed-gene-0.3&CDS=1-906, augustus_masked-NODE_8856_length_485_cov_4.9267_ID_367365-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_8856_length_485_cov_4.9267_ID_367365-processed-gene-0.1&CDS=1-483
360	OG0000360	YDR107C, YLR083C	snap_masked-NODE_140_length_10453_cov_11.8186_ID_356107-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_140_length_10453_cov_11.8186_ID_356107-processed-gene-0.3&CDS=1-5949
361	OG0000361	YDR121W	genemark-NODE_2405_length_1332_cov_7.27828_ID_213092-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2405_length_1332_cov_7.27828_ID_213092-processed-gene-0.2&CDS=1-198, genemark-NODE_6308_length_616_cov_7.07018_ID_370563-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_6308_length_616_cov_7.07018_ID_370563-processed-gene-0.0&CDS=1-198
362	OG0000362	YDR122W, YLR096W	genemark-NODE_17_length_21720_cov_11.3824_ID_354147-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_17_length_21720_cov_11.3824_ID_354147-processed-gene-0.5&CDS=1-3198
363	OG0000363	YDR124W	augustus_masked-NODE_1357_length_2268_cov_8.05589_ID_123037-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1357_length_2268_cov_8.05589_ID_123037-processed-gene-0.1&CDS=1-996, genemark-NODE_900_length_3540_cov_7.85394_ID_122591-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_900_length_3540_cov_7.85394_ID_122591-processed-gene-0.0&CDS=1-1596
364	OG0000364	YDR132C, YLR108C	genemark-NODE_782_length_4080_cov_12.3329_ID_354763-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_782_length_4080_cov_12.3329_ID_354763-processed-gene-0.7&CDS=1-1302
365	OG0000365	YDR135C	augustus_masked-NODE_957_length_3353_cov_10.596_ID_317619-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_957_length_3353_cov_10.596_ID_317619-processed-gene-0.1&CDS=1-3186, genemark-NODE_2316_length_1374_cov_12.9386_ID_359527-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_2316_length_1374_cov_12.9386_ID_359527-processed-gene-0.2&CDS=1-1329
366	OG0000366	YDR143C	snap_masked-NODE_1519_length_2035_cov_8.84783_ID_93720-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1519_length_2035_cov_8.84783_ID_93720-processed-gene-0.0&CDS=1-1488, snap_masked-NODE_1523_length_2033_cov_7.97098_ID_93891-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1523_length_2033_cov_7.97098_ID_93891-processed-gene-0.1&CDS=1-1488
367	OG0000367	YDR152W	augustus_masked-NODE_7431_length_549_cov_8.11883_ID_362935-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_7431_length_549_cov_8.11883_ID_362935-processed-gene-0.1&CDS=1-516, genemark-NODE_240_length_8372_cov_8.44213_ID_74101-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_240_length_8372_cov_8.44213_ID_74101-processed-gene-0.17&CDS=1-792
368	OG0000368	YDR161W	augustus_masked-NODE_4877_length_740_cov_7.73469_ID_368265-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4877_length_740_cov_7.73469_ID_368265-processed-gene-0.1&CDS=1-552, genemark-NODE_1856_length_1663_cov_9.88654_ID_168093-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1856_length_1663_cov_9.88654_ID_168093-processed-gene-0.0&CDS=1-1212
369	OG0000369	YDR178W, YLR164W	genemark-NODE_672_length_4738_cov_9.01208_ID_358263-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_672_length_4738_cov_9.01208_ID_358263-processed-gene-0.1&CDS=1-474
370	OG0000370	YDR180W	snap_masked-NODE_8696_length_491_cov_8.88918_ID_366963-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_8696_length_491_cov_8.88918_ID_366963-processed-gene-0.1&CDS=1-246, snap_masked-NODE_8708_length_491_cov_5.3299_ID_279738-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_8708_length_491_cov_5.3299_ID_279738-processed-gene-0.0&CDS=1-384
371	OG0000371	YDR185C, YLR168C	genemark-NODE_200_length_9075_cov_12.3408_ID_301193-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_200_length_9075_cov_12.3408_ID_301193-processed-gene-0.9&CDS=1-1923
372	OG0000372	YDR196C	augustus_masked-NODE_1631_length_1901_cov_7.08843_ID_170876-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1631_length_1901_cov_7.08843_ID_170876-processed-gene-0.1&CDS=1-711, snap_masked-NODE_6381_length_612_cov_6.46365_ID_363977-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_6381_length_612_cov_6.46365_ID_363977-processed-gene-0.0&CDS=1-375
373	OG0000373	YDR200C, YLR238W	snap_masked-NODE_121_length_11100_cov_9.72974_ID_357323-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_121_length_11100_cov_9.72974_ID_357323-processed-gene-0.10&CDS=1-996
374	OG0000374	YDR202C	augustus_masked-NODE_2753_length_1172_cov_15.0075_ID_437515-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2753_length_1172_cov_15.0075_ID_437515-processed-gene-0.2&CDS=1-1023, augustus_masked-NODE_2979_length_1094_cov_5.27548_ID_164587-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2979_length_1094_cov_5.27548_ID_164587-processed-gene-0.3&CDS=1-153
375	OG0000375	YDR205W	augustus_masked-NODE_1798_length_1721_cov_8.82571_ID_124864-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1798_length_1721_cov_8.82571_ID_124864-processed-gene-0.3&CDS=1-858, maker-NODE_5357_length_692_cov_6.3854_ID_363983-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_5357_length_692_cov_6.3854_ID_363983-snap-gene-0.3&CDS=1-417
376	OG0000376	YDR214W	augustus_masked-NODE_10291_length_432_cov_5.21277_ID_368703-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_10291_length_432_cov_5.21277_ID_368703-processed-gene-0.2&CDS=1-363, genemark-NODE_735_length_4329_cov_7.55632_ID_54596-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_735_length_4329_cov_7.55632_ID_54596-processed-gene-0.8&CDS=1-981
377	OG0000377	YDR231C	genemark-NODE_1576_length_1969_cov_8.48928_ID_355011-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_1576_length_1969_cov_8.48928_ID_355011-processed-gene-0.2&CDS=1-441, genemark-NODE_9764_length_451_cov_6.86494_ID_362859-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_9764_length_451_cov_6.86494_ID_362859-processed-gene-0.0&CDS=1-138
378	OG0000378	YDR247W, YPL026C	genemark-NODE_1616_length_1918_cov_9.71019_ID_354129-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1616_length_1918_cov_9.71019_ID_354129-processed-gene-0.1&CDS=1-1854
379	OG0000379	YDR248C	augustus_masked-NODE_8669_length_492_cov_7.63239_ID_365075-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_8669_length_492_cov_7.63239_ID_365075-processed-gene-0.3&CDS=1-240, genemark-NODE_696_length_4607_cov_12.6774_ID_279941-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_696_length_4607_cov_12.6774_ID_279941-processed-gene-0.1&CDS=1-528
380	OG0000380	YDR251W, YPL032C	genemark-NODE_358_length_6781_cov_9.43576_ID_355797-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_358_length_6781_cov_9.43576_ID_355797-processed-gene-0.9&CDS=1-2664
381	OG0000381	YDR254W	augustus_masked-NODE_2049_length_1536_cov_8.23098_ID_154975-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_2049_length_1536_cov_8.23098_ID_154975-processed-gene-0.4&CDS=1-303, augustus_masked-NODE_4478_length_795_cov_4.13873_ID_154797-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_4478_length_795_cov_4.13873_ID_154797-processed-gene-0.4&CDS=1-303
382	OG0000382	YDR262W	augustus_masked-NODE_482_length_5925_cov_11.5074_ID_120351-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_482_length_5925_cov_11.5074_ID_120351-processed-gene-0.5&CDS=1-1089, augustus_masked-NODE_6087_length_633_cov_4.21509_ID_204469-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6087_length_633_cov_4.21509_ID_204469-processed-gene-0.1&CDS=1-162
383	OG0000383	YDR263C, YOR033C	maker-NODE_1338_length_2298_cov_11.354_ID_437553-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_1338_length_2298_cov_11.354_ID_437553-snap-gene-0.3&CDS=1-1407
384	OG0000384	YDR264C, YOR034C	maker-NODE_147_length_10257_cov_11.226_ID_360161-snap-gene-0.11-mRNA-1_1&gene=maker-NODE_147_length_10257_cov_11.226_ID_360161-snap-gene-0.11&CDS=1-2061
385	OG0000385	YDR272W, YOR040W	augustus_masked-NODE_508_length_5743_cov_9.2234_ID_93302-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_508_length_5743_cov_9.2234_ID_93302-processed-gene-0.6&CDS=1-789
386	OG0000386	YDR277C, YOR047C	genemark-NODE_168_length_9811_cov_11.1905_ID_355759-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_168_length_9811_cov_11.1905_ID_355759-processed-gene-0.1&CDS=1-1440
387	OG0000387	YDR282C	genemark-NODE_47_length_14809_cov_10.2676_ID_354881-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_47_length_14809_cov_10.2676_ID_354881-processed-gene-0.13&CDS=1-1146, snap_masked-NODE_4136_length_847_cov_3.75269_ID_142108-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_4136_length_847_cov_3.75269_ID_142108-processed-gene-0.0&CDS=1-264
388	OG0000388	YDR285W	augustus_masked-NODE_2306_length_1382_cov_6.01095_ID_340508-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2306_length_1382_cov_6.01095_ID_340508-processed-gene-0.0&CDS=1-852, augustus_masked-NODE_8847_length_486_cov_18.2611_ID_356687-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_8847_length_486_cov_18.2611_ID_356687-processed-gene-0.2&CDS=1-486
389	OG0000389	YDR286C	genemark-NODE_1318_length_2348_cov_9.31581_ID_357895-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_1318_length_2348_cov_9.31581_ID_357895-processed-gene-0.4&CDS=1-276, genemark-NODE_769_length_4139_cov_8.18434_ID_87834-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_769_length_4139_cov_8.18434_ID_87834-processed-gene-0.2&CDS=1-369
390	OG0000390	YDR295C	augustus_masked-NODE_9948_length_443_cov_3.42059_ID_363331-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_9948_length_443_cov_3.42059_ID_363331-processed-gene-0.1&CDS=1-438, snap_masked-NODE_5693_length_663_cov_8.66071_ID_360703-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_5693_length_663_cov_8.66071_ID_360703-processed-gene-0.1&CDS=1-498
