	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035699_Cyberlindnera_maclurae
724	OG0000724	YBR180W	augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.14&CDS=1-1509
725	OG0000725	YBR182C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.229-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.229&CDS=1-1308
726	OG0000726	YBR185C	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.183-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.183&CDS=1-786
727	OG0000727	YBR187W	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.87&CDS=1-972
728	OG0000728	YBR189W	maker-NODE_44_length_84336_cov_59.026_ID_9961-augustus-gene-0.163-mRNA-1_1&gene=maker-NODE_44_length_84336_cov_59.026_ID_9961-augustus-gene-0.163&CDS=1-567
729	OG0000729	YBR192W	maker-NODE_44_length_84336_cov_59.026_ID_9961-augustus-gene-0.162-mRNA-1_1&gene=maker-NODE_44_length_84336_cov_59.026_ID_9961-augustus-gene-0.162&CDS=1-1575
730	OG0000730	YBR193C	maker-NODE_44_length_84336_cov_59.026_ID_9961-augustus-gene-0.156-mRNA-1_1&gene=maker-NODE_44_length_84336_cov_59.026_ID_9961-augustus-gene-0.156&CDS=1-570
731	OG0000731	YBR196C	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.60&CDS=1-1644
732	OG0000732	YBR198C	augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_44_length_84336_cov_59.026_ID_9961-processed-gene-0.58&CDS=1-2091
733	OG0000733	YBR199W	snap_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.72&CDS=1-1371
734	OG0000734	YBR200W	augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.17&CDS=1-1632
735	OG0000735	YBR202W	augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.70&CDS=1-2415
736	OG0000736	YBR203W	augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.201&CDS=1-1494
737	OG0000737	YBR204C	augustus_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.107&CDS=1-1059
738	OG0000738	YBR208C	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.186&CDS=1-5487
739	OG0000739	YBR211C	maker-NODE_19_length_144720_cov_104.071_ID_39766-snap-gene-0.12-mRNA-1_1&gene=maker-NODE_19_length_144720_cov_104.071_ID_39766-snap-gene-0.12&CDS=1-951
740	OG0000740	YBR213W	maker-NODE_50_length_72702_cov_62.1795_ID_9793-augustus-gene-0.147-mRNA-1_1&gene=maker-NODE_50_length_72702_cov_62.1795_ID_9793-augustus-gene-0.147&CDS=1-789
741	OG0000741	YBR215W	snap_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.36&CDS=1-1287
742	OG0000742	YBR217W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.3&CDS=1-510
743	OG0000743	YBR218C	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.135&CDS=1-3516
744	OG0000744	YBR220C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.220-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.220&CDS=1-1620
745	OG0000745	YBR221C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.215-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.215&CDS=1-1122
746	OG0000746	YBR222C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.191-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-2.191&CDS=1-1572
747	OG0000747	YBR223C	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.168&CDS=1-1623
748	OG0000748	YBR227C	augustus_masked-NODE_38_length_91994_cov_67.5308_ID_39591-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_38_length_91994_cov_67.5308_ID_39591-processed-gene-0.56&CDS=1-1548
749	OG0000749	YBR228W	maker-NODE_12_length_177927_cov_70.8392_ID_40101-snap-gene-0.230-mRNA-1_1&gene=maker-NODE_12_length_177927_cov_70.8392_ID_40101-snap-gene-0.230&CDS=1-903
750	OG0000750	YBR229C	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.35&CDS=1-2700
751	OG0000751	YBR230C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-1.18&CDS=1-567
752	OG0000752	YBR231C	maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-0.131-mRNA-1_1&gene=maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-0.131&CDS=1-858
753	OG0000753	YBR233W-A	augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.146&CDS=1-261
754	OG0000754	YBR234C	augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.179&CDS=1-1083
755	OG0000755	YBR235W	augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.5&CDS=1-3258
756	OG0000756	YBR236C	augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.31&CDS=1-1506
757	OG0000757	YBR237W	augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.6&CDS=1-2340
758	OG0000758	YBR238C	augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_50_length_72702_cov_62.1795_ID_9793-processed-gene-0.44&CDS=1-1749
759	OG0000759	YBR241C	augustus_masked-NODE_66_length_54513_cov_73.645_ID_10902-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_66_length_54513_cov_73.645_ID_10902-processed-gene-0.47&CDS=1-1434
760	OG0000760	YBR243C	augustus_masked-NODE_87_length_36006_cov_77.8491_ID_36551-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_87_length_36006_cov_77.8491_ID_36551-processed-gene-0.50&CDS=1-1332
761	OG0000761	YBR246W	augustus_masked-NODE_144_length_5721_cov_89.9365_ID_29518-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_144_length_5721_cov_89.9365_ID_29518-processed-gene-0.3&CDS=1-1044
762	OG0000762	YBR247C	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.24&CDS=1-1371
763	OG0000763	YBR248C	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.23&CDS=1-1656
764	OG0000764	YBR249C	snap_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.175-mRNA-1_1&gene=snap_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.175&CDS=1-1074
765	OG0000765	YBR251W	augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_33_length_103591_cov_66.4129_ID_8840-processed-gene-0.78&CDS=1-915
766	OG0000766	YBR254C	maker-NODE_13_length_175540_cov_64.7961_ID_9675-augustus-gene-0.279-mRNA-1_1&gene=maker-NODE_13_length_175540_cov_64.7961_ID_9675-augustus-gene-0.279&CDS=1-423
767	OG0000767	YBR255C-A	augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_23_length_132539_cov_60.5332_ID_9991-processed-gene-0.150&CDS=1-330
768	OG0000768	YBR255W	augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.13&CDS=1-1581
769	OG0000769	YBR256C	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.152&CDS=1-672
770	OG0000770	YBR257W	augustus_masked-NODE_64_length_57922_cov_62.9653_ID_44090-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_64_length_57922_cov_62.9653_ID_44090-processed-gene-0.9&CDS=1-777
771	OG0000771	YBR258C	augustus_masked-NODE_96_length_28391_cov_69.85_ID_13561-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_96_length_28391_cov_69.85_ID_13561-processed-gene-0.10&CDS=1-387
772	OG0000772	YBR260C	augustus_masked-NODE_96_length_28391_cov_69.85_ID_13561-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_96_length_28391_cov_69.85_ID_13561-processed-gene-0.20&CDS=1-1920
773	OG0000773	YBR261C	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.141&CDS=1-702
774	OG0000774	YBR265W	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.177&CDS=1-900
775	OG0000775	YBR267W	snap_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.113&CDS=1-1191
776	OG0000776	YBR269C	augustus_masked-NODE_104_length_24762_cov_65.9696_ID_15482-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_104_length_24762_cov_65.9696_ID_15482-processed-gene-0.3&CDS=1-390
777	OG0000777	YBR271W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.48&CDS=1-1203
778	OG0000778	YBR273C	snap_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.269-mRNA-1_1&gene=snap_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.269&CDS=1-1386
779	OG0000779	YBR274W	maker-NODE_108_length_20801_cov_69.4749_ID_14660-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_108_length_20801_cov_69.4749_ID_14660-augustus-gene-0.0&CDS=1-1542
780	OG0000780	YBR275C	snap_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.68&CDS=1-4149
781	OG0000781	YBR276C	augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.31&CDS=1-2631
782	OG0000782	YBR279W	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.72&CDS=1-1185
783	OG0000783	YBR280C	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.58&CDS=1-1506
784	OG0000784	YBR281C	maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-0.99-mRNA-1_1&gene=maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-0.99&CDS=1-3216
785	OG0000785	YBR282W	augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_49_length_76212_cov_61.5883_ID_10760-processed-gene-0.30&CDS=1-435
786	OG0000786	YBR283C	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.97&CDS=1-1443
787	OG0000787	YBR286W	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.81&CDS=1-1554
788	OG0000788	YBR287W	augustus_masked-NODE_29_length_116936_cov_67.5382_ID_8641-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_29_length_116936_cov_67.5382_ID_8641-processed-gene-0.178&CDS=1-1320
789	OG0000789	YBR289W	genemark-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.71&CDS=1-1746
790	OG0000790	YBR290W	maker-NODE_73_length_45021_cov_131.984_ID_40679-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_73_length_45021_cov_131.984_ID_40679-augustus-gene-0.4&CDS=1-1086
791	OG0000791	YBR291C	augustus_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_73_length_45021_cov_131.984_ID_40679-processed-gene-0.86&CDS=1-879
792	OG0000792	YBR296C	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.27&CDS=1-1758
793	OG0000793	YCL001W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.155&CDS=1-549
794	OG0000794	YCL004W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.156&CDS=1-1449
795	OG0000795	YCL005W-A	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.65&CDS=1-213
796	OG0000796	YCL009C	snap_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.82&CDS=1-867
797	OG0000797	YCL010C	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.111&CDS=1-702
798	OG0000798	YCL012C	maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.293-mRNA-1_1&gene=maker-NODE_4_length_253480_cov_70.786_ID_43483-augustus-gene-1.293&CDS=1-411
799	OG0000799	YCL014W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.158&CDS=1-3561
800	OG0000800	YCL016C	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.114&CDS=1-1050
801	OG0000801	YCL017C	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.102&CDS=1-1416
802	OG0000802	YCL018W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.139&CDS=1-1092
803	OG0000803	YCL027W	genemark-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.72&CDS=1-1293
804	OG0000804	YCL029C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.209&CDS=1-2613
805	OG0000805	YCL030C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.208&CDS=1-2538
806	OG0000806	YCL031C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.149&CDS=1-846
807	OG0000807	YCL033C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.146&CDS=1-387
808	OG0000808	YCL034W	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.147&CDS=1-1041
809	OG0000809	YCL038C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.152&CDS=1-1548
810	OG0000810	YCL039W	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.212&CDS=1-1572
811	OG0000811	YCL043C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.150&CDS=1-1503
812	OG0000812	YCL044C	augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.45&CDS=1-810
813	OG0000813	YCL045C	augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.8&CDS=1-2589
814	OG0000814	YCL054W	augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.181-mRNA-1_1&gene=augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.181&CDS=1-2451
815	OG0000815	YCL055W	augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-NODE_9_length_220080_cov_60.0279_ID_39483-processed-gene-1.180&CDS=1-975
816	OG0000816	YCL057C-A	augustus_masked-NODE_138_length_7436_cov_86.6383_ID_22888-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_138_length_7436_cov_86.6383_ID_22888-processed-gene-0.4&CDS=1-255
817	OG0000817	YCL057W	augustus_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_37_length_94963_cov_100.632_ID_9415-processed-gene-0.23&CDS=1-2022
818	OG0000818	YCL059C	augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.145&CDS=1-1131
819	OG0000819	YCL061C	snap_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.14&CDS=1-3576
820	OG0000820	YCR002C	maker-NODE_32_length_109656_cov_66.4324_ID_14317-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_32_length_109656_cov_66.4324_ID_14317-augustus-gene-0.5&CDS=1-2064
821	OG0000821	YCR003W	augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_32_length_109656_cov_66.4324_ID_14317-processed-gene-0.93&CDS=1-543
822	OG0000822	YCR011C	augustus_masked-NODE_109_length_19284_cov_63.5143_ID_35742-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_109_length_19284_cov_63.5143_ID_35742-processed-gene-0.2&CDS=1-2952
823	OG0000823	YCR012W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.260-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.260&CDS=1-1245
824	OG0000824	YCR014C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.251-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.251&CDS=1-1491
825	OG0000825	YCR016W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.295-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.295&CDS=1-4356
826	OG0000826	YCR017C	maker-NODE_3_length_267281_cov_69.2695_ID_38578-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_3_length_267281_cov_69.2695_ID_38578-augustus-gene-1.3&CDS=1-4149
827	OG0000827	YCR019W	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.34&CDS=1-1059
828	OG0000828	YCR020C-A	augustus_masked-NODE_113_length_18266_cov_60.3451_ID_15068-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_113_length_18266_cov_60.3451_ID_15068-processed-gene-0.1&CDS=1-270
829	OG0000829	YCR024C	augustus_masked-NODE_90_length_32962_cov_88.9965_ID_40565-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_90_length_32962_cov_88.9965_ID_40565-processed-gene-0.46&CDS=1-1395
830	OG0000830	YCR027C	augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_31_length_112490_cov_60.3703_ID_27943-processed-gene-0.168&CDS=1-537
831	OG0000831	YCR028C	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.197-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-3.197&CDS=1-1509
832	OG0000832	YCR028C-A	augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.72&CDS=1-396
833	OG0000833	YCR030C	augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.73&CDS=1-2547
834	OG0000834	YCR031C	snap_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.216-mRNA-1_1&gene=snap_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.216&CDS=1-426
835	OG0000835	YCR032W	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.40&CDS=1-6417
836	OG0000836	YCR033W	augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.171&CDS=1-3165
837	OG0000837	YCR035C	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.120&CDS=1-1095
838	OG0000838	YCR036W	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.174&CDS=1-981
839	OG0000839	YCR042C	augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.120&CDS=1-3948
840	OG0000840	YCR044C	augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.264-mRNA-1_1&gene=augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.264&CDS=1-978
841	OG0000841	YCR045C	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.203&CDS=1-1533
