	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034947_Ambrosiozyma_philentoma
1912	OG0001912	YIL145C	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.93-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-4.93&CDS=1-939
1913	OG0001913	YIL147C	augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.56&CDS=1-3942
1914	OG0001914	YIL150C	snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-1.20&CDS=1-1959
1915	OG0001915	YIL153W	augustus_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.156&CDS=1-1455
1916	OG0001916	YIL154C	augustus_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.61&CDS=1-1431
1917	OG0001917	YIL155C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-5.90-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-5.90&CDS=1-1998
1918	OG0001918	YIL156W-B	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-1.155-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-1.155&CDS=1-216
1919	OG0001919	YIL157C	snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-2.68-mRNA-1_1&gene=snap_masked-NODE_11_length_553976_cov_35.7072_ID_21-processed-gene-2.68&CDS=1-669
1920	OG0001920	YIL159W	maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-6.1-mRNA-1_1&gene=maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-6.1&CDS=1-4530
1921	OG0001921	YIL160C	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.132-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.132&CDS=1-1257
1922	OG0001922	YIR002C	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.194&CDS=1-4110
1923	OG0001923	YIR004W	snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.204-mRNA-1_1&gene=snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.204&CDS=1-1407
1924	OG0001924	YIR006C	snap_masked-NODE_27_length_203989_cov_37.1743_ID_53-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_27_length_203989_cov_37.1743_ID_53-processed-gene-0.36&CDS=1-4407
1925	OG0001925	YIR007W	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-2.65&CDS=1-2463
1926	OG0001926	YIR008C	snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_10_length_554023_cov_36.5422_ID_19-processed-gene-3.33&CDS=1-1386
1927	OG0001927	YIR009W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.29&CDS=1-453
1928	OG0001928	YIR011C	snap_masked-NODE_28_length_201022_cov_43.3182_ID_55-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_28_length_201022_cov_43.3182_ID_55-processed-gene-1.112&CDS=1-1074
1929	OG0001929	YIR012W	snap_masked-NODE_37_length_130751_cov_37.7297_ID_73-processed-gene-0.168-mRNA-1_1&gene=snap_masked-NODE_37_length_130751_cov_37.7297_ID_73-processed-gene-0.168&CDS=1-1272
1930	OG0001930	YIR015W	augustus_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.142&CDS=1-597
1931	OG0001931	YIR022W	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-2.83&CDS=1-567
1932	OG0001932	YIR023W	snap_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.56&CDS=1-2913
1933	OG0001933	YIR026C	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-0.37&CDS=1-1083
1934	OG0001934	YIR027C	snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_18_length_380975_cov_38.0398_ID_35-processed-gene-2.22&CDS=1-1656
1935	OG0001935	YIR029W	augustus_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-2.12&CDS=1-3159
1936	OG0001936	YIR030C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.32&CDS=1-735
1937	OG0001937	YIR032C	snap_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-0.6&CDS=1-618
1938	OG0001938	YIR034C	snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.238-mRNA-1_1&gene=snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.238&CDS=1-1113
1939	OG0001939	YIR035C	genemark-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-1.79&CDS=1-783
1940	OG0001940	YIR037W	snap_masked-NODE_32_length_169731_cov_37.4923_ID_63-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_32_length_169731_cov_37.4923_ID_63-processed-gene-0.47&CDS=1-483
1941	OG0001941	YJL001W	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.36-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-1.36&CDS=1-651
1942	OG0001942	YJL002C	snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.162-mRNA-1_1&gene=snap_masked-NODE_7_length_719369_cov_38.9049_ID_13-processed-gene-6.162&CDS=1-1416
1943	OG0001943	YJL003W	augustus_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.73&CDS=1-810
1944	OG0001944	YJL004C	augustus_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_40_length_109818_cov_39.8543_ID_79-processed-gene-0.100&CDS=1-393
1945	OG0001945	YJL006C	snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.176-mRNA-1_1&gene=snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-1.176&CDS=1-1068
1946	OG0001946	YJL008C	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.183-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.183&CDS=1-1665
1947	OG0001947	YJL010C	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.184-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-2.184&CDS=1-2055
1948	OG0001948	YJL011C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-4.115&CDS=1-600
1949	OG0001949	YJL012C	snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_13_length_488124_cov_36.1311_ID_25-processed-gene-3.15&CDS=1-2109
1950	OG0001950	YJL014W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.41&CDS=1-1578
1951	OG0001951	YJL019W	augustus_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.86&CDS=1-2247
1952	OG0001952	YJL024C	augustus_masked-NODE_22_length_250489_cov_36.0267_ID_43-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_22_length_250489_cov_36.0267_ID_43-processed-gene-1.137&CDS=1-573
1953	OG0001953	YJL025W	augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-6.60&CDS=1-1524
1954	OG0001954	YJL026W	snap_masked-NODE_49_length_78882_cov_38.3625_ID_97-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_49_length_78882_cov_38.3625_ID_97-processed-gene-0.3&CDS=1-1194
1955	OG0001955	YJL029C	augustus_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.148&CDS=1-2490
1956	OG0001956	YJL030W	snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-0.9&CDS=1-657
1957	OG0001957	YJL031C	augustus_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_20_length_277557_cov_41.3022_ID_39-processed-gene-0.104&CDS=1-999
1958	OG0001958	YJL033W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.95&CDS=1-2361
1959	OG0001959	YJL034W	snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-0.86&CDS=1-2001
1960	OG0001960	YJL035C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.20&CDS=1-714
1961	OG0001961	YJL036W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-1.6&CDS=1-1944
1962	OG0001962	YJL039C	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.196-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.196&CDS=1-5223
1963	OG0001963	YJL041W	snap_masked-NODE_43_length_103192_cov_41.1572_ID_85-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_43_length_103192_cov_41.1572_ID_85-processed-gene-0.36&CDS=1-1752
1964	OG0001964	YJL042W	snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.6-mRNA-1_1&gene=snap_masked-NODE_14_length_402820_cov_37.3962_ID_27-processed-gene-2.6&CDS=1-3999
1965	OG0001965	YJL049W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.63&CDS=1-1425
1966	OG0001966	YJL050W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.64&CDS=1-3243
1967	OG0001967	YJL053W	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.107-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.107&CDS=1-3312
1968	OG0001968	YJL054W	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.24-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-6.24&CDS=1-1467
1969	OG0001969	YJL055W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.75&CDS=1-675
1970	OG0001970	YJL056C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-3.12&CDS=1-2361
1971	OG0001971	YJL057C	augustus_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-4.7&CDS=1-1902
1972	OG0001972	YJL059W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-1.67&CDS=1-1230
1973	OG0001973	YJL060W	snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-1.138-mRNA-1_1&gene=snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-1.138&CDS=1-1275
1974	OG0001974	YJL062W	augustus_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.93&CDS=1-2580
1975	OG0001975	YJL062W-A	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.44-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.44&CDS=1-279
1976	OG0001976	YJL063C	snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_26_length_206574_cov_36.6608_ID_51-processed-gene-1.152&CDS=1-657
1977	OG0001977	YJL066C	augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-2.53&CDS=1-1044
1978	OG0001978	YJL068C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-0.22&CDS=1-879
1979	OG0001979	YJL069C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-5.39&CDS=1-1737
1980	OG0001980	YJL071W	snap_masked-NODE_35_length_153337_cov_35.624_ID_69-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_35_length_153337_cov_35.624_ID_69-processed-gene-0.10&CDS=1-1788
1981	OG0001981	YJL072C	snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_17_length_381870_cov_41.7708_ID_33-processed-gene-0.47&CDS=1-711
1982	OG0001982	YJL074C	maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-2.0-mRNA-1_1&gene=maker-NODE_7_length_719369_cov_38.9049_ID_13-snap-gene-2.0&CDS=1-4755
1983	OG0001983	YJL080C	snap_masked-NODE_63_length_30731_cov_36.5385_ID_125-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_63_length_30731_cov_36.5385_ID_125-processed-gene-0.14&CDS=1-3156
1984	OG0001984	YJL081C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-1.29&CDS=1-1518
1985	OG0001985	YJL085W	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.144-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.144&CDS=1-1833
1986	OG0001986	YJL087C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.147-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-6.147&CDS=1-2451
1987	OG0001987	YJL088W	augustus_masked-NODE_29_length_190992_cov_44.1238_ID_57-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_29_length_190992_cov_44.1238_ID_57-processed-gene-0.205&CDS=1-1002
1988	OG0001988	YJL089W	augustus_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-0.9&CDS=1-3267
1989	OG0001989	YJL090C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.15-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-4.15&CDS=1-2022
1990	OG0001990	YJL091C	augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_923280_cov_37.2315_ID_3-processed-gene-8.27&CDS=1-1578
1991	OG0001991	YJL092W	maker-NODE_14_length_402820_cov_37.3962_ID_27-snap-gene-3.43-mRNA-1_1&gene=maker-NODE_14_length_402820_cov_37.3962_ID_27-snap-gene-3.43&CDS=1-2805
1992	OG0001992	YJL094C	snap_masked-NODE_49_length_78882_cov_38.3625_ID_97-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_49_length_78882_cov_38.3625_ID_97-processed-gene-0.8&CDS=1-2433
1993	OG0001993	YJL095W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.96&CDS=1-5217
1994	OG0001994	YJL096W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.97&CDS=1-528
1995	OG0001995	YJL097W	snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_3_length_851894_cov_38.1691_ID_5-processed-gene-0.98&CDS=1-693
1996	OG0001996	YJL100W	augustus_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-1.37&CDS=1-2370
1997	OG0001997	YJL101C	snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-3.127&CDS=1-1956
1998	OG0001998	YJL102W	augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-5.24&CDS=1-2577
1999	OG0001999	YJL104W	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.95&CDS=1-414
2000	OG0002000	YJL106W	augustus_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-3.51&CDS=1-2034
2001	OG0002001	YJL108C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-4.62-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-4.62&CDS=1-3234
2002	OG0002002	YJL109C	genemark-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_4_length_780009_cov_36.5782_ID_7-processed-gene-0.11&CDS=1-5571
2003	OG0002003	YJL111W	snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.135-mRNA-1_1&gene=snap_masked-NODE_15_length_389807_cov_34.7748_ID_29-processed-gene-2.135&CDS=1-1647
2004	OG0002004	YJL116C	snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_8_length_701254_cov_36.8143_ID_15-processed-gene-0.42&CDS=1-1200
2005	OG0002005	YJL121C	maker-NODE_23_length_247428_cov_39.5709_ID_45-augustus-gene-1.66-mRNA-1_1&gene=maker-NODE_23_length_247428_cov_39.5709_ID_45-augustus-gene-1.66&CDS=1-1800
2006	OG0002006	YJL122W	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.8&CDS=1-498
2007	OG0002007	YJL123C	snap_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-0.16&CDS=1-1362
2008	OG0002008	YJL125C	snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_23_length_247428_cov_39.5709_ID_45-processed-gene-1.4&CDS=1-1113
2009	OG0002009	YJL126W	snap_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_24_length_237396_cov_36.973_ID_47-processed-gene-0.41&CDS=1-885
2010	OG0002010	YJL127C	snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.164-mRNA-1_1&gene=snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.164&CDS=1-1506
2011	OG0002011	YJL127C-B	maker-NODE_61_length_43757_cov_48.4042_ID_121-snap-gene-0.23-mRNA-1_1&gene=maker-NODE_61_length_43757_cov_48.4042_ID_121-snap-gene-0.23&CDS=1-213
2012	OG0002012	YJL128C	maker-NODE_8_length_701254_cov_36.8143_ID_15-snap-gene-5.78-mRNA-1_1&gene=maker-NODE_8_length_701254_cov_36.8143_ID_15-snap-gene-5.78&CDS=1-2058
2013	OG0002013	YJL130C	snap_masked-NODE_39_length_110300_cov_46.0718_ID_77-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_39_length_110300_cov_46.0718_ID_77-processed-gene-0.79&CDS=1-6717
2014	OG0002014	YJL131C	snap_masked-NODE_61_length_43757_cov_48.4042_ID_121-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_61_length_43757_cov_48.4042_ID_121-processed-gene-0.44&CDS=1-993
2015	OG0002015	YJL132W	augustus_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_50_length_75143_cov_52.3638_ID_99-processed-gene-0.30&CDS=1-2607
2016	OG0002016	YJL140W	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-2.205-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-2.205&CDS=1-570
2017	OG0002017	YJL143W	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-2.206-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-2.206&CDS=1-471
2018	OG0002018	YJL148W	snap_masked-NODE_37_length_130751_cov_37.7297_ID_73-processed-gene-0.162-mRNA-1_1&gene=snap_masked-NODE_37_length_130751_cov_37.7297_ID_73-processed-gene-0.162&CDS=1-735
2019	OG0002019	YJL153C	snap_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_41_length_104788_cov_39.3601_ID_81-processed-gene-0.5&CDS=1-1575
2020	OG0002020	YJL154C	snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NODE_6_length_738973_cov_35.7179_ID_11-processed-gene-2.123&CDS=1-2547
2021	OG0002021	YJL155C	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.106&CDS=1-1359
2022	OG0002022	YJL156C	snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_5_length_763819_cov_35.0206_ID_9-processed-gene-3.105&CDS=1-2727
2023	OG0002023	YJL157C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-8.101&CDS=1-3147
2024	OG0002024	YJL163C	snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.178-mRNA-1_1&gene=snap_masked-NODE_30_length_181898_cov_34.4888_ID_59-processed-gene-0.178&CDS=1-1815
2025	OG0002025	YJL166W	snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_16_length_388715_cov_37.2944_ID_31-processed-gene-0.33&CDS=1-279
2026	OG0002026	YJL167W	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.225-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-1.225&CDS=1-1053
2027	OG0002027	YJL168C	snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_21_length_275461_cov_37.4346_ID_41-processed-gene-0.83&CDS=1-2307
2028	OG0002028	YJL171C	snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NODE_1_length_1123490_cov_36.3557_ID_1-processed-gene-3.117&CDS=1-1278
2029	OG0002029	YJL176C	snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.199-mRNA-1_1&gene=snap_masked-NODE_33_length_169085_cov_36.4495_ID_65-processed-gene-0.199&CDS=1-2250
2030	OG0002030	YJL178C	snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-2.200-mRNA-1_1&gene=snap_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-2.200&CDS=1-831
2031	OG0002031	YJL179W	augustus_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_19_length_349328_cov_38.6167_ID_37-processed-gene-2.102&CDS=1-351
