	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035297_Priceomyces_castillae
199	OG0000199	YBR172C, YPL105C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.103-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.103&CDS=1-2463
200	OG0000200	YBR181C, YPL090C	augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.1&CDS=1-708
201	OG0000201	YBR183W, YPL087W	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.128-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-0.128&CDS=1-903
202	OG0000202	YBR189W, YPL081W	maker-NODE_14_length_325865_cov_11.9042_ID_3204-snap-gene-2.15-mRNA-1_1&gene=maker-NODE_14_length_325865_cov_11.9042_ID_3204-snap-gene-2.15&CDS=1-1035
203	OG0000203	YBR205W, YOR099W	maker-NODE_18_length_211815_cov_9.6603_ID_3611-snap-gene-1.8-mRNA-1_1&gene=maker-NODE_18_length_211815_cov_9.6603_ID_3611-snap-gene-1.8&CDS=1-2625
204	OG0000204	YBR210W, YGL054C	augustus_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.40&CDS=1-1107
205	OG0000205	YBR214W, YGL056C	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-0.49&CDS=1-1515
206	OG0000206	YBR216C, YGL060W	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.8&CDS=1-2031
207	OG0000207	YBR238C, YGL107C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.93&CDS=1-1893
208	OG0000208	YBR244W, YIR037W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.143-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.143&CDS=1-483
209	OG0000209	YBR273C, YJL048C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-3.106&CDS=1-1602
210	OG0000210	YBR286W	genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-0.52&CDS=1-1455, genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.108-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-1.108&CDS=1-1605
211	OG0000211	YBR294W, YLR092W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.68&CDS=1-2427
212	OG0000212	YCL011C, YNL004W	genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.129&CDS=1-1272
213	OG0000213	YCL035C, YDR513W	genemark-NODE_32_length_96676_cov_9.40922_ID_3887-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_32_length_96676_cov_9.40922_ID_3887-processed-gene-0.6&CDS=1-312
214	OG0000214	YCL040W, YDR516C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.71&CDS=1-1413
215	OG0000215	YCL048W, YDR522C	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-2.33&CDS=1-1599
216	OG0000216	YCL050C, YDR530C	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.88&CDS=1-945
217	OG0000217	YCL051W, YDR528W	genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-1.89&CDS=1-2166
218	OG0000218	YCL068C, YCR038C	augustus_masked-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-2.50&CDS=1-4524
219	OG0000219	YCR010C, YNR002C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-1.116&CDS=1-783
220	OG0000220	YCR017C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.34&CDS=1-2901, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.132&CDS=1-2901
221	OG0000221	YCR026C, YEL016C	genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_20_length_193470_cov_12.0149_ID_10779-processed-gene-0.159&CDS=1-2142
222	OG0000222	YCR031C, YJL191W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.100-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.100&CDS=1-408
223	OG0000223	YCR067C, YNR026C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-1.61&CDS=1-2640
224	OG0000224	YCR073C, YNR031C	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.112-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-0.112&CDS=1-4224
225	OG0000225	YCR073W-A, YNR034W	genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.43-mRNA-1_1&gene=genemark-NODE_5_length_475292_cov_10.0999_ID_4004-processed-gene-2.43&CDS=1-924
226	OG0000226	YCR091W, YNR047W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.49&CDS=1-2763
227	OG0000227	YCR094W, YNR048W	genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_22_length_151621_cov_9.48086_ID_10966-processed-gene-0.123&CDS=1-1209
228	OG0000228	YDL022W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.189-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.189&CDS=1-1152, genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.145-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.145&CDS=1-1113
229	OG0000229	YDL042C, YOL068C	genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.64&CDS=1-1491
230	OG0000230	YDL048C, YLR375W	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.54&CDS=1-1038
231	OG0000231	YDL049C, YJL174W	augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.89&CDS=1-813
232	OG0000232	YDL061C, YLR388W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.54-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.54&CDS=1-228
233	OG0000233	YDL075W, YLR406C	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-1.32&CDS=1-339
234	OG0000234	YDL082W, YMR142C	genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.47&CDS=1-597
235	OG0000235	YDL083C, YMR143W	genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_39_length_72485_cov_9.55926_ID_4256-processed-gene-0.68&CDS=1-426
236	OG0000236	YDL127W, YDL179W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.43&CDS=1-909
237	OG0000237	YDL131W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.165-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.165&CDS=1-1254, genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-1.28&CDS=1-1323
238	OG0000238	YDL136W, YDL191W	augustus_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.77&CDS=1-360
239	OG0000239	YDL137W, YDL192W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.30&CDS=1-543
240	OG0000240	YDL161W, YLR206W	genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_28_length_126297_cov_10.052_ID_6990-processed-gene-0.56&CDS=1-1509
241	OG0000241	YDL170W	genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.124&CDS=1-1707, genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.161&CDS=1-2055
242	OG0000242	YDL174C	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.38&CDS=1-1689, genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-4.91-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-4.91&CDS=1-1803
243	OG0000243	YDL210W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.62-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.62&CDS=1-1656, genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-2.128&CDS=1-1686
244	OG0000244	YDL222C, YNL194C	genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.51&CDS=1-792
245	OG0000245	YDL224C, YNL197C	genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_47_length_39056_cov_8.8359_ID_7545-processed-gene-0.49&CDS=1-1815
246	OG0000246	YDL229W, YNL209W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.13-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-7.13&CDS=1-1839
247	OG0000247	YDR066C, YER139C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-0.15&CDS=1-813
248	OG0000248	YDR072C	genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_24_length_143231_cov_11.6215_ID_5295-processed-gene-0.107&CDS=1-1389, genemark-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_34_length_91077_cov_10.4631_ID_4292-processed-gene-0.18&CDS=1-1197
249	OG0000249	YDR098C, YER174C	genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.185-mRNA-1_1&gene=genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.185&CDS=1-723
250	OG0000250	YDR099W, YER177W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.149-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-2.149&CDS=1-762
251	OG0000251	YDR107C, YLR083C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.48&CDS=1-1899
252	OG0000252	YDR122W, YLR096W	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.17-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-2.17&CDS=1-3876
253	OG0000253	YDR125C, YLR099C	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.93-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.93&CDS=1-1518
254	OG0000254	YDR132C, YLR108C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-0.49&CDS=1-1398
255	OG0000255	YDR135C	augustus_masked-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_4_length_509622_cov_11.013_ID_3510-processed-gene-3.133&CDS=1-4632, genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.21&CDS=1-7479
256	OG0000256	YDR146C, YLR131C	genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_18_length_211815_cov_9.6603_ID_3611-processed-gene-1.38&CDS=1-1815
257	OG0000257	YDR151C, YLR136C	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.56&CDS=1-633
258	OG0000258	YDR185C, YLR168C	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-0.59&CDS=1-645
259	OG0000259	YDR206W, YLR233C	augustus_masked-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-0.122&CDS=1-2670
260	OG0000260	YDR213W, YLR228C	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.19&CDS=1-2091
261	OG0000261	YDR216W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-3.43&CDS=1-441, genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.221-mRNA-1_1&gene=genemark-NODE_25_length_138199_cov_9.15744_ID_2639-processed-gene-0.221&CDS=1-3579
262	OG0000262	YDR251W, YPL032C	genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.289-mRNA-1_1&gene=genemark-NODE_17_length_274412_cov_11.5268_ID_7642-processed-gene-1.289&CDS=1-2733
263	OG0000263	YDR253C, YPL038W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.190-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-2.190&CDS=1-1092
264	OG0000264	YDR259C, YOR028C	genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.215-mRNA-1_1&gene=genemark-NODE_6_length_471149_cov_11.2545_ID_7078-processed-gene-3.215&CDS=1-750
265	OG0000265	YDR263C, YOR033C	genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_14_length_325865_cov_11.9042_ID_3204-processed-gene-1.57&CDS=1-1881
266	OG0000266	YDR272W, YOR040W	augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.23&CDS=1-825
267	OG0000267	YDR273W, YOR042W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-0.82&CDS=1-1122
268	OG0000268	YDR277C, YOR047C	genemark-NODE_41_length_60762_cov_17.7391_ID_4983-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_41_length_60762_cov_17.7391_ID_4983-processed-gene-0.52&CDS=1-1023
269	OG0000269	YDR312W, YHR066W	genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_26_length_135252_cov_12.1826_ID_9264-processed-gene-0.134&CDS=1-1263
270	OG0000270	YDR348C, YHR097C	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.222-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-4.222&CDS=1-1368
271	OG0000271	YDR353W, YHR106W	augustus_masked-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-1.149&CDS=1-1797
272	OG0000272	YDR389W, YOR134W	maker-NODE_12_length_340584_cov_9.50193_ID_2591-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_12_length_340584_cov_9.50193_ID_2591-augustus-gene-0.5&CDS=1-3096
273	OG0000273	YDR409W, YOR156C	genemark-NODE_46_length_41125_cov_9.77224_ID_5765-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_46_length_41125_cov_9.77224_ID_5765-processed-gene-0.45&CDS=1-2847
274	OG0000274	YDR418W, YEL054C	augustus_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-2.20&CDS=1-495
275	OG0000275	YDR438W, YML018C	augustus_masked-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_23_length_148614_cov_12.63_ID_5823-processed-gene-0.94&CDS=1-3024
276	OG0000276	YDR447C, YML024W	genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_12_length_340584_cov_9.50193_ID_2591-processed-gene-1.24&CDS=1-366
277	OG0000277	YDR450W, YML026C	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.147-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.147&CDS=1-435
278	OG0000278	YDR451C, YML027W	genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.111-mRNA-1_1&gene=genemark-NODE_11_length_341274_cov_9.29218_ID_2505-processed-gene-2.111&CDS=1-1257
279	OG0000279	YDR453C, YML028W	genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_30_length_107649_cov_9.53259_ID_3703-processed-gene-0.172&CDS=1-588
280	OG0000280	YDR497C, YOL103W	augustus_masked-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_36_length_87334_cov_9.16754_ID_6507-processed-gene-0.58&CDS=1-1542
281	OG0000281	YDR500C, YLR185W	genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.72&CDS=1-369
282	OG0000282	YDR501W, YLR183C	genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_27_length_129608_cov_9.34581_ID_6926-processed-gene-0.105&CDS=1-1473
283	OG0000283	YDR505C, YLR177W	maker-NODE_27_length_129608_cov_9.34581_ID_6926-snap-gene-0.131-mRNA-1_1&gene=maker-NODE_27_length_129608_cov_9.34581_ID_6926-snap-gene-0.131&CDS=1-1773
284	OG0000284	YEL006W, YIL006W	maker-NODE_1_length_841916_cov_10.51_ID_9517-augustus-gene-2.144-mRNA-1_1&gene=maker-NODE_1_length_841916_cov_10.51_ID_9517-augustus-gene-2.144&CDS=1-3228
285	OG0000285	YEL007W, YHR177W	snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.126-mRNA-1_1&gene=snap_masked-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.126&CDS=1-1743
286	OG0000286	YEL022W, YJR031C	snap_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-2.73&CDS=1-4356
287	OG0000287	YEL034W, YJR047C	genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.57-mRNA-1_1&gene=genemark-NODE_15_length_323123_cov_9.75563_ID_7113-processed-gene-2.57&CDS=1-468
288	OG0000288	YEL039C, YJR048W	maker-NODE_5_length_475292_cov_10.0999_ID_4004-augustus-gene-1.45-mRNA-1_1&gene=maker-NODE_5_length_475292_cov_10.0999_ID_4004-augustus-gene-1.45&CDS=1-2124
289	OG0000289	YEL041W, YJR049C	genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-1.140-mRNA-1_1&gene=genemark-NODE_9_length_371814_cov_10.5524_ID_6037-processed-gene-1.140&CDS=1-1671
290	OG0000290	YEL047C, YJR051W	genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.204-mRNA-1_1&gene=genemark-NODE_8_length_376714_cov_9.89329_ID_6769-processed-gene-2.204&CDS=1-1929
291	OG0000291	YEL061C	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.75-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-5.75&CDS=1-1893, maker-NODE_3_length_584268_cov_10.4991_ID_7482-augustus-gene-0.104-mRNA-1_1&gene=maker-NODE_3_length_584268_cov_10.4991_ID_7482-augustus-gene-0.104&CDS=1-4233
292	OG0000292	YEL063C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-0.30&CDS=1-1707, genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-1.128&CDS=1-1707
293	OG0000293	YEL066W, YPR193C	genemark-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_48_length_35041_cov_19.1063_ID_6554-processed-gene-0.17&CDS=1-453
294	OG0000294	YER019C-A, YER087C-B	augustus_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_13_length_330562_cov_9.24065_ID_5779-processed-gene-1.58&CDS=1-261
295	OG0000295	YER028C, YGL209W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-0.87&CDS=1-1467
296	OG0000296	YER031C, YGL210W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.92-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-4.92&CDS=1-660
297	OG0000297	YER037W, YGL224C	genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.128-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-3.128&CDS=1-855
298	OG0000298	YER057C, YIL051C	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.41-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-5.41&CDS=1-417
299	OG0000299	YER059W, YIL050W	genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_1_length_841916_cov_10.51_ID_9517-processed-gene-0.44&CDS=1-1809
300	OG0000300	YER062C, YIL053W	genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_3_length_584268_cov_10.4991_ID_7482-processed-gene-2.115&CDS=1-759
301	OG0000301	YER064C, YIL056W	genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_2_length_634916_cov_10.4811_ID_7341-processed-gene-3.73&CDS=1-1839
302	OG0000302	YER066W, YFL009W	genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.45-mRNA-1_1&gene=genemark-NODE_10_length_362407_cov_10.6213_ID_7761-processed-gene-1.45&CDS=1-2154
303	OG0000303	YER067W, YIL057C	genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_21_length_185578_cov_10.2295_ID_4326-processed-gene-0.160&CDS=1-603
304	OG0000304	YER070W	genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_19_length_201965_cov_9.04237_ID_4400-processed-gene-0.51&CDS=1-2601, genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_7_length_448406_cov_9.47533_ID_6842-processed-gene-1.135&CDS=1-2553
