	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034875_Tetrapisispora_fleetii
792	OG0000792	YCL051W	snap_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.40&CDS=1-1776
793	OG0000793	YCL052C	augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.97&CDS=1-1341
794	OG0000794	YCL054W	augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.80&CDS=1-2514
795	OG0000795	YCL055W	augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.79&CDS=1-957
796	OG0000796	YCL057C-A	augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.96&CDS=1-261
797	OG0000797	YCL057W	augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.77&CDS=1-2244
798	OG0000798	YCL058W-A	snap_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.35&CDS=1-342
799	OG0000799	YCL059C	augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.95&CDS=1-948
800	OG0000800	YCL061C	snap_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.54&CDS=1-2937
801	OG0000801	YCL063W	augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.75&CDS=1-1605
802	OG0000802	YCL064C	genemark-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_27_length_82683_cov_49.5941_ID_53-processed-gene-0.16&CDS=1-1050
803	OG0000803	YCR002C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.49&CDS=1-957
804	OG0000804	YCR003W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.230-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.230&CDS=1-591
805	OG0000805	YCR011C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.241-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.241&CDS=1-3018
806	OG0000806	YCR012W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.197-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.197&CDS=1-1248
807	OG0000807	YCR014C	snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.152-mRNA-1_1&gene=snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.152&CDS=1-1692
808	OG0000808	YCR015C	snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.109-mRNA-1_1&gene=snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-8.109&CDS=1-1014
809	OG0000809	YCR016W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.198&CDS=1-873
810	OG0000810	YCR017C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.243-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.243&CDS=1-2988
811	OG0000811	YCR020C	snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_10_length_456294_cov_44.2026_ID_19-processed-gene-3.8&CDS=1-654
812	OG0000812	YCR020C-A	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.201-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.201&CDS=1-297
813	OG0000813	YCR020W-B	snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.155-mRNA-1_1&gene=snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.155&CDS=1-225
814	OG0000814	YCR023C	genemark-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.15&CDS=1-1899
815	OG0000815	YCR024C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.205-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.205&CDS=1-1497
816	OG0000816	YCR026C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.203&CDS=1-2544
817	OG0000817	YCR027C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.202-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-2.202&CDS=1-735
818	OG0000818	YCR028C	augustus_masked-NODE_31_length_60482_cov_46.4698_ID_61-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_31_length_60482_cov_46.4698_ID_61-processed-gene-0.78&CDS=1-1542
819	OG0000819	YCR028C-A	augustus_masked-NODE_31_length_60482_cov_46.4698_ID_61-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_31_length_60482_cov_46.4698_ID_61-processed-gene-0.79&CDS=1-381
820	OG0000820	YCR032W	augustus_masked-NODE_31_length_60482_cov_46.4698_ID_61-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_31_length_60482_cov_46.4698_ID_61-processed-gene-0.70&CDS=1-6411
821	OG0000821	YCR033W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.24&CDS=1-4170
822	OG0000822	YCR036W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-1.26&CDS=1-1005
823	OG0000823	YCR042C	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.53&CDS=1-4488
824	OG0000824	YCR043C	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.54&CDS=1-417
825	OG0000825	YCR044C	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-2.56&CDS=1-1074
826	OG0000826	YCR045C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.121&CDS=1-1791
827	OG0000827	YCR046C	genemark-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.34&CDS=1-582
828	OG0000828	YCR047C	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.68&CDS=1-813
829	OG0000829	YCR051W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.106&CDS=1-636
830	OG0000830	YCR053W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.50&CDS=1-1545
831	OG0000831	YCR054C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.124&CDS=1-1626
832	OG0000832	YCR057C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.125&CDS=1-2742
833	OG0000833	YCR059C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.126&CDS=1-771
834	OG0000834	YCR060W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-3.109&CDS=1-360
835	OG0000835	YCR061W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.51&CDS=1-1920
836	OG0000836	YCR063W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.44&CDS=1-477
837	OG0000837	YCR065W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.45&CDS=1-1677
838	OG0000838	YCR066W	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.46-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-4.46&CDS=1-1410
839	OG0000839	YCR068W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.70&CDS=1-1632
840	OG0000840	YCR069W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.69&CDS=1-942
841	OG0000841	YCR071C	genemark-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.29-mRNA-1_1&gene=genemark-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.29&CDS=1-504
842	OG0000842	YCR072C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.47&CDS=1-1545
843	OG0000843	YCR075C	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.73&CDS=1-843
844	OG0000844	YCR075W-A	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.65&CDS=1-243
845	OG0000845	YCR076C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.44&CDS=1-1014
846	OG0000846	YCR077C	maker-NODE_13_length_383961_cov_46.4506_ID_25-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_13_length_383961_cov_46.4506_ID_25-snap-gene-0.0&CDS=1-2628
847	OG0000847	YCR079W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.64&CDS=1-1476
848	OG0000848	YCR081W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.62&CDS=1-4251
849	OG0000849	YCR082W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-0.61&CDS=1-387
850	OG0000850	YCR083W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.54&CDS=1-393
851	OG0000851	YCR084C	augustus_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.39&CDS=1-1917
852	OG0000852	YCR087C-A	augustus_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.40&CDS=1-435
853	OG0000853	YCR088W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.55&CDS=1-1587
854	OG0000854	YCR090C	augustus_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.41&CDS=1-558
855	OG0000855	YCR092C	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.77&CDS=1-3177
856	OG0000856	YCR093W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-5.57&CDS=1-5784
857	OG0000857	YCR095C	snap_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_33_length_43393_cov_55.5382_ID_65-processed-gene-0.26&CDS=1-1323
858	OG0000858	YDL001W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.59&CDS=1-1332
859	OG0000859	YDL002C	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.54&CDS=1-744
860	OG0000860	YDL003W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.70&CDS=1-1872
861	OG0000861	YDL004W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.71&CDS=1-498
862	OG0000862	YDL005C	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.63&CDS=1-1143
863	OG0000863	YDL006W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.44&CDS=1-843
864	OG0000864	YDL007W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.43&CDS=1-1311
865	OG0000865	YDL008W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.54&CDS=1-555
866	OG0000866	YDL013W	snap_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.90&CDS=1-2046
867	OG0000867	YDL014W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.49&CDS=1-951
868	OG0000868	YDL015C	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.64&CDS=1-933
869	OG0000869	YDL017W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.48&CDS=1-1503
870	OG0000870	YDL020C	snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.18-mRNA-1_1&gene=snap_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.18&CDS=1-1677
871	OG0000871	YDL027C	snap_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.15&CDS=1-537
872	OG0000872	YDL028C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.76&CDS=1-2325
873	OG0000873	YDL029W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.19&CDS=1-1173
874	OG0000874	YDL030W	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.18&CDS=1-1581
875	OG0000875	YDL031W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.34&CDS=1-2946
876	OG0000876	YDL033C	augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_9_length_482824_cov_45.7872_ID_17-processed-gene-1.38&CDS=1-1245
877	OG0000877	YDL035C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.74&CDS=1-2238
878	OG0000878	YDL040C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.72&CDS=1-2511
879	OG0000879	YDL043C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.69&CDS=1-894
880	OG0000880	YDL044C	snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.160-mRNA-1_1&gene=snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.160&CDS=1-1395
881	OG0000881	YDL045W-A	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.32&CDS=1-285
882	OG0000882	YDL046W	snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.122&CDS=1-495
883	OG0000883	YDL051W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.89&CDS=1-780
884	OG0000884	YDL053C	snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.47&CDS=1-471
885	OG0000885	YDL054C	genemark-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.1-mRNA-1_1&gene=genemark-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-5.1&CDS=1-1425
886	OG0000886	YDL056W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.59&CDS=1-2397
887	OG0000887	YDL057W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.58&CDS=1-528
888	OG0000888	YDL058W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.57&CDS=1-7143
889	OG0000889	YDL059C	snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.115&CDS=1-606
890	OG0000890	YDL060W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.55&CDS=1-2409
891	OG0000891	YDL063C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.72&CDS=1-1887
892	OG0000892	YDL064W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.54&CDS=1-471
893	OG0000893	YDL065C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.71&CDS=1-1035
894	OG0000894	YDL067C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-4.67&CDS=1-519
895	OG0000895	YDL072C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-4.66&CDS=1-582
896	OG0000896	YDL073W	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-1.50&CDS=1-2859
897	OG0000897	YDL076C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-4.63&CDS=1-996
898	OG0000898	YDL077C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-4.62&CDS=1-3144
899	OG0000899	YDL078C	augustus_masked-NODE_30_length_61924_cov_44.6872_ID_59-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_30_length_61924_cov_44.6872_ID_59-processed-gene-0.79&CDS=1-1092
900	OG0000900	YDL081C	augustus_masked-NODE_28_length_67571_cov_47.2925_ID_55-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_28_length_67571_cov_47.2925_ID_55-processed-gene-0.70&CDS=1-318
901	OG0000901	YDL084W	augustus_masked-NODE_189_length_934_cov_92.937_ID_377-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_189_length_934_cov_92.937_ID_377-processed-gene-0.2&CDS=1-870
902	OG0000902	YDL086W	augustus_masked-NODE_37_length_21684_cov_44.0315_ID_73-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_37_length_21684_cov_44.0315_ID_73-processed-gene-0.20&CDS=1-819
903	OG0000903	YDL087C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.142&CDS=1-750
904	OG0000904	YDL088C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.141&CDS=1-1464
905	OG0000905	YDL089W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.25&CDS=1-1113
906	OG0000906	YDL090C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.140&CDS=1-1251
907	OG0000907	YDL091C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.3&CDS=1-1326
908	OG0000908	YDL092W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.123-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.123&CDS=1-438
909	OG0000909	YDL097C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.4&CDS=1-1278
910	OG0000910	YDL098C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.5&CDS=1-564
