	OrthologID	Saccharomyces_cerevisiae	yHAB148_Kazachstania_intestinalis
363	OG0000363	YOL016C	augustus_masked-NODE_18_length_150695_cov_14.9875_ID_35-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_18_length_150695_cov_14.9875_ID_35-processed-gene-0.79&CDS=1-1200, augustus_masked-NODE_56_length_60609_cov_15.5326_ID_111-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_56_length_60609_cov_15.5326_ID_111-processed-gene-0.5&CDS=1-1308
364	OG0000364	YOL068C	augustus_masked-NODE_42_length_86216_cov_15.7481_ID_83-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_42_length_86216_cov_15.7481_ID_83-processed-gene-0.121&CDS=1-1515, snap_masked-NODE_22_length_138830_cov_15.1455_ID_43-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_22_length_138830_cov_15.1455_ID_43-processed-gene-0.131&CDS=1-1704
365	OG0000365	YOL100W	augustus_masked-NODE_22_length_138830_cov_15.1455_ID_43-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_22_length_138830_cov_15.1455_ID_43-processed-gene-0.14&CDS=1-3480, genemark-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-1.39&CDS=1-2565
366	OG0000366	YOL115W	augustus_masked-NODE_23_length_136819_cov_14.6148_ID_45-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_23_length_136819_cov_14.6148_ID_45-processed-gene-0.36&CDS=1-1503, augustus_masked-NODE_38_length_90861_cov_15.0518_ID_75-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_38_length_90861_cov_15.0518_ID_75-processed-gene-0.126&CDS=1-1776
367	OG0000367	YOL151W	augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-2.134&CDS=1-1017, augustus_masked-NODE_64_length_51704_cov_14.8772_ID_127-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_64_length_51704_cov_14.8772_ID_127-processed-gene-0.69&CDS=1-1020
368	OG0000368	YOR049C	augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-1.173-mRNA-1_1&gene=augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-1.173&CDS=1-1176, augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-1.174&CDS=1-1014
369	OG0000369	YOR107W	snap_masked-NODE_27_length_120258_cov_14.8531_ID_53-processed-gene-0.161-mRNA-1_1&gene=snap_masked-NODE_27_length_120258_cov_14.8531_ID_53-processed-gene-0.161&CDS=1-258, snap_masked-NODE_9_length_237490_cov_15.1899_ID_17-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_9_length_237490_cov_15.1899_ID_17-processed-gene-1.108&CDS=1-1062
370	OG0000370	YOR109W	augustus_masked-NODE_40_length_88277_cov_14.7049_ID_79-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_40_length_88277_cov_14.7049_ID_79-processed-gene-0.151&CDS=1-3348, augustus_masked-NODE_70_length_45098_cov_14.4253_ID_139-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_70_length_45098_cov_14.4253_ID_139-processed-gene-0.17&CDS=1-3189
371	OG0000371	YOR113W	augustus_masked-NODE_40_length_88277_cov_14.7049_ID_79-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_40_length_88277_cov_14.7049_ID_79-processed-gene-0.147&CDS=1-1908, augustus_masked-NODE_70_length_45098_cov_14.4253_ID_139-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_70_length_45098_cov_14.4253_ID_139-processed-gene-0.13&CDS=1-2184
372	OG0000372	YOR130C	augustus_masked-NODE_31_length_116852_cov_15.1139_ID_61-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_31_length_116852_cov_15.1139_ID_61-processed-gene-0.5&CDS=1-951, augustus_masked-NODE_9_length_237490_cov_15.1899_ID_17-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_9_length_237490_cov_15.1899_ID_17-processed-gene-0.131&CDS=1-1176
373	OG0000373	YOR153W	augustus_masked-NODE_22_length_138830_cov_15.1455_ID_43-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_22_length_138830_cov_15.1455_ID_43-processed-gene-0.2&CDS=1-4524, augustus_masked-NODE_9_length_237490_cov_15.1899_ID_17-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_237490_cov_15.1899_ID_17-processed-gene-0.121&CDS=1-4632
374	OG0000374	YOR171C	augustus_masked-NODE_19_length_143847_cov_14.769_ID_37-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_19_length_143847_cov_14.769_ID_37-processed-gene-0.63&CDS=1-2121, augustus_masked-NODE_31_length_116852_cov_15.1139_ID_61-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_31_length_116852_cov_15.1139_ID_61-processed-gene-0.25&CDS=1-1830
375	OG0000375	YOR178C	snap_masked-NODE_11_length_219193_cov_14.8365_ID_21-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_11_length_219193_cov_14.8365_ID_21-processed-gene-0.43&CDS=1-2010, snap_masked-NODE_19_length_143847_cov_14.769_ID_37-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_19_length_143847_cov_14.769_ID_37-processed-gene-0.104&CDS=1-2187
376	OG0000376	YOR215C, YOR216C	augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.10&CDS=1-1881
377	OG0000377	YOR222W, YPL134C	augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.213&CDS=1-918
378	OG0000378	YOR226C	augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.168-mRNA-1_1&gene=augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.168&CDS=1-435, augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.7&CDS=1-453
379	OG0000379	YOR229W, YOR230W	genemark-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.90&CDS=1-1302
380	OG0000380	YOR231W, YPL140C	augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.30&CDS=1-2208
381	OG0000381	YOR317W	augustus_masked-NODE_58_length_58963_cov_15.1009_ID_115-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_58_length_58963_cov_15.1009_ID_115-processed-gene-0.20&CDS=1-2103, augustus_masked-NODE_95_length_12081_cov_15.7265_ID_189-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_95_length_12081_cov_15.7265_ID_189-processed-gene-0.5&CDS=1-2085
382	OG0000382	YOR338W	augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.31&CDS=1-1038, augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.36&CDS=1-927
383	OG0000383	YOR344C	augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.2&CDS=1-591, augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.9&CDS=1-675
384	OG0000384	YOR390W, YPL279C	augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-1.146&CDS=1-1164
385	OG0000385	YPL026C	augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.206&CDS=1-1410, augustus_masked-NODE_24_length_133785_cov_15.8851_ID_47-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_24_length_133785_cov_15.8851_ID_47-processed-gene-0.26&CDS=1-1200
386	OG0000386	YPL032C	augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.207&CDS=1-2541, snap_masked-NODE_24_length_133785_cov_15.8851_ID_47-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_24_length_133785_cov_15.8851_ID_47-processed-gene-0.153&CDS=1-2499
387	OG0000387	YPL137C	augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-NODE_21_length_140081_cov_14.4428_ID_41-processed-gene-0.212&CDS=1-3633, snap_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.151&CDS=1-3291
388	OG0000388	YPL177C	augustus_masked-NODE_5_length_253344_cov_15.3981_ID_9-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-NODE_5_length_253344_cov_15.3981_ID_9-processed-gene-1.258&CDS=1-555, augustus_masked-NODE_68_length_47068_cov_17.2073_ID_135-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_68_length_47068_cov_17.2073_ID_135-processed-gene-0.6&CDS=1-777
389	OG0000389	YPL204W	augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-1.153&CDS=1-2376, maker-NODE_54_length_63951_cov_15.3249_ID_107-snap-gene-0.79-mRNA-1_1&gene=maker-NODE_54_length_63951_cov_15.3249_ID_107-snap-gene-0.79&CDS=1-1650
390	OG0000390	YPR015C	augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_418382_cov_14.9342_ID_3-processed-gene-3.37&CDS=1-918, augustus_masked-NODE_30_length_117629_cov_15.3164_ID_59-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_30_length_117629_cov_15.3164_ID_59-processed-gene-0.24&CDS=1-1137
391	OG0000391	YPR058W	augustus_masked-NODE_16_length_168731_cov_15.3231_ID_31-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_16_length_168731_cov_15.3231_ID_31-processed-gene-0.55&CDS=1-921, augustus_masked-NODE_59_length_58945_cov_14.5838_ID_117-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_59_length_58945_cov_14.5838_ID_117-processed-gene-0.90&CDS=1-930
392	OG0000392	YPR095C	augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_35_length_101768_cov_14.9462_ID_69-processed-gene-0.1&CDS=1-3048, augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.9&CDS=1-1980
393	OG0000393	YPR127W	augustus_masked-NODE_175_length_748_cov_25.7403_ID_349-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_175_length_748_cov_25.7403_ID_349-processed-gene-0.1&CDS=1-744, augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_4_length_283908_cov_15.1447_ID_7-processed-gene-1.105&CDS=1-1035
394	OG0000394	YPR149W	augustus_masked-NODE_10_length_236053_cov_15.3402_ID_19-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_10_length_236053_cov_15.3402_ID_19-processed-gene-0.10&CDS=1-531, genemark-NODE_74_length_39602_cov_15.523_ID_147-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_74_length_39602_cov_15.523_ID_147-processed-gene-0.58&CDS=1-543
395	OG0000395	YPR159W	augustus_masked-NODE_42_length_86216_cov_15.7481_ID_83-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_42_length_86216_cov_15.7481_ID_83-processed-gene-0.114&CDS=1-2217, augustus_masked-NODE_74_length_39602_cov_15.523_ID_147-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_74_length_39602_cov_15.523_ID_147-processed-gene-0.11&CDS=1-2118
396	OG0000396	YPR165W	augustus_masked-NODE_52_length_68061_cov_14.8597_ID_103-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_52_length_68061_cov_14.8597_ID_103-processed-gene-0.105&CDS=1-636, augustus_masked-NODE_53_length_64129_cov_15.4695_ID_105-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_53_length_64129_cov_15.4695_ID_105-processed-gene-0.102&CDS=1-630
397	OG0000397	YPR172W	augustus_masked-NODE_52_length_68061_cov_14.8597_ID_103-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_52_length_68061_cov_14.8597_ID_103-processed-gene-0.103&CDS=1-582, augustus_masked-NODE_53_length_64129_cov_15.4695_ID_105-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_53_length_64129_cov_15.4695_ID_105-processed-gene-0.98&CDS=1-621
398	OG0000398	YAL001C	augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.57&CDS=1-3513
399	OG0000399	YAL002W	snap_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.187-mRNA-1_1&gene=snap_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.187&CDS=1-3987
400	OG0000400	YAL009W	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.20&CDS=1-1404
401	OG0000401	YAL010C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.49&CDS=1-1362
402	OG0000402	YAL011W	snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.78&CDS=1-1788
403	OG0000403	YAL012W	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.18&CDS=1-1173
404	OG0000404	YAL013W	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.17&CDS=1-1641
405	OG0000405	YAL014C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.13&CDS=1-777
406	OG0000406	YAL015C	genemark-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.137&CDS=1-1326
407	OG0000407	YAL016W	augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.18&CDS=1-1851
408	OG0000408	YAL017W	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.46&CDS=1-4113
409	OG0000409	YAL018C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.15&CDS=1-918
410	OG0000410	YAL019W	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.48&CDS=1-3423
411	OG0000411	YAL020C	snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.75&CDS=1-1119
412	OG0000412	YAL021C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.45&CDS=1-2388
413	OG0000413	YAL022C	genemark-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.166&CDS=1-1263
414	OG0000414	YAL024C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.41&CDS=1-4092
415	OG0000415	YAL025C	augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_7_length_250949_cov_15.8555_ID_13-processed-gene-1.50&CDS=1-918
416	OG0000416	YAL026C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.40&CDS=1-4005
417	OG0000417	YAL027W	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.12&CDS=1-804
418	OG0000418	YAL028W	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.11&CDS=1-1803
419	OG0000419	YAL031C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.38&CDS=1-2448
420	OG0000420	YAL032C	snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.100&CDS=1-927
421	OG0000421	YAL034W-A	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.10&CDS=1-714
422	OG0000422	YAL035W	augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_17_length_155519_cov_14.8453_ID_33-processed-gene-0.4&CDS=1-2934
423	OG0000423	YAL036C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.34&CDS=1-1104
424	OG0000424	YAL038W	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.8&CDS=1-1506
425	OG0000425	YAL039C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.33&CDS=1-777
426	OG0000426	YAL040C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.32&CDS=1-1659
427	OG0000427	YAL041W	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.7&CDS=1-2484
428	OG0000428	YAL042C-A	snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.93&CDS=1-342
429	OG0000429	YAL043C	snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.92&CDS=1-2427
430	OG0000430	YAL044C	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.30&CDS=1-546
431	OG0000431	YAL044W-A	augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_26_length_131178_cov_15.2817_ID_51-processed-gene-0.5&CDS=1-324
432	OG0000432	YAL046C	augustus_masked-NODE_78_length_34044_cov_15.964_ID_155-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_78_length_34044_cov_15.964_ID_155-processed-gene-0.9&CDS=1-351
433	OG0000433	YAL047C	snap_masked-NODE_78_length_34044_cov_15.964_ID_155-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_78_length_34044_cov_15.964_ID_155-processed-gene-0.40&CDS=1-2256
434	OG0000434	YAL048C	augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.78&CDS=1-1974
435	OG0000435	YAL049C	augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.192&CDS=1-741
436	OG0000436	YAL053W	augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.63&CDS=1-2376
437	OG0000437	YAL055W	augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_15_length_177542_cov_15.0085_ID_29-processed-gene-0.230&CDS=1-468
438	OG0000438	YAL059W	augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_54_length_63951_cov_15.3249_ID_107-processed-gene-0.61&CDS=1-555
439	OG0000439	YAR002W	snap_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.224-mRNA-1_1&gene=snap_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.224&CDS=1-1395
440	OG0000440	YAR003W	augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.55&CDS=1-1332
441	OG0000441	YAR007C	augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.17&CDS=1-1863
442	OG0000442	YAR008W	augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_6_length_253312_cov_15.3553_ID_11-processed-gene-1.53&CDS=1-873
443	OG0000443	YAR014C	augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-2.27&CDS=1-1845
444	OG0000444	YAR015W	augustus_masked-NODE_67_length_50041_cov_14.0094_ID_133-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_67_length_50041_cov_14.0094_ID_133-processed-gene-0.48&CDS=1-924
445	OG0000445	YAR018C	maker-NODE_1_length_424984_cov_16.6998_ID_1-snap-gene-2.89-mRNA-1_1&gene=maker-NODE_1_length_424984_cov_16.6998_ID_1-snap-gene-2.89&CDS=1-2211
446	OG0000446	YAR035W	augustus_masked-NODE_67_length_50041_cov_14.0094_ID_133-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_67_length_50041_cov_14.0094_ID_133-processed-gene-0.47&CDS=1-2187
447	OG0000447	YBL001C	augustus_masked-NODE_42_length_86216_cov_15.7481_ID_83-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_42_length_86216_cov_15.7481_ID_83-processed-gene-0.132&CDS=1-315
448	OG0000448	YBL004W	augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_424984_cov_16.6998_ID_1-processed-gene-2.4&CDS=1-7470
449	OG0000449	YBL006C	augustus_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.114&CDS=1-606
450	OG0000450	YBL007C	augustus_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.115&CDS=1-3570
451	OG0000451	YBL008W	genemark-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.91&CDS=1-2523
452	OG0000452	YBL009W	snap_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.45&CDS=1-1716
453	OG0000453	YBL010C	augustus_masked-NODE_64_length_51704_cov_14.8772_ID_127-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_64_length_51704_cov_14.8772_ID_127-processed-gene-0.51&CDS=1-765
454	OG0000454	YBL011W	augustus_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.113&CDS=1-2229
455	OG0000455	YBL013W	augustus_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_45_length_83315_cov_15.1769_ID_89-processed-gene-0.112&CDS=1-1158
