	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035707_Candida_heveicola
185	OG0000185	YDR099W, YER177W	augustus_masked-flattened_line_10-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-6.112&CDS=1-771
186	OG0000186	YDR107C, YLR083C	augustus_masked-flattened_line_4-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.85&CDS=1-1905
187	OG0000187	YDR122W, YLR096W	augustus_masked-flattened_line_4-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.75&CDS=1-3588
188	OG0000188	YDR146C, YLR131C	augustus_masked-flattened_line_22-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.98&CDS=1-1713
189	OG0000189	YDR151C, YLR136C	augustus_masked-flattened_line_46-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.93&CDS=1-618
190	OG0000190	YDR178W, YLR164W	augustus_masked-flattened_line_34-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.85&CDS=1-516
191	OG0000191	YDR185C, YLR168C	augustus_masked-flattened_line_14-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.75&CDS=1-681
192	OG0000192	YDR200C, YLR238W	augustus_masked-flattened_line_14-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.67&CDS=1-1581
193	OG0000193	YDR247W, YPL026C	augustus_masked-flattened_line_4-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.41&CDS=1-1314
194	OG0000194	YDR251W, YPL032C	augustus_masked-flattened_line_2-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.141&CDS=1-2955
195	OG0000195	YDR253C, YPL038W	augustus_masked-flattened_line_0-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.67&CDS=1-846
196	OG0000196	YDR263C, YOR033C	snap_masked-flattened_line_24-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.122&CDS=1-1731
197	OG0000197	YDR264C, YOR034C	maker-flattened_line_24-augustus-gene-2.171-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-2.171&CDS=1-4911
198	OG0000198	YDR272W, YOR040W	augustus_masked-flattened_line_12-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.85&CDS=1-765
199	OG0000199	YDR300C, YHR033W	augustus_masked-flattened_line_6-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.68&CDS=1-1305
200	OG0000200	YDR312W, YHR066W	augustus_masked-flattened_line_32-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.46&CDS=1-1242
201	OG0000201	YDR379W, YOR127W	augustus_masked-flattened_line_14-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-4.1&CDS=1-3186
202	OG0000202	YDR385W, YOR133W	snap_masked-flattened_line_4-processed-gene-10.15-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-10.15&CDS=1-2535
203	OG0000203	YDR389W, YOR134W	augustus_masked-flattened_line_2-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.7&CDS=1-1857
204	OG0000204	YDR409W, YOR156C	augustus_masked-flattened_line_14-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.102&CDS=1-4284
205	OG0000205	YDR418W, YEL054C	augustus_masked-flattened_line_18-processed-gene-4.168-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.168&CDS=1-495
206	OG0000206	YDR447C, YML024W	augustus_masked-flattened_line_36-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.49&CDS=1-411
207	OG0000207	YDR450W, YML026C	genemark-flattened_line_0-processed-gene-6.11-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.11&CDS=1-435
208	OG0000208	YDR451C, YML027W	augustus_masked-flattened_line_10-processed-gene-6.109-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-6.109&CDS=1-1218
209	OG0000209	YDR453C, YML028W	augustus_masked-flattened_line_14-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.88&CDS=1-588
210	OG0000210	YDR458C, YML034W	maker-flattened_line_2-augustus-gene-11.83-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-11.83&CDS=1-2370
211	OG0000211	YDR471W, YHR010W	maker-flattened_line_34-augustus-gene-1.121-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.121&CDS=1-408
212	OG0000212	YDR497C, YOL103W	augustus_masked-flattened_line_14-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.54&CDS=1-2868
213	OG0000213	YDR500C, YLR185W	augustus_masked-flattened_line_18-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.63&CDS=1-255
214	OG0000214	YDR501W, YLR183C	augustus_masked-flattened_line_18-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-3.47&CDS=1-1581
215	OG0000215	YEL006W, YIL006W	augustus_masked-flattened_line_26-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.24&CDS=1-1029
216	OG0000216	YEL007W, YHR177W	genemark-flattened_line_16-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.16&CDS=1-1437
217	OG0000217	YEL022W, YJR031C	augustus_masked-flattened_line_0-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.71&CDS=1-4416
218	OG0000218	YEL034W, YJR047C	augustus_masked-flattened_line_8-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.32&CDS=1-471
219	OG0000219	YEL039C, YJR048W	augustus_masked-flattened_line_30-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.85&CDS=1-1875
220	OG0000220	YEL046C	augustus_masked-flattened_line_24-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.120&CDS=1-1113, augustus_masked-flattened_line_26-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.62&CDS=1-1164
221	OG0000221	YEL047C, YJR051W	augustus_masked-flattened_line_12-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.107&CDS=1-1413
222	OG0000222	YEL066W, YPR193C	augustus_masked-flattened_line_2-processed-gene-11.146-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.146&CDS=1-459
223	OG0000223	YER031C, YGL210W	augustus_masked-flattened_line_2-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.19&CDS=1-660
224	OG0000224	YER037W, YGL224C	maker-flattened_line_6-augustus-gene-6.80-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-6.80&CDS=1-1644
225	OG0000225	YER045C, YIL036W	augustus_masked-flattened_line_2-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.124&CDS=1-1038
226	OG0000226	YER056C-A, YIL052C	augustus_masked-flattened_line_0-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.66&CDS=1-351
227	OG0000227	YER057C, YIL051C	augustus_masked-flattened_line_0-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.65&CDS=1-3069
228	OG0000228	YER059W, YIL050W	snap_masked-flattened_line_0-processed-gene-4.90-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.90&CDS=1-1845
229	OG0000229	YER062C, YIL053W	augustus_masked-flattened_line_6-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.35&CDS=1-759
230	OG0000230	YER066W, YFL009W	augustus_masked-flattened_line_4-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.72&CDS=1-2223
231	OG0000231	YER067W, YIL057C	augustus_masked-flattened_line_20-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.62&CDS=1-591
232	OG0000232	YER131W, YGL189C	snap_masked-flattened_line_14-processed-gene-3.109-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.109&CDS=1-357
233	OG0000233	YER132C, YGL197W	augustus_masked-flattened_line_46-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.89&CDS=1-4554
234	OG0000234	YER185W, YGR213C	augustus_masked-flattened_line_6-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-8.29&CDS=1-927
235	OG0000235	YFL004W, YPL019C	augustus_masked-flattened_line_44-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.66&CDS=1-2439
236	OG0000236	YFL034C-A, YLR061W	augustus_masked-flattened_line_4-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.127&CDS=1-357
237	OG0000237	YFL048C, YLR080W	augustus_masked-flattened_line_44-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.51&CDS=1-1419
238	OG0000238	YFL050C, YOL130W	augustus_masked-flattened_line_2-processed-gene-8.86-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.86&CDS=1-2118
239	OG0000239	YFL061W, YNL335W	snap_masked-flattened_line_16-processed-gene-4.132-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-4.132&CDS=1-675
240	OG0000240	YFR013W, YOL017W	augustus_masked-flattened_line_4-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-10.99&CDS=1-2523
241	OG0000241	YGL031C, YGR148C	snap_masked-flattened_line_4-processed-gene-9.144-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-9.144&CDS=1-468
242	OG0000242	YGL049C, YGR162W	augustus_masked-flattened_line_18-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.56&CDS=1-2964
243	OG0000243	YGL071W, YPL202C	augustus_masked-flattened_line_4-processed-gene-10.133-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-10.133&CDS=1-879
244	OG0000244	YGL076C, YPL198W	genemark-flattened_line_50-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.23&CDS=1-729
245	OG0000245	YGL077C	augustus_masked-flattened_line_0-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-11.57&CDS=1-1578, augustus_masked-flattened_line_2-processed-gene-11.105-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.105&CDS=1-1686
246	OG0000246	YGL082W, YPL191C	augustus_masked-flattened_line_28-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.59&CDS=1-1065
247	OG0000247	YGL096W, YPL177C	augustus_masked-flattened_line_44-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.77&CDS=1-630
248	OG0000248	YGL133W, YPL216W	augustus_masked-flattened_line_2-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.11&CDS=1-3642
249	OG0000249	YGL135W, YPL220W	augustus_masked-flattened_line_4-processed-gene-5.114-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.114&CDS=1-651
250	OG0000250	YGL139W, YPL221W	snap_masked-flattened_line_4-processed-gene-7.19-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-7.19&CDS=1-2259
251	OG0000251	YGL147C, YNL067W	augustus_masked-flattened_line_10-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.116&CDS=1-570
252	OG0000252	YGL162W, YPR009W	augustus_masked-flattened_line_18-processed-gene-4.178-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.178&CDS=1-867
253	OG0000253	YGL166W, YPR008W	snap_masked-flattened_line_2-processed-gene-9.12-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-9.12&CDS=1-1356
254	OG0000254	YGL205W	augustus_masked-flattened_line_32-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.61&CDS=1-2127, maker-flattened_line_4-augustus-gene-1.129-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.129&CDS=1-4254
255	OG0000255	YGR008C, YLR327C	augustus_masked-flattened_line_16-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.3&CDS=1-276
256	OG0000256	YGR027C, YLR333C	snap_masked-flattened_line_28-processed-gene-1.219-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.219&CDS=1-312
257	OG0000257	YGR034W, YLR344W	augustus_masked-flattened_line_12-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.38&CDS=1-381
258	OG0000258	YGR056W, YLR357W	maker-flattened_line_4-augustus-gene-6.1-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-6.1&CDS=1-3102
259	OG0000259	YGR070W, YLR371W	genemark-flattened_line_22-processed-gene-3.212-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-3.212&CDS=1-2232
260	OG0000260	YGR085C, YPR102C	snap_masked-flattened_line_14-processed-gene-5.161-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-5.161&CDS=1-531
261	OG0000261	YGR092W, YPR111W	augustus_masked-flattened_line_58-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.8&CDS=1-1794
262	OG0000262	YGR108W, YPR119W	augustus_masked-flattened_line_16-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.7&CDS=1-1374
263	OG0000263	YGR110W	augustus_masked-flattened_line_0-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.59&CDS=1-1356, augustus_masked-flattened_line_26-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.43&CDS=1-1458
264	OG0000264	YGR118W, YPR132W	augustus_masked-flattened_line_32-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.4&CDS=1-435
265	OG0000265	YGR131W, YPR149W	augustus_masked-flattened_line_10-processed-gene-7.53-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.53&CDS=1-510
266	OG0000266	YGR136W, YPR154W	augustus_masked-flattened_line_6-processed-gene-8.19-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-8.19&CDS=1-900
267	OG0000267	YGR138C, YPR156C	augustus_masked-flattened_line_26-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.61&CDS=1-1719
268	OG0000268	YGR141W, YPR157W	augustus_masked-flattened_line_0-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.104&CDS=1-1305
269	OG0000269	YGR143W, YPR159W	augustus_masked-flattened_line_10-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.51&CDS=1-3876
270	OG0000270	YGR197C, YJR015W	augustus_masked-flattened_line_16-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.34&CDS=1-1533
271	OG0000271	YGR209C, YLR043C	augustus_masked-flattened_line_22-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-3.86&CDS=1-309
272	OG0000272	YGR214W, YLR048W	augustus_masked-flattened_line_18-processed-gene-4.175-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-4.175&CDS=1-792
273	OG0000273	YGR238C, YHR158C	augustus_masked-flattened_line_2-processed-gene-6.122-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.122&CDS=1-3114
274	OG0000274	YGR241C, YHR161C	genemark-flattened_line_6-processed-gene-8.158-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-8.158&CDS=1-2031
275	OG0000275	YGR243W, YHR162W	augustus_masked-flattened_line_8-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.119&CDS=1-399
276	OG0000276	YGR248W, YHR163W	augustus_masked-flattened_line_18-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.90&CDS=1-774
277	OG0000277	YHL001W, YKL006W	maker-flattened_line_6-augustus-gene-1.31-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.31&CDS=1-393
278	OG0000278	YHL003C, YKL008C	augustus_masked-flattened_line_24-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.36&CDS=1-1149
279	OG0000279	YHL017W, YKL039W	augustus_masked-flattened_line_16-processed-gene-4.12-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-4.12&CDS=1-1743
280	OG0000280	YHR001W, YKR003W	augustus_masked-flattened_line_2-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.105&CDS=1-1188
281	OG0000281	YHR021C, YKL156W	augustus_masked-flattened_line_32-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.61&CDS=1-246
282	OG0000282	YHR043C, YHR044C	snap_masked-flattened_line_2-processed-gene-9.17-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-9.17&CDS=1-711
283	OG0000283	YHR115C, YNL116W	augustus_masked-flattened_line_2-processed-gene-11.148-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.148&CDS=1-1653
284	OG0000284	YHR117W, YNL121C	augustus_masked-flattened_line_14-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.51&CDS=1-1782
285	OG0000285	YHR123W, YNL130C	augustus_masked-flattened_line_14-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.127&CDS=1-1191
286	OG0000286	YHR132W-A, YNL157W	genemark-flattened_line_2-processed-gene-7.37-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.37&CDS=1-360
287	OG0000287	YHR133C, YNL156C	augustus_masked-flattened_line_2-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.61&CDS=1-1404
288	OG0000288	YHR135C	augustus_masked-flattened_line_20-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.61&CDS=1-1278, genemark-flattened_line_8-processed-gene-8.178-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.178&CDS=1-1410
289	OG0000289	YHR141C, YNL162W	maker-flattened_line_12-augustus-gene-3.75-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-3.75&CDS=1-318
290	OG0000290	YHR146W, YNL173C	maker-flattened_line_24-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-0.40&CDS=1-2259
291	OG0000291	YHR155W, YNL257C	augustus_masked-flattened_line_6-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.9&CDS=1-4014
292	OG0000292	YHR174W	augustus_masked-flattened_line_20-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.74&CDS=1-1317, augustus_masked-flattened_line_36-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.92&CDS=1-1317
293	OG0000293	YHR178W	augustus_masked-flattened_line_32-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.53&CDS=1-1704, snap_masked-flattened_line_2-processed-gene-6.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.82&CDS=1-471
294	OG0000294	YHR198C, YHR199C	augustus_masked-flattened_line_18-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.47&CDS=1-771
295	OG0000295	YHR203C, YJR145C	augustus_masked-flattened_line_8-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.82&CDS=1-792
296	OG0000296	YIL085C, YNL029C	maker-flattened_line_24-augustus-gene-1.89-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-1.89&CDS=1-2664
297	OG0000297	YIL095W, YNL020C	augustus_masked-flattened_line_12-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.82&CDS=1-2241
298	OG0000298	YIL105C, YNL047C	augustus_masked-flattened_line_2-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.2&CDS=1-2469
299	OG0000299	YIL111W, YNL052W	augustus_masked-flattened_line_20-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.17&CDS=1-447
300	OG0000300	YIL113W, YNL053W	augustus_masked-flattened_line_38-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.42&CDS=1-936
301	OG0000301	YIL114C, YNL055C	maker-flattened_line_18-augustus-gene-0.40-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.40&CDS=1-2244
302	OG0000302	YIL135C, YNL074C	augustus_masked-flattened_line_24-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.11&CDS=1-1299
303	OG0000303	YIL149C, YKR095W	snap_masked-flattened_line_4-processed-gene-8.72-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.72&CDS=1-5775
304	OG0000304	YIL151C, YKR096W	augustus_masked-flattened_line_4-processed-gene-8.6-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-8.6&CDS=1-3750
305	OG0000305	YIL156W, YKR098C	maker-flattened_line_6-snap-gene-3.86-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.86&CDS=1-2337
306	OG0000306	YIR007W	augustus_masked-flattened_line_2-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.87&CDS=1-2718, augustus_masked-flattened_line_8-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.96&CDS=1-2418
307	OG0000307	YIR013C, YLR013W	augustus_masked-flattened_line_10-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.21&CDS=1-474
308	OG0000308	YIR031C, YNL117W	augustus_masked-flattened_line_0-processed-gene-12.168-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.168&CDS=1-1653
309	OG0000309	YIR033W, YKL020C	maker-flattened_line_34-augustus-gene-0.67-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.67&CDS=1-4080
310	OG0000310	YIR035C, YIR036C	augustus_masked-flattened_line_14-processed-gene-5.221-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.221&CDS=1-753
311	OG0000311	YIR038C	maker-flattened_line_24-augustus-gene-2.173-mRNA-1_1&gene=maker-flattened_line_24-augustus-gene-2.173&CDS=1-723, snap_masked-flattened_line_24-processed-gene-2.68-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.68&CDS=1-768
312	OG0000312	YJL076W, YKR010C	augustus_masked-flattened_line_20-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.19&CDS=1-5517
313	OG0000313	YJL079C, YKR013W	augustus_masked-flattened_line_0-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.69&CDS=1-915
314	OG0000314	YJL082W, YKR018C	augustus_masked-flattened_line_0-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.87&CDS=1-2622
315	OG0000315	YJL083W, YKR019C	snap_masked-flattened_line_24-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.65&CDS=1-2121
316	OG0000316	YJL084C, YKR021W	augustus_masked-flattened_line_26-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.18&CDS=1-2901
317	OG0000317	YJL098W, YKR028W	augustus_masked-flattened_line_12-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.75&CDS=1-2760
318	OG0000318	YJL105W, YKR029C	augustus_masked-flattened_line_0-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.85&CDS=1-3192
319	OG0000319	YJL116C, YKR042W	augustus_masked-flattened_line_28-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.13&CDS=1-1155
320	OG0000320	YJL133W, YKR052C	augustus_masked-flattened_line_18-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.73&CDS=1-966
321	OG0000321	YJL134W, YKR053C	augustus_masked-flattened_line_22-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.56&CDS=1-1464
322	OG0000322	YJL137C, YKR058W	augustus_masked-flattened_line_26-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.6&CDS=1-1173
323	OG0000323	YJL139C, YKR061W	augustus_masked-flattened_line_0-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.64&CDS=1-2481
324	OG0000324	YJL143W	augustus_masked-flattened_line_0-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.88&CDS=1-453, augustus_masked-flattened_line_40-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.49&CDS=1-360
325	OG0000325	YJL158C, YJL160C	augustus_masked-flattened_line_26-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.45&CDS=1-909
326	OG0000326	YJL177W, YKL180W	augustus_masked-flattened_line_0-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.85&CDS=1-552
327	OG0000327	YJL190C	augustus_masked-flattened_line_14-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.46&CDS=1-390, maker-flattened_line_28-augustus-gene-1.69-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.69&CDS=1-390
328	OG0000328	YJR054W, YML047C	snap_masked-flattened_line_8-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.48&CDS=1-1359
329	OG0000329	YJR059W, YKL198C	augustus_masked-flattened_line_8-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.13&CDS=1-2256
330	OG0000330	YJR091C, YPR042C	augustus_masked-flattened_line_6-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.30&CDS=1-3078
331	OG0000331	YJR094W-A, YPR043W	snap_masked-flattened_line_6-processed-gene-5.65-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-5.65&CDS=1-294
