	OrthologID	Candida_boidinii_JCM9604	Saccharomyces_cerevisiae
291	OG0000291	-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-1.54&CDS=1-381	YGR034W, YLR344W
292	OG0000292	-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-1.48&CDS=1-2721	YFL004W, YPL019C
293	OG0000293	-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-3.4&CDS=1-3201	YDR389W, YOR134W
294	OG0000294	-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-3.12&CDS=1-2535	YNL293W, YOL112W
295	OG0000295	-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-4.32&CDS=1-1644	YGR010W, YLR328W
296	OG0000296	-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-4.31&CDS=1-585	YLR456W, YPR172W
297	OG0000297	-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-4.35&CDS=1-840, -processed-gene-4.48-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-4.48&CDS=1-783	YLR285W
298	OG0000298	-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-4.60&CDS=1-1827, -snap-gene-6.32-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-6.32&CDS=1-1221	YLR181C
299	OG0000299	-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-5.12&CDS=1-1596	YJL134W, YKR053C
300	OG0000300	-snap-gene-7.124-mRNA-1_1&gene=maker-gi|1002316614|dbj|BCGP01000006.1|-snap-gene-7.124&CDS=1-252	YPR169W-A, YPR170W-B
301	OG0000301	-processed-gene-23.33-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-23.33&CDS=1-1863, -processed-gene-7.19-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-7.19&CDS=1-1848	YHL036W
302	OG0000302	-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-7.29&CDS=1-2379	YGL162W, YPR009W
303	OG0000303	-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-5.126&CDS=1-1320, -processed-gene-7.117-mRNA-1_1&gene=snap_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-7.117&CDS=1-1668	YPL092W
304	OG0000304	-processed-gene-7.26-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-7.26&CDS=1-576, -processed-gene-7.52-mRNA-1_1&gene=augustus_masked-gi|1002316614|dbj|BCGP01000006.1|-processed-gene-7.52&CDS=1-735	YIR001C
305	OG0000305	-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-0.54&CDS=1-1200	YGR283C, YMR310C
306	OG0000306	-processed-gene-1.31-mRNA-1_1&gene=snap_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-1.31&CDS=1-3696	YJL084C, YKR021W
307	OG0000307	-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-1.84&CDS=1-3258	YBL106C, YPR032W
308	OG0000308	-augustus-gene-28.33-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-augustus-gene-28.33&CDS=1-972, -processed-gene-2.60-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-2.60&CDS=1-1131	YLR354C
309	OG0000309	-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-2.68&CDS=1-2796	YOR256C, YPL176C
310	OG0000310	-processed-gene-12.4-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.4&CDS=1-2154, -processed-gene-3.6-mRNA-1_1&gene=snap_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-3.6&CDS=1-2535	YBR163W
311	OG0000311	-processed-gene-6.1-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-6.1&CDS=1-1677, -processed-gene-6.2-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-6.2&CDS=1-1686	YOL137W
312	OG0000312	-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-6.29&CDS=1-1317	YER027C, YGL208W
313	OG0000313	-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.22&CDS=1-1356, -processed-gene-6.33-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-6.33&CDS=1-1344	YML085C
314	OG0000314	-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-8.91&CDS=1-2547	YJL212C, YPR194C
315	OG0000315	-snap-gene-9.95-mRNA-1_1&gene=maker-gi|1002316615|dbj|BCGP01000005.1|-snap-gene-9.95&CDS=1-3462	YLR433C, YML057W
316	OG0000316	-processed-gene-9.19-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-9.19&CDS=1-3165	YDR458C, YML034W
317	OG0000317	-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-9.13&CDS=1-495	YDR418W, YEL054C
318	OG0000318	-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-9.30&CDS=1-1458	YIL158W, YKR100C
319	OG0000319	-processed-gene-10.11-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-10.11&CDS=1-3684	YJL098W, YKR028W
320	OG0000320	-processed-gene-10.79-mRNA-1_1&gene=genemark-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-10.79&CDS=1-1095	YCL050C, YDR530C
321	OG0000321	-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-10.15&CDS=1-4353	YCL051W, YDR528W
322	OG0000322	-processed-gene-11.67-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-11.67&CDS=1-1185	YHR123W, YNL130C
323	OG0000323	-processed-gene-12.47-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-12.47&CDS=1-708	YBR181C, YPL090C
324	OG0000324	-processed-gene-12.50-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-12.50&CDS=1-2175, -processed-gene-6.44-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-6.44&CDS=1-2523	YPR159W
325	OG0000325	-processed-gene-13.64-mRNA-1_1&gene=genemark-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-13.64&CDS=1-861	YDR272W, YOR040W
326	OG0000326	-processed-gene-13.48-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-13.48&CDS=1-9081	YBR140C, YOL081W
327	OG0000327	-processed-gene-14.22-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-14.22&CDS=1-2439, -processed-gene-7.5-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-7.5&CDS=1-2874	YGL023C
328	OG0000328	-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-gi|1002316615|dbj|BCGP01000005.1|-processed-gene-14.23&CDS=1-1575	YHR001W, YKR003W
329	OG0000329	-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-1.107&CDS=1-2256, -processed-gene-29.86-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.86&CDS=1-2907	YDL095W
330	OG0000330	-snap-gene-1.45-mRNA-1_1&gene=maker-gi|1002316616|dbj|BCGP01000004.1|-snap-gene-1.45&CDS=1-4194	YAL017W, YOL045W
331	OG0000331	-processed-gene-17.12-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-17.12&CDS=1-1641, -processed-gene-3.7-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-3.7&CDS=1-1707	YHR135C
332	OG0000332	-processed-gene-3.19-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-3.19&CDS=1-1281, -processed-gene-32.15-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.15&CDS=1-1248	YNL234W
333	OG0000333	-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-3.22&CDS=1-1482	YCL011C, YNL004W
334	OG0000334	-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-4.18&CDS=1-429	YGR209C, YLR043C
335	OG0000335	-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-4.9&CDS=1-3693, -processed-gene-7.14-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-7.14&CDS=1-3594	YHR178W
336	OG0000336	-processed-gene-34.19-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.19&CDS=1-969, -processed-gene-6.76-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-6.76&CDS=1-942	YBR149W
337	OG0000337	-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-9.39&CDS=1-1758	YHL017W, YKL039W
338	OG0000338	-processed-gene-10.64-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-10.64&CDS=1-645	YLR293C, YOR185C
339	OG0000339	-snap-gene-10.3-mRNA-1_1&gene=maker-gi|1002316616|dbj|BCGP01000004.1|-snap-gene-10.3&CDS=1-2490	YDR505C, YLR177W
340	OG0000340	-snap-gene-10.4-mRNA-1_1&gene=maker-gi|1002316616|dbj|BCGP01000004.1|-snap-gene-10.4&CDS=1-2940	YDR502C, YLR180W
341	OG0000341	-processed-gene-10.16-mRNA-1_1&gene=genemark-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-10.16&CDS=1-243	YDR500C, YLR185W
342	OG0000342	-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-11.68&CDS=1-426	YDL083C, YMR143W
343	OG0000343	-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-11.61&CDS=1-591	YDL082W, YMR142C
344	OG0000344	-processed-gene-13.30-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-13.30&CDS=1-1680	YEL047C, YJR051W
345	OG0000345	-processed-gene-13.4-mRNA-1_1&gene=snap_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-13.4&CDS=1-6675	YIL149C, YKR095W
346	OG0000346	-processed-gene-13.38-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-13.38&CDS=1-5346	YEL022W, YJR031C
347	OG0000347	-augustus-gene-14.55-mRNA-1_1&gene=maker-gi|1002316616|dbj|BCGP01000004.1|-augustus-gene-14.55&CDS=1-990	YNL301C, YOL120C
348	OG0000348	-processed-gene-14.143-mRNA-1_1&gene=snap_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-14.143&CDS=1-1926	YGL071W, YPL202C
349	OG0000349	-processed-gene-13.60-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-13.60&CDS=1-2223, -processed-gene-14.100-mRNA-1_1&gene=augustus_masked-gi|1002316616|dbj|BCGP01000004.1|-processed-gene-14.100&CDS=1-1365	YDR415C
350	OG0000350	-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-0.11&CDS=1-465	YGL031C, YGR148C
351	OG0000351	-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-1.7&CDS=1-4014	YDR206W, YLR233C
352	OG0000352	-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-1.10&CDS=1-1593	YPR013C, YPR015C
353	OG0000353	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.50&CDS=1-846	YJL079C, YKR013W
354	OG0000354	-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-2.55&CDS=1-4656	YJR091C, YPR042C
355	OG0000355	-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.1&CDS=1-1479	YFR053C, YGL253W
356	OG0000356	-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-4.17&CDS=1-267	YBR089C-A, YPR052C
357	OG0000357	-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-5.68&CDS=1-1797	YBR021W, YIR028W
358	OG0000358	-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-6.23&CDS=1-1431	YCL040W, YDR516C
359	OG0000359	-processed-gene-15.32-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-15.32&CDS=1-939, -processed-gene-7.1-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.1&CDS=1-912	YPL004C
360	OG0000360	-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.10&CDS=1-609	YGR038W, YLR350W
361	OG0000361	-processed-gene-7.21-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.21&CDS=1-1260	YCR094W, YNR048W
362	OG0000362	-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-7.14&CDS=1-1593	YFL048C, YLR080W
363	OG0000363	-processed-gene-34.28-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.28&CDS=1-3993, -processed-gene-8.52-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.52&CDS=1-5202	YER166W
364	OG0000364	-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-5.100&CDS=1-684, -processed-gene-8.67-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-8.67&CDS=1-885	YLR411W
365	OG0000365	-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-10.58&CDS=1-1974, -processed-gene-27.16-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.16&CDS=1-3546	YLR248W
366	OG0000366	-processed-gene-11.47-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.47&CDS=1-1809	YGR092W, YPR111W
367	OG0000367	-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-11.63&CDS=1-759, -processed-gene-23.46-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-23.46&CDS=1-1107	YAL014C
368	OG0000368	-processed-gene-12.10-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-12.10&CDS=1-405	YDR447C, YML024W
369	OG0000369	-processed-gene-13.0-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-13.0&CDS=1-1311	YJL133W, YKR052C
370	OG0000370	-processed-gene-14.78-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-14.78&CDS=1-3027, -processed-gene-5.102-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-5.102&CDS=1-3267	YLR241W
371	OG0000371	-processed-gene-16.0-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.0&CDS=1-3285	YLR450W, YML075C
372	OG0000372	-processed-gene-16.50-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-16.50&CDS=1-2967	YGL139W, YPL221W
373	OG0000373	-processed-gene-17.76-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-17.76&CDS=1-651	YGL135W, YPL220W
374	OG0000374	-processed-gene-17.102-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-17.102&CDS=1-1782	YDR358W, YHR108W
375	OG0000375	-processed-gene-18.7-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-18.7&CDS=1-3213, -processed-gene-32.72-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-32.72&CDS=1-3720	YOR032C
376	OG0000376	-snap-gene-18.86-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-18.86&CDS=1-2805	YDR251W, YPL032C
377	OG0000377	-processed-gene-20.16-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-20.16&CDS=1-1554	YDL127W, YDL179W
378	OG0000378	-processed-gene-20.39-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-20.39&CDS=1-1041, -processed-gene-24.91-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.91&CDS=1-1017	YJR107W
379	OG0000379	-processed-gene-20.41-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-20.41&CDS=1-528	YMR242C, YOR312C
380	OG0000380	-processed-gene-21.62-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-21.62&CDS=1-2358	YER064C, YIL056W
381	OG0000381	-processed-gene-21.82-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-21.82&CDS=1-2682	YMR119W, YNL008C
382	OG0000382	-processed-gene-22.15-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-22.15&CDS=1-1878, -processed-gene-22.84-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-22.84&CDS=1-1902	YKR093W
383	OG0000383	-processed-gene-22.11-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-22.11&CDS=1-246	YHR021C, YKL156W
384	OG0000384	-processed-gene-22.13-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-22.13&CDS=1-4731	YGR070W, YLR371W
385	OG0000385	-snap-gene-23.98-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-23.98&CDS=1-1119	YLR287C-A, YOR182C
386	OG0000386	-processed-gene-23.52-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-23.52&CDS=1-1350, -snap-gene-7.33-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-7.33&CDS=1-2862	YOR049C
387	OG0000387	-processed-gene-24.13-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-24.13&CDS=1-495	YEL066W, YPR193C
388	OG0000388	-processed-gene-25.36-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-25.36&CDS=1-1179	YDL022W, YOL059W
389	OG0000389	-processed-gene-25.38-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-25.38&CDS=1-1194	YHR133C, YNL156C
390	OG0000390	-processed-gene-25.50-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-25.50&CDS=1-600	YHR132W-A, YNL157W
391	OG0000391	-processed-gene-25.25-mRNA-1_1&gene=genemark-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-25.25&CDS=1-1662	YIL120W, YIL121W
392	OG0000392	-processed-gene-26.83-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-26.83&CDS=1-435	YGR118W, YPR132W
393	OG0000393	-processed-gene-27.32-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-27.32&CDS=1-1212, -snap-gene-27.1-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-27.1&CDS=1-4605	YLL057C
394	OG0000394	-processed-gene-27.59-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-27.59&CDS=1-3546	YJL076W, YKR010C
395	OG0000395	-processed-gene-28.13-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-28.13&CDS=1-2286	YBL054W, YER088C
396	OG0000396	-processed-gene-28.15-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-28.15&CDS=1-330	YEL039C, YJR048W
397	OG0000397	-processed-gene-28.17-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-28.17&CDS=1-1749	YDL085W, YMR145C
398	OG0000398	-processed-gene-28.10-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-28.10&CDS=1-597	YOR226C, YPL135W
399	OG0000399	-processed-gene-29.83-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-29.83&CDS=1-4938	YLL016W, YLR310C
400	OG0000400	-processed-gene-30.4-mRNA-1_1&gene=snap_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-30.4&CDS=1-2307	YJR054W, YML047C
401	OG0000401	-processed-gene-30.79-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-30.79&CDS=1-3564	YKL121W, YMR102C
402	OG0000402	-processed-gene-31.59-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-31.59&CDS=1-2382	YKR091W, YOR083W
403	OG0000403	-processed-gene-20.43-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-20.43&CDS=1-4101, -processed-gene-31.101-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-31.101&CDS=1-3795	YNL054W
404	OG0000404	-processed-gene-31.104-mRNA-1_1&gene=augustus_masked-gi|1002316617|dbj|BCGP01000003.1|-processed-gene-31.104&CDS=1-1707	YDR277C, YOR047C
405	OG0000405	-snap-gene-31.181-mRNA-1_1&gene=maker-gi|1002316617|dbj|BCGP01000003.1|-snap-gene-31.181&CDS=1-3156	YJL105W, YKR029C
406	OG0000406	-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-0.50&CDS=1-384	YAL030W, YOR327C
407	OG0000407	-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-1.20&CDS=1-513	YDR252W, YPL037C
408	OG0000408	-snap-gene-1.99-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-1.99&CDS=1-1395	YDR253C, YPL038W
409	OG0000409	-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-1.23&CDS=1-1446, -processed-gene-23.34-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-23.34&CDS=1-1659	YKL004W
410	OG0000410	-snap-gene-1.100-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-1.100&CDS=1-1350	YCR004C, YDR032C
411	OG0000411	-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-1.9&CDS=1-1620	YDL048C, YLR375W
412	OG0000412	-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-1.29&CDS=1-288	YJR094W-A, YPR043W
413	OG0000413	-processed-gene-15.16-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-15.16&CDS=1-1524, -processed-gene-2.3-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-2.3&CDS=1-1698	YLR210W
414	OG0000414	-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-2.23&CDS=1-2739	YDR463W, YHR006W
415	OG0000415	-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-2.14&CDS=1-2523	YGR221C, YHR149C
416	OG0000416	-processed-gene-3.38-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-3.38&CDS=1-2127	YDR263C, YOR033C
417	OG0000417	-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-5.95&CDS=1-3927	YHR155W, YNL257C
418	OG0000418	-augustus-gene-5.45-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-augustus-gene-5.45&CDS=1-2370	YGR241C, YHR161C
419	OG0000419	-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-5.109&CDS=1-522	YGR085C, YPR102C
420	OG0000420	-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-6.81&CDS=1-861	YLR284C, YOR180C
