	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035302_Candida_fragi
503	OG0000503	YPR003C	augustus_masked-flattened_line_102-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.72&CDS=1-2379, snap_masked-flattened_line_36-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.7&CDS=1-2430
504	OG0000504	YPR169W-A, YPR170W-B	augustus_masked-flattened_line_52-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.59&CDS=1-252
505	OG0000505		maker-flattened_line_96-augustus-gene-0.115-mRNA-1_1&gene=maker-flattened_line_96-augustus-gene-0.115&CDS=1-2424, snap_masked-flattened_line_136-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_136-processed-gene-0.18&CDS=1-1650, snap_masked-flattened_line_44-processed-gene-0.224-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.224&CDS=1-1620
506	OG0000506	YAL001C	snap_masked-flattened_line_4-processed-gene-2.87-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.87&CDS=1-3603
507	OG0000507	YAL002W	snap_masked-flattened_line_2-processed-gene-4.100-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.100&CDS=1-3768
508	OG0000508	YAL003W	maker-flattened_line_4-snap-gene-2.45-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.45&CDS=1-630
509	OG0000509	YAL008W	snap_masked-flattened_line_32-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.112&CDS=1-579
510	OG0000510	YAL009W	augustus_masked-flattened_line_16-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.80&CDS=1-1206
511	OG0000511	YAL010C	augustus_masked-flattened_line_16-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.82&CDS=1-2310
512	OG0000512	YAL011W	augustus_masked-flattened_line_16-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.63&CDS=1-3051
513	OG0000513	YAL012W	snap_masked-flattened_line_16-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.43&CDS=1-1191
514	OG0000514	YAL013W	snap_masked-flattened_line_16-processed-gene-2.8-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.8&CDS=1-1662
515	OG0000515	YAL014C	snap_masked-flattened_line_56-processed-gene-0.208-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.208&CDS=1-843
516	OG0000516	YAL016W	snap_masked-flattened_line_0-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.45&CDS=1-1875
517	OG0000517	YAL019W	snap_masked-flattened_line_16-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.25&CDS=1-3186
518	OG0000518	YAL020C	snap_masked-flattened_line_16-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.23&CDS=1-1023
519	OG0000519	YAL021C	maker-flattened_line_0-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.0&CDS=1-3282
520	OG0000520	YAL022C	snap_masked-flattened_line_0-processed-gene-2.12-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.12&CDS=1-1467
521	OG0000521	YAL024C	snap_masked-flattened_line_64-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.153&CDS=1-4560
522	OG0000522	YAL025C	snap_masked-flattened_line_64-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.181&CDS=1-909
523	OG0000523	YAL026C	snap_masked-flattened_line_22-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.20&CDS=1-3972
524	OG0000524	YAL027W	augustus_masked-flattened_line_16-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.41&CDS=1-663
525	OG0000525	YAL034W-A	genemark-flattened_line_10-processed-gene-2.270-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.270&CDS=1-1017
526	OG0000526	YAL035W	snap_masked-flattened_line_62-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.141&CDS=1-3015
527	OG0000527	YAL036C	snap_masked-flattened_line_62-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.177&CDS=1-1101
528	OG0000528	YAL038W	maker-flattened_line_18-augustus-gene-1.2-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.2&CDS=1-2337
529	OG0000529	YAL039C	augustus_masked-flattened_line_34-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.82&CDS=1-690
530	OG0000530	YAL042W	snap_masked-flattened_line_72-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.39&CDS=1-1203
531	OG0000531	YAL043C	snap_masked-flattened_line_8-processed-gene-2.89-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.89&CDS=1-2175
532	OG0000532	YAL044C	snap_masked-flattened_line_24-processed-gene-1.156-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.156&CDS=1-525
533	OG0000533	YAL044W-A	augustus_masked-flattened_line_24-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.236&CDS=1-330
534	OG0000534	YAL046C	snap_masked-flattened_line_0-processed-gene-3.77-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.77&CDS=1-291
535	OG0000535	YAL048C	augustus_masked-flattened_line_0-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.104&CDS=1-2625
536	OG0000536	YAL049C	snap_masked-flattened_line_42-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.148&CDS=1-717
537	OG0000537	YAL051W, YOR363C	
538	OG0000538	YAL053W	snap_masked-flattened_line_170-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_170-processed-gene-0.7&CDS=1-2226
539	OG0000539	YAL058W	snap_masked-flattened_line_52-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.138&CDS=1-1707
540	OG0000540	YAL059W	maker-flattened_line_52-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.80&CDS=1-501
541	OG0000541	YAR003W	snap_masked-flattened_line_2-processed-gene-4.63-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.63&CDS=1-1281
542	OG0000542	YAR007C	snap_masked-flattened_line_4-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.7&CDS=1-1887
543	OG0000543	YAR008W	snap_masked-flattened_line_16-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.38&CDS=1-813
544	OG0000544	YAR014C	augustus_masked-flattened_line_50-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.174&CDS=1-2241
545	OG0000545	YAR015W	snap_masked-flattened_line_90-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.9&CDS=1-909
546	OG0000546	YAR018C	snap_masked-flattened_line_90-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.29&CDS=1-1443
547	OG0000547	YBL001C	maker-flattened_line_20-snap-gene-0.40-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-0.40&CDS=1-327
548	OG0000548	YBL004W	snap_masked-flattened_line_76-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.20&CDS=1-7635
549	OG0000549	YBL007C	snap_masked-flattened_line_6-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.44&CDS=1-3633
550	OG0000550	YBL010C	snap_masked-flattened_line_6-processed-gene-2.17-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.17&CDS=1-918
551	OG0000551	YBL013W	snap_masked-flattened_line_116-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.38&CDS=1-987
552	OG0000552	YBL014C	augustus_masked-flattened_line_116-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.9&CDS=1-2283
553	OG0000553	YBL015W	snap_masked-flattened_line_26-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.12&CDS=1-1569
554	OG0000554	YBL019W	snap_masked-flattened_line_4-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.46&CDS=1-1830
555	OG0000555	YBL020W	snap_masked-flattened_line_80-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.79&CDS=1-1569
556	OG0000556	YBL021C	snap_masked-flattened_line_80-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.55&CDS=1-738
557	OG0000557	YBL022C	snap_masked-flattened_line_80-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.58&CDS=1-3279
558	OG0000558	YBL023C	snap_masked-flattened_line_20-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.73&CDS=1-2547
559	OG0000559	YBL024W	snap_masked-flattened_line_80-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.56&CDS=1-2079
560	OG0000560	YBL026W	snap_masked-flattened_line_12-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.85&CDS=1-270
561	OG0000561	YBL028C	snap_masked-flattened_line_44-processed-gene-0.227-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.227&CDS=1-291
562	OG0000562	YBL029W	snap_masked-flattened_line_78-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.63&CDS=1-870
563	OG0000563	YBL033C	snap_masked-flattened_line_12-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.40&CDS=1-1029
564	OG0000564	YBL034C	snap_masked-flattened_line_4-processed-gene-4.65-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.65&CDS=1-4029
565	OG0000565	YBL035C	snap_masked-flattened_line_4-processed-gene-4.21-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.21&CDS=1-1986
566	OG0000566	YBL036C	snap_masked-flattened_line_4-processed-gene-4.50-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.50&CDS=1-729
567	OG0000567	YBL037W	snap_masked-flattened_line_34-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.24&CDS=1-2916
568	OG0000568	YBL038W	augustus_masked-flattened_line_10-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.3&CDS=1-825
569	OG0000569	YBL039C	snap_masked-flattened_line_42-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.124&CDS=1-1719
570	OG0000570	YBL040C	snap_masked-flattened_line_42-processed-gene-0.204-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.204&CDS=1-636
571	OG0000571	YBL041W	snap_masked-flattened_line_42-processed-gene-0.156-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.156&CDS=1-726
572	OG0000572	YBL045C	augustus_masked-flattened_line_14-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.69&CDS=1-1326
573	OG0000573	YBL047C	maker-flattened_line_102-snap-gene-0.80-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.80&CDS=1-4056
574	OG0000574	YBL049W	genemark-flattened_line_48-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.156&CDS=1-582
575	OG0000575	YBL050W	snap_masked-flattened_line_50-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.132&CDS=1-876
576	OG0000576	YBL051C	snap_masked-flattened_line_4-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.6&CDS=1-1914
577	OG0000577	YBL052C	genemark-flattened_line_4-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.85&CDS=1-2256
578	OG0000578	YBL055C	augustus_masked-flattened_line_4-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.65&CDS=1-1179
579	OG0000579	YBL057C	snap_masked-flattened_line_4-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.9&CDS=1-546
580	OG0000580	YBL058W	maker-flattened_line_4-snap-gene-0.77-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-0.77&CDS=1-1092
581	OG0000581	YBL059C-A	snap_masked-flattened_line_86-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.96&CDS=1-309
582	OG0000582	YBL060W	snap_masked-flattened_line_86-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.122&CDS=1-3066
583	OG0000583	YBL061C	snap_masked-flattened_line_2-processed-gene-4.114-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.114&CDS=1-1851
584	OG0000584	YBL064C	snap_masked-flattened_line_0-processed-gene-3.75-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.75&CDS=1-675
585	OG0000585	YBL066C	snap_masked-flattened_line_16-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.19&CDS=1-2784
586	OG0000586	YBL071W-A	snap_masked-flattened_line_16-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.40&CDS=1-216
587	OG0000587	YBL074C	augustus_masked-flattened_line_26-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.110&CDS=1-1017
588	OG0000588	YBL076C	snap_masked-flattened_line_26-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.73&CDS=1-2823
589	OG0000589	YBL078C	snap_masked-flattened_line_62-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.150&CDS=1-378
590	OG0000590	YBL080C	snap_masked-flattened_line_62-processed-gene-0.182-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.182&CDS=1-1485
591	OG0000591	YBL082C	snap_masked-flattened_line_26-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.32&CDS=1-1404
592	OG0000592	YBL084C	genemark-flattened_line_8-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.103&CDS=1-2007
593	OG0000593	YBL086C	snap_masked-flattened_line_10-processed-gene-2.79-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.79&CDS=1-1197
594	OG0000594	YBL088C	augustus_masked-flattened_line_76-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.66&CDS=1-8535
595	OG0000595	YBL091C	snap_masked-flattened_line_0-processed-gene-5.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.85&CDS=1-1275
596	OG0000596	YBL092W	snap_masked-flattened_line_20-processed-gene-2.19-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.19&CDS=1-399
597	OG0000597	YBL093C	snap_masked-flattened_line_20-processed-gene-2.18-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.18&CDS=1-492
598	OG0000598	YBL095W	snap_masked-flattened_line_0-processed-gene-5.119-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.119&CDS=1-669
599	OG0000599	YBL097W	snap_masked-flattened_line_2-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.24&CDS=1-2115
600	OG0000600	YBL098W	snap_masked-flattened_line_0-processed-gene-5.147-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.147&CDS=1-1371
601	OG0000601	YBL099W	snap_masked-flattened_line_54-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.125&CDS=1-1620
602	OG0000602	YBL102W	snap_masked-flattened_line_72-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.11&CDS=1-624
603	OG0000603	YBL105C	maker-flattened_line_44-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.94&CDS=1-11640
604	OG0000604	YBL107C	snap_masked-flattened_line_40-processed-gene-1.94-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.94&CDS=1-513
605	OG0000605	YBR003W	augustus_masked-flattened_line_110-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.19&CDS=1-1446
606	OG0000606	YBR004C	augustus_masked-flattened_line_6-processed-gene-3.165-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.165&CDS=1-1299
607	OG0000607	YBR007C	augustus_masked-flattened_line_106-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.48&CDS=1-1812
608	OG0000608	YBR011C	maker-flattened_line_90-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_90-augustus-gene-0.70&CDS=1-1122
609	OG0000609	YBR017C	snap_masked-flattened_line_50-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.89&CDS=1-2700
610	OG0000610	YBR018C	snap_masked-flattened_line_10-processed-gene-2.2-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.2&CDS=1-1089
611	OG0000611	YBR019C	maker-flattened_line_10-augustus-gene-2.324-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-2.324&CDS=1-2964
612	OG0000612	YBR023C	snap_masked-flattened_line_72-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.26&CDS=1-3360
613	OG0000613	YBR029C	snap_masked-flattened_line_60-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.51&CDS=1-1281
614	OG0000614	YBR034C	snap_masked-flattened_line_14-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.132&CDS=1-1017
615	OG0000615	YBR035C	snap_masked-flattened_line_20-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.100&CDS=1-681
616	OG0000616	YBR037C	snap_masked-flattened_line_142-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.11&CDS=1-939
617	OG0000617	YBR039W	maker-flattened_line_8-snap-gene-2.3-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.3&CDS=1-1116
618	OG0000618	YBR040W	snap_masked-flattened_line_12-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.32&CDS=1-327
619	OG0000619	YBR041W	genemark-flattened_line_4-processed-gene-3.44-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.44&CDS=1-1965
620	OG0000620	YBR043C	augustus_masked-flattened_line_12-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.63&CDS=1-1992
621	OG0000621	YBR046C	augustus_masked-flattened_line_36-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.69&CDS=1-963
622	OG0000622	YBR053C	augustus_masked-flattened_line_14-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.97&CDS=1-1002
623	OG0000623	YBR055C	snap_masked-flattened_line_24-processed-gene-1.160-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.160&CDS=1-2649
624	OG0000624	YBR056W	augustus_masked-flattened_line_36-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.64&CDS=1-4014
625	OG0000625	YBR058C	snap_masked-flattened_line_62-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.187&CDS=1-2241
626	OG0000626	YBR060C	snap_masked-flattened_line_0-processed-gene-2.35-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.35&CDS=1-2193
627	OG0000627	YBR061C	snap_masked-flattened_line_0-processed-gene-3.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.73&CDS=1-885
628	OG0000628	YBR065C	augustus_masked-flattened_line_0-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.78&CDS=1-1086
629	OG0000629	YBR073W	snap_masked-flattened_line_0-processed-gene-2.49-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.49&CDS=1-2550
630	OG0000630	YBR074W	snap_masked-flattened_line_0-processed-gene-2.48-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.48&CDS=1-2901
631	OG0000631	YBR079C	maker-flattened_line_78-augustus-gene-0.54-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.54&CDS=1-3825
632	OG0000632	YBR080C	snap_masked-flattened_line_20-processed-gene-1.55-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.55&CDS=1-2340
633	OG0000633	YBR083W	snap_masked-flattened_line_44-processed-gene-0.191-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.191&CDS=1-2130
634	OG0000634	YBR086C	snap_masked-flattened_line_4-processed-gene-4.19-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.19&CDS=1-2379
635	OG0000635	YBR087W	snap_masked-flattened_line_10-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.116&CDS=1-1071
636	OG0000636	YBR088C	snap_masked-flattened_line_10-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.101&CDS=1-777
637	OG0000637	YBR091C	augustus_masked-flattened_line_10-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.38&CDS=1-312
638	OG0000638	YBR094W	snap_masked-flattened_line_10-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.103&CDS=1-2277
639	OG0000639	YBR095C	snap_masked-flattened_line_10-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.100&CDS=1-1164
640	OG0000640	YBR096W	snap_masked-flattened_line_40-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.56&CDS=1-717
641	OG0000641	YBR097W	augustus_masked-flattened_line_12-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.85&CDS=1-4650
642	OG0000642	YBR101C	augustus_masked-flattened_line_4-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.91&CDS=1-834
643	OG0000643	YBR102C	augustus_masked-flattened_line_12-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.81&CDS=1-2268
644	OG0000644	YBR103W	snap_masked-flattened_line_12-processed-gene-1.13-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.13&CDS=1-1554
645	OG0000645	YBR106W	snap_masked-flattened_line_142-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.12&CDS=1-579
646	OG0000646	YBR109C	augustus_masked-flattened_line_6-processed-gene-3.173-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.173&CDS=1-447
647	OG0000647	YBR110W	genemark-flattened_line_6-processed-gene-3.35-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.35&CDS=1-1377
648	OG0000648	YBR111C	snap_masked-flattened_line_22-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.23&CDS=1-630
649	OG0000649	YBR111W-A	snap_masked-flattened_line_22-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.4&CDS=1-303
650	OG0000650	YBR112C	snap_masked-flattened_line_22-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.3&CDS=1-2763
651	OG0000651	YBR114W	snap_masked-flattened_line_44-processed-gene-0.234-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.234&CDS=1-2409
652	OG0000652	YBR115C	snap_masked-flattened_line_44-processed-gene-0.233-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.233&CDS=1-4023
653	OG0000653	YBR120C	snap_masked-flattened_line_12-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.61&CDS=1-333
654	OG0000654	YBR121C	snap_masked-flattened_line_2-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.82&CDS=1-1968
655	OG0000655	YBR122C	snap_masked-flattened_line_72-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.20&CDS=1-504
656	OG0000656	YBR123C	augustus_masked-flattened_line_6-processed-gene-3.184-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.184&CDS=1-1674
657	OG0000657	YBR126C	snap_masked-flattened_line_60-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.12&CDS=1-1419
658	OG0000658	YBR127C	snap_masked-flattened_line_60-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.11&CDS=1-1524
659	OG0000659	YBR131W	augustus_masked-flattened_line_40-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.101&CDS=1-1929
660	OG0000660	YBR133C	augustus_masked-flattened_line_60-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.115&CDS=1-1680
661	OG0000661	YBR135W	snap_masked-flattened_line_60-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.19&CDS=1-315
662	OG0000662	YBR136W	snap_masked-flattened_line_60-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.20&CDS=1-7023
663	OG0000663	YBR137W	snap_masked-flattened_line_70-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.25&CDS=1-474
664	OG0000664	YBR141C	snap_masked-flattened_line_50-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.97&CDS=1-990
665	OG0000665	YBR142W	snap_masked-flattened_line_50-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.137&CDS=1-2364
666	OG0000666	YBR143C	snap_masked-flattened_line_50-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.96&CDS=1-1305
667	OG0000667	YBR146W	snap_masked-flattened_line_78-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.71&CDS=1-1002
668	OG0000668	YBR149W	snap_masked-flattened_line_90-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.17&CDS=1-1017
669	OG0000669	YBR153W	genemark-flattened_line_78-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.11&CDS=1-768
