	OrthologID	Saccharomyces_cerevisiae	Spathaspora_hagerdaliae
537	OG0000537	YPL195W	genemark-LQHL01001719.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001719.1-processed-gene-0.1&CDS=1-3252, snap_masked-LQHL01000173.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQHL01000173.1-processed-gene-0.0&CDS=1-339
538	OG0000538	YPL227C	genemark-LQHL01001519.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001519.1-processed-gene-0.16&CDS=1-975, genemark-LQHL01001853.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001853.1-processed-gene-0.4&CDS=1-1029
539	OG0000539	YPL265W	genemark-LQHL01001532.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001532.1-processed-gene-0.5&CDS=1-1728, maker-LQHL01001818.1-snap-gene-0.73-mRNA-1_1&gene=maker-LQHL01001818.1-snap-gene-0.73&CDS=1-4560
540	OG0000540	YPR007C	augustus_masked-LQHL01001345.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQHL01001345.1-processed-gene-0.1&CDS=1-1992, augustus_masked-LQHL01001527.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQHL01001527.1-processed-gene-0.4&CDS=1-177
541	OG0000541	YPR037C	augustus_masked-LQHL01000223.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQHL01000223.1-processed-gene-0.2&CDS=1-384, genemark-LQHL01001833.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQHL01001833.1-processed-gene-0.67&CDS=1-684
542	OG0000542	YPR063C	augustus_masked-LQHL01000926.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQHL01000926.1-processed-gene-0.3&CDS=1-111, genemark-LQHL01001592.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001592.1-processed-gene-0.10&CDS=1-375
543	OG0000543	YPR085C	genemark-LQHL01001750.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQHL01001750.1-processed-gene-0.32&CDS=1-1215, snap_masked-LQHL01000324.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQHL01000324.1-processed-gene-0.1&CDS=1-375
544	OG0000544	YPR091C	augustus_masked-LQHL01000988.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQHL01000988.1-processed-gene-0.1&CDS=1-591, genemark-LQHL01001495.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001495.1-processed-gene-0.10&CDS=1-2670
545	OG0000545	YPR124W	genemark-LQHL01001481.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001481.1-processed-gene-0.2&CDS=1-738, snap_masked-LQHL01000897.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQHL01000897.1-processed-gene-0.4&CDS=1-441
546	OG0000546	YPR159W	genemark-LQHL01001507.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001507.1-processed-gene-0.1&CDS=1-2121, genemark-LQHL01001667.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001667.1-processed-gene-0.15&CDS=1-1893
547	OG0000547	YPR169W-A, YPR170W-B	snap_masked-LQHL01001794.1-processed-gene-0.40-mRNA-1_1&gene=snap_masked-LQHL01001794.1-processed-gene-0.40&CDS=1-255
548	OG0000548	YPR173C	genemark-LQHL01001680.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001680.1-processed-gene-0.15&CDS=1-1302, genemark-LQHL01001793.1-processed-gene-0.41-mRNA-1_1&gene=genemark-LQHL01001793.1-processed-gene-0.41&CDS=1-1302
549	OG0000549	YPR189W	genemark-LQHL01001692.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001692.1-processed-gene-0.2&CDS=1-4344, maker-LQHL01001692.1-augustus-gene-0.30-mRNA-1_1&gene=maker-LQHL01001692.1-augustus-gene-0.30&CDS=1-546
550	OG0000550	YPR194C	augustus_masked-LQHL01001847.1-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-LQHL01001847.1-processed-gene-0.85&CDS=1-2721, genemark-LQHL01001858.1-processed-gene-0.66-mRNA-1_1&gene=genemark-LQHL01001858.1-processed-gene-0.66&CDS=1-2709
551	OG0000551	YAL002W	genemark-LQHL01001861.1-processed-gene-0.79-mRNA-1_1&gene=genemark-LQHL01001861.1-processed-gene-0.79&CDS=1-4863
552	OG0000552	YAL003W	genemark-LQHL01001815.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQHL01001815.1-processed-gene-0.49&CDS=1-645
553	OG0000553	YAL005C	genemark-LQHL01001845.1-processed-gene-0.106-mRNA-1_1&gene=genemark-LQHL01001845.1-processed-gene-0.106&CDS=1-1962
554	OG0000554	YAL008W	genemark-LQHL01001505.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001505.1-processed-gene-0.6&CDS=1-633
555	OG0000555	YAL009W	genemark-LQHL01001860.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001860.1-processed-gene-0.14&CDS=1-1488
556	OG0000556	YAL010C	augustus_masked-LQHL01001712.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQHL01001712.1-processed-gene-0.21&CDS=1-1722
557	OG0000557	YAL012W	genemark-LQHL01001590.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQHL01001590.1-processed-gene-0.23&CDS=1-1197
558	OG0000558	YAL013W	genemark-LQHL01001860.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQHL01001860.1-processed-gene-0.34&CDS=1-1725
559	OG0000559	YAL014C	genemark-LQHL01001847.1-processed-gene-0.35-mRNA-1_1&gene=genemark-LQHL01001847.1-processed-gene-0.35&CDS=1-786
560	OG0000560	YAL016W	maker-LQHL01001551.1-snap-gene-0.3-mRNA-1_1&gene=maker-LQHL01001551.1-snap-gene-0.3&CDS=1-2001
561	OG0000561	YAL019W	snap_masked-LQHL01001648.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-LQHL01001648.1-processed-gene-0.23&CDS=1-3360
562	OG0000562	YAL020C	genemark-LQHL01001590.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQHL01001590.1-processed-gene-0.25&CDS=1-1050
563	OG0000563	YAL021C	genemark-LQHL01001452.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001452.1-processed-gene-0.12&CDS=1-3636
564	OG0000564	YAL022C	augustus_masked-LQHL01001594.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQHL01001594.1-processed-gene-0.25&CDS=1-1389
565	OG0000565	YAL024C	genemark-LQHL01001850.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQHL01001850.1-processed-gene-0.47&CDS=1-4476
566	OG0000566	YAL025C	genemark-LQHL01001850.1-processed-gene-0.55-mRNA-1_1&gene=genemark-LQHL01001850.1-processed-gene-0.55&CDS=1-909
567	OG0000567	YAL026C	genemark-LQHL01001867.1-processed-gene-0.106-mRNA-1_1&gene=genemark-LQHL01001867.1-processed-gene-0.106&CDS=1-3984
568	OG0000568	YAL032C	genemark-LQHL01001676.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001676.1-processed-gene-0.16&CDS=1-900
569	OG0000569	YAL033W	snap_masked-LQHL01001709.1-processed-gene-0.33-mRNA-1_1&gene=snap_masked-LQHL01001709.1-processed-gene-0.33&CDS=1-336
570	OG0000570	YAL034W-A	genemark-LQHL01001790.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQHL01001790.1-processed-gene-0.32&CDS=1-990
571	OG0000571	YAL035W	genemark-LQHL01001702.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001702.1-processed-gene-0.7&CDS=1-3057
572	OG0000572	YAL036C	genemark-LQHL01001702.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001702.1-processed-gene-0.0&CDS=1-1101
573	OG0000573	YAL038W	augustus_masked-LQHL01001050.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQHL01001050.1-processed-gene-0.1&CDS=1-1320
574	OG0000574	YAL039C	genemark-LQHL01001869.1-processed-gene-0.78-mRNA-1_1&gene=genemark-LQHL01001869.1-processed-gene-0.78&CDS=1-801
575	OG0000575	YAL042W	genemark-LQHL01001869.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQHL01001869.1-processed-gene-0.54&CDS=1-1236
576	OG0000576	YAL043C	augustus_masked-LQHL01001276.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQHL01001276.1-processed-gene-0.3&CDS=1-1269
577	OG0000577	YAL044C	genemark-LQHL01001845.1-processed-gene-0.96-mRNA-1_1&gene=genemark-LQHL01001845.1-processed-gene-0.96&CDS=1-549
578	OG0000578	YAL046C	genemark-LQHL01001725.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQHL01001725.1-processed-gene-0.30&CDS=1-354
579	OG0000579	YAL048C	maker-LQHL01001814.1-augustus-gene-0.23-mRNA-1_1&gene=maker-LQHL01001814.1-augustus-gene-0.23&CDS=1-2628
580	OG0000580	YAL049C	maker-LQHL01001837.1-snap-gene-0.122-mRNA-1_1&gene=maker-LQHL01001837.1-snap-gene-0.122&CDS=1-1368
581	OG0000581	YAL051W, YOR363C	
582	OG0000582	YAL053W	genemark-LQHL01001803.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001803.1-processed-gene-0.5&CDS=1-2364
583	OG0000583	YAL054C	genemark-LQHL01001771.1-processed-gene-0.46-mRNA-1_1&gene=genemark-LQHL01001771.1-processed-gene-0.46&CDS=1-2061
584	OG0000584	YAL058W	genemark-LQHL01001700.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQHL01001700.1-processed-gene-0.31&CDS=1-1740
585	OG0000585	YAL059W	snap_masked-LQHL01001700.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LQHL01001700.1-processed-gene-0.18&CDS=1-654
586	OG0000586	YAL067C	maker-LQHL01001654.1-snap-gene-0.27-mRNA-1_1&gene=maker-LQHL01001654.1-snap-gene-0.27&CDS=1-3351
587	OG0000587	YAR002W	genemark-LQHL01001664.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001664.1-processed-gene-0.16&CDS=1-1734
588	OG0000588	YAR003W	genemark-LQHL01001861.1-processed-gene-0.94-mRNA-1_1&gene=genemark-LQHL01001861.1-processed-gene-0.94&CDS=1-1332
589	OG0000589	YAR007C	genemark-LQHL01001840.1-processed-gene-0.60-mRNA-1_1&gene=genemark-LQHL01001840.1-processed-gene-0.60&CDS=1-1929
590	OG0000590	YAR008W	genemark-LQHL01001494.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001494.1-processed-gene-0.13&CDS=1-816
591	OG0000591	YAR009C, YPR137C-B	
592	OG0000592	YAR014C	genemark-LQHL01001859.1-processed-gene-0.120-mRNA-1_1&gene=genemark-LQHL01001859.1-processed-gene-0.120&CDS=1-2178
593	OG0000593	YAR015W	genemark-LQHL01001848.1-processed-gene-0.87-mRNA-1_1&gene=genemark-LQHL01001848.1-processed-gene-0.87&CDS=1-924
594	OG0000594	YAR018C	genemark-LQHL01001580.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQHL01001580.1-processed-gene-0.20&CDS=1-1632
595	OG0000595	YAR019C	genemark-LQHL01001772.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001772.1-processed-gene-0.12&CDS=1-3447
596	OG0000596	YAR035W	genemark-LQHL01001831.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001831.1-processed-gene-0.10&CDS=1-2259
597	OG0000597	YAR042W	genemark-LQHL01001794.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001794.1-processed-gene-0.7&CDS=1-3597
598	OG0000598	YBL004W	maker-LQHL01001780.1-augustus-gene-0.16-mRNA-1_1&gene=maker-LQHL01001780.1-augustus-gene-0.16&CDS=1-7713
599	OG0000599	YBL007C	genemark-LQHL01001807.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQHL01001807.1-processed-gene-0.47&CDS=1-3636
600	OG0000600	YBL011W	genemark-LQHL01001769.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQHL01001769.1-processed-gene-0.39&CDS=1-2223
601	OG0000601	YBL013W	genemark-LQHL01001838.1-processed-gene-0.77-mRNA-1_1&gene=genemark-LQHL01001838.1-processed-gene-0.77&CDS=1-1164
602	OG0000602	YBL014C	augustus_masked-LQHL01001838.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LQHL01001838.1-processed-gene-0.47&CDS=1-2433
603	OG0000603	YBL015W	genemark-LQHL01001793.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQHL01001793.1-processed-gene-0.39&CDS=1-1572
604	OG0000604	YBL016W	genemark-LQHL01001835.1-processed-gene-0.79-mRNA-1_1&gene=genemark-LQHL01001835.1-processed-gene-0.79&CDS=1-1119
605	OG0000605	YBL019W	genemark-LQHL01001844.1-processed-gene-0.68-mRNA-1_1&gene=genemark-LQHL01001844.1-processed-gene-0.68&CDS=1-1443
606	OG0000606	YBL020W	genemark-LQHL01001866.1-processed-gene-0.136-mRNA-1_1&gene=genemark-LQHL01001866.1-processed-gene-0.136&CDS=1-1689
607	OG0000607	YBL021C	genemark-LQHL01001866.1-processed-gene-0.109-mRNA-1_1&gene=genemark-LQHL01001866.1-processed-gene-0.109&CDS=1-975
608	OG0000608	YBL022C	genemark-LQHL01001866.1-processed-gene-0.112-mRNA-1_1&gene=genemark-LQHL01001866.1-processed-gene-0.112&CDS=1-3357
609	OG0000609	YBL023C	genemark-LQHL01001782.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQHL01001782.1-processed-gene-0.27&CDS=1-3543
610	OG0000610	YBL024W	genemark-LQHL01001866.1-processed-gene-0.110-mRNA-1_1&gene=genemark-LQHL01001866.1-processed-gene-0.110&CDS=1-2112
611	OG0000611	YBL026W	genemark-LQHL01001866.1-processed-gene-0.107-mRNA-1_1&gene=genemark-LQHL01001866.1-processed-gene-0.107&CDS=1-1551
612	OG0000612	YBL028C	genemark-LQHL01001871.1-processed-gene-0.67-mRNA-1_1&gene=genemark-LQHL01001871.1-processed-gene-0.67&CDS=1-303
613	OG0000613	YBL029W	genemark-LQHL01001827.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQHL01001827.1-processed-gene-0.57&CDS=1-2055
614	OG0000614	YBL032W	genemark-LQHL01001632.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001632.1-processed-gene-0.7&CDS=1-1293
615	OG0000615	YBL033C	genemark-LQHL01001847.1-processed-gene-0.45-mRNA-1_1&gene=genemark-LQHL01001847.1-processed-gene-0.45&CDS=1-1137
616	OG0000616	YBL035C	augustus_masked-LQHL01001585.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQHL01001585.1-processed-gene-0.14&CDS=1-3687
617	OG0000617	YBL036C	genemark-LQHL01001341.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001341.1-processed-gene-0.3&CDS=1-744
618	OG0000618	YBL037W	augustus_masked-LQHL01001600.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQHL01001600.1-processed-gene-0.15&CDS=1-4230
619	OG0000619	YBL038W	genemark-LQHL01001851.1-processed-gene-0.103-mRNA-1_1&gene=genemark-LQHL01001851.1-processed-gene-0.103&CDS=1-690
620	OG0000620	YBL039C	genemark-LQHL01001788.1-processed-gene-0.74-mRNA-1_1&gene=genemark-LQHL01001788.1-processed-gene-0.74&CDS=1-1656
621	OG0000621	YBL040C	genemark-LQHL01001837.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQHL01001837.1-processed-gene-0.43&CDS=1-636
622	OG0000622	YBL041W	genemark-LQHL01001837.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQHL01001837.1-processed-gene-0.58&CDS=1-729
623	OG0000623	YBL045C	genemark-LQHL01001865.1-processed-gene-0.140-mRNA-1_1&gene=genemark-LQHL01001865.1-processed-gene-0.140&CDS=1-1329
624	OG0000624	YBL047C	augustus_masked-LQHL01001728.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQHL01001728.1-processed-gene-0.22&CDS=1-3723
625	OG0000625	YBL049W	augustus_masked-LQHL01001850.1-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-LQHL01001850.1-processed-gene-0.80&CDS=1-672
626	OG0000626	YBL050W	genemark-LQHL01001546.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001546.1-processed-gene-0.17&CDS=1-879
627	OG0000627	YBL051C	genemark-LQHL01001836.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQHL01001836.1-processed-gene-0.40&CDS=1-2229
628	OG0000628	YBL052C	augustus_masked-LQHL01001836.1-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-LQHL01001836.1-processed-gene-0.74&CDS=1-2334
629	OG0000629	YBL054W	genemark-LQHL01001836.1-processed-gene-0.57-mRNA-1_1&gene=genemark-LQHL01001836.1-processed-gene-0.57&CDS=1-1794
630	OG0000630	YBL055C	genemark-LQHL01001836.1-processed-gene-0.56-mRNA-1_1&gene=genemark-LQHL01001836.1-processed-gene-0.56&CDS=1-1152
631	OG0000631	YBL057C	genemark-LQHL01001836.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQHL01001836.1-processed-gene-0.44&CDS=1-621
632	OG0000632	YBL058W	maker-LQHL01001836.1-augustus-gene-0.38-mRNA-1_1&gene=maker-LQHL01001836.1-augustus-gene-0.38&CDS=1-1086
633	OG0000633	YBL059C-A	genemark-LQHL01001841.1-processed-gene-0.102-mRNA-1_1&gene=genemark-LQHL01001841.1-processed-gene-0.102&CDS=1-309
634	OG0000634	YBL060W	snap_masked-LQHL01001799.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-LQHL01001799.1-processed-gene-0.52&CDS=1-3159
635	OG0000635	YBL061C	genemark-LQHL01001526.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001526.1-processed-gene-0.0&CDS=1-2070
636	OG0000636	YBL064C	genemark-LQHL01001841.1-processed-gene-0.78-mRNA-1_1&gene=genemark-LQHL01001841.1-processed-gene-0.78&CDS=1-675
637	OG0000637	YBL066C	genemark-LQHL01001707.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001707.1-processed-gene-0.8&CDS=1-2742
638	OG0000638	YBL071W-A	augustus_masked-LQHL01001712.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQHL01001712.1-processed-gene-0.20&CDS=1-207
639	OG0000639	YBL076C	genemark-LQHL01001690.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQHL01001690.1-processed-gene-0.8&CDS=1-3249
640	OG0000640	YBL078C	snap_masked-LQHL01001855.1-processed-gene-0.46-mRNA-1_1&gene=snap_masked-LQHL01001855.1-processed-gene-0.46&CDS=1-420
641	OG0000641	YBL079W	augustus_masked-LQHL01001855.1-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-LQHL01001855.1-processed-gene-0.110&CDS=1-4323
642	OG0000642	YBL080C	genemark-LQHL01001855.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001855.1-processed-gene-0.1&CDS=1-1518
643	OG0000643	YBL082C	maker-LQHL01001825.1-augustus-gene-0.40-mRNA-1_1&gene=maker-LQHL01001825.1-augustus-gene-0.40&CDS=1-3375
644	OG0000644	YBL084C	augustus_masked-LQHL01001770.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQHL01001770.1-processed-gene-0.4&CDS=1-2319
645	OG0000645	YBL088C	maker-LQHL01001626.1-snap-gene-0.2-mRNA-1_1&gene=maker-LQHL01001626.1-snap-gene-0.2&CDS=1-8694
646	OG0000646	YBL091C	genemark-LQHL01001618.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001618.1-processed-gene-0.4&CDS=1-1251
647	OG0000647	YBL092W	augustus_masked-LQHL01001854.1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-LQHL01001854.1-processed-gene-0.63&CDS=1-420
648	OG0000648	YBL095W	genemark-LQHL01001772.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001772.1-processed-gene-0.10&CDS=1-666
649	OG0000649	YBL097W	genemark-LQHL01001727.1-processed-gene-0.36-mRNA-1_1&gene=genemark-LQHL01001727.1-processed-gene-0.36&CDS=1-2376
650	OG0000650	YBL098W	genemark-LQHL01001726.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001726.1-processed-gene-0.3&CDS=1-1431
651	OG0000651	YBL099W	maker-LQHL01001548.1-snap-gene-0.17-mRNA-1_1&gene=maker-LQHL01001548.1-snap-gene-0.17&CDS=1-1635
652	OG0000652	YBL102W	genemark-LQHL01001852.1-processed-gene-0.93-mRNA-1_1&gene=genemark-LQHL01001852.1-processed-gene-0.93&CDS=1-669
653	OG0000653	YBL103C	genemark-LQHL01001852.1-processed-gene-0.109-mRNA-1_1&gene=genemark-LQHL01001852.1-processed-gene-0.109&CDS=1-1569
654	OG0000654	YBL104C	augustus_masked-LQHL01001871.1-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-LQHL01001871.1-processed-gene-0.147&CDS=1-5253
655	OG0000655	YBL107C	maker-LQHL01001761.1-snap-gene-0.12-mRNA-1_1&gene=maker-LQHL01001761.1-snap-gene-0.12&CDS=1-807
656	OG0000656	YBR003W	genemark-LQHL01001528.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001528.1-processed-gene-0.1&CDS=1-1488
657	OG0000657	YBR006W	genemark-LQHL01001871.1-processed-gene-0.107-mRNA-1_1&gene=genemark-LQHL01001871.1-processed-gene-0.107&CDS=1-1479
658	OG0000658	YBR007C	genemark-LQHL01001666.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001666.1-processed-gene-0.16&CDS=1-1656
659	OG0000659	YBR011C	genemark-LQHL01001677.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQHL01001677.1-processed-gene-0.20&CDS=1-861
660	OG0000660	YBR017C	genemark-LQHL01001859.1-processed-gene-0.119-mRNA-1_1&gene=genemark-LQHL01001859.1-processed-gene-0.119&CDS=1-2772
661	OG0000661	YBR018C	maker-LQHL01001722.1-snap-gene-0.56-mRNA-1_1&gene=maker-LQHL01001722.1-snap-gene-0.56&CDS=1-2049
662	OG0000662	YBR019C	genemark-LQHL01001722.1-processed-gene-0.17-mRNA-1_1&gene=genemark-LQHL01001722.1-processed-gene-0.17&CDS=1-2058
663	OG0000663	YBR023C	genemark-LQHL01001547.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001547.1-processed-gene-0.0&CDS=1-3771
664	OG0000664	YBR025C	genemark-LQHL01001789.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001789.1-processed-gene-0.6&CDS=1-1188
665	OG0000665	YBR026C	genemark-LQHL01001848.1-processed-gene-0.70-mRNA-1_1&gene=genemark-LQHL01001848.1-processed-gene-0.70&CDS=1-1170
666	OG0000666	YBR028C	genemark-LQHL01001852.1-processed-gene-0.119-mRNA-1_1&gene=genemark-LQHL01001852.1-processed-gene-0.119&CDS=1-1362
667	OG0000667	YBR029C	genemark-LQHL01001398.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001398.1-processed-gene-0.2&CDS=1-1335
668	OG0000668	YBR030W	genemark-LQHL01001872.1-processed-gene-0.140-mRNA-1_1&gene=genemark-LQHL01001872.1-processed-gene-0.140&CDS=1-1923
669	OG0000669	YBR034C	maker-LQHL01001417.1-augustus-gene-0.15-mRNA-1_1&gene=maker-LQHL01001417.1-augustus-gene-0.15&CDS=1-1452
670	OG0000670	YBR035C	genemark-LQHL01001866.1-processed-gene-0.150-mRNA-1_1&gene=genemark-LQHL01001866.1-processed-gene-0.150&CDS=1-720
671	OG0000671	YBR037C	maker-LQHL01001798.1-augustus-gene-0.50-mRNA-1_1&gene=maker-LQHL01001798.1-augustus-gene-0.50&CDS=1-879
672	OG0000672	YBR038W	genemark-LQHL01001862.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001862.1-processed-gene-0.15&CDS=1-3078
673	OG0000673	YBR039W	maker-LQHL01001348.1-snap-gene-0.6-mRNA-1_1&gene=maker-LQHL01001348.1-snap-gene-0.6&CDS=1-1215
674	OG0000674	YBR040W	genemark-LQHL01001299.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001299.1-processed-gene-0.1&CDS=1-717
675	OG0000675	YBR041W	snap_masked-LQHL01001688.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-LQHL01001688.1-processed-gene-0.22&CDS=1-2523
676	OG0000676	YBR042C	genemark-LQHL01001299.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001299.1-processed-gene-0.0&CDS=1-1263
677	OG0000677	YBR043C	genemark-LQHL01001072.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001072.1-processed-gene-0.2&CDS=1-1854
678	OG0000678	YBR046C	genemark-LQHL01001617.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001617.1-processed-gene-0.14&CDS=1-1014
679	OG0000679	YBR053C	genemark-LQHL01001733.1-processed-gene-0.41-mRNA-1_1&gene=genemark-LQHL01001733.1-processed-gene-0.41&CDS=1-993
680	OG0000680	YBR055C	genemark-LQHL01001845.1-processed-gene-0.86-mRNA-1_1&gene=genemark-LQHL01001845.1-processed-gene-0.86&CDS=1-2682
681	OG0000681	YBR056W	augustus_masked-LQHL01001872.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LQHL01001872.1-processed-gene-0.39&CDS=1-4206
682	OG0000682	YBR057C	augustus_masked-LQHL01001865.1-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-LQHL01001865.1-processed-gene-0.72&CDS=1-1245
683	OG0000683	YBR058C	snap_masked-LQHL01001859.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-LQHL01001859.1-processed-gene-0.47&CDS=1-1338
684	OG0000684	YBR060C	genemark-LQHL01001823.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQHL01001823.1-processed-gene-0.33&CDS=1-2271
685	OG0000685	YBR061C	genemark-LQHL01001867.1-processed-gene-0.140-mRNA-1_1&gene=genemark-LQHL01001867.1-processed-gene-0.140&CDS=1-885
686	OG0000686	YBR062C	maker-LQHL01001867.1-augustus-gene-0.96-mRNA-1_1&gene=maker-LQHL01001867.1-augustus-gene-0.96&CDS=1-1599
687	OG0000687	YBR065C	genemark-LQHL01001823.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQHL01001823.1-processed-gene-0.30&CDS=1-1062
688	OG0000688	YBR070C	genemark-LQHL01001823.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQHL01001823.1-processed-gene-0.31&CDS=1-684
689	OG0000689	YBR073W	genemark-LQHL01001771.1-processed-gene-0.54-mRNA-1_1&gene=genemark-LQHL01001771.1-processed-gene-0.54&CDS=1-2682
690	OG0000690	YBR074W	genemark-LQHL01001771.1-processed-gene-0.53-mRNA-1_1&gene=genemark-LQHL01001771.1-processed-gene-0.53&CDS=1-2916
691	OG0000691	YBR079C	genemark-LQHL01001827.1-processed-gene-0.52-mRNA-1_1&gene=genemark-LQHL01001827.1-processed-gene-0.52&CDS=1-2652
692	OG0000692	YBR080C	genemark-LQHL01001827.1-processed-gene-0.58-mRNA-1_1&gene=genemark-LQHL01001827.1-processed-gene-0.58&CDS=1-2391
693	OG0000693	YBR081C	augustus_masked-LQHL01001440.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQHL01001440.1-processed-gene-0.1&CDS=1-7179
