	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041855_Candida_ascalaphidarum
759	OG0000759	YCR071C	augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.87&CDS=1-2235
760	OG0000760	YCR072C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.32&CDS=1-1554
761	OG0000761	YCR077C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.1-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.1&CDS=1-2550
762	OG0000762	YCR079W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.141&CDS=1-1221
763	OG0000763	YCR081W	augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.65&CDS=1-4902
764	OG0000764	YCR084C	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.88&CDS=1-1857
765	OG0000765	YCR086W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.76&CDS=1-846
766	OG0000766	YCR087C-A	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.90&CDS=1-504
767	OG0000767	YCR088W	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.89&CDS=1-2040
768	OG0000768	YCR090C	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-0.17&CDS=1-486
769	OG0000769	YCR091W	genemark-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.105-mRNA-1_1&gene=genemark-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.105&CDS=1-2205
770	OG0000770	YCR092C	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.56&CDS=1-4755
771	OG0000771	YCR093W	genemark-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.72&CDS=1-6585
772	OG0000772	YCR095C	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.164-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.164&CDS=1-1296
773	OG0000773	YCR098C	maker-NODE_28_length_68937_cov_48.1374_ID_5330-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_28_length_68937_cov_48.1374_ID_5330-augustus-gene-0.3&CDS=1-1677
774	OG0000774	YDL001W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-1.12&CDS=1-1224
775	OG0000775	YDL003W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.83&CDS=1-1542
776	OG0000776	YDL004W	maker-NODE_17_length_248381_cov_48.134_ID_3588-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_17_length_248381_cov_48.134_ID_3588-augustus-gene-0.2&CDS=1-1335
777	OG0000777	YDL006W	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-0.24&CDS=1-960
778	OG0000778	YDL007W	augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.140&CDS=1-1302
779	OG0000779	YDL008W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.86&CDS=1-408
780	OG0000780	YDL014W	augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-2.9&CDS=1-948
781	OG0000781	YDL015C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.135-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.135&CDS=1-918
782	OG0000782	YDL017W	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-1.114&CDS=1-1674
783	OG0000783	YDL028C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.62&CDS=1-2091
784	OG0000784	YDL029W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.59&CDS=1-1176
785	OG0000785	YDL030W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.20&CDS=1-1500
786	OG0000786	YDL031W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.43&CDS=1-2757
787	OG0000787	YDL033C	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-2.47&CDS=1-1530
788	OG0000788	YDL035C	snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-0.0&CDS=1-1962
789	OG0000789	YDL040C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.0&CDS=1-2301
790	OG0000790	YDL043C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.141&CDS=1-720
791	OG0000791	YDL045C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.140-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-2.140&CDS=1-795
792	OG0000792	YDL046W	augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-1.59&CDS=1-579
793	OG0000793	YDL051W	snap_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.102&CDS=1-867
794	OG0000794	YDL052C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.166-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.166&CDS=1-882
795	OG0000795	YDL054C	snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.112&CDS=1-1401
796	OG0000796	YDL055C	snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-1.113&CDS=1-1086
797	OG0000797	YDL057W	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.194-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.194&CDS=1-1902
798	OG0000798	YDL060W	maker-NODE_11_length_451756_cov_44.098_ID_3270-snap-gene-0.46-mRNA-1_1&gene=maker-NODE_11_length_451756_cov_44.098_ID_3270-snap-gene-0.46&CDS=1-3483
799	OG0000799	YDL063C	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.2&CDS=1-1926
800	OG0000800	YDL064W	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.21&CDS=1-474
801	OG0000801	YDL065C	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.102&CDS=1-990
802	OG0000802	YDL067C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.150-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-2.150&CDS=1-183
803	OG0000803	YDL072C	snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.138-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.138&CDS=1-561
804	OG0000804	YDL074C	genemark-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-1.20&CDS=1-2013
805	OG0000805	YDL077C	augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-0.92&CDS=1-3726
806	OG0000806	YDL081C	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.212-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.212&CDS=1-324
807	OG0000807	YDL084W	maker-NODE_3_length_696070_cov_41.4075_ID_3205-snap-gene-2.114-mRNA-1_1&gene=maker-NODE_3_length_696070_cov_41.4075_ID_3205-snap-gene-2.114&CDS=1-1302
808	OG0000808	YDL086W	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.224-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.224&CDS=1-807
809	OG0000809	YDL087C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-2.94&CDS=1-720
810	OG0000810	YDL091C	genemark-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.81&CDS=1-1362
811	OG0000811	YDL092W	snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.215-mRNA-1_1&gene=snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.215&CDS=1-396
812	OG0000812	YDL097C	snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.262-mRNA-1_1&gene=snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.262&CDS=1-1263
813	OG0000813	YDL098C	augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-4.76&CDS=1-498
814	OG0000814	YDL100C	maker-NODE_19_length_233523_cov_44.9681_ID_4879-snap-gene-1.89-mRNA-1_1&gene=maker-NODE_19_length_233523_cov_44.9681_ID_4879-snap-gene-1.89&CDS=1-1245
815	OG0000815	YDL101C	snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.96&CDS=1-1377
816	OG0000816	YDL102W	augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.77&CDS=1-3243
817	OG0000817	YDL103C	snap_masked-NODE_27_length_97553_cov_53.5465_ID_5175-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_27_length_97553_cov_53.5465_ID_5175-processed-gene-0.86&CDS=1-1437
818	OG0000818	YDL104C	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.27&CDS=1-1281
819	OG0000819	YDL106C	snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.118&CDS=1-1398
820	OG0000820	YDL107W	genemark-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.29&CDS=1-1068
821	OG0000821	YDL108W	snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.114&CDS=1-1038
822	OG0000822	YDL110C	snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.263-mRNA-1_1&gene=snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.263&CDS=1-297
823	OG0000823	YDL111C	snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.217-mRNA-1_1&gene=snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.217&CDS=1-834
824	OG0000824	YDL112W	snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.260-mRNA-1_1&gene=snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.260&CDS=1-4248
825	OG0000825	YDL115C	augustus_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.122&CDS=1-954
826	OG0000826	YDL116W	snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.219-mRNA-1_1&gene=snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.219&CDS=1-2316
827	OG0000827	YDL117W	snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.115-mRNA-1_1&gene=snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-0.115&CDS=1-2931
828	OG0000828	YDL119C	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-0.38&CDS=1-930
829	OG0000829	YDL120W	augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-2.29&CDS=1-477
830	OG0000830	YDL122W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.152&CDS=1-2034
831	OG0000831	YDL124W	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-0.102&CDS=1-915
832	OG0000832	YDL125C	snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.74&CDS=1-453
833	OG0000833	YDL126C	snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.31&CDS=1-2490
834	OG0000834	YDL128W	snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.60-mRNA-1_1&gene=snap_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.60&CDS=1-1230
835	OG0000835	YDL133W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.123-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.123&CDS=1-1149
836	OG0000836	YDL135C	augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.129&CDS=1-597
837	OG0000837	YDL140C	maker-NODE_17_length_248381_cov_48.134_ID_3588-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_17_length_248381_cov_48.134_ID_3588-augustus-gene-0.3&CDS=1-5766
838	OG0000838	YDL141W	augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-0.131&CDS=1-2043
839	OG0000839	YDL142C	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.90&CDS=1-744
840	OG0000840	YDL143W	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.182-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.182&CDS=1-1581
841	OG0000841	YDL144C	snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_13_length_368441_cov_46.401_ID_4565-processed-gene-2.93&CDS=1-1017
842	OG0000842	YDL145C	maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-7.10-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-snap-gene-7.10&CDS=1-7653
843	OG0000843	YDL146W	maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-4.161-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-4.161&CDS=1-1419
844	OG0000844	YDL148C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.30-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.30&CDS=1-2259
845	OG0000845	YDL149W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.31-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.31&CDS=1-2589
846	OG0000846	YDL150W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.2&CDS=1-1101
847	OG0000847	YDL153C	genemark-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.109-mRNA-1_1&gene=genemark-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-4.109&CDS=1-1827
848	OG0000848	YDL155W	snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-2.93&CDS=1-1266
849	OG0000849	YDL156W	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.133&CDS=1-2499
850	OG0000850	YDL157C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.49&CDS=1-282
851	OG0000851	YDL159W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-3.47&CDS=1-1446
852	OG0000852	YDL160C	augustus_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.91&CDS=1-1560
853	OG0000853	YDL164C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.64&CDS=1-2148
854	OG0000854	YDL165W	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.160-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.160&CDS=1-552
855	OG0000855	YDL166C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.206-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.206&CDS=1-732
856	OG0000856	YDL167C	genemark-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.245-mRNA-1_1&gene=genemark-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-2.245&CDS=1-2001
857	OG0000857	YDL168W	maker-NODE_2_length_744676_cov_45.4856_ID_3712-snap-gene-4.97-mRNA-1_1&gene=maker-NODE_2_length_744676_cov_45.4856_ID_3712-snap-gene-4.97&CDS=1-1140
858	OG0000858	YDL171C	snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.197&CDS=1-6372
859	OG0000859	YDL173W	snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.85&CDS=1-564
860	OG0000860	YDL178W	maker-NODE_3_length_696070_cov_41.4075_ID_3205-augustus-gene-3.53-mRNA-1_1&gene=maker-NODE_3_length_696070_cov_41.4075_ID_3205-augustus-gene-3.53&CDS=1-1896
861	OG0000861	YDL183C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.103&CDS=1-972
862	OG0000862	YDL185W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-7.39&CDS=1-2397
863	OG0000863	YDL190C	augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.164&CDS=1-3180
864	OG0000864	YDL193W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.17-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-6.17&CDS=1-864
865	OG0000865	YDL195W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.97&CDS=1-3639
866	OG0000866	YDL198C	genemark-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.115&CDS=1-1050
867	OG0000867	YDL201W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.76-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.76&CDS=1-828
868	OG0000868	YDL202W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.75&CDS=1-705
869	OG0000869	YDL205C	snap_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_24_length_151756_cov_42.0566_ID_4017-processed-gene-0.152&CDS=1-1017
870	OG0000870	YDL207W	augustus_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.155&CDS=1-1410
871	OG0000871	YDL208W	snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_20_length_207076_cov_46.0262_ID_5043-processed-gene-1.35&CDS=1-453
872	OG0000872	YDL209C	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.169-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.169&CDS=1-936
873	OG0000873	YDL212W	snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.92&CDS=1-639
874	OG0000874	YDL213C	snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.91&CDS=1-609
875	OG0000875	YDL215C	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.74&CDS=1-3165
876	OG0000876	YDL217C	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.46&CDS=1-537
877	OG0000877	YDL225W	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.83&CDS=1-1833
