	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035286_Candida_azyma
114	OG0000114	YDR038C, YDR039C, YDR040C	augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-1.88&CDS=1-3195
115	OG0000115	YDR103W, YJL157C	augustus_masked-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-0.124&CDS=1-2373, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-5.40-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-5.40&CDS=1-2955
116	OG0000116	YDR109C, YNL249C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-1.30&CDS=1-1632, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.3-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.3&CDS=1-2169
117	OG0000117	YDR135C, YLL015W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.9-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.9&CDS=1-4374, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.175-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.175&CDS=1-4509
118	OG0000118	YDR144C, YLR120C, YLR121C	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.145-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.145&CDS=1-1845
119	OG0000119	YDR155C, YDR304C	genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.33-mRNA-1_1&gene=genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.33&CDS=1-645, genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.230-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.230&CDS=1-486
120	OG0000120	YDR162C, YMR032W	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.34&CDS=1-1875, genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.275-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.275&CDS=1-636
121	OG0000121	YDR194C, YMR290C	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.25&CDS=1-1773, genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.252-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.252&CDS=1-1956
122	OG0000122	YDR216W, YML080W	augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.177-mRNA-1_1&gene=augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.177&CDS=1-3150, maker-NODE_2_length_1179413_cov_13.4957_ID_2097-augustus-gene-3.107-mRNA-1_1&gene=maker-NODE_2_length_1179413_cov_13.4957_ID_2097-augustus-gene-3.107&CDS=1-4833
123	OG0000123	YDR277C, YOR047C	augustus_masked-NODE_328_length_359_cov_0.868217_ID_5641-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_328_length_359_cov_0.868217_ID_5641-processed-gene-0.1&CDS=1-354, genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-2.50-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-2.50&CDS=1-1377
124	OG0000124	YDR295C, YPR179C	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.22&CDS=1-1695, snap_masked-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.21&CDS=1-1752
125	OG0000125	YDR368W, YOR120W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.144&CDS=1-930, maker-NODE_18_length_229513_cov_16.7971_ID_2869-snap-gene-0.152-mRNA-1_1&gene=maker-NODE_18_length_229513_cov_16.7971_ID_2869-snap-gene-0.152&CDS=1-1074
126	OG0000126	YDR387C, YDR497C	augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-1.139&CDS=1-1560, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.156-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.156&CDS=1-1710
127	OG0000127	YDR391C, YOR013W	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-1.42&CDS=1-624, snap_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.3-mRNA-1_1&gene=snap_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-6.3&CDS=1-612
128	OG0000128	YDR395W, YJR132W	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.48&CDS=1-3075, genemark-NODE_25_length_134821_cov_18.8776_ID_2566-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_25_length_134821_cov_18.8776_ID_2566-processed-gene-0.4&CDS=1-2814
129	OG0000129	YDR444W, YGL144C	augustus_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.145&CDS=1-2268, maker-NODE_9_length_366428_cov_12.2711_ID_1557-snap-gene-0.95-mRNA-1_1&gene=maker-NODE_9_length_366428_cov_12.2711_ID_1557-snap-gene-0.95&CDS=1-3081
130	OG0000130	YDR463W, YHR006W	genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.29-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.29&CDS=1-1089, genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.15-mRNA-1_1&gene=genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.15&CDS=1-1473
131	OG0000131	YDR471W, YHR010W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-9.83-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-9.83&CDS=1-408, maker-NODE_8_length_392814_cov_12.8339_ID_2366-snap-gene-2.93-mRNA-1_1&gene=maker-NODE_8_length_392814_cov_12.8339_ID_2366-snap-gene-2.93&CDS=1-417
132	OG0000132	YDR475C, YOR019W	snap_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.103&CDS=1-1998, snap_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.101-mRNA-1_1&gene=snap_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.101&CDS=1-1956
133	OG0000133	YEL004W	genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-0.135-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-0.135&CDS=1-1104, genemark-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.47&CDS=1-1218, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-1.128&CDS=1-1215
134	OG0000134	YEL029C, YMR258C	genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.99&CDS=1-945, maker-NODE_3_length_818837_cov_14.4757_ID_1651-snap-gene-4.165-mRNA-1_1&gene=maker-NODE_3_length_818837_cov_14.4757_ID_1651-snap-gene-4.165&CDS=1-2574
135	OG0000135	YEL065W, YHL040C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.161-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.161&CDS=1-1914, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.102-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-2.102&CDS=1-1881
136	OG0000136	YER009W, YNR051C	augustus_masked-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.184&CDS=1-375, genemark-NODE_29_length_91673_cov_18.0449_ID_3278-processed-gene-0.138-mRNA-1_1&gene=genemark-NODE_29_length_91673_cov_18.0449_ID_3278-processed-gene-0.138&CDS=1-1338
137	OG0000137	YER015W	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-3.17-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-3.17&CDS=1-2076, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.130-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.130&CDS=1-2130, maker-NODE_9_length_366428_cov_12.2711_ID_1557-snap-gene-1.94-mRNA-1_1&gene=maker-NODE_9_length_366428_cov_12.2711_ID_1557-snap-gene-1.94&CDS=1-6315
138	OG0000138	YER017C, YMR089C	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.113&CDS=1-2190, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.148-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.148&CDS=1-2676
139	OG0000139	YER028C, YGL209W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.13-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.13&CDS=1-1407, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-17.136-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-17.136&CDS=1-1068
140	OG0000140	YER065C, YPR006C	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-1.22-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-1.22&CDS=1-1653, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.32&CDS=1-1644
141	OG0000141	YER075C, YOR208W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.33-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.33&CDS=1-2196, snap_masked-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-2.45-mRNA-1_1&gene=snap_masked-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-2.45&CDS=1-2103
142	OG0000142	YER099C, YHL011C	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.44-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.44&CDS=1-963, genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.188-mRNA-1_1&gene=genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.188&CDS=1-960
143	OG0000143	YER107C, YOR026W	genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.251-mRNA-1_1&gene=genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.251&CDS=1-1080, genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.251-mRNA-1_1&gene=genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.251&CDS=1-1023
144	OG0000144	YER109C, YMR164C	genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.215-mRNA-1_1&gene=genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-2.215&CDS=1-2025, snap_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.148&CDS=1-2205
145	OG0000145	YER119C, YIL088C	genemark-NODE_33_length_49224_cov_13.1604_ID_3666-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_33_length_49224_cov_13.1604_ID_3666-processed-gene-0.22&CDS=1-1218, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.114-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.114&CDS=1-1416
146	OG0000146	YER172C, YGR271W	augustus_masked-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.118&CDS=1-7482, genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.174-mRNA-1_1&gene=genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.174&CDS=1-6423
147	OG0000147	YER175C, YHR209W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.126-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-3.126&CDS=1-846, genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.63&CDS=1-846
148	OG0000148	YFL047W, YHR182W	genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.243-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.243&CDS=1-2259, snap_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.56-mRNA-1_1&gene=snap_masked-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.56&CDS=1-2490
149	OG0000149	YFL049W, YMR091C	genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.244-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.244&CDS=1-1464, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.149-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.149&CDS=1-1383
150	OG0000150	YGL014W, YGL178W	genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.207-mRNA-1_1&gene=genemark-NODE_14_length_271931_cov_12.048_ID_1875-processed-gene-1.207&CDS=1-2136, genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.176-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.176&CDS=1-2091
151	OG0000151	YGL038C, YJR075W	genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-3.2-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-3.2&CDS=1-1149, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.122-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.122&CDS=1-1224
152	OG0000152	YGL147C, YNL067W	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-0.28&CDS=1-573, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.36-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.36&CDS=1-573
153	OG0000153	YGL160W, YLR047C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.4-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-14.4&CDS=1-1953, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-3.149-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-3.149&CDS=1-1488
154	OG0000154	YGL194C, YNL330C	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.141-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.141&CDS=1-1341, genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.77-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.77&CDS=1-1305
155	OG0000155	YGL226W, YIL111W	augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-15.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-15.125&CDS=1-456, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.118-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.118&CDS=1-792
156	OG0000156	YGR038W, YLR350W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.6-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-6.6&CDS=1-573, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.122-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.122&CDS=1-573
157	OG0000157	YGR052W, YHR082C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-0.10&CDS=1-1248, genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.207-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.207&CDS=1-2136
158	OG0000158	YGR059W, YHR107C	genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.157&CDS=1-1461, maker-NODE_27_length_123239_cov_10.7311_ID_3364-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_27_length_123239_cov_10.7311_ID_3364-augustus-gene-0.141&CDS=1-1140
159	OG0000159	YGR068C, YOR018W	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.39&CDS=1-1857, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-6.20-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-6.20&CDS=1-2460
160	OG0000160	YGR086C, YPL004C	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.22&CDS=1-921, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.161-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.161&CDS=1-921
161	OG0000161	YGR169C, YOL066C	genemark-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.80&CDS=1-1098, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.40&CDS=1-1686
162	OG0000162	YGR177C, YOR377W	augustus_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.46&CDS=1-1500, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-0.28&CDS=1-1464
163	OG0000163	YGR184C, YLR024C	augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.114&CDS=1-5733, augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.150&CDS=1-5403
164	OG0000164	YGR240C, YMR205C	genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.56&CDS=1-2874, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.94-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.94&CDS=1-2835
165	OG0000165	YGR252W, YKR008W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.31-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.31&CDS=1-1347, genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-0.20&CDS=1-1683
166	OG0000166	YGR281W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.82-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.82&CDS=1-4047, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.17-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.17&CDS=1-4206, genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.116&CDS=1-4233
167	OG0000167	YHL019C, YPL259C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-0.4&CDS=1-1488, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.215-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.215&CDS=1-1275
168	OG0000168	YHL033C, YLL045C	augustus_masked-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.71&CDS=1-771, genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-0.37&CDS=1-777
169	OG0000169	YHR023W, YOR326W	maker-NODE_1_length_1803884_cov_12.5183_ID_6464-augustus-gene-17.106-mRNA-1_1&gene=maker-NODE_1_length_1803884_cov_12.5183_ID_6464-augustus-gene-17.106&CDS=1-6099, maker-NODE_1_length_1803884_cov_12.5183_ID_6464-snap-gene-1.101-mRNA-1_1&gene=maker-NODE_1_length_1803884_cov_12.5183_ID_6464-snap-gene-1.101&CDS=1-5763
170	OG0000170	YHR031C, YML061C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-2.121-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-2.121&CDS=1-2199, genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.101-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.101&CDS=1-3021
171	OG0000171	YHR090C, YOR064C	genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-2.34&CDS=1-777, genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.223-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-2.223&CDS=1-927
172	OG0000172	YHR179W, YPL171C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.25-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.25&CDS=1-1248, maker-NODE_8_length_392814_cov_12.8339_ID_2366-snap-gene-0.141-mRNA-1_1&gene=maker-NODE_8_length_392814_cov_12.8339_ID_2366-snap-gene-0.141&CDS=1-2436
173	OG0000173	YHR203C, YJR145C	genemark-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_24_length_135386_cov_11.2559_ID_2620-processed-gene-0.162&CDS=1-774, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.123-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-4.123&CDS=1-774
174	OG0000174	YIL002C, YOR109W	genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-2.37&CDS=1-2637, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-5.23-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-5.23&CDS=1-3468
175	OG0000175	YIL035C, YOR061W	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-0.31&CDS=1-999, genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.4-mRNA-1_1&gene=genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.4&CDS=1-978
176	OG0000176	YIL038C, YPR072W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-0.95&CDS=1-1815, genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.49-mRNA-1_1&gene=genemark-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.49&CDS=1-2016
