	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035670_Phaffomyces_opuntiae
343	OG0000343	YGR044C	augustus_masked-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.25&CDS=1-1263, genemark-NODE_48_length_89905_cov_60.4348_ID_23416-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_48_length_89905_cov_60.4348_ID_23416-processed-gene-0.28&CDS=1-780
344	OG0000344	YGR056W, YLR357W	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.170-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.170&CDS=1-2193
345	OG0000345	YGR060W	genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.14-mRNA-1_1&gene=genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-3.14&CDS=1-780, genemark-NODE_36_length_112025_cov_56.9043_ID_14889-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_36_length_112025_cov_56.9043_ID_14889-processed-gene-0.58&CDS=1-927
346	OG0000346	YGR085C, YPR102C	genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.155-mRNA-1_1&gene=genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.155&CDS=1-522
347	OG0000347	YGR092W, YPR111W	genemark-NODE_97_length_41981_cov_53.435_ID_12889-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_97_length_41981_cov_53.435_ID_12889-processed-gene-0.37&CDS=1-1653
348	OG0000348	YGR110W	genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.147&CDS=1-1305, genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.132&CDS=1-1266
349	OG0000349	YGR118W, YPR132W	genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.82&CDS=1-435
350	OG0000350	YGR121C, YPR138C	snap_masked-NODE_15_length_185597_cov_61.0653_ID_7061-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_15_length_185597_cov_61.0653_ID_7061-processed-gene-0.85&CDS=1-1665
351	OG0000351	YGR131W, YPR149W	genemark-NODE_104_length_36068_cov_52.5114_ID_24404-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_104_length_36068_cov_52.5114_ID_24404-processed-gene-0.35&CDS=1-513
352	OG0000352	YGR138C, YPR156C	genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.104-mRNA-1_1&gene=genemark-NODE_20_length_149195_cov_60.8435_ID_27068-processed-gene-0.104&CDS=1-1857
353	OG0000353	YGR141W, YPR157W	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-0.31&CDS=1-2862
354	OG0000354	YGR197C, YJR015W	genemark-NODE_28_length_130849_cov_55.1415_ID_9649-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_28_length_130849_cov_55.1415_ID_9649-processed-gene-0.94&CDS=1-1557
355	OG0000355	YGR209C, YLR043C	genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.92-mRNA-1_1&gene=genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-1.92&CDS=1-312
356	OG0000356	YGR212W	snap_masked-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-1.132&CDS=1-1230, snap_masked-NODE_9_length_207591_cov_58.935_ID_5467-processed-gene-1.174-mRNA-1_1&gene=snap_masked-NODE_9_length_207591_cov_58.935_ID_5467-processed-gene-1.174&CDS=1-216
357	OG0000357	YGR214W, YLR048W	genemark-NODE_73_length_67798_cov_55.763_ID_8961-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_73_length_67798_cov_55.763_ID_8961-processed-gene-0.92&CDS=1-807
358	OG0000358	YGR221C, YHR149C	snap_masked-NODE_31_length_125729_cov_54.6391_ID_5952-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_31_length_125729_cov_54.6391_ID_5952-processed-gene-0.54&CDS=1-2256
359	OG0000359	YGR231C	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.139-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.139&CDS=1-762, genemark-NODE_73_length_67798_cov_55.763_ID_8961-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_73_length_67798_cov_55.763_ID_8961-processed-gene-0.95&CDS=1-909
360	OG0000360	YGR238C, YHR158C	genemark-NODE_9_length_207591_cov_58.935_ID_5467-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_9_length_207591_cov_58.935_ID_5467-processed-gene-1.20&CDS=1-3765
361	OG0000361	YGR241C, YHR161C	genemark-NODE_93_length_47230_cov_63.3808_ID_10519-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_93_length_47230_cov_63.3808_ID_10519-processed-gene-0.54&CDS=1-1710
362	OG0000362	YGR243W, YHR162W	genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.58&CDS=1-390
363	OG0000363	YGR247W	augustus_masked-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.87&CDS=1-633, augustus_masked-NODE_51_length_87692_cov_62.6115_ID_7213-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_51_length_87692_cov_62.6115_ID_7213-processed-gene-0.64&CDS=1-633
364	OG0000364	YGR254W, YHR174W	genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.71&CDS=1-1308
365	OG0000365	YGR260W	genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_12_length_191144_cov_54.1603_ID_7329-processed-gene-0.127&CDS=1-1449, genemark-NODE_73_length_67798_cov_55.763_ID_8961-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_73_length_67798_cov_55.763_ID_8961-processed-gene-0.87&CDS=1-1509
366	OG0000366	YGR276C	genemark-NODE_70_length_69407_cov_59.1705_ID_10682-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_70_length_69407_cov_59.1705_ID_10682-processed-gene-0.18&CDS=1-1725, snap_masked-NODE_120_length_26679_cov_59.8922_ID_17310-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_120_length_26679_cov_59.8922_ID_17310-processed-gene-0.7&CDS=1-651
367	OG0000367	YHL001W, YKL006W	genemark-NODE_37_length_111893_cov_55.4246_ID_6408-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_37_length_111893_cov_55.4246_ID_6408-processed-gene-0.44&CDS=1-408
368	OG0000368	YHL003C, YKL008C	genemark-NODE_37_length_111893_cov_55.4246_ID_6408-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_37_length_111893_cov_55.4246_ID_6408-processed-gene-0.22&CDS=1-1212
369	OG0000369	YHL009W-B, YJL113W, YPL060C-A	
370	OG0000370	YHL017W, YKL039W	genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.19&CDS=1-1545
371	OG0000371	YHL034C, YLL046C	genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-2.108&CDS=1-795
372	OG0000372	YHR001W, YKR003W	genemark-NODE_60_length_79267_cov_54.3503_ID_7672-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_60_length_79267_cov_54.3503_ID_7672-processed-gene-0.10&CDS=1-1830
373	OG0000373	YHR008C	genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_13_length_187264_cov_63.5239_ID_29069-processed-gene-0.142&CDS=1-666, genemark-NODE_48_length_89905_cov_60.4348_ID_23416-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_48_length_89905_cov_60.4348_ID_23416-processed-gene-0.17&CDS=1-606
374	OG0000374	YHR043C, YHR044C	genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-0.114&CDS=1-702
375	OG0000375	YHR087W	genemark-NODE_176_length_6877_cov_51.8783_ID_16517-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_176_length_6877_cov_51.8783_ID_16517-processed-gene-0.4&CDS=1-327, genemark-NODE_23_length_140454_cov_57.1584_ID_10316-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_23_length_140454_cov_57.1584_ID_10316-processed-gene-0.123&CDS=1-327
376	OG0000376	YHR104W	genemark-NODE_110_length_32733_cov_56.3113_ID_11820-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_110_length_32733_cov_56.3113_ID_11820-processed-gene-0.42&CDS=1-963, genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.56&CDS=1-957
377	OG0000377	YHR115C, YNL116W	genemark-NODE_106_length_35472_cov_55.1944_ID_10927-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_106_length_35472_cov_55.1944_ID_10927-processed-gene-0.12&CDS=1-1368
378	OG0000378	YHR117W, YNL121C	genemark-NODE_63_length_77283_cov_56.2945_ID_8167-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_63_length_77283_cov_56.2945_ID_8167-processed-gene-0.81&CDS=1-1857
379	OG0000379	YHR131C, YNL144C	snap_masked-NODE_58_length_79451_cov_59.6886_ID_10229-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_58_length_79451_cov_59.6886_ID_10229-processed-gene-0.64&CDS=1-1188
380	OG0000380	YHR132W-A, YNL157W	genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.57&CDS=1-339
381	OG0000381	YHR133C, YNL156C	snap_masked-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_66_length_73827_cov_54.8195_ID_9775-processed-gene-0.16&CDS=1-711
382	OG0000382	YHR135C	genemark-NODE_104_length_36068_cov_52.5114_ID_24404-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_104_length_36068_cov_52.5114_ID_24404-processed-gene-0.40&CDS=1-1482, genemark-NODE_45_length_95811_cov_55.0546_ID_24791-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_45_length_95811_cov_55.0546_ID_24791-processed-gene-0.107&CDS=1-1218
383	OG0000383	YHR141C, YNL162W	genemark-NODE_58_length_79451_cov_59.6886_ID_10229-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_58_length_79451_cov_59.6886_ID_10229-processed-gene-0.32&CDS=1-318
384	OG0000384	YHR155W, YNL257C	genemark-NODE_76_length_64711_cov_55.5515_ID_9141-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_76_length_64711_cov_55.5515_ID_9141-processed-gene-0.68&CDS=1-3573
385	OG0000385	YHR179W, YPL171C	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.29&CDS=1-1227
386	OG0000386	YIL001W	genemark-NODE_24_length_138017_cov_54.5564_ID_7629-processed-gene-0.233-mRNA-1_1&gene=genemark-NODE_24_length_138017_cov_54.5564_ID_7629-processed-gene-0.233&CDS=1-885, genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.36&CDS=1-1548
387	OG0000387	YIL085C, YNL029C	maker-NODE_34_length_114155_cov_53.688_ID_14108-snap-gene-0.178-mRNA-1_1&gene=maker-NODE_34_length_114155_cov_53.688_ID_14108-snap-gene-0.178&CDS=1-2349
388	OG0000388	YIL105C, YNL047C	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.17&CDS=1-2022
389	OG0000389	YIL111W, YNL052W	genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.19&CDS=1-1029
390	OG0000390	YIL130W	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.90&CDS=1-2892, genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-0.93&CDS=1-2397
391	OG0000391	YIL131C, YNL068C	genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.88-mRNA-1_1&gene=genemark-NODE_3_length_354816_cov_57.3327_ID_6176-processed-gene-2.88&CDS=1-2205
392	OG0000392	YIL135C, YNL074C	snap_masked-NODE_47_length_90178_cov_55.0292_ID_6963-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_47_length_90178_cov_55.0292_ID_6963-processed-gene-0.7&CDS=1-1143
393	OG0000393	YIL151C, YKR096W	maker-NODE_19_length_152415_cov_54.5177_ID_5621-snap-gene-0.62-mRNA-1_1&gene=maker-NODE_19_length_152415_cov_54.5177_ID_5621-snap-gene-0.62&CDS=1-3165
394	OG0000394	YIR001C	genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_46_length_92374_cov_55.6904_ID_9283-processed-gene-0.92&CDS=1-516, genemark-NODE_74_length_67296_cov_55.105_ID_10455-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_74_length_67296_cov_55.105_ID_10455-processed-gene-0.7&CDS=1-450
395	OG0000395	YIR006C	genemark-NODE_114_length_30096_cov_61.1971_ID_13913-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_114_length_30096_cov_61.1971_ID_13913-processed-gene-0.29&CDS=1-3528, genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.43-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.43&CDS=1-4476
396	OG0000396	YIR013C, YLR013W	augustus_masked-NODE_63_length_77283_cov_56.2945_ID_8167-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_63_length_77283_cov_56.2945_ID_8167-processed-gene-0.101&CDS=1-1509
397	OG0000397	YIR033W, YKL020C	genemark-NODE_100_length_39327_cov_55.7695_ID_13619-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_100_length_39327_cov_55.7695_ID_13619-processed-gene-0.12&CDS=1-3054
398	OG0000398	YJL006C	genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.22&CDS=1-1044, genemark-NODE_60_length_79267_cov_54.3503_ID_7672-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_60_length_79267_cov_54.3503_ID_7672-processed-gene-0.46&CDS=1-582
399	OG0000399	YJL029C	genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_38_length_111217_cov_55.057_ID_6468-processed-gene-0.20&CDS=1-2328, genemark-NODE_64_length_77145_cov_66.0559_ID_9405-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_64_length_77145_cov_66.0559_ID_9405-processed-gene-0.17&CDS=1-1416
400	OG0000400	YJL071W	augustus_masked-NODE_225_length_1714_cov_145.374_ID_19838-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_225_length_1714_cov_145.374_ID_19838-processed-gene-0.1&CDS=1-675, snap_masked-NODE_116_length_28929_cov_55.6801_ID_12531-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_116_length_28929_cov_55.6801_ID_12531-processed-gene-0.17&CDS=1-456
401	OG0000401	YJL079C, YKR013W	maker-NODE_60_length_79267_cov_54.3503_ID_7672-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_60_length_79267_cov_54.3503_ID_7672-snap-gene-0.0&CDS=1-1401
402	OG0000402	YJL082W, YKR018C	genemark-NODE_60_length_79267_cov_54.3503_ID_7672-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_60_length_79267_cov_54.3503_ID_7672-processed-gene-0.14&CDS=1-2235
403	OG0000403	YJL084C, YKR021W	genemark-NODE_45_length_95811_cov_55.0546_ID_24791-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_45_length_95811_cov_55.0546_ID_24791-processed-gene-0.89&CDS=1-4737
404	OG0000404	YJL092W	genemark-NODE_35_length_113091_cov_56.8685_ID_9837-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_35_length_113091_cov_56.8685_ID_9837-processed-gene-0.59&CDS=1-2469, snap_masked-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.35&CDS=1-2574
405	OG0000405	YJL133W, YKR052C	snap_masked-NODE_111_length_31877_cov_54.3057_ID_11910-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_111_length_31877_cov_54.3057_ID_11910-processed-gene-0.30&CDS=1-966
406	OG0000406	YJL158C	genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-2.149-mRNA-1_1&gene=genemark-NODE_1_length_473280_cov_55.4859_ID_5171-processed-gene-2.149&CDS=1-840, genemark-NODE_30_length_126970_cov_55.7827_ID_6872-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_30_length_126970_cov_55.7827_ID_6872-processed-gene-0.82&CDS=1-930
407	OG0000407	YJL177W, YKL180W	genemark-NODE_37_length_111893_cov_55.4246_ID_6408-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_37_length_111893_cov_55.4246_ID_6408-processed-gene-0.37&CDS=1-552
408	OG0000408	YJL190C	genemark-NODE_159_length_10738_cov_54.0293_ID_15405-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_159_length_10738_cov_54.0293_ID_15405-processed-gene-0.6&CDS=1-390, genemark-NODE_21_length_143716_cov_56.0961_ID_5982-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_21_length_143716_cov_56.0961_ID_5982-processed-gene-0.95&CDS=1-390
409	OG0000409	YJL218W	genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_6_length_276352_cov_54.7987_ID_5117-processed-gene-1.138&CDS=1-660, genemark-NODE_79_length_62419_cov_55.6951_ID_9465-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_79_length_62419_cov_55.6951_ID_9465-processed-gene-0.13&CDS=1-675
410	OG0000410	YJR054W, YML047C	genemark-NODE_30_length_126970_cov_55.7827_ID_6872-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_30_length_126970_cov_55.7827_ID_6872-processed-gene-0.76&CDS=1-1515
411	OG0000411	YJR059W, YKL198C	snap_masked-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_7_length_252116_cov_54.7147_ID_5737-processed-gene-0.5&CDS=1-2253
412	OG0000412	YJR091C, YPR042C	genemark-NODE_16_length_167872_cov_55.7905_ID_6804-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_16_length_167872_cov_55.7905_ID_6804-processed-gene-0.33&CDS=1-3063
413	OG0000413	YJR094W-A, YPR043W	genemark-NODE_16_length_167872_cov_55.7905_ID_6804-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_16_length_167872_cov_55.7905_ID_6804-processed-gene-0.66&CDS=1-315
414	OG0000414	YJR130C, YML082W	genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.174-mRNA-1_1&gene=genemark-NODE_5_length_323236_cov_54.5967_ID_5390-processed-gene-2.174&CDS=1-1623
415	OG0000415	YJR136C	augustus_masked-NODE_141_length_15015_cov_59.73_ID_14821-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_141_length_15015_cov_59.73_ID_14821-processed-gene-0.14&CDS=1-1488, augustus_masked-NODE_35_length_113091_cov_56.8685_ID_9837-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_35_length_113091_cov_56.8685_ID_9837-processed-gene-0.20&CDS=1-402
416	OG0000416	YJR152W	genemark-NODE_24_length_138017_cov_54.5564_ID_7629-processed-gene-0.202-mRNA-1_1&gene=genemark-NODE_24_length_138017_cov_54.5564_ID_7629-processed-gene-0.202&CDS=1-1563, genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-0.85&CDS=1-1545
417	OG0000417	YKL029C	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.153-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.153&CDS=1-1875, genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.154-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-2.154&CDS=1-1878
418	OG0000418	YKL043W	genemark-NODE_122_length_25899_cov_54.6111_ID_13035-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_122_length_25899_cov_54.6111_ID_13035-processed-gene-0.23&CDS=1-1497, genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-2.8&CDS=1-1563
419	OG0000419	YKL046C	genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.152-mRNA-1_1&gene=genemark-NODE_22_length_142085_cov_53.8417_ID_5899-processed-gene-0.152&CDS=1-1353, genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_8_length_222665_cov_55.63_ID_6999-processed-gene-1.82&CDS=1-1365
420	OG0000420	YKL050C, YMR031C	genemark-NODE_18_length_155841_cov_56.6118_ID_5839-processed-gene-0.172-mRNA-1_1&gene=genemark-NODE_18_length_155841_cov_56.6118_ID_5839-processed-gene-0.172&CDS=1-2079
421	OG0000421	YKL065C, YMR040W	genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_2_length_368873_cov_56.1611_ID_5273-processed-gene-0.38&CDS=1-504
422	OG0000422	YKL068W, YMR047C	snap_masked-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.162-mRNA-1_1&gene=snap_masked-NODE_32_length_124040_cov_58.3016_ID_10967-processed-gene-0.162&CDS=1-3162
423	OG0000423	YKL072W, YMR053C	genemark-NODE_77_length_62735_cov_56.0199_ID_9339-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_77_length_62735_cov_56.0199_ID_9339-processed-gene-0.13&CDS=1-2163
424	OG0000424	YKL121W, YMR102C	genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_4_length_330874_cov_55.2971_ID_5053-processed-gene-1.17&CDS=1-2061
425	OG0000425	YKL126W, YMR104C	genemark-NODE_65_length_76632_cov_56.2777_ID_8478-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_65_length_76632_cov_56.2777_ID_8478-processed-gene-0.12&CDS=1-1914
426	OG0000426	YKL127W, YMR105C	genemark-NODE_53_length_84261_cov_57.0586_ID_8210-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_53_length_84261_cov_57.0586_ID_8210-processed-gene-0.1&CDS=1-1683
427	OG0000427	YKL141W, YMR118C	genemark-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.254-mRNA-1_1&gene=genemark-NODE_10_length_199636_cov_58.6805_ID_8612-processed-gene-0.254&CDS=1-513
428	OG0000428	YKL215C	genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_41_length_106288_cov_63.054_ID_7724-processed-gene-0.84&CDS=1-3933, snap_masked-NODE_100_length_39327_cov_55.7695_ID_13619-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_100_length_39327_cov_55.7695_ID_13619-processed-gene-0.24&CDS=1-3810
429	OG0000429	YKL221W	genemark-NODE_17_length_163658_cov_63.2191_ID_9589-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_17_length_163658_cov_63.2191_ID_9589-processed-gene-0.87&CDS=1-1416, genemark-NODE_34_length_114155_cov_53.688_ID_14108-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_34_length_114155_cov_53.688_ID_14108-processed-gene-0.108&CDS=1-1371
430	OG0000430	YKR017C	maker-NODE_60_length_79267_cov_54.3503_ID_7672-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_60_length_79267_cov_54.3503_ID_7672-snap-gene-0.1&CDS=1-567, maker-NODE_60_length_79267_cov_54.3503_ID_7672-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_60_length_79267_cov_54.3503_ID_7672-snap-gene-0.2&CDS=1-1773
431	OG0000431	YKR076W, YMR251W	genemark-NODE_94_length_46262_cov_58.7052_ID_12651-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_94_length_46262_cov_58.7052_ID_12651-processed-gene-0.40&CDS=1-1026
432	OG0000432	YKR091W, YOR083W	genemark-NODE_83_length_57431_cov_54.0485_ID_11233-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_83_length_57431_cov_54.0485_ID_11233-processed-gene-0.40&CDS=1-1131
433	OG0000433	YLL012W, YLR020C	snap_masked-NODE_186_length_5108_cov_59.6669_ID_16880-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_186_length_5108_cov_59.6669_ID_16880-processed-gene-0.4&CDS=1-897
434	OG0000434	YLL028W	genemark-NODE_100_length_39327_cov_55.7695_ID_13619-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_100_length_39327_cov_55.7695_ID_13619-processed-gene-0.13&CDS=1-1704, genemark-NODE_34_length_114155_cov_53.688_ID_14108-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_34_length_114155_cov_53.688_ID_14108-processed-gene-0.107&CDS=1-1761
