	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035687_Cyberlindnera_suaveolens
462	OG0000462	YKR093W	genemark-NODE_81_length_44004_cov_15.8066_ID_28087-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_81_length_44004_cov_15.8066_ID_28087-processed-gene-0.49&CDS=1-1869, maker-NODE_73_length_52820_cov_15.245_ID_8889-snap-gene-0.57-mRNA-1_1&gene=maker-NODE_73_length_52820_cov_15.245_ID_8889-snap-gene-0.57&CDS=1-3819
463	OG0000463	YLL012W, YLR020C	augustus_masked-NODE_83_length_38867_cov_15.8673_ID_9783-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_83_length_38867_cov_15.8673_ID_9783-processed-gene-0.71&CDS=1-1425
464	OG0000464	YLL055W	augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.146&CDS=1-1581, augustus_masked-NODE_49_length_79320_cov_15.7312_ID_7492-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_49_length_79320_cov_15.7312_ID_7492-processed-gene-0.69&CDS=1-1563
465	OG0000465	YLL056C	augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-NODE_26_length_135373_cov_15.8704_ID_24655-processed-gene-0.162&CDS=1-891, augustus_masked-NODE_86_length_33148_cov_22.7684_ID_10595-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_86_length_33148_cov_22.7684_ID_10595-processed-gene-0.1&CDS=1-891
466	OG0000466	YLL061W, YPL274W	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.99&CDS=1-1737
467	OG0000467	YLR031W, YMR124W	snap_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-0.129-mRNA-1_1&gene=snap_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-0.129&CDS=1-3120
468	OG0000468	YLR241W	augustus_masked-NODE_121_length_9946_cov_16.8385_ID_11886-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_121_length_9946_cov_16.8385_ID_11886-processed-gene-0.14&CDS=1-2517, augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.17&CDS=1-2466
469	OG0000469	YLR248W	genemark-NODE_109_length_16344_cov_17.0626_ID_11276-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_109_length_16344_cov_17.0626_ID_11276-processed-gene-0.5&CDS=1-1542, genemark-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.50&CDS=1-1404
470	OG0000470	YLR260W, YOR171C	maker-NODE_12_length_229447_cov_15.6454_ID_14397-augustus-gene-1.67-mRNA-1_1&gene=maker-NODE_12_length_229447_cov_15.6454_ID_14397-augustus-gene-1.67&CDS=1-2937
471	OG0000471	YLR270W, YOR173W	augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_33_length_112801_cov_16.0057_ID_7973-processed-gene-0.143&CDS=1-2514
472	OG0000472	YLR284C, YOR180C	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-1.50&CDS=1-828
473	OG0000473	YLR351C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.149&CDS=1-852, maker-NODE_19_length_195766_cov_16.9769_ID_5328-augustus-gene-0.128-mRNA-1_1&gene=maker-NODE_19_length_195766_cov_16.9769_ID_5328-augustus-gene-0.128&CDS=1-1134
474	OG0000474	YLR441C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.97&CDS=1-768, augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_4_length_384378_cov_15.8714_ID_4871-processed-gene-0.106&CDS=1-768
475	OG0000475	YLR456W, YPR172W	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.97&CDS=1-588
476	OG0000476	YML073C	augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_17_length_210586_cov_18.3491_ID_13553-processed-gene-0.78&CDS=1-528, maker-NODE_10_length_264305_cov_15.4558_ID_6033-augustus-gene-1.194-mRNA-1_1&gene=maker-NODE_10_length_264305_cov_15.4558_ID_6033-augustus-gene-1.194&CDS=1-531
477	OG0000477	YML100W, YMR261C	augustus_masked-NODE_69_length_55998_cov_16.3697_ID_9149-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_69_length_55998_cov_16.3697_ID_9149-processed-gene-0.87&CDS=1-2901
478	OG0000478	YML109W, YMR273C	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.76&CDS=1-2199
479	OG0000479	YML128C	augustus_masked-NODE_69_length_55998_cov_16.3697_ID_9149-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_69_length_55998_cov_16.3697_ID_9149-processed-gene-0.82&CDS=1-1533, snap_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_60_length_69805_cov_15.6166_ID_7763-processed-gene-0.22&CDS=1-270
480	OG0000480	YML131W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.18&CDS=1-1092, augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.19&CDS=1-1092
481	OG0000481	YMR034C	augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_21_length_188852_cov_16.1861_ID_6861-processed-gene-0.83&CDS=1-1278, augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.75&CDS=1-1278
482	OG0000482	YMR114C	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.103&CDS=1-897, snap_masked-NODE_64_length_60285_cov_20.3992_ID_9051-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_64_length_60285_cov_20.3992_ID_9051-processed-gene-0.73&CDS=1-381
483	OG0000483	YMR152W	augustus_masked-NODE_103_length_17963_cov_19.3075_ID_18586-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_103_length_17963_cov_19.3075_ID_18586-processed-gene-0.21&CDS=1-858, augustus_masked-NODE_57_length_73191_cov_15.9093_ID_8023-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_57_length_73191_cov_15.9093_ID_8023-processed-gene-0.93&CDS=1-1047
484	OG0000484	YMR194W, YPL249C-A	maker-NODE_4_length_384378_cov_15.8714_ID_4871-augustus-gene-2.231-mRNA-1_1&gene=maker-NODE_4_length_384378_cov_15.8714_ID_4871-augustus-gene-2.231&CDS=1-300
485	OG0000485	YMR199W, YPL256C	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.102&CDS=1-1023
486	OG0000486	YMR202W	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-0.44&CDS=1-654, maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-0.0&CDS=1-1206
487	OG0000487	YMR222C, YOR280C	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.93&CDS=1-684
488	OG0000488	YMR226C	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.135&CDS=1-804, augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.206-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.206&CDS=1-867
489	OG0000489	YMR230W, YOR293W	augustus_masked-NODE_61_length_66738_cov_19.9984_ID_7891-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_61_length_66738_cov_19.9984_ID_7891-processed-gene-0.2&CDS=1-327
490	OG0000490	YMR242C, YOR312C	genemark-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.77&CDS=1-519
491	OG0000491	YMR253C, YPL264C	augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.84&CDS=1-984
492	OG0000492	YMR301C	augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.20&CDS=1-1842, maker-NODE_6_length_345438_cov_15.5357_ID_5106-augustus-gene-2.245-mRNA-1_1&gene=maker-NODE_6_length_345438_cov_15.5357_ID_5106-augustus-gene-2.245&CDS=1-2460
493	OG0000493	YNL027W	augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-0.18&CDS=1-1620, augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-0.118&CDS=1-1041
494	OG0000494	YNL042W	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-3.17&CDS=1-1023, augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_55_length_74264_cov_15.6684_ID_7608-processed-gene-0.124&CDS=1-969
495	OG0000495	YNL095C, YOR092W	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.116&CDS=1-1641
496	OG0000496	YNL108C, YOR110W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.49&CDS=1-1659
497	OG0000497	YNL111C	augustus_masked-NODE_124_length_8921_cov_14.6814_ID_28067-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_124_length_8921_cov_14.6814_ID_28067-processed-gene-0.18&CDS=1-453, maker-NODE_5_length_378657_cov_15.4887_ID_4719-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_5_length_378657_cov_15.4887_ID_4719-augustus-gene-0.4&CDS=1-360
498	OG0000498	YNL117W	augustus_masked-NODE_49_length_79320_cov_15.7312_ID_7492-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_49_length_79320_cov_15.7312_ID_7492-processed-gene-0.72&CDS=1-1659, augustus_masked-NODE_82_length_43526_cov_17.9569_ID_9550-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_82_length_43526_cov_17.9569_ID_9550-processed-gene-0.7&CDS=1-1656
499	OG0000499	YNL301C, YOL120C	maker-NODE_20_length_190154_cov_15.6774_ID_5534-augustus-gene-0.115-mRNA-1_1&gene=maker-NODE_20_length_190154_cov_15.6774_ID_5534-augustus-gene-0.115&CDS=1-558
500	OG0000500	YNL302C, YOL121C	maker-NODE_20_length_190154_cov_15.6774_ID_5534-augustus-gene-0.109-mRNA-1_1&gene=maker-NODE_20_length_190154_cov_15.6774_ID_5534-augustus-gene-0.109&CDS=1-435
501	OG0000501	YNL322C	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.32&CDS=1-702, snap_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-2.22&CDS=1-351
502	OG0000502	YOL152W	augustus_masked-NODE_101_length_19163_cov_19.4412_ID_10895-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_101_length_19163_cov_19.4412_ID_10895-processed-gene-0.32&CDS=1-1719, augustus_masked-NODE_110_length_15401_cov_17.6761_ID_11326-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_110_length_15401_cov_17.6761_ID_11326-processed-gene-0.1&CDS=1-1773
503	OG0000503	YOR032C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-4.115&CDS=1-2502, augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.82&CDS=1-1998
504	OG0000504	YOR227W, YPL137C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.15&CDS=1-3234
505	OG0000505	YOR237W, YPL145C	genemark-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.60&CDS=1-1254
506	OG0000506	YOR256C, YPL176C	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.88&CDS=1-2217
507	OG0000507	YOR270C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.24&CDS=1-2424, maker-NODE_25_length_148322_cov_17.6261_ID_5648-augustus-gene-0.12-mRNA-1_1&gene=maker-NODE_25_length_148322_cov_17.6261_ID_5648-augustus-gene-0.12&CDS=1-2475
508	OG0000508	YOR320C	augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_30_length_117543_cov_16.5253_ID_10017-processed-gene-0.123&CDS=1-1533, maker-NODE_22_length_176656_cov_15.8943_ID_5903-snap-gene-0.12-mRNA-1_1&gene=maker-NODE_22_length_176656_cov_15.8943_ID_5903-snap-gene-0.12&CDS=1-3177
509	OG0000509	YOR388C, YPL275W	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.134&CDS=1-1098
510	OG0000510	YOR390W, YPL279C	augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_34_length_110513_cov_16.7138_ID_15698-processed-gene-0.90&CDS=1-1029
511	OG0000511	YPL064C	augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.194&CDS=1-1170, maker-NODE_15_length_212952_cov_15.8836_ID_5602-augustus-gene-0.146-mRNA-1_1&gene=maker-NODE_15_length_212952_cov_15.8836_ID_5602-augustus-gene-0.146&CDS=1-504
512	OG0000512	YPL067C	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.260-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.260&CDS=1-627, maker-NODE_12_length_229447_cov_15.6454_ID_14397-augustus-gene-1.66-mRNA-1_1&gene=maker-NODE_12_length_229447_cov_15.6454_ID_14397-augustus-gene-1.66&CDS=1-1284
513	OG0000513	YPL088W	augustus_masked-NODE_73_length_52820_cov_15.245_ID_8889-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_73_length_52820_cov_15.245_ID_8889-processed-gene-0.16&CDS=1-1086, maker-NODE_132_length_8231_cov_24.6171_ID_13271-augustus-gene-0.13-mRNA-1_1&gene=maker-NODE_132_length_8231_cov_24.6171_ID_13271-augustus-gene-0.13&CDS=1-789
514	OG0000514	YPL215W	augustus_masked-NODE_63_length_61504_cov_17.297_ID_8177-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_63_length_61504_cov_17.297_ID_8177-processed-gene-0.54&CDS=1-1488, maker-NODE_7_length_296361_cov_15.7858_ID_5257-augustus-gene-1.307-mRNA-1_1&gene=maker-NODE_7_length_296361_cov_15.7858_ID_5257-augustus-gene-1.307&CDS=1-2475
515	OG0000515	YPR013C, YPR015C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-1.58&CDS=1-1065
516	OG0000516	YPR169W-A, YPR170W-B	maker-NODE_66_length_59368_cov_19.114_ID_8320-augustus-gene-0.68-mRNA-1_1&gene=maker-NODE_66_length_59368_cov_19.114_ID_8320-augustus-gene-0.68&CDS=1-261
517	OG0000517	YAL001C	augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.78&CDS=1-4920
518	OG0000518	YAL002W	genemark-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_22_length_176656_cov_15.8943_ID_5903-processed-gene-0.79&CDS=1-4623
519	OG0000519	YAL003W	augustus_masked-NODE_78_length_46635_cov_17.1999_ID_9201-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_78_length_46635_cov_17.1999_ID_9201-processed-gene-0.51&CDS=1-627
520	OG0000520	YAL008W	maker-NODE_53_length_74984_cov_15.5447_ID_7522-augustus-gene-0.82-mRNA-1_1&gene=maker-NODE_53_length_74984_cov_15.5447_ID_7522-augustus-gene-0.82&CDS=1-555
521	OG0000521	YAL009W	augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.67&CDS=1-1134
522	OG0000522	YAL010C	maker-NODE_53_length_74984_cov_15.5447_ID_7522-augustus-gene-0.85-mRNA-1_1&gene=maker-NODE_53_length_74984_cov_15.5447_ID_7522-augustus-gene-0.85&CDS=1-1179
523	OG0000523	YAL011W	genemark-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.0&CDS=1-1947
524	OG0000524	YAL012W	augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.78&CDS=1-1167
525	OG0000525	YAL013W	maker-NODE_53_length_74984_cov_15.5447_ID_7522-augustus-gene-0.87-mRNA-1_1&gene=maker-NODE_53_length_74984_cov_15.5447_ID_7522-augustus-gene-0.87&CDS=1-1275
526	OG0000526	YAL014C	augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.76&CDS=1-750
527	OG0000527	YAL019W	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.126&CDS=1-2850
528	OG0000528	YAL020C	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.96&CDS=1-984
529	OG0000529	YAL021C	augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_29_length_117812_cov_16.6217_ID_5815-processed-gene-0.171&CDS=1-2220
530	OG0000530	YAL022C	snap_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.97&CDS=1-4137
531	OG0000531	YAL024C	augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.203&CDS=1-3678
532	OG0000532	YAL025C	maker-NODE_52_length_76053_cov_16.2395_ID_9931-augustus-gene-0.119-mRNA-1_1&gene=maker-NODE_52_length_76053_cov_16.2395_ID_9931-augustus-gene-0.119&CDS=1-924
533	OG0000533	YAL026C	augustus_masked-NODE_52_length_76053_cov_16.2395_ID_9931-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_52_length_76053_cov_16.2395_ID_9931-processed-gene-0.101&CDS=1-3885
534	OG0000534	YAL031C	genemark-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.90&CDS=1-2619
535	OG0000535	YAL032C	augustus_masked-NODE_97_length_22126_cov_16.0102_ID_10813-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_97_length_22126_cov_16.0102_ID_10813-processed-gene-0.31&CDS=1-1290
536	OG0000536	YAL033W	augustus_masked-NODE_97_length_22126_cov_16.0102_ID_10813-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_97_length_22126_cov_16.0102_ID_10813-processed-gene-0.28&CDS=1-468
537	OG0000537	YAL034W-A	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.178-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.178&CDS=1-918
538	OG0000538	YAL035W	snap_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_53_length_74984_cov_15.5447_ID_7522-processed-gene-0.113&CDS=1-2973
539	OG0000539	YAL036C	maker-NODE_53_length_74984_cov_15.5447_ID_7522-augustus-gene-0.81-mRNA-1_1&gene=maker-NODE_53_length_74984_cov_15.5447_ID_7522-augustus-gene-0.81&CDS=1-1098
540	OG0000540	YAL038W	augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.113&CDS=1-1518
541	OG0000541	YAL039C	maker-NODE_26_length_135373_cov_15.8704_ID_24655-augustus-gene-0.206-mRNA-1_1&gene=maker-NODE_26_length_135373_cov_15.8704_ID_24655-augustus-gene-0.206&CDS=1-810
542	OG0000542	YAL041W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.21&CDS=1-2277
543	OG0000543	YAL042W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-2.29&CDS=1-1206
544	OG0000544	YAL043C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-1.76&CDS=1-2157
545	OG0000545	YAL044C	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.122&CDS=1-501
546	OG0000546	YAL044W-A	genemark-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.156&CDS=1-306
547	OG0000547	YAL046C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.176&CDS=1-303
548	OG0000548	YAL048C	augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_50_length_78480_cov_15.7458_ID_8071-processed-gene-0.59&CDS=1-2823
549	OG0000549	YAL049C	maker-NODE_6_length_345438_cov_15.5357_ID_5106-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_6_length_345438_cov_15.5357_ID_5106-augustus-gene-0.48&CDS=1-711
550	OG0000550	YAL051W, YOR363C	
551	OG0000551	YAL053W	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.20&CDS=1-2247
552	OG0000552	YAL055W	augustus_masked-NODE_56_length_74108_cov_17.7586_ID_9702-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_56_length_74108_cov_17.7586_ID_9702-processed-gene-0.118&CDS=1-441
553	OG0000553	YAL058W	augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.75&CDS=1-1674
554	OG0000554	YAL059W	maker-NODE_68_length_56702_cov_16.3937_ID_9867-augustus-gene-0.57-mRNA-1_1&gene=maker-NODE_68_length_56702_cov_16.3937_ID_9867-augustus-gene-0.57&CDS=1-495
