	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035261_Candida_ponderosae
854	OG0000854	YBR222C	augustus_masked-NODE_65_length_64401_cov_38.9137_ID_13474-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_65_length_64401_cov_38.9137_ID_13474-processed-gene-0.47&CDS=1-1581
855	OG0000855	YBR223C	augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_68_length_60784_cov_43.6748_ID_13690-processed-gene-0.40&CDS=1-1962
856	OG0000856	YBR227C	augustus_masked-NODE_39_length_117894_cov_46.3234_ID_18803-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_39_length_117894_cov_46.3234_ID_18803-processed-gene-0.76&CDS=1-1722
857	OG0000857	YBR228W	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.24&CDS=1-1005
858	OG0000858	YBR229C	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.59&CDS=1-2742
859	OG0000859	YBR230C	augustus_masked-NODE_67_length_61017_cov_46.434_ID_15271-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_67_length_61017_cov_46.434_ID_15271-processed-gene-0.69&CDS=1-582
860	OG0000860	YBR233W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.79&CDS=1-1611
861	OG0000861	YBR233W-A	augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-1.48&CDS=1-348
862	OG0000862	YBR235W	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.29&CDS=1-3645
863	OG0000863	YBR236C	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.67&CDS=1-1404
864	OG0000864	YBR237W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-0.21&CDS=1-2622
865	OG0000865	YBR239C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.37&CDS=1-1656
866	OG0000866	YBR241C	genemark-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.61&CDS=1-1377
867	OG0000867	YBR243C	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.39&CDS=1-1392
868	OG0000868	YBR246W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-1.8&CDS=1-1113
869	OG0000869	YBR248C	augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_49_length_89589_cov_40.4721_ID_11937-processed-gene-0.17&CDS=1-1656
870	OG0000870	YBR251W	augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-1.11&CDS=1-1017
871	OG0000871	YBR254C	augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.113&CDS=1-432
872	OG0000872	YBR255C-A	augustus_masked-NODE_46_length_99549_cov_39.9488_ID_13625-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_46_length_99549_cov_39.9488_ID_13625-processed-gene-0.27&CDS=1-372
873	OG0000873	YBR256C	augustus_masked-NODE_66_length_61488_cov_45.4202_ID_13904-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_66_length_61488_cov_45.4202_ID_13904-processed-gene-0.11&CDS=1-708
874	OG0000874	YBR257W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.120&CDS=1-975
875	OG0000875	YBR260C	augustus_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.137&CDS=1-2121
876	OG0000876	YBR261C	augustus_masked-NODE_44_length_107707_cov_40.9308_ID_11418-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_44_length_107707_cov_40.9308_ID_11418-processed-gene-0.118&CDS=1-696
877	OG0000877	YBR265W	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.91&CDS=1-915
878	OG0000878	YBR267W	genemark-NODE_78_length_51939_cov_46.5052_ID_14434-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_78_length_51939_cov_46.5052_ID_14434-processed-gene-0.34&CDS=1-1257
879	OG0000879	YBR268W	augustus_masked-NODE_78_length_51939_cov_46.5052_ID_14434-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_78_length_51939_cov_46.5052_ID_14434-processed-gene-0.17&CDS=1-468
880	OG0000880	YBR269C	augustus_masked-NODE_78_length_51939_cov_46.5052_ID_14434-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_78_length_51939_cov_46.5052_ID_14434-processed-gene-0.7&CDS=1-429
881	OG0000881	YBR271W	augustus_masked-NODE_88_length_43575_cov_46.3931_ID_15135-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_88_length_43575_cov_46.3931_ID_15135-processed-gene-0.12&CDS=1-1164
882	OG0000882	YBR272C	snap_masked-NODE_29_length_156251_cov_85.5209_ID_12929-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_29_length_156251_cov_85.5209_ID_12929-processed-gene-0.120&CDS=1-1392
883	OG0000883	YBR274W	maker-NODE_41_length_110848_cov_58.9673_ID_15197-augustus-gene-0.152-mRNA-1_1&gene=maker-NODE_41_length_110848_cov_58.9673_ID_15197-augustus-gene-0.152&CDS=1-1590
884	OG0000884	YBR276C	genemark-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.147&CDS=1-3708
885	OG0000885	YBR279W	snap_masked-NODE_78_length_51939_cov_46.5052_ID_14434-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_78_length_51939_cov_46.5052_ID_14434-processed-gene-0.60&CDS=1-1302
886	OG0000886	YBR280C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.44&CDS=1-1518
887	OG0000887	YBR281C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.91&CDS=1-2640
888	OG0000888	YBR282W	genemark-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.146&CDS=1-441
889	OG0000889	YBR283C	augustus_masked-NODE_44_length_107707_cov_40.9308_ID_11418-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_44_length_107707_cov_40.9308_ID_11418-processed-gene-0.142&CDS=1-1440
890	OG0000890	YBR286W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.93&CDS=1-1638
891	OG0000891	YBR287W	augustus_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-1.217&CDS=1-1488
892	OG0000892	YBR288C	augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.33&CDS=1-1842
893	OG0000893	YBR289W	augustus_masked-NODE_29_length_156251_cov_85.5209_ID_12929-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_29_length_156251_cov_85.5209_ID_12929-processed-gene-0.52&CDS=1-1836
894	OG0000894	YBR290W	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.75&CDS=1-1017
895	OG0000895	YBR291C	maker-NODE_90_length_41005_cov_41.3732_ID_15615-augustus-gene-0.58-mRNA-1_1&gene=maker-NODE_90_length_41005_cov_41.3732_ID_15615-augustus-gene-0.58&CDS=1-888
896	OG0000896	YCL001W	augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.32&CDS=1-549
897	OG0000897	YCL002C	snap_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.161-mRNA-1_1&gene=snap_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.161&CDS=1-411
898	OG0000898	YCL004W	augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.31&CDS=1-1452
899	OG0000899	YCL005W-A	genemark-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.65&CDS=1-210
900	OG0000900	YCL008C	maker-NODE_38_length_124779_cov_40.7997_ID_14094-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_38_length_124779_cov_40.7997_ID_14094-augustus-gene-0.8&CDS=1-1413
901	OG0000901	YCL009C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-1.90&CDS=1-846
902	OG0000902	YCL010C	genemark-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.108&CDS=1-699
903	OG0000903	YCL012C	genemark-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.1&CDS=1-384
904	OG0000904	YCL014W	augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.58&CDS=1-2991
905	OG0000905	YCL016C	augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.47&CDS=1-1056
906	OG0000906	YCL017C	augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.48&CDS=1-1425
907	OG0000907	YCL018W	augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_81_length_49537_cov_39.859_ID_14662-processed-gene-0.49&CDS=1-1089
908	OG0000908	YCL029C	genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.81-mRNA-1_1&gene=genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.81&CDS=1-2511
909	OG0000909	YCL030C	genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.82-mRNA-1_1&gene=genemark-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.82&CDS=1-2556
910	OG0000910	YCL031C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.164&CDS=1-897
911	OG0000911	YCL032W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.162&CDS=1-1101
912	OG0000912	YCL033C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.194-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.194&CDS=1-411
913	OG0000913	YCL034W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.160-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.160&CDS=1-1224
914	OG0000914	YCL038C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.106&CDS=1-1752
915	OG0000915	YCL039W	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.123&CDS=1-1641
916	OG0000916	YCL043C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.195-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.195&CDS=1-1524
917	OG0000917	YCL045C	augustus_masked-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.86&CDS=1-2913
918	OG0000918	YCL047C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.121&CDS=1-828
919	OG0000919	YCL052C	snap_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-1.9&CDS=1-1473
920	OG0000920	YCL054W	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.153&CDS=1-2475
921	OG0000921	YCL055W	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.149&CDS=1-1206
922	OG0000922	YCL057C-A	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.127&CDS=1-246
923	OG0000923	YCL057W	genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.86-mRNA-1_1&gene=genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.86&CDS=1-2145
924	OG0000924	YCL059C	augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.106&CDS=1-1113
925	OG0000925	YCL061C	augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.108&CDS=1-4023
926	OG0000926	YCL075W	snap_masked-NODE_146_length_4511_cov_136.112_ID_37436-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_146_length_4511_cov_136.112_ID_37436-processed-gene-0.1&CDS=1-2937
927	OG0000927	YCR002C	maker-NODE_32_length_147469_cov_47.5155_ID_13746-augustus-gene-0.19-mRNA-1_1&gene=maker-NODE_32_length_147469_cov_47.5155_ID_13746-augustus-gene-0.19&CDS=1-1011
928	OG0000928	YCR003W	augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.39&CDS=1-585
929	OG0000929	YCR008W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.143&CDS=1-1920
930	OG0000930	YCR009C	maker-NODE_17_length_219174_cov_45.1481_ID_10526-augustus-gene-1.125-mRNA-1_1&gene=maker-NODE_17_length_219174_cov_45.1481_ID_10526-augustus-gene-1.125&CDS=1-801
931	OG0000931	YCR011C	genemark-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.74&CDS=1-2904
932	OG0000932	YCR012W	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.54&CDS=1-1245
933	OG0000933	YCR014C	snap_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.191-mRNA-1_1&gene=snap_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.191&CDS=1-1815
934	OG0000934	YCR015C	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.35&CDS=1-813
935	OG0000935	YCR016W	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.73&CDS=1-1116
936	OG0000936	YCR017C	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.53&CDS=1-2934
937	OG0000937	YCR019W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.17&CDS=1-1059
938	OG0000938	YCR021C	augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.124&CDS=1-903
939	OG0000939	YCR023C	augustus_masked-NODE_613_length_456_cov_0.792023_ID_25258-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_613_length_456_cov_0.792023_ID_25258-processed-gene-0.1&CDS=1-390
940	OG0000940	YCR024C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.176-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.176&CDS=1-3117
941	OG0000941	YCR027C	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-1.51&CDS=1-543
942	OG0000942	YCR028C	augustus_masked-NODE_46_length_99549_cov_39.9488_ID_13625-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_46_length_99549_cov_39.9488_ID_13625-processed-gene-0.7&CDS=1-1530
943	OG0000943	YCR028C-A	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.169&CDS=1-405
944	OG0000944	YCR030C	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.208&CDS=1-2712
945	OG0000945	YCR032W	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.170&CDS=1-6588
946	OG0000946	YCR035C	augustus_masked-NODE_82_length_48277_cov_44.0082_ID_14738-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_82_length_48277_cov_44.0082_ID_14738-processed-gene-0.53&CDS=1-1128
947	OG0000947	YCR036W	augustus_masked-NODE_82_length_48277_cov_44.0082_ID_14738-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_82_length_48277_cov_44.0082_ID_14738-processed-gene-0.44&CDS=1-996
948	OG0000948	YCR042C	augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_43_length_108467_cov_37.8837_ID_13311-processed-gene-0.129&CDS=1-4134
949	OG0000949	YCR044C	augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.90&CDS=1-1014
950	OG0000950	YCR046C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.162&CDS=1-573
951	OG0000951	YCR047C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.161&CDS=1-807
952	OG0000952	YCR053W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.28&CDS=1-1530
953	OG0000953	YCR054C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.48&CDS=1-1563
954	OG0000954	YCR057C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.47&CDS=1-2766
955	OG0000955	YCR059C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.48&CDS=1-795
956	OG0000956	YCR061W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.11&CDS=1-1941
957	OG0000957	YCR063W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.46&CDS=1-447
958	OG0000958	YCR065W	genemark-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.186-mRNA-1_1&gene=genemark-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.186&CDS=1-2256
959	OG0000959	YCR066W	genemark-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.219-mRNA-1_1&gene=genemark-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.219&CDS=1-1185
960	OG0000960	YCR068W	augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.25&CDS=1-1617
961	OG0000961	YCR071C	augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.33&CDS=1-522
962	OG0000962	YCR072C	augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.34&CDS=1-1530
963	OG0000963	YCR075C	snap_masked-NODE_62_length_71316_cov_78.2096_ID_12829-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_62_length_71316_cov_78.2096_ID_12829-processed-gene-0.18&CDS=1-381
964	OG0000964	YCR077C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.167&CDS=1-2376
965	OG0000965	YCR086W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.11&CDS=1-1155
966	OG0000966	YCR087C-A	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.14&CDS=1-423
967	OG0000967	YCR088W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.12&CDS=1-1602
968	OG0000968	YCR090C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.26&CDS=1-483
969	OG0000969	YCR092C	augustus_masked-NODE_101_length_34244_cov_47.6505_ID_17117-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_101_length_34244_cov_47.6505_ID_17117-processed-gene-0.5&CDS=1-2985
970	OG0000970	YCR093W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.51&CDS=1-7692
971	OG0000971	YCR095C	maker-NODE_4_length_391868_cov_66.0008_ID_13828-augustus-gene-2.105-mRNA-1_1&gene=maker-NODE_4_length_391868_cov_66.0008_ID_13828-augustus-gene-2.105&CDS=1-1071
