	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034610_Saturnispora_hagleri
122	OG0000122	YBR042C, YDR018C	genemark-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-1.61&CDS=1-1185
123	OG0000123	YBR048W, YDR025W	maker-NODE_1_length_1340882_cov_20.2954_ID_1-augustus-gene-2.165-mRNA-1_1&gene=maker-NODE_1_length_1340882_cov_20.2954_ID_1-augustus-gene-2.165&CDS=1-465
124	OG0000124	YBR078W, YDR055W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.134&CDS=1-1326
125	OG0000125	YBR084W, YGR204W	snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-3.65&CDS=1-1974
126	OG0000126	YBR089C-A, YPR052C	genemark-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.158-mRNA-1_1&gene=genemark-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.158&CDS=1-330
127	OG0000127	YBR104W, YPR058W	augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.126&CDS=1-912
128	OG0000128	YBR118W, YPR080W	augustus_masked-NODE_139_length_950_cov_40.5923_ID_277-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_139_length_950_cov_40.5923_ID_277-processed-gene-0.1&CDS=1-876
129	OG0000129	YBR140C, YOL081W	augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.17&CDS=1-8559
130	OG0000130	YBR147W, YOL092W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.83&CDS=1-951
131	OG0000131	YBR150C, YOL089C	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-0.114&CDS=1-2613
132	OG0000132	YBR161W, YPL057C	augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-1.149&CDS=1-1125
133	OG0000133	YBR172C, YPL105C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.16&CDS=1-2382
134	OG0000134	YBR177C, YPL095C	genemark-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.16&CDS=1-1386
135	OG0000135	YBR181C, YPL090C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.20&CDS=1-708
136	OG0000136	YBR182C, YPL089C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.19&CDS=1-1755
137	OG0000137	YBR183W, YPL087W	augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.42&CDS=1-840
138	OG0000138	YBR189W, YPL081W	maker-NODE_8_length_328496_cov_20.7582_ID_15-snap-gene-0.126-mRNA-1_1&gene=maker-NODE_8_length_328496_cov_20.7582_ID_15-snap-gene-0.126&CDS=1-939
139	OG0000139	YBR199W	augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.211&CDS=1-1404, augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.69&CDS=1-1257
140	OG0000140	YBR214W, YGL056C	augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.24&CDS=1-1479
141	OG0000141	YBR241C, YGL104C	augustus_masked-NODE_35_length_85358_cov_20.3898_ID_69-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_35_length_85358_cov_20.3898_ID_69-processed-gene-0.17&CDS=1-1395
142	OG0000142	YBR242W, YGL101W	snap_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.131&CDS=1-672
143	OG0000143	YBR270C, YJL058C	snap_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-0.92&CDS=1-2019
144	OG0000144	YBR273C, YJL048C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-4.117&CDS=1-1161
145	OG0000145	YCL011C, YNL004W	augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_25_length_143880_cov_21.6552_ID_49-processed-gene-0.195&CDS=1-1515
146	OG0000146	YCL036W, YDR514C	genemark-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.110&CDS=1-1485
147	OG0000147	YCL040W, YDR516C	augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.155&CDS=1-1422
148	OG0000148	YCL048W, YDR522C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.129&CDS=1-1269
149	OG0000149	YCL050C, YDR530C	genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.51-mRNA-1_1&gene=genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.51&CDS=1-1044
150	OG0000150	YCL068C, YCR038C	augustus_masked-NODE_38_length_63727_cov_20.6179_ID_75-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_38_length_63727_cov_20.6179_ID_75-processed-gene-0.22&CDS=1-4761
151	OG0000151	YCR010C, YNR002C	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-2.133&CDS=1-825
152	OG0000152	YCR026C, YEL016C	augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-7.36&CDS=1-2202
153	OG0000153	YCR028C	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-0.83&CDS=1-1680, augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.157&CDS=1-1620
154	OG0000154	YCR031C, YJL191W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.108&CDS=1-1608
155	OG0000155	YCR048W, YNR019W	genemark-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.124&CDS=1-1614
156	OG0000156	YCR052W, YNR023W	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-0.101&CDS=1-1416
157	OG0000157	YCR073C, YNR031C	augustus_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.243&CDS=1-4674
158	OG0000158	YCR073W-A, YNR034W	augustus_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_31_length_93087_cov_19.9839_ID_61-processed-gene-0.25&CDS=1-882
159	OG0000159	YCR091W, YNR047W	maker-NODE_5_length_466031_cov_22.0033_ID_9-snap-gene-2.152-mRNA-1_1&gene=maker-NODE_5_length_466031_cov_22.0033_ID_9-snap-gene-2.152&CDS=1-6090
160	OG0000160	YCR106W, YLL054C, YOR363C	
161	OG0000161	YDL037C, YIR019C	augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.224&CDS=1-1476
162	OG0000162	YDL042C, YOL068C	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.25&CDS=1-1893
163	OG0000163	YDL048C, YLR375W	augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_34_length_87098_cov_20.6258_ID_67-processed-gene-0.107&CDS=1-969
164	OG0000164	YDL061C, YLR388W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-0.97&CDS=1-243
165	OG0000165	YDL075W, YLR406C	augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_9_length_322914_cov_20.301_ID_17-processed-gene-0.146&CDS=1-342
166	OG0000166	YDL082W, YMR142C	augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.44&CDS=1-591
167	OG0000167	YDL083C, YMR143W	genemark-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.150-mRNA-1_1&gene=genemark-NODE_27_length_128716_cov_20.5214_ID_53-processed-gene-0.150&CDS=1-426
168	OG0000168	YDL085W, YMR145C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-4.111&CDS=1-1671
169	OG0000169	YDL088C, YMR153W	augustus_masked-NODE_26_length_134196_cov_21.0216_ID_51-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_26_length_134196_cov_21.0216_ID_51-processed-gene-0.10&CDS=1-1179
170	OG0000170	YDL109C, YGL144C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-1.47&CDS=1-2310
171	OG0000171	YDL124W	augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.210&CDS=1-942, augustus_masked-NODE_35_length_85358_cov_20.3898_ID_69-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_35_length_85358_cov_20.3898_ID_69-processed-gene-0.34&CDS=1-915
172	OG0000172	YDL127W, YDL179W	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.149&CDS=1-903
173	OG0000173	YDL130W-A, YDL181W	augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.285-mRNA-1_1&gene=augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.285&CDS=1-243
174	OG0000174	YDL131W	augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.241-mRNA-1_1&gene=augustus_masked-NODE_15_length_173769_cov_21.4258_ID_29-processed-gene-0.241&CDS=1-1272, augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.65&CDS=1-1218
175	OG0000175	YDL136W, YDL191W	genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.92-mRNA-1_1&gene=genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.92&CDS=1-375
176	OG0000176	YDL137W, YDL192W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-9.142&CDS=1-543
177	OG0000177	YDL138W, YDL194W	maker-NODE_1_length_1340882_cov_20.2954_ID_1-augustus-gene-9.162-mRNA-1_1&gene=maker-NODE_1_length_1340882_cov_20.2954_ID_1-augustus-gene-9.162&CDS=1-2922
178	OG0000178	YDL144C	augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.222&CDS=1-1032, augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.287-mRNA-1_1&gene=augustus_masked-NODE_4_length_490047_cov_21.4437_ID_7-processed-gene-3.287&CDS=1-1014
179	OG0000179	YDL174C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.30&CDS=1-1725, augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.187-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-2.187&CDS=1-1674
180	OG0000180	YDL175C, YIL079C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.92&CDS=1-999
181	OG0000181	YDL204W, YDR233C	augustus_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_23_length_144753_cov_22.3047_ID_45-processed-gene-0.37&CDS=1-906
182	OG0000182	YDL210W	augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.234-mRNA-1_1&gene=augustus_masked-NODE_17_length_169313_cov_21.3871_ID_33-processed-gene-0.234&CDS=1-1653, augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-5.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-5.150&CDS=1-1677
183	OG0000183	YDL224C, YNL197C	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.25&CDS=1-1737
184	OG0000184	YDL229W, YNL209W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.62-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.62&CDS=1-1845
185	OG0000185	YDL246C, YJR159W	augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.219-mRNA-1_1&gene=augustus_masked-NODE_14_length_196847_cov_21.6481_ID_27-processed-gene-0.219&CDS=1-1086
186	OG0000186	YDR069C, YER144C	augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-0.102&CDS=1-2058
187	OG0000187	YDR107C, YLR083C	maker-NODE_6_length_399628_cov_19.9528_ID_11-augustus-gene-2.5-mRNA-1_1&gene=maker-NODE_6_length_399628_cov_19.9528_ID_11-augustus-gene-2.5&CDS=1-5760
188	OG0000188	YDR122W, YLR096W	augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_7_length_338824_cov_20.1904_ID_13-processed-gene-1.8&CDS=1-3453
189	OG0000189	YDR125C, YLR099C	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.19&CDS=1-1509
190	OG0000190	YDR132C, YLR108C	augustus_masked-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_24_length_144509_cov_19.8257_ID_47-processed-gene-0.16&CDS=1-1260
191	OG0000191	YDR143C	augustus_masked-NODE_26_length_134196_cov_21.0216_ID_51-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_26_length_134196_cov_21.0216_ID_51-processed-gene-0.26&CDS=1-504, augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_837746_cov_20.7076_ID_3-processed-gene-5.105&CDS=1-2124
192	OG0000192	YDR151C, YLR136C	genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-1.116-mRNA-1_1&gene=genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-1.116&CDS=1-1128
193	OG0000193	YDR185C, YLR168C	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.31-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-7.31&CDS=1-1131
194	OG0000194	YDR200C, YLR238W	genemark-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.230-mRNA-1_1&gene=genemark-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.230&CDS=1-1443
195	OG0000195	YDR206W, YLR233C	augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_466031_cov_22.0033_ID_9-processed-gene-3.39&CDS=1-2454
196	OG0000196	YDR247W, YPL026C	maker-NODE_1_length_1340882_cov_20.2954_ID_1-snap-gene-3.129-mRNA-1_1&gene=maker-NODE_1_length_1340882_cov_20.2954_ID_1-snap-gene-3.129&CDS=1-2109
197	OG0000197	YDR251W, YPL032C	augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_21_length_154617_cov_20.2003_ID_41-processed-gene-0.140&CDS=1-2427
198	OG0000198	YDR252W, YPL037C	augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.258-mRNA-1_1&gene=augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.258&CDS=1-492
199	OG0000199	YDR253C, YPL038W	augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.259-mRNA-1_1&gene=augustus_masked-NODE_18_length_168054_cov_20.0481_ID_35-processed-gene-0.259&CDS=1-999
200	OG0000200	YDR263C, YOR033C	genemark-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_13_length_200565_cov_20.5037_ID_25-processed-gene-0.35&CDS=1-2127
201	OG0000201	YDR264C, YOR034C	genemark-NODE_56_length_13573_cov_21.6701_ID_111-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_56_length_13573_cov_21.6701_ID_111-processed-gene-0.11&CDS=1-2049
202	OG0000202	YDR272W, YOR040W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-1.27&CDS=1-759
203	OG0000203	YDR277C, YOR047C	augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_16_length_172938_cov_20.1079_ID_31-processed-gene-0.18&CDS=1-1254
204	OG0000204	YDR300C, YHR033W	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-4.94&CDS=1-1248
205	OG0000205	YDR312W, YHR066W	augustus_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_36_length_69747_cov_22.5209_ID_71-processed-gene-0.64&CDS=1-1263
206	OG0000206	YDR351W, YHR103W	snap_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.253-mRNA-1_1&gene=snap_masked-NODE_11_length_282380_cov_21.34_ID_21-processed-gene-1.253&CDS=1-1980
207	OG0000207	YDR358W, YHR108W	augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-1.215&CDS=1-2592
208	OG0000208	YDR368W, YOR120W	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-1.54&CDS=1-1893
209	OG0000209	YDR380W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-8.107&CDS=1-1794, augustus_masked-NODE_40_length_56887_cov_23.3287_ID_79-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_40_length_56887_cov_23.3287_ID_79-processed-gene-0.29&CDS=1-1710
210	OG0000210	YDR385W, YOR133W	genemark-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-0.99&CDS=1-3354
211	OG0000211	YDR407C	genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.54-mRNA-1_1&gene=genemark-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.54&CDS=1-5808, snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.99&CDS=1-2208
212	OG0000212	YDR409W, YOR156C	snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-12.90&CDS=1-5403
213	OG0000213	YDR418W, YEL054C	augustus_masked-NODE_38_length_63727_cov_20.6179_ID_75-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_38_length_63727_cov_20.6179_ID_75-processed-gene-0.4&CDS=1-495
214	OG0000214	YDR447C, YML024W	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.102&CDS=1-405
215	OG0000215	YDR450W, YML026C	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.76&CDS=1-453
216	OG0000216	YDR451C, YML027W	augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_8_length_328496_cov_20.7582_ID_15-processed-gene-1.100&CDS=1-1161
217	OG0000217	YDR453C, YML028W	augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_12_length_222609_cov_20.3469_ID_23-processed-gene-0.18&CDS=1-591
218	OG0000218	YDR463W, YHR006W	augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_28_length_117100_cov_20.6555_ID_55-processed-gene-0.0&CDS=1-1116
219	OG0000219	YDR475C, YOR019W	genemark-NODE_29_length_102874_cov_20.6168_ID_57-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_29_length_102874_cov_20.6168_ID_57-processed-gene-0.65&CDS=1-2271
220	OG0000220	YDR497C, YOL103W	augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_10_length_292512_cov_19.4515_ID_19-processed-gene-0.128&CDS=1-1617
221	OG0000221	YDR500C, YLR185W	augustus_masked-NODE_41_length_51703_cov_22.0394_ID_81-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_41_length_51703_cov_22.0394_ID_81-processed-gene-0.66&CDS=1-252
222	OG0000222	YDR502C, YLR180W	maker-NODE_41_length_51703_cov_22.0394_ID_81-snap-gene-0.30-mRNA-1_1&gene=maker-NODE_41_length_51703_cov_22.0394_ID_81-snap-gene-0.30&CDS=1-2466
223	OG0000223	YDR505C, YLR177W	augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_3_length_572726_cov_19.7219_ID_5-processed-gene-0.116&CDS=1-1848
224	OG0000224	YEL006W, YIL006W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.88&CDS=1-1107
225	OG0000225	YEL007W, YHR177W	augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1340882_cov_20.2954_ID_1-processed-gene-11.89&CDS=1-1275
226	OG0000226	YEL022W, YJR031C	augustus_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.236-mRNA-1_1&gene=augustus_masked-NODE_19_length_167265_cov_21.9052_ID_37-processed-gene-0.236&CDS=1-4476
227	OG0000227	YEL028W	augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_399628_cov_19.9528_ID_11-processed-gene-2.14&CDS=1-645, snap_masked-NODE_47_length_33835_cov_27.3199_ID_93-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_47_length_33835_cov_27.3199_ID_93-processed-gene-0.14&CDS=1-567
