	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035301_Pichia_terricola
120	OG0000120	YJL164C, YKL166C, YPL203W	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.103&CDS=1-1602
121	OG0000121	YJR059W, YKL198C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-12.122&CDS=1-1989, augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-2.104&CDS=1-2325
122	OG0000122	YJR152W, YLR004C	augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_345093_cov_18.5582_ID_5167-processed-gene-0.42&CDS=1-1533, maker-NODE_25_length_143683_cov_16.1942_ID_3337-snap-gene-0.122-mRNA-1_1&gene=maker-NODE_25_length_143683_cov_16.1942_ID_3337-snap-gene-0.122&CDS=1-3078
123	OG0000123	YKL171W, YLR113W	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.147&CDS=1-1974, augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-0.44&CDS=1-1164
124	OG0000124	YKL221W, YNL125C	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.35&CDS=1-1551, augustus_masked-NODE_63_length_56225_cov_20.5534_ID_6039-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_63_length_56225_cov_20.5534_ID_6039-processed-gene-0.34&CDS=1-1896
125	OG0000125	YKR039W	augustus_masked-NODE_59_length_60427_cov_17.6587_ID_5723-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_59_length_60427_cov_17.6587_ID_5723-processed-gene-0.18&CDS=1-1794, augustus_masked-NODE_70_length_38165_cov_15.9569_ID_7392-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_70_length_38165_cov_15.9569_ID_7392-processed-gene-0.29&CDS=1-1791, maker-NODE_9_length_273278_cov_27.3782_ID_3385-snap-gene-1.158-mRNA-1_1&gene=maker-NODE_9_length_273278_cov_27.3782_ID_3385-snap-gene-1.158&CDS=1-3099
126	OG0000126	YKR042W, YNL066W	augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-0.64&CDS=1-1095, augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-0.31&CDS=1-1248
127	OG0000127	YLL012W, YLR020C	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.72&CDS=1-1506, augustus_masked-NODE_55_length_68342_cov_17.3447_ID_7764-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_55_length_68342_cov_17.3447_ID_7764-processed-gene-0.42&CDS=1-1278
128	OG0000128	YLL055W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.118&CDS=1-789, augustus_masked-NODE_52_length_77233_cov_32.8956_ID_5396-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_52_length_77233_cov_32.8956_ID_5396-processed-gene-0.55&CDS=1-1575, augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.48&CDS=1-1503
129	OG0000129	YLR146C, YPR069C	augustus_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_12_length_247577_cov_16.8422_ID_9877-processed-gene-1.146&CDS=1-909, augustus_masked-NODE_47_length_80505_cov_14.9272_ID_6111-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_47_length_80505_cov_14.9272_ID_6111-processed-gene-0.25&CDS=1-882
130	OG0000130	YMR183C, YPL232W	augustus_masked-NODE_39_length_97065_cov_15.981_ID_8645-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_39_length_97065_cov_15.981_ID_8645-processed-gene-0.51&CDS=1-867, augustus_masked-NODE_80_length_23748_cov_16.2384_ID_8055-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_80_length_23748_cov_16.2384_ID_8055-processed-gene-0.11&CDS=1-804
131	OG0000131	YMR253C, YPL264C	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.149&CDS=1-1086, genemark-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-5.67-mRNA-1_1&gene=genemark-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-5.67&CDS=1-1200
132	OG0000132	YMR266W, YOL084W	augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_10_length_264277_cov_16.7563_ID_5024-processed-gene-1.41&CDS=1-2796, augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_9_length_273278_cov_27.3782_ID_3385-processed-gene-1.132&CDS=1-2649
133	OG0000133	YNL104C, YOR108W	genemark-NODE_55_length_68342_cov_17.3447_ID_7764-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_55_length_68342_cov_17.3447_ID_7764-processed-gene-0.98&CDS=1-1743, maker-NODE_11_length_252831_cov_22.8798_ID_3225-augustus-gene-1.66-mRNA-1_1&gene=maker-NODE_11_length_252831_cov_22.8798_ID_3225-augustus-gene-1.66&CDS=1-3498
134	OG0000134	YOL055C, YPL258C, YPR121W	augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.209&CDS=1-1725
135	OG0000135	YOR166C	augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.40&CDS=1-924, augustus_masked-NODE_52_length_77233_cov_32.8956_ID_5396-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_52_length_77233_cov_32.8956_ID_5396-processed-gene-0.70&CDS=1-909, maker-NODE_2_length_601386_cov_16.6954_ID_7452-augustus-gene-4.52-mRNA-1_1&gene=maker-NODE_2_length_601386_cov_16.6954_ID_7452-augustus-gene-4.52&CDS=1-2181
136	OG0000136	YOR181W, YPL227C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-12.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-12.120&CDS=1-2256, maker-NODE_22_length_175399_cov_17.6135_ID_4084-augustus-gene-0.82-mRNA-1_1&gene=maker-NODE_22_length_175399_cov_17.6135_ID_4084-augustus-gene-0.82&CDS=1-4017
137	OG0000137	YOR367W, YPL242C	augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.199&CDS=1-666, snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-2.13&CDS=1-5364
138	OG0000138	YOR390W, YPL279C	augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.165&CDS=1-1422, augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_21_length_183206_cov_15.8523_ID_4214-processed-gene-0.170&CDS=1-1275
139	OG0000139	Q0045, Q0065, Q0070	maker-NODE_69_length_38896_cov_1678.87_ID_9221-snap-gene-0.29-mRNA-1_1&gene=maker-NODE_69_length_38896_cov_1678.87_ID_9221-snap-gene-0.29&CDS=1-228
140	OG0000140	Q0105, Q0115, Q0120	maker-NODE_69_length_38896_cov_1678.87_ID_9221-snap-gene-0.33-mRNA-1_1&gene=maker-NODE_69_length_38896_cov_1678.87_ID_9221-snap-gene-0.33&CDS=1-378
141	OG0000141	YAL014C, YGL212W	augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.109&CDS=1-1047
142	OG0000142	YAL015C, YOL043C	genemark-NODE_51_length_77383_cov_16.4763_ID_4864-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_51_length_77383_cov_16.4763_ID_4864-processed-gene-0.12&CDS=1-1161
143	OG0000143	YAL017W, YOL045W	augustus_masked-NODE_67_length_45764_cov_12.7929_ID_7959-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_67_length_45764_cov_12.7929_ID_7959-processed-gene-0.2&CDS=1-3960
144	OG0000144	YAL018C, YOL048C	snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.90&CDS=1-618
145	OG0000145	YAL034C, YOR338W	genemark-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.69&CDS=1-1206
146	OG0000146	YAL049C	augustus_masked-NODE_23_length_150847_cov_29.6526_ID_4401-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_23_length_150847_cov_29.6526_ID_4401-processed-gene-0.47&CDS=1-732, augustus_masked-NODE_65_length_51508_cov_16.8883_ID_7027-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_65_length_51508_cov_16.8883_ID_7027-processed-gene-0.37&CDS=1-747
147	OG0000147	YAL056W, YOR371C	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.156&CDS=1-2670
148	OG0000148	YAL067C	augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_11_length_252831_cov_22.8798_ID_3225-processed-gene-0.61&CDS=1-1668, augustus_masked-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.73&CDS=1-1668
149	OG0000149	YAR042W, YDL019C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.52&CDS=1-4116
150	OG0000150	YBL009W, YGL021W	snap_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.219-mRNA-1_1&gene=snap_masked-NODE_4_length_475427_cov_15.6432_ID_2663-processed-gene-3.219&CDS=1-2442
151	OG0000151	YBL016W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.78&CDS=1-1044, augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-6.118&CDS=1-1062
152	OG0000152	YBL027W, YBR084C-A	snap_masked-NODE_29_length_134260_cov_32.1059_ID_4476-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_29_length_134260_cov_32.1059_ID_4476-processed-gene-0.42&CDS=1-570
153	OG0000153	YBL042C	augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-0.42&CDS=1-1773, augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_43_length_91010_cov_17.1761_ID_6164-processed-gene-0.76&CDS=1-1794
154	OG0000154	YBL067C, YER098W	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.68&CDS=1-1869
155	OG0000155	YBL068W, YER099C	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.67&CDS=1-984
156	OG0000156	YBL072C, YER102W	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.80&CDS=1-591
157	OG0000157	YBL087C, YER117W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-9.28-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-9.28&CDS=1-411
158	OG0000158	YBL091C-A, YER120W	augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.89&CDS=1-690
159	OG0000159	YBL101C, YPR030W	augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NODE_19_length_186176_cov_16.9616_ID_3084-processed-gene-0.175&CDS=1-3924
160	OG0000160	YBL106C, YPR032W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-0.12&CDS=1-3387
161	OG0000161	YBR001C, YDR001C	maker-NODE_31_length_132279_cov_18.5466_ID_6717-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_31_length_132279_cov_18.5466_ID_6717-snap-gene-0.0&CDS=1-2478
162	OG0000162	YBR005W, YDR003W	augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_17_length_195790_cov_13.1745_ID_5918-processed-gene-0.90&CDS=1-654
163	OG0000163	YBR006W	augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-0.88&CDS=1-1500, augustus_masked-NODE_36_length_112574_cov_17.3785_ID_4914-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_36_length_112574_cov_17.3785_ID_4914-processed-gene-0.67&CDS=1-1521
164	OG0000164	YBR010W, YNL031C	augustus_masked-NODE_93_length_12266_cov_15.2815_ID_8980-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_93_length_12266_cov_15.2815_ID_8980-processed-gene-0.14&CDS=1-408
165	OG0000165	YBR014C, YDL010W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.77&CDS=1-1125
166	OG0000166	YBR024W, YBR037C	maker-NODE_43_length_91010_cov_17.1761_ID_6164-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_43_length_91010_cov_17.1761_ID_6164-augustus-gene-0.0&CDS=1-4857
167	OG0000167	YBR031W, YDR012W	augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_34_length_120455_cov_17.2599_ID_4974-processed-gene-0.102&CDS=1-1056
168	OG0000168	YBR033W, YKL038W	genemark-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-2.131-mRNA-1_1&gene=genemark-NODE_5_length_348002_cov_16.5598_ID_11580-processed-gene-2.131&CDS=1-2814
169	OG0000169	YBR042C, YDR018C	genemark-NODE_20_length_185409_cov_13.3471_ID_6310-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_20_length_185409_cov_13.3471_ID_6310-processed-gene-0.149&CDS=1-945
170	OG0000170	YBR048W, YDR025W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-4.75&CDS=1-465
171	OG0000171	YBR067C, YIL011W	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-3.78&CDS=1-591
172	OG0000172	YBR078W, YDR055W	augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.73&CDS=1-1314
173	OG0000173	YBR082C, YDR059C	augustus_masked-NODE_15_length_209250_cov_20.7183_ID_3273-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_15_length_209250_cov_20.7183_ID_3273-processed-gene-0.54&CDS=1-441
174	OG0000174	YBR084W	augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.48&CDS=1-2946, augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-0.56&CDS=1-1965
175	OG0000175	YBR089C-A, YPR052C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-0.8&CDS=1-297
176	OG0000176	YBR104W, YPR058W	augustus_masked-NODE_82_length_21886_cov_17.0583_ID_8153-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_82_length_21886_cov_17.0583_ID_8153-processed-gene-0.32&CDS=1-903
177	OG0000177	YBR105C, YGR066C	augustus_masked-NODE_82_length_21886_cov_17.0583_ID_8153-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_82_length_21886_cov_17.0583_ID_8153-processed-gene-0.27&CDS=1-861
178	OG0000178	YBR118W, YPR080W	augustus_masked-NODE_152_length_951_cov_38.8657_ID_14583-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_152_length_951_cov_38.8657_ID_14583-processed-gene-0.0&CDS=1-912
179	OG0000179	YBR140C, YOL081W	augustus_masked-NODE_68_length_45245_cov_16.3411_ID_7344-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_68_length_45245_cov_16.3411_ID_7344-processed-gene-0.40&CDS=1-8742
180	OG0000180	YBR147W, YOL092W	augustus_masked-NODE_27_length_136765_cov_17.0577_ID_3895-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_27_length_136765_cov_17.0577_ID_3895-processed-gene-0.144&CDS=1-993
181	OG0000181	YBR149W	augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_18_length_188892_cov_15.7508_ID_5326-processed-gene-0.143&CDS=1-1833, augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.39&CDS=1-963
182	OG0000182	YBR150C, YOL089C	augustus_masked-NODE_36_length_112574_cov_17.3785_ID_4914-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_36_length_112574_cov_17.3785_ID_4914-processed-gene-0.75&CDS=1-3066
183	OG0000183	YBR161W, YPL057C	augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_44_length_86156_cov_30.2292_ID_4462-processed-gene-0.84&CDS=1-1110
184	OG0000184	YBR172C, YPL105C	augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_14_length_212763_cov_20.3796_ID_11122-processed-gene-1.94&CDS=1-3429
185	OG0000185	YBR177C, YPL095C	augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_16_length_206739_cov_17.5261_ID_5492-processed-gene-0.53&CDS=1-1359
186	OG0000186	YBR181C, YPL090C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-8.5&CDS=1-708
187	OG0000187	YBR183W, YPL087W	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-7.14&CDS=1-846
188	OG0000188	YBR189W, YPL081W	maker-NODE_55_length_68342_cov_17.3447_ID_7764-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_55_length_68342_cov_17.3447_ID_7764-augustus-gene-0.3&CDS=1-567
189	OG0000189	YBR191W, YPL079W	augustus_masked-NODE_55_length_68342_cov_17.3447_ID_7764-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_55_length_68342_cov_17.3447_ID_7764-processed-gene-0.64&CDS=1-471
190	OG0000190	YBR199W	augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_38_length_100807_cov_14.8008_ID_3936-processed-gene-0.62&CDS=1-1416, augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_56_length_64300_cov_16.1258_ID_7506-processed-gene-0.47&CDS=1-1278
191	OG0000191	YBR210W, YGL054C	augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.241-mRNA-1_1&gene=augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.241&CDS=1-414
192	OG0000192	YBR214W, YGL056C	augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1348442_cov_15.7902_ID_2726-processed-gene-11.70&CDS=1-1686
193	OG0000193	YBR216C, YGL060W	augustus_masked-NODE_51_length_77383_cov_16.4763_ID_4864-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_51_length_77383_cov_16.4763_ID_4864-processed-gene-0.41&CDS=1-2022
194	OG0000194	YBR241C, YGL104C	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.109&CDS=1-1401
195	OG0000195	YBR242W, YGL101W	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.107&CDS=1-702
196	OG0000196	YBR244W, YIR037W	augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_37_length_104968_cov_16.3109_ID_5690-processed-gene-0.13&CDS=1-483
197	OG0000197	YBR270C, YJL058C	augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-0.84&CDS=1-2442
198	OG0000198	YBR273C, YJL048C	augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_3_length_481115_cov_15.4763_ID_3968-processed-gene-2.121&CDS=1-1452
199	OG0000199	YBR278W, YJL065C	genemark-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_13_length_217194_cov_15.3271_ID_4613-processed-gene-0.72&CDS=1-438
200	OG0000200	YCL035C, YDR513W	augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.216-mRNA-1_1&gene=augustus_masked-NODE_22_length_175399_cov_17.6135_ID_4084-processed-gene-0.216&CDS=1-306
201	OG0000201	YCL036W, YDR514C	augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_31_length_132279_cov_18.5466_ID_6717-processed-gene-0.98&CDS=1-1443
202	OG0000202	YCL040W, YDR516C	augustus_masked-NODE_52_length_77233_cov_32.8956_ID_5396-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_52_length_77233_cov_32.8956_ID_5396-processed-gene-0.47&CDS=1-1425
203	OG0000203	YCL048W, YDR522C	augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_601386_cov_16.6954_ID_7452-processed-gene-1.69&CDS=1-3927
204	OG0000204	YCL050C, YDR530C	genemark-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-1.6-mRNA-1_1&gene=genemark-NODE_8_length_275204_cov_14.4756_ID_3711-processed-gene-1.6&CDS=1-1053
205	OG0000205	YCL057W	augustus_masked-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_30_length_132727_cov_23.8497_ID_10233-processed-gene-0.80&CDS=1-2103, augustus_masked-NODE_61_length_60079_cov_29.0154_ID_7080-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_61_length_60079_cov_29.0154_ID_7080-processed-gene-0.69&CDS=1-2094
206	OG0000206	YCL066W, YCR040W	augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_7_length_284069_cov_18.2518_ID_6949-processed-gene-1.79&CDS=1-558
207	OG0000207	YCL068C, YCR038C	augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_41_length_94344_cov_34.6904_ID_3793-processed-gene-0.60&CDS=1-5247
