	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034613_Saturnispora_serradocipensis
388	OG0000388	YLR456W, YPR172W	genemark-flattened_line_2-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.16&CDS=1-528
389	OG0000389	YML008C	genemark-flattened_line_100-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.5&CDS=1-1143, genemark-flattened_line_84-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.79&CDS=1-1128
390	OG0000390	YML054C	genemark-flattened_line_104-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.10&CDS=1-1617, genemark-flattened_line_18-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.79&CDS=1-1695
391	OG0000391	YML100W, YMR261C	augustus_masked-flattened_line_44-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.70&CDS=1-3354
392	OG0000392	YML106W, YMR271C	genemark-flattened_line_2-processed-gene-3.1-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.1&CDS=1-654
393	OG0000393	YML109W, YMR273C	augustus_masked-flattened_line_24-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.153&CDS=1-3516
394	OG0000394	YMR110C	augustus_masked-flattened_line_96-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.43&CDS=1-4992, genemark-flattened_line_68-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.70&CDS=1-1476
395	OG0000395	YMR119W, YNL008C	snap_masked-flattened_line_0-processed-gene-10.80-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.80&CDS=1-2001
396	OG0000396	YMR152W	genemark-flattened_line_0-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.15&CDS=1-1101, genemark-flattened_line_251-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_251-processed-gene-0.0&CDS=1-1101
397	OG0000397	YMR172W, YOL116W	augustus_masked-flattened_line_30-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.90&CDS=1-1335
398	OG0000398	YMR177W, YPL224C	genemark-flattened_line_30-processed-gene-0.184-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.184&CDS=1-1755
399	OG0000399	YMR182C, YPL230W	genemark-flattened_line_0-processed-gene-10.213-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.213&CDS=1-1572
400	OG0000400	YMR183C, YPL232W	snap_masked-flattened_line_88-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.18&CDS=1-855
401	OG0000401	YMR222C, YOR280C	genemark-flattened_line_18-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.109&CDS=1-744
402	OG0000402	YMR230W, YOR293W	maker-flattened_line_120-augustus-gene-0.32-mRNA-1_1&gene=maker-flattened_line_120-augustus-gene-0.32&CDS=1-1515
403	OG0000403	YMR237W, YOR299W	genemark-flattened_line_90-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.13&CDS=1-2067
404	OG0000404	YMR242C, YOR312C	maker-flattened_line_62-augustus-gene-0.77-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.77&CDS=1-759
405	OG0000405	YMR319C	augustus_masked-flattened_line_0-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.78&CDS=1-2079, maker-flattened_line_0-snap-gene-6.48-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.48&CDS=1-3354
406	OG0000406	YNL095C, YOR092W	snap_masked-flattened_line_6-processed-gene-3.251-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.251&CDS=1-1647
407	OG0000407	YNL096C, YOR096W	genemark-flattened_line_104-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.12&CDS=1-567
408	OG0000408	YNL104C, YOR108W	augustus_masked-flattened_line_6-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.146&CDS=1-5967
409	OG0000409	YNL106C, YOR109W	genemark-flattened_line_22-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.53&CDS=1-3261
410	OG0000410	YNL108C, YOR110W	genemark-flattened_line_20-processed-gene-1.177-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.177&CDS=1-1326
411	OG0000411	YNL293W, YOL112W	genemark-flattened_line_38-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.33&CDS=1-1194
412	OG0000412	YNL299W, YOL115W	genemark-flattened_line_58-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.32&CDS=1-2109
413	OG0000413	YNL301C, YOL120C	maker-flattened_line_106-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_106-snap-gene-0.0&CDS=1-963
414	OG0000414	YOR204W, YPL119C	maker-flattened_line_2-augustus-gene-6.106-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-6.106&CDS=1-4911
415	OG0000415	YOR231W, YPL140C	genemark-flattened_line_4-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.107&CDS=1-1158
416	OG0000416	YOR234C, YPL143W	maker-flattened_line_20-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-0.0&CDS=1-321
417	OG0000417	YOR246C	augustus_masked-flattened_line_138-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.3&CDS=1-864, genemark-flattened_line_4-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.106&CDS=1-990
418	OG0000418	YOR256C, YPL176C	genemark-flattened_line_32-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.20&CDS=1-2514
419	OG0000419	YOR270C	augustus_masked-flattened_line_20-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.106&CDS=1-2457, genemark-flattened_line_66-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.102&CDS=1-2667
420	OG0000420	YOR273C	genemark-flattened_line_153-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_153-processed-gene-0.1&CDS=1-1755, maker-flattened_line_0-augustus-gene-6.44-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.44&CDS=1-4860
421	OG0000421	YOR285W, YOR286W	genemark-flattened_line_18-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.13&CDS=1-603
422	OG0000422	YPL154C	genemark-flattened_line_10-processed-gene-2.169-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.169&CDS=1-1221, genemark-flattened_line_60-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.123&CDS=1-1218
423	OG0000423	YPR013C, YPR015C	snap_masked-flattened_line_42-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.117&CDS=1-756
424	OG0000424	YAL001C	genemark-flattened_line_58-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.13&CDS=1-3672
425	OG0000425	YAL002W	snap_masked-flattened_line_26-processed-gene-0.213-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.213&CDS=1-4242
426	OG0000426	YAL004W	maker-flattened_line_42-snap-gene-0.211-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.211&CDS=1-405
427	OG0000427	YAL009W	genemark-flattened_line_12-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.103&CDS=1-1308
428	OG0000428	YAL010C	genemark-flattened_line_12-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.79&CDS=1-1554
429	OG0000429	YAL011W	maker-flattened_line_2-snap-gene-4.0-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-4.0&CDS=1-2007
430	OG0000430	YAL016W	augustus_masked-flattened_line_0-processed-gene-8.77-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.77&CDS=1-1824
431	OG0000431	YAL019W	genemark-flattened_line_12-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.104&CDS=1-4575
432	OG0000432	YAL020C	genemark-flattened_line_12-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.80&CDS=1-1068
433	OG0000433	YAL021C	genemark-flattened_line_2-processed-gene-6.151-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.151&CDS=1-2700
434	OG0000434	YAL022C	genemark-flattened_line_8-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.60&CDS=1-1266
435	OG0000435	YAL023C	genemark-flattened_line_0-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.27&CDS=1-2265
436	OG0000436	YAL024C	augustus_masked-flattened_line_0-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.99&CDS=1-3717
437	OG0000437	YAL025C	genemark-flattened_line_46-processed-gene-0.196-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.196&CDS=1-906
438	OG0000438	YAL032C	genemark-flattened_line_8-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.73&CDS=1-915
439	OG0000439	YAL033W	genemark-flattened_line_32-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.22&CDS=1-492
440	OG0000440	YAL034W-A	augustus_masked-flattened_line_58-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.85&CDS=1-774
441	OG0000441	YAL035W	genemark-flattened_line_34-processed-gene-0.177-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.177&CDS=1-2946
442	OG0000442	YAL036C	genemark-flattened_line_12-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.94&CDS=1-1332
443	OG0000443	YAL037C-B	maker-flattened_line_8-snap-gene-1.3-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.3&CDS=1-573
444	OG0000444	YAL038W	augustus_masked-flattened_line_8-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.147&CDS=1-1506
445	OG0000445	YAL039C	genemark-flattened_line_14-processed-gene-1.176-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.176&CDS=1-789
446	OG0000446	YAL041W	genemark-flattened_line_4-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.99&CDS=1-2409
447	OG0000447	YAL042W	genemark-flattened_line_4-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.100&CDS=1-1227
448	OG0000448	YAL043C	augustus_masked-flattened_line_60-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.77&CDS=1-2034
449	OG0000449	YAL044C	genemark-flattened_line_54-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.24&CDS=1-483
450	OG0000450	YAL044W-A	genemark-flattened_line_54-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.4&CDS=1-366
451	OG0000451	YAL048C	genemark-flattened_line_24-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.17&CDS=1-1932
452	OG0000452	YAL049C	augustus_masked-flattened_line_70-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.111&CDS=1-1908
453	OG0000453	YAL051W, YOR363C	
454	OG0000454	YAL053W	genemark-flattened_line_10-processed-gene-2.200-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.200&CDS=1-2202
455	OG0000455	YAL059W	genemark-flattened_line_0-processed-gene-8.112-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.112&CDS=1-591
456	OG0000456	YAR003W	genemark-flattened_line_10-processed-gene-2.173-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.173&CDS=1-1320
457	OG0000457	YAR007C	genemark-flattened_line_24-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.31&CDS=1-1839
458	OG0000458	YAR014C	genemark-flattened_line_2-processed-gene-5.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.20&CDS=1-1284
459	OG0000459	YAR015W	genemark-flattened_line_0-processed-gene-5.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.20&CDS=1-912
460	OG0000460	YAR018C	genemark-flattened_line_0-processed-gene-5.21-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.21&CDS=1-1257
461	OG0000461	YBL001C	maker-flattened_line_8-augustus-gene-1.63-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-1.63&CDS=1-324
462	OG0000462	YBL004W	genemark-flattened_line_2-processed-gene-1.151-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.151&CDS=1-7638
463	OG0000463	YBL007C	genemark-flattened_line_30-processed-gene-0.205-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.205&CDS=1-3552
464	OG0000464	YBL008W	genemark-flattened_line_26-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.21&CDS=1-2709
465	OG0000465	YBL011W	genemark-flattened_line_2-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.93&CDS=1-2118
466	OG0000466	YBL013W	genemark-flattened_line_20-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.15&CDS=1-1020
467	OG0000467	YBL015W	genemark-flattened_line_4-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.133&CDS=1-1572
468	OG0000468	YBL016W	genemark-flattened_line_72-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.106&CDS=1-1050
469	OG0000469	YBL019W	augustus_masked-flattened_line_6-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.147&CDS=1-2046
470	OG0000470	YBL021C	genemark-flattened_line_36-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.18&CDS=1-405
471	OG0000471	YBL022C	genemark-flattened_line_24-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.51&CDS=1-3348
472	OG0000472	YBL023C	maker-flattened_line_94-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_94-augustus-gene-0.0&CDS=1-3294
473	OG0000473	YBL024W	genemark-flattened_line_20-processed-gene-1.170-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.170&CDS=1-2058
474	OG0000474	YBL029W	genemark-flattened_line_36-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.24&CDS=1-912
475	OG0000475	YBL032W	genemark-flattened_line_72-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.105&CDS=1-1053
476	OG0000476	YBL033C	genemark-flattened_line_2-processed-gene-7.42-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.42&CDS=1-951
477	OG0000477	YBL034C	snap_masked-flattened_line_122-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.4&CDS=1-3525
478	OG0000478	YBL035C	genemark-flattened_line_30-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.176&CDS=1-1995
479	OG0000479	YBL038W	genemark-flattened_line_8-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.12&CDS=1-621
480	OG0000480	YBL040C	genemark-flattened_line_6-processed-gene-3.28-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.28&CDS=1-636
481	OG0000481	YBL041W	augustus_masked-flattened_line_6-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.156&CDS=1-741
482	OG0000482	YBL045C	genemark-flattened_line_2-processed-gene-5.50-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.50&CDS=1-1326
483	OG0000483	YBL047C	genemark-flattened_line_26-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.15&CDS=1-3927
484	OG0000484	YBL049W	genemark-flattened_line_6-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.31&CDS=1-747
485	OG0000485	YBL050W	augustus_masked-flattened_line_18-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.52&CDS=1-894
486	OG0000486	YBL051C	genemark-flattened_line_2-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.120&CDS=1-1440
487	OG0000487	YBL055C	augustus_masked-flattened_line_0-processed-gene-10.6-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.6&CDS=1-2037
488	OG0000488	YBL057C	genemark-flattened_line_0-processed-gene-10.175-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.175&CDS=1-522
489	OG0000489	YBL058W	genemark-flattened_line_0-processed-gene-10.209-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.209&CDS=1-1110
490	OG0000490	YBL061C	augustus_masked-flattened_line_16-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.191&CDS=1-1836
491	OG0000491	YBL064C	genemark-flattened_line_28-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.8&CDS=1-726
492	OG0000492	YBL066C	genemark-flattened_line_28-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.9&CDS=1-2817
493	OG0000493	YBL071W-A	snap_masked-flattened_line_16-processed-gene-1.155-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.155&CDS=1-216
494	OG0000494	YBL076C	augustus_masked-flattened_line_72-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.73&CDS=1-4284
495	OG0000495	YBL078C	genemark-flattened_line_8-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.55&CDS=1-354
496	OG0000496	YBL080C	genemark-flattened_line_8-processed-gene-2.11-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.11&CDS=1-1446
497	OG0000497	YBL082C	maker-flattened_line_72-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.1&CDS=1-1491
498	OG0000498	YBL084C	genemark-flattened_line_24-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.58&CDS=1-2244
499	OG0000499	YBL088C	augustus_masked-flattened_line_2-processed-gene-8.17-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.17&CDS=1-8952
500	OG0000500	YBL091C	genemark-flattened_line_24-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.59&CDS=1-1236
501	OG0000501	YBL092W	genemark-flattened_line_64-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.95&CDS=1-390
502	OG0000502	YBL093C	genemark-flattened_line_64-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.78&CDS=1-555
503	OG0000503	YBL095W	genemark-flattened_line_16-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.121&CDS=1-663
504	OG0000504	YBL097W	snap_masked-flattened_line_0-processed-gene-4.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.89&CDS=1-2418
505	OG0000505	YBL099W	genemark-flattened_line_52-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.20&CDS=1-1632
506	OG0000506	YBL102W	genemark-flattened_line_62-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.102&CDS=1-606
507	OG0000507	YBL103C	genemark-flattened_line_62-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.103&CDS=1-1257
508	OG0000508	YBL104C	maker-flattened_line_6-snap-gene-0.129-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.129&CDS=1-4953
509	OG0000509	YBR002C	genemark-flattened_line_16-processed-gene-1.44-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.44&CDS=1-693
510	OG0000510	YBR003W	genemark-flattened_line_16-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.91&CDS=1-1452
511	OG0000511	YBR004C	genemark-flattened_line_6-processed-gene-3.47-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.47&CDS=1-1122
512	OG0000512	YBR006W	genemark-flattened_line_8-processed-gene-1.49-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.49&CDS=1-1500
513	OG0000513	YBR011C	genemark-flattened_line_10-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.111&CDS=1-855
514	OG0000514	YBR017C	genemark-flattened_line_2-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.136&CDS=1-2850
515	OG0000515	YBR023C	genemark-flattened_line_94-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.20&CDS=1-3489
516	OG0000516	YBR025C	genemark-flattened_line_38-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.66&CDS=1-1185
517	OG0000517	YBR026C	maker-flattened_line_2-snap-gene-6.3-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-6.3&CDS=1-1473
518	OG0000518	YBR029C	genemark-flattened_line_48-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.37&CDS=1-1299
519	OG0000519	YBR030W	augustus_masked-flattened_line_22-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.142&CDS=1-1926
520	OG0000520	YBR034C	genemark-flattened_line_8-processed-gene-2.36-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.36&CDS=1-1032
521	OG0000521	YBR035C	genemark-flattened_line_0-processed-gene-2.151-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.151&CDS=1-678
522	OG0000522	YBR037C	genemark-flattened_line_38-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.65&CDS=1-894
523	OG0000523	YBR039W	augustus_masked-flattened_line_16-processed-gene-1.229-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.229&CDS=1-867
524	OG0000524	YBR041W	genemark-flattened_line_8-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.81&CDS=1-1935
525	OG0000525	YBR043C	genemark-flattened_line_74-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.24&CDS=1-2271
526	OG0000526	YBR046C	genemark-flattened_line_52-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.16&CDS=1-1029
527	OG0000527	YBR053C	genemark-flattened_line_2-processed-gene-2.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.46&CDS=1-915
528	OG0000528	YBR055C	genemark-flattened_line_0-processed-gene-9.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.46&CDS=1-2670
529	OG0000529	YBR056W	genemark-flattened_line_22-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.79&CDS=1-1485
530	OG0000530	YBR057C	genemark-flattened_line_26-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.85&CDS=1-1353
531	OG0000531	YBR058C	genemark-flattened_line_26-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.35&CDS=1-2328
532	OG0000532	YBR060C	genemark-flattened_line_163-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_163-processed-gene-0.12&CDS=1-1971
533	OG0000533	YBR061C	genemark-flattened_line_12-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.62&CDS=1-903
534	OG0000534	YBR062C	genemark-flattened_line_12-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.63&CDS=1-561
535	OG0000535	YBR065C	genemark-flattened_line_12-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.64&CDS=1-990
536	OG0000536	YBR070C	snap_masked-flattened_line_12-processed-gene-1.207-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.207&CDS=1-555
537	OG0000537	YBR072W	augustus_masked-flattened_line_2-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.113&CDS=1-636
538	OG0000538	YBR074W	genemark-flattened_line_42-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.66&CDS=1-3117
539	OG0000539	YBR079C	genemark-flattened_line_6-processed-gene-1.151-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.151&CDS=1-2721
540	OG0000540	YBR080C	snap_masked-flattened_line_4-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.21&CDS=1-2244
541	OG0000541	YBR081C	genemark-flattened_line_10-processed-gene-2.159-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.159&CDS=1-3987
542	OG0000542	YBR083W	augustus_masked-flattened_line_48-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.146&CDS=1-1731
543	OG0000543	YBR085W	genemark-flattened_line_104-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.2&CDS=1-903
544	OG0000544	YBR086C	genemark-flattened_line_30-processed-gene-0.207-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.207&CDS=1-2097
545	OG0000545	YBR087W	genemark-flattened_line_8-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.7&CDS=1-1188
546	OG0000546	YBR088C	genemark-flattened_line_0-processed-gene-3.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.17&CDS=1-777
547	OG0000547	YBR094W	maker-flattened_line_20-augustus-gene-1.120-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.120&CDS=1-2277
548	OG0000548	YBR095C	genemark-flattened_line_20-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.137&CDS=1-969
549	OG0000549	YBR096W	genemark-flattened_line_0-processed-gene-3.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.1&CDS=1-660
550	OG0000550	YBR097W	genemark-flattened_line_126-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.10&CDS=1-5691
551	OG0000551	YBR101C	genemark-flattened_line_112-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.20&CDS=1-933
552	OG0000552	YBR102C	augustus_masked-flattened_line_0-processed-gene-8.51-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.51&CDS=1-1797
553	OG0000553	YBR103W	augustus_masked-flattened_line_0-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.104&CDS=1-1413
