	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041822_Dipodascus_geniculatus
177	OG0000177	YNL302C, YOL121C	genemark-flattened_line_74-processed-gene-0.228-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.228&CDS=1-441, snap_masked-flattened_line_96-processed-gene-0.197-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.197&CDS=1-441
178	OG0000178	YNR063W	genemark-flattened_line_42-processed-gene-1.164-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.164&CDS=1-2499, genemark-flattened_line_56-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.35&CDS=1-2145, genemark-flattened_line_80-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.108&CDS=1-2736
179	OG0000179	YOL055C, YPL258C, YPR121W	maker-flattened_line_98-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.151&CDS=1-1554
180	OG0000180	YOL076W	genemark-flattened_line_12-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.0&CDS=1-2721, snap_masked-flattened_line_126-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.34&CDS=1-285, snap_masked-flattened_line_58-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.81&CDS=1-261
181	OG0000181	YOL119C	genemark-flattened_line_18-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.6&CDS=1-1398, genemark-flattened_line_20-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.20&CDS=1-1437, genemark-flattened_line_34-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.2&CDS=1-1413
182	OG0000182	YOR227W, YPL137C	snap_masked-flattened_line_120-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.10&CDS=1-2919, snap_masked-flattened_line_4-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.60&CDS=1-3294
183	OG0000183	YOR234C, YPL143W	genemark-flattened_line_78-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.125&CDS=1-324, genemark-flattened_line_8-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.120&CDS=1-324
184	OG0000184	YOR374W	genemark-flattened_line_152-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.21&CDS=1-1476, genemark-flattened_line_20-processed-gene-2.30-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.30&CDS=1-1485, genemark-flattened_line_32-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.8&CDS=1-1575
185	OG0000185	YOR389W, YPL277C, YPL278C	augustus_masked-flattened_line_4-processed-gene-3.219-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.219&CDS=1-1764
186	OG0000186	YPL064C	genemark-flattened_line_0-processed-gene-6.84-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.84&CDS=1-480, genemark-flattened_line_148-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.5&CDS=1-1524, genemark-flattened_line_6-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.8&CDS=1-465
187	OG0000187	YPR181C	genemark-flattened_line_2-processed-gene-4.175-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.175&CDS=1-2268, genemark-flattened_line_26-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.44&CDS=1-2304, genemark-flattened_line_8-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.32&CDS=1-2250
188	OG0000188	YAL001C	augustus_masked-flattened_line_2-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.33&CDS=1-4149, snap_masked-flattened_line_142-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.31&CDS=1-3783
189	OG0000189	YAL002W	augustus_masked-flattened_line_22-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.15&CDS=1-3153, genemark-flattened_line_64-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.66&CDS=1-4305
190	OG0000190	YAL003W	genemark-flattened_line_0-processed-gene-4.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.78&CDS=1-684, genemark-flattened_line_26-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.138&CDS=1-648
191	OG0000191	YAL007C, YOR016C	genemark-flattened_line_62-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.135&CDS=1-621
192	OG0000192	YAL015C, YOL043C	genemark-flattened_line_124-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.79&CDS=1-969
193	OG0000193	YAL016W	genemark-flattened_line_2-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.62&CDS=1-1842, maker-flattened_line_54-snap-gene-0.227-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.227&CDS=1-1941
194	OG0000194	YAL017W, YOL045W	genemark-flattened_line_44-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.89&CDS=1-3291
195	OG0000195	YAL022C	augustus_masked-flattened_line_22-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.28&CDS=1-1302, genemark-flattened_line_10-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.71&CDS=1-1302
196	OG0000196	YAL030W, YOR327C	genemark-flattened_line_76-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.138&CDS=1-354
197	OG0000197	YAL034C, YOR338W	genemark-flattened_line_2-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.128&CDS=1-1140
198	OG0000198	YAL038W	genemark-flattened_line_38-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.162&CDS=1-1542, genemark-flattened_line_88-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.82&CDS=1-1542
199	OG0000199	YAL053W	genemark-flattened_line_34-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.142&CDS=1-2151, snap_masked-flattened_line_114-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.24&CDS=1-2322
200	OG0000200	YAL062W, YOR375C	genemark-flattened_line_4-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.123&CDS=1-1356
201	OG0000201	YAR002C-A, YGL002W	snap_masked-flattened_line_22-processed-gene-2.126-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.126&CDS=1-654
202	OG0000202	YAR018C	genemark-flattened_line_2-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.93&CDS=1-1512, genemark-flattened_line_32-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.33&CDS=1-1677
203	OG0000203	YAR035W	genemark-flattened_line_18-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.36&CDS=1-2292, genemark-flattened_line_64-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.10&CDS=1-2250
204	OG0000204	YBL002W, YDR224C	genemark-flattened_line_10-processed-gene-2.145-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.145&CDS=1-411
205	OG0000205	YBL007C	genemark-flattened_line_18-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.141&CDS=1-3681, genemark-flattened_line_88-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.81&CDS=1-3084
206	OG0000206	YBL008W	genemark-flattened_line_20-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.55&CDS=1-2484, genemark-flattened_line_78-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.78&CDS=1-2901
207	OG0000207	YBL015W	genemark-flattened_line_28-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.124&CDS=1-1566, genemark-flattened_line_74-processed-gene-0.245-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.245&CDS=1-1569
208	OG0000208	YBL020W	genemark-flattened_line_20-processed-gene-2.0-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.0&CDS=1-2121, genemark-flattened_line_32-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.26&CDS=1-2451
209	OG0000209	YBL022C	genemark-flattened_line_22-processed-gene-1.32-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.32&CDS=1-3318, genemark-flattened_line_28-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.141&CDS=1-3186
210	OG0000210	YBL027W, YBR084C-A	genemark-flattened_line_24-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.107&CDS=1-573
211	OG0000211	YBL029W	genemark-flattened_line_44-processed-gene-1.87-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.87&CDS=1-1008, genemark-flattened_line_64-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.22&CDS=1-960
212	OG0000212	YBL032W	genemark-flattened_line_0-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.113&CDS=1-1056, genemark-flattened_line_102-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.71&CDS=1-825
213	OG0000213	YBL033C	genemark-flattened_line_62-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.146&CDS=1-1041, genemark-flattened_line_66-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.130&CDS=1-1032
214	OG0000214	YBL039C	genemark-flattened_line_0-processed-gene-10.86-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.86&CDS=1-1734, snap_masked-flattened_line_116-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_116-processed-gene-0.32&CDS=1-1725
215	OG0000215	YBL047C	augustus_masked-flattened_line_126-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.102&CDS=1-3531, maker-flattened_line_10-snap-gene-0.11-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.11&CDS=1-4845
216	OG0000216	YBL060W	genemark-flattened_line_2-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.86&CDS=1-3738, snap_masked-flattened_line_8-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.67&CDS=1-3384
217	OG0000217	YBL061C	genemark-flattened_line_0-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.64&CDS=1-2223, genemark-flattened_line_56-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.16&CDS=1-1707
218	OG0000218	YBL066C	genemark-flattened_line_14-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.12&CDS=1-1917, genemark-flattened_line_2-processed-gene-2.88-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.88&CDS=1-2436
219	OG0000219	YBL067C, YER098W	genemark-flattened_line_56-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.15&CDS=1-1989
220	OG0000220	YBL071W-A	genemark-flattened_line_30-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.68&CDS=1-140, genemark-flattened_line_42-processed-gene-1.186-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.186&CDS=1-249
221	OG0000221	YBL079W, YER105C	genemark-flattened_line_30-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.134&CDS=1-3963
222	OG0000222	YBL084C	genemark-flattened_line_62-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.105&CDS=1-2007, genemark-flattened_line_72-processed-gene-0.164-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.164&CDS=1-1509
223	OG0000223	YBL085W, YER114C	snap_masked-flattened_line_62-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.70&CDS=1-2778
224	OG0000224	YBL089W, YER119C	genemark-flattened_line_52-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.78&CDS=1-1398
225	OG0000225	YBL091C-A, YER120W	genemark-flattened_line_10-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.138&CDS=1-831
226	OG0000226	YBL099W	genemark-flattened_line_18-processed-gene-2.124-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.124&CDS=1-1626, genemark-flattened_line_88-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.104&CDS=1-1617
227	OG0000227	YBL106C, YPR032W	snap_masked-flattened_line_72-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.127&CDS=1-2694
228	OG0000228	YBR001C, YDR001C	snap_masked-flattened_line_20-processed-gene-2.98-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.98&CDS=1-2367
229	OG0000229	YBR005W, YDR003W	snap_masked-flattened_line_18-processed-gene-2.69-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.69&CDS=1-474
230	OG0000230	YBR014C, YDL010W	genemark-flattened_line_82-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.25&CDS=1-597
231	OG0000231	YBR017C	maker-flattened_line_68-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.151&CDS=1-2622, snap_masked-flattened_line_10-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.46&CDS=1-2679
232	OG0000232	YBR020W, YDR009W	genemark-flattened_line_130-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.29&CDS=1-1656
233	OG0000233	YBR023C	augustus_masked-flattened_line_90-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.58&CDS=1-3813, snap_masked-flattened_line_84-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.19&CDS=1-3507
234	OG0000234	YBR031W, YDR012W	genemark-flattened_line_40-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.162&CDS=1-1092
235	OG0000235	YBR034C	genemark-flattened_line_36-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.129&CDS=1-1020, genemark-flattened_line_4-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.56&CDS=1-1038
236	OG0000236	YBR039W	genemark-flattened_line_0-processed-gene-8.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.80&CDS=1-858, genemark-flattened_line_0-processed-gene-9.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.48&CDS=1-861
237	OG0000237	YBR048W, YDR025W	genemark-flattened_line_126-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.70&CDS=1-471
238	OG0000238	YBR056W	genemark-flattened_line_6-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.132&CDS=1-1578, genemark-flattened_line_8-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.108&CDS=1-1599
239	OG0000239	YBR066C, YDR043C	genemark-flattened_line_126-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.66&CDS=1-879
240	OG0000240	YBR084W	genemark-flattened_line_102-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.113&CDS=1-2970, genemark-flattened_line_90-processed-gene-0.162-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.162&CDS=1-2811
241	OG0000241	YBR089C-A, YPR052C	genemark-flattened_line_34-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.0&CDS=1-300
242	OG0000242	YBR104W, YPR058W	genemark-flattened_line_10-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.65&CDS=1-897
243	OG0000243	YBR117C, YPR074C	genemark-flattened_line_24-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.92&CDS=1-3543
244	OG0000244	YBR139W	genemark-flattened_line_130-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.9&CDS=1-1497, genemark-flattened_line_72-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.160&CDS=1-1509
245	OG0000245	YBR156C	genemark-flattened_line_0-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.107&CDS=1-3150, genemark-flattened_line_166-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.4&CDS=1-2559
246	OG0000246	YBR160W	genemark-flattened_line_4-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.81&CDS=1-960, maker-flattened_line_130-augustus-gene-0.128-mRNA-1_1&gene=maker-flattened_line_130-augustus-gene-0.128&CDS=1-954
247	OG0000247	YBR161W, YPL057C	genemark-flattened_line_14-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.29&CDS=1-1107
248	OG0000248	YBR162C	genemark-flattened_line_14-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.13&CDS=1-1392, genemark-flattened_line_2-processed-gene-3.112-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.112&CDS=1-1563
249	OG0000249	YBR167C	augustus_masked-flattened_line_24-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.22&CDS=1-555, snap_masked-flattened_line_18-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.71&CDS=1-423
250	OG0000250	YBR169C, YPL106C	genemark-flattened_line_14-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.4&CDS=1-2085
251	OG0000251	YBR182C, YPL089C	genemark-flattened_line_12-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.136&CDS=1-1461
252	OG0000252	YBR189W, YPL081W	maker-flattened_line_124-snap-gene-0.33-mRNA-1_1&gene=maker-flattened_line_124-snap-gene-0.33&CDS=1-1035
253	OG0000253	YBR199W	genemark-flattened_line_36-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.130&CDS=1-1203, genemark-flattened_line_54-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.137&CDS=1-1377
254	OG0000254	YBR200W	genemark-flattened_line_16-processed-gene-2.25-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.25&CDS=1-1515, genemark-flattened_line_34-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.43&CDS=1-1938
255	OG0000255	YBR203W	augustus_masked-flattened_line_80-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.152&CDS=1-1512, genemark-flattened_line_52-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.66&CDS=1-1545
256	OG0000256	YBR214W, YGL056C	genemark-flattened_line_54-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.116&CDS=1-1332
257	OG0000257	YBR238C, YGL107C	augustus_masked-flattened_line_86-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.43&CDS=1-1668
258	OG0000258	YBR241C, YGL104C	snap_masked-flattened_line_138-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.13&CDS=1-1323
259	OG0000259	YBR242W, YGL101W	genemark-flattened_line_138-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.46&CDS=1-696
260	OG0000260	YBR247C	genemark-flattened_line_74-processed-gene-0.192-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.192&CDS=1-1341, genemark-flattened_line_96-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.124&CDS=1-1527
261	OG0000261	YBR260C	genemark-flattened_line_12-processed-gene-2.31-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.31&CDS=1-2046, genemark-flattened_line_8-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.86&CDS=1-1815
262	OG0000262	YBR273C, YJL048C	augustus_masked-flattened_line_36-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.180&CDS=1-546
263	OG0000263	YBR276C	snap_masked-flattened_line_2-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.132&CDS=1-1782, snap_masked-flattened_line_64-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.75&CDS=1-2664
264	OG0000264	YBR289W	genemark-flattened_line_32-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.23&CDS=1-1971, genemark-flattened_line_6-processed-gene-2.174-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.174&CDS=1-2475
265	OG0000265	YBR296C	genemark-flattened_line_16-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.29&CDS=1-1719, genemark-flattened_line_18-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.136&CDS=1-1740
266	OG0000266	YCL014W	genemark-flattened_line_0-processed-gene-8.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.89&CDS=1-3624, genemark-flattened_line_14-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.116&CDS=1-3423
267	OG0000267	YCL027W	snap_masked-flattened_line_106-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.29&CDS=1-2805, snap_masked-flattened_line_40-processed-gene-1.242-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.242&CDS=1-1548
268	OG0000268	YCL029C	genemark-flattened_line_0-processed-gene-9.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.76&CDS=1-1545, genemark-flattened_line_66-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.78&CDS=1-1953
269	OG0000269	YCL035C, YDR513W	genemark-flattened_line_20-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.84&CDS=1-321
270	OG0000270	YCL040W, YDR516C	genemark-flattened_line_48-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.63&CDS=1-1350
271	OG0000271	YCL050C, YDR530C	snap_masked-flattened_line_26-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.146&CDS=1-993
272	OG0000272	YCR002C	augustus_masked-flattened_line_140-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.25&CDS=1-597, genemark-flattened_line_52-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.51&CDS=1-1032
273	OG0000273	YCR009C	genemark-flattened_line_110-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.93&CDS=1-798, genemark-flattened_line_36-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.9&CDS=1-789
274	OG0000274	YCR026C, YEL016C	genemark-flattened_line_52-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.64&CDS=1-2043
275	OG0000275	YCR031C, YJL191W	genemark-flattened_line_175-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_175-processed-gene-0.28&CDS=1-432
276	OG0000276	YCR033W	genemark-flattened_line_98-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.73&CDS=1-5484, snap_masked-flattened_line_150-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.1&CDS=1-2970
277	OG0000277	YCR045C	genemark-flattened_line_46-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.133&CDS=1-1137, genemark-flattened_line_74-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.183&CDS=1-1152
278	OG0000278	YCR048W, YNR019W	maker-flattened_line_6-snap-gene-3.205-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.205&CDS=1-1443
279	OG0000279	YCR061W	genemark-flattened_line_160-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.25&CDS=1-1851, genemark-flattened_line_76-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.94&CDS=1-1689
280	OG0000280	YCR067C, YNR026C	snap_masked-flattened_line_70-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.122&CDS=1-1317
281	OG0000281	YCR091W	genemark-flattened_line_136-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.71&CDS=1-2592, genemark-flattened_line_24-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.96&CDS=1-1476
282	OG0000282	YDL014W	genemark-flattened_line_10-processed-gene-2.77-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.77&CDS=1-948, genemark-flattened_line_68-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.113&CDS=1-948
283	OG0000283	YDL017W	genemark-flattened_line_12-processed-gene-2.49-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.49&CDS=1-1707, genemark-flattened_line_94-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.161&CDS=1-1410
284	OG0000284	YDL020C	augustus_masked-flattened_line_146-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.16&CDS=1-912, snap_masked-flattened_line_2-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.78&CDS=1-876
285	OG0000285	YDL028C	genemark-flattened_line_0-processed-gene-8.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.73&CDS=1-2790, snap_masked-flattened_line_86-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.95&CDS=1-3225
286	OG0000286	YDL042C, YOL068C	genemark-flattened_line_34-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.131&CDS=1-1761
287	OG0000287	YDL048C, YLR375W	genemark-flattened_line_22-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.107&CDS=1-1158
