	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_ciferrii
875	OG0000875	YDL084W	genemark-NW_011887658.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_011887658.1-processed-gene-0.3&CDS=1-1284
876	OG0000876	YDL086W	augustus_masked-NW_011887588.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NW_011887588.1-processed-gene-0.29&CDS=1-3225
877	OG0000877	YDL087C	genemark-NW_011887589.1-processed-gene-0.48-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.48&CDS=1-546
878	OG0000878	YDL090C	maker-NW_011887700.1-augustus-gene-0.48-mRNA-1_1&gene=maker-NW_011887700.1-augustus-gene-0.48&CDS=1-2700
879	OG0000879	YDL092W	genemark-NW_011887700.1-processed-gene-0.91-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.91&CDS=1-396
880	OG0000880	YDL095W	genemark-NW_011887700.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.68&CDS=1-2301
881	OG0000881	YDL097C	genemark-NW_011887700.1-processed-gene-0.88-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.88&CDS=1-1254
882	OG0000882	YDL098C	genemark-NW_011887589.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.43&CDS=1-585
883	OG0000883	YDL099W	genemark-NW_011887589.1-processed-gene-0.52-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.52&CDS=1-1032
884	OG0000884	YDL100C	genemark-NW_011887588.1-processed-gene-0.63-mRNA-1_1&gene=genemark-NW_011887588.1-processed-gene-0.63&CDS=1-1014
885	OG0000885	YDL101C	genemark-NW_011887691.1-processed-gene-1.72-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.72&CDS=1-1443
886	OG0000886	YDL102W	genemark-NW_011887726.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NW_011887726.1-processed-gene-0.44&CDS=1-3324
887	OG0000887	YDL103C	genemark-NW_011887691.1-processed-gene-1.48-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.48&CDS=1-1332
888	OG0000888	YDL104C	snap_masked-NW_011887691.1-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NW_011887691.1-processed-gene-1.86&CDS=1-1095
889	OG0000889	YDL105W	genemark-NW_011887691.1-processed-gene-1.45-mRNA-1_1&gene=genemark-NW_011887691.1-processed-gene-1.45&CDS=1-1179
890	OG0000890	YDL106C	genemark-NW_011887739.1-processed-gene-2.102-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-2.102&CDS=1-1353
891	OG0000891	YDL107W	genemark-NW_011887725.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NW_011887725.1-processed-gene-0.72&CDS=1-1146
892	OG0000892	YDL108W	genemark-NW_011887725.1-processed-gene-0.71-mRNA-1_1&gene=genemark-NW_011887725.1-processed-gene-0.71&CDS=1-951
893	OG0000893	YDL110C	genemark-NW_011887725.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NW_011887725.1-processed-gene-0.86&CDS=1-459
894	OG0000894	YDL111C	genemark-NW_011887725.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NW_011887725.1-processed-gene-0.84&CDS=1-792
895	OG0000895	YDL112W	genemark-NW_011887700.1-processed-gene-0.87-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.87&CDS=1-3675
896	OG0000896	YDL115C	genemark-NW_011887589.1-processed-gene-0.41-mRNA-1_1&gene=genemark-NW_011887589.1-processed-gene-0.41&CDS=1-906
897	OG0000897	YDL116W	genemark-NW_011887700.1-processed-gene-0.71-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-0.71&CDS=1-2139
898	OG0000898	YDL117W	maker-NW_011887700.1-snap-gene-0.2-mRNA-1_1&gene=maker-NW_011887700.1-snap-gene-0.2&CDS=1-2658
899	OG0000899	YDL119C	genemark-NW_011887704.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NW_011887704.1-processed-gene-0.44&CDS=1-894
900	OG0000900	YDL120W	genemark-NW_011887715.1-processed-gene-0.100-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.100&CDS=1-528
901	OG0000901	YDL122W	snap_masked-NW_011887706.1-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NW_011887706.1-processed-gene-0.70&CDS=1-2115
902	OG0000902	YDL124W	genemark-NW_011887486.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NW_011887486.1-processed-gene-0.77&CDS=1-885
903	OG0000903	YDL125C	genemark-NW_011887490.1-processed-gene-0.80-mRNA-1_1&gene=genemark-NW_011887490.1-processed-gene-0.80&CDS=1-441
904	OG0000904	YDL126C	genemark-NW_011887547.1-processed-gene-0.11-mRNA-1_1&gene=genemark-NW_011887547.1-processed-gene-0.11&CDS=1-2487
905	OG0000905	YDL127W	genemark-NW_011887547.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_011887547.1-processed-gene-0.18&CDS=1-987
906	OG0000906	YDL128W	genemark-NW_011887547.1-processed-gene-0.19-mRNA-1_1&gene=genemark-NW_011887547.1-processed-gene-0.19&CDS=1-1227
907	OG0000907	YDL130W	genemark-NW_011887739.1-processed-gene-2.106-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-2.106&CDS=1-318
908	OG0000908	YDL131W	genemark-NW_011887624.1-processed-gene-0.41-mRNA-1_1&gene=genemark-NW_011887624.1-processed-gene-0.41&CDS=1-1338
909	OG0000909	YDL132W	genemark-NW_011887624.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_011887624.1-processed-gene-0.42&CDS=1-2361
910	OG0000910	YDL133W	genemark-NW_011887700.1-processed-gene-1.67-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-1.67&CDS=1-1191
911	OG0000911	YDL134C	genemark-NW_011887720.1-processed-gene-1.79-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-1.79&CDS=1-1059
912	OG0000912	YDL135C	genemark-NW_011887720.1-processed-gene-1.80-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-1.80&CDS=1-594
913	OG0000913	YDL139C	augustus_masked-NW_011887690.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NW_011887690.1-processed-gene-0.89&CDS=1-2364
914	OG0000914	YDL140C	genemark-NW_011887596.1-processed-gene-0.28-mRNA-1_1&gene=genemark-NW_011887596.1-processed-gene-0.28&CDS=1-5184
915	OG0000915	YDL141W	augustus_masked-NW_011887597.1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NW_011887597.1-processed-gene-0.66&CDS=1-1722
916	OG0000916	YDL142C	augustus_masked-NW_011887597.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NW_011887597.1-processed-gene-0.81&CDS=1-846
917	OG0000917	YDL143W	genemark-NW_011887597.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887597.1-processed-gene-0.8&CDS=1-1590
918	OG0000918	YDL144C	genemark-NW_011887739.1-processed-gene-1.77-mRNA-1_1&gene=genemark-NW_011887739.1-processed-gene-1.77&CDS=1-1011
919	OG0000919	YDL145C	maker-NW_011887597.1-snap-gene-0.52-mRNA-1_1&gene=maker-NW_011887597.1-snap-gene-0.52&CDS=1-4860
920	OG0000920	YDL146W	genemark-NW_011887597.1-processed-gene-0.19-mRNA-1_1&gene=genemark-NW_011887597.1-processed-gene-0.19&CDS=1-1347
921	OG0000921	YDL147W	genemark-NW_011887597.1-processed-gene-0.20-mRNA-1_1&gene=genemark-NW_011887597.1-processed-gene-0.20&CDS=1-1335
922	OG0000922	YDL148C	genemark-NW_011887597.1-processed-gene-0.6-mRNA-1_1&gene=genemark-NW_011887597.1-processed-gene-0.6&CDS=1-2430
923	OG0000923	YDL149W	genemark-NW_011887597.1-processed-gene-0.21-mRNA-1_1&gene=genemark-NW_011887597.1-processed-gene-0.21&CDS=1-3741
924	OG0000924	YDL153C	genemark-NW_011887597.1-processed-gene-0.7-mRNA-1_1&gene=genemark-NW_011887597.1-processed-gene-0.7&CDS=1-1698
925	OG0000925	YDL154W	genemark-NW_011887597.1-processed-gene-0.22-mRNA-1_1&gene=genemark-NW_011887597.1-processed-gene-0.22&CDS=1-2478
926	OG0000926	YDL156W	genemark-NW_011887631.1-processed-gene-0.19-mRNA-1_1&gene=genemark-NW_011887631.1-processed-gene-0.19&CDS=1-1551
927	OG0000927	YDL157C	genemark-NW_011887631.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NW_011887631.1-processed-gene-0.30&CDS=1-300
928	OG0000928	YDL159W	genemark-NW_011887631.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_011887631.1-processed-gene-0.18&CDS=1-1503
929	OG0000929	YDL160C	genemark-NW_011887631.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NW_011887631.1-processed-gene-0.29&CDS=1-1710
930	OG0000930	YDL164C	genemark-NW_011887488.1-processed-gene-0.70-mRNA-1_1&gene=genemark-NW_011887488.1-processed-gene-0.70&CDS=1-2304
931	OG0000931	YDL165W	genemark-NW_011887723.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_011887723.1-processed-gene-0.17&CDS=1-918
932	OG0000932	YDL166C	genemark-NW_011887723.1-processed-gene-0.45-mRNA-1_1&gene=genemark-NW_011887723.1-processed-gene-0.45&CDS=1-552
933	OG0000933	YDL167C	genemark-NW_011887723.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887723.1-processed-gene-0.43&CDS=1-1965
934	OG0000934	YDL168W	snap_masked-NW_011887723.1-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NW_011887723.1-processed-gene-0.78&CDS=1-1143
935	OG0000935	YDL169C	genemark-NW_011887723.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NW_011887723.1-processed-gene-0.12&CDS=1-666
936	OG0000936	YDL170W	genemark-NW_011887629.1-processed-gene-0.69-mRNA-1_1&gene=genemark-NW_011887629.1-processed-gene-0.69&CDS=1-2091
937	OG0000937	YDL171C	maker-NW_011887629.1-snap-gene-0.120-mRNA-1_1&gene=maker-NW_011887629.1-snap-gene-0.120&CDS=1-6408
938	OG0000938	YDL177C	genemark-NW_011887664.1-processed-gene-1.58-mRNA-1_1&gene=genemark-NW_011887664.1-processed-gene-1.58&CDS=1-474
939	OG0000939	YDL178W	genemark-NW_011887664.1-processed-gene-1.54-mRNA-1_1&gene=genemark-NW_011887664.1-processed-gene-1.54&CDS=1-1602
940	OG0000940	YDL180W	genemark-NW_011887547.1-processed-gene-0.20-mRNA-1_1&gene=genemark-NW_011887547.1-processed-gene-0.20&CDS=1-1125
941	OG0000941	YDL181W	maker-NW_011887624.1-augustus-gene-0.149-mRNA-1_1&gene=maker-NW_011887624.1-augustus-gene-0.149&CDS=1-267
942	OG0000942	YDL183C	genemark-NW_011887700.1-processed-gene-1.31-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-1.31&CDS=1-882
943	OG0000943	YDL185W	maker-NW_011887700.1-augustus-gene-1.210-mRNA-1_1&gene=maker-NW_011887700.1-augustus-gene-1.210&CDS=1-1851
944	OG0000944	YDL189W	genemark-NW_011887720.1-processed-gene-1.85-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-1.85&CDS=1-1821
945	OG0000945	YDL190C	genemark-NW_011887720.1-processed-gene-1.86-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-1.86&CDS=1-3138
946	OG0000946	YDL193W	genemark-NW_011887720.1-processed-gene-1.117-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-1.117&CDS=1-987
947	OG0000947	YDL195W	genemark-NW_011887596.1-processed-gene-0.27-mRNA-1_1&gene=genemark-NW_011887596.1-processed-gene-0.27&CDS=1-3771
948	OG0000948	YDL198C	genemark-NW_011887683.1-processed-gene-0.76-mRNA-1_1&gene=genemark-NW_011887683.1-processed-gene-0.76&CDS=1-903
949	OG0000949	YDL201W	genemark-NW_011887528.1-processed-gene-0.93-mRNA-1_1&gene=genemark-NW_011887528.1-processed-gene-0.93&CDS=1-885
950	OG0000950	YDL202W	genemark-NW_011887683.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NW_011887683.1-processed-gene-0.95&CDS=1-783
951	OG0000951	YDL203C	genemark-NW_011887682.1-processed-gene-0.96-mRNA-1_1&gene=genemark-NW_011887682.1-processed-gene-0.96&CDS=1-2124
952	OG0000952	YDL205C	genemark-NW_011887479.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_011887479.1-processed-gene-0.17&CDS=1-1197
953	OG0000953	YDL207W	maker-NW_011887693.1-snap-gene-0.144-mRNA-1_1&gene=maker-NW_011887693.1-snap-gene-0.144&CDS=1-2394
954	OG0000954	YDL208W	genemark-NW_011887693.1-processed-gene-0.82-mRNA-1_1&gene=genemark-NW_011887693.1-processed-gene-0.82&CDS=1-462
955	OG0000955	YDL209C	genemark-NW_011887479.1-processed-gene-0.13-mRNA-1_1&gene=genemark-NW_011887479.1-processed-gene-0.13&CDS=1-945
956	OG0000956	YDL210W	genemark-NW_011887563.1-processed-gene-0.15-mRNA-1_1&gene=genemark-NW_011887563.1-processed-gene-0.15&CDS=1-1758
957	OG0000957	YDL212W	genemark-NW_011887587.1-processed-gene-0.88-mRNA-1_1&gene=genemark-NW_011887587.1-processed-gene-0.88&CDS=1-663
958	OG0000958	YDL213C	genemark-NW_011887587.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NW_011887587.1-processed-gene-0.86&CDS=1-645
959	OG0000959	YDL215C	genemark-NW_011887540.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NW_011887540.1-processed-gene-0.77&CDS=1-3036
960	OG0000960	YDL217C	genemark-NW_011887476.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NW_011887476.1-processed-gene-0.44&CDS=1-561
961	OG0000961	YDL219W	genemark-NW_011887533.1-processed-gene-0.63-mRNA-1_1&gene=genemark-NW_011887533.1-processed-gene-0.63&CDS=1-456
962	OG0000962	YDL225W	genemark-NW_011887402.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887402.1-processed-gene-0.8&CDS=1-1506
963	OG0000963	YDL226C	genemark-NW_011887387.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NW_011887387.1-processed-gene-0.9&CDS=1-1110
964	OG0000964	YDL230W	genemark-NW_011887438.1-processed-gene-0.34-mRNA-1_1&gene=genemark-NW_011887438.1-processed-gene-0.34&CDS=1-1035
965	OG0000965	YDL231C	genemark-NW_011887711.1-processed-gene-1.166-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.166&CDS=1-3336
966	OG0000966	YDL233W	genemark-NW_011887711.1-processed-gene-1.121-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.121&CDS=1-2103
967	OG0000967	YDL234C	genemark-NW_011887711.1-processed-gene-1.162-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.162&CDS=1-2070
968	OG0000968	YDL235C	genemark-NW_011887711.1-processed-gene-1.161-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.161&CDS=1-414
969	OG0000969	YDL236W	genemark-NW_011887711.1-processed-gene-1.118-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.118&CDS=1-885
970	OG0000970	YDL238C	genemark-NW_011887711.1-processed-gene-1.158-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-1.158&CDS=1-1410
971	OG0000971	YDL240W	genemark-NW_011887711.1-processed-gene-0.36-mRNA-1_1&gene=genemark-NW_011887711.1-processed-gene-0.36&CDS=1-3855
972	OG0000972	YDR004W	genemark-NW_011887543.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_011887543.1-processed-gene-0.3&CDS=1-1116
973	OG0000973	YDR005C	genemark-NW_011887543.1-processed-gene-0.26-mRNA-1_1&gene=genemark-NW_011887543.1-processed-gene-0.26&CDS=1-939
974	OG0000974	YDR006C	genemark-NW_011887576.1-processed-gene-0.68-mRNA-1_1&gene=genemark-NW_011887576.1-processed-gene-0.68&CDS=1-2157
975	OG0000975	YDR007W	genemark-NW_011887560.1-processed-gene-0.157-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.157&CDS=1-705
976	OG0000976	YDR013W	genemark-NW_011887689.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_011887689.1-processed-gene-0.2&CDS=1-552
977	OG0000977	YDR016C	genemark-NW_011887689.1-processed-gene-0.52-mRNA-1_1&gene=genemark-NW_011887689.1-processed-gene-0.52&CDS=1-432
978	OG0000978	YDR017C	genemark-NW_011887549.1-processed-gene-0.4-mRNA-1_1&gene=genemark-NW_011887549.1-processed-gene-0.4&CDS=1-2865
979	OG0000979	YDR019C	genemark-NW_011887502.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887502.1-processed-gene-0.16&CDS=1-1173
980	OG0000980	YDR020C	genemark-NW_011887502.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887502.1-processed-gene-0.8&CDS=1-657
981	OG0000981	YDR021W	genemark-NW_011887502.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_011887502.1-processed-gene-0.17&CDS=1-1188
982	OG0000982	YDR023W	genemark-NW_011887501.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887501.1-processed-gene-0.16&CDS=1-1374
983	OG0000983	YDR026C	genemark-NW_011887723.1-processed-gene-0.56-mRNA-1_1&gene=genemark-NW_011887723.1-processed-gene-0.56&CDS=1-2226
984	OG0000984	YDR027C	genemark-NW_011887723.1-processed-gene-0.57-mRNA-1_1&gene=genemark-NW_011887723.1-processed-gene-0.57&CDS=1-2538
985	OG0000985	YDR028C	genemark-NW_011887723.1-processed-gene-0.58-mRNA-1_1&gene=genemark-NW_011887723.1-processed-gene-0.58&CDS=1-2424
986	OG0000986	YDR030C	snap_masked-NW_011887501.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NW_011887501.1-processed-gene-0.31&CDS=1-2736
987	OG0000987	YDR031W	genemark-NW_011887592.1-processed-gene-0.52-mRNA-1_1&gene=genemark-NW_011887592.1-processed-gene-0.52&CDS=1-339
988	OG0000988	YDR034C	maker-NW_011887723.1-snap-gene-0.204-mRNA-1_1&gene=maker-NW_011887723.1-snap-gene-0.204&CDS=1-1848
989	OG0000989	YDR035W	genemark-NW_011887388.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_011887388.1-processed-gene-0.3&CDS=1-1119
990	OG0000990	YDR036C	genemark-NW_011887700.1-processed-gene-1.35-mRNA-1_1&gene=genemark-NW_011887700.1-processed-gene-1.35&CDS=1-1401
991	OG0000991	YDR041W	genemark-NW_011887620.1-processed-gene-0.82-mRNA-1_1&gene=genemark-NW_011887620.1-processed-gene-0.82&CDS=1-741
992	OG0000992	YDR043C	genemark-NW_011887620.1-processed-gene-0.89-mRNA-1_1&gene=genemark-NW_011887620.1-processed-gene-0.89&CDS=1-758
993	OG0000993	YDR044W	genemark-NW_011887620.1-processed-gene-0.94-mRNA-1_1&gene=genemark-NW_011887620.1-processed-gene-0.94&CDS=1-963
994	OG0000994	YDR045C	maker-NW_011887620.1-snap-gene-0.176-mRNA-1_1&gene=maker-NW_011887620.1-snap-gene-0.176&CDS=1-333
995	OG0000995	YDR047W	genemark-NW_011887699.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NW_011887699.1-processed-gene-0.30&CDS=1-1083
996	OG0000996	YDR049W	genemark-NW_011887699.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NW_011887699.1-processed-gene-0.29&CDS=1-1821
997	OG0000997	YDR050C	snap_masked-NW_011887620.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NW_011887620.1-processed-gene-0.30&CDS=1-756
998	OG0000998	YDR051C	genemark-NW_011887620.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NW_011887620.1-processed-gene-0.85&CDS=1-828
999	OG0000999	YDR052C	genemark-NW_011887632.1-processed-gene-0.87-mRNA-1_1&gene=genemark-NW_011887632.1-processed-gene-0.87&CDS=1-1341
1000	OG0001000	YDR054C	genemark-NW_011887643.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NW_011887643.1-processed-gene-0.86&CDS=1-708
1001	OG0001001	YDR056C	snap_masked-NW_011887529.1-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NW_011887529.1-processed-gene-0.37&CDS=1-546
1002	OG0001002	YDR057W	genemark-NW_011887529.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NW_011887529.1-processed-gene-0.85&CDS=1-1266
1003	OG0001003	YDR058C	maker-NW_011887701.1-augustus-gene-0.142-mRNA-1_1&gene=maker-NW_011887701.1-augustus-gene-0.142&CDS=1-1131
1004	OG0001004	YDR059C	genemark-NW_011887529.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NW_011887529.1-processed-gene-0.84&CDS=1-441
1005	OG0001005	YDR060W	genemark-NW_011887529.1-processed-gene-0.83-mRNA-1_1&gene=genemark-NW_011887529.1-processed-gene-0.83&CDS=1-3300
1006	OG0001006	YDR061W	genemark-NW_011887733.1-processed-gene-1.85-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.85&CDS=1-1506
1007	OG0001007	YDR062W	genemark-NW_011887508.1-processed-gene-0.41-mRNA-1_1&gene=genemark-NW_011887508.1-processed-gene-0.41&CDS=1-1686
1008	OG0001008	YDR064W	genemark-NW_011887733.1-processed-gene-1.46-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.46&CDS=1-843
1009	OG0001009	YDR067C	genemark-NW_011887560.1-processed-gene-0.162-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.162&CDS=1-390
1010	OG0001010	YDR068W	genemark-NW_011887560.1-processed-gene-0.137-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.137&CDS=1-1158
1011	OG0001011	YDR071C	genemark-NW_011887560.1-processed-gene-0.160-mRNA-1_1&gene=genemark-NW_011887560.1-processed-gene-0.160&CDS=1-696
1012	OG0001012	YDR072C	genemark-NW_011887714.1-processed-gene-0.0-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.0&CDS=1-1248
1013	OG0001013	YDR074W	genemark-NW_011887733.1-processed-gene-1.30-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.30&CDS=1-2607
1014	OG0001014	YDR075W	genemark-NW_011887733.1-processed-gene-1.28-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.28&CDS=1-918
1015	OG0001015	YDR076W	genemark-NW_011887733.1-processed-gene-1.29-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.29&CDS=1-1914
1016	OG0001016	YDR079C-A	genemark-NW_011887715.1-processed-gene-0.83-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.83&CDS=1-219
1017	OG0001017	YDR079W	genemark-NW_011887715.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.81&CDS=1-324
1018	OG0001018	YDR080W	genemark-NW_011887562.1-processed-gene-0.100-mRNA-1_1&gene=genemark-NW_011887562.1-processed-gene-0.100&CDS=1-3939
1019	OG0001019	YDR081C	genemark-NW_011887715.1-processed-gene-0.112-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.112&CDS=1-2034
1020	OG0001020	YDR083W	genemark-NW_011887715.1-processed-gene-0.80-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.80&CDS=1-1218
1021	OG0001021	YDR084C	genemark-NW_011887715.1-processed-gene-0.82-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.82&CDS=1-582
1022	OG0001022	YDR086C	genemark-NW_011887505.1-processed-gene-0.39-mRNA-1_1&gene=genemark-NW_011887505.1-processed-gene-0.39&CDS=1-204
1023	OG0001023	YDR087C	genemark-NW_011887505.1-processed-gene-0.38-mRNA-1_1&gene=genemark-NW_011887505.1-processed-gene-0.38&CDS=1-846
1024	OG0001024	YDR088C	genemark-NW_011887505.1-processed-gene-0.60-mRNA-1_1&gene=genemark-NW_011887505.1-processed-gene-0.60&CDS=1-1101
1025	OG0001025	YDR089W	genemark-NW_011887505.1-processed-gene-0.59-mRNA-1_1&gene=genemark-NW_011887505.1-processed-gene-0.59&CDS=1-2295
1026	OG0001026	YDR090C	genemark-NW_011887505.1-processed-gene-0.63-mRNA-1_1&gene=genemark-NW_011887505.1-processed-gene-0.63&CDS=1-837
1027	OG0001027	YDR091C	genemark-NW_011887505.1-processed-gene-0.66-mRNA-1_1&gene=genemark-NW_011887505.1-processed-gene-0.66&CDS=1-1818
1028	OG0001028	YDR092W	genemark-NW_011887672.1-processed-gene-1.63-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-1.63&CDS=1-447
1029	OG0001029	YDR097C	genemark-NW_011887672.1-processed-gene-0.48-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-0.48&CDS=1-3762
1030	OG0001030	YDR100W	genemark-NW_011887617.1-processed-gene-0.141-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.141&CDS=1-402
1031	OG0001031	YDR101C	genemark-NW_011887617.1-processed-gene-0.143-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.143&CDS=1-1803
1032	OG0001032	YDR103W	genemark-NW_011887617.1-processed-gene-0.109-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.109&CDS=1-2748
1033	OG0001033	YDR105C	snap_masked-NW_011887718.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NW_011887718.1-processed-gene-0.27&CDS=1-1407
1034	OG0001034	YDR108W	genemark-NW_011887718.1-processed-gene-0.48-mRNA-1_1&gene=genemark-NW_011887718.1-processed-gene-0.48&CDS=1-1917
1035	OG0001035	YDR109C	genemark-NW_011887718.1-processed-gene-0.39-mRNA-1_1&gene=genemark-NW_011887718.1-processed-gene-0.39&CDS=1-2181
1036	OG0001036	YDR111C	genemark-NW_011887624.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_011887624.1-processed-gene-0.18&CDS=1-1479
1037	OG0001037	YDR113C	genemark-NW_011887492.1-processed-gene-0.11-mRNA-1_1&gene=genemark-NW_011887492.1-processed-gene-0.11&CDS=1-828
1038	OG0001038	YDR115W	genemark-NW_011887490.1-processed-gene-0.79-mRNA-1_1&gene=genemark-NW_011887490.1-processed-gene-0.79&CDS=1-378
1039	OG0001039	YDR116C	genemark-NW_011887490.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NW_011887490.1-processed-gene-0.78&CDS=1-861
1040	OG0001040	YDR117C	genemark-NW_011887490.1-processed-gene-0.63-mRNA-1_1&gene=genemark-NW_011887490.1-processed-gene-0.63&CDS=1-1794
1041	OG0001041	YDR118W	augustus_masked-NW_011887490.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NW_011887490.1-processed-gene-0.25&CDS=1-1452
1042	OG0001042	YDR120C	genemark-NW_011887562.1-processed-gene-0.67-mRNA-1_1&gene=genemark-NW_011887562.1-processed-gene-0.67&CDS=1-1509
1043	OG0001043	YDR121W	snap_masked-NW_011887532.1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NW_011887532.1-processed-gene-0.80&CDS=1-648
1044	OG0001044	YDR124W	snap_masked-NW_011887532.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NW_011887532.1-processed-gene-0.47&CDS=1-1077
1045	OG0001045	YDR127W	snap_masked-NW_011887670.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NW_011887670.1-processed-gene-0.77&CDS=1-4608
