	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035703_Cyberlindnera_americana
156	OG0000156	YKL088W, YKR072C	augustus_masked-NODE_28_length_51956_cov_115.306_ID_4277-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_28_length_51956_cov_115.306_ID_4277-processed-gene-0.14&CDS=1-1176, augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.150&CDS=1-1608
157	OG0000157	YKL124W, YMR171C	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-1.128&CDS=1-1398, augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-2.124&CDS=1-1320
158	OG0000158	YKL146W, YNL101W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-9.154-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-9.154&CDS=1-1983, augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.175-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.175&CDS=1-2166
159	OG0000159	YKL150W, YMR080C	maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-2.52-mRNA-1_1&gene=maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-2.52&CDS=1-4362, maker-NODE_4_length_839664_cov_66.9286_ID_3363-augustus-gene-7.157-mRNA-1_1&gene=maker-NODE_4_length_839664_cov_66.9286_ID_3363-augustus-gene-7.157&CDS=1-3294
160	OG0000160	YKL215C	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-0.116&CDS=1-3936, augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.241-mRNA-1_1&gene=augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.241&CDS=1-4377, augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-3.156-mRNA-1_1&gene=augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-3.156&CDS=1-3930
161	OG0000161	YKL221W	augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.38&CDS=1-1389, augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.249-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.249&CDS=1-1449, augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-0.54&CDS=1-1410
162	OG0000162	YKR042W, YNL066W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-0.60&CDS=1-1206, augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-3.110&CDS=1-1269
163	OG0000163	YKR055W, YPR165W	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-0.129&CDS=1-603, augustus_masked-NODE_23_length_107503_cov_65.3243_ID_3743-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_23_length_107503_cov_65.3243_ID_3743-processed-gene-0.150&CDS=1-885
164	OG0000164	YLL062C, YMR321C, YPL273W	augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-3.122&CDS=1-909
165	OG0000165	YLR090W, YNL064C	augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.129&CDS=1-1284, augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-3.135&CDS=1-1233
166	OG0000166	YLR143W, YML073C	maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-8.8-mRNA-1_1&gene=maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-8.8&CDS=1-531, maker-NODE_4_length_839664_cov_66.9286_ID_3363-augustus-gene-1.54-mRNA-1_1&gene=maker-NODE_4_length_839664_cov_66.9286_ID_3363-augustus-gene-1.54&CDS=1-2493
167	OG0000167	YLR146C, YPR069C	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-0.0&CDS=1-876, augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-1.42&CDS=1-888
168	OG0000168	YLR188W, YPL270W	augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-1.186&CDS=1-2061, augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-5.99&CDS=1-2313
169	OG0000169	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-4.150-mRNA-1_1&gene=augustus_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-4.150&CDS=1-1536
170	OG0000170	YLR260W, YOR171C	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-4.66&CDS=1-1440, augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-1.111&CDS=1-1452
171	OG0000171	YLR264W, YOR167C	genemark-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-1.111&CDS=1-228, maker-NODE_6_length_634179_cov_62.9887_ID_2943-snap-gene-2.91-mRNA-1_1&gene=maker-NODE_6_length_634179_cov_62.9887_ID_2943-snap-gene-2.91&CDS=1-198
172	OG0000172	YLR271W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-8.124&CDS=1-2868, maker-NODE_16_length_299054_cov_95.3201_ID_10579-augustus-gene-0.135-mRNA-1_1&gene=maker-NODE_16_length_299054_cov_95.3201_ID_10579-augustus-gene-0.135&CDS=1-4572, snap_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-1.106&CDS=1-3792
173	OG0000173	YLR361C, YOR137C	augustus_masked-NODE_25_length_65391_cov_63.2404_ID_4522-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_25_length_65391_cov_63.2404_ID_4522-processed-gene-0.80&CDS=1-1533, augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.74&CDS=1-1677
174	OG0000174	YLR392C	augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_11_length_458690_cov_86.9314_ID_2597-processed-gene-3.130&CDS=1-2154, augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-2.34&CDS=1-1392, snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.256-mRNA-1_1&gene=snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-4.256&CDS=1-1380
175	OG0000175	YML009C, YNL277W	genemark-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.108-mRNA-1_1&gene=genemark-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-7.108&CDS=1-1746, maker-NODE_18_length_235908_cov_98.2544_ID_4951-snap-gene-1.234-mRNA-1_1&gene=maker-NODE_18_length_235908_cov_98.2544_ID_4951-snap-gene-1.234&CDS=1-2019
176	OG0000176	YML019W, YOR085W	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-0.77&CDS=1-957, augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-2.105&CDS=1-930
177	OG0000177	YML072C, YOR086C	maker-NODE_15_length_368651_cov_64.3218_ID_3775-augustus-gene-0.133-mRNA-1_1&gene=maker-NODE_15_length_368651_cov_64.3218_ID_3775-augustus-gene-0.133&CDS=1-3546, maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-8.7-mRNA-1_1&gene=maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-8.7&CDS=1-4065
178	OG0000178	YML116W, YMR279C	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-8.32&CDS=1-1530, snap_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-8.140-mRNA-1_1&gene=snap_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-8.140&CDS=1-1488
179	OG0000179	YML120C, YMR145C	augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_18_length_235908_cov_98.2544_ID_4951-processed-gene-0.118&CDS=1-1605, augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-10.170-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-10.170&CDS=1-1611
180	OG0000180	YMR266W, YOL084W	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-3.173-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-3.173&CDS=1-2733, augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.309-mRNA-1_1&gene=augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.309&CDS=1-2664
181	OG0000181	YMR316W, YNL165W, YOR385W	augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-0.37&CDS=1-942
182	OG0000182	YNL183C, YOR267C	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-1.112&CDS=1-1599, augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-2.61&CDS=1-2256
183	OG0000183	YNR001C, YPR001W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-10.156-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-10.156&CDS=1-1404, augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-NODE_20_length_192012_cov_49.1612_ID_3234-processed-gene-0.187&CDS=1-1404
184	OG0000184	YOL027C, YPR125W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-9.5&CDS=1-1476, augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-2.26&CDS=1-1269
185	OG0000185	YOL055C, YPL258C, YPR121W	augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-1.90&CDS=1-1560
186	OG0000186	YOR389W, YPL277C, YPL278C	maker-NODE_36_length_17329_cov_79.1936_ID_4792-augustus-gene-0.37-mRNA-1_1&gene=maker-NODE_36_length_17329_cov_79.1936_ID_4792-augustus-gene-0.37&CDS=1-2331
187	OG0000187	YPL113C	augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.86&CDS=1-1113, augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-6.151&CDS=1-1098, augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-2.24&CDS=1-1098
188	OG0000188	YPL159C, YPR151C	augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.71&CDS=1-687, augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-1.179&CDS=1-591
189	OG0000189	Q0045, Q0065, Q0070	maker-NODE_32_length_27549_cov_1174.7_ID_11437-snap-gene-0.21-mRNA-1_1&gene=maker-NODE_32_length_27549_cov_1174.7_ID_11437-snap-gene-0.21&CDS=1-378
190	OG0000190	YAL007C, YOR016C	maker-NODE_18_length_235908_cov_98.2544_ID_4951-augustus-gene-1.227-mRNA-1_1&gene=maker-NODE_18_length_235908_cov_98.2544_ID_4951-augustus-gene-1.227&CDS=1-1320
191	OG0000191	YAL015C, YOL043C	snap_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_6_length_634179_cov_62.9887_ID_2943-processed-gene-4.53&CDS=1-1062
192	OG0000192	YAL017W, YOL045W	augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.88&CDS=1-3423
193	OG0000193	YAL034C, YOR338W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-5.63&CDS=1-1023
194	OG0000194	YAL040C	augustus_masked-NODE_24_length_96230_cov_107.312_ID_8052-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_24_length_96230_cov_107.312_ID_8052-processed-gene-0.103&CDS=1-1599, augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-3.106&CDS=1-1233
195	OG0000195	YAL056W, YOR371C	snap_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_10_length_461391_cov_79.6907_ID_3272-processed-gene-3.87&CDS=1-1662
196	OG0000196	YAL062W, YOR375C	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-3.136&CDS=1-1380
197	OG0000197	YBL009W, YGL021W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-7.141&CDS=1-2856
198	OG0000198	YBL027W, YBR084C-A	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-4.76&CDS=1-570
199	OG0000199	YBL030C, YBR085W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-2.29&CDS=1-906
200	OG0000200	YBL043W, YJR115W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.67&CDS=1-759
201	OG0000201	YBL054W	augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-3.137&CDS=1-1134, snap_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.20&CDS=1-843
202	OG0000202	YBL056W, YER089C	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-6.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-6.139&CDS=1-1254
203	OG0000203	YBL067C, YER098W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-6.65&CDS=1-2082
204	OG0000204	YBL072C, YER102W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-5.133&CDS=1-603
205	OG0000205	YBL087C, YER117W	maker-NODE_14_length_414941_cov_63.102_ID_3101-augustus-gene-2.16-mRNA-1_1&gene=maker-NODE_14_length_414941_cov_63.102_ID_3101-augustus-gene-2.16&CDS=1-408
206	OG0000206	YBL097W	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-3.18&CDS=1-2058, augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-NODE_5_length_638838_cov_68.9705_ID_2404-processed-gene-5.0&CDS=1-2049
207	OG0000207	YBL101C, YPR030W	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-0.98&CDS=1-2592
208	OG0000208	YBL106C, YPR032W	augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-NODE_17_length_246886_cov_65.2879_ID_4411-processed-gene-1.202&CDS=1-2973
209	OG0000209	YBR005W, YDR003W	augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.312-mRNA-1_1&gene=augustus_masked-NODE_16_length_299054_cov_95.3201_ID_10579-processed-gene-1.312&CDS=1-567
210	OG0000210	YBR014C, YDL010W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-2.66&CDS=1-675
211	OG0000211	YBR016W, YDL012C	augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.14&CDS=1-330
212	OG0000212	YBR031W, YDR012W	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-2.83&CDS=1-1095
213	OG0000213	YBR033W, YKL038W	augustus_masked-NODE_28_length_51956_cov_115.306_ID_4277-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_28_length_51956_cov_115.306_ID_4277-processed-gene-0.27&CDS=1-2004
214	OG0000214	YBR048W, YDR025W	maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-2.54-mRNA-1_1&gene=maker-NODE_2_length_1009356_cov_73.9684_ID_2785-augustus-gene-2.54&CDS=1-468
215	OG0000215	YBR078W, YDR055W	augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_1009356_cov_73.9684_ID_2785-processed-gene-3.110&CDS=1-1287
216	OG0000216	YBR084W	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-1.121&CDS=1-2868, augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-3.107&CDS=1-2814
217	OG0000217	YBR089C-A, YPR052C	snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_7_length_568211_cov_77.8147_ID_2993-processed-gene-3.48&CDS=1-276
218	OG0000218	YBR118W, YPR080W	augustus_masked-NODE_68_length_1262_cov_129.25_ID_10993-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_68_length_1262_cov_129.25_ID_10993-processed-gene-0.0&CDS=1-1257
219	OG0000219	YBR132C	augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-0.50&CDS=1-1671, augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_9_length_467079_cov_75.7385_ID_4067-processed-gene-2.21&CDS=1-1734
220	OG0000220	YBR140C, YOL081W	augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-1.60&CDS=1-7977
221	OG0000221	YBR147W, YOL092W	maker-NODE_22_length_121182_cov_66.2256_ID_3548-augustus-gene-0.13-mRNA-1_1&gene=maker-NODE_22_length_121182_cov_66.2256_ID_3548-augustus-gene-0.13&CDS=1-903
222	OG0000222	YBR161W, YPL057C	augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_15_length_368651_cov_64.3218_ID_3775-processed-gene-2.53&CDS=1-1011
223	OG0000223	YBR169C, YPL106C	maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-3.119-mRNA-1_1&gene=maker-NODE_1_length_1160020_cov_59.4726_ID_4662-augustus-gene-3.119&CDS=1-3126
224	OG0000224	YBR172C, YPL105C	snap_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-3.110&CDS=1-2310
225	OG0000225	YBR177C, YPL095C	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-5.64&CDS=1-1314
226	OG0000226	YBR183W, YPL087W	augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-4.41&CDS=1-840
227	OG0000227	YBR191W, YPL079W	augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_12_length_446973_cov_83.3758_ID_7689-processed-gene-1.107&CDS=1-480
228	OG0000228	YBR207W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-7.83&CDS=1-1278, augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_4_length_839664_cov_66.9286_ID_3363-processed-gene-3.124&CDS=1-1272
229	OG0000229	YBR214W, YGL056C	augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.304-mRNA-1_1&gene=augustus_masked-NODE_3_length_897502_cov_76.7024_ID_2822-processed-gene-7.304&CDS=1-1404
230	OG0000230	YBR216C, YGL060W	snap_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_14_length_414941_cov_63.102_ID_3101-processed-gene-0.23&CDS=1-1986
231	OG0000231	YBR242W, YGL101W	augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-6.156-mRNA-1_1&gene=augustus_masked-NODE_1_length_1160020_cov_59.4726_ID_4662-processed-gene-6.156&CDS=1-663
232	OG0000232	YBR245C	augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_13_length_418472_cov_68.5033_ID_3840-processed-gene-2.80&CDS=1-3090, maker-NODE_10_length_461391_cov_79.6907_ID_3272-augustus-gene-3.278-mRNA-1_1&gene=maker-NODE_10_length_461391_cov_79.6907_ID_3272-augustus-gene-3.278&CDS=1-5364
233	OG0000233	YBR286W	augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-0.81&CDS=1-1569, augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_8_length_523989_cov_78.18_ID_4014-processed-gene-1.192&CDS=1-1515
