	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035032_Candida_gatunensis
415	OG0000415	YNL108C, YOR110W	maker-NODE_1_length_1143824_cov_34.5486_ID_1-snap-gene-4.51-mRNA-1_1&gene=maker-NODE_1_length_1143824_cov_34.5486_ID_1-snap-gene-4.51&CDS=1-1404
416	OG0000416	YNL189W	augustus_masked-NODE_175_length_469_cov_0.715517_ID_349-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_175_length_469_cov_0.715517_ID_349-processed-gene-0.2&CDS=1-453, augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.284-mRNA-1_1&gene=augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.284&CDS=1-1629
417	OG0000417	YNL192W	augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.242-mRNA-1_1&gene=augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.242&CDS=1-3951, snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-1.10-mRNA-1_1&gene=snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-1.10&CDS=1-3150
418	OG0000418	YNL220W	augustus_masked-NODE_28_length_43072_cov_45.1117_ID_55-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_28_length_43072_cov_45.1117_ID_55-processed-gene-0.20&CDS=1-987, augustus_masked-NODE_59_length_2108_cov_173.988_ID_117-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_59_length_2108_cov_173.988_ID_117-processed-gene-0.3&CDS=1-837
419	OG0000419	YNL243W	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-4.123&CDS=1-10926, snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.35&CDS=1-2391
420	OG0000420	YNL293W, YOL112W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.143-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.143&CDS=1-1671
421	OG0000421	YNL301C, YOL120C	maker-NODE_20_length_158291_cov_25.8963_ID_39-snap-gene-0.95-mRNA-1_1&gene=maker-NODE_20_length_158291_cov_25.8963_ID_39-snap-gene-0.95&CDS=1-957
422	OG0000422	YNR018W	snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.25&CDS=1-624, snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.165-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.165&CDS=1-609
423	OG0000423	YNR030W	genemark-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.118-mRNA-1_1&gene=genemark-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.118&CDS=1-1812, snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.215-mRNA-1_1&gene=snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-2.215&CDS=1-1794
424	OG0000424	YNR055C	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.43&CDS=1-1722, snap_masked-NODE_27_length_43513_cov_51.6365_ID_53-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_27_length_43513_cov_51.6365_ID_53-processed-gene-0.21&CDS=1-1662
425	OG0000425	YOR032C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.127-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.127&CDS=1-993, snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-0.19&CDS=1-2496
426	OG0000426	YOR036W	augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.247&CDS=1-582, snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.121-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-7.121&CDS=1-786
427	OG0000427	YOR049C	augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.200-mRNA-1_1&gene=augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-4.200&CDS=1-1296, snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.284-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.284&CDS=1-1389
428	OG0000428	YOR140W	snap_masked-NODE_26_length_90711_cov_25.4585_ID_51-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_26_length_90711_cov_25.4585_ID_51-processed-gene-0.95&CDS=1-2346, snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-5.40-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-5.40&CDS=1-1707
429	OG0000429	YOR204W, YPL119C	maker-NODE_7_length_601681_cov_28.4028_ID_13-augustus-gene-2.99-mRNA-1_1&gene=maker-NODE_7_length_601681_cov_28.4028_ID_13-augustus-gene-2.99&CDS=1-5181
430	OG0000430	YOR226C, YPL135W	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.120&CDS=1-567
431	OG0000431	YOR227W, YPL137C	augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.55&CDS=1-3810
432	OG0000432	YOR231W, YPL140C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.88&CDS=1-1284
433	OG0000433	YOR233W, YPL141C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-0.18&CDS=1-2670
434	OG0000434	YOR234C, YPL143W	maker-NODE_3_length_787651_cov_25.538_ID_5-snap-gene-2.118-mRNA-1_1&gene=maker-NODE_3_length_787651_cov_25.538_ID_5-snap-gene-2.118&CDS=1-321
435	OG0000435	YOR237W, YPL145C	maker-NODE_3_length_787651_cov_25.538_ID_5-augustus-gene-2.110-mRNA-1_1&gene=maker-NODE_3_length_787651_cov_25.538_ID_5-augustus-gene-2.110&CDS=1-2565
436	OG0000436	YOR256C, YPL176C	augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.165&CDS=1-3756
437	OG0000437	YOR285W, YOR286W	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-0.132&CDS=1-543
438	OG0000438	YOR390W, YPL279C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.154-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-5.154&CDS=1-1017
439	OG0000439	YPL203W	snap_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_18_length_184451_cov_25.83_ID_35-processed-gene-0.29&CDS=1-1158, snap_masked-NODE_27_length_43513_cov_51.6365_ID_53-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_27_length_43513_cov_51.6365_ID_53-processed-gene-0.14&CDS=1-1122
440	OG0000440	YPL262W	maker-NODE_12_length_397345_cov_26.076_ID_23-augustus-gene-2.299-mRNA-1_1&gene=maker-NODE_12_length_397345_cov_26.076_ID_23-augustus-gene-2.299&CDS=1-2568, snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.40-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.40&CDS=1-1386
441	OG0000441	YPR013C, YPR015C	genemark-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.149-mRNA-1_1&gene=genemark-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-2.149&CDS=1-1221
442	OG0000442	YPR018W	augustus_masked-NODE_214_length_416_cov_0.677966_ID_427-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_214_length_416_cov_0.677966_ID_427-processed-gene-0.0&CDS=1-198, snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-2.98&CDS=1-1611
443	OG0000443	YPR169W-A, YPR170W-B	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.26&CDS=1-252
444	OG0000444	Q0045, Q0060	genemark-NODE_29_length_41578_cov_2077.72_ID_57-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_29_length_41578_cov_2077.72_ID_57-processed-gene-0.24&CDS=1-93
445	OG0000445	YAL002W	snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-1.11&CDS=1-4014
446	OG0000446	YAL003W	maker-NODE_3_length_787651_cov_25.538_ID_5-snap-gene-1.31-mRNA-1_1&gene=maker-NODE_3_length_787651_cov_25.538_ID_5-snap-gene-1.31&CDS=1-666
447	OG0000447	YAL009W	maker-NODE_3_length_787651_cov_25.538_ID_5-augustus-gene-2.106-mRNA-1_1&gene=maker-NODE_3_length_787651_cov_25.538_ID_5-augustus-gene-2.106&CDS=1-2364
448	OG0000448	YAL010C	augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.65&CDS=1-2343
449	OG0000449	YAL012W	augustus_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-3.75-mRNA-1_1&gene=augustus_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-3.75&CDS=1-2766
450	OG0000450	YAL013W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.83&CDS=1-1854
451	OG0000451	YAL014C	augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.70&CDS=1-777
452	OG0000452	YAL016W	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.37&CDS=1-1869
453	OG0000453	YAL021C	maker-NODE_1_length_1143824_cov_34.5486_ID_1-augustus-gene-6.41-mRNA-1_1&gene=maker-NODE_1_length_1143824_cov_34.5486_ID_1-augustus-gene-6.41&CDS=1-3594
454	OG0000454	YAL022C	snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.72&CDS=1-1308
455	OG0000455	YAL023C	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.18&CDS=1-2274
456	OG0000456	YAL024C	augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.140&CDS=1-4269
457	OG0000457	YAL025C	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.285-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-2.285&CDS=1-903
458	OG0000458	YAL026C	maker-NODE_7_length_601681_cov_28.4028_ID_13-snap-gene-0.91-mRNA-1_1&gene=maker-NODE_7_length_601681_cov_28.4028_ID_13-snap-gene-0.91&CDS=1-5364
459	OG0000459	YAL032C	augustus_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_6_length_610689_cov_25.7818_ID_11-processed-gene-3.142&CDS=1-939
460	OG0000460	YAL033W	genemark-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-1.127&CDS=1-537
461	OG0000461	YAL035W	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.127&CDS=1-2997
462	OG0000462	YAL036C	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.110&CDS=1-1101
463	OG0000463	YAL038W	snap_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_16_length_220665_cov_46.5903_ID_31-processed-gene-1.64&CDS=1-1509
464	OG0000464	YAL039C	snap_masked-NODE_21_length_137866_cov_25.4738_ID_41-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_21_length_137866_cov_25.4738_ID_41-processed-gene-0.57&CDS=1-801
465	OG0000465	YAL041W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.148-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.148&CDS=1-2493
466	OG0000466	YAL042W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.188-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-6.188&CDS=1-1176
467	OG0000467	YAL044C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-0.70&CDS=1-531
468	OG0000468	YAL046C	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.126-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.126&CDS=1-300
469	OG0000469	YAL048C	augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-5.62&CDS=1-2580
470	OG0000470	YAL049C	augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-0.50&CDS=1-708
471	OG0000471	YAL053W	snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-3.87-mRNA-1_1&gene=snap_masked-NODE_10_length_430571_cov_33.053_ID_19-processed-gene-3.87&CDS=1-2307
472	OG0000472	YAL054C	augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-1.2&CDS=1-2010
473	OG0000473	YAL059W	maker-NODE_22_length_135398_cov_26.1782_ID_43-snap-gene-0.127-mRNA-1_1&gene=maker-NODE_22_length_135398_cov_26.1782_ID_43-snap-gene-0.127&CDS=1-504
474	OG0000474	YAL067C	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-1.112&CDS=1-1758
475	OG0000475	YAR002W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.71&CDS=1-1584
476	OG0000476	YAR003W	snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-1.9&CDS=1-1275
477	OG0000477	YAR007C	snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-2.16-mRNA-1_1&gene=snap_masked-NODE_9_length_512528_cov_38.4928_ID_17-processed-gene-2.16&CDS=1-1860
478	OG0000478	YAR008W	augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-2.69&CDS=1-684
479	OG0000479	YAR014C	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-4.72&CDS=1-1899
480	OG0000480	YAR015W	snap_masked-NODE_31_length_32389_cov_41.734_ID_61-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_31_length_32389_cov_41.734_ID_61-processed-gene-0.32&CDS=1-909
481	OG0000481	YAR018C	snap_masked-NODE_31_length_32389_cov_41.734_ID_61-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_31_length_32389_cov_41.734_ID_61-processed-gene-0.39&CDS=1-1566
482	OG0000482	YAR035W	augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.42&CDS=1-4083
483	OG0000483	YAR042W	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-3.44&CDS=1-3723
484	OG0000484	YBL004W	snap_masked-NODE_22_length_135398_cov_26.1782_ID_43-processed-gene-0.175-mRNA-1_1&gene=snap_masked-NODE_22_length_135398_cov_26.1782_ID_43-processed-gene-0.175&CDS=1-7581
485	OG0000485	YBL011W	augustus_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_14_length_357940_cov_25.5952_ID_27-processed-gene-0.63&CDS=1-2358
486	OG0000486	YBL013W	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.50-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.50&CDS=1-1110
487	OG0000487	YBL014C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-1.49&CDS=1-2496
488	OG0000488	YBL015W	snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_19_length_175028_cov_43.2758_ID_37-processed-gene-0.22&CDS=1-1572
489	OG0000489	YBL019W	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-0.143&CDS=1-1371
490	OG0000490	YBL020W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.24&CDS=1-1683
491	OG0000491	YBL022C	augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.102&CDS=1-3219
492	OG0000492	YBL023C	augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.17&CDS=1-3450
493	OG0000493	YBL024W	augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.104&CDS=1-2052
494	OG0000494	YBL026W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.49-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-3.49&CDS=1-288
495	OG0000495	YBL028C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-9.117-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-9.117&CDS=1-315
496	OG0000496	YBL029W	genemark-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.44-mRNA-1_1&gene=genemark-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-4.44&CDS=1-1101
497	OG0000497	YBL033C	genemark-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.4-mRNA-1_1&gene=genemark-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.4&CDS=1-4383
498	OG0000498	YBL034C	snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.17-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.17&CDS=1-4200
499	OG0000499	YBL035C	maker-NODE_13_length_362616_cov_35.2913_ID_25-augustus-gene-1.53-mRNA-1_1&gene=maker-NODE_13_length_362616_cov_35.2913_ID_25-augustus-gene-1.53&CDS=1-3948
500	OG0000500	YBL036C	genemark-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.138&CDS=1-729
501	OG0000501	YBL037W	snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-1.5&CDS=1-2958
502	OG0000502	YBL038W	snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_15_length_321391_cov_37.3759_ID_29-processed-gene-0.22&CDS=1-1014
503	OG0000503	YBL039C	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-4.124&CDS=1-1719
504	OG0000504	YBL040C	augustus_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.184&CDS=1-2280
505	OG0000505	YBL041W	augustus_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.158&CDS=1-945
506	OG0000506	YBL045C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-10.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-10.61&CDS=1-1338
507	OG0000507	YBL047C	snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-2.67-mRNA-1_1&gene=snap_masked-NODE_11_length_425398_cov_34.283_ID_21-processed-gene-2.67&CDS=1-3663
508	OG0000508	YBL049W	snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_23_length_130505_cov_25.3406_ID_45-processed-gene-0.108&CDS=1-558
509	OG0000509	YBL050W	snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.277-mRNA-1_1&gene=snap_masked-NODE_8_length_599434_cov_35.5304_ID_15-processed-gene-4.277&CDS=1-879
510	OG0000510	YBL051C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.103-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.103&CDS=1-2085
511	OG0000511	YBL054W	snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.158-mRNA-1_1&gene=snap_masked-NODE_13_length_362616_cov_35.2913_ID_25-processed-gene-2.158&CDS=1-672
512	OG0000512	YBL055C	snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1143824_cov_34.5486_ID_1-processed-gene-8.79&CDS=1-1128
513	OG0000513	YBL057C	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.198-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.198&CDS=1-552
514	OG0000514	YBL058W	snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.149-mRNA-1_1&gene=snap_masked-NODE_2_length_793832_cov_33.1037_ID_3-processed-gene-6.149&CDS=1-1089
515	OG0000515	YBL059C-A	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.113-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.113&CDS=1-285
516	OG0000516	YBL060W	snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.82-mRNA-1_1&gene=snap_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-5.82&CDS=1-2904
517	OG0000517	YBL061C	augustus_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_7_length_601681_cov_28.4028_ID_13-processed-gene-1.43&CDS=1-2850
518	OG0000518	YBL066C	snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_4_length_670283_cov_33.1529_ID_7-processed-gene-0.44&CDS=1-2691
519	OG0000519	YBL071W-A	snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_3_length_787651_cov_25.538_ID_5-processed-gene-2.71&CDS=1-216
520	OG0000520	YBL076C	snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-3.52-mRNA-1_1&gene=snap_masked-NODE_5_length_653611_cov_35.0472_ID_9-processed-gene-3.52&CDS=1-3222
521	OG0000521	YBL078C	snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-1.43&CDS=1-411
522	OG0000522	YBL079W	augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-1.73&CDS=1-4281
523	OG0000523	YBL080C	genemark-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-1.146-mRNA-1_1&gene=genemark-NODE_12_length_397345_cov_26.076_ID_23-processed-gene-1.146&CDS=1-1464
