	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034890_Ogataea_ramenticola
68	OG0000068	YJL057C	augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.42&CDS=1-438, genemark-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_44_length_34901_cov_98.1484_ID_87-processed-gene-0.9&CDS=1-1623, snap_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.106&CDS=1-432, snap_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-0.107&CDS=1-267
69	OG0000069	YJL158C, YJL160C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.42&CDS=1-1023, augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_16_length_354407_cov_122.497_ID_31-processed-gene-1.14&CDS=1-1092, augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.46&CDS=1-1149
70	OG0000070	YJR061W, YKL201C	genemark-NODE_49_length_20272_cov_120.858_ID_97-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_49_length_20272_cov_120.858_ID_97-processed-gene-0.3&CDS=1-2028, genemark-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.12-mRNA-1_1&gene=genemark-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.12&CDS=1-2340, snap_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.17-mRNA-1_1&gene=snap_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.17&CDS=1-2745
71	OG0000071	YKR014C, YOR089C	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.55&CDS=1-645, augustus_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.27&CDS=1-747, maker-NODE_13_length_439646_cov_107.886_ID_25-augustus-gene-3.206-mRNA-1_1&gene=maker-NODE_13_length_439646_cov_107.886_ID_25-augustus-gene-3.206&CDS=1-609
72	OG0000072	YKR039W, YPL274W	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.126&CDS=1-1737, augustus_masked-NODE_37_length_88767_cov_205.948_ID_73-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_37_length_88767_cov_205.948_ID_73-processed-gene-0.3&CDS=1-1752, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.45&CDS=1-1764
73	OG0000073	YLR144C, YNR067C	augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_21_length_225364_cov_160.608_ID_41-processed-gene-0.45&CDS=1-3141, augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-1.37&CDS=1-2268, maker-NODE_2_length_729701_cov_103.929_ID_3-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_2_length_729701_cov_103.929_ID_3-augustus-gene-1.2&CDS=1-2130
74	OG0000074	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.113&CDS=1-1695, augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_25_length_175160_cov_168.54_ID_49-processed-gene-0.68&CDS=1-1689
75	OG0000075	YML072C, YNL087W, YOR086C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.43&CDS=1-3519, maker-NODE_2_length_729701_cov_103.929_ID_3-augustus-gene-5.86-mRNA-1_1&gene=maker-NODE_2_length_729701_cov_103.929_ID_3-augustus-gene-5.86&CDS=1-4143
76	OG0000076	YML111W, YMR275C, YNR069C	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.64&CDS=1-2514, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.13&CDS=1-2244
77	OG0000077	YML116W, YMR279C, YOR378W	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-0.99&CDS=1-1728, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-1.61&CDS=1-1608
78	OG0000078	YNL283C, YOL105C, YOR008C	augustus_masked-NODE_33_length_100635_cov_106.929_ID_65-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_33_length_100635_cov_106.929_ID_65-processed-gene-0.50&CDS=1-1482, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.1&CDS=1-1077
79	OG0000079	YOL027C, YPR125W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-3.140&CDS=1-1368, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.114&CDS=1-1479, genemark-NODE_166_length_463_cov_0.78453_ID_331-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_166_length_463_cov_0.78453_ID_331-processed-gene-0.2&CDS=1-423
80	OG0000080	Q0045, Q0065, Q0070	augustus_masked-NODE_43_length_42576_cov_10543.5_ID_85-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_43_length_42576_cov_10543.5_ID_85-processed-gene-0.90&CDS=1-318, maker-NODE_173_length_457_cov_1.52809_ID_345-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_173_length_457_cov_1.52809_ID_345-snap-gene-0.3&CDS=1-264
81	OG0000081	YAL036C, YGR173W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.84&CDS=1-1104, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.92&CDS=1-1113
82	OG0000082	YAL046C, YGL220W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-4.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-4.25&CDS=1-360, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.156-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.156&CDS=1-273
83	OG0000083	YAL054C, YLR153C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.112&CDS=1-2037, augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-0.11&CDS=1-2010
84	OG0000084	YAR035W, YER024W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.45&CDS=1-2457, augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.71&CDS=1-2313
85	OG0000085	YAR075W, YML056C	augustus_masked-NODE_426_length_354_cov_1.02767_ID_851-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_426_length_354_cov_1.02767_ID_851-processed-gene-0.0&CDS=1-354, maker-NODE_20_length_227501_cov_157.981_ID_39-augustus-gene-1.117-mRNA-1_1&gene=maker-NODE_20_length_227501_cov_157.981_ID_39-augustus-gene-1.117&CDS=1-1581
86	OG0000086	YBL002W, YDR224C	augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.20&CDS=1-396, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.104&CDS=1-396
87	OG0000087	YBL003C, YDR225W	augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.49&CDS=1-393, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.131&CDS=1-393
88	OG0000088	YBL011W, YKR067W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-2.86&CDS=1-2211, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-4.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-4.19&CDS=1-2055
89	OG0000089	YBL032W, YBR233W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-3.148&CDS=1-1269, maker-NODE_2_length_729701_cov_103.929_ID_3-snap-gene-5.131-mRNA-1_1&gene=maker-NODE_2_length_729701_cov_103.929_ID_3-snap-gene-5.131&CDS=1-2424
90	OG0000090	YBL042C, YBR021W, YIR028W	maker-NODE_3_length_696421_cov_108.181_ID_5-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_3_length_696421_cov_108.181_ID_5-snap-gene-0.97&CDS=1-3498
91	OG0000091	YBL052C, YOR244W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.89&CDS=1-1407, genemark-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.103&CDS=1-2370
92	OG0000092	YBL063W, YEL061C	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-0.67&CDS=1-3195, augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.233&CDS=1-3267
93	OG0000093	YBR002C, YMR101C	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.18&CDS=1-837, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.28&CDS=1-909
94	OG0000094	YBR009C, YNL030W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.221-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.221&CDS=1-309, augustus_masked-NODE_54_length_8854_cov_82.2728_ID_107-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_54_length_8854_cov_82.2728_ID_107-processed-gene-0.2&CDS=1-309
95	OG0000095	YBR010W, YNL031C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.175-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.175&CDS=1-408, augustus_masked-NODE_54_length_8854_cov_82.2728_ID_107-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_54_length_8854_cov_82.2728_ID_107-processed-gene-0.7&CDS=1-408
96	OG0000096	YBR025C, YHL014C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-1.3&CDS=1-1200, augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.13&CDS=1-1185
97	OG0000097	YBR062C, YDR143C	augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.40&CDS=1-2214, augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.40&CDS=1-588
98	OG0000098	YBR067C, YIL011W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-1.31&CDS=1-666, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-1.19&CDS=1-660
99	OG0000099	YBR091C, YHR005C-A	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.77&CDS=1-321, maker-NODE_26_length_171845_cov_113.307_ID_51-augustus-gene-0.158-mRNA-1_1&gene=maker-NODE_26_length_171845_cov_113.307_ID_51-augustus-gene-0.158&CDS=1-279
100	OG0000100	YBR139W, YMR297W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.50&CDS=1-1680, maker-NODE_48_length_21290_cov_100.928_ID_95-snap-gene-0.21-mRNA-1_1&gene=maker-NODE_48_length_21290_cov_100.928_ID_95-snap-gene-0.21&CDS=1-1746
101	OG0000101	YBR151W, YML050W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.193-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.193&CDS=1-879, augustus_masked-NODE_48_length_21290_cov_100.928_ID_95-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_48_length_21290_cov_100.928_ID_95-processed-gene-0.18&CDS=1-921
102	OG0000102	YBR183W, YPL087W	augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.28&CDS=1-939, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.29&CDS=1-855
103	OG0000103	YBR205W, YDR483W, YOR099W	maker-NODE_39_length_74043_cov_233.374_ID_77-snap-gene-0.77-mRNA-1_1&gene=maker-NODE_39_length_74043_cov_233.374_ID_77-snap-gene-0.77&CDS=1-4023
104	OG0000104	YBR207W, YER145C	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.66&CDS=1-1371, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.34&CDS=1-1161
105	OG0000105	YBR237W, YNL112W	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.225&CDS=1-2829, maker-NODE_11_length_468069_cov_102.835_ID_21-augustus-gene-3.81-mRNA-1_1&gene=maker-NODE_11_length_468069_cov_102.835_ID_21-augustus-gene-3.81&CDS=1-1635
106	OG0000106	YBR238C, YGL107C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.69&CDS=1-1872, maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-1.147-mRNA-1_1&gene=maker-NODE_15_length_375730_cov_128.345_ID_29-snap-gene-1.147&CDS=1-3885
107	OG0000107	YBR241C, YGL104C	augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.178&CDS=1-1536, genemark-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.21&CDS=1-1782
108	OG0000108	YBR249C, YDR035W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-2.117&CDS=1-1098, augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.42&CDS=1-1113
109	OG0000109	YBR263W, YLR058C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.80&CDS=1-1479, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.39&CDS=1-1413
110	OG0000110	YBR283C, YLR378C	augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.122&CDS=1-1476, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.75&CDS=1-1437
111	OG0000111	YBR291C, YFR045W	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.100&CDS=1-1062, augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.42&CDS=1-888
112	OG0000112	YBR293W, YMR088C	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.213&CDS=1-1692, augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.5&CDS=1-1857
113	OG0000113	YCR004C, YDR032C	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.76&CDS=1-762, maker-NODE_13_length_439646_cov_107.886_ID_25-snap-gene-0.36-mRNA-1_1&gene=maker-NODE_13_length_439646_cov_107.886_ID_25-snap-gene-0.36&CDS=1-1182
114	OG0000114	YCR010C, YNR002C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.37&CDS=1-888, augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.33&CDS=1-816
115	OG0000115	YCR034W, YLR372W	augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_13_length_439646_cov_107.886_ID_25-processed-gene-0.55&CDS=1-987, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.109&CDS=1-1023
116	OG0000116	YCR045C, YEL060C	augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.89&CDS=1-1224, augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.225-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.225&CDS=1-1677
117	OG0000117	YCR060W, YOR027W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.35-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.35&CDS=1-1752, augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-0.34&CDS=1-1077
118	OG0000118	YCR083W, YGR209C, YLR043C	augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.66&CDS=1-414
119	OG0000119	YCR088W, YMR032W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.90&CDS=1-1962, augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.38&CDS=1-1791
120	OG0000120	YCR094W, YNR048W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.59&CDS=1-1212, augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.72&CDS=1-1272
121	OG0000121	YCR095C, YNL099C	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.127&CDS=1-600, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.62&CDS=1-855
122	OG0000122	YDL018C, YGL200C	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-1.64&CDS=1-633, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-4.197-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-4.197&CDS=1-603
123	OG0000123	YDL025C, YOR267C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.25&CDS=1-2148, augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.107&CDS=1-2247
124	OG0000124	YDL037C, YIR019C	augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.91&CDS=1-4047, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.89&CDS=1-9333
125	OG0000125	YDL081C, YDL130W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.41&CDS=1-324, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.64&CDS=1-318
126	OG0000126	YDL090C, YML013W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-1.44&CDS=1-2022, maker-NODE_24_length_187661_cov_169.262_ID_47-augustus-gene-0.12-mRNA-1_1&gene=maker-NODE_24_length_187661_cov_169.262_ID_47-augustus-gene-0.12&CDS=1-2652
127	OG0000127	YDL225W, YJR076C	augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-1.217&CDS=1-1974, maker-NODE_2_length_729701_cov_103.929_ID_3-augustus-gene-6.121-mRNA-1_1&gene=maker-NODE_2_length_729701_cov_103.929_ID_3-augustus-gene-6.121&CDS=1-1251
128	OG0000128	YDR011W, YNR070W	augustus_masked-NODE_49_length_20272_cov_120.858_ID_97-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_49_length_20272_cov_120.858_ID_97-processed-gene-0.11&CDS=1-4515, maker-NODE_46_length_24038_cov_268.44_ID_91-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_46_length_24038_cov_268.44_ID_91-augustus-gene-0.2&CDS=1-4491
