	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034606_Priceomyces_medius
264	OG0000264	YDR453C, YML028W	augustus_masked-flattened_line_16-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.61&CDS=1-1050
265	OG0000265	YDR471W, YHR010W	genemark-flattened_line_20-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.105&CDS=1-408
266	OG0000266	YDR492W, YOL002C	augustus_masked-flattened_line_28-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.65&CDS=1-3282
267	OG0000267	YDR497C, YOL103W	augustus_masked-flattened_line_10-processed-gene-3.68-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.68&CDS=1-3288
268	OG0000268	YDR500C, YLR185W	augustus_masked-flattened_line_6-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.51&CDS=1-264
269	OG0000269	YDR505C, YLR177W	augustus_masked-flattened_line_6-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.54&CDS=1-2061
270	OG0000270	YEL006W, YIL006W	maker-flattened_line_4-augustus-gene-5.59-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-5.59&CDS=1-3327
271	OG0000271	YEL022W, YJR031C	genemark-flattened_line_0-processed-gene-5.164-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.164&CDS=1-4389
272	OG0000272	YEL034W, YJR047C	genemark-flattened_line_0-processed-gene-10.120-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.120&CDS=1-468
273	OG0000273	YEL039C, YJR048W	augustus_masked-flattened_line_22-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.104&CDS=1-2940
274	OG0000274	YEL041W, YJR049C	genemark-flattened_line_6-processed-gene-8.23-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-8.23&CDS=1-1653
275	OG0000275	YEL047C, YJR051W	genemark-flattened_line_2-processed-gene-7.21-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.21&CDS=1-1923
276	OG0000276	YEL066W, YPR193C	genemark-flattened_line_18-processed-gene-3.149-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.149&CDS=1-453
277	OG0000277	YER019C-A, YER087C-B	genemark-flattened_line_0-processed-gene-3.32-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.32&CDS=1-261
278	OG0000278	YER027C, YGL208W	genemark-flattened_line_4-processed-gene-10.200-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.200&CDS=1-1143
279	OG0000279	YER028C, YGL209W	genemark-flattened_line_30-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.107&CDS=1-1512
280	OG0000280	YER031C, YGL210W	genemark-flattened_line_8-processed-gene-2.111-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.111&CDS=1-660
281	OG0000281	YER037W, YGL224C	augustus_masked-flattened_line_10-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.4&CDS=1-3348
282	OG0000282	YER045C, YIL036W	genemark-flattened_line_0-processed-gene-4.86-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.86&CDS=1-1407
283	OG0000283	YER056C-A, YIL052C	maker-flattened_line_4-snap-gene-3.54-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.54&CDS=1-339
284	OG0000284	YER057C, YIL051C	genemark-flattened_line_4-processed-gene-3.91-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.91&CDS=1-423
285	OG0000285	YER059W, YIL050W	genemark-flattened_line_4-processed-gene-3.73-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.73&CDS=1-1815
286	OG0000286	YER064C, YIL056W	augustus_masked-flattened_line_8-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.66&CDS=1-1827
287	OG0000287	YER066W, YFL009W	genemark-flattened_line_10-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.141&CDS=1-2154
288	OG0000288	YER067W, YIL057C	genemark-flattened_line_28-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.126&CDS=1-603
289	OG0000289	YER070W	genemark-flattened_line_20-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.20&CDS=1-2580, genemark-flattened_line_26-processed-gene-1.255-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.255&CDS=1-2520
290	OG0000290	YER131W, YGL189C	genemark-flattened_line_14-processed-gene-4.178-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.178&CDS=1-357
291	OG0000291	YER132C, YGL197W	genemark-flattened_line_10-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.57&CDS=1-4056
292	OG0000292	YER166W	genemark-flattened_line_0-processed-gene-11.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.121&CDS=1-5094, genemark-flattened_line_2-processed-gene-4.66-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.66&CDS=1-4446
293	OG0000293	YFL004W, YPL019C	genemark-flattened_line_8-processed-gene-5.51-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.51&CDS=1-2349
294	OG0000294	YFL011W, YMR011W	genemark-flattened_line_10-processed-gene-3.134-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.134&CDS=1-1650
295	OG0000295	YFL034C-A, YLR061W	genemark-flattened_line_0-processed-gene-14.170-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.170&CDS=1-357
296	OG0000296	YFL040W	genemark-flattened_line_10-processed-gene-6.209-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-6.209&CDS=1-1623, genemark-flattened_line_6-processed-gene-6.113-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.113&CDS=1-2535
297	OG0000297	YFL048C, YLR080W	genemark-flattened_line_34-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.75&CDS=1-1353
298	OG0000298	YFL050C, YOL130W	genemark-flattened_line_8-processed-gene-7.159-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.159&CDS=1-2535
299	OG0000299	YFL061W, YNL335W	genemark-flattened_line_18-processed-gene-3.175-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.175&CDS=1-684
300	OG0000300	YFR013W, YOL017W	snap_masked-flattened_line_8-processed-gene-3.143-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.143&CDS=1-2352
301	OG0000301	YGL031C, YGR148C	genemark-flattened_line_8-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.109&CDS=1-468
302	OG0000302	YGL049C, YGR162W	genemark-flattened_line_22-processed-gene-2.193-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.193&CDS=1-3123
303	OG0000303	YGL071W, YPL202C	augustus_masked-flattened_line_8-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.104&CDS=1-1596
304	OG0000304	YGL076C, YPL198W	genemark-flattened_line_4-processed-gene-10.271-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.271&CDS=1-735
305	OG0000305	YGL082W, YPL191C	genemark-flattened_line_0-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.25&CDS=1-1206
306	OG0000306	YGL096W, YPL177C	genemark-flattened_line_0-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.30&CDS=1-681
307	OG0000307	YGL135W, YPL220W	genemark-flattened_line_10-processed-gene-5.137-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.137&CDS=1-651
308	OG0000308	YGL139W, YPL221W	genemark-flattened_line_10-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.121&CDS=1-2340
309	OG0000309	YGL147C, YNL067W	genemark-flattened_line_0-processed-gene-8.44-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.44&CDS=1-573
310	OG0000310	YGL162W, YPR009W	genemark-flattened_line_6-processed-gene-5.61-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.61&CDS=1-990
311	OG0000311	YGL179C	genemark-flattened_line_0-processed-gene-6.98-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.98&CDS=1-2034, genemark-flattened_line_12-processed-gene-4.93-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.93&CDS=1-3426
312	OG0000312	YGL205W	genemark-flattened_line_8-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.128&CDS=1-2121, maker-flattened_line_12-augustus-gene-3.79-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-3.79&CDS=1-4209
313	OG0000313	YGR008C, YLR327C	augustus_masked-flattened_line_0-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.94&CDS=1-258
314	OG0000314	YGR027C, YLR333C	maker-flattened_line_0-augustus-gene-8.4-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-8.4&CDS=1-894
315	OG0000315	YGR038W, YLR350W	augustus_masked-flattened_line_12-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.71&CDS=1-2247
316	OG0000316	YGR056W, YLR357W	maker-flattened_line_10-augustus-gene-6.159-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-6.159&CDS=1-3132
317	OG0000317	YGR070W, YLR371W	genemark-flattened_line_20-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.25&CDS=1-4227
318	OG0000318	YGR085C, YPR102C	augustus_masked-flattened_line_4-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.4&CDS=1-522
319	OG0000319	YGR086C	genemark-flattened_line_2-processed-gene-5.51-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.51&CDS=1-912, genemark-flattened_line_4-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.14&CDS=1-921
320	OG0000320	YGR092W, YPR111W	genemark-flattened_line_30-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.20&CDS=1-1839
321	OG0000321	YGR108W, YPR119W	genemark-flattened_line_2-processed-gene-8.52-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.52&CDS=1-1548
322	OG0000322	YGR118W, YPR132W	genemark-flattened_line_12-processed-gene-2.38-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.38&CDS=1-435
323	OG0000323	YGR121C, YPR138C	genemark-flattened_line_4-processed-gene-6.24-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.24&CDS=1-1530
324	OG0000324	YGR131W, YPR149W	genemark-flattened_line_4-processed-gene-7.62-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.62&CDS=1-501
325	OG0000325	YGR136W, YPR154W	genemark-flattened_line_4-processed-gene-7.89-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.89&CDS=1-840
326	OG0000326	YGR138C, YPR156C	genemark-flattened_line_4-processed-gene-7.93-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.93&CDS=1-1785
327	OG0000327	YGR141W, YPR157W	augustus_masked-flattened_line_10-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.53&CDS=1-1326
328	OG0000328	YGR184C	augustus_masked-flattened_line_26-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.123&CDS=1-5742, genemark-flattened_line_26-processed-gene-1.207-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.207&CDS=1-5337
329	OG0000329	YGR197C, YJR015W	genemark-flattened_line_4-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.136&CDS=1-1524
330	OG0000330	YGR209C, YLR043C	genemark-flattened_line_14-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.98&CDS=1-309
331	OG0000331	YGR214W, YLR048W	genemark-flattened_line_4-processed-gene-7.92-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.92&CDS=1-786
332	OG0000332	YGR238C, YHR158C	genemark-flattened_line_0-processed-gene-4.88-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.88&CDS=1-3087
333	OG0000333	YGR241C, YHR161C	genemark-flattened_line_18-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.107&CDS=1-2115
334	OG0000334	YGR243W, YHR162W	genemark-flattened_line_24-processed-gene-1.253-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.253&CDS=1-414
335	OG0000335	YGR263C	augustus_masked-flattened_line_0-processed-gene-10.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.9&CDS=1-1233, genemark-flattened_line_38-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.10&CDS=1-1188
336	OG0000336	YGR283C, YMR310C	maker-flattened_line_26-augustus-gene-0.57-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.57&CDS=1-2502
337	OG0000337	YHL001W, YKL006W	genemark-flattened_line_6-processed-gene-6.116-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.116&CDS=1-396
338	OG0000338	YHL003C, YKL008C	genemark-flattened_line_6-processed-gene-3.37-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.37&CDS=1-1239
339	OG0000339	YHL017W, YKL039W	augustus_masked-flattened_line_2-processed-gene-8.126-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.126&CDS=1-2889
340	OG0000340	YHL034C, YLL046C	genemark-flattened_line_12-processed-gene-3.109-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.109&CDS=1-975
341	OG0000341	YHR001W, YKR003W	genemark-flattened_line_0-processed-gene-12.64-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.64&CDS=1-1326
342	OG0000342	YHR021C, YKL156W	augustus_masked-flattened_line_46-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.20&CDS=1-246
343	OG0000343	YHR115C, YNL116W	snap_masked-flattened_line_0-processed-gene-4.1-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.1&CDS=1-1521
344	OG0000344	YHR117W, YNL121C	genemark-flattened_line_2-processed-gene-2.68-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.68&CDS=1-1821
345	OG0000345	YHR124W	genemark-flattened_line_0-processed-gene-3.49-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.49&CDS=1-1170, genemark-flattened_line_8-processed-gene-5.76-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.76&CDS=1-1845
346	OG0000346	YHR131C, YNL144C	genemark-flattened_line_0-processed-gene-8.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.56&CDS=1-1878
347	OG0000347	YHR132W-A, YNL157W	genemark-flattened_line_4-processed-gene-2.130-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.130&CDS=1-390
348	OG0000348	YHR141C, YNL162W	maker-flattened_line_0-augustus-gene-6.76-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.76&CDS=1-318
349	OG0000349	YHR146W, YNL173C	maker-flattened_line_2-snap-gene-8.58-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-8.58&CDS=1-1527
350	OG0000350	YHR155W, YNL257C	genemark-flattened_line_6-processed-gene-4.7-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.7&CDS=1-3546
351	OG0000351	YHR198C, YHR199C	maker-flattened_line_18-augustus-gene-3.116-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-3.116&CDS=1-3078
352	OG0000352	YIL085C, YNL029C	augustus_masked-flattened_line_4-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-10.99&CDS=1-2715
353	OG0000353	YIL105C, YNL047C	genemark-flattened_line_10-processed-gene-4.18-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.18&CDS=1-2265
354	OG0000354	YIL113W, YNL053W	genemark-flattened_line_0-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.36&CDS=1-1248
355	OG0000355	YIL117C, YNL058C	genemark-flattened_line_10-processed-gene-3.118-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.118&CDS=1-975
356	OG0000356	YIL135C, YNL074C	genemark-flattened_line_4-processed-gene-9.32-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.32&CDS=1-1062
357	OG0000357	YIL149C, YKR095W	augustus_masked-flattened_line_6-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.49&CDS=1-5607
358	OG0000358	YIL151C, YKR096W	genemark-flattened_line_6-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.103&CDS=1-3666
359	OG0000359	YIL156W, YKR098C	genemark-flattened_line_24-processed-gene-1.234-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.234&CDS=1-2730
360	OG0000360	YIR001C	genemark-flattened_line_22-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.17&CDS=1-591, genemark-flattened_line_4-processed-gene-5.48-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.48&CDS=1-621
361	OG0000361	YIR031C, YNL117W	genemark-flattened_line_6-processed-gene-6.109-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.109&CDS=1-1653
362	OG0000362	YIR033W, YKL020C	genemark-flattened_line_12-processed-gene-3.90-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.90&CDS=1-3396
363	OG0000363	YIR034C	genemark-flattened_line_10-processed-gene-3.140-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.140&CDS=1-1110, genemark-flattened_line_6-processed-gene-8.21-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-8.21&CDS=1-1113
364	OG0000364	YJL045W, YKL148C	maker-flattened_line_12-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.0&CDS=1-3636
365	OG0000365	YJL068C	maker-flattened_line_28-augustus-gene-1.9-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.9&CDS=1-1899, snap_masked-flattened_line_82-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.4&CDS=1-345
366	OG0000366	YJL076W, YKR010C	genemark-flattened_line_10-processed-gene-2.98-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.98&CDS=1-2349
367	OG0000367	YJL079C, YKR013W	genemark-flattened_line_0-processed-gene-14.184-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.184&CDS=1-546
368	OG0000368	YJL082W, YKR018C	genemark-flattened_line_0-processed-gene-14.209-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.209&CDS=1-2628
369	OG0000369	YJL083W, YKR019C	genemark-flattened_line_6-processed-gene-9.185-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.185&CDS=1-2217
370	OG0000370	YJL084C, YKR021W	genemark-flattened_line_0-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.116&CDS=1-2925
371	OG0000371	YJL105W, YKR029C	genemark-flattened_line_0-processed-gene-14.207-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.207&CDS=1-2874
372	OG0000372	YJL116C, YKR042W	genemark-flattened_line_6-processed-gene-8.31-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-8.31&CDS=1-1161
373	OG0000373	YJL133W, YKR052C	snap_masked-flattened_line_22-processed-gene-2.36-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.36&CDS=1-987
374	OG0000374	YJL134W, YKR053C	maker-flattened_line_4-augustus-gene-4.180-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-4.180&CDS=1-2403
375	OG0000375	YJL137C, YKR058W	genemark-flattened_line_8-processed-gene-8.201-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.201&CDS=1-1239
376	OG0000376	YJL138C, YKR059W	maker-flattened_line_4-augustus-gene-4.179-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-4.179&CDS=1-1437
377	OG0000377	YJL139C, YKR061W	genemark-flattened_line_10-processed-gene-1.157-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.157&CDS=1-1281
378	OG0000378	YJL177W, YKL180W	genemark-flattened_line_10-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.134&CDS=1-555
379	OG0000379	YJR054W, YML047C	genemark-flattened_line_8-processed-gene-7.131-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.131&CDS=1-1626
380	OG0000380	YJR059W, YKL198C	genemark-flattened_line_0-processed-gene-10.98-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.98&CDS=1-2301
381	OG0000381	YJR091C, YPR042C	genemark-flattened_line_4-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.121&CDS=1-3030
382	OG0000382	YJR094W-A, YPR043W	genemark-flattened_line_4-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.123&CDS=1-297
383	OG0000383	YJR116W	genemark-flattened_line_10-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.116&CDS=1-870, genemark-flattened_line_2-processed-gene-6.11-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.11&CDS=1-867
384	OG0000384	YJR144W	augustus_masked-flattened_line_4-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.32&CDS=1-1599, genemark-flattened_line_4-processed-gene-10.244-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.244&CDS=1-789
385	OG0000385	YJR152W	genemark-flattened_line_12-processed-gene-5.165-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.165&CDS=1-1575, genemark-flattened_line_2-processed-gene-10.240-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.240&CDS=1-1572
386	OG0000386	YKL050C, YMR031C	genemark-flattened_line_0-processed-gene-5.142-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.142&CDS=1-2139
387	OG0000387	YKL062W, YMR037C	genemark-flattened_line_32-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.97&CDS=1-1797
388	OG0000388	YKL065C, YMR040W	genemark-flattened_line_32-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.72&CDS=1-573
389	OG0000389	YKL068W, YMR047C	genemark-flattened_line_0-processed-gene-7.133-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.133&CDS=1-3081
390	OG0000390	YKL072W, YMR053C	snap_masked-flattened_line_20-processed-gene-2.119-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.119&CDS=1-2919
391	OG0000391	YKL103C	genemark-flattened_line_0-processed-gene-8.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.38&CDS=1-1566, genemark-flattened_line_4-processed-gene-6.19-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.19&CDS=1-1557
392	OG0000392	YKL121W, YMR102C	genemark-flattened_line_2-processed-gene-7.29-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.29&CDS=1-2922
393	OG0000393	YKL126W, YMR104C	genemark-flattened_line_16-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.70&CDS=1-2016
394	OG0000394	YKL127W, YMR105C	maker-flattened_line_10-augustus-gene-3.162-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-3.162&CDS=1-2973
395	OG0000395	YKL129C, YMR109W	maker-flattened_line_22-augustus-gene-2.129-mRNA-1_1&gene=maker-flattened_line_22-augustus-gene-2.129&CDS=1-5340
396	OG0000396	YKL132C, YMR113W	genemark-flattened_line_8-processed-gene-7.138-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.138&CDS=1-1305
397	OG0000397	YKL141W, YMR118C	genemark-flattened_line_14-processed-gene-4.202-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.202&CDS=1-519
398	OG0000398	YKL217W	genemark-flattened_line_14-processed-gene-4.181-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.181&CDS=1-1659, genemark-flattened_line_42-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.60&CDS=1-1584
399	OG0000399	YKR075C, YOR062C	genemark-flattened_line_12-processed-gene-4.115-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.115&CDS=1-774
400	OG0000400	YKR076W, YMR251W	genemark-flattened_line_2-processed-gene-10.230-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.230&CDS=1-996
401	OG0000401	YKR093W	genemark-flattened_line_42-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.56&CDS=1-1959, genemark-flattened_line_6-processed-gene-9.211-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.211&CDS=1-1929
402	OG0000402	YLL012W, YLR020C	genemark-flattened_line_28-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.80&CDS=1-1554
403	OG0000403	YLL016W, YLR310C	genemark-flattened_line_0-processed-gene-5.162-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.162&CDS=1-4062
404	OG0000404	YLR031W, YMR124W	genemark-flattened_line_10-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.126&CDS=1-3570
405	OG0000405	YLR241W	genemark-flattened_line_16-processed-gene-2.58-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.58&CDS=1-2577, genemark-flattened_line_16-processed-gene-3.26-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.26&CDS=1-2538
406	OG0000406	YLR260W, YOR171C	genemark-flattened_line_4-processed-gene-9.9-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.9&CDS=1-1509
407	OG0000407	YLR264W, YOR167C	genemark-flattened_line_8-processed-gene-6.70-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.70&CDS=1-201
408	OG0000408	YLR270W, YOR173W	augustus_masked-flattened_line_8-processed-gene-7.52-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-7.52&CDS=1-930
409	OG0000409	YLR284C, YOR180C	genemark-flattened_line_34-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.70&CDS=1-822
410	OG0000410	YLR286C	genemark-flattened_line_0-processed-gene-4.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.60&CDS=1-1410, genemark-flattened_line_36-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.42&CDS=1-1167
411	OG0000411	YLR287C-A, YOR182C	maker-flattened_line_0-augustus-gene-9.60-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-9.60&CDS=1-741
412	OG0000412	YLR300W, YOR190W	genemark-flattened_line_2-processed-gene-3.137-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.137&CDS=1-1332
