	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026124_Ogataea_henricii
323	OG0000323	YJL094C	genemark-flattened_line_0-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.89&CDS=1-2259, genemark-flattened_line_12-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.83&CDS=1-2337
324	OG0000324	YJL098W, YKR028W	genemark-flattened_line_12-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.49&CDS=1-2994
325	OG0000325	YJL099W, YKR027W	genemark-flattened_line_12-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.48&CDS=1-2091
326	OG0000326	YJL105W, YKR029C	maker-flattened_line_26-snap-gene-1.324-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.324&CDS=1-2403
327	OG0000327	YJL108C	genemark-flattened_line_26-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.124&CDS=1-2427, genemark-flattened_line_34-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.94&CDS=1-3054
328	OG0000328	YJL110C, YKR034W	genemark-flattened_line_38-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.73&CDS=1-1515
329	OG0000329	YJL133W, YKR052C	genemark-flattened_line_40-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.108&CDS=1-1107
330	OG0000330	YJL134W, YKR053C	maker-flattened_line_12-snap-gene-1.149-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.149&CDS=1-2010
331	OG0000331	YJL137C, YKR058W	genemark-flattened_line_36-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.20&CDS=1-1542
332	OG0000332	YJL138C, YKR059W	maker-flattened_line_12-snap-gene-1.148-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.148&CDS=1-1494
333	OG0000333	YJL139C, YKR061W	augustus_masked-flattened_line_34-processed-gene-1.151-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.151&CDS=1-2043
334	OG0000334	YJL141C	maker-flattened_line_34-snap-gene-1.196-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-1.196&CDS=1-4296, snap_masked-flattened_line_84-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.103&CDS=1-1587
335	OG0000335	YJL177W, YKL180W	genemark-flattened_line_34-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.57&CDS=1-555
336	OG0000336	YJR054W, YML047C	augustus_masked-flattened_line_0-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.68&CDS=1-1299
337	OG0000337	YJR091C, YPR042C	genemark-flattened_line_10-processed-gene-2.106-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.106&CDS=1-3549
338	OG0000338	YJR094W-A, YPR043W	augustus_masked-flattened_line_10-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.69&CDS=1-282
339	OG0000339	YJR127C, YML081W	augustus_masked-flattened_line_196-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_196-processed-gene-0.1&CDS=1-3456
340	OG0000340	YJR130C, YML082W	genemark-flattened_line_60-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.50&CDS=1-1710
341	OG0000341	YJR131W	augustus_masked-flattened_line_60-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.26&CDS=1-3486, genemark-flattened_line_60-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.51&CDS=1-1482
342	OG0000342	YKL004W	genemark-flattened_line_24-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.103&CDS=1-1236, genemark-flattened_line_76-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.122&CDS=1-1206
343	OG0000343	YKL043W	genemark-flattened_line_16-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.153&CDS=1-1815, genemark-flattened_line_34-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.4&CDS=1-1458
344	OG0000344	YKL050C, YMR031C	maker-flattened_line_38-snap-gene-1.207-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-1.207&CDS=1-2700
345	OG0000345	YKL072W, YMR053C	genemark-flattened_line_14-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.93&CDS=1-2532
346	OG0000346	YKL091C, YMR079W	maker-flattened_line_6-augustus-gene-4.2-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.2&CDS=1-3987
347	OG0000347	YKL121W, YMR102C	augustus_masked-flattened_line_132-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.10&CDS=1-2388
348	OG0000348	YKL126W, YMR104C	genemark-flattened_line_40-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.108&CDS=1-2082
349	OG0000349	YKL133C, YMR115W	genemark-flattened_line_14-processed-gene-2.177-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.177&CDS=1-1413
350	OG0000350	YKL141W, YMR118C	genemark-flattened_line_60-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.81&CDS=1-522
351	OG0000351	YKL171W	augustus_masked-flattened_line_104-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.56&CDS=1-1386, genemark-flattened_line_170-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_170-processed-gene-0.3&CDS=1-720
352	OG0000352	YKR039W	genemark-flattened_line_6-processed-gene-4.112-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.112&CDS=1-1743, maker-flattened_line_60-snap-gene-0.108-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.108&CDS=1-3459
353	OG0000353	YKR075C, YOR062C	genemark-flattened_line_18-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.69&CDS=1-792
354	OG0000354	YKR076W, YMR251W	genemark-flattened_line_0-processed-gene-6.150-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.150&CDS=1-978
355	OG0000355	YKR089C, YOR081C	augustus_masked-flattened_line_30-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.119&CDS=1-3978
356	OG0000356	YKR091W, YOR083W	augustus_masked-flattened_line_28-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.6&CDS=1-1533
357	OG0000357	YKR093W	genemark-flattened_line_0-processed-gene-3.140-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.140&CDS=1-1743, genemark-flattened_line_16-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.104&CDS=1-1803
358	OG0000358	YLL012W, YLR020C	genemark-flattened_line_74-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.146&CDS=1-1308
359	OG0000359	YLL016W, YLR310C	genemark-flattened_line_20-processed-gene-2.157-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.157&CDS=1-3972
360	OG0000360	YLL024C	genemark-flattened_line_26-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.150&CDS=1-1926, genemark-flattened_line_6-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.115&CDS=1-1938
361	OG0000361	YLL055W	genemark-flattened_line_92-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.64&CDS=1-1590, maker-flattened_line_54-snap-gene-0.236-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.236&CDS=1-1572
362	OG0000362	YLR031W, YMR124W	augustus_masked-flattened_line_14-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.118&CDS=1-4221
363	OG0000363	YLR094C	snap_masked-flattened_line_38-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.34&CDS=1-1266, snap_masked-flattened_line_40-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.146&CDS=1-1266
364	OG0000364	YLR098C, YOR337W	snap_masked-flattened_line_30-processed-gene-1.248-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.248&CDS=1-2187
365	OG0000365	YLR210W	genemark-flattened_line_22-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.99&CDS=1-1299, genemark-flattened_line_44-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.94&CDS=1-1341
366	OG0000366	YLR260W, YOR171C	genemark-flattened_line_26-processed-gene-1.201-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.201&CDS=1-1506
367	OG0000367	YLR264W, YOR167C	genemark-flattened_line_30-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.4&CDS=1-219
368	OG0000368	YLR270W, YOR173W	genemark-flattened_line_110-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.18&CDS=1-900
369	OG0000369	YLR284C, YOR180C	genemark-flattened_line_24-processed-gene-1.186-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.186&CDS=1-792
370	OG0000370	YLR287C-A, YOR182C	maker-flattened_line_30-snap-gene-1.190-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-1.190&CDS=1-1701
371	OG0000371	YLR300W, YOR190W	genemark-flattened_line_46-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.159&CDS=1-1272
372	OG0000372	YLR307W, YLR308W	genemark-flattened_line_26-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.26&CDS=1-972
373	OG0000373	YLR449W, YML074C	genemark-flattened_line_88-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.31&CDS=1-1341
374	OG0000374	YLR456W, YPR172W	genemark-flattened_line_0-processed-gene-4.84-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.84&CDS=1-549
375	OG0000375	YML038C	genemark-flattened_line_4-processed-gene-2.30-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.30&CDS=1-1908, genemark-flattened_line_4-processed-gene-2.8-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.8&CDS=1-1368
376	OG0000376	YML073C	genemark-flattened_line_72-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.107&CDS=1-531, genemark-flattened_line_88-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.30&CDS=1-525
377	OG0000377	YML100W, YMR261C	genemark-flattened_line_60-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.92&CDS=1-3183
378	OG0000378	YML106W, YMR271C	genemark-flattened_line_90-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.54&CDS=1-660
379	OG0000379	YML109W, YMR273C	genemark-flattened_line_2-processed-gene-4.2-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.2&CDS=1-2328
380	OG0000380	YMR008C, YOL011W	maker-flattened_line_4-augustus-gene-1.143-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.143&CDS=1-2265
381	OG0000381	YMR177W, YPL224C	augustus_masked-flattened_line_20-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.107&CDS=1-1296
382	OG0000382	YMR183C, YPL232W	genemark-flattened_line_50-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.13&CDS=1-876
383	OG0000383	YMR216C	genemark-flattened_line_28-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.59&CDS=1-2649, genemark-flattened_line_66-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.8&CDS=1-1890
384	OG0000384	YMR222C, YOR280C	genemark-flattened_line_12-processed-gene-2.54-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.54&CDS=1-756
385	OG0000385	YMR230W, YOR293W	genemark-flattened_line_22-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.89&CDS=1-357
386	OG0000386	YMR234W	genemark-flattened_line_38-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.119&CDS=1-813, snap_masked-flattened_line_92-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.15&CDS=1-552
387	OG0000387	YMR237W, YOR299W	maker-flattened_line_26-snap-gene-1.321-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.321&CDS=1-3336
388	OG0000388	YMR242C, YOR312C	snap_masked-flattened_line_4-processed-gene-3.105-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.105&CDS=1-492
389	OG0000389	YMR243C, YOR316C	augustus_masked-flattened_line_22-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.131&CDS=1-2739
390	OG0000390	YMR244W	genemark-flattened_line_22-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.93&CDS=1-912, genemark-flattened_line_6-processed-gene-4.120-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.120&CDS=1-912
391	OG0000391	YMR253C, YPL264C	genemark-flattened_line_32-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.119&CDS=1-1212
392	OG0000392	YNL020C	genemark-flattened_line_8-processed-gene-2.72-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.72&CDS=1-2688, snap_masked-flattened_line_46-processed-gene-0.261-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.261&CDS=1-2127
393	OG0000393	YNL027W	genemark-flattened_line_32-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.82&CDS=1-2079, snap_masked-flattened_line_6-processed-gene-1.99-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.99&CDS=1-1317
394	OG0000394	YNL054W	genemark-flattened_line_102-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.17&CDS=1-2685, genemark-flattened_line_66-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.40&CDS=1-1827
395	OG0000395	YNL095C, YOR092W	snap_masked-flattened_line_12-processed-gene-2.142-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.142&CDS=1-1683
396	OG0000396	YNL096C, YOR096W	genemark-flattened_line_4-processed-gene-3.33-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.33&CDS=1-567
397	OG0000397	YNL098C, YOR101W	genemark-flattened_line_42-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.39&CDS=1-807
398	OG0000398	YNL125C	genemark-flattened_line_0-processed-gene-5.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.90&CDS=1-1722, genemark-flattened_line_18-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.73&CDS=1-1884
399	OG0000399	YNL192W	genemark-flattened_line_16-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.120&CDS=1-3069, genemark-flattened_line_56-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.19&CDS=1-3180
400	OG0000400	YNL301C, YOL120C	maker-flattened_line_2-snap-gene-1.97-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.97&CDS=1-966
401	OG0000401	YNL322C	genemark-flattened_line_30-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.55&CDS=1-972, genemark-flattened_line_8-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.59&CDS=1-972
402	OG0000402	YNR063W	genemark-flattened_line_98-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.13&CDS=1-1878, maker-flattened_line_98-augustus-gene-0.64-mRNA-1_1&gene=maker-flattened_line_98-augustus-gene-0.64&CDS=1-8235
403	OG0000403	YOR227W, YPL137C	maker-flattened_line_2-augustus-gene-5.152-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-5.152&CDS=1-5646
404	OG0000404	YOR231W, YPL140C	genemark-flattened_line_0-processed-gene-4.50-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.50&CDS=1-1233
405	OG0000405	YOR237W, YPL145C	genemark-flattened_line_0-processed-gene-6.90-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.90&CDS=1-1263
406	OG0000406	YOR256C, YPL176C	genemark-flattened_line_14-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.19&CDS=1-2544
407	OG0000407	YOR270C	genemark-flattened_line_0-processed-gene-3.122-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.122&CDS=1-2448, genemark-flattened_line_14-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.75&CDS=1-2628
408	OG0000408	YOR296W	augustus_masked-flattened_line_44-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.156&CDS=1-3150, snap_masked-flattened_line_0-processed-gene-3.30-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.30&CDS=1-3423
409	OG0000409	YOR380W	augustus_masked-flattened_line_2-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.91&CDS=1-1506, genemark-flattened_line_16-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.154&CDS=1-1572
410	OG0000410	YOR390W, YPL279C	genemark-flattened_line_120-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.22&CDS=1-1020
411	OG0000411	YPL248C	genemark-flattened_line_42-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.7&CDS=1-3717, genemark-flattened_line_6-processed-gene-4.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.114&CDS=1-1809
412	OG0000412	YPR013C, YPR015C	genemark-flattened_line_8-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.134&CDS=1-1236
413	OG0000413	YPR022C	genemark-flattened_line_42-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.53&CDS=1-2577, genemark-flattened_line_74-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.141&CDS=1-2238
414	OG0000414	YPR127W	genemark-flattened_line_16-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.20&CDS=1-1011, genemark-flattened_line_48-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.131&CDS=1-1014
415	OG0000415	YPR169W-A, YPR170W-B	augustus_masked-flattened_line_114-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.4&CDS=1-3219
416	OG0000416	YPR194C	augustus_masked-flattened_line_40-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.72&CDS=1-2595, augustus_masked-flattened_line_40-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.73&CDS=1-2607
417	OG0000417	YAL001C	genemark-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.80&CDS=1-3696
418	OG0000418	YAL002W	genemark-flattened_line_4-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.100&CDS=1-4212
419	OG0000419	YAL003W	genemark-flattened_line_24-processed-gene-1.201-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.201&CDS=1-624
420	OG0000420	YAL009W	genemark-flattened_line_76-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.103&CDS=1-1140
421	OG0000421	YAL010C	genemark-flattened_line_76-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.127&CDS=1-1209
422	OG0000422	YAL011W	maker-flattened_line_0-snap-gene-3.62-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.62&CDS=1-2409
423	OG0000423	YAL013W	maker-flattened_line_56-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_56-snap-gene-0.4&CDS=1-1551
424	OG0000424	YAL016W	genemark-flattened_line_116-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.15&CDS=1-1869
425	OG0000425	YAL019W	genemark-flattened_line_76-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.102&CDS=1-3174
426	OG0000426	YAL020C	augustus_masked-flattened_line_76-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.80&CDS=1-1110
427	OG0000427	YAL021C	maker-flattened_line_66-snap-gene-0.152-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.152&CDS=1-4488
428	OG0000428	YAL022C	maker-flattened_line_14-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.91&CDS=1-2082
429	OG0000429	YAL024C	genemark-flattened_line_0-processed-gene-2.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.76&CDS=1-3312
430	OG0000430	YAL025C	genemark-flattened_line_38-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.100&CDS=1-894
431	OG0000431	YAL026C	genemark-flattened_line_44-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.40&CDS=1-4053
432	OG0000432	YAL032C	augustus_masked-flattened_line_58-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.36&CDS=1-933
433	OG0000433	YAL033W	genemark-flattened_line_24-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.111&CDS=1-501
434	OG0000434	YAL034W-A	genemark-flattened_line_6-processed-gene-3.3-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.3&CDS=1-987
435	OG0000435	YAL035W	genemark-flattened_line_76-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.108&CDS=1-3054
436	OG0000436	YAL036C	genemark-flattened_line_76-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.129&CDS=1-1098
437	OG0000437	YAL038W	genemark-flattened_line_14-processed-gene-2.140-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.140&CDS=1-1515
438	OG0000438	YAL039C	genemark-flattened_line_30-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.52&CDS=1-774
439	OG0000439	YAL041W	genemark-flattened_line_30-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.78&CDS=1-2346
440	OG0000440	YAL042W	maker-flattened_line_30-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.50&CDS=1-3120
441	OG0000441	YAL043C	genemark-flattened_line_62-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.94&CDS=1-2190
442	OG0000442	YAL044C	genemark-flattened_line_0-processed-gene-2.61-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.61&CDS=1-546
443	OG0000443	YAL044W-A	augustus_masked-flattened_line_0-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.38&CDS=1-354
444	OG0000444	YAL046C	genemark-flattened_line_8-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.94&CDS=1-324
445	OG0000445	YAL048C	genemark-flattened_line_2-processed-gene-4.0-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.0&CDS=1-1923
446	OG0000446	YAL049C	genemark-flattened_line_96-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.5&CDS=1-717
447	OG0000447	YAL053W	genemark-flattened_line_96-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.23&CDS=1-2253
448	OG0000448	YAL058W	genemark-flattened_line_34-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.51&CDS=1-1752
449	OG0000449	YAL062W	genemark-flattened_line_0-processed-gene-6.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.132&CDS=1-1377
450	OG0000450	YAL067C	maker-flattened_line_38-augustus-gene-1.131-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.131&CDS=1-2979
451	OG0000451	YAR002W	augustus_masked-flattened_line_2-processed-gene-5.88-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.88&CDS=1-3852
452	OG0000452	YAR003W	genemark-flattened_line_46-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.101&CDS=1-1245
453	OG0000453	YAR007C	genemark-flattened_line_6-processed-gene-3.14-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.14&CDS=1-1827
454	OG0000454	YAR014C	genemark-flattened_line_80-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.25&CDS=1-1728
455	OG0000455	YAR015W	maker-flattened_line_2-augustus-gene-4.98-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.98&CDS=1-2211
456	OG0000456	YBL001C	genemark-flattened_line_62-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.90&CDS=1-321
457	OG0000457	YBL004W	genemark-flattened_line_34-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.39&CDS=1-7551
458	OG0000458	YBL007C	genemark-flattened_line_10-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.70&CDS=1-3450
459	OG0000459	YBL008W	genemark-flattened_line_14-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.144&CDS=1-2853
460	OG0000460	YBL011W	genemark-flattened_line_108-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.11&CDS=1-2166
461	OG0000461	YBL013W	genemark-flattened_line_6-processed-gene-2.72-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.72&CDS=1-1005
462	OG0000462	YBL015W	genemark-flattened_line_10-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.36&CDS=1-1569
463	OG0000463	YBL018C	snap_masked-flattened_line_46-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.192&CDS=1-351
464	OG0000464	YBL019W	genemark-flattened_line_48-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.145&CDS=1-1689
465	OG0000465	YBL020W	genemark-flattened_line_10-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.107&CDS=1-1605
466	OG0000466	YBL021C	augustus_masked-flattened_line_10-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.27&CDS=1-930
