	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034887_Ogataea_trehaloabstinens
1243	OG0001243	YER086W	snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.5-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.5&CDS=1-1716
1244	OG0001244	YER087W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.110-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.110&CDS=1-1692
1245	OG0001245	YER090W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.147-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.147&CDS=1-3873
1246	OG0001246	YER091C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.148&CDS=1-2298
1247	OG0001247	YER094C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.173-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.173&CDS=1-615
1248	OG0001248	YER095W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.153-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-5.153&CDS=1-1119
1249	OG0001249	YER100W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.22&CDS=1-768
1250	OG0001250	YER107C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.115-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.115&CDS=1-1107
1251	OG0001251	YER109C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-2.117&CDS=1-2268
1252	OG0001252	YER110C	snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.144&CDS=1-3282
1253	OG0001253	YER112W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.81&CDS=1-423
1254	OG0001254	YER113C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.74&CDS=1-1953
1255	OG0001255	YER114C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.141-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.141&CDS=1-2787
1256	OG0001256	YER116C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.11&CDS=1-744
1257	OG0001257	YER118C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-6.127&CDS=1-828
1258	OG0001258	YER120W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-2.10&CDS=1-669
1259	OG0001259	YER122C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.79&CDS=1-1353
1260	OG0001260	YER124C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.18&CDS=1-1509
1261	OG0001261	YER125W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.45&CDS=1-2310
1262	OG0001262	YER126C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.38&CDS=1-783
1263	OG0001263	YER127W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.19&CDS=1-1059
1264	OG0001264	YER128W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.92&CDS=1-663
1265	OG0001265	YER134C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-2.57&CDS=1-528
1266	OG0001266	YER136W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.136&CDS=1-2646
1267	OG0001267	YER137C	snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-6.47&CDS=1-450
1268	OG0001268	YER140W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.26&CDS=1-1797
1269	OG0001269	YER141W	maker-NODE_3_length_1005204_cov_18.4717_ID_5-snap-gene-6.100-mRNA-1_1&gene=maker-NODE_3_length_1005204_cov_18.4717_ID_5-snap-gene-6.100&CDS=1-1932
1270	OG0001270	YER142C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.112&CDS=1-915
1271	OG0001271	YER143W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.88&CDS=1-1206
1272	OG0001272	YER146W	snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.24&CDS=1-261
1273	OG0001273	YER148W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-6.29&CDS=1-747
1274	OG0001274	YER149C	snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.139-mRNA-1_1&gene=snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.139&CDS=1-1422
1275	OG0001275	YER151C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.65&CDS=1-1986
1276	OG0001276	YER152C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.124&CDS=1-1308
1277	OG0001277	YER154W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.104-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.104&CDS=1-1164
1278	OG0001278	YER155C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.60&CDS=1-5745
1279	OG0001279	YER156C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-1.79&CDS=1-1011
1280	OG0001280	YER157W	genemark-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.134-mRNA-1_1&gene=genemark-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.134&CDS=1-4080
1281	OG0001281	YER159C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-2.103&CDS=1-399
1282	OG0001282	YER162C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.134&CDS=1-2793
1283	OG0001283	YER164W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.75&CDS=1-4248
1284	OG0001284	YER165W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.74&CDS=1-1902
1285	OG0001285	YER168C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.90&CDS=1-1473
1286	OG0001286	YER170W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.128&CDS=1-747
1287	OG0001287	YER173W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.137&CDS=1-2115
1288	OG0001288	YER176W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.95&CDS=1-3000
1289	OG0001289	YER177W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-8.101&CDS=1-768
1290	OG0001290	YER178W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.136-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.136&CDS=1-1185
1291	OG0001291	YER182W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.16&CDS=1-975
1292	OG0001292	YER183C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.48&CDS=1-675
1293	OG0001293	YER187W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.37&CDS=1-840
1294	OG0001294	YFL001W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.168-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.168&CDS=1-1317
1295	OG0001295	YFL002C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.131&CDS=1-1848
1296	OG0001296	YFL005W	snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-0.34&CDS=1-618
1297	OG0001297	YFL007W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.68&CDS=1-6519
1298	OG0001298	YFL008W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.159&CDS=1-4839
1299	OG0001299	YFL010C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.91&CDS=1-513
1300	OG0001300	YFL013C	snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.105&CDS=1-2349
1301	OG0001301	YFL014W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.41-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.41&CDS=1-198
1302	OG0001302	YFL016C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-4.104&CDS=1-3744
1303	OG0001303	YFL017W-A	snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-3.127&CDS=1-252
1304	OG0001304	YFL018C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.29&CDS=1-1470
1305	OG0001305	YFL022C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-2.27&CDS=1-1485
1306	OG0001306	YFL024C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.7&CDS=1-2436
1307	OG0001307	YFL025C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.4&CDS=1-3189
1308	OG0001308	YFL026W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.8&CDS=1-1239
1309	OG0001309	YFL027C	snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.166-mRNA-1_1&gene=snap_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-3.166&CDS=1-1395
1310	OG0001310	YFL028C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-0.70&CDS=1-942
1311	OG0001311	YFL030W	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.302-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-7.302&CDS=1-1158
1312	OG0001312	YFL033C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.120&CDS=1-5001
1313	OG0001313	YFL034C-B	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.29&CDS=1-933
1314	OG0001314	YFL034W	maker-NODE_5_length_890716_cov_16.6707_ID_9-snap-gene-0.101-mRNA-1_1&gene=maker-NODE_5_length_890716_cov_16.6707_ID_9-snap-gene-0.101&CDS=1-3597
1315	OG0001315	YFL036W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-10.15&CDS=1-4050
1316	OG0001316	YFL037W	maker-NODE_27_length_7890_cov_18.6554_ID_53-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_27_length_7890_cov_18.6554_ID_53-augustus-gene-0.4&CDS=1-1344
1317	OG0001317	YFL042C	snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.153&CDS=1-2481
1318	OG0001318	YFL045C	augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.142&CDS=1-753
1319	OG0001319	YFL046W	augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.106&CDS=1-642
1320	OG0001320	YFL047W	snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-1.131&CDS=1-2409
1321	OG0001321	YFL053W	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.22&CDS=1-1830
1322	OG0001322	YFR001W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.89&CDS=1-612
1323	OG0001323	YFR002W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-3.70&CDS=1-2841
1324	OG0001324	YFR005C	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.98&CDS=1-1248
1325	OG0001325	YFR006W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.134&CDS=1-1425
1326	OG0001326	YFR007W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-13.90&CDS=1-1092
1327	OG0001327	YFR009W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.41&CDS=1-2250
1328	OG0001328	YFR010W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.167-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.167&CDS=1-1455
1329	OG0001329	YFR019W	augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-0.97&CDS=1-6930
1330	OG0001330	YFR021W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.107&CDS=1-1596
1331	OG0001331	YFR025C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.157-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.157&CDS=1-1794
1332	OG0001332	YFR027W	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.116&CDS=1-1008
1333	OG0001333	YFR028C	augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.104-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-6.104&CDS=1-1719
1334	OG0001334	YFR029W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.101&CDS=1-2076
1335	OG0001335	YFR030W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.124-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.124&CDS=1-3213
1336	OG0001336	YFR031C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.122-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.122&CDS=1-3513
1337	OG0001337	YFR032C-A	snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.54-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.54&CDS=1-177
1338	OG0001338	YFR033C	augustus_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_15_length_89900_cov_16.9629_ID_29-processed-gene-0.31&CDS=1-387
1339	OG0001339	YFR034C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.69&CDS=1-1806
1340	OG0001340	YFR037C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.239-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.239&CDS=1-1668
1341	OG0001341	YFR038W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.234-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.234&CDS=1-2274
1342	OG0001342	YFR041C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.85&CDS=1-993
1343	OG0001343	YFR042W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.65&CDS=1-708
1344	OG0001344	YFR044C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.172-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.172&CDS=1-1446
1345	OG0001345	YFR047C	augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.133&CDS=1-912
1346	OG0001346	YFR048W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.81&CDS=1-2085
1347	OG0001347	YFR050C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-9.64&CDS=1-816
1348	OG0001348	YFR051C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-15.89&CDS=1-1569
1349	OG0001349	YFR052W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.115&CDS=1-792
1350	OG0001350	YGL001C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-3.81&CDS=1-1047
1351	OG0001351	YGL003C	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-3.74&CDS=1-1686
1352	OG0001352	YGL004C	snap_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.159-mRNA-1_1&gene=snap_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.159&CDS=1-1146
1353	OG0001353	YGL005C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.310-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.310&CDS=1-873
1354	OG0001354	YGL006W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.264-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.264&CDS=1-3558
1355	OG0001355	YGL008C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-7.15&CDS=1-2694
1356	OG0001356	YGL009C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.55&CDS=1-2358
1357	OG0001357	YGL010W	augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.102-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-6.102&CDS=1-579
1358	OG0001358	YGL011C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-8.88&CDS=1-1677
1359	OG0001359	YGL012W	maker-NODE_1_length_1805010_cov_18.4679_ID_1-snap-gene-8.45-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-snap-gene-8.45&CDS=1-3600
1360	OG0001360	YGL016W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.311-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.311&CDS=1-3048
1361	OG0001361	YGL017W	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.84&CDS=1-1779
