	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii
468	OG0000468	YOR032C	snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-1.42&CDS=1-3564, snap_masked-NODE_66_length_65842_cov_81.005_ID_131-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_66_length_65842_cov_81.005_ID_131-processed-gene-0.53&CDS=1-3762
469	OG0000469	YOR130C	augustus_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-1.172-mRNA-1_1&gene=augustus_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-1.172&CDS=1-1143, augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.39&CDS=1-1029
470	OG0000470	YOR226C, YPL135W	snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_51_length_100389_cov_67.8652_ID_101-processed-gene-0.44&CDS=1-597
471	OG0000471	YOR231W, YPL140C	snap_masked-NODE_88_length_8397_cov_69.1055_ID_175-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_88_length_8397_cov_69.1055_ID_175-processed-gene-0.1&CDS=1-1782
472	OG0000472	YOR237W, YPL145C	snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.165-mRNA-1_1&gene=snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.165&CDS=1-1254
473	OG0000473	YOR256C, YPL176C	snap_masked-NODE_64_length_67529_cov_75.5895_ID_127-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_64_length_67529_cov_75.5895_ID_127-processed-gene-0.29&CDS=1-2538
474	OG0000474	YOR270C	snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-1.23&CDS=1-2643, snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.119&CDS=1-2463
475	OG0000475	YOR285W, YOR286W	snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.57&CDS=1-675
476	OG0000476	YOR306C	snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.214-mRNA-1_1&gene=snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.214&CDS=1-1722, snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-2.41&CDS=1-1608
477	OG0000477	YOR348C	snap_masked-NODE_68_length_55051_cov_102.522_ID_135-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_68_length_55051_cov_102.522_ID_135-processed-gene-0.48&CDS=1-1650, snap_masked-NODE_73_length_39352_cov_92.911_ID_145-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_73_length_39352_cov_92.911_ID_145-processed-gene-0.19&CDS=1-1674
478	OG0000478	YOR390W, YPL279C	snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-2.23&CDS=1-1065
479	OG0000479	YPL088W	snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.119&CDS=1-1047, snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-0.15&CDS=1-1053
480	OG0000480	YPL115C	snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.37&CDS=1-996, snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_23_length_216985_cov_85.5575_ID_45-processed-gene-0.16&CDS=1-3882
481	OG0000481	YPL123C	snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_21_length_232438_cov_89.1265_ID_41-processed-gene-1.77&CDS=1-1263, snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_32_length_190965_cov_69.4963_ID_63-processed-gene-0.123&CDS=1-1284
482	OG0000482	YPL159C, YPR151C	snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.98&CDS=1-987
483	OG0000483	YPL174C	augustus_masked-NODE_56_length_88361_cov_68.6203_ID_111-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_56_length_88361_cov_68.6203_ID_111-processed-gene-0.59&CDS=1-2667, snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_19_length_243033_cov_65.5237_ID_37-processed-gene-0.8&CDS=1-774
484	OG0000484	YPR013C, YPR015C	snap_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.41&CDS=1-1452
485	OG0000485	YPR022C	augustus_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-NODE_3_length_517060_cov_73.1229_ID_5-processed-gene-2.80&CDS=1-2466, maker-NODE_31_length_193556_cov_79.0665_ID_61-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_31_length_193556_cov_79.0665_ID_61-snap-gene-0.4&CDS=1-2499
486	OG0000486	YPR072W	augustus_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_28_length_204558_cov_67.4894_ID_55-processed-gene-0.23&CDS=1-2169, maker-NODE_7_length_406357_cov_76.1722_ID_13-snap-gene-1.143-mRNA-1_1&gene=maker-NODE_7_length_406357_cov_76.1722_ID_13-snap-gene-1.143&CDS=1-3696
487	OG0000487	YPR125W	snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.16&CDS=1-1401, snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.173-mRNA-1_1&gene=snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.173&CDS=1-1353
488	OG0000488	YPR169W-A, YPR170W-B	maker-NODE_19_length_243033_cov_65.5237_ID_37-augustus-gene-0.62-mRNA-1_1&gene=maker-NODE_19_length_243033_cov_65.5237_ID_37-augustus-gene-0.62&CDS=1-3936
489	OG0000489	YPR181C	maker-NODE_6_length_442416_cov_71.3898_ID_11-snap-gene-0.105-mRNA-1_1&gene=maker-NODE_6_length_442416_cov_71.3898_ID_11-snap-gene-0.105&CDS=1-3672, snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.84&CDS=1-2361
490	OG0000490	YAL001C	snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-2.54-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-2.54&CDS=1-3738
491	OG0000491	YAL002W	snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-1.31&CDS=1-4248
492	OG0000492	YAL003W	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.51&CDS=1-627
493	OG0000493	YAL009W	snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.57&CDS=1-1260
494	OG0000494	YAL010C	augustus_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.36&CDS=1-1308
495	OG0000495	YAL011W	snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.8&CDS=1-3135
496	OG0000496	YAL013W	snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.72&CDS=1-1002
497	OG0000497	YAL014C	snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.61&CDS=1-930
498	OG0000498	YAL016W	snap_masked-NODE_44_length_123449_cov_70.9173_ID_87-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_44_length_123449_cov_70.9173_ID_87-processed-gene-0.69&CDS=1-1863
499	OG0000499	YAL019W	snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.55&CDS=1-4164
500	OG0000500	YAL020C	genemark-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-0.115&CDS=1-1203
501	OG0000501	YAL021C	maker-NODE_15_length_287516_cov_70.6321_ID_29-snap-gene-0.78-mRNA-1_1&gene=maker-NODE_15_length_287516_cov_70.6321_ID_29-snap-gene-0.78&CDS=1-3468
502	OG0000502	YAL022C	maker-NODE_6_length_442416_cov_71.3898_ID_11-snap-gene-1.118-mRNA-1_1&gene=maker-NODE_6_length_442416_cov_71.3898_ID_11-snap-gene-1.118&CDS=1-2178
503	OG0000503	YAL024C	snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.44&CDS=1-4488
504	OG0000504	YAL025C	snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-1.69&CDS=1-912
505	OG0000505	YAL026C	snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.178-mRNA-1_1&gene=snap_masked-NODE_34_length_176738_cov_71.4394_ID_67-processed-gene-0.178&CDS=1-3909
506	OG0000506	YAL027W	snap_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_14_length_292203_cov_78.6828_ID_27-processed-gene-1.22&CDS=1-744
507	OG0000507	YAL031C	snap_masked-NODE_29_length_196675_cov_127.778_ID_57-processed-gene-0.239-mRNA-1_1&gene=snap_masked-NODE_29_length_196675_cov_127.778_ID_57-processed-gene-0.239&CDS=1-3264
508	OG0000508	YAL032C	snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_8_length_402452_cov_68.5072_ID_15-processed-gene-0.48&CDS=1-1149
509	OG0000509	YAL033W	snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-4.107&CDS=1-510
510	OG0000510	YAL034W-A	snap_masked-NODE_29_length_196675_cov_127.778_ID_57-processed-gene-0.233-mRNA-1_1&gene=snap_masked-NODE_29_length_196675_cov_127.778_ID_57-processed-gene-0.233&CDS=1-1065
511	OG0000511	YAL035W	snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.197-mRNA-1_1&gene=snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.197&CDS=1-3006
512	OG0000512	YAL036C	augustus_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.85&CDS=1-1101
513	OG0000513	YAL038W	snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-1.31&CDS=1-1506
514	OG0000514	YAL039C	snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.48&CDS=1-804
515	OG0000515	YAL042W	snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_52_length_99369_cov_62.764_ID_103-processed-gene-0.56&CDS=1-1221
516	OG0000516	YAL043C	snap_masked-NODE_57_length_84806_cov_101.253_ID_113-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_57_length_84806_cov_101.253_ID_113-processed-gene-0.30&CDS=1-2391
517	OG0000517	YAL044C	snap_masked-NODE_50_length_104797_cov_81.7213_ID_99-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_50_length_104797_cov_81.7213_ID_99-processed-gene-0.107&CDS=1-516
518	OG0000518	YAL044W-A	snap_masked-NODE_50_length_104797_cov_81.7213_ID_99-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_50_length_104797_cov_81.7213_ID_99-processed-gene-0.124&CDS=1-480
519	OG0000519	YAL046C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.44&CDS=1-390
520	OG0000520	YAL048C	augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-0.58&CDS=1-1968
521	OG0000521	YAL049C	snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.203-mRNA-1_1&gene=snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.203&CDS=1-729
522	OG0000522	YAL051W, YOR363C	
523	OG0000523	YAL053W	snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.172-mRNA-1_1&gene=snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.172&CDS=1-2220
524	OG0000524	YAL058W	snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-2.81&CDS=1-1728
525	OG0000525	YAL059W	snap_masked-NODE_75_length_32598_cov_71.6768_ID_149-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_75_length_32598_cov_71.6768_ID_149-processed-gene-0.1&CDS=1-618
526	OG0000526	YAL060W	snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.81&CDS=1-1137
527	OG0000527	YAR002W	snap_masked-NODE_73_length_39352_cov_92.911_ID_145-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_73_length_39352_cov_92.911_ID_145-processed-gene-0.24&CDS=1-1749
528	OG0000528	YAR003W	snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.207-mRNA-1_1&gene=snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.207&CDS=1-1347
529	OG0000529	YAR007C	snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.168-mRNA-1_1&gene=snap_masked-NODE_15_length_287516_cov_70.6321_ID_29-processed-gene-1.168&CDS=1-1854
530	OG0000530	YAR008W	augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-0.50&CDS=1-972
531	OG0000531	YAR014C	snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-2.63&CDS=1-2577
532	OG0000532	YAR015W	snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.57&CDS=1-912
533	OG0000533	YAR018C	snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_53_length_96461_cov_75.3153_ID_105-processed-gene-0.58&CDS=1-1248
534	OG0000534	YBL001C	maker-NODE_36_length_155450_cov_66.759_ID_71-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_36_length_155450_cov_66.759_ID_71-snap-gene-0.3&CDS=1-324
535	OG0000535	YBL004W	augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_10_length_373830_cov_69.0868_ID_19-processed-gene-2.12&CDS=1-7587
536	OG0000536	YBL007C	snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-4.51-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-4.51&CDS=1-3714
537	OG0000537	YBL008W	augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_6_length_442416_cov_71.3898_ID_11-processed-gene-1.66&CDS=1-3027
538	OG0000538	YBL013W	augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.69&CDS=1-1020
539	OG0000539	YBL014C	augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_25_length_210900_cov_83.4926_ID_49-processed-gene-1.83&CDS=1-2463
540	OG0000540	YBL016W	snap_masked-NODE_46_length_112328_cov_62.5285_ID_91-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_46_length_112328_cov_62.5285_ID_91-processed-gene-0.9&CDS=1-1053
541	OG0000541	YBL018C	snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.197-mRNA-1_1&gene=snap_masked-NODE_33_length_190782_cov_64.4392_ID_65-processed-gene-0.197&CDS=1-432
542	OG0000542	YBL019W	augustus_masked-NODE_24_length_211488_cov_73.6919_ID_47-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_24_length_211488_cov_73.6919_ID_47-processed-gene-0.59&CDS=1-2163
543	OG0000543	YBL020W	snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_40_length_138534_cov_94.3801_ID_79-processed-gene-0.113&CDS=1-369
544	OG0000544	YBL021C	maker-NODE_40_length_138534_cov_94.3801_ID_79-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_40_length_138534_cov_94.3801_ID_79-snap-gene-0.1&CDS=1-858
545	OG0000545	YBL022C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-3.15&CDS=1-3441
546	OG0000546	YBL023C	snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_2_length_526302_cov_74.0833_ID_3-processed-gene-2.51&CDS=1-2661
547	OG0000547	YBL024W	snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_31_length_193556_cov_79.0665_ID_61-processed-gene-0.59&CDS=1-2103
548	OG0000548	YBL029C-A	augustus_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_561584_cov_70.4453_ID_1-processed-gene-3.86&CDS=1-333
549	OG0000549	YBL029W	snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_12_length_307526_cov_66.0955_ID_23-processed-gene-2.110&CDS=1-1725
550	OG0000550	YBL032W	maker-NODE_46_length_112328_cov_62.5285_ID_91-snap-gene-0.106-mRNA-1_1&gene=maker-NODE_46_length_112328_cov_62.5285_ID_91-snap-gene-0.106&CDS=1-2286
551	OG0000551	YBL033C	snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_36_length_155450_cov_66.759_ID_71-processed-gene-0.42&CDS=1-1029
552	OG0000552	YBL035C	snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-1.69&CDS=1-1899
553	OG0000553	YBL036C	snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.38&CDS=1-813
554	OG0000554	YBL037W	snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_20_length_239702_cov_70.5044_ID_39-processed-gene-0.37&CDS=1-3015
555	OG0000555	YBL038W	augustus_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-0.35&CDS=1-696
556	OG0000556	YBL039C	snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.49&CDS=1-1725
557	OG0000557	YBL040C	augustus_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.1&CDS=1-645
558	OG0000558	YBL041W	snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_27_length_209414_cov_64.4654_ID_53-processed-gene-0.58&CDS=1-711
559	OG0000559	YBL045C	snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_11_length_320018_cov_79.7696_ID_21-processed-gene-0.51&CDS=1-1329
560	OG0000560	YBL047C	maker-NODE_54_length_94987_cov_78.0702_ID_107-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_54_length_94987_cov_78.0702_ID_107-snap-gene-0.4&CDS=1-4008
561	OG0000561	YBL049W	snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_30_length_196662_cov_92.3397_ID_59-processed-gene-0.128&CDS=1-696
562	OG0000562	YBL050W	snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.47-mRNA-1_1&gene=snap_masked-NODE_4_length_502110_cov_83.9821_ID_7-processed-gene-3.47&CDS=1-897
563	OG0000563	YBL051C	snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_17_length_249866_cov_67.8317_ID_33-processed-gene-0.81&CDS=1-2478
564	OG0000564	YBL054W	snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.22&CDS=1-1254
565	OG0000565	YBL055C	augustus_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.53&CDS=1-1275
566	OG0000566	YBL058W	snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_18_length_245309_cov_86.3428_ID_35-processed-gene-0.17&CDS=1-1140
567	OG0000567	YBL059C-A	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.60&CDS=1-324
568	OG0000568	YBL060W	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.81&CDS=1-2574
569	OG0000569	YBL061C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.53-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.53&CDS=1-2160
570	OG0000570	YBL064C	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-0.83&CDS=1-759
571	OG0000571	YBL066C	maker-NODE_5_length_471877_cov_68.7965_ID_9-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_5_length_471877_cov_68.7965_ID_9-snap-gene-0.3&CDS=1-2931
572	OG0000572	YBL071W-A	snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_5_length_471877_cov_68.7965_ID_9-processed-gene-2.72&CDS=1-228
573	OG0000573	YBL076C	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-1.63&CDS=1-3219
574	OG0000574	YBL078C	snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.22&CDS=1-375
575	OG0000575	YBL079W	snap_masked-NODE_59_length_79905_cov_96.9589_ID_117-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_59_length_79905_cov_96.9589_ID_117-processed-gene-0.102&CDS=1-4284
576	OG0000576	YBL080C	snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_13_length_296594_cov_67.5801_ID_25-processed-gene-1.65&CDS=1-1464
577	OG0000577	YBL082C	snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-1.82-mRNA-1_1&gene=snap_masked-NODE_9_length_387442_cov_67.1628_ID_17-processed-gene-1.82&CDS=1-1521
