	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035044_Barnettozyma_californica
317	OG0000317	YIR013C, YLR013W	snap_masked-flattened_line_2-processed-gene-3.120-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.120&CDS=1-573
318	OG0000318	YIR031C, YNL117W	genemark-flattened_line_24-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.36&CDS=1-1665
319	OG0000319	YIR033W, YKL020C	genemark-flattened_line_2-processed-gene-6.66-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.66&CDS=1-3018
320	OG0000320	YJL079C, YKR013W	maker-flattened_line_16-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.1&CDS=1-1488
321	OG0000321	YJL082W, YKR018C	genemark-flattened_line_16-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.76&CDS=1-2253
322	OG0000322	YJL083W, YKR019C	genemark-flattened_line_16-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.75&CDS=1-1905
323	OG0000323	YJL099W, YKR027W	genemark-flattened_line_20-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.74&CDS=1-2046
324	OG0000324	YJL133W, YKR052C	genemark-flattened_line_8-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.75&CDS=1-945
325	OG0000325	YJL134W, YKR053C	genemark-flattened_line_12-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.150&CDS=1-1476
326	OG0000326	YJL137C, YKR058W	genemark-flattened_line_56-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.145&CDS=1-1437
327	OG0000327	YJL138C, YKR059W	genemark-flattened_line_40-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.90&CDS=1-1188
328	OG0000328	YJL148W	genemark-flattened_line_22-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.63&CDS=1-720, snap_masked-flattened_line_70-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.89&CDS=1-213
329	OG0000329	YJL177W, YKL180W	genemark-flattened_line_4-processed-gene-7.126-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.126&CDS=1-552
330	OG0000330	YJL212C	genemark-flattened_line_16-processed-gene-3.90-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.90&CDS=1-2322, snap_masked-flattened_line_0-processed-gene-3.116-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.116&CDS=1-2349
331	OG0000331	YJR054W, YML047C	genemark-flattened_line_4-processed-gene-3.116-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.116&CDS=1-1566
332	OG0000332	YJR059W, YKL198C	genemark-flattened_line_12-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.104&CDS=1-2370
333	OG0000333	YJR091C, YPR042C	augustus_masked-flattened_line_30-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.89&CDS=1-3054
334	OG0000334	YJR094W-A, YPR043W	snap_masked-flattened_line_30-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.12&CDS=1-291
335	OG0000335	YJR130C, YML082W	genemark-flattened_line_6-processed-gene-4.188-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.188&CDS=1-1617
336	OG0000336	YKL029C	augustus_masked-flattened_line_146-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_146-processed-gene-0.1&CDS=1-1188, genemark-flattened_line_146-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.2&CDS=1-1137
337	OG0000337	YKL042W	augustus_masked-flattened_line_6-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.55&CDS=1-1113, snap_masked-flattened_line_16-processed-gene-3.210-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-3.210&CDS=1-1104
338	OG0000338	YKL050C, YMR031C	genemark-flattened_line_30-processed-gene-1.299-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.299&CDS=1-2151
339	OG0000339	YKL062W, YMR037C	snap_masked-flattened_line_14-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.21&CDS=1-795
340	OG0000340	YKL068W, YMR047C	genemark-flattened_line_20-processed-gene-2.168-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.168&CDS=1-3138
341	OG0000341	YKL072W, YMR053C	genemark-flattened_line_18-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.119&CDS=1-2178
342	OG0000342	YKL096W	genemark-flattened_line_14-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.1&CDS=1-738, genemark-flattened_line_4-processed-gene-4.122-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.122&CDS=1-585
343	OG0000343	YKL107W	augustus_masked-flattened_line_171-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_171-processed-gene-0.1&CDS=1-870, genemark-flattened_line_0-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.26&CDS=1-870
344	OG0000344	YKL121W, YMR102C	genemark-flattened_line_0-processed-gene-4.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.60&CDS=1-2214
345	OG0000345	YKL127W, YMR105C	genemark-flattened_line_14-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.74&CDS=1-1680
346	OG0000346	YKL141W, YMR118C	genemark-flattened_line_70-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.8&CDS=1-504
347	OG0000347	YKL217W	genemark-flattened_line_12-processed-gene-3.64-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.64&CDS=1-1611, genemark-flattened_line_8-processed-gene-2.79-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.79&CDS=1-1599
348	OG0000348	YKL221W	genemark-flattened_line_2-processed-gene-5.18-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.18&CDS=1-1437, maker-flattened_line_54-augustus-gene-0.185-mRNA-1_1&gene=maker-flattened_line_54-augustus-gene-0.185&CDS=1-2784
349	OG0000349	YKR076W, YMR251W	genemark-flattened_line_32-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.11&CDS=1-1017
350	OG0000350	YKR091W, YOR083W	snap_masked-flattened_line_2-processed-gene-2.53-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.53&CDS=1-1086
351	OG0000351	YKR093W	genemark-flattened_line_12-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.115&CDS=1-1926, genemark-flattened_line_8-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.66&CDS=1-1908
352	OG0000352	YLL012W, YLR020C	snap_masked-flattened_line_66-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.11&CDS=1-1371
353	OG0000353	YLL016W, YLR310C	genemark-flattened_line_2-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.39&CDS=1-3732
354	OG0000354	YLL024C	genemark-flattened_line_26-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.4&CDS=1-1938, genemark-flattened_line_68-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.25&CDS=1-1926
355	OG0000355	YLL028W	genemark-flattened_line_2-processed-gene-5.19-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.19&CDS=1-1704, genemark-flattened_line_2-processed-gene-6.82-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.82&CDS=1-1686
356	OG0000356	YLL057C	genemark-flattened_line_16-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.65&CDS=1-1152, genemark-flattened_line_6-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.85&CDS=1-1194
357	OG0000357	YLL061W, YPL274W	snap_masked-flattened_line_58-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.111&CDS=1-2853
358	OG0000358	YLR031W, YMR124W	genemark-flattened_line_78-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.17&CDS=1-3438
359	OG0000359	YLR130C	genemark-flattened_line_0-processed-gene-7.113-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.113&CDS=1-1173, genemark-flattened_line_20-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.90&CDS=1-1068
360	OG0000360	YLR214W	genemark-flattened_line_16-processed-gene-3.34-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.34&CDS=1-2070, maker-flattened_line_38-augustus-gene-0.81-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.81&CDS=1-2490
361	OG0000361	YLR260W, YOR171C	genemark-flattened_line_12-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.45&CDS=1-1470
362	OG0000362	YLR264W, YOR167C	snap_masked-flattened_line_10-processed-gene-3.151-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.151&CDS=1-201
363	OG0000363	YLR270W, YOR173W	genemark-flattened_line_50-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.116&CDS=1-987
364	OG0000364	YLR273C, YOR178C	augustus_masked-flattened_line_10-processed-gene-4.72-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.72&CDS=1-1668
365	OG0000365	YLR284C, YOR180C	genemark-flattened_line_95-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.22&CDS=1-819
366	OG0000366	YLR287C-A, YOR182C	maker-flattened_line_10-snap-gene-4.65-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-4.65&CDS=1-801
367	OG0000367	YLR300W, YOR190W	genemark-flattened_line_16-processed-gene-2.103-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.103&CDS=1-1269
368	OG0000368	YLR368W	augustus_masked-flattened_line_28-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.109&CDS=1-1659, snap_masked-flattened_line_32-processed-gene-1.208-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.208&CDS=1-1671
369	OG0000369	YLR441C	genemark-flattened_line_12-processed-gene-3.98-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.98&CDS=1-765, genemark-flattened_line_4-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.127&CDS=1-765
370	OG0000370	YLR449W, YML074C	genemark-flattened_line_2-processed-gene-7.125-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.125&CDS=1-1197
371	OG0000371	YLR450W, YML075C	genemark-flattened_line_2-processed-gene-7.143-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.143&CDS=1-3027
372	OG0000372	YLR455W	augustus_masked-flattened_line_10-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.122&CDS=1-1320, augustus_masked-flattened_line_10-processed-gene-4.123-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.123&CDS=1-1053
373	OG0000373	YLR456W, YPR172W	genemark-flattened_line_0-processed-gene-9.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.31&CDS=1-525
374	OG0000374	YML073C	genemark-flattened_line_16-processed-gene-3.72-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.72&CDS=1-528, genemark-flattened_line_2-processed-gene-7.124-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.124&CDS=1-528
375	OG0000375	YML100W, YMR261C	genemark-flattened_line_32-processed-gene-1.40-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.40&CDS=1-3186
376	OG0000376	YML106W, YMR271C	genemark-flattened_line_2-processed-gene-5.39-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.39&CDS=1-657
377	OG0000377	YML109W, YMR273C	snap_masked-flattened_line_2-processed-gene-4.168-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.168&CDS=1-2289
378	OG0000378	YML111W, YMR275C	genemark-flattened_line_2-processed-gene-8.94-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.94&CDS=1-2415
379	OG0000379	YMR008C, YOL011W	snap_masked-flattened_line_0-processed-gene-3.115-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.115&CDS=1-1974
380	OG0000380	YMR088C	genemark-flattened_line_16-processed-gene-3.22-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.22&CDS=1-1755, genemark-flattened_line_24-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.83&CDS=1-1749
381	OG0000381	YMR169C, YMR170C	genemark-flattened_line_16-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.105&CDS=1-1521
382	OG0000382	YMR183C, YPL232W	genemark-flattened_line_12-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.24&CDS=1-882
383	OG0000383	YMR199W, YPL256C	genemark-flattened_line_22-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.92&CDS=1-1272
384	OG0000384	YMR222C, YOR280C	genemark-flattened_line_22-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.52&CDS=1-690
385	OG0000385	YMR226C	genemark-flattened_line_12-processed-gene-2.30-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.30&CDS=1-807, genemark-flattened_line_20-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.154&CDS=1-804
386	OG0000386	YMR230W, YOR293W	genemark-flattened_line_6-processed-gene-4.247-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.247&CDS=1-321
387	OG0000387	YMR237W, YOR299W	genemark-flattened_line_14-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.121&CDS=1-2013
388	OG0000388	YMR242C, YOR312C	genemark-flattened_line_8-processed-gene-2.77-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.77&CDS=1-519
389	OG0000389	YMR253C, YPL264C	maker-flattened_line_46-augustus-gene-0.71-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.71&CDS=1-2631
390	OG0000390	YNL096C, YOR096W	genemark-flattened_line_4-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.51&CDS=1-567
391	OG0000391	YNL283C, YOL105C	genemark-flattened_line_4-processed-gene-7.190-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.190&CDS=1-1098
392	OG0000392	YNL301C, YOL120C	maker-flattened_line_12-snap-gene-4.127-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-4.127&CDS=1-987
393	OG0000393	YOL078W	snap_masked-flattened_line_20-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.32&CDS=1-2682, snap_masked-flattened_line_50-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.27&CDS=1-279
394	OG0000394	YOR032C	genemark-flattened_line_10-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.17&CDS=1-2415, genemark-flattened_line_24-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.2&CDS=1-2160
395	OG0000395	YOR227W, YPL137C	genemark-flattened_line_44-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.84&CDS=1-3477
396	OG0000396	YOR234C, YPL143W	genemark-flattened_line_12-processed-gene-2.10-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.10&CDS=1-321
397	OG0000397	YOR237W, YPL145C	maker-flattened_line_12-augustus-gene-2.3-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-2.3&CDS=1-1926
398	OG0000398	YOR256C, YPL176C	maker-flattened_line_4-augustus-gene-7.1-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-7.1&CDS=1-2661
399	OG0000399	YOR336W	genemark-flattened_line_54-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.71&CDS=1-4260, snap_masked-flattened_line_22-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.18&CDS=1-180
400	OG0000400	YOR374W	genemark-flattened_line_22-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.50&CDS=1-1491, genemark-flattened_line_4-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.108&CDS=1-1488
401	OG0000401	YOR388C, YPL275W	genemark-flattened_line_70-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.31&CDS=1-1089
402	OG0000402	YOR390W, YPL279C	genemark-flattened_line_46-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.153&CDS=1-996
403	OG0000403	YPL242C	genemark-flattened_line_6-processed-gene-3.130-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.130&CDS=1-786, maker-flattened_line_6-augustus-gene-2.0-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.0&CDS=1-5364
404	OG0000404	YPL265W	genemark-flattened_line_2-processed-gene-6.70-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.70&CDS=1-1749, maker-flattened_line_10-snap-gene-0.96-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.96&CDS=1-3459
405	OG0000405	YPR013C, YPR015C	genemark-flattened_line_2-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.2&CDS=1-1221
406	OG0000406	YPR169W-A, YPR170W-B	genemark-flattened_line_8-processed-gene-4.42-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.42&CDS=1-264
407	OG0000407		augustus_masked-flattened_line_151-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_151-processed-gene-0.1&CDS=1-2580, augustus_masked-flattened_line_2-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.58&CDS=1-2517, augustus_masked-flattened_line_229-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_229-processed-gene-0.0&CDS=1-798
408	OG0000408	YAL001C	augustus_masked-flattened_line_16-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.100&CDS=1-4011
409	OG0000409	YAL003W	genemark-flattened_line_26-processed-gene-2.95-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.95&CDS=1-618
410	OG0000410	YAL008W	genemark-flattened_line_6-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.97&CDS=1-585
411	OG0000411	YAL009W	genemark-flattened_line_6-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.122&CDS=1-1122
412	OG0000412	YAL010C	genemark-flattened_line_6-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.96&CDS=1-1233
413	OG0000413	YAL011W	genemark-flattened_line_6-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.94&CDS=1-2001
414	OG0000414	YAL012W	genemark-flattened_line_6-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.90&CDS=1-1185
415	OG0000415	YAL013W	maker-flattened_line_6-snap-gene-1.57-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.57&CDS=1-1770
416	OG0000416	YAL014C	genemark-flattened_line_6-processed-gene-1.92-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.92&CDS=1-744
417	OG0000417	YAL016W	genemark-flattened_line_28-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.67&CDS=1-1824
418	OG0000418	YAL019W	genemark-flattened_line_6-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.114&CDS=1-3141
419	OG0000419	YAL020C	genemark-flattened_line_6-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.86&CDS=1-990
420	OG0000420	YAL021C	genemark-flattened_line_0-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.39&CDS=1-2415
421	OG0000421	YAL022C	genemark-flattened_line_72-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.84&CDS=1-1311
422	OG0000422	YAL023C	genemark-flattened_line_0-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.23&CDS=1-2262
423	OG0000423	YAL024C	genemark-flattened_line_20-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.54&CDS=1-3654
424	OG0000424	YAL025C	genemark-flattened_line_20-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.78&CDS=1-918
425	OG0000425	YAL026C	genemark-flattened_line_20-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.77&CDS=1-3909
426	OG0000426	YAL031C	augustus_masked-flattened_line_38-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.150&CDS=1-2559
427	OG0000427	YAL032C	genemark-flattened_line_0-processed-gene-1.34-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.34&CDS=1-1338
428	OG0000428	YAL033W	genemark-flattened_line_0-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.14&CDS=1-483
429	OG0000429	YAL034W-A	genemark-flattened_line_50-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.141&CDS=1-801
430	OG0000430	YAL035W	genemark-flattened_line_6-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.95&CDS=1-2955
431	OG0000431	YAL036C	genemark-flattened_line_6-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.121&CDS=1-1101
432	OG0000432	YAL038W	genemark-flattened_line_40-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.139&CDS=1-1521
433	OG0000433	YAL039C	genemark-flattened_line_30-processed-gene-1.227-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.227&CDS=1-825
434	OG0000434	YAL041W	genemark-flattened_line_12-processed-gene-3.52-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.52&CDS=1-2337
435	OG0000435	YAL042W	genemark-flattened_line_8-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.2&CDS=1-1212
436	OG0000436	YAL043C	snap_masked-flattened_line_2-processed-gene-4.140-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.140&CDS=1-2688
437	OG0000437	YAL044C	genemark-flattened_line_6-processed-gene-1.113-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.113&CDS=1-504
438	OG0000438	YAL044W-A	genemark-flattened_line_6-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.84&CDS=1-318
439	OG0000439	YAL046C	genemark-flattened_line_2-processed-gene-4.77-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.77&CDS=1-315
440	OG0000440	YAL048C	genemark-flattened_line_2-processed-gene-4.79-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.79&CDS=1-1926
441	OG0000441	YAL049C	genemark-flattened_line_40-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.94&CDS=1-723
442	OG0000442	YAL053W	genemark-flattened_line_40-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.138&CDS=1-2295
443	OG0000443	YAL055W	genemark-flattened_line_16-processed-gene-3.43-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.43&CDS=1-504
444	OG0000444	YAL058W	maker-flattened_line_64-augustus-gene-0.49-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.49&CDS=1-2235
445	OG0000445	YAL067C	genemark-flattened_line_12-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.112&CDS=1-1719
446	OG0000446	YAR003W	genemark-flattened_line_66-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.80&CDS=1-1188
447	OG0000447	YAR007C	genemark-flattened_line_32-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.4&CDS=1-1833
448	OG0000448	YAR008W	genemark-flattened_line_32-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.23&CDS=1-831
449	OG0000449	YAR014C	genemark-flattened_line_36-processed-gene-1.25-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.25&CDS=1-1473
450	OG0000450	YAR015W	genemark-flattened_line_52-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.165&CDS=1-903
451	OG0000451	YAR018C	genemark-flattened_line_52-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.132&CDS=1-1392
452	OG0000452	YAR035W	genemark-flattened_line_26-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.78&CDS=1-2151
453	OG0000453	YBL001C	genemark-flattened_line_2-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.45&CDS=1-330
454	OG0000454	YBL004W	genemark-flattened_line_30-processed-gene-1.257-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.257&CDS=1-7386
455	OG0000455	YBL007C	genemark-flattened_line_0-processed-gene-4.67-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.67&CDS=1-3558
456	OG0000456	YBL008W	genemark-flattened_line_0-processed-gene-4.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.47&CDS=1-2535
457	OG0000457	YBL010C	genemark-flattened_line_6-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.69&CDS=1-951
458	OG0000458	YBL013W	genemark-flattened_line_30-processed-gene-1.275-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.275&CDS=1-1056
459	OG0000459	YBL015W	genemark-flattened_line_32-processed-gene-1.88-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.88&CDS=1-1569
460	OG0000460	YBL019W	genemark-flattened_line_97-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_97-processed-gene-0.12&CDS=1-1632
461	OG0000461	YBL020W	genemark-flattened_line_0-processed-gene-9.40-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.40&CDS=1-1695
462	OG0000462	YBL021C	genemark-flattened_line_4-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.120&CDS=1-732
463	OG0000463	YBL022C	genemark-flattened_line_4-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.104&CDS=1-3303
