	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034963_Hanseniaspora_clermontiae
403	OG0000403	YNL192W	augustus_masked-flattened_line_530-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_530-processed-gene-0.0&CDS=1-714, snap_masked-flattened_line_172-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.42&CDS=1-3090
404	OG0000404	YNL243W	genemark-flattened_line_378-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_378-processed-gene-0.2&CDS=1-921, genemark-flattened_line_392-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_392-processed-gene-0.2&CDS=1-921
405	OG0000405	YNL244C	genemark-flattened_line_378-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_378-processed-gene-0.3&CDS=1-327, genemark-flattened_line_392-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_392-processed-gene-0.3&CDS=1-327
406	OG0000406	YNL299W, YOL115W	genemark-flattened_line_60-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.124&CDS=1-2052
407	OG0000407	YNL301C, YOL120C	maker-flattened_line_60-augustus-gene-0.53-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.53&CDS=1-984
408	OG0000408	YOL139C	genemark-flattened_line_68-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.28&CDS=1-798, genemark-flattened_line_68-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.29&CDS=1-627
409	OG0000409	YOR153W	genemark-flattened_line_18-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.122&CDS=1-4542, genemark-flattened_line_68-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.16&CDS=1-4458
410	OG0000410	YOR163W	augustus_masked-flattened_line_68-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.93&CDS=1-1380, genemark-flattened_line_142-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.25&CDS=1-1179
411	OG0000411	YOR222W, YPL134C	genemark-flattened_line_46-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.104&CDS=1-906
412	OG0000412	YOR231W, YPL140C	genemark-flattened_line_28-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.81&CDS=1-1788
413	OG0000413	YOR234C, YPL143W	genemark-flattened_line_28-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.107&CDS=1-321
414	OG0000414	YOR237W, YPL145C	genemark-flattened_line_28-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.113&CDS=1-1302
415	OG0000415	YOR256C, YPL176C	genemark-flattened_line_46-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.90&CDS=1-2535
416	OG0000416	YOR285W, YOR286W	genemark-flattened_line_190-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.3&CDS=1-387
417	OG0000417	YOR390W, YPL279C	genemark-flattened_line_64-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.39&CDS=1-960
418	OG0000418	YPL058C	genemark-flattened_line_28-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.68&CDS=1-4542, snap_masked-flattened_line_8-processed-gene-1.91-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.91&CDS=1-4569
419	OG0000419	YPL122C	augustus_masked-flattened_line_420-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_420-processed-gene-0.2&CDS=1-1716, augustus_masked-flattened_line_438-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_438-processed-gene-0.2&CDS=1-1698
420	OG0000420	YPL131W	augustus_masked-flattened_line_498-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_498-processed-gene-0.2&CDS=1-609, augustus_masked-flattened_line_506-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_506-processed-gene-0.2&CDS=1-609
421	OG0000421	YPR169W-A, YPR170W-B	genemark-flattened_line_82-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.42&CDS=1-819
422	OG0000422	YAL001C	snap_masked-flattened_line_90-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.16&CDS=1-3825
423	OG0000423	YAL003W	genemark-flattened_line_74-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.49&CDS=1-615
424	OG0000424	YAL009W	genemark-flattened_line_26-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.52&CDS=1-822
425	OG0000425	YAL010C	augustus_masked-flattened_line_48-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.147&CDS=1-1233
426	OG0000426	YAL011W	augustus_masked-flattened_line_48-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.179&CDS=1-2145
427	OG0000427	YAL012W	genemark-flattened_line_26-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.54&CDS=1-1161
428	OG0000428	YAL013W	genemark-flattened_line_26-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.56&CDS=1-1170
429	OG0000429	YAL016W	genemark-flattened_line_78-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.14&CDS=1-1989
430	OG0000430	YAL018C	genemark-flattened_line_78-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.30&CDS=1-1140
431	OG0000431	YAL019W	genemark-flattened_line_78-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.10&CDS=1-3039
432	OG0000432	YAL020C	augustus_masked-flattened_line_78-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.91&CDS=1-1164
433	OG0000433	YAL021C	augustus_masked-flattened_line_78-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.90&CDS=1-2208
434	OG0000434	YAL022C	genemark-flattened_line_78-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.27&CDS=1-1377
435	OG0000435	YAL023C	genemark-flattened_line_78-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.26&CDS=1-2280
436	OG0000436	YAL024C	genemark-flattened_line_78-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.25&CDS=1-4014
437	OG0000437	YAL025C	genemark-flattened_line_78-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.24&CDS=1-927
438	OG0000438	YAL026C	genemark-flattened_line_78-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.23&CDS=1-3903
439	OG0000439	YAL031C	snap_masked-flattened_line_38-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.93&CDS=1-1992
440	OG0000440	YAL033W	genemark-flattened_line_38-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.112&CDS=1-546
441	OG0000441	YAL034W-A	snap_masked-flattened_line_80-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.44&CDS=1-663
442	OG0000442	YAL035W	genemark-flattened_line_38-processed-gene-0.154-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.154&CDS=1-2793
443	OG0000443	YAL036C	genemark-flattened_line_106-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.38&CDS=1-1104
444	OG0000444	YAL038W	genemark-flattened_line_106-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.39&CDS=1-1512
445	OG0000445	YAL039C	genemark-flattened_line_24-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.112&CDS=1-789
446	OG0000446	YAL040C	genemark-flattened_line_24-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.111&CDS=1-1428
447	OG0000447	YAL041W	genemark-flattened_line_24-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.79&CDS=1-2469
448	OG0000448	YAL042W	genemark-flattened_line_24-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.78&CDS=1-1041
449	OG0000449	YAL044C	genemark-flattened_line_42-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.116&CDS=1-531
450	OG0000450	YAL046C	snap_masked-flattened_line_24-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.169&CDS=1-258
451	OG0000451	YAL048C	genemark-flattened_line_24-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.74&CDS=1-2061
452	OG0000452	YAL049C	genemark-flattened_line_14-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.27&CDS=1-744
453	OG0000453	YAL053W	genemark-flattened_line_18-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.96&CDS=1-2568
454	OG0000454	YAL059W	genemark-flattened_line_70-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.39&CDS=1-618
455	OG0000455	YAL067C	genemark-flattened_line_6-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.123&CDS=1-1728
456	OG0000456	YAR003W	maker-flattened_line_90-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.51&CDS=1-4905
457	OG0000457	YAR007C	genemark-flattened_line_90-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.59&CDS=1-1812
458	OG0000458	YAR014C	genemark-flattened_line_60-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.158&CDS=1-1365
459	OG0000459	YAR015W	genemark-flattened_line_60-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.130&CDS=1-954
460	OG0000460	YAR018C	genemark-flattened_line_60-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.155&CDS=1-2106
461	OG0000461	YBL001C	augustus_masked-flattened_line_10-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.82&CDS=1-2376
462	OG0000462	YBL004W	augustus_masked-flattened_line_235-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_235-processed-gene-0.5&CDS=1-7926
463	OG0000463	YBL007C	genemark-flattened_line_48-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.103&CDS=1-3480
464	OG0000464	YBL008W	genemark-flattened_line_48-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.75&CDS=1-2568
465	OG0000465	YBL015W	genemark-flattened_line_2-processed-gene-1.186-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.186&CDS=1-1620
466	OG0000466	YBL016W	genemark-flattened_line_2-processed-gene-1.187-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.187&CDS=1-1110
467	OG0000467	YBL018C	genemark-flattened_line_2-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.147&CDS=1-351
468	OG0000468	YBL019W	augustus_masked-flattened_line_2-processed-gene-1.282-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.282&CDS=1-2628
469	OG0000469	YBL020W	genemark-flattened_line_2-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.141&CDS=1-1734
470	OG0000470	YBL022C	augustus_masked-flattened_line_2-processed-gene-1.276-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.276&CDS=1-3603
471	OG0000471	YBL023C	genemark-flattened_line_2-processed-gene-1.180-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.180&CDS=1-3039
472	OG0000472	YBL024W	genemark-flattened_line_2-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.139&CDS=1-2211
473	OG0000473	YBL026W	genemark-flattened_line_2-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.137&CDS=1-321
474	OG0000474	YBL028C	genemark-flattened_line_64-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.65&CDS=1-405
475	OG0000475	YBL029C-A	genemark-flattened_line_36-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.124&CDS=1-318
476	OG0000476	YBL029W	genemark-flattened_line_36-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.158&CDS=1-1158
477	OG0000477	YBL033C	genemark-flattened_line_64-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.70&CDS=1-951
478	OG0000478	YBL034C	augustus_masked-flattened_line_64-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.94&CDS=1-2190
479	OG0000479	YBL035C	genemark-flattened_line_64-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.51&CDS=1-1971
480	OG0000480	YBL036C	genemark-flattened_line_64-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.52&CDS=1-720
481	OG0000481	YBL038W	genemark-flattened_line_64-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.73&CDS=1-702
482	OG0000482	YBL039C	genemark-flattened_line_0-processed-gene-0.111-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.111&CDS=1-1737
483	OG0000483	YBL040C	genemark-flattened_line_0-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.2&CDS=1-657
484	OG0000484	YBL041W	genemark-flattened_line_0-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.6&CDS=1-801
485	OG0000485	YBL045C	genemark-flattened_line_24-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.88&CDS=1-1308
486	OG0000486	YBL047C	genemark-flattened_line_24-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.90&CDS=1-3468
487	OG0000487	YBL050W	genemark-flattened_line_112-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.32&CDS=1-915
488	OG0000488	YBL051C	genemark-flattened_line_22-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.166&CDS=1-1515
489	OG0000489	YBL054W	genemark-flattened_line_22-processed-gene-0.201-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.201&CDS=1-1161
490	OG0000490	YBL055C	genemark-flattened_line_22-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.202&CDS=1-1026
491	OG0000491	YBL057C	genemark-flattened_line_22-processed-gene-0.172-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.172&CDS=1-561
492	OG0000492	YBL058W	genemark-flattened_line_22-processed-gene-0.203-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.203&CDS=1-975
493	OG0000493	YBL059C-A	genemark-flattened_line_22-processed-gene-0.173-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.173&CDS=1-327
494	OG0000494	YBL066C	genemark-flattened_line_98-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.20&CDS=1-3408
495	OG0000495	YBL071W-A	snap_masked-flattened_line_22-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.24&CDS=1-279
496	OG0000496	YBL074C	augustus_masked-flattened_line_22-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.126&CDS=1-1251
497	OG0000497	YBL076C	genemark-flattened_line_22-processed-gene-0.207-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.207&CDS=1-3213
498	OG0000498	YBL078C	genemark-flattened_line_18-processed-gene-0.123-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.123&CDS=1-471
499	OG0000499	YBL080C	snap_masked-flattened_line_18-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.39&CDS=1-1671
500	OG0000500	YBL082C	genemark-flattened_line_18-processed-gene-0.169-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.169&CDS=1-1482
501	OG0000501	YBL086C	genemark-flattened_line_30-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.22&CDS=1-1908
502	OG0000502	YBL088C	augustus_masked-flattened_line_30-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.92&CDS=1-8709
503	OG0000503	YBL091C	genemark-flattened_line_22-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.152&CDS=1-1332
504	OG0000504	YBL092W	genemark-flattened_line_98-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.6&CDS=1-393
505	OG0000505	YBL093C	genemark-flattened_line_98-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.5&CDS=1-651
506	OG0000506	YBL095W	genemark-flattened_line_98-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.3&CDS=1-822
507	OG0000507	YBL097W	genemark-flattened_line_98-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.14&CDS=1-2634
508	OG0000508	YBL099W	genemark-flattened_line_98-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.1&CDS=1-1638
509	OG0000509	YBL102W	genemark-flattened_line_22-processed-gene-0.179-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.179&CDS=1-600
510	OG0000510	YBL103C	snap_masked-flattened_line_30-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.175&CDS=1-1266
511	OG0000511	YBL104C	snap_masked-flattened_line_22-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.30&CDS=1-3096
512	OG0000512	YBL105C	augustus_masked-flattened_line_22-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.131&CDS=1-3459
513	OG0000513	YBL107C	genemark-flattened_line_22-processed-gene-0.214-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.214&CDS=1-597
514	OG0000514	YBR002C	genemark-flattened_line_36-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.142&CDS=1-936
515	OG0000515	YBR003W	augustus_masked-flattened_line_36-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.5&CDS=1-1458
516	OG0000516	YBR006W	maker-flattened_line_36-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.1&CDS=1-2154
517	OG0000517	YBR011C	genemark-flattened_line_118-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.26&CDS=1-861
518	OG0000518	YBR017C	genemark-flattened_line_20-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.29&CDS=1-2802
519	OG0000519	YBR025C	genemark-flattened_line_60-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.157&CDS=1-1179
520	OG0000520	YBR026C	snap_masked-flattened_line_96-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.78&CDS=1-1398
521	OG0000521	YBR028C	genemark-flattened_line_64-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.64&CDS=1-1884
522	OG0000522	YBR029C	genemark-flattened_line_20-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.68&CDS=1-1362
523	OG0000523	YBR034C	genemark-flattened_line_44-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.82&CDS=1-1092
524	OG0000524	YBR035C	genemark-flattened_line_0-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.1&CDS=1-696
525	OG0000525	YBR036C	genemark-flattened_line_36-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.168&CDS=1-1698
526	OG0000526	YBR038W	augustus_masked-flattened_line_60-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.76&CDS=1-5322
527	OG0000527	YBR039W	genemark-flattened_line_0-processed-gene-2.163-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.163&CDS=1-891
528	OG0000528	YBR041W	genemark-flattened_line_0-processed-gene-2.161-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.161&CDS=1-2040
529	OG0000529	YBR042C	augustus_masked-flattened_line_0-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.74&CDS=1-1230
530	OG0000530	YBR043C	genemark-flattened_line_0-processed-gene-2.138-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.138&CDS=1-1992
531	OG0000531	YBR044C	genemark-flattened_line_0-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.136&CDS=1-1788
532	OG0000532	YBR046C	maker-flattened_line_0-snap-gene-2.119-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.119&CDS=1-2100
533	OG0000533	YBR053C	genemark-flattened_line_0-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.41&CDS=1-987
534	OG0000534	YBR057C	genemark-flattened_line_0-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.27&CDS=1-1479
535	OG0000535	YBR058C	snap_masked-flattened_line_0-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.127&CDS=1-2220
536	OG0000536	YBR059C	genemark-flattened_line_0-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.125&CDS=1-3036
537	OG0000537	YBR060C	augustus_masked-flattened_line_0-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.62&CDS=1-1995
538	OG0000538	YBR061C	genemark-flattened_line_0-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.38&CDS=1-894
539	OG0000539	YBR070C	genemark-flattened_line_0-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.20&CDS=1-675
540	OG0000540	YBR073W	augustus_masked-flattened_line_0-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.81&CDS=1-2688
541	OG0000541	YBR074W	genemark-flattened_line_0-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.35&CDS=1-2793
542	OG0000542	YBR079C	genemark-flattened_line_36-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.128&CDS=1-2925
543	OG0000543	YBR080C	genemark-flattened_line_36-processed-gene-0.127-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.127&CDS=1-2307
544	OG0000544	YBR081C	genemark-flattened_line_64-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.48&CDS=1-3780
545	OG0000545	YBR083W	augustus_masked-flattened_line_4-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.8&CDS=1-1257
546	OG0000546	YBR085C-A	snap_masked-flattened_line_64-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.9&CDS=1-234
547	OG0000547	YBR085W	genemark-flattened_line_36-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.125&CDS=1-903
548	OG0000548	YBR086C	snap_masked-flattened_line_64-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.30&CDS=1-1890
549	OG0000549	YBR087W	genemark-flattened_line_64-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.53&CDS=1-1089
550	OG0000550	YBR088C	genemark-flattened_line_64-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.75&CDS=1-792
551	OG0000551	YBR089W	maker-flattened_line_64-snap-gene-0.79-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.79&CDS=1-684
552	OG0000552	YBR091C	genemark-flattened_line_64-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.77&CDS=1-345
553	OG0000553	YBR094W	genemark-flattened_line_64-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.57&CDS=1-2250
554	OG0000554	YBR097W	augustus_masked-flattened_line_148-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.63&CDS=1-4485
555	OG0000555	YBR101C	snap_masked-flattened_line_148-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.8&CDS=1-1014
556	OG0000556	YBR103W	snap_masked-flattened_line_148-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.18&CDS=1-1839
557	OG0000557	YBR106W	genemark-flattened_line_148-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.35&CDS=1-543
558	OG0000558	YBR109C	genemark-flattened_line_148-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.25&CDS=1-441
559	OG0000559	YBR110W	genemark-flattened_line_148-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.33&CDS=1-1434
560	OG0000560	YBR111C	genemark-flattened_line_148-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.24&CDS=1-648
561	OG0000561	YBR112C	genemark-flattened_line_148-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_148-processed-gene-0.23&CDS=1-2628
562	OG0000562	YBR114W	genemark-flattened_line_8-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.62&CDS=1-2499
563	OG0000563	YBR115C	genemark-flattened_line_8-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.63&CDS=1-4095
564	OG0000564	YBR120C	genemark-flattened_line_166-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.41&CDS=1-477
565	OG0000565	YBR121C	genemark-flattened_line_166-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.40&CDS=1-1989
566	OG0000566	YBR122C	genemark-flattened_line_166-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.38&CDS=1-1302
567	OG0000567	YBR123C	genemark-flattened_line_166-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.47&CDS=1-1986
568	OG0000568	YBR126C	genemark-flattened_line_166-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_166-processed-gene-0.48&CDS=1-1452
