	OrthologID	Saccharomyces_cerevisiae	Saccharomycopsis_malanga
475	OG0000475	YLL057C	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-0.42&CDS=1-1287, -processed-gene-4.103-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.103&CDS=1-1314
476	OG0000476	YLR031W, YMR124W	-processed-gene-5.1-mRNA-1_1&gene=snap_masked-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-5.1&CDS=1-4305
477	OG0000477	YLR174W	-processed-gene-0.72-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-0.72&CDS=1-1230, -processed-gene-6.75-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-6.75&CDS=1-1338
478	OG0000478	YLR241W	-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-0.43&CDS=1-2775, -processed-gene-4.110-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.110&CDS=1-2712
479	OG0000479	YLR248W	-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-2.15&CDS=1-1470, -processed-gene-9.55-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-9.55&CDS=1-2412
480	OG0000480	YLR260W, YOR171C	-processed-gene-7.58-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-7.58&CDS=1-1572
481	OG0000481	YLR264W, YOR167C	-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-12.52&CDS=1-201
482	OG0000482	YLR270W, YOR173W	-processed-gene-14.60-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-14.60&CDS=1-915
483	OG0000483	YLR284C, YOR180C	-processed-gene-3.10-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-3.10&CDS=1-831
484	OG0000484	YLR286C	-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-2.26&CDS=1-1500, -processed-gene-5.81-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-5.81&CDS=1-1773
485	OG0000485	YLR287C-A, YOR182C	-processed-gene-7.49-mRNA-1_1&gene=snap_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-7.49&CDS=1-204
486	OG0000486	YLR300W, YOR190W	-processed-gene-2.60-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-2.60&CDS=1-1251
487	OG0000487	YLR352W	-processed-gene-10.41-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-10.41&CDS=1-2238, -processed-gene-14.111-mRNA-1_1&gene=snap_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-14.111&CDS=1-1590
488	OG0000488	YLR390W-A	-processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-0.38&CDS=1-894, -processed-gene-6.58-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-6.58&CDS=1-612
489	OG0000489	YLR425W	-processed-gene-13.45-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-13.45&CDS=1-4536, -processed-gene-2.101-mRNA-1_1&gene=augustus_masked-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-2.101&CDS=1-5625
490	OG0000490	YLR450W, YML075C	-processed-gene-14.3-mRNA-1_1&gene=snap_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-14.3&CDS=1-3021
491	OG0000491	YLR456W, YPR172W	-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-2.19&CDS=1-597
492	OG0000492	YML013W	-processed-gene-23.49-mRNA-1_1&gene=snap_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-23.49&CDS=1-1827, -processed-gene-9.51-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-9.51&CDS=1-1890
493	OG0000493	YML054C	-processed-gene-11.15-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-11.15&CDS=1-1491, -processed-gene-3.73-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-3.73&CDS=1-1608
494	OG0000494	YML085C	-processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-3.1&CDS=1-1341, -processed-gene-5.12-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-5.12&CDS=1-1338
495	OG0000495	YML100W, YMR261C	-processed-gene-3.63-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-3.63&CDS=1-3198
496	OG0000496	YML106W, YMR271C	-processed-gene-24.7-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-24.7&CDS=1-660
497	OG0000497	YML109W, YMR273C	-processed-gene-0.54-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-0.54&CDS=1-3234
498	OG0000498	YML123C	-processed-gene-6.10-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.10&CDS=1-1683, -processed-gene-6.132-mRNA-1_1&gene=augustus_masked-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.132&CDS=1-1662
499	OG0000499	YMR002W	-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-0.38&CDS=1-456, -processed-gene-14.45-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-14.45&CDS=1-411
500	OG0000500	YMR042W, YMR043W	-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-12.67&CDS=1-681
501	OG0000501	YMR058W	-processed-gene-1.112-mRNA-1_1&gene=genemark-gi|1002316405|dbj|BCGJ01000013.1|-processed-gene-1.112&CDS=1-1890, -processed-gene-15.64-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-15.64&CDS=1-1941
502	OG0000502	YMR091C	-processed-gene-23.0-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-23.0&CDS=1-1707, -processed-gene-3.45-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-3.45&CDS=1-1182
503	OG0000503	YMR119W, YNL008C	-processed-gene-4.18-mRNA-1_1&gene=augustus_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-4.18&CDS=1-2502
504	OG0000504	YMR177W, YPL224C	-processed-gene-7.36-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-7.36&CDS=1-1509
505	OG0000505	YMR179W	-processed-gene-16.183-mRNA-1_1&gene=snap_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-16.183&CDS=1-1881, -processed-gene-20.52-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-20.52&CDS=1-1794
506	OG0000506	YMR182C, YPL230W	-processed-gene-6.110-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-6.110&CDS=1-2382
507	OG0000507	YMR183C, YPL232W	-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-7.66&CDS=1-990
508	OG0000508	YMR194W, YPL249C-A	-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-gi|1002316407|dbj|BCGJ01000011.1|-processed-gene-0.20&CDS=1-303
509	OG0000509	YMR221C	-processed-gene-10.44-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-10.44&CDS=1-1866, -processed-gene-2.7-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-2.7&CDS=1-1626
510	OG0000510	YMR230W, YOR293W	-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-4.11&CDS=1-360
511	OG0000511	YMR233W, YOR295W	-processed-gene-0.49-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-0.49&CDS=1-924
512	OG0000512	YMR237W, YOR299W	-processed-gene-11.69-mRNA-1_1&gene=augustus_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-11.69&CDS=1-2136
513	OG0000513	YMR239C	-processed-gene-2.17-mRNA-1_1&gene=snap_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-2.17&CDS=1-1584, -processed-gene-2.83-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-2.83&CDS=1-1326
514	OG0000514	YMR242C, YOR312C	-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.83&CDS=1-525
515	OG0000515	YMR243C, YOR316C	-processed-gene-9.51-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-9.51&CDS=1-1335
516	OG0000516	YMR295C	-processed-gene-1.52-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.52&CDS=1-582, -processed-gene-9.21-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-9.21&CDS=1-513
517	OG0000517	YNL020C	-processed-gene-13.3-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-13.3&CDS=1-3294, -processed-gene-7.60-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-7.60&CDS=1-2688
518	OG0000518	YNL027W	-processed-gene-10.5-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-10.5&CDS=1-1815, -processed-gene-6.45-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-6.45&CDS=1-1197
519	OG0000519	YNL036W	-processed-gene-12.73-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-12.73&CDS=1-633, -processed-gene-18.51-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-18.51&CDS=1-633
520	OG0000520	YNL042W	-processed-gene-1.56-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-1.56&CDS=1-1425, -processed-gene-12.94-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-12.94&CDS=1-1452
521	OG0000521	YNL104C, YOR108W	-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-5.119&CDS=1-1851
522	OG0000522	YNL108C, YOR110W	-processed-gene-8.3-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-8.3&CDS=1-828
523	OG0000523	YNL125C	-processed-gene-21.67-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-21.67&CDS=1-1884, -processed-gene-7.17-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.17&CDS=1-1593
524	OG0000524	YNL152W	-processed-gene-2.28-mRNA-1_1&gene=snap_masked-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-2.28&CDS=1-1758, -processed-gene-20.61-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-20.61&CDS=1-1299
525	OG0000525	YNL161W	-processed-gene-1.6-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-1.6&CDS=1-1785, -processed-gene-14.17-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-14.17&CDS=1-1488
526	OG0000526	YNL224C	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-2.73&CDS=1-2229, -processed-gene-8.52-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-8.52&CDS=1-270
527	OG0000527	YNL271C	-processed-gene-5.38-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-5.38&CDS=1-4857, -processed-gene-7.112-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-7.112&CDS=1-4956
528	OG0000528	YNL301C, YOL120C	-augustus-gene-14.79-mRNA-1_1&gene=maker-gi|1002316412|dbj|BCGJ01000006.1|-augustus-gene-14.79&CDS=1-558
529	OG0000529	YNL302C, YOL121C	-processed-gene-0.0-mRNA-1_1&gene=genemark-gi|1002316398|dbj|BCGJ01000020.1|-processed-gene-0.0&CDS=1-447
530	OG0000530	YNR074C	-processed-gene-18.59-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-18.59&CDS=1-1353, -processed-gene-18.85-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-18.85&CDS=1-1410
531	OG0000531	YOL004W	-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-5.17&CDS=1-3744, -processed-gene-5.59-mRNA-1_1&gene=snap_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-5.59&CDS=1-3183
532	OG0000532	YOL030W	-processed-gene-12.69-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-12.69&CDS=1-1551, -processed-gene-26.46-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-26.46&CDS=1-1431
533	OG0000533	YOL058W	-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-0.62&CDS=1-1269, -processed-gene-13.61-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-13.61&CDS=1-1113
534	OG0000534	YOL116W	-processed-gene-1.20-mRNA-1_1&gene=snap_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.20&CDS=1-1686, -processed-gene-2.52-mRNA-1_1&gene=snap_masked-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-2.52&CDS=1-1455
535	OG0000535	YOL152W	-processed-gene-0.15-mRNA-1_1&gene=genemark-gi|1002316400|dbj|BCGJ01000018.1|-processed-gene-0.15&CDS=1-1836, -processed-gene-0.2-mRNA-1_1&gene=augustus_masked-gi|1002316401|dbj|BCGJ01000017.1|-processed-gene-0.2&CDS=1-1836
536	OG0000536	YOR032C	-processed-gene-12.80-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-12.80&CDS=1-3033, -processed-gene-13.59-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-13.59&CDS=1-2616
537	OG0000537	YOR049C	-processed-gene-0.47-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-0.47&CDS=1-981, -processed-gene-4.29-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-4.29&CDS=1-1116
538	OG0000538	YOR099W	-processed-gene-16.103-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-16.103&CDS=1-1245, -processed-gene-16.67-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-16.67&CDS=1-1347
539	OG0000539	YOR226C, YPL135W	-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.30&CDS=1-600
540	OG0000540	YOR231W, YPL140C	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-1.78&CDS=1-1437
541	OG0000541	YOR233W, YPL141C	-processed-gene-1.57-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.57&CDS=1-2523
542	OG0000542	YOR234C, YPL143W	-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.91&CDS=1-387
543	OG0000543	YOR237W, YPL145C	-processed-gene-1.59-mRNA-1_1&gene=genemark-gi|1002316406|dbj|BCGJ01000012.1|-processed-gene-1.59&CDS=1-1257
544	OG0000544	YOR256C, YPL176C	-processed-gene-9.68-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-9.68&CDS=1-2697
545	OG0000545	YOR270C	-processed-gene-5.22-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.22&CDS=1-2598, -processed-gene-8.14-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-8.14&CDS=1-2577
546	OG0000546	YOR353C	-processed-gene-3.43-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-3.43&CDS=1-1752, -processed-gene-4.15-mRNA-1_1&gene=snap_masked-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-4.15&CDS=1-1644
547	OG0000547	YOR390W, YPL279C	-processed-gene-5.118-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-5.118&CDS=1-1083
548	OG0000548	YPL088W	-processed-gene-2.47-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-2.47&CDS=1-1026, -processed-gene-2.61-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-2.61&CDS=1-1044
549	OG0000549	YPL188W	-processed-gene-17.59-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-17.59&CDS=1-1647, -processed-gene-4.19-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-4.19&CDS=1-1806
550	OG0000550	YPL242C	-processed-gene-0.45-mRNA-1_1&gene=genemark-gi|1002316403|dbj|BCGJ01000015.1|-processed-gene-0.45&CDS=1-4575, -processed-gene-2.21-mRNA-1_1&gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-2.21&CDS=1-5232
551	OG0000551	YPL262W	-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-7.15&CDS=1-1398, -processed-gene-9.7-mRNA-1_1&gene=augustus_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-9.7&CDS=1-1491
552	OG0000552	YPR013C, YPR015C	-processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-2.49&CDS=1-1365
553	OG0000553	YPR035W	-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-10.10&CDS=1-1110, -processed-gene-13.80-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-13.80&CDS=1-1098
554	OG0000554	YPR074C	-processed-gene-12.106-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-12.106&CDS=1-2070, -processed-gene-2.53-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-2.53&CDS=1-2061
555	OG0000555	YPR109W	-processed-gene-13.42-mRNA-1_1&gene=augustus_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-13.42&CDS=1-747, -processed-gene-5.79-mRNA-1_1&gene=snap_masked-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-5.79&CDS=1-753
556	OG0000556	YPR159W	-processed-gene-0.28-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-0.28&CDS=1-2121, -processed-gene-14.53-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-14.53&CDS=1-2103
557	OG0000557	YPR169W-A, YPR170W-B	-processed-gene-4.45-mRNA-1_1&gene=snap_masked-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-4.45&CDS=1-264
558	OG0000558	YPR185W	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-2.78&CDS=1-2355, -processed-gene-9.10-mRNA-1_1&gene=snap_masked-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-9.10&CDS=1-2205
559	OG0000559	YPR194C	-processed-gene-4.39-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-4.39&CDS=1-2598, -processed-gene-5.0-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-5.0&CDS=1-2589
560	OG0000560	Q0050, Q0055	-snap-gene-0.1-mRNA-1_1&gene=maker-gi|1002316385|dbj|BCGJ01000033.1|-snap-gene-0.1&CDS=1-486
561	OG0000561	YAL001C	-processed-gene-7.60-mRNA-1_1&gene=snap_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-7.60&CDS=1-4389
562	OG0000562	YAL002W	-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-6.30&CDS=1-4305
563	OG0000563	YAL003W	-processed-gene-1.119-mRNA-1_1&gene=genemark-gi|1002316404|dbj|BCGJ01000014.1|-processed-gene-1.119&CDS=1-600
564	OG0000564	YAL008W	-processed-gene-2.58-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-2.58&CDS=1-639
565	OG0000565	YAL009W	-processed-gene-8.111-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-8.111&CDS=1-1590
566	OG0000566	YAL010C	-processed-gene-3.101-mRNA-1_1&gene=genemark-gi|1002316408|dbj|BCGJ01000010.1|-processed-gene-3.101&CDS=1-1392
567	OG0000567	YAL011W	-processed-gene-18.48-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-18.48&CDS=1-2880
568	OG0000568	YAL012W	-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-5.3&CDS=1-1197
569	OG0000569	YAL013W	-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-4.14&CDS=1-1731
570	OG0000570	YAL014C	-processed-gene-5.61-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-5.61&CDS=1-1092
571	OG0000571	YAL016W	-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-7.74&CDS=1-2196
572	OG0000572	YAL019W	-processed-gene-15.45-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-15.45&CDS=1-3069
573	OG0000573	YAL020C	-processed-gene-15.6-mRNA-1_1&gene=augustus_masked-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-15.6&CDS=1-1107
574	OG0000574	YAL021C	-processed-gene-13.13-mRNA-1_1&gene=genemark-gi|1002316413|dbj|BCGJ01000005.1|-processed-gene-13.13&CDS=1-2079
575	OG0000575	YAL022C	-processed-gene-5.26-mRNA-1_1&gene=genemark-gi|1002316410|dbj|BCGJ01000008.1|-processed-gene-5.26&CDS=1-1539
576	OG0000576	YAL024C	-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-0.63&CDS=1-3957
577	OG0000577	YAL025C	-processed-gene-5.59-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-5.59&CDS=1-960
578	OG0000578	YAL026C	-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-3.12&CDS=1-3918
579	OG0000579	YAL027W	-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-0.52&CDS=1-837
580	OG0000580	YAL032C	-processed-gene-5.39-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-5.39&CDS=1-1416
581	OG0000581	YAL033W	-processed-gene-5.19-mRNA-1_1&gene=genemark-gi|1002316411|dbj|BCGJ01000007.1|-processed-gene-5.19&CDS=1-453
582	OG0000582	YAL034W-A	-processed-gene-1.30-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-1.30&CDS=1-912
583	OG0000583	YAL035W	-processed-gene-4.48-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-4.48&CDS=1-2817
584	OG0000584	YAL036C	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-2.45&CDS=1-1101
585	OG0000585	YAL038W	-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-gi|1002316412|dbj|BCGJ01000006.1|-processed-gene-5.24&CDS=1-1512
586	OG0000586	YAL039C	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002316416|dbj|BCGJ01000002.1|-processed-gene-2.65&CDS=1-885
587	OG0000587	YAL041W	-processed-gene-0.5-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-0.5&CDS=1-2220
588	OG0000588	YAL042W	-processed-gene-0.4-mRNA-1_1&gene=genemark-gi|1002316414|dbj|BCGJ01000004.1|-processed-gene-0.4&CDS=1-1233
589	OG0000589	YAL043C	-processed-gene-7.63-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-7.63&CDS=1-2415
590	OG0000590	YAL044C	-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-1.70&CDS=1-555
591	OG0000591	YAL044W-A	-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-gi|1002316417|dbj|BCGJ01000001.1|-processed-gene-1.53&CDS=1-330
592	OG0000592	YAL046C	-processed-gene-1.15-mRNA-1_1&gene=genemark-gi|1002316409|dbj|BCGJ01000009.1|-processed-gene-1.15&CDS=1-375
593	OG0000593	YAL048C	-processed-gene-16.99-mRNA-1_1&gene=genemark-gi|1002316415|dbj|BCGJ01000003.1|-processed-gene-16.99&CDS=1-1998
594	OG0000594	YAL049C	-snap-gene-5.79-mRNA-1_1&gene=maker-gi|1002316409|dbj|BCGJ01000009.1|-snap-gene-5.79&CDS=1-1395
