	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035296_Priceomyces_carsonii
158	OG0000158	YPR022C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.210-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.210&CDS=1-2457, genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.80-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.80&CDS=1-3150, maker-NODE_21_length_177165_cov_25.6692_ID_2879-snap-gene-0.12-mRNA-1_1&gene=maker-NODE_21_length_177165_cov_25.6692_ID_2879-snap-gene-0.12&CDS=1-2472
159	OG0000159	YPR167C	augustus_masked-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.12&CDS=1-2532, genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-1.56&CDS=1-1761, genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.47&CDS=1-1626
160	OG0000160	YAL015C, YOL043C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.39-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.39&CDS=1-1059
161	OG0000161	YAL017W, YOL045W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-4.93-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-4.93&CDS=1-3495
162	OG0000162	YAL034C, YOR338W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.148-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.148&CDS=1-915
163	OG0000163	YAL040C	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.110&CDS=1-1476, genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.50-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-3.50&CDS=1-1209
164	OG0000164	YAL056W, YOR371C	snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.78-mRNA-1_1&gene=snap_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-5.78&CDS=1-2877
165	OG0000165	YAL060W	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-3.48-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-3.48&CDS=1-1149, genemark-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.105&CDS=1-1137
166	OG0000166	YAL062W, YOR375C	augustus_masked-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.301-mRNA-1_1&gene=augustus_masked-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.301&CDS=1-3471
167	OG0000167	YAR002C-A, YGL002W	maker-NODE_2_length_754996_cov_19.8997_ID_1384-snap-gene-4.6-mRNA-1_1&gene=maker-NODE_2_length_754996_cov_19.8997_ID_1384-snap-gene-4.6&CDS=1-699
168	OG0000168	YBL003C, YDR225W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-2.124&CDS=1-390
169	OG0000169	YBL011W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.107-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.107&CDS=1-2352, genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.84-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.84&CDS=1-2166
170	OG0000170	YBL027W, YBR084C-A	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-9.6-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-9.6&CDS=1-558
171	OG0000171	YBL056W, YER089C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.115-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-6.115&CDS=1-1515
172	OG0000172	YBL064C	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.84&CDS=1-774, genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.25&CDS=1-672
173	OG0000173	YBL067C, YER098W	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-1.42&CDS=1-2076
174	OG0000174	YBL068W, YER099C	genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.222-mRNA-1_1&gene=genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.222&CDS=1-969
175	OG0000175	YBL072C, YER102W	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.127-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.127&CDS=1-609
176	OG0000176	YBL087C, YER117W	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.83&CDS=1-411
177	OG0000177	YBL101C, YPR030W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.120-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.120&CDS=1-3291
178	OG0000178	YBL106C, YPR032W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-14.122-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-14.122&CDS=1-3210
179	OG0000179	YBR001C, YDR001C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.114&CDS=1-2394
180	OG0000180	YBR005W, YDR003W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.128-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.128&CDS=1-759
181	OG0000181	YBR006W	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.134-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.134&CDS=1-1476, genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-1.37&CDS=1-1530
182	OG0000182	YBR014C, YDL010W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.41-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.41&CDS=1-606
183	OG0000183	YBR016W, YDL012C	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.90-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-5.90&CDS=1-444
184	OG0000184	YBR020W, YDR009W	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-2.60&CDS=1-1554
185	OG0000185	YBR026C	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-0.52&CDS=1-1170, genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.180-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-5.180&CDS=1-1074
186	OG0000186	YBR031W, YDR012W	genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.185-mRNA-1_1&gene=genemark-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-2.185&CDS=1-1089
187	OG0000187	YBR033W, YKL038W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.39-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.39&CDS=1-2388
188	OG0000188	YBR048W, YDR025W	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-2.47&CDS=1-465
189	OG0000189	YBR066C, YDR043C	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.45-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.45&CDS=1-879
190	OG0000190	YBR084W	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.133&CDS=1-3807, snap_masked-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-0.83&CDS=1-2964
191	OG0000191	YBR089C-A, YPR052C	genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.266-mRNA-1_1&gene=genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.266&CDS=1-339
192	OG0000192	YBR104W, YPR058W	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-4.83-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-4.83&CDS=1-897
193	OG0000193	YBR105C, YGR066C	genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.160&CDS=1-1065
194	OG0000194	YBR118W, YPR080W	augustus_masked-NODE_51_length_1343_cov_46.5823_ID_6241-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_51_length_1343_cov_46.5823_ID_6241-processed-gene-0.0&CDS=1-1341
195	OG0000195	YBR139W	genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-3.46&CDS=1-1653, genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-3.60-mRNA-1_1&gene=genemark-NODE_11_length_402718_cov_22.2702_ID_1863-processed-gene-3.60&CDS=1-1614
196	OG0000196	YBR140C, YOL081W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-11.43-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-11.43&CDS=1-7839
197	OG0000197	YBR147W, YOL092W	genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.83&CDS=1-984
198	OG0000198	YBR172C, YPL105C	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-4.86-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-4.86&CDS=1-2397
199	OG0000199	YBR181C, YPL090C	augustus_masked-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-2.11&CDS=1-708
200	OG0000200	YBR183W, YPL087W	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.119&CDS=1-900
201	OG0000201	YBR208C	augustus_masked-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.224-mRNA-1_1&gene=augustus_masked-NODE_23_length_155774_cov_25.4571_ID_2978-processed-gene-0.224&CDS=1-5445, genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-3.11-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-3.11&CDS=1-5448
202	OG0000202	YBR210W, YGL054C	augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-3.127&CDS=1-4992
203	OG0000203	YBR214W, YGL056C	genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-0.50&CDS=1-1527
204	OG0000204	YBR216C, YGL060W	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.89-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-2.89&CDS=1-2061
205	OG0000205	YBR238C, YGL107C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-4.99-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-4.99&CDS=1-1884
206	OG0000206	YBR241C, YGL104C	maker-NODE_2_length_754996_cov_19.8997_ID_1384-augustus-gene-5.165-mRNA-1_1&gene=maker-NODE_2_length_754996_cov_19.8997_ID_1384-augustus-gene-5.165&CDS=1-3069
207	OG0000207	YBR242W, YGL101W	maker-NODE_2_length_754996_cov_19.8997_ID_1384-snap-gene-5.173-mRNA-1_1&gene=maker-NODE_2_length_754996_cov_19.8997_ID_1384-snap-gene-5.173&CDS=1-663
208	OG0000208	YBR273C, YJL048C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.71-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.71&CDS=1-1485
209	OG0000209	YBR276C	genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.96-mRNA-1_1&gene=genemark-NODE_12_length_394886_cov_22.9142_ID_2055-processed-gene-2.96&CDS=1-2298, genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.87-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.87&CDS=1-2772
210	OG0000210	YBR286W	genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.142-mRNA-1_1&gene=genemark-NODE_10_length_407211_cov_23.1954_ID_2838-processed-gene-3.142&CDS=1-1608, genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.12-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-4.12&CDS=1-1470
211	OG0000211	YBR294W, YLR092W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.35-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.35&CDS=1-2463
212	OG0000212	YCL040W, YDR516C	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.98-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-6.98&CDS=1-1413
213	OG0000213	YCL048W, YDR522C	snap_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-0.41&CDS=1-1464
214	OG0000214	YCL068C, YCR038C	genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.128-mRNA-1_1&gene=genemark-NODE_17_length_305363_cov_27.5072_ID_2741-processed-gene-2.128&CDS=1-4497
215	OG0000215	YCR010C, YNR002C	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.75-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.75&CDS=1-843
216	OG0000216	YCR061W	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.62-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-3.62&CDS=1-1938, genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.80-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.80&CDS=1-1899
217	OG0000217	YCR067C, YNR026C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-0.98&CDS=1-2697
218	OG0000218	YDL022W	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-4.64-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-4.64&CDS=1-1119, genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-0.30&CDS=1-1152
219	OG0000219	YDL035C	genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_3_length_707165_cov_22.0283_ID_1313-processed-gene-0.69&CDS=1-1632, snap_masked-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_15_length_360542_cov_26.2381_ID_2597-processed-gene-0.79&CDS=1-1914
220	OG0000220	YDL042C, YOL068C	genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-1.55&CDS=1-1518
221	OG0000221	YDL048C, YLR375W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-14.111-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-14.111&CDS=1-993
222	OG0000222	YDL049C, YJL174W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.66-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-4.66&CDS=1-798
223	OG0000223	YDL061C, YLR388W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.62-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.62&CDS=1-414
224	OG0000224	YDL075W, YLR406C	snap_masked-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-2.114&CDS=1-1422
225	OG0000225	YDL082W, YMR142C	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-3.71-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-3.71&CDS=1-600
226	OG0000226	YDL083C, YMR143W	genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-3.44-mRNA-1_1&gene=genemark-NODE_9_length_413561_cov_20.5268_ID_1951-processed-gene-3.44&CDS=1-426
227	OG0000227	YDL127W, YDL179W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.44-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.44&CDS=1-906
228	OG0000228	YDL131W	genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.88-mRNA-1_1&gene=genemark-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-1.88&CDS=1-1251, genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_6_length_672321_cov_21.8377_ID_1603-processed-gene-1.87&CDS=1-1323
229	OG0000229	YDL136W, YDL191W	genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.156&CDS=1-381
230	OG0000230	YDL161W, YLR206W	genemark-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_25_length_136868_cov_20.0533_ID_2683-processed-gene-0.92&CDS=1-1503
231	OG0000231	YDL170W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-15.71-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-15.71&CDS=1-2070, genemark-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.109-mRNA-1_1&gene=genemark-NODE_21_length_177165_cov_25.6692_ID_2879-processed-gene-0.109&CDS=1-1890
232	OG0000232	YDL175C, YIL079C	genemark-NODE_28_length_47606_cov_23.4251_ID_3170-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_28_length_47606_cov_23.4251_ID_3170-processed-gene-0.32&CDS=1-1197
233	OG0000233	YDL222C, YNL194C	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.10&CDS=1-744
234	OG0000234	YDL224C, YNL197C	genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_13_length_391765_cov_19.519_ID_1425-processed-gene-2.8&CDS=1-1785
235	OG0000235	YDL229W, YNL209W	genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.93-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-2.93&CDS=1-1839
236	OG0000236	YDL238C	genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_19_length_288652_cov_20.3611_ID_1693-processed-gene-1.130&CDS=1-1518, maker-NODE_10_length_407211_cov_23.1954_ID_2838-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_10_length_407211_cov_23.1954_ID_2838-snap-gene-0.3&CDS=1-1458
237	OG0000237	YDR058C	augustus_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-0.7&CDS=1-2196, genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.91-mRNA-1_1&gene=genemark-NODE_8_length_443067_cov_22.9177_ID_3374-processed-gene-3.91&CDS=1-1119
238	OG0000238	YDR066C, YER139C	genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.216-mRNA-1_1&gene=genemark-NODE_24_length_149289_cov_19.7292_ID_2418-processed-gene-0.216&CDS=1-816
239	OG0000239	YDR069C, YER144C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.228-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.228&CDS=1-2631
240	OG0000240	YDR072C	genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-4.77-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-4.77&CDS=1-1176, genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.257-mRNA-1_1&gene=genemark-NODE_5_length_684771_cov_21.8715_ID_1549-processed-gene-5.257&CDS=1-1401
241	OG0000241	YDR098C, YER174C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.13-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.13&CDS=1-708
242	OG0000242	YDR107C, YLR083C	augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.113-mRNA-1_1&gene=augustus_masked-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.113&CDS=1-1905
243	OG0000243	YDR111C, YLR089C	genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_16_length_317400_cov_23.6874_ID_1729-processed-gene-1.136&CDS=1-1578
244	OG0000244	YDR122W, YLR096W	genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.267-mRNA-1_1&gene=genemark-NODE_22_length_170781_cov_22.2696_ID_2250-processed-gene-0.267&CDS=1-3786
245	OG0000245	YDR125C, YLR099C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-13.56-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-13.56&CDS=1-1524
246	OG0000246	YDR132C, YLR108C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.17-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.17&CDS=1-1347
247	OG0000247	YDR134C, YLR110C	maker-NODE_6_length_672321_cov_21.8377_ID_1603-snap-gene-4.153-mRNA-1_1&gene=maker-NODE_6_length_672321_cov_21.8377_ID_1603-snap-gene-4.153&CDS=1-2028
248	OG0000248	YDR143C	genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.111-mRNA-1_1&gene=genemark-NODE_2_length_754996_cov_19.8997_ID_1384-processed-gene-4.111&CDS=1-1698, genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.64-mRNA-1_1&gene=genemark-NODE_7_length_610485_cov_21.9312_ID_4191-processed-gene-5.64&CDS=1-1320
249	OG0000249	YDR146C, YLR131C	genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_14_length_379892_cov_20.1739_ID_2446-processed-gene-1.121&CDS=1-1875
250	OG0000250	YDR151C, YLR136C	augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_4_length_685946_cov_20.3066_ID_2302-processed-gene-4.21&CDS=1-633
251	OG0000251	YDR200C, YLR238W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-7.31-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-7.31&CDS=1-1635
252	OG0000252	YDR206W, YLR233C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-10.97-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-10.97&CDS=1-2610
253	OG0000253	YDR213W, YLR228C	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.66-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-8.66&CDS=1-2088
254	OG0000254	YDR216W	genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.30-mRNA-1_1&gene=genemark-NODE_1_length_1816623_cov_20.064_ID_2006-processed-gene-16.30&CDS=1-3531, genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.113-mRNA-1_1&gene=genemark-NODE_20_length_178871_cov_19.8994_ID_2165-processed-gene-0.113&CDS=1-435
