	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035048_Barnettozyma_salicaria
264	OG0000264	YGL086W	genemark-flattened_line_2-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.144&CDS=1-2004, genemark-flattened_line_2-processed-gene-7.4-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.4&CDS=1-2004
265	OG0000265	YGL087C	genemark-flattened_line_2-processed-gene-2.168-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.168&CDS=1-414, genemark-flattened_line_2-processed-gene-7.1-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.1&CDS=1-414
266	OG0000266	YGL096W, YPL177C	genemark-flattened_line_13-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.133&CDS=1-1008
267	OG0000267	YGL099W	genemark-flattened_line_2-processed-gene-2.149-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.149&CDS=1-1872, genemark-flattened_line_2-processed-gene-6.191-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.191&CDS=1-1872
268	OG0000268	YGL135W, YPL220W	genemark-flattened_line_25-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.23&CDS=1-651
269	OG0000269	YGL139W, YPL221W	genemark-flattened_line_25-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_25-processed-gene-0.4&CDS=1-2355
270	OG0000270	YGL147C, YNL067W	genemark-flattened_line_27-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.47&CDS=1-570
271	OG0000271	YGL159W	genemark-flattened_line_2-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.25&CDS=1-984, genemark-flattened_line_2-processed-gene-8.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.46&CDS=1-984
272	OG0000272	YGL257C, YNR059W	snap_masked-flattened_line_53-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.14&CDS=1-1764
273	OG0000273	YGR008C, YLR327C	snap_masked-flattened_line_5-processed-gene-4.63-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-4.63&CDS=1-252
274	OG0000274	YGR027C, YLR333C	genemark-flattened_line_39-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.51&CDS=1-333
275	OG0000275	YGR034W, YLR344W	genemark-flattened_line_33-processed-gene-1.222-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-1.222&CDS=1-381
276	OG0000276	YGR038W, YLR350W	genemark-flattened_line_9-processed-gene-4.37-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-4.37&CDS=1-549
277	OG0000277	YGR044C	genemark-flattened_line_57-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_57-processed-gene-0.21&CDS=1-1284, maker-flattened_line_29-snap-gene-1.92-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.92&CDS=1-414
278	OG0000278	YGR056W, YLR357W	genemark-flattened_line_15-processed-gene-2.162-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.162&CDS=1-2217
279	OG0000279	YGR074W	genemark-flattened_line_2-processed-gene-3.9-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.9&CDS=1-345, genemark-flattened_line_2-processed-gene-6.168-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.168&CDS=1-345
280	OG0000280	YGR085C, YPR102C	augustus_masked-flattened_line_35-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.166&CDS=1-522
281	OG0000281	YGR089W	genemark-flattened_line_2-processed-gene-4.128-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.128&CDS=1-2172, genemark-flattened_line_2-processed-gene-4.146-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.146&CDS=1-2172
282	OG0000282	YGR092W, YPR111W	genemark-flattened_line_3-processed-gene-7.230-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.230&CDS=1-1656
283	OG0000283	YGR097W, YPR115W	genemark-flattened_line_15-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-2.144&CDS=1-1932
284	OG0000284	YGR108W, YPR119W	maker-flattened_line_15-snap-gene-1.47-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.47&CDS=1-2301
285	OG0000285	YGR118W, YPR132W	genemark-flattened_line_19-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.61&CDS=1-435
286	OG0000286	YGR121C, YPR138C	genemark-flattened_line_15-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.128&CDS=1-1383
287	OG0000287	YGR131W, YPR149W	genemark-flattened_line_55-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.45&CDS=1-504
288	OG0000288	YGR136W, YPR154W	genemark-flattened_line_55-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.44&CDS=1-786
289	OG0000289	YGR138C, YPR156C	maker-flattened_line_27-snap-gene-0.103-mRNA-1_1&gene=maker-flattened_line_27-snap-gene-0.103&CDS=1-5673
290	OG0000290	YGR141W, YPR157W	snap_masked-flattened_line_55-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.8&CDS=1-1380
291	OG0000291	YGR195W	genemark-flattened_line_2-processed-gene-4.122-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.122&CDS=1-735, genemark-flattened_line_2-processed-gene-4.152-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.152&CDS=1-735
292	OG0000292	YGR197C, YJR015W	genemark-flattened_line_19-processed-gene-1.48-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.48&CDS=1-1542
293	OG0000293	YGR198W	snap_masked-flattened_line_2-processed-gene-4.29-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.29&CDS=1-2421, snap_masked-flattened_line_2-processed-gene-4.37-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.37&CDS=1-2421
294	OG0000294	YGR214W, YLR048W	genemark-flattened_line_3-processed-gene-7.209-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-7.209&CDS=1-798
295	OG0000295	YGR221C, YHR149C	genemark-flattened_line_0-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.48&CDS=1-2226
296	OG0000296	YGR238C, YHR158C	genemark-flattened_line_15-processed-gene-3.285-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-3.285&CDS=1-3504
297	OG0000297	YGR241C, YHR161C	genemark-flattened_line_37-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.114&CDS=1-1758
298	OG0000298	YGR243W, YHR162W	genemark-flattened_line_27-processed-gene-1.148-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.148&CDS=1-387
299	OG0000299	YGR248W, YHR163W	genemark-flattened_line_0-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.46&CDS=1-750
300	OG0000300	YGR254W, YHR174W	genemark-flattened_line_27-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.133&CDS=1-1308
301	OG0000301	YGR258C	genemark-flattened_line_2-processed-gene-4.109-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.109&CDS=1-3090, maker-flattened_line_2-snap-gene-5.49-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-5.49&CDS=1-2442
302	OG0000302	YHL001W, YKL006W	genemark-flattened_line_11-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.97&CDS=1-414
303	OG0000303	YHL017W, YKL039W	genemark-flattened_line_23-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-0.30&CDS=1-1563
304	OG0000304	YHL021C	genemark-flattened_line_2-processed-gene-3.19-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.19&CDS=1-1284, genemark-flattened_line_2-processed-gene-5.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.136&CDS=1-1284
305	OG0000305	YHL028W	genemark-flattened_line_9-processed-gene-2.57-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.57&CDS=1-1332, genemark-flattened_line_9-processed-gene-6.20-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.20&CDS=1-1083
306	OG0000306	YHL034C, YLL046C	genemark-flattened_line_9-processed-gene-6.36-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-6.36&CDS=1-1053
307	OG0000307	YHR043C, YHR044C	genemark-flattened_line_41-processed-gene-0.249-mRNA-1_1&gene=genemark-flattened_line_41-processed-gene-0.249&CDS=1-702
308	OG0000308	YHR045W	genemark-flattened_line_2-processed-gene-4.108-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.108&CDS=1-1524, genemark-flattened_line_2-processed-gene-5.125-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.125&CDS=1-1524
309	OG0000309	YHR062C	genemark-flattened_line_2-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.110&CDS=1-837, genemark-flattened_line_2-processed-gene-7.51-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.51&CDS=1-837
310	OG0000310	YHR071W	genemark-flattened_line_2-processed-gene-3.47-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.47&CDS=1-642, genemark-flattened_line_2-processed-gene-5.110-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.110&CDS=1-642
311	OG0000311	YHR104W	genemark-flattened_line_33-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_33-processed-gene-0.113&CDS=1-963, genemark-flattened_line_5-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-0.45&CDS=1-957
312	OG0000312	YHR115C, YNL116W	genemark-flattened_line_3-processed-gene-6.37-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-6.37&CDS=1-1383
313	OG0000313	YHR117W, YNL121C	genemark-flattened_line_0-processed-gene-5.146-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.146&CDS=1-1884
314	OG0000314	YHR123W, YNL130C	genemark-flattened_line_7-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.139&CDS=1-1161
315	OG0000315	YHR131C, YNL144C	genemark-flattened_line_39-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_39-processed-gene-0.58&CDS=1-1398
316	OG0000316	YHR132W-A, YNL157W	genemark-flattened_line_19-processed-gene-2.312-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-2.312&CDS=1-360
317	OG0000317	YHR133C, YNL156C	augustus_masked-flattened_line_19-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.198&CDS=1-1440
318	OG0000318	YHR155W, YNL257C	genemark-flattened_line_3-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.143&CDS=1-3570
319	OG0000319	YHR176W	genemark-flattened_line_0-processed-gene-8.210-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.210&CDS=1-1518, genemark-flattened_line_59-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.8&CDS=1-1425
320	OG0000320	YHR179W, YPL171C	genemark-flattened_line_17-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.38&CDS=1-1263
321	OG0000321	YHR190W	augustus_masked-flattened_line_21-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-flattened_line_21-processed-gene-2.97&CDS=1-2307, genemark-flattened_line_0-processed-gene-6.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.33&CDS=1-909
322	OG0000322	YIL001W	genemark-flattened_line_2-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.24&CDS=1-1566, genemark-flattened_line_2-processed-gene-8.47-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.47&CDS=1-1566
323	OG0000323	YIL002C	genemark-flattened_line_2-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.46&CDS=1-2682, genemark-flattened_line_2-processed-gene-8.22-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.22&CDS=1-2682
324	OG0000324	YIL005W	snap_masked-flattened_line_2-processed-gene-3.78-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.78&CDS=1-2031, snap_masked-flattened_line_2-processed-gene-5.34-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.34&CDS=1-2031
325	OG0000325	YIL085C, YNL029C	genemark-flattened_line_27-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-0.43&CDS=1-1440
326	OG0000326	YIL094C	snap_masked-flattened_line_2-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.58&CDS=1-1128, snap_masked-flattened_line_2-processed-gene-8.210-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.210&CDS=1-1128
327	OG0000327	YIL096C	augustus_masked-flattened_line_2-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.121&CDS=1-933, augustus_masked-flattened_line_2-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.130&CDS=1-933
328	OG0000328	YIL097W	genemark-flattened_line_2-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.38&CDS=1-1278, genemark-flattened_line_2-processed-gene-8.29-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.29&CDS=1-1278
329	OG0000329	YIL098C	genemark-flattened_line_2-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.12&CDS=1-444, genemark-flattened_line_2-processed-gene-8.59-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.59&CDS=1-444
330	OG0000330	YIL131C, YNL068C	genemark-flattened_line_7-processed-gene-4.122-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.122&CDS=1-2424
331	OG0000331	YIL135C, YNL074C	genemark-flattened_line_7-processed-gene-2.27-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-2.27&CDS=1-1191
332	OG0000332	YIL151C, YKR096W	genemark-flattened_line_21-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.23&CDS=1-2955
333	OG0000333	YIR003W	snap_masked-flattened_line_2-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.105&CDS=1-2094, snap_masked-flattened_line_2-processed-gene-8.159-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.159&CDS=1-2094
334	OG0000334	YIR013C, YLR013W	snap_masked-flattened_line_5-processed-gene-6.66-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-6.66&CDS=1-918
335	OG0000335	YIR031C, YNL117W	genemark-flattened_line_0-processed-gene-5.136-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.136&CDS=1-1665
336	OG0000336	YJL046W	genemark-flattened_line_2-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.116&CDS=1-1380, genemark-flattened_line_2-processed-gene-7.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.45&CDS=1-1380
337	OG0000337	YJL071W	genemark-flattened_line_2-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.137&CDS=1-1515, genemark-flattened_line_2-processed-gene-7.22-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.22&CDS=1-1515
338	OG0000338	YJL072C	genemark-flattened_line_2-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.117&CDS=1-576, genemark-flattened_line_2-processed-gene-7.44-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.44&CDS=1-576
339	OG0000339	YJL076W, YKR010C	genemark-flattened_line_7-processed-gene-4.130-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-4.130&CDS=1-4278
340	OG0000340	YJL079C, YKR013W	maker-flattened_line_0-snap-gene-2.101-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.101&CDS=1-1416
341	OG0000341	YJL082W, YKR018C	genemark-flattened_line_0-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.120&CDS=1-2235
342	OG0000342	YJL083W, YKR019C	genemark-flattened_line_0-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.119&CDS=1-1899
343	OG0000343	YJL084C, YKR021W	augustus_masked-flattened_line_0-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.140&CDS=1-4728
344	OG0000344	YJL099W, YKR027W	genemark-flattened_line_21-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.92&CDS=1-2070
345	OG0000345	YJL112W, YKR036C	genemark-flattened_line_23-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.108&CDS=1-1947
346	OG0000346	YJL133W, YKR052C	snap_masked-flattened_line_5-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-0.88&CDS=1-1002
347	OG0000347	YJL134W, YKR053C	genemark-flattened_line_0-processed-gene-8.249-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.249&CDS=1-1461
348	OG0000348	YJL136C, YKR057W	maker-flattened_line_15-augustus-gene-0.161-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-0.161&CDS=1-249
349	OG0000349	YJL137C, YKR058W	genemark-flattened_line_15-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.137&CDS=1-1467
350	OG0000350	YJL138C, YKR059W	genemark-flattened_line_15-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.118&CDS=1-1188
351	OG0000351	YJL154C	genemark-flattened_line_2-processed-gene-3.10-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.10&CDS=1-2403, genemark-flattened_line_2-processed-gene-6.139-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.139&CDS=1-2403
352	OG0000352	YJL155C	snap_masked-flattened_line_2-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.66&CDS=1-1359, snap_masked-flattened_line_2-processed-gene-5.46-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.46&CDS=1-1359
353	OG0000353	YJL156C	genemark-flattened_line_2-processed-gene-3.13-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.13&CDS=1-2118, genemark-flattened_line_2-processed-gene-5.142-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.142&CDS=1-2118
354	OG0000354	YJL157C	augustus_masked-flattened_line_2-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.69&CDS=1-2604, augustus_masked-flattened_line_2-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.97&CDS=1-2604
355	OG0000355	YJL172W, YOL153C	genemark-flattened_line_47-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.71&CDS=1-1776
356	OG0000356	YJL177W, YKL180W	genemark-flattened_line_9-processed-gene-2.41-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.41&CDS=1-552
357	OG0000357	YJL181W, YJR030C	augustus_masked-flattened_line_9-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.151&CDS=1-2529
358	OG0000358	YJL190C	genemark-flattened_line_3-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-2.112&CDS=1-390, genemark-flattened_line_7-processed-gene-5.74-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-5.74&CDS=1-390
359	OG0000359	YJL200C	genemark-flattened_line_2-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.130&CDS=1-2400, genemark-flattened_line_2-processed-gene-8.1-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.1&CDS=1-2400
360	OG0000360	YJL201W	genemark-flattened_line_2-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.108&CDS=1-1563, genemark-flattened_line_2-processed-gene-8.4-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.4&CDS=1-1563
361	OG0000361	YJR014W	genemark-flattened_line_2-processed-gene-4.132-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.132&CDS=1-582, genemark-flattened_line_2-processed-gene-4.142-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.142&CDS=1-582
362	OG0000362	YJR046W	augustus_masked-flattened_line_5-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-flattened_line_5-processed-gene-7.28&CDS=1-1950, genemark-flattened_line_5-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-2.139&CDS=1-1173
363	OG0000363	YJR059W, YKL198C	genemark-flattened_line_13-processed-gene-3.25-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.25&CDS=1-2163
364	OG0000364	YJR061W, YKL201C	genemark-flattened_line_19-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-0.89&CDS=1-1590
365	OG0000365	YJR069C	genemark-flattened_line_2-processed-gene-4.136-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.136&CDS=1-603, genemark-flattened_line_2-processed-gene-5.105-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.105&CDS=1-603
366	OG0000366	YJR084W	genemark-flattened_line_2-processed-gene-2.177-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.177&CDS=1-1263, genemark-flattened_line_2-processed-gene-6.160-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.160&CDS=1-1263
367	OG0000367	YJR085C	augustus_masked-flattened_line_2-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.21&CDS=1-324, genemark-flattened_line_2-processed-gene-6.188-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.188&CDS=1-324
368	OG0000368	YJR086W	snap_masked-flattened_line_2-processed-gene-2.107-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.107&CDS=1-285, snap_masked-flattened_line_2-processed-gene-6.25-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.25&CDS=1-285
369	OG0000369	YJR088C	genemark-flattened_line_2-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.150&CDS=1-882, genemark-flattened_line_2-processed-gene-6.190-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.190&CDS=1-882
370	OG0000370	YJR091C, YPR042C	genemark-flattened_line_27-processed-gene-1.163-mRNA-1_1&gene=genemark-flattened_line_27-processed-gene-1.163&CDS=1-2994
371	OG0000371	YJR094W-A, YPR043W	augustus_masked-flattened_line_27-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.33&CDS=1-312
372	OG0000372	YJR123W	snap_masked-flattened_line_2-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.70&CDS=1-696, snap_masked-flattened_line_2-processed-gene-7.94-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.94&CDS=1-696
373	OG0000373	YJR130C, YML082W	genemark-flattened_line_0-processed-gene-3.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.20&CDS=1-1632
374	OG0000374	YKL001C	genemark-flattened_line_2-processed-gene-2.161-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.161&CDS=1-603, genemark-flattened_line_2-processed-gene-6.179-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.179&CDS=1-603
375	OG0000375	YKL002W	genemark-flattened_line_2-processed-gene-2.186-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.186&CDS=1-675, genemark-flattened_line_2-processed-gene-6.151-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.151&CDS=1-675
376	OG0000376	YKL032C, YMR072W	genemark-flattened_line_5-processed-gene-1.101-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.101&CDS=1-561
377	OG0000377	YKL050C, YMR031C	genemark-flattened_line_37-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_37-processed-gene-0.131&CDS=1-2076
378	OG0000378	YKL065C, YMR040W	snap_masked-flattened_line_21-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.66&CDS=1-504
379	OG0000379	YKL072W, YMR053C	genemark-flattened_line_0-processed-gene-3.50-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.50&CDS=1-2178
380	OG0000380	YKL113C	augustus_masked-flattened_line_2-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.147&CDS=1-2217, genemark-flattened_line_2-processed-gene-8.28-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.28&CDS=1-2217
381	OG0000381	YKL126W, YMR104C	genemark-flattened_line_11-processed-gene-3.140-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-3.140&CDS=1-1959
382	OG0000382	YKL127W, YMR105C	genemark-flattened_line_17-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.37&CDS=1-1680
383	OG0000383	YKL141W, YMR118C	genemark-flattened_line_5-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_5-processed-gene-1.110&CDS=1-504
384	OG0000384	YKL155C	genemark-flattened_line_2-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.138&CDS=1-2175, genemark-flattened_line_2-processed-gene-7.21-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.21&CDS=1-2175
385	OG0000385	YKL217W	genemark-flattened_line_3-processed-gene-5.55-mRNA-1_1&gene=genemark-flattened_line_3-processed-gene-5.55&CDS=1-1680, genemark-flattened_line_31-processed-gene-1.55-mRNA-1_1&gene=genemark-flattened_line_31-processed-gene-1.55&CDS=1-1572
386	OG0000386	YKL221W	genemark-flattened_line_13-processed-gene-4.109-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-4.109&CDS=1-1413, genemark-flattened_line_15-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.122&CDS=1-1383
387	OG0000387	YKR063C	genemark-flattened_line_2-processed-gene-3.31-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.31&CDS=1-1332, genemark-flattened_line_2-processed-gene-6.138-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.138&CDS=1-1332
388	OG0000388	YKR065C	genemark-flattened_line_2-processed-gene-3.35-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.35&CDS=1-600, genemark-flattened_line_2-processed-gene-5.122-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.122&CDS=1-600
389	OG0000389	YKR066C	genemark-flattened_line_2-processed-gene-4.125-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.125&CDS=1-1122, genemark-flattened_line_2-processed-gene-4.149-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.149&CDS=1-1122
