	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034607_Saccharomycopsis_capsularis
707	OG0000707	YBR057C	snap_masked-flattened_line_62-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.64&CDS=1-1461
708	OG0000708	YBR058C	genemark-flattened_line_62-processed-gene-0.218-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.218&CDS=1-2508
709	OG0000709	YBR060C	genemark-flattened_line_10-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.29&CDS=1-1743
710	OG0000710	YBR061C	genemark-flattened_line_10-processed-gene-4.2-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.2&CDS=1-975
711	OG0000711	YBR062C	genemark-flattened_line_10-processed-gene-4.1-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.1&CDS=1-588
712	OG0000712	YBR065C	genemark-flattened_line_10-processed-gene-3.20-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.20&CDS=1-1176
713	OG0000713	YBR070C	maker-flattened_line_10-snap-gene-3.70-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-3.70&CDS=1-879
714	OG0000714	YBR073W	genemark-flattened_line_10-processed-gene-3.28-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.28&CDS=1-2904
715	OG0000715	YBR074W	genemark-flattened_line_4-processed-gene-5.20-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.20&CDS=1-3012
716	OG0000716	YBR079C	genemark-flattened_line_122-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_122-processed-gene-0.10&CDS=1-2868
717	OG0000717	YBR080C	genemark-flattened_line_62-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.168&CDS=1-2325
718	OG0000718	YBR081C	genemark-flattened_line_48-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.76&CDS=1-3606
719	OG0000719	YBR083W	genemark-flattened_line_6-processed-gene-4.12-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.12&CDS=1-2493
720	OG0000720	YBR086C	genemark-flattened_line_10-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.22&CDS=1-2373
721	OG0000721	YBR087W	genemark-flattened_line_44-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.22&CDS=1-1068
722	OG0000722	YBR088C	genemark-flattened_line_44-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.3&CDS=1-774
723	OG0000723	YBR091C	genemark-flattened_line_8-processed-gene-3.10-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.10&CDS=1-315
724	OG0000724	YBR094W	genemark-flattened_line_68-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.139&CDS=1-1233
725	OG0000725	YBR095C	genemark-flattened_line_26-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.90&CDS=1-1155
726	OG0000726	YBR096W	genemark-flattened_line_20-processed-gene-2.86-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.86&CDS=1-744
727	OG0000727	YBR097W	maker-flattened_line_24-snap-gene-1.59-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-1.59&CDS=1-4752
728	OG0000728	YBR101C	genemark-flattened_line_0-processed-gene-6.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.6&CDS=1-702
729	OG0000729	YBR102C	genemark-flattened_line_0-processed-gene-6.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.4&CDS=1-2043
730	OG0000730	YBR103W	genemark-flattened_line_0-processed-gene-6.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.5&CDS=1-1680
731	OG0000731	YBR106W	genemark-flattened_line_56-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-1.94&CDS=1-573
732	OG0000732	YBR109C	augustus_masked-flattened_line_16-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.80&CDS=1-447
733	OG0000733	YBR110W	genemark-flattened_line_165-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_165-processed-gene-0.38&CDS=1-1527
734	OG0000734	YBR111C	genemark-flattened_line_165-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_165-processed-gene-0.31&CDS=1-651
735	OG0000735	YBR111W-A	genemark-flattened_line_282-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_282-processed-gene-0.8&CDS=1-312
736	OG0000736	YBR112C	snap_masked-flattened_line_0-processed-gene-4.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.72&CDS=1-3507
737	OG0000737	YBR114W	genemark-flattened_line_22-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.4&CDS=1-2598
738	OG0000738	YBR115C	genemark-flattened_line_80-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.134&CDS=1-4212
739	OG0000739	YBR119W	genemark-flattened_line_50-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.115&CDS=1-753
740	OG0000740	YBR120C	genemark-flattened_line_12-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.33&CDS=1-426
741	OG0000741	YBR121C	genemark-flattened_line_42-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.135&CDS=1-1968
742	OG0000742	YBR122C	genemark-flattened_line_76-processed-gene-0.181-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.181&CDS=1-579
743	OG0000743	YBR123C	genemark-flattened_line_76-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.152&CDS=1-1998
744	OG0000744	YBR125C	genemark-flattened_line_50-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.117&CDS=1-1233
745	OG0000745	YBR126C	genemark-flattened_line_4-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.82&CDS=1-1467
746	OG0000746	YBR127C	genemark-flattened_line_50-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.116&CDS=1-1533
747	OG0000747	YBR132C	genemark-flattened_line_26-processed-gene-2.131-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.131&CDS=1-1857
748	OG0000748	YBR133C	snap_masked-flattened_line_24-processed-gene-2.124-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.124&CDS=1-2040
749	OG0000749	YBR135W	genemark-flattened_line_12-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.26&CDS=1-309
750	OG0000750	YBR136W	genemark-flattened_line_10-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.18&CDS=1-7920
751	OG0000751	YBR137W	genemark-flattened_line_112-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.6&CDS=1-492
752	OG0000752	YBR138C	genemark-flattened_line_2-processed-gene-5.97-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.97&CDS=1-3582
753	OG0000753	YBR142W	genemark-flattened_line_68-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.156&CDS=1-2916
754	OG0000754	YBR143C	genemark-flattened_line_2-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.3&CDS=1-1323
755	OG0000755	YBR146W	genemark-flattened_line_140-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.39&CDS=1-1005
756	OG0000756	YBR149W	genemark-flattened_line_64-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.71&CDS=1-966
757	OG0000757	YBR151W	genemark-flattened_line_140-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.38&CDS=1-894
758	OG0000758	YBR153W	genemark-flattened_line_8-processed-gene-4.106-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.106&CDS=1-810
759	OG0000759	YBR154C	genemark-flattened_line_8-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.10&CDS=1-642
760	OG0000760	YBR155W	genemark-flattened_line_56-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.53&CDS=1-1122
761	OG0000761	YBR156C	snap_masked-flattened_line_48-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-1.76&CDS=1-1848
762	OG0000762	YBR158W	genemark-flattened_line_2-processed-gene-4.20-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.20&CDS=1-2703
763	OG0000763	YBR159W	genemark-flattened_line_18-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.99&CDS=1-1056
764	OG0000764	YBR160W	genemark-flattened_line_44-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.14&CDS=1-945
765	OG0000765	YBR162C	genemark-flattened_line_6-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.26&CDS=1-1311
766	OG0000766	YBR163W	snap_masked-flattened_line_20-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.96&CDS=1-1701
767	OG0000767	YBR164C	genemark-flattened_line_12-processed-gene-3.207-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.207&CDS=1-552
768	OG0000768	YBR166C	genemark-flattened_line_8-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.92&CDS=1-1332
769	OG0000769	YBR167C	genemark-flattened_line_20-processed-gene-3.21-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.21&CDS=1-519
770	OG0000770	YBR170C	maker-flattened_line_46-snap-gene-0.54-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.54&CDS=1-1716
771	OG0000771	YBR171W	genemark-flattened_line_144-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_144-processed-gene-0.13&CDS=1-654
772	OG0000772	YBR173C	genemark-flattened_line_0-processed-gene-5.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.85&CDS=1-441
773	OG0000773	YBR176W	genemark-flattened_line_0-processed-gene-4.15-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.15&CDS=1-963
774	OG0000774	YBR179C	genemark-flattened_line_58-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-1.128&CDS=1-2736
775	OG0000775	YBR185C	genemark-flattened_line_94-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.37&CDS=1-852
776	OG0000776	YBR187W	genemark-flattened_line_171-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_171-processed-gene-0.11&CDS=1-1170
777	OG0000777	YBR192W	genemark-flattened_line_124-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.81&CDS=1-1152
778	OG0000778	YBR193C	genemark-flattened_line_171-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_171-processed-gene-0.8&CDS=1-651
779	OG0000779	YBR195C	augustus_masked-flattened_line_171-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_171-processed-gene-0.12&CDS=1-546
780	OG0000780	YBR196C	genemark-flattened_line_70-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.57&CDS=1-1674
781	OG0000781	YBR198C	genemark-flattened_line_34-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.72&CDS=1-2892
782	OG0000782	YBR200W	maker-flattened_line_40-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.94&CDS=1-2148
783	OG0000783	YBR201W	genemark-flattened_line_64-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.27&CDS=1-615
784	OG0000784	YBR202W	genemark-flattened_line_128-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.66&CDS=1-2460
785	OG0000785	YBR203W	augustus_masked-flattened_line_44-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.101&CDS=1-3648
786	OG0000786	YBR204C	genemark-flattened_line_189-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_189-processed-gene-0.4&CDS=1-1413
787	OG0000787	YBR208C	genemark-flattened_line_62-processed-gene-0.219-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.219&CDS=1-5553
788	OG0000788	YBR212W	genemark-flattened_line_14-processed-gene-3.8-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.8&CDS=1-1791
789	OG0000789	YBR215W	snap_masked-flattened_line_126-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.59&CDS=1-2211
790	OG0000790	YBR217W	genemark-flattened_line_116-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.77&CDS=1-1050
791	OG0000791	YBR218C	genemark-flattened_line_92-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.101&CDS=1-3558
792	OG0000792	YBR220C	maker-flattened_line_2-snap-gene-0.29-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-0.29&CDS=1-1866
793	OG0000793	YBR221C	augustus_masked-flattened_line_6-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.51&CDS=1-1131
794	OG0000794	YBR222C	genemark-flattened_line_32-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.81&CDS=1-1602
795	OG0000795	YBR223C	snap_masked-flattened_line_10-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.27&CDS=1-2055
796	OG0000796	YBR228W	genemark-flattened_line_4-processed-gene-4.71-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.71&CDS=1-1284
797	OG0000797	YBR229C	genemark-flattened_line_48-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.105&CDS=1-2838
798	OG0000798	YBR231C	genemark-flattened_line_4-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.105&CDS=1-1053
799	OG0000799	YBR233W	genemark-flattened_line_4-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.90&CDS=1-1530
800	OG0000800	YBR234C	genemark-flattened_line_6-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.100&CDS=1-1110
801	OG0000801	YBR235W	snap_masked-flattened_line_4-processed-gene-2.85-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.85&CDS=1-3768
802	OG0000802	YBR236C	genemark-flattened_line_18-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.8&CDS=1-1806
803	OG0000803	YBR237W	genemark-flattened_line_0-processed-gene-6.43-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.43&CDS=1-3027
804	OG0000804	YBR239C	genemark-flattened_line_74-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.125&CDS=1-2157
805	OG0000805	YBR243C	genemark-flattened_line_8-processed-gene-3.35-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.35&CDS=1-1467
806	OG0000806	YBR246W	genemark-flattened_line_32-processed-gene-2.75-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-2.75&CDS=1-1224
807	OG0000807	YBR247C	augustus_masked-flattened_line_161-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.9&CDS=1-1455
808	OG0000808	YBR248C	genemark-flattened_line_16-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.19&CDS=1-1779
809	OG0000809	YBR249C	genemark-flattened_line_32-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.80&CDS=1-1086
810	OG0000810	YBR251W	maker-flattened_line_18-snap-gene-2.103-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-2.103&CDS=1-948
811	OG0000811	YBR253W	genemark-flattened_line_16-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.96&CDS=1-420
812	OG0000812	YBR254C	genemark-flattened_line_64-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.10&CDS=1-423
813	OG0000813	YBR255C-A	genemark-flattened_line_36-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.79&CDS=1-330
814	OG0000814	YBR255W	snap_masked-flattened_line_42-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.56&CDS=1-3336
815	OG0000815	YBR256C	augustus_masked-flattened_line_8-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.52&CDS=1-696
816	OG0000816	YBR257W	augustus_masked-flattened_line_58-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-1.11&CDS=1-1173
817	OG0000817	YBR260C	genemark-flattened_line_6-processed-gene-4.11-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.11&CDS=1-2190
818	OG0000818	YBR261C	genemark-flattened_line_74-processed-gene-0.174-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.174&CDS=1-810
819	OG0000819	YBR265W	genemark-flattened_line_44-processed-gene-1.52-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.52&CDS=1-978
820	OG0000820	YBR269C	genemark-flattened_line_16-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.51&CDS=1-423
821	OG0000821	YBR271W	genemark-flattened_line_92-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.94&CDS=1-1440
822	OG0000822	YBR274W	genemark-flattened_line_6-processed-gene-4.35-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.35&CDS=1-1824
823	OG0000823	YBR275C	snap_masked-flattened_line_150-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.20&CDS=1-5469
824	OG0000824	YBR276C	genemark-flattened_line_46-processed-gene-1.37-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.37&CDS=1-3849
825	OG0000825	YBR279W	genemark-flattened_line_24-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.9&CDS=1-1431
826	OG0000826	YBR281C	genemark-flattened_line_78-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.23&CDS=1-3228
827	OG0000827	YBR282W	genemark-flattened_line_46-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.35&CDS=1-441
828	OG0000828	YBR286W	genemark-flattened_line_26-processed-gene-2.137-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.137&CDS=1-1554
829	OG0000829	YBR287W	genemark-flattened_line_6-processed-gene-4.36-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.36&CDS=1-1509
830	OG0000830	YBR288C	genemark-flattened_line_70-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.19&CDS=1-1851
831	OG0000831	YBR289W	genemark-flattened_line_4-processed-gene-2.1-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.1&CDS=1-2634
832	OG0000832	YBR290W	genemark-flattened_line_0-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.24&CDS=1-1266
833	OG0000833	YBR291C	genemark-flattened_line_0-processed-gene-2.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.4&CDS=1-882
834	OG0000834	YBR293W	genemark-flattened_line_52-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-1.30&CDS=1-1860
835	OG0000835	YCL001W	genemark-flattened_line_26-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.82&CDS=1-582
836	OG0000836	YCL004W	genemark-flattened_line_14-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.36&CDS=1-1602
837	OG0000837	YCL005W-A	augustus_masked-flattened_line_150-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_150-processed-gene-0.7&CDS=1-216
838	OG0000838	YCL008C	maker-flattened_line_40-snap-gene-1.7-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-1.7&CDS=1-1299
839	OG0000839	YCL009C	genemark-flattened_line_70-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.17&CDS=1-933
840	OG0000840	YCL010C	augustus_masked-flattened_line_8-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.74&CDS=1-1425
841	OG0000841	YCL014W	augustus_masked-flattened_line_60-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-1.3&CDS=1-5619
842	OG0000842	YCL016C	genemark-flattened_line_60-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-1.105&CDS=1-1080
843	OG0000843	YCL017C	genemark-flattened_line_94-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.23&CDS=1-1446
844	OG0000844	YCL018W	genemark-flattened_line_167-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_167-processed-gene-0.29&CDS=1-1110
845	OG0000845	YCL029C	genemark-flattened_line_8-processed-gene-4.124-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.124&CDS=1-2400
846	OG0000846	YCL030C	genemark-flattened_line_80-processed-gene-0.141-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.141&CDS=1-2538
847	OG0000847	YCL031C	genemark-flattened_line_32-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.95&CDS=1-930
848	OG0000848	YCL032W	genemark-flattened_line_8-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.22&CDS=1-2052
849	OG0000849	YCL033C	genemark-flattened_line_54-processed-gene-1.147-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-1.147&CDS=1-420
850	OG0000850	YCL034W	genemark-flattened_line_4-processed-gene-5.53-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.53&CDS=1-1134
851	OG0000851	YCL038C	genemark-flattened_line_0-processed-gene-6.25-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.25&CDS=1-1794
852	OG0000852	YCL039W	augustus_masked-flattened_line_0-processed-gene-6.174-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.174&CDS=1-2817
853	OG0000853	YCL043C	genemark-flattened_line_6-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.94&CDS=1-1539
854	OG0000854	YCL044C	augustus_masked-flattened_line_34-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.142&CDS=1-1539
855	OG0000855	YCL045C	augustus_masked-flattened_line_44-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.95&CDS=1-2889
856	OG0000856	YCL047C	snap_masked-flattened_line_100-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.8&CDS=1-1083
857	OG0000857	YCL052C	snap_masked-flattened_line_42-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.40&CDS=1-2025
858	OG0000858	YCL054W	genemark-flattened_line_92-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.115&CDS=1-2532
859	OG0000859	YCL055W	genemark-flattened_line_26-processed-gene-2.126-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.126&CDS=1-1479
860	OG0000860	YCL057C-A	genemark-flattened_line_40-processed-gene-1.191-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.191&CDS=1-252
861	OG0000861	YCL059C	genemark-flattened_line_76-processed-gene-0.192-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.192&CDS=1-1152
862	OG0000862	YCL061C	augustus_masked-flattened_line_36-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.85&CDS=1-4221
863	OG0000863	YCR002C	genemark-flattened_line_54-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.20&CDS=1-975
864	OG0000864	YCR003W	genemark-flattened_line_40-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.3&CDS=1-699
865	OG0000865	YCR008W	genemark-flattened_line_10-processed-gene-4.20-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.20&CDS=1-2064
866	OG0000866	YCR009C	genemark-flattened_line_10-processed-gene-4.17-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.17&CDS=1-789
867	OG0000867	YCR011C	genemark-flattened_line_4-processed-gene-5.48-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.48&CDS=1-3219
868	OG0000868	YCR012W	genemark-flattened_line_118-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.13&CDS=1-1248
869	OG0000869	YCR014C	augustus_masked-flattened_line_54-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-1.88&CDS=1-1983
870	OG0000870	YCR016W	augustus_masked-flattened_line_40-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.44&CDS=1-1347
871	OG0000871	YCR017C	genemark-flattened_line_118-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.14&CDS=1-3099
872	OG0000872	YCR019W	genemark-flattened_line_10-processed-gene-2.26-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.26&CDS=1-1071
873	OG0000873	YCR021C	genemark-flattened_line_10-processed-gene-3.24-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.24&CDS=1-894
874	OG0000874	YCR024C	snap_masked-flattened_line_34-processed-gene-1.52-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.52&CDS=1-1542
875	OG0000875	YCR027C	genemark-flattened_line_40-processed-gene-1.241-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.241&CDS=1-567
876	OG0000876	YCR028C-A	genemark-flattened_line_4-processed-gene-5.5-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.5&CDS=1-417
877	OG0000877	YCR030C	genemark-flattened_line_140-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.34&CDS=1-2958
878	OG0000878	YCR032W	augustus_masked-flattened_line_2-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.92&CDS=1-7650
879	OG0000879	YCR033W	snap_masked-flattened_line_0-processed-gene-4.46-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.46&CDS=1-4917
880	OG0000880	YCR034W	genemark-flattened_line_40-processed-gene-1.183-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.183&CDS=1-1035
881	OG0000881	YCR035C	genemark-flattened_line_26-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.139&CDS=1-1260
