	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035271_Wickerhamomyces_bovis
775	OG0000775	YBR287W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.110&CDS=1-1395
776	OG0000776	YBR288C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-1.87&CDS=1-1503
777	OG0000777	YBR289W	genemark-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.97-mRNA-1_1&gene=genemark-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.97&CDS=1-1839
778	OG0000778	YBR290W	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.339-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.339&CDS=1-1149
779	OG0000779	YBR291C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.280-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.280&CDS=1-888
780	OG0000780	YBR293W	augustus_masked-NODE_64_length_30878_cov_26.4592_ID_5217-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_64_length_30878_cov_26.4592_ID_5217-processed-gene-0.42&CDS=1-1626
781	OG0000781	YBR296C	augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_7_length_343272_cov_25.1726_ID_2572-processed-gene-1.116&CDS=1-1734
782	OG0000782	YCL001W	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.233&CDS=1-543
783	OG0000783	YCL004W	genemark-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.32-mRNA-1_1&gene=genemark-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.32&CDS=1-1458
784	OG0000784	YCL005W-A	maker-NODE_12_length_279838_cov_23.0736_ID_9675-augustus-gene-1.101-mRNA-1_1&gene=maker-NODE_12_length_279838_cov_23.0736_ID_9675-augustus-gene-1.101&CDS=1-216
785	OG0000785	YCL008C	genemark-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.66&CDS=1-1266
786	OG0000786	YCL009C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-6.71&CDS=1-888
787	OG0000787	YCL010C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-6.151&CDS=1-696
788	OG0000788	YCL012C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.129&CDS=1-375
789	OG0000789	YCL014W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.98&CDS=1-3591
790	OG0000790	YCL016C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.136&CDS=1-1056
791	OG0000791	YCL017C	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.92&CDS=1-1386
792	OG0000792	YCL018W	augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_865375_cov_22.6121_ID_9257-processed-gene-7.93&CDS=1-1086
793	OG0000793	YCL027W	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.48&CDS=1-1323
794	OG0000794	YCL030C	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.133&CDS=1-2571
795	OG0000795	YCL031C	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.140&CDS=1-861
796	OG0000796	YCL032W	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.94&CDS=1-873
797	OG0000797	YCL033C	genemark-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.53&CDS=1-489
798	OG0000798	YCL034W	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.95&CDS=1-1104
799	OG0000799	YCL038C	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.138&CDS=1-1683
800	OG0000800	YCL039W	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-1.142&CDS=1-1689
801	OG0000801	YCL043C	augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_6_length_370431_cov_22.3029_ID_1760-processed-gene-2.92&CDS=1-1521
802	OG0000802	YCL044C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.282-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.282&CDS=1-963
803	OG0000803	YCL045C	augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.342-mRNA-1_1&gene=augustus_masked-NODE_11_length_296904_cov_22.075_ID_2611-processed-gene-1.342&CDS=1-2547
804	OG0000804	YCL047C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.78&CDS=1-810
805	OG0000805	YCL052C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.14&CDS=1-1374
806	OG0000806	YCL054W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.48&CDS=1-2463
807	OG0000807	YCL055W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-5.13&CDS=1-1200
808	OG0000808	YCL057C-A	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.67&CDS=1-249
809	OG0000809	YCL057W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.24&CDS=1-2031
810	OG0000810	YCL059C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.45&CDS=1-1116
811	OG0000811	YCL061C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.1&CDS=1-3603
812	OG0000812	YCR002C	augustus_masked-NODE_65_length_30069_cov_28.1519_ID_5291-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_65_length_30069_cov_28.1519_ID_5291-processed-gene-0.9&CDS=1-1014
813	OG0000813	YCR003W	augustus_masked-NODE_65_length_30069_cov_28.1519_ID_5291-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_65_length_30069_cov_28.1519_ID_5291-processed-gene-0.15&CDS=1-534
814	OG0000814	YCR008W	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.76&CDS=1-2298
815	OG0000815	YCR011C	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.229&CDS=1-3006
816	OG0000816	YCR012W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.87&CDS=1-1245
817	OG0000817	YCR014C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.86&CDS=1-1446
818	OG0000818	YCR015C	augustus_masked-NODE_70_length_21041_cov_22.2912_ID_12006-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_70_length_21041_cov_22.2912_ID_12006-processed-gene-0.8&CDS=1-792
819	OG0000819	YCR016W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.95&CDS=1-1020
820	OG0000820	YCR017C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.38&CDS=1-2793
821	OG0000821	YCR019W	augustus_masked-NODE_41_length_63599_cov_23.9707_ID_7848-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_41_length_63599_cov_23.9707_ID_7848-processed-gene-0.58&CDS=1-1056
822	OG0000822	YCR020C	augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_53_length_42358_cov_22.3602_ID_4751-processed-gene-0.71&CDS=1-657
823	OG0000823	YCR020C-A	snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-3.108&CDS=1-279
824	OG0000824	YCR024C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-4.9&CDS=1-1434
825	OG0000825	YCR027C	augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_15_length_244900_cov_24.4172_ID_3359-processed-gene-0.111&CDS=1-543
826	OG0000826	YCR028C	augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_10_length_320851_cov_22.4291_ID_1790-processed-gene-1.30&CDS=1-1509
827	OG0000827	YCR028C-A	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.82&CDS=1-375
828	OG0000828	YCR030C	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-0.83&CDS=1-2667
829	OG0000829	YCR032W	augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_4_length_628375_cov_23.1438_ID_2100-processed-gene-1.69&CDS=1-6453
830	OG0000830	YCR033W	snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.7&CDS=1-3435
831	OG0000831	YCR035C	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.49&CDS=1-1125
832	OG0000832	YCR036W	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-0.68&CDS=1-1023
833	OG0000833	YCR042C	augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_377811_cov_27.128_ID_2487-processed-gene-2.47&CDS=1-3948
834	OG0000834	YCR044C	augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_36_length_81764_cov_29.3334_ID_3666-processed-gene-0.73&CDS=1-981
835	OG0000835	YCR045C	augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_37_length_80505_cov_22.0282_ID_8073-processed-gene-0.53&CDS=1-1392
836	OG0000836	YCR046C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.80&CDS=1-519
837	OG0000837	YCR047C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.81&CDS=1-810
838	OG0000838	YCR051W	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-1.54&CDS=1-624
839	OG0000839	YCR053W	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.57&CDS=1-1521
840	OG0000840	YCR054C	augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_35_length_81782_cov_21.913_ID_3530-processed-gene-0.39&CDS=1-1449
841	OG0000841	YCR057C	augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.124&CDS=1-2754
842	OG0000842	YCR059C	augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.123&CDS=1-804
843	OG0000843	YCR060W	augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.149&CDS=1-975
844	OG0000844	YCR061W	augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.148&CDS=1-1848
845	OG0000845	YCR063W	genemark-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.52&CDS=1-453
846	OG0000846	YCR065W	augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.121&CDS=1-2196
847	OG0000847	YCR066W	genemark-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_33_length_104187_cov_22.6692_ID_3315-processed-gene-0.51&CDS=1-1209
848	OG0000848	YCR068W	augustus_masked-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_31_length_114607_cov_26.3092_ID_3092-processed-gene-0.37&CDS=1-1575
849	OG0000849	YCR071C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.20&CDS=1-381
850	OG0000850	YCR072C	augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_17_length_233845_cov_24.4945_ID_2323-processed-gene-0.19&CDS=1-1527
851	OG0000851	YCR075C	maker-NODE_22_length_169243_cov_28.4925_ID_3126-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_22_length_169243_cov_28.4925_ID_3126-augustus-gene-0.3&CDS=1-810
852	OG0000852	YCR077C	augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_76_length_17386_cov_26.0801_ID_12008-processed-gene-0.23&CDS=1-2343
853	OG0000853	YCR079W	augustus_masked-NODE_60_length_34784_cov_26.1171_ID_5067-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_60_length_34784_cov_26.1171_ID_5067-processed-gene-0.32&CDS=1-1230
854	OG0000854	YCR081W	augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_22_length_169243_cov_28.4925_ID_3126-processed-gene-0.189&CDS=1-3894
855	OG0000855	YCR084C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.49&CDS=1-1890
856	OG0000856	YCR086W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.30&CDS=1-1074
857	OG0000857	YCR087C-A	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.50&CDS=1-453
858	OG0000858	YCR088W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.51-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.51&CDS=1-1647
859	OG0000859	YCR090C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.221-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.221&CDS=1-498
860	OG0000860	YCR091W	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.222-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.222&CDS=1-2013
861	OG0000861	YCR092C	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.272-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-5.272&CDS=1-2988
862	OG0000862	YCR093W	augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.73&CDS=1-6537
863	OG0000863	YCR095C	augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_32_length_105143_cov_28.6291_ID_4457-processed-gene-0.75&CDS=1-888
864	OG0000864	YCR098C	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-5.17&CDS=1-1518
865	OG0000865	YDL001W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-0.60&CDS=1-1290
866	OG0000866	YDL002C	maker-NODE_13_length_278934_cov_23.8117_ID_1820-augustus-gene-0.52-mRNA-1_1&gene=maker-NODE_13_length_278934_cov_23.8117_ID_1820-augustus-gene-0.52&CDS=1-687
867	OG0000867	YDL004W	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.83&CDS=1-480
868	OG0000868	YDL006W	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.82&CDS=1-996
869	OG0000869	YDL007W	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.81&CDS=1-2145
870	OG0000870	YDL008W	maker-NODE_29_length_119534_cov_22.7707_ID_4088-snap-gene-0.126-mRNA-1_1&gene=maker-NODE_29_length_119534_cov_22.7707_ID_4088-snap-gene-0.126&CDS=1-312
871	OG0000871	YDL013W	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.67&CDS=1-1275
872	OG0000872	YDL014W	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.66&CDS=1-957
873	OG0000873	YDL015C	augustus_masked-NODE_67_length_23963_cov_26.7098_ID_5920-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_67_length_23963_cov_26.7098_ID_5920-processed-gene-0.31&CDS=1-834
874	OG0000874	YDL017W	snap_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.38&CDS=1-1695
875	OG0000875	YDL022W	augustus_masked-NODE_45_length_55703_cov_28.7844_ID_4355-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_45_length_55703_cov_28.7844_ID_4355-processed-gene-0.45&CDS=1-1158
876	OG0000876	YDL028C	augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_43_length_57518_cov_22.5337_ID_12012-processed-gene-0.57&CDS=1-2154
877	OG0000877	YDL030W	augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_28_length_120461_cov_24.0822_ID_2951-processed-gene-0.112&CDS=1-1401
878	OG0000878	YDL031W	augustus_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_57_length_37575_cov_21.9688_ID_5033-processed-gene-0.48&CDS=1-2778
879	OG0000879	YDL033C	augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_8_length_336906_cov_25.1058_ID_2807-processed-gene-2.67&CDS=1-1194
880	OG0000880	YDL035C	augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.273-mRNA-1_1&gene=augustus_masked-NODE_20_length_184838_cov_25.5018_ID_5407-processed-gene-0.273&CDS=1-1476
881	OG0000881	YDL040C	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.208-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.208&CDS=1-2280
882	OG0000882	YDL043C	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-0.96&CDS=1-591
883	OG0000883	YDL044C	augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-NODE_12_length_279838_cov_23.0736_ID_9675-processed-gene-1.203&CDS=1-843
884	OG0000884	YDL045W-A	augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-4.143-mRNA-1_1&gene=augustus_masked-NODE_3_length_686625_cov_22.7875_ID_2680-processed-gene-4.143&CDS=1-273
885	OG0000885	YDL046W	augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_29_length_119534_cov_22.7707_ID_4088-processed-gene-0.92&CDS=1-537
886	OG0000886	YDL052C	augustus_masked-NODE_62_length_32543_cov_22.9945_ID_5139-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_62_length_32543_cov_22.9945_ID_5139-processed-gene-0.39&CDS=1-864
887	OG0000887	YDL055C	augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_48_length_52736_cov_26.8172_ID_4518-processed-gene-0.60&CDS=1-1077
888	OG0000888	YDL057W	augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_1020045_cov_22.3535_ID_1707-processed-gene-0.120&CDS=1-1947
889	OG0000889	YDL058W	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.96&CDS=1-5316
890	OG0000890	YDL059C	augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_13_length_278934_cov_23.8117_ID_1820-processed-gene-1.49&CDS=1-621
891	OG0000891	YDL060W	augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.141&CDS=1-2283
892	OG0000892	YDL063C	genemark-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_9_length_324451_cov_22.8396_ID_7486-processed-gene-1.38&CDS=1-1830
