	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034623_Pichia_norvegensis
220	OG0000220	YEL022W, YJR031C	genemark-flattened_line_60-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.132&CDS=1-7017
221	OG0000221	YEL034W, YJR047C	snap_masked-flattened_line_50-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.136&CDS=1-3819
222	OG0000222	YEL039C, YJR048W	snap_masked-flattened_line_78-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.19&CDS=1-330
223	OG0000223	YER019C-A, YER087C-B	augustus_masked-flattened_line_214-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_214-processed-gene-0.1&CDS=1-267
224	OG0000224	YER031C, YGL210W	augustus_masked-flattened_line_8-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.168&CDS=1-663
225	OG0000225	YER054C, YIL045W	snap_masked-flattened_line_58-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.103&CDS=1-2193
226	OG0000226	YER056C-A, YIL052C	augustus_masked-flattened_line_148-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.38&CDS=1-345
227	OG0000227	YER057C, YIL051C	snap_masked-flattened_line_148-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.24&CDS=1-384
228	OG0000228	YER059W, YIL050W	snap_masked-flattened_line_148-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.26&CDS=1-2214
229	OG0000229	YER064C, YIL056W	genemark-flattened_line_52-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.88&CDS=1-2034
230	OG0000230	YER066W, YFL009W	snap_masked-flattened_line_4-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.137&CDS=1-1422
231	OG0000231	YER074W, YIL069C	snap_masked-flattened_line_2-processed-gene-2.29-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.29&CDS=1-429
232	OG0000232	YER081W, YIL074C	snap_masked-flattened_line_100-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.31&CDS=1-1389
233	OG0000233	YER132C, YGL197W	augustus_masked-flattened_line_124-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.45&CDS=1-4332
234	OG0000234	YER136W	augustus_masked-flattened_line_180-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_180-processed-gene-0.20&CDS=1-2673, augustus_masked-flattened_line_186-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_186-processed-gene-0.2&CDS=1-2673
235	OG0000235	YER150W	snap_masked-flattened_line_138-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.3&CDS=1-339, snap_masked-flattened_line_274-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_274-processed-gene-0.6&CDS=1-339
236	OG0000236	YER152C	augustus_masked-flattened_line_134-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.8&CDS=1-5100, snap_masked-flattened_line_54-processed-gene-0.228-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.228&CDS=1-1710
237	OG0000237	YFL004W, YPL019C	snap_masked-flattened_line_18-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.73&CDS=1-2637
238	OG0000238	YFL010C	maker-flattened_line_264-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_264-snap-gene-0.5&CDS=1-570, maker-flattened_line_270-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_270-snap-gene-0.0&CDS=1-570
239	OG0000239	YFL011W, YMR011W	snap_masked-flattened_line_78-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.34&CDS=1-1656
240	OG0000240	YFR014C, YOL016C	snap_masked-flattened_line_2-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.144&CDS=1-1311
241	OG0000241	YFR015C, YLR258W	augustus_masked-flattened_line_52-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.0&CDS=1-4236
242	OG0000242	YFR031C-A, YIL018W	snap_masked-flattened_line_30-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.176&CDS=1-765
243	OG0000243	YFR053C, YGL253W	augustus_masked-flattened_line_40-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.186&CDS=1-1401
244	OG0000244	YGL008C	snap_masked-flattened_line_38-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.81&CDS=1-2724, snap_masked-flattened_line_48-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.132&CDS=1-2772
245	OG0000245	YGL031C, YGR148C	snap_masked-flattened_line_80-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.15&CDS=1-462
246	OG0000246	YGL049C, YGR162W	snap_masked-flattened_line_68-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.51&CDS=1-2973
247	OG0000247	YGL076C, YPL198W	genemark-flattened_line_52-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.116&CDS=1-720
248	OG0000248	YGL082W, YPL191C	snap_masked-flattened_line_70-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.48&CDS=1-1026
249	OG0000249	YGL134W, YPL219W	augustus_masked-flattened_line_136-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.35&CDS=1-1497
250	OG0000250	YGL135W, YPL220W	snap_masked-flattened_line_32-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.159&CDS=1-651
251	OG0000251	YGL147C, YNL067W	snap_masked-flattened_line_94-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.47&CDS=1-573
252	OG0000252	YGL155W	augustus_masked-flattened_line_270-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_270-processed-gene-0.3&CDS=1-1041, snap_masked-flattened_line_264-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_264-processed-gene-0.13&CDS=1-1107
253	OG0000253	YGL162W, YPR009W	snap_masked-flattened_line_2-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.119&CDS=1-1227
254	OG0000254	YGL163C	snap_masked-flattened_line_572-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_572-processed-gene-0.4&CDS=1-903, snap_masked-flattened_line_672-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_672-processed-gene-0.0&CDS=1-810
255	OG0000255	YGL185C	snap_masked-flattened_line_204-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_204-processed-gene-0.8&CDS=1-1077, snap_masked-flattened_line_232-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.2&CDS=1-1077
256	OG0000256	YGL187C	snap_masked-flattened_line_204-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_204-processed-gene-0.9&CDS=1-462, snap_masked-flattened_line_232-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.3&CDS=1-462
257	OG0000257	YGR009C, YMR017W	snap_masked-flattened_line_84-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_84-processed-gene-0.60&CDS=1-1791
258	OG0000258	YGR010W, YLR328W	maker-flattened_line_62-snap-gene-0.172-mRNA-1_1&gene=maker-flattened_line_62-snap-gene-0.172&CDS=1-2565
259	OG0000259	YGR027C, YLR333C	snap_masked-flattened_line_146-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_146-processed-gene-0.31&CDS=1-318
260	OG0000260	YGR032W, YLR342W	snap_masked-flattened_line_60-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.32&CDS=1-5598
261	OG0000261	YGR034W, YLR344W	snap_masked-flattened_line_0-processed-gene-2.92-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.92&CDS=1-381
262	OG0000262	YGR038W, YLR350W	snap_masked-flattened_line_86-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.28&CDS=1-642
263	OG0000263	YGR056W, YLR357W	snap_masked-flattened_line_32-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.110&CDS=1-2562
264	OG0000264	YGR085C, YPR102C	augustus_masked-flattened_line_28-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.40&CDS=1-522
265	OG0000265	YGR092W, YPR111W	maker-flattened_line_64-snap-gene-0.172-mRNA-1_1&gene=maker-flattened_line_64-snap-gene-0.172&CDS=1-3063
266	OG0000266	YGR096W, YMR091C	maker-flattened_line_64-augustus-gene-0.169-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.169&CDS=1-1686
267	OG0000267	YGR108W, YPR119W	snap_masked-flattened_line_60-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.54&CDS=1-2319
268	OG0000268	YGR118W, YPR132W	snap_masked-flattened_line_6-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.92&CDS=1-435
269	OG0000269	YGR121C, YPR138C	snap_masked-flattened_line_6-processed-gene-1.137-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.137&CDS=1-1392
270	OG0000270	YGR136W, YPR154W	snap_masked-flattened_line_20-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.126&CDS=1-720
271	OG0000271	YGR138C, YPR156C	snap_masked-flattened_line_52-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.146&CDS=1-2016
272	OG0000272	YGR141W, YPR157W	augustus_masked-flattened_line_16-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.3&CDS=1-1356
273	OG0000273	YGR189C	snap_masked-flattened_line_100-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.0&CDS=1-1314, snap_masked-flattened_line_44-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.109&CDS=1-1269
274	OG0000274	YGR197C, YJR015W	snap_masked-flattened_line_14-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.64&CDS=1-1548
275	OG0000275	YGR209C, YLR043C	augustus_masked-flattened_line_12-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.127&CDS=1-420
276	OG0000276	YGR214W, YLR048W	maker-flattened_line_14-snap-gene-1.150-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.150&CDS=1-792
277	OG0000277	YGR238C, YHR158C	snap_masked-flattened_line_46-processed-gene-0.164-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.164&CDS=1-3132
278	OG0000278	YGR241C, YHR161C	snap_masked-flattened_line_0-processed-gene-2.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.64&CDS=1-2031
279	OG0000279	YGR243W, YHR162W	snap_masked-flattened_line_28-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.108&CDS=1-360
280	OG0000280	YGR254W, YHR174W	snap_masked-flattened_line_40-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.130&CDS=1-1311
281	OG0000281	YHL001W, YKL006W	snap_masked-flattened_line_28-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.158&CDS=1-396
282	OG0000282	YHL003C, YKL008C	snap_masked-flattened_line_48-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.84&CDS=1-1236
283	OG0000283	YHL017W, YKL039W	snap_masked-flattened_line_36-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.81&CDS=1-1731
284	OG0000284	YHL030W	augustus_masked-flattened_line_284-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_284-processed-gene-0.0&CDS=1-4671, snap_masked-flattened_line_282-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_282-processed-gene-0.1&CDS=1-4623
285	OG0000285	YHL033C, YLL045C	augustus_masked-flattened_line_30-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.30&CDS=1-783
286	OG0000286	YHR021C, YKL156W	snap_masked-flattened_line_10-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.45&CDS=1-246
287	OG0000287	YHR077C	augustus_masked-flattened_line_226-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_226-processed-gene-0.6&CDS=1-3939, augustus_masked-flattened_line_392-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_392-processed-gene-0.2&CDS=1-2781
288	OG0000288	YHR115C, YNL116W	snap_masked-flattened_line_68-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.28&CDS=1-1848
289	OG0000289	YHR117W, YNL121C	snap_masked-flattened_line_112-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.38&CDS=1-1785
290	OG0000290	YHR123W, YNL130C	augustus_masked-flattened_line_76-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.33&CDS=1-2049
291	OG0000291	YHR132W-A, YNL157W	augustus_masked-flattened_line_46-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.2&CDS=1-351
292	OG0000292	YHR203C, YJR145C	genemark-flattened_line_22-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.37&CDS=1-2565
293	OG0000293	YHR208W, YJR148W	maker-flattened_line_16-augustus-gene-1.230-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.230&CDS=1-2748
294	OG0000294	YIL085C, YNL029C	snap_masked-flattened_line_8-processed-gene-1.59-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.59&CDS=1-1851
295	OG0000295	YIL096C	snap_masked-flattened_line_198-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_198-processed-gene-0.7&CDS=1-1074, snap_masked-flattened_line_202-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_202-processed-gene-0.12&CDS=1-1074
296	OG0000296	YIL097W	augustus_masked-flattened_line_198-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_198-processed-gene-0.12&CDS=1-633, augustus_masked-flattened_line_202-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_202-processed-gene-0.0&CDS=1-633
297	OG0000297	YIL105C, YNL047C	snap_masked-flattened_line_24-processed-gene-0.274-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.274&CDS=1-2232
298	OG0000298	YIL111W, YNL052W	snap_masked-flattened_line_4-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.54&CDS=1-459
299	OG0000299	YIL114C, YNL055C	snap_masked-flattened_line_8-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.72&CDS=1-849
300	OG0000300	YIL149C, YKR095W	augustus_masked-flattened_line_42-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.45&CDS=1-5583
301	OG0000301	YIL156W, YKR098C	snap_masked-flattened_line_52-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.131&CDS=1-2772
302	OG0000302	YIL160C	maker-flattened_line_166-augustus-gene-0.10-mRNA-1_1&gene=maker-flattened_line_166-augustus-gene-0.10&CDS=1-2763, maker-flattened_line_220-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_220-augustus-gene-0.0&CDS=1-4986
303	OG0000303	YIR013C, YLR013W	augustus_masked-flattened_line_52-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.37&CDS=1-1566
304	OG0000304	YIR031C, YNL117W	snap_masked-flattened_line_94-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.52&CDS=1-1671
305	OG0000305	YIR033W, YKL020C	snap_masked-flattened_line_90-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.123&CDS=1-3825
306	OG0000306	YIR035C, YIR036C	maker-flattened_line_20-snap-gene-1.153-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-1.153&CDS=1-1482
307	OG0000307	YJL076W, YKR010C	genemark-flattened_line_86-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.55&CDS=1-3558
308	OG0000308	YJL082W, YKR018C	augustus_masked-flattened_line_14-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.32&CDS=1-2370
309	OG0000309	YJL083W, YKR019C	snap_masked-flattened_line_176-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_176-processed-gene-0.38&CDS=1-501
310	OG0000310	YJL084C, YKR021W	snap_masked-flattened_line_82-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.104&CDS=1-2856
311	OG0000311	YJL091C	snap_masked-flattened_line_224-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_224-processed-gene-0.6&CDS=1-1536, snap_masked-flattened_line_256-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_256-processed-gene-0.5&CDS=1-1536
312	OG0000312	YJL099W, YKR027W	snap_masked-flattened_line_72-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.45&CDS=1-2181
313	OG0000313	YJL133W, YKR052C	snap_masked-flattened_line_98-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.67&CDS=1-933
314	OG0000314	YJL134W, YKR053C	snap_masked-flattened_line_160-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_160-processed-gene-0.24&CDS=1-1584
315	OG0000315	YJL138C, YKR059W	maker-flattened_line_160-snap-gene-0.39-mRNA-1_1&gene=maker-flattened_line_160-snap-gene-0.39&CDS=1-1509
316	OG0000316	YJL139C, YKR061W	augustus_masked-flattened_line_0-processed-gene-2.256-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.256&CDS=1-2142
317	OG0000317	YJL163C	augustus_masked-flattened_line_428-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_428-processed-gene-0.0&CDS=1-1995, snap_masked-flattened_line_420-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_420-processed-gene-0.0&CDS=1-1995
318	OG0000318	YJL172W, YOL153C	snap_masked-flattened_line_26-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.33&CDS=1-1593
319	OG0000319	YJL177W, YKL180W	maker-flattened_line_0-snap-gene-2.5-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.5&CDS=1-552
320	OG0000320	YJL190C, YLR367W	maker-flattened_line_16-snap-gene-0.124-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.124&CDS=1-390
321	OG0000321	YJR019C	snap_masked-flattened_line_192-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.10&CDS=1-1170, snap_masked-flattened_line_206-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_206-processed-gene-0.3&CDS=1-1170
322	OG0000322	YJR054W, YML047C	augustus_masked-flattened_line_28-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.66&CDS=1-1509
323	OG0000323	YJR061W, YKL201C	snap_masked-flattened_line_70-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.67&CDS=1-2400
324	OG0000324	YJR091C, YPR042C	genemark-flattened_line_84-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.86&CDS=1-3126
325	OG0000325	YJR094W-A, YPR043W	augustus_masked-flattened_line_60-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.138&CDS=1-297
326	OG0000326	YJR096W	snap_masked-flattened_line_8-processed-gene-1.32-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.32&CDS=1-867, snap_masked-flattened_line_8-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.61&CDS=1-858
327	OG0000327	YJR107W	genemark-flattened_line_196-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_196-processed-gene-0.6&CDS=1-1050, genemark-flattened_line_478-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_478-processed-gene-0.0&CDS=1-1050
328	OG0000328	YJR126C	maker-flattened_line_212-snap-gene-0.11-mRNA-1_1&gene=maker-flattened_line_212-snap-gene-0.11&CDS=1-2157, snap_masked-flattened_line_222-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_222-processed-gene-0.0&CDS=1-2202
329	OG0000329	YJR127C, YML081W	snap_masked-flattened_line_14-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.80&CDS=1-3816
330	OG0000330	YJR130C, YML082W	snap_masked-flattened_line_16-processed-gene-1.171-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.171&CDS=1-1746
331	OG0000331	YJR152W	snap_masked-flattened_line_46-processed-gene-0.180-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.180&CDS=1-1560, snap_masked-flattened_line_8-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.66&CDS=1-1596
332	OG0000332	YKL050C, YMR031C	snap_masked-flattened_line_28-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.155&CDS=1-2832
333	OG0000333	YKL060C	snap_masked-flattened_line_332-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_332-processed-gene-0.1&CDS=1-1080, snap_masked-flattened_line_336-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_336-processed-gene-0.5&CDS=1-1080
334	OG0000334	YKL068W, YMR047C	snap_masked-flattened_line_48-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.112&CDS=1-3102
335	OG0000335	YKL072W, YMR053C	snap_masked-flattened_line_56-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.83&CDS=1-3528
336	OG0000336	YKL121W, YMR102C	genemark-flattened_line_112-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.24&CDS=1-2358
337	OG0000337	YKL126W, YMR104C	genemark-flattened_line_188-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.11&CDS=1-2004
338	OG0000338	YKL127W, YMR105C	maker-flattened_line_82-augustus-gene-0.4-mRNA-1_1&gene=maker-flattened_line_82-augustus-gene-0.4&CDS=1-2949
339	OG0000339	YKL129C, YMR109W	genemark-flattened_line_40-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.8&CDS=1-3678
340	OG0000340	YKL133C, YMR115W	snap_masked-flattened_line_4-processed-gene-2.88-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.88&CDS=1-1257
341	OG0000341	YKL137W	snap_masked-flattened_line_350-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_350-processed-gene-0.3&CDS=1-339, snap_masked-flattened_line_472-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_472-processed-gene-0.6&CDS=1-339
342	OG0000342	YKL141W, YMR118C	snap_masked-flattened_line_16-processed-gene-1.212-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.212&CDS=1-516
343	OG0000343	YKR030W	augustus_masked-flattened_line_528-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_528-processed-gene-0.0&CDS=1-942, snap_masked-flattened_line_308-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_308-processed-gene-0.4&CDS=1-942
344	OG0000344	YKR050W	augustus_masked-flattened_line_0-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.120&CDS=1-3642, genemark-flattened_line_56-processed-gene-0.158-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.158&CDS=1-2214
345	OG0000345	YKR072C, YOR054C	snap_masked-flattened_line_16-processed-gene-1.183-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.183&CDS=1-1725
346	OG0000346	YKR076W, YMR251W	snap_masked-flattened_line_104-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.93&CDS=1-963
347	OG0000347	YKR104W	augustus_masked-flattened_line_114-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.19&CDS=1-702, augustus_masked-flattened_line_240-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_240-processed-gene-0.14&CDS=1-702
348	OG0000348	YLL012W, YLR020C	augustus_masked-flattened_line_56-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.45&CDS=1-1104
349	OG0000349	YLL016W, YLR310C	maker-flattened_line_72-snap-gene-0.143-mRNA-1_1&gene=maker-flattened_line_72-snap-gene-0.143&CDS=1-3684
350	OG0000350	YLR098C, YOR337W	augustus_masked-flattened_line_48-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.30&CDS=1-1779
351	OG0000351	YLR260W, YOR171C	snap_masked-flattened_line_2-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.98&CDS=1-1575
352	OG0000352	YLR264W, YOR167C	augustus_masked-flattened_line_6-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.61&CDS=1-201
353	OG0000353	YLR270W, YOR173W	snap_masked-flattened_line_2-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.124&CDS=1-870
354	OG0000354	YLR284C, YOR180C	snap_masked-flattened_line_152-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.17&CDS=1-819
355	OG0000355	YLR289W	maker-flattened_line_192-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_192-snap-gene-0.0&CDS=1-2349, maker-flattened_line_206-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_206-snap-gene-0.10&CDS=1-2349
356	OG0000356	YLR291C	snap_masked-flattened_line_304-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_304-processed-gene-0.3&CDS=1-645, snap_masked-flattened_line_442-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_442-processed-gene-0.8&CDS=1-645
